player_id,last,first,bats,throws,team_id,pos,player_name,year
baxem101,Baxes,Mike,R,R,KC1,2B,Mike Baxes,1195
burnw101,Burnette,Wally,R,R,KC1,P,Wally Burnette,1195
carrc105,Carrasquel,Chico,R,R,KC1,3B,Chico Carrasquel,1195
cervb101,Cerv,Bob,R,R,KC1,OF,Bob Cerv,1195
chith101,Chiti,Harry,R,R,KC1,C,Harry Chiti,1195
cox-g101,Cox,Glenn,R,R,KC1,P,Glenn Cox,1195
cradw101,Craddock,Walt,R,L,KC1,P,Walt Craddock,1195
daleb102,Daley,Bud,L,L,KC1,P,Bud Daley,1195
davib102,Davis,Bob,R,R,KC1,P,Bob Davis,1195
demaj101,DeMaestri,Joe,R,R,KC1,SS,Joe DeMaestri,1195
dickm101,Dickson,Murry,R,R,KC1,P,Murry Dickson,1195
dusec101,Duser,Carl,L,L,KC1,P,Carl Duser,1195
garvn102,Garver,Ned,R,R,KC1,P,Ned Garver,1195
gormt102,Gorman,Tom,R,R,KC1,P,Tom Gorman,1195
grafm101,Graff,Milt,L,R,KC1,2B,Milt Graff,1195
grimb102,Grim,Bob,R,R,KC1,P,Bob Grim,1195
hadlk101,Hadley,Kent,L,L,KC1,1B,Kent Hadley,1195
heldw101,Held,Woodie,R,R,KC1,OF,Woodie Held,1195
herbr101,Herbert,Ray,R,R,KC1,P,Ray Herbert,1195
herzw101,Herzog,Whitey,L,L,KC1,OF,Whitey Herzog,1195
housf103,House,Frank,L,R,KC1,C,Frank House,1195
huntb105,Hunter,Billy,R,R,KC1,SS,Billy Hunter,1195
johnk102,Johnson,Ken,R,R,KC1,P,Ken Johnson,1195
kella103,Kellner,Alex,R,L,KC1,P,Alex Kellner,1195
kliml101,Klimchock,Lou,L,R,KC1,2B,Lou Klimchock,1195
lopeh101,Lopez,Hector,R,R,KC1,2B,Hector Lopez,1195
maasd101,Maas,Duke,R,R,KC1,P,Duke Maas,1195
marir101,Maris,Roger,L,R,KC1,OF,Roger Maris,1195
martb102,Martyn,Bob,L,R,KC1,OF,Bob Martyn,1195
meltd101,Melton,Dave,R,R,KC1,OF,Dave Melton,1195
powev101,Power,Vic,R,R,KC1,1B,Vic Power,1195
reedh102,Reed,Howie,R,R,KC1,P,Howie Reed,1195
simph101,Simpson,Harry,L,R,KC1,1B,Harry Simpson,1195
smalj101,Small,Jim,L,L,KC1,OF,Jim Small,1195
smith106,Smith,Hal,R,R,KC1,3B,Hal Smith,1195
terrr101,Terry,Ralph,R,R,KC1,P,Ralph Terry,1195
tomad101,Tomanek,Dick,L,L,KC1,P,Dick Tomanek,1195
trucv101,Trucks,Virgil,R,R,KC1,P,Virgil Trucks,1195
tsitj101,Tsitouris,John,R,R,KC1,P,John Tsitouris,1195
tuttb101,Tuttle,Bill,R,R,KC1,OF,Bill Tuttle,1195
urbaj101,Urban,Jack,R,R,KC1,P,Jack Urban,1195
wardp101,Ward,Preston,L,R,KC1,1B,Preston Ward,1195
bellz101,Bella,Zeke,R,L,KC1,OF,Zeke Bella,1195
boonr101,Boone,Ray,R,R,KC1,1B,Ray Boone,1195
brung101,Brunet,George,R,L,KC1,P,George Brunet,1195
carrt102,Carroll,Tom,R,R,KC1,SS,Tom Carroll,1195
cervb101,Cerv,Bob,R,R,KC1,OF,Bob Cerv,1195
chith101,Chiti,Harry,R,R,KC1,C,Harry Chiti,1195
coler101,Coleman,Rip,L,L,KC1,P,Rip Coleman,1195
daleb102,Daley,Bud,L,L,KC1,P,Bud Daley,1195
demaj101,DeMaestri,Joe,R,R,KC1,SS,Joe DeMaestri,1195
dickm101,Dickson,Murry,R,R,KC1,P,Murry Dickson,1195
freem101,Freeman,Mark,R,R,KC1,P,Mark Freeman,1195
garvn102,Garver,Ned,R,R,KC1,P,Ned Garver,1195
gormt102,Gorman,Tom,R,R,KC1,P,Tom Gorman,1195
grimb102,Grim,Bob,R,R,KC1,P,Bob Grim,1195
gruna101,Grunwald,Al,L,L,KC1,P,Al Grunwald,1195
hadlk101,Hadley,Kent,L,L,KC1,1B,Kent Hadley,1195
herbr101,Herbert,Ray,R,R,KC1,P,Ray Herbert,1195
herzw101,Herzog,Whitey,L,L,KC1,OF,Whitey Herzog,1195
housf103,House,Frank,L,R,KC1,C,Frank House,1195
jablr101,Jablonski,Ray,R,R,KC1,3B,Ray Jablonski,1195
johnk102,Johnson,Ken,R,R,KC1,P,Ken Johnson,1195
kille102,Killeen,Evans,R,R,KC1,P,Evans Killeen,1195
kliml101,Klimchock,Lou,L,R,KC1,2B,Lou Klimchock,1195
kuckj101,Kucks,Johnny,R,R,KC1,P,Johnny Kucks,1195
kutym101,Kutyna,Marty,R,R,KC1,P,Marty Kutyna,1195
lopeh101,Lopez,Hector,R,R,KC1,2B,Hector Lopez,1195
lumpj101,Lumpe,Jerry,L,R,KC1,2B,Jerry Lumpe,1195
marir101,Maris,Roger,L,R,KC1,OF,Roger Maris,1195
martb102,Martyn,Bob,L,R,KC1,PH,Bob Martyn,1195
meyer101,Meyer,Russ,B,R,KC1,P,Russ Meyer,1195
morgj101,Morgan,Joe,L,R,KC1,3B,Joe Morgan,1195
reedh102,Reed,Howie,R,R,KC1,P,Howie Reed,1195
simph101,Simpson,Harry,L,R,KC1,1B,Harry Simpson,1195
smith106,Smith,Hal,R,R,KC1,3B,Hal Smith,1195
snydr102,Snyder,Russ,L,R,KC1,OF,Russ Snyder,1195
sturt101,Sturdivant,Tom,L,R,KC1,P,Tom Sturdivant,1195
terrr101,Terry,Ralph,R,R,KC1,P,Ralph Terry,1195
terww101,Terwilliger,Wayne,R,R,KC1,2B,Wayne Terwilliger,1195
tomad101,Tomanek,Dick,L,L,KC1,P,Dick Tomanek,1195
tsitj101,Tsitouris,John,R,R,KC1,P,John Tsitouris,1195
tuttb101,Tuttle,Bill,R,R,KC1,OF,Bill Tuttle,1195
wardp101,Ward,Preston,L,R,KC1,1B,Preston Ward,1195
willd104,Williams,Dick,R,R,KC1,3B,Dick Williams,1195
albaj101,Albanese,Joe,R,R,WS1,P,Joe Albanese,1195
allib103,Allison,Bob,R,R,WS1,OF,Bob Allison,1195
alvao101,Alvarez,Ossie,R,R,WS1,SS,Ossie Alvarez,1195
asprk101,Aspromonte,Ken,R,R,WS1,2B,Ken Aspromonte,1195
becqj101,Becquer,Julio,L,L,WS1,1B,Julio Becquer,1195
berbl101,Berberet,Lou,L,R,WS1,C,Lou Berberet,1195
bridr101,Bridges,Rocky,R,R,WS1,SS,Rocky Bridges,1195
byerb103,Byerly,Bud,R,R,WS1,P,Bud Byerly,1195
chrin101,Chrisley,Neil,L,R,WS1,OF,Neil Chrisley,1195
cicoa101,Cicotte,Al,R,R,WS1,P,Al Cicotte,1195
clevt101,Clevenger,Tex,R,R,WS1,P,Tex Clevenger,1195
consj101,Constable,Jim,B,L,WS1,P,Jim Constable,1195
courc101,Courtney,Clint,L,R,WS1,C,Clint Courtney,1195
fiscb101,Fischer,Bill,R,R,WS1,P,Bill Fischer,1195
fitze101,Fitz Gerald,Ed,R,R,WS1,C,Ed Fitz Gerald,1195
grigh101,Griggs,Hal,R,R,WS1,P,Hal Griggs,1195
herzw101,Herzog,Whitey,L,L,WS1,OF,Whitey Herzog,1195
hyded101,Hyde,Dick,R,R,WS1,P,Dick Hyde,1195
kemmr101,Kemmerer,Russ,R,R,WS1,P,Russ Kemmerer,1195
killh102,Killebrew,Harmon,R,R,WS1,3B,Harmon Killebrew,1195
korcs101,Korcheck,Steve,R,R,WS1,C,Steve Korcheck,1195
lemoj101,Lemon,Jim,R,R,WS1,OF,Jim Lemon,1195
lumer101,Lumenti,Ralph,L,L,WS1,P,Ralph Lumenti,1195
malkb101,Malkmus,Bobby,R,R,WS1,2B,Bobby Malkmus,1195
