game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,gametype
CHA195404130,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/04/13,CHI10,0,0:00PM,day,false,grieb901,berrc103,hurle901,umonf901,"""Both teams""","""Scott Came""","""Scott Came""",1997/06/22 2:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,181,31026,wynne101,pierb101,,,,
CHA195404140,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/04/14,CHI10,0,0:00PM,day,false,berrc103,hurle901,umonf901,grieb901,"""Both teams""","""Scott Came""","""Scott Came""",1997/06/22 1:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,7872,lemob101,harsj101,,,,
CHA195404230,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/04/23,CHI10,0,0:00PM,day,false,umonf901,grieb901,berrc103,hurle901,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/12/30 9:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,2614,colej101,pierb101,,,,
CHA195404240,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/04/24,CHI10,0,0:00PM,day,false,grieb901,berrc103,hurle901,umonf901,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/01/01 11:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,9038,keegb101,bickv101,simaa101,,,
CHA195404251,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/04/25,CHI10,1,0:00PM,day,false,berrc103,hurle901,umonf901,grieb901,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/01/01 12:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,0,trucv101,larsd102,,,,
CHA195404252,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/04/25,CHI10,2,0:00PM,day,false,hurle901,umonf901,grieb901,berrc103,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/01/01 3:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,168,16571,conss101,fox-h101,,,,
CHA195405080,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/05/08,CHI10,0,2:00PM,day,false,honoj901,mcgob901,papaj901,chyln901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/09/07 6:58AM,park,none,0,unknown,-1,wet,showers,overcast,144,5910,garvn102,johnd102,,,,
CHA195405091,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/05/09,CHI10,1,0:00PM,day,false,mcgob901,papaj901,chyln901,honoj901,"""  DET -- CHA""","""Jim Herdman""","""JIm Herdman""",1998/09/07 9:31AM,park,none,0,unknown,-1,unknown,unknown,unknown,170,0,groms101,trucv101,,,,
CHA195405092,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/05/09,CHI10,2,0:00PM,day,false,papaj901,chyln901,honoj901,mcgob901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/09/07 5:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,15882,,,,,,
CHA195405110,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/05/11,CHI10,0,0:00PM,night,false,flahr901,stevj901,romme101,nappl901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/09/12 8:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,157,20090,keegb101,sullf101,,,,
CHA195405120,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/05/12,CHI10,0,0:00PM,day,false,stevj901,romme101,nappl901,flahr901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/09/12 8:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,3970,johnd102,brewt101,,,,
CHA195405130,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/05/13,CHI10,0,0:00PM,day,false,romme101,nappl901,flahr901,stevj901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/09/12 10:32AM,park,none,0,unknown,-1,unknown,unknown,unknown,137,3206,burtm101,trucv101,,,,
CHA195405140,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/05/14,CHI10,0,0:00PM,night,false,nappl901,flahr901,stevj901,romme101,"""White Sox""","""Jim Herdman""","""JIm Herdman""",1998/09/12 3:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,21613,johnd102,ditma101,,,,
CHA195405150,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/05/15,CHI10,0,0:00PM,day,false,flahr901,stevj901,romme101,nappl901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/09/12 3:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,10331,trucv101,wheal101,,,,
CHA195405161,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/05/16,CHI10,1,0:00PM,day,false,chyln901,mcgob901,papaj901,honoj901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/05/27 2:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,0,keegb101,dixos101,,,,
CHA195405162,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/05/16,CHI10,2,0:00PM,day,false,mcgob901,papaj901,honoj901,chyln901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/06/02 5:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,139,25515,portb102,fornm101,,,,
CHA195405180,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/05/18,CHI10,0,0:00PM,night,false,papaj901,honoj901,chyln901,mcgob901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/09/12 4:13PM,park,none,0,unknown,-1,dry,none,night,183,37158,sainj101,johnd102,,,,
CHA195405190,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/05/19,CHI10,0,0:00PM,day,false,honoj901,chyln901,mcgob901,papaj901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/09/12 5:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,10938,grimb102,pierb101,reyna102,,,
CHA195405250,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/05/25,CHI10,0,0:00PM,night,false,mckib901,soarh901,runge901,summb901,"""  CLE - CHA""","""Jim Herdman""","""Jim Herdman""",1997/04/26 7:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,172,43039,pierb101,lemob101,trucv101,,,
CHA195405260,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/05/26,CHI10,0,0:00PM,day,false,soarh901,runge901,summb901,mckib901,"""  CLE - CHA""","""Jim Herdman""","""Jim Herdman""",1997/04/26 8:46AM,park,none,0,unknown,-1,unknown,unknown,unknown,172,9155,conss101,houta101,,,,
CHA195406150,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/06/15,CHI10,0,0:00PM,night,false,summb901,mckib901,soarh901,runge901,""" White Sox""","""Jim Herdman""","""Jim Herdman""",1999/02/14 9:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,184,26458,burtm101,keegb101,simaa101,,,
CHA195406160,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/06/16,CHI10,0,0:00PM,day,false,mckib901,soarh901,runge901,summb901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1999/02/11 8:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,176,5773,conss101,dixos101,johnd102,,,
CHA195406170,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/06/17,CHI10,0,0:00PM,day,false,soarh901,runge901,summb901,mckib901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/18 8:04AM,park,none,0,unknown,-1,unknown,unknown,unknown,163,5339,harsj101,kella103,johnd102,,,
CHA195406180,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/06/18,CHI10,0,0:00PM,night,false,runge901,summb901,mckib901,soarh901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/18 11:31AM,park,none,0,unknown,-1,dry,none,night,208,45216,grimb102,martm101,sainj101,,,
CHA195406190,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/06/19,CHI10,0,0:00PM,day,false,summb901,mckib901,soarh901,runge901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/18 11:57AM,park,none,0,unknown,-1,unknown,unknown,unknown,133,27595,conss101,lopae101,,,,
CHA195406201,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/06/20,CHI10,1,0:00PM,day,false,mckib901,soarh901,runge901,summb901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/19 10:12AM,park,none,0,unknown,-1,unknown,unknown,unknown,216,0,grimb102,harsj101,kuzab101,,,
CHA195406202,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/06/20,CHI10,2,0:00PM,day,false,soarh901,runge901,summb901,mckib901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/20 6:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,37075,keegb101,morgt101,,,,
CHA195406220,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/06/22,CHI10,0,0:00PM,night,false,hurle901,grieb901,berrc103,umonf901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/08/31 8:38AM,park,none,0,unknown,-1,unknown,unknown,unknown,157,23016,trucv101,mcdem102,martm101,,,
CHA195406230,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/06/23,CHI10,0,0:00PM,day,false,grieb901,berrc103,umonf901,hurle901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/08/31 10:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,175,7234,martm101,stewb103,,,,
CHA195406240,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/06/24,CHI10,0,0:00PM,day,false,berrc103,umonf901,hurle901,grieb901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/09/01 7:09AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,6990,conss101,schmj101,pierb101,,,
CHA195406250,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/06/25,CHI10,0,0:00PM,night,false,umonf901,hurle901,grieb901,berrc103,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/20 9:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,167,35529,keegb101,nixow101,,,,
CHA195406260,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/06/26,CHI10,0,0:00PM,day,false,hurle901,grieb901,berrc103,umonf901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/21 2:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,10127,sullf101,johnd102,,,,
CHA195406271,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/06/27,CHI10,1,0:00PM,day,false,grieb901,berrc103,umonf901,hurle901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/21 2:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,0,brewt101,trucv101,,,,
CHA195406272,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/06/27,CHI10,2,0:00PM,day,false,berrc103,umonf901,hurle901,grieb901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/10/21 3:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,29684,harsj101,henrb101,,,,
CHA195406291,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/06/29,CHI10,1,0:00PM,day,false,flahr901,stevj901,romme101,nappl901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/10/26 5:55AM,park,none,0,unknown,-1,wet,showers,cloudy,158,0,garvn102,pierb101,,,,
CHA195406292,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/06/29,CHI10,2,0:00PM,night,false,stevj901,romme101,nappl901,flahr901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/10/26 6:26AM,park,none,0,unknown,-1,wet,drizzle,overcast,104,30055,conss101,groms101,,,,
CHA195406300,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/06/30,CHI10,0,0:00PM,day,false,romme101,nappl901,flahr901,stevj901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/10/26 8:00AM,park,none,0,unknown,-1,unknown,unknown,unknown,165,8511,hoefb101,martm101,,,,
CHA195407051,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/07/05,CHI10,1,0:00PM,day,false,nappl901,flahr901,stevj901,romme101,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/01/05 4:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,0,pierb101,larsd102,,,,
CHA195407052,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/07/05,CHI10,2,0:00PM,day,false,flahr901,stevj901,romme101,nappl901,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/01/05 5:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,18872,dorif101,pilld101,martm101,,,
CHA195407090,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/07/09,CHI10,0,0:00PM,night,false,grieb901,berrc103,umonf901,hurle901,"""  CLE -- CHA""","""JIm Herdman""","""Jim Herdman""",1997/08/02 10:09AM,park,none,0,unknown,-1,unknown,unknown,unknown,158,43740,keegb101,newhh101,martm101,,,
CHA195407100,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/07/10,CHI10,0,0:00PM,day,false,berrc103,umonf901,hurle901,grieb901,"""  CLE -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/08/03 12:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,23836,harsj101,wynne101,conss101,,,
CHA195407111,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/07/11,CHI10,1,0:00PM,day,false,umonf901,hurle901,grieb901,berrc103,"""  CLE -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/08/03 1:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,129,0,pierb101,narlr101,,,,
CHA195407112,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/07/11,CHI10,2,0:00PM,day,false,hurle901,grieb901,berrc103,umonf901,"""  CLE -- CHA""","""Jim Herdman""","""Jim Herdman""",1997/08/03 3:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,45466,trucv101,lemob101,,,,
CHA195407270,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/07/27,CHI10,0,0:00PM,night,false,flahr901,honoj901,mckib901,mcgob901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/13 8:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,53067,trucv101,byrdh101,,,,
CHA195407280,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/07/28,CHI10,0,0:00PM,day,false,honoj901,summb901,mckib901,flahr901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/14 7:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,185,38056,grimb102,harsj101,sainj101,,,
CHA195407290,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/07/29,CHI10,0,0:00PM,day,false,summb901,mckib901,flahr901,honoj901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/15 9:56AM,park,none,0,unknown,-1,unknown,unknown,unknown,153,22995,fordw101,harsj101,,,,
CHA195407300,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/07/30,CHI10,0,0:00PM,night,false,papaj901,soarh901,runge901,summb901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/15 11:15AM,park,none,0,unknown,-1,unknown,unknown,unknown,145,16304,keegb101,porta101,,,,
CHA195407310,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/07/31,CHI10,0,0:00PM,day,false,soarh901,runge901,summb901,papaj901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/15 12:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,4581,martm101,bishc101,,,,
CHA195408011,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/08/01,CHI10,1,0:00PM,day,false,runge901,summb901,papaj901,soarh901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/16 6:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,0,conss101,fricm101,pierb101,,,
CHA195408012,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/08/01,CHI10,2,0:00PM,day,false,summb901,papaj901,soarh901,runge901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/16 7:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,17057,trucv101,dixos101,dorif101,,,
CHA195408030,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/08/03,CHI10,0,0:00PM,night,false,umonf901,grieb901,berrc103,hurle901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/23 10:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,30062,harsj101,sullf101,,,,
CHA195408040,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/08/04,CHI10,0,0:00PM,day,false,grieb901,hurle901,berrc103,umonf901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/23 10:05AM,park,none,0,unknown,-1,unknown,unknown,unknown,167,8854,conss101,kinde101,,,,
CHA195408050,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/08/05,CHI10,0,0:00PM,day,false,hurle901,berrc103,umonf901,grieb901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1997/11/23 1:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,10042,keegb101,brewt101,martm101,,,
CHA195408060,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/08/06,CHI10,0,0:00PM,night,false,chyln901,romme101,stevj901,nappl901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/09/29 8:33AM,park,none,0,unknown,-1,unknown,unknown,unknown,162,25454,trucv101,kerig101,pierb101,,,
CHA195408070,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/08/07,CHI10,0,0:00PM,day,false,romme101,stevj901,nappl901,chyln901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/09/29 9:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,9650,mcdem102,martm101,,,,
CHA195408081,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/08/08,CHI10,1,0:00PM,day,false,stevj901,nappl901,chyln901,romme101,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/09/29 10:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,153,0,pascc102,martm101,,,,
CHA195408082,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/08/08,CHI10,2,0:00PM,day,false,nappl901,chyln901,romme101,stevj901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/09/30 2:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,11058,harsj101,stond102,,,,
CHA195408100,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/08/10,CHI10,0,0:00PM,night,false,papaj901,soarh901,runge901,summb901,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/10/03 6:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,144,25654,kretl101,keegb101,chakb101,,,
CHA195408110,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/08/11,CHI10,0,0:00PM,day,false,soarh901,runge901,summb901,papaj901,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/10/03 9:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,7461,trucv101,kuzab101,,,,
CHA195408130,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/08/13,CHI10,0,0:00PM,day,false,runge901,summb901,papaj901,soarh901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/03/29 7:32AM,park,none,0,unknown,-1,unknown,unknown,unknown,230,9487,harsj101,abera101,,,,
CHA195408140,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/08/14,CHI10,0,0:00PM,day,false,summb901,papaj901,soarh901,runge901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/03/29 8:00AM,park,none,0,unknown,-1,unknown,unknown,unknown,153,10878,johnd102,hoefb101,,,,
CHA195408151,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/08/15,CHI10,1,0:00PM,day,false,papaj901,soarh901,runge901,summb901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/03/29 8:53AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,0,groms101,dorif101,,,,
CHA195408152,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/08/15,CHI10,2,0:00PM,day,false,soarh901,runge901,summb901,papaj901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/04/12 7:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,175,27193,garvn102,trucv101,zuveg101,,,
CHA195409030,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/09/03,CHI10,0,0:00PM,night,false,runge901,summb901,hurle901,soarh901,"""  CLE -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/02/16 5:14PM,park,none,0,unknown,-1,wet,drizzle,cloudy,168,34771,fellb101,trucv101,garcm101,,,
CHA195409040,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/09/04,CHI10,0,0:00PM,night,false,summb901,hurle901,soarh901,runge901,"""  CLE -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/02/21 10:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,34433,harsj101,wynne101,johnd102,,,
CHA195409050,"""version 7RS(19) of 07/07/92""",CLE,CHA,1954/09/05,CHI10,0,0:00PM,day,false,hurle901,soarh901,runge901,summb901,"""  CLE -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/02/22 7:57AM,park,none,0,unknown,-1,unknown,unknown,unknown,180,28015,narlr101,pierb101,newhh101,,,
CHA195409061,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/09/06,CHI10,1,0:00PM,day,false,soarh901,runge901,summb901,hurle901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/05/24 4:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,0,garvn102,keegb101,,,,
CHA195409062,"""version 7RS(19) of 07/07/92""",DET,CHA,1954/09/06,CHI10,2,0:00PM,day,false,runge901,summb901,hurle901,soarh901,"""  DET -- CHA""","""Jim Herdman""","""Jim Herdman""",1998/05/24 7:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,16256,zuveg101,johnd102,abera101,,,
CHA195409080,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/09/08,CHI10,0,0:00PM,night,false,grieb901,nappl901,stevj901,chyln901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/11/16 1:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,117,6735,martm101,portb102,johnd102,,,
CHA195409090,"""version 7RS(19) of 07/07/92""",WS1,CHA,1954/09/09,CHI10,0,0:00PM,day,false,nappl901,stevj901,chyln901,grieb901,"""  WS1 -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/11/16 7:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,1842,stobc101,dorif101,,,,
CHA195409100,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/09/10,CHI10,0,0:00PM,night,false,stevj901,chyln901,grieb901,nappl901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/06/24 10:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,177,22352,grimb102,trucv101,konsj101,,,
CHA195409110,"""version 7RS(19) of 07/07/92""",NYA,CHA,1954/09/11,CHI10,0,0:00PM,day,false,chyln901,grieb901,nappl901,stevj901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/06/27 7:03AM,park,none,0,unknown,-1,unknown,unknown,unknown,188,15334,martm101,konsj101,,,,
CHA195409121,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/09/12,CHI10,1,0:00PM,day,false,nappl901,berrc103,mckib901,chyln901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/06/27 7:39AM,park,none,0,unknown,-1,unknown,unknown,unknown,162,0,keegb101,brewt101,,,,
CHA195409122,"""version 7RS(19) of 07/07/92""",BOS,CHA,1954/09/12,CHI10,2,0:00PM,day,false,berrc103,mckib901,chyln901,nappl901,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/06/27 1:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,13637,trucv101,browh101,,,,
CHA195409140,"""version 7RS(19) of 07/07/92""",PHA,CHA,1954/09/14,CHI10,0,0:00PM,night,false,mckib901,chyln901,(none),berrc103,"""  White Sox""","""Jim Herdman""","""Jim Herdman""",1998/06/24 5:34AM,park,none,0,unknown,-1,unknown,unknown,unknown,113,9128,porta101,trucv101,,,,
CHA195409170,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/09/17,CHI10,0,0:00PM,night,false,flahr901,romme101,(none),papaj901,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/11/23 1:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,6991,turlb101,harsj101,,,,
CHA195409180,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/09/18,CHI10,0,0:00PM,day,false,romme101,papaj901,(none),flahr901,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/11/23 3:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,2529,pierb101,larsd102,,,,
CHA195409190,"""version 7RS(19) of 07/07/92""",BAL,CHA,1954/09/19,CHI10,0,0:00PM,day,false,papaj901,flahr901,(none),romme101,"""  BAL -- CHA""","""Jim Herdman""","""Jim Herdman""",1996/11/23 9:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,6309,pilld101,trucv101,chakb101,,,
BOS195404150,"""version 7RS(19) of 07/07/92""",WS1,BOS,1954/04/15,BOS07,0,0:00PM,day,false,honoj901,chyln901,mcgob901,papaj901,"""  Senators""","""Jim Herdman""","""Jim Herdman""",1996/04/28 6:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,17272,henrb101,portb102,,,,
BOS195404181,"""version 7RS(19) of 07/07/92""",PHA,BOS,1954/04/18,BOS07,1,0:00PM,day,false,chyln901,mcgob901,papaj901,honoj901,"""Unknown Sox Fan""","""Jim Herdman""","""Jim Herdman""",1999/01/14 6:19AM,park,none,0,unknown,-1,unknown,unknown,unknown,155,0,tricb101,brewt101,,,,
BOS195404182,"""version 7RS(19) of 07/07/92""",PHA,BOS,1954/04/18,BOS07,2,0:00PM,day,false,mcgob901,papaj901,honoj901,chyln901,""" Boston Papers""","""Bob Kistler""","""Jim Herdman""",1999/02/22 8:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,196,22566,kinde101,burtm101,,,,
BOS195404191,"""version 7RS(19) of 07/07/92""",NYA,BOS,1954/04/19,BOS07,1,0:00PM,day,false,summb901,mckib901,runge901,soarh901,"""98""","""Comly""","""Comly""",2010/04/13 10:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,18682,nixow101,byrdh101,kinde101,,,
BOS195404192,"""version 7RS(19) of 07/07/92""",NYA,BOS,1954/04/19,BOS07,2,0:00PM,day,false,mckib901,runge901,soarh901,summb901,"""Boston papers and later 98 per CC4""","""Bob Kistler""","""Jim Herdman""",1999/01/14 9:27PM,unknown,none,0,unknown,-1,dry,none,unknown,151,27762,mcdoj104,parnm101,,,,
