game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
OAK199004090,MIN,OAK,OAK01,1990/04/09,0,8:13,night,true,brinj901,coont901,reedr901,cousd901,"""R. Brett""","""Bill Disney""",park,pitches,64,unknown,10,dry,none,night,170,48219,stewd001,andea001,honer001,,
OAK199004100,MIN,OAK,OAK01,1990/04/10,0,7:37,night,true,coont901,reedr901,cousd901,brinj901,"""R. Brett""","""Bill Disney""",park,pitches,65,unknown,5,dry,none,night,157,19757,welcb001,smitr001,ecked001,,
OAK199004110,MIN,OAK,OAK01,1990/04/11,0,12:18,day,true,reedr901,cousd901,brinj901,coont901,"""R. Brett""","""Bill Disney""",park,pitches,61,unknown,8,dry,none,sunny,146,27775,tapak001,moorm001,aguir001,,
OAK199004190,SEA,OAK,OAK01,1990/04/19,0,7:07,night,true,fordd901,cobld901,welkt901,evanj901,"""R. Brett""","""Bill Disney""",park,pitches,60,unknown,9,dry,none,night,163,23979,stewd001,eaveg001,,,
OAK199004200,SEA,OAK,OAK01,1990/04/20,0,7:36,night,true,cobld901,welkt901,evanj901,fordd901,"""R. Brett""","""Bill Disney""",park,pitches,58,unknown,12,dry,none,night,139,44911,holmb001,welcb001,,,
OAK199004210,SEA,OAK,OAK01,1990/04/21,0,1:07,day,true,welkt901,evanj901,fordd901,cobld901,"""WELCH""","""FRUEHLINGD""",radio,pitches,60,unknown,-1,wet,none,overcast,205,33277,ecked001,reedj002,,lansc001,
OAK199004220,SEA,OAK,OAK01,1990/04/22,0,1:08,day,true,evanj901,fordd901,cobld901,welkt901,"""R. Brett""","""Bill Disney""",park,pitches,59,unknown,14,dry,showers,overcast,183,40901,hanse001,sands001,jackm001,,
OAK199005040,BOS,OAK,OAK01,1990/05/04,0,7:35,night,true,phild901,clara901,hirsj901,mccol901,"""David Annis""","""David Annis""",tv,pitches,70,unknown,-1,dry,none,night,174,43894,stewd001,clemr001,,,
OAK199005050,BOS,OAK,OAK01,1990/05/05,0,4:06,day,true,mccol901,hirsj901,phild901,clara901,"""D Porterfield""","""Tom Eckel""",tv,pitches,74,unknown,-1,dry,none,sunny,160,41850,boddm001,welcb001,,,
OAK199005060,BOS,OAK,OAK01,1990/05/06,0,4:05,day,true,hirsj901,phild901,clara901,mccol901,"""B Wolven""","""Tom Eckel""",tv,pitches,63,unknown,-1,dry,none,sunny,154,44008,younc001,hetze001,ecked001,,
OAK199005070,NYA,OAK,OAK01,1990/05/07,0,10:05,night,true,hendt901,garcr901,reilm901,pales901,"""WesTervo""","""David W. Smith""",tv,pitches,67,torf,-1,dry,none,night,161,30304,moorm001,leart001,burnt001,,
OAK199005080,NYA,OAK,OAK01,1990/05/08,0,12:15,day,true,garcr901,reilm901,pales901,hendt901,"""Daniel Stone""","""David W. Smith""",tv,pitches,65,fromrf,11,dry,none,sunny,159,28143,sands001,cadag001,nelsg001,,
OAK199005090,NYA,OAK,OAK01,1990/05/09,0,12:18,day,true,reilm901,pales901,hendt901,garcr901,"""""","""Gillette""",unknown,none,63,tolf,8,unknown,unknown,cloudy,216,32664,honer001,plune001,,,
OAK199005110,BAL,OAK,OAK01,1990/05/11,0,7:35,night,true,fordd901,cobld901,welkt901,evanj901,"""Aimee Severson""","""Bill Disney""",radio,pitches,58,torf,10,dry,none,night,148,36892,welcb001,milab001,,,
OAK199005120,BAL,OAK,OAK01,1990/05/12,0,1:07,day,true,cobld901,welkt901,evanj901,fordd901,"""Brett""","""Bill Disney""",tv,pitches,59,unknown,-1,dry,none,sunny,177,40958,willm004,nelsg001,olsog001,,
OAK199005130,BAL,OAK,OAK01,1990/05/13,0,1:07,day,true,welkt901,evanj901,fordd901,cobld901,"""Brett""","""Bill Disney""",park,pitches,66,unknown,10,dry,none,sunny,172,36394,tibbj001,moorm001,olsog001,,
OAK199005230,MIL,OAK,OAK01,1990/05/23,0,7:07,night,true,coont901,brinj901,reedr901,cousd901,"""R. Brett""","""David W. Smith""",park,pitches,60,unknown,10,dry,none,night,166,31730,moorm001,wegmb001,,,
OAK199005240,MIL,OAK,OAK01,1990/05/24,0,12:15,day,true,brinj901,reedr901,cousd901,coont901,"""""","""Gillette""",unknown,none,61,tolf,6,unknown,unknown,unknown,160,27091,stewd001,filet001,,,
OAK199005250,CLE,OAK,OAK01,1990/05/25,0,7:35,night,true,mcclt901,denkd901,merrd901,shulj901,"""BRETT,""","""FRUEHLING,DAVI""",park,pitches,58,unknown,14,wet,drizzle,night,164,33622,sands001,swing001,ecked001,,
OAK199005260,CLE,OAK,OAK01,1990/05/26,0,1:05,day,true,denkd901,merrd901,shulj901,mcclt901,"""P. Barnett""","""David W. Smith""",park,pitches,68,unknown,-1,dry,none,sunny,154,42783,welcb001,valds001,ecked001,,
OAK199005280,TOR,OAK,OAK01,1990/05/28,0,6:18,night,true,voltv901,craft901,younl901,mckej901,"""BRETT,""","""FRUEHLING,DAVI""",park,pitches,58,unknown,12,dry,none,night,163,45005,stied001,moorm001,,,
OAK199005290,TOR,OAK,OAK01,1990/05/29,0,7:37,night,true,craft901,younl901,mckej901,voltv901,"""Brett""","""David W. Smith""",park,pitches,59,torf,12,dry,none,night,161,25255,welld001,stewd001,henkt001,,
OAK199005300,TOR,OAK,OAK01,1990/05/30,0,12:15,day,true,younl901,mckej901,voltv901,craft901,"""Tom Stillman""","""David W. Smith""",radio,pitches,58,unknown,-1,wet,showers,overcast,173,24257,burnt001,blaiw001,ecked001,,
OAK199006080,KCA,OAK,OAK01,1990/06/08,0,7:35,night,true,hendt901,cobld901,evanj901,fordd901,"""Buchanan""","""Peters""",tv,pitches,75,unknown,-1,dry,none,night,165,44021,younc001,gubim001,ecked001,,
OAK199006090,KCA,OAK,OAK01,1990/06/09,0,1:00,day,true,cobld901,evanj901,fordd901,hendt901,"""Peters""","""Peters""",radio,pitches,75,unknown,-1,dry,none,sunny,164,43916,stewd001,appik001,,,
OAK199006100,KCA,OAK,OAK01,1990/06/10,0,2:00,day,true,evanj901,fordd901,hendt901,cobld901,"""Peters""","""Peters""",radio,pitches,71,tolf,20,dry,none,sunny,162,43700,welcb001,farrs001,ecked001,,
OAK199006110,TEX,OAK,OAK01,1990/06/11,0,7:07,night,true,denkd901,merrd901,shulj901,mcclt901,"""R. Brett""","""Bill Disney""",park,pitches,65,unknown,-1,dry,none,night,169,33436,ryann001,sands001,,,hickj701
OAK199006120,TEX,OAK,OAK01,1990/06/12,0,12:15,day,true,merrd901,shulj901,mcclt901,denkd901,"""GEER,TOM""","""FRUEHLING,DAVI""",tv,pitches,66,unknown,8,dry,none,sunny,220,21625,arnsb001,ecked001,rogek001,,
OAK199006130,TEX,OAK,OAK01,1990/06/13,0,12:15,day,true,shulj901,mcclt901,denkd901,merrd901,"""GEER,TOM""","""FRUEHLING,DAVI""",tv,pitches,63,unknown,10,dry,none,unknown,232,26457,burnt001,arnsb001,,,
OAK199006220,CHA,OAK,OAK01,1990/06/22,0,9:35,night,true,tscht901,cedeg901,brinj901,voltv901,"""Stuart Shea""","""Stuart Shea""",tv,pitches,63,tocf,-1,dry,none,night,157,43924,kinge001,sands001,,sosas001,
OAK199006230,CHA,OAK,OAK01,1990/06/23,0,3:05,day,true,cedeg901,voltv901,brinj901,tscht901,"""Mark Guziec""","""Stuart Shea""",tv,pitches,0,unknown,-1,dry,none,sunny,184,43084,mcdoj001,moorm001,thigb001,karkr001,
OAK199006240,CHA,OAK,OAK01,1990/06/24,0,3:05,day,true,voltv901,brinj901,tscht901,cedeg901,"""Mark Guziec""","""Stuart Shea""",tv,pitches,60,tocf,10,dry,none,sunny,163,44347,thigb001,stewd001,joneb002,pasqd001,
OAK199006250,DET,OAK,OAK01,1990/06/25,0,7:05,night,true,brinj901,tscht901,cedeg901,coont901,"""BARNETT,P""","""FRUEHLING,DAVI""",park,pitches,75,tolf,-1,dry,none,night,164,30095,welcb001,petrd001,ecked001,,
OAK199006260,DET,OAK,OAK01,1990/06/26,0,7:35,night,true,tscht901,cedeg901,coont901,brinj901,"""Edelman""","""Gillette""",tv,pitches,63,unknown,-1,dry,none,night,136,31643,sands001,morrj001,ecked001,,
OAK199006270,DET,OAK,OAK01,1990/06/27,0,12:17,day,true,cedeg901,coont901,brinj901,tscht901,"""Lysogorski""","""Gillette""",radio,pitches,66,rtol,-1,dry,none,sunny,200,36480,hennm001,burnt001,,,
OAK199007120,MIL,OAK,OAK01,1990/07/12,0,7:07,night,true,barnl901,koscg901,morrd901,joycj901,"""R. Brett""","""Bill Disney""",park,pitches,75,tolf,10,dry,none,night,171,31055,moorm001,higut001,ecked001,,
OAK199007130,MIL,OAK,OAK01,1990/07/13,0,7:35,night,true,koscg901,morrd901,joycj901,barnl901,"""Brett""","""Bill Disney""",park,pitches,70,unknown,15,dry,none,night,178,39200,knudm001,stewd001,,,
OAK199007140,MIL,OAK,OAK01,1990/07/14,0,1:05,day,true,morrd901,joycj901,barnl901,koscg901,"""P. Barnett""","""Bill Disney""",park,pitches,64,tocf,5,dry,none,sunny,156,43612,welcb001,krueb001,ecked001,,
