year,game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,vis_pitcher,home_ERA,vis_ERA
2016,ANA201604040,ANA,CHN,0,1,richg002,arrij001,2.34,3.1
2016,ANA201604050,ANA,CHN,0,0,heana001,lestj001,6.0,2.44
2016,ANA201604070,ANA,TEX,0,1,streh001,dysos001,6.45,2.43
2016,ANA201604080,ANA,TEX,0,3,shoem001,grifa002,3.88,5.07
2016,ANA201604090,ANA,TEX,1,1,richg002,hamec001,2.34,3.32
2016,ANA201604100,ANA,TEX,0,0,weavj003,perem004,5.06,4.39
2016,ANA201604220,ANA,SEA,0,2,alvaj003,peraj002,3.45,5.93
2016,ANA201604230,ANA,SEA,0,0,santh001,hernf002,4.7,3.82
2016,ANA201604240,ANA,SEA,3,4,shoem001,milew001,3.88,5.37
2016,ANA201604250,ANA,KCA,3,0,richg002,kenni001,2.34,3.68
2016,ANA201604260,ANA,KCA,0,1,weavj003,volqe001,5.06,5.37
2016,ANA201604270,ANA,KCA,0,2,salaf001,younc003,3.91,6.19
2016,ANA201605060,ANA,TBA,0,4,rasmc002,archc001,5.84,4.02
2016,ANA201605070,ANA,TBA,0,0,smitj002,ramie004,3.46,3.77
2016,ANA201605080,ANA,TBA,1,0,tropn001,andrm001,3.56,4.37
2016,ANA201605100,ANA,SLN,0,1,santh001,leakm001,4.7,4.69
2016,ANA201605110,ANA,SLN,0,0,shoem001,garcj004,3.88,4.67
2016,ANA201605120,ANA,SLN,0,0,weavj003,waina001,5.06,4.62
2016,ANA201605180,ANA,LAN,1,0,tropn001,bolsm001,3.56,6.83
2016,ANA201605190,ANA,LAN,1,1,alvaj003,strir001,3.45,3.96
2016,ANA201605200,ANA,BAL,0,2,alvaj003,givem001,3.45,3.13
2016,ANA201605210,ANA,BAL,0,0,smitj002,bracb001,3.46,2.05
2016,ANA201605220,ANA,BAL,0,0,weavj003,jimeu001,5.06,5.44
2016,ANA201605270,ANA,HOU,0,0,shoem001,fierm001,3.88,4.48
2016,ANA201605280,ANA,HOU,2,1,weavj003,keucd001,5.06,4.55
2016,ANA201605290,ANA,HOU,1,0,morim002,felim001,4.37,4.43
2016,ANA201605300,ANA,DET,0,0,chacj001,verlj001,4.81,3.04
2016,ANA201605310,ANA,DET,2,1,streh001,lowem002,6.45,7.11
2016,ANA201606010,ANA,DET,0,0,shoem001,fulmm001,3.88,3.06
2016,ANA201606100,ANA,CLE,1,4,santh001,klubc001,4.7,3.14
2016,ANA201606110,ANA,CLE,0,0,salaf001,shawb001,3.91,3.24
2016,ANA201606120,ANA,CLE,0,1,huffd001,salad001,11.81,3.87
2016,ANA201606130,ANA,MIN,0,1,weavj003,nolar001,5.06,4.42
2016,ANA201606140,ANA,MIN,1,0,chacj001,sante001,4.81,3.38
2016,ANA201606150,ANA,MIN,0,0,santh001,dufft001,4.7,6.43
2016,ANA201606230,ANA,OAK,0,0,linct001,gravk001,9.16,4.11
2016,ANA201606240,ANA,OAK,2,1,salaf001,dullr001,3.91,2.42
2016,ANA201606250,ANA,OAK,2,2,chacj001,overd001,4.81,11.47
2016,ANA201606260,ANA,OAK,2,0,streh001,hendl001,6.45,3.76
2016,ANA201606270,ANA,HOU,0,0,salaf001,gregl001,3.91,3.28
