game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_travel,vis_travel,home_last_location,visiting_last_location
MIL201604210,2016-04-21,MIL,MIN,1,2,1e-06,1e-06,MIL,MIL
SDN201604210,2016-04-21,SDN,PIT,0,0,1e-06,1e-06,SDN,SDN
SFN201604210,2016-04-21,SFN,ARI,0,1,1e-06,1e-06,SFN,SFN
ATL201604210,2016-04-21,ATL,LAN,1,1,1e-06,1e-06,ATL,ATL
SFN201604220,2016-04-22,SFN,MIA,3,0,1e-06,4167.0413845935145,SFN,MIA
COL201604220,2016-04-22,COL,LAN,0,3,1756.1898521305268,1946.7466716258368,CIN,ATL
SDN201604220,2016-04-22,SDN,SLN,1,0,1e-06,2512.7882729547905,SDN,SLN
CIN201604220,2016-04-22,CIN,CHN,0,0,1e-06,1e-06,CIN,CIN
MIL201604220,2016-04-22,MIL,PHI,1,0,1e-06,1117.7982780855818,MIL,PHI
DET201604220,2016-04-22,DET,CLE,0,1,1034.95696626315,145.52553501827433,KCA,CLE
ANA201604220,2016-04-22,ANA,SEA,0,2,2786.2559450879285,3271.7957310678776,CHA,CLE
CHA201604220,2016-04-22,CHA,TEX,0,0,1e-06,1309.650558347085,CHA,TEX
HOU201604220,2016-04-22,HOU,BOS,0,2,368.5990384284446,2582.243070652819,TEX,BOS
ARI201604220,2016-04-22,ARI,PIT,0,0,1050.9933942487219,481.0116378281714,SFN,SDN
TOR201604220,2016-04-22,TOR,OAK,0,1,537.0332419152472,550.2922217550002,BAL,NYA
NYA201604220,2016-04-22,NYA,TBA,0,0,1e-06,306.2037667286439,NYA,BOS
ATL201604220,2016-04-22,ATL,NYN,0,0,1e-06,1071.2330338826835,ATL,PHI
KCA201604220,2016-04-22,KCA,BAL,3,0,1e-06,1545.5901214265937,KCA,BAL
WAS201604220,2016-04-22,WAS,MIN,4,0,1489.628641346009,1025.9779093655507,MIA,MIL
ARI201604230,2016-04-23,ARI,PIT,0,0,1e-06,1e-06,ARI,ARI
DET201604230,2016-04-23,DET,CLE,0,3,1e-06,1e-06,DET,DET
HOU201604230,2016-04-23,HOU,BOS,0,1,1e-06,1e-06,HOU,HOU
ANA201604230,2016-04-23,ANA,SEA,0,0,1e-06,1e-06,ANA,ANA
MIL201604230,2016-04-23,MIL,PHI,1,0,1e-06,1e-06,MIL,MIL
KCA201604230,2016-04-23,KCA,BAL,0,0,1e-06,1e-06,KCA,KCA
TOR201604230,2016-04-23,TOR,OAK,2,1,1e-06,1e-06,TOR,TOR
SDN201604230,2016-04-23,SDN,SLN,1,0,1e-06,1e-06,SDN,SDN
SFN201604230,2016-04-23,SFN,MIA,2,0,1e-06,1e-06,SFN,SFN
ATL201604230,2016-04-23,ATL,NYN,0,2,1e-06,1e-06,ATL,ATL
COL201604230,2016-04-23,COL,LAN,0,1,1e-06,1e-06,COL,COL
CIN201604230,2016-04-23,CIN,CHN,0,0,1e-06,1e-06,CIN,CIN
CHA201604230,2016-04-23,CHA,TEX,0,0,1e-06,1e-06,CHA,CHA
NYA201604230,2016-04-23,NYA,TBA,1,0,1e-06,1e-06,NYA,NYA
WAS201604230,2016-04-23,WAS,MIN,2,0,1e-06,1e-06,WAS,WAS
CHA201604240,2016-04-24,CHA,TEX,0,1,1e-06,1e-06,CHA,CHA
KCA201604240,2016-04-24,KCA,BAL,0,1,1e-06,1e-06,KCA,KCA
ARI201604240,2016-04-24,ARI,PIT,1,0,1e-06,1e-06,ARI,ARI
COL201604240,2016-04-24,COL,LAN,0,0,1e-06,1e-06,COL,COL
NYA201604240,2016-04-24,NYA,TBA,0,5,1e-06,1e-06,NYA,NYA
HOU201604240,2016-04-24,HOU,BOS,0,3,1e-06,1e-06,HOU,HOU
SDN201604240,2016-04-24,SDN,SLN,0,2,1e-06,1e-06,SDN,SDN
CIN201604240,2016-04-24,CIN,CHN,0,3,1e-06,1e-06,CIN,CIN
WAS201604240,2016-04-24,WAS,MIN,1,0,1e-06,1e-06,WAS,WAS
DET201604240,2016-04-24,DET,CLE,0,0,1e-06,1e-06,DET,DET
SFN201604240,2016-04-24,SFN,MIA,0,0,1e-06,1e-06,SFN,SFN
ATL201604240,2016-04-24,ATL,NYN,0,1,1e-06,1e-06,ATL,ATL
MIL201604240,2016-04-24,MIL,PHI,0,0,1e-06,1e-06,MIL,MIL
ANA201604240,2016-04-24,ANA,SEA,3,4,1e-06,1e-06,ANA,ANA
TOR201604240,2016-04-24,TOR,OAK,0,0,1e-06,1e-06,TOR,TOR
NYN201604250,2016-04-25,NYN,CIN,1,0,1200.4511584455877,913.3322258208743,ATL,CIN
SEA201604250,2016-04-25,SEA,HOU,0,0,1575.276973597757,3039.1839825945185,ANA,HOU
DET201604250,2016-04-25,DET,OAK,1,0,1e-06,332.4198044988213,DET,TOR
ATL201604250,2016-04-25,ATL,BOS,0,0,1e-06,1129.120744817785,ATL,HOU
LAN201604250,2016-04-25,LAN,MIA,0,0,1336.5596902131042,559.4406195325591,COL,SFN
TBA201604250,2016-04-25,TBA,BAL,0,0,1638.0556824552712,1680.826511683993,NYA,KCA
ANA201604250,2016-04-25,ANA,KCA,3,0,1e-06,2158.345510444982,ANA,KCA
TOR201604250,2016-04-25,TOR,CHA,2,1,1e-06,700.98343821047,TOR,CHA
ARI201604250,2016-04-25,ARI,SLN,0,2,1e-06,481.0116378281714,ARI,SDN
SFN201604250,2016-04-25,SFN,SDN,0,0,1e-06,738.1265117326025,SFN,SDN
COL201604250,2016-04-25,COL,PIT,0,0,1e-06,942.6579354569091,COL,ARI
TEX201604250,2016-04-25,TEX,NYA,0,0,1309.650558347085,2225.551415128663,CHA,NYA
MIN201604250,2016-04-25,MIN,CLE,0,0,1500.7861867672325,872.516450655481,WAS,DET
CHN201604260,2016-04-26,CHN,MIL,0,0,406.25273298859213,132.54357794550742,CIN,MIL
ATL201604260,2016-04-26,ATL,BOS,1,4,1e-06,1e-06,ATL,ATL
WAS201604260,2016-04-26,WAS,PHI,0,2,1e-06,1025.9779093655507,WAS,MIL
MIN201604260,2016-04-26,MIN,CLE,1,1,1e-06,1e-06,MIN,MIN
COL201604260,2016-04-26,COL,PIT,0,3,1e-06,1e-06,COL,COL
NYN201604260,2016-04-26,NYN,CIN,0,0,1e-06,1e-06,NYN,NYN
TEX201604260,2016-04-26,TEX,NYA,1,0,1e-06,1e-06,TEX,TEX
SFN201604260,2016-04-26,SFN,SDN,0,0,1e-06,1e-06,SFN,SFN
DET201604260,2016-04-26,DET,OAK,0,0,1e-06,1e-06,DET,DET
TBA201604260,2016-04-26,TBA,BAL,0,0,1e-06,1e-06,TBA,TBA
TOR201604260,2016-04-26,TOR,CHA,0,0,1e-06,1e-06,TOR,TOR
ANA201604260,2016-04-26,ANA,KCA,0,1,1e-06,1e-06,ANA,ANA
SEA201604260,2016-04-26,SEA,HOU,0,0,1e-06,1e-06,SEA,SEA
ARI201604260,2016-04-26,ARI,SLN,0,0,1e-06,1e-06,ARI,ARI
LAN201604260,2016-04-26,LAN,MIA,2,0,1e-06,1e-06,LAN,LAN
TOR201604270,2016-04-27,TOR,CHA,0,0,1e-06,1e-06,TOR,TOR
BOS201604270,2016-04-27,BOS,ATL,2,0,1506.6278415289673,1506.6278415289673,ATL,ATL
LAN201604270,2016-04-27,LAN,MIA,0,2,1e-06,1e-06,LAN,LAN
SFN201604270,2016-04-27,SFN,SDN,3,0,1e-06,1e-06,SFN,SFN
NYN201604270,2016-04-27,NYN,CIN,2,1,1e-06,1e-06,NYN,NYN
MIN201604270,2016-04-27,MIN,CLE,3,0,1e-06,1e-06,MIN,MIN
ARI201604270,2016-04-27,ARI,SLN,0,1,1e-06,1e-06,ARI,ARI
TEX201604270,2016-04-27,TEX,NYA,0,0,1e-06,1e-06,TEX,TEX
TBA201604270,2016-04-27,TBA,BAL,0,0,1e-06,1e-06,TBA,TBA
COL201604270,2016-04-27,COL,PIT,0,0,1e-06,1e-06,COL,COL
SEA201604270,2016-04-27,SEA,HOU,1,1,1e-06,1e-06,SEA,SEA
ANA201604270,2016-04-27,ANA,KCA,0,2,1e-06,1e-06,ANA,ANA
WAS201604270,2016-04-27,WAS,PHI,0,0,1e-06,1e-06,WAS,WAS
DET201604270,2016-04-27,DET,OAK,0,0,1e-06,1e-06,DET,DET
ARI201604280,2016-04-28,ARI,SLN,0,0,1e-06,1e-06,ARI,ARI
DET201604280,2016-04-28,DET,OAK,0,0,1e-06,1e-06,DET,DET
LAN201604280,2016-04-28,LAN,MIA,2,0,1e-06,1e-06,LAN,LAN
BOS201604280,2016-04-28,BOS,ATL,1,0,1e-06,1e-06,BOS,BOS
