game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_travel,vis_travel,home_last_location,visiting_last_location
TBA201604040,2016-04-04,TBA,TOR,0,0,1e-06,1e-06,TBA,TBA
TBA201604050,2016-04-05,TBA,TOR,0,0,1e-06,1e-06,TBA,TBA
KCA201604050,2016-04-05,KCA,NYN,0,0,1e-06,1e-06,KCA,KCA
MIL201604050,2016-04-05,MIL,SFN,0,0,1e-06,1e-06,MIL,MIL
ARI201604050,2016-04-05,ARI,COL,1,0,1e-06,1e-06,ARI,ARI
ANA201604050,2016-04-05,ANA,CHN,0,0,1e-06,1e-06,ANA,ANA
TEX201604050,2016-04-05,TEX,SEA,0,0,1e-06,1e-06,TEX,TEX
OAK201604050,2016-04-05,OAK,CHA,0,0,1e-06,1e-06,OAK,OAK
SDN201604050,2016-04-05,SDN,LAN,0,0,1e-06,1e-06,SDN,SDN
PIT201604050,2016-04-05,PIT,SLN,0,0,1e-06,1e-06,PIT,PIT
OAK201604060,2016-04-06,OAK,CHA,1,0,1e-06,1e-06,OAK,OAK
MIA201604060,2016-04-06,MIA,DET,0,0,1e-06,1e-06,MIA,MIA
TEX201604060,2016-04-06,TEX,SEA,0,2,1e-06,1e-06,TEX,TEX
NYA201604060,2016-04-06,NYA,HOU,6,1,1e-06,1e-06,NYA,NYA
ARI201604060,2016-04-06,ARI,COL,0,2,1e-06,1e-06,ARI,ARI
TBA201604060,2016-04-06,TBA,TOR,0,0,1e-06,1e-06,TBA,TBA
MIL201604060,2016-04-06,MIL,SFN,1,0,1e-06,1e-06,MIL,MIL
PIT201604060,2016-04-06,PIT,SLN,1,0,1e-06,1e-06,PIT,PIT
ATL201604060,2016-04-06,ATL,WAS,0,0,1e-06,1e-06,ATL,ATL
SDN201604060,2016-04-06,SDN,LAN,0,4,1e-06,1e-06,SDN,SDN
BAL201604060,2016-04-06,BAL,MIN,0,0,1e-06,1e-06,BAL,BAL
CIN201604060,2016-04-06,CIN,PHI,1,2,1e-06,1e-06,CIN,CIN
CLE201604060,2016-04-06,CLE,BOS,4,0,1e-06,1e-06,CLE,CLE
OAK201604070,2016-04-07,OAK,CHA,0,0,1e-06,1e-06,OAK,OAK
WAS201604070,2016-04-07,WAS,MIA,3,3,874.0887985860761,1489.628641346009,ATL,MIA
SFN201604070,2016-04-07,SFN,LAN,0,0,2954.3733541563483,738.1265117326025,MIL,SDN
NYA201604070,2016-04-07,NYA,HOU,0,0,1e-06,1e-06,NYA,NYA
BAL201604070,2016-04-07,BAL,MIN,0,1,1e-06,1e-06,BAL,BAL
ARI201604070,2016-04-07,ARI,CHN,3,0,1e-06,540.0297061463508,ARI,ANA
CIN201604070,2016-04-07,CIN,PHI,0,0,1e-06,1e-06,CIN,CIN
ANA201604070,2016-04-07,ANA,TEX,0,1,1e-06,1938.7751997181072,ANA,TEX
ANA201604080,2016-04-08,ANA,TEX,0,3,1e-06,1e-06,ANA,ANA
CHA201604080,2016-04-08,CHA,CLE,0,3,2971.6570204984887,494.38381964269325,OAK,CLE
COL201604080,2016-04-08,COL,SDN,0,0,942.6579354569091,1340.7925092662401,ARI,SDN
ATL201604080,2016-04-08,ATL,SLN,0,0,1e-06,840.3908477621023,ATL,PIT
SFN201604080,2016-04-08,SFN,LAN,0,0,1e-06,1e-06,SFN,SFN
CIN201604080,2016-04-08,CIN,PIT,2,0,1e-06,415.25842934625814,CIN,PIT
ARI201604080,2016-04-08,ARI,CHN,0,0,1e-06,1e-06,ARI,ARI
NYN201604080,2016-04-08,NYN,PHI,0,0,1759.8286951805926,913.3322258208743,KCA,CIN
BAL201604080,2016-04-08,BAL,TBA,0,1,1e-06,1393.7772067986984,BAL,TBA
KCA201604080,2016-04-08,KCA,MIN,0,0,1e-06,1545.5901214265937,KCA,BAL
SEA201604080,2016-04-08,SEA,OAK,0,0,2688.6235870338205,1089.6592015072615,TEX,OAK
MIL201604080,2016-04-08,MIL,HOU,3,0,1e-06,1181.7674036325852,MIL,NYA
TOR201604080,2016-04-08,TOR,BOS,1,0,1789.459752085548,305.2632734150024,TBA,CLE
DET201604080,2016-04-08,DET,NYA,1,0,1858.8415502997775,773.7548030957365,MIA,NYA
NYN201604090,2016-04-09,NYN,PHI,0,0,1e-06,1e-06,NYN,NYN
MIL201604090,2016-04-09,MIL,HOU,0,2,1e-06,1e-06,MIL,MIL
CHA201604090,2016-04-09,CHA,CLE,0,0,1e-06,1e-06,CHA,CHA
SFN201604090,2016-04-09,SFN,LAN,0,0,1e-06,1e-06,SFN,SFN
COL201604090,2016-04-09,COL,SDN,0,0,1e-06,1e-06,COL,COL
SEA201604090,2016-04-09,SEA,OAK,0,2,1e-06,1e-06,SEA,SEA
ANA201604090,2016-04-09,ANA,TEX,1,1,1e-06,1e-06,ANA,ANA
DET201604090,2016-04-09,DET,NYA,0,1,1e-06,1e-06,DET,DET
TOR201604090,2016-04-09,TOR,BOS,2,0,1e-06,1e-06,TOR,TOR
ATL201604090,2016-04-09,ATL,SLN,0,0,1e-06,1e-06,ATL,ATL
ARI201604090,2016-04-09,ARI,CHN,0,3,1e-06,1e-06,ARI,ARI
KCA201604090,2016-04-09,KCA,MIN,0,0,1e-06,1e-06,KCA,KCA
CIN201604090,2016-04-09,CIN,PIT,2,0,1e-06,1e-06,CIN,CIN
SEA201604100,2016-04-10,SEA,OAK,0,0,1e-06,1e-06,SEA,SEA
ARI201604100,2016-04-10,ARI,CHN,0,0,1e-06,1e-06,ARI,ARI
NYN201604100,2016-04-10,NYN,PHI,0,0,1e-06,1e-06,NYN,NYN
ANA201604100,2016-04-10,ANA,TEX,0,0,1e-06,1e-06,ANA,ANA
CIN201604100,2016-04-10,CIN,PIT,0,0,1e-06,1e-06,CIN,CIN
WAS201604100,2016-04-10,WAS,MIA,1,1,1e-06,1e-06,WAS,WAS
COL201604100,2016-04-10,COL,SDN,2,0,1e-06,1e-06,COL,COL
SFN201604100,2016-04-10,SFN,LAN,2,5,1e-06,1e-06,SFN,SFN
BAL201604100,2016-04-10,BAL,TBA,0,0,1e-06,1e-06,BAL,BAL
MIL201604100,2016-04-10,MIL,HOU,2,1,1e-06,1e-06,MIL,MIL
TOR201604100,2016-04-10,TOR,BOS,2,0,1e-06,1e-06,TOR,TOR
ATL201604100,2016-04-10,ATL,SLN,1,0,1e-06,1e-06,ATL,ATL
KCA201604100,2016-04-10,KCA,MIN,0,0,1e-06,1e-06,KCA,KCA
SEA201604110,2016-04-11,SEA,TEX,1,0,1e-06,1575.276973597757,SEA,ANA
DET201604110,2016-04-11,DET,PIT,0,1,1e-06,380.0544669682655,DET,CIN
BOS201604110,2016-04-11,BOS,BAL,3,0,691.6136251477402,578.81170796599,TOR,BAL
MIN201604110,2016-04-11,MIN,CHA,0,0,662.9211681328137,571.0232496384983,KCA,CHA
NYN201604110,2016-04-11,NYN,MIA,0,0,1e-06,326.3648041771951,NYN,WAS
OAK201604110,2016-04-11,OAK,ANA,0,0,1089.6592015072615,592.0809005913671,SEA,ANA
PHI201604110,2016-04-11,PHI,SDN,0,0,129.48897528262268,2534.0409405234473,NYN,COL
HOU201604110,2016-04-11,HOU,KCA,3,0,1618.630710213877,1040.8267966673652,MIL,KCA
SLN201604110,2016-04-11,SLN,MIL,3,0,751.930362209131,526.8349145670746,ATL,MIL
CHN201604110,2016-04-11,CHN,CIN,0,1,2336.6124175782998,406.25273298859213,ARI,CIN
WAS201604110,2016-04-11,WAS,ATL,3,2,1e-06,874.0887985860761,WAS,ATL
NYN201604120,2016-04-12,NYN,MIA,1,0,1e-06,1e-06,NYN,NYN
LAN201604120,2016-04-12,LAN,ARI,0,0,559.4406195325591,574.8341159449532,SFN,ARI
WAS201604120,2016-04-12,WAS,ATL,0,0,1e-06,1e-06,WAS,WAS
BOS201604120,2016-04-12,BOS,BAL,2,0,1e-06,1e-06,BOS,BOS
TOR201604120,2016-04-12,TOR,NYA,0,0,1e-06,332.4198044988213,TOR,DET
COL201604120,2016-04-12,COL,SFN,0,0,1e-06,1524.5101947303656,COL,SFN
TBA201604120,2016-04-12,TBA,CLE,0,0,1393.7772067986984,1636.2782802002057,BAL,CHA
PHI201604120,2016-04-12,PHI,SDN,0,0,1e-06,1e-06,PHI,PHI
HOU201604120,2016-04-12,HOU,KCA,2,3,1e-06,1e-06,HOU,HOU
OAK201604120,2016-04-12,OAK,ANA,1,0,1e-06,1e-06,OAK,OAK
DET201604120,2016-04-12,DET,PIT,2,0,1e-06,1e-06,DET,DET
SEA201604120,2016-04-12,SEA,TEX,0,0,1e-06,1e-06,SEA,SEA
HOU201604130,2016-04-13,HOU,KCA,0,0,1e-06,1e-06,HOU,HOU
SEA201604130,2016-04-13,SEA,TEX,0,0,1e-06,1e-06,SEA,SEA
WAS201604130,2016-04-13,WAS,ATL,0,0,1e-06,1e-06,WAS,WAS
LAN201604130,2016-04-13,LAN,ARI,0,0,1e-06,1e-06,LAN,LAN
NYN201604130,2016-04-13,NYN,MIA,0,0,1e-06,1e-06,NYN,NYN
BOS201604130,2016-04-13,BOS,BAL,0,0,1e-06,1e-06,BOS,BOS
TBA201604130,2016-04-13,TBA,CLE,0,0,1e-06,1e-06,TBA,TBA
SLN201604130,2016-04-13,SLN,MIL,3,1,1e-06,1e-06,SLN,SLN
PIT201604130,2016-04-13,PIT,DET,2,0,331.7516309667575,331.7516309667575,DET,DET
TOR201604130,2016-04-13,TOR,NYA,0,0,1e-06,1e-06,TOR,TOR
MIN201604130,2016-04-13,MIN,CHA,0,0,1e-06,1e-06,MIN,MIN
PHI201604130,2016-04-13,PHI,SDN,1,0,1e-06,1e-06,PHI,PHI
OAK201604130,2016-04-13,OAK,ANA,0,0,1e-06,1e-06,OAK,OAK
CHN201604130,2016-04-13,CHN,CIN,5,1,1e-06,1e-06,CHN,CHN
COL201604130,2016-04-13,COL,SFN,2,0,1e-06,1e-06,COL,COL
TOR201604140,2016-04-14,TOR,NYA,0,0,1e-06,1e-06,TOR,TOR
PIT201604140,2016-04-14,PIT,DET,0,0,1e-06,1e-06,PIT,PIT
HOU201604140,2016-04-14,HOU,KCA,0,1,1e-06,1e-06,HOU,HOU
PHI201604140,2016-04-14,PHI,SDN,0,0,1e-06,1e-06,PHI,PHI
MIN201604140,2016-04-14,MIN,CHA,0,1,1e-06,1e-06,MIN,MIN
TEX201604140,2016-04-14,TEX,BAL,0,0,2688.6235870338205,2512.5604144030362,SEA,BOS
COL201604140,2016-04-14,COL,SFN,0,0,1e-06,1e-06,COL,COL
TBA201604140,2016-04-14,TBA,CLE,0,0,1e-06,1e-06,TBA,TBA
LAN201604140,2016-04-14,LAN,ARI,0,0,1e-06,1e-06,LAN,LAN
CHN201604140,2016-04-14,CHN,CIN,0,0,1e-06,1e-06,CHN,CHN
WAS201604140,2016-04-14,WAS,ATL,0,0,1e-06,1e-06,WAS,WAS
SLN201604140,2016-04-14,SLN,MIL,0,0,1e-06,1e-06,SLN,SLN
MIN201604150,2016-04-15,MIN,ANA,0,0,1e-06,2531.5923192792015,MIN,OAK
MIA201604150,2016-04-15,MIA,ATL,1,0,1756.5620451799746,1489.628641346009,NYN,WAS
PHI201604150,2016-04-15,PHI,WAS,0,5,1e-06,197.2342958595587,PHI,WAS
CLE201604150,2016-04-15,CLE,NYN,1,1,1529.408250521614,649.8727601989037,TBA,NYN
BOS201604150,2016-04-15,BOS,TOR,3,0,1e-06,691.6136251477402,BOS,TOR
LAN201604150,2016-04-15,LAN,SFN,1,0,1e-06,1336.5596902131042,LAN,COL
OAK201604150,2016-04-15,OAK,KCA,0,2,1e-06,2629.671879056886,OAK,HOU
SLN201604150,2016-04-15,SLN,CIN,4,0,1e-06,422.49209120404555,SLN,CHN
TEX201604150,2016-04-15,TEX,BAL,0,1,1e-06,1e-06,TEX,TEX
PIT201604150,2016-04-15,PIT,MIL,0,0,1e-06,898.8824563980571,PIT,SLN
HOU201604150,2016-04-15,HOU,DET,1,0,1e-06,1831.9014463750616,HOU,PIT
NYA201604150,2016-04-15,NYA,SEA,1,0,550.2922217550002,3865.3953610333656,TOR,SEA
CHN201604150,2016-04-15,CHN,COL,0,0,1e-06,1477.450780411816,CHN,COL
TBA201604150,2016-04-15,TBA,CHA,0,0,1e-06,2137.431531245163,TBA,MIN
SDN201604150,2016-04-15,SDN,ARI,0,0,3810.8466979584146,179.52869961196944,PHI,LAN
CLE201604160,2016-04-16,CLE,NYN,0,1,1e-06,1e-06,CLE,CLE
TBA201604160,2016-04-16,TBA,CHA,0,0,1e-06,1e-06,TBA,TBA
SLN201604160,2016-04-16,SLN,CIN,0,0,1e-06,1e-06,SLN,SLN
LAN201604160,2016-04-16,LAN,SFN,0,1,1e-06,1e-06,LAN,LAN
PIT201604160,2016-04-16,PIT,MIL,0,0,1e-06,1e-06,PIT,PIT
PHI201604160,2016-04-16,PHI,WAS,0,3,1e-06,1e-06,PHI,PHI
MIN201604160,2016-04-16,MIN,ANA,2,0,1e-06,1e-06,MIN,MIN
NYA201604160,2016-04-16,NYA,SEA,0,0,1e-06,1e-06,NYA,NYA
HOU201604160,2016-04-16,HOU,DET,3,0,1e-06,1e-06,HOU,HOU
TEX201604160,2016-04-16,TEX,BAL,1,1,1e-06,1e-06,TEX,TEX
CHN201604160,2016-04-16,CHN,COL,0,0,1e-06,1e-06,CHN,CHN
SDN201604160,2016-04-16,SDN,ARI,0,0,1e-06,1e-06,SDN,SDN
OAK201604160,2016-04-16,OAK,KCA,3,1,1e-06,1e-06,OAK,OAK
MIA201604160,2016-04-16,MIA,ATL,0,0,1e-06,1e-06,MIA,MIA
BOS201604160,2016-04-16,BOS,TOR,0,1,1e-06,1e-06,BOS,BOS
OAK201604170,2016-04-17,OAK,KCA,0,0,1e-06,1e-06,OAK,OAK
MIN201604170,2016-04-17,MIN,ANA,0,2,1e-06,1e-06,MIN,MIN
SLN201604170,2016-04-17,SLN,CIN,0,1,1e-06,1e-06,SLN,SLN
PHI201604170,2016-04-17,PHI,WAS,0,0,1e-06,1e-06,PHI,PHI
NYA201604170,2016-04-17,NYA,SEA,0,1,1e-06,1e-06,NYA,NYA
MIA201604170,2016-04-17,MIA,ATL,0,4,1e-06,1e-06,MIA,MIA
TBA201604170,2016-04-17,TBA,CHA,1,0,1e-06,1e-06,TBA,TBA
CHN201604170,2016-04-17,CHN,COL,0,0,1e-06,1e-06,CHN,CHN
PIT201604170,2016-04-17,PIT,MIL,0,0,1e-06,1e-06,PIT,PIT
SDN201604170,2016-04-17,SDN,ARI,2,2,1e-06,1e-06,SDN,SDN
CLE201604170,2016-04-17,CLE,NYN,0,3,1e-06,1e-06,CLE,CLE
BOS201604170,2016-04-17,BOS,TOR,0,2,1e-06,1e-06,BOS,BOS
LAN201604170,2016-04-17,LAN,SFN,0,0,1e-06,1e-06,LAN,LAN
HOU201604170,2016-04-17,HOU,DET,2,0,1e-06,1e-06,HOU,HOU
MIA201604180,2016-04-18,MIA,WAS,3,0,1e-06,1644.1190984600378,MIA,PHI
SLN201604180,2016-04-18,SLN,CHN,0,0,1e-06,422.49209120404555,SLN,CHN
CHA201604180,2016-04-18,CHA,ANA,0,5,1636.2782802002057,571.0232496384983,TBA,MIN
SFN201604180,2016-04-18,SFN,ARI,0,1,559.4406195325591,738.1265117326025,LAN,SDN
CIN201604180,2016-04-18,CIN,COL,0,0,494.9532553693752,406.25273298859213,SLN,CHN
MIN201604180,2016-04-18,MIN,MIL,0,1,1e-06,1195.8388614672979,MIN,PIT
BOS201604180,2016-04-18,BOS,TOR,0,0,1e-06,1e-06,BOS,BOS
PHI201604180,2016-04-18,PHI,NYN,0,1,1e-06,576.425945012328,PHI,CLE
CIN201604190,2016-04-19,CIN,COL,0,0,1e-06,1e-06,CIN,CIN
SLN201604190,2016-04-19,SLN,CHN,0,0,1e-06,1e-06,SLN,SLN
SDN201604190,2016-04-19,SDN,PIT,0,1,1e-06,3402.7692440534656,SDN,PIT
BAL201604190,2016-04-19,BAL,TOR,0,0,1968.7690954443951,578.81170796599,TEX,BOS
MIN201604190,2016-04-19,MIN,MIL,1,2,1e-06,1e-06,MIN,MIN
PHI201604190,2016-04-19,PHI,NYN,0,2,1e-06,1e-06,PHI,PHI
KCA201604190,2016-04-19,KCA,DET,0,0,2406.427657157802,1040.8267966673652,OAK,HOU
CHA201604190,2016-04-19,CHA,ANA,0,0,1e-06,1e-06,CHA,CHA
SFN201604190,2016-04-19,SFN,ARI,0,0,1e-06,1e-06,SFN,SFN
ATL201604190,2016-04-19,ATL,LAN,2,0,973.3591318981379,3110.7650847781624,MIA,LAN
NYA201604190,2016-04-19,NYA,OAK,1,0,1e-06,4115.687447058069,NYA,OAK
CLE201604190,2016-04-19,CLE,SEA,0,0,1e-06,649.8727601989037,CLE,NYA
MIA201604190,2016-04-19,MIA,WAS,0,0,1e-06,1e-06,MIA,MIA
TEX201604190,2016-04-19,TEX,HOU,3,0,1e-06,368.5990384284446,TEX,HOU
BOS201604190,2016-04-19,BOS,TBA,0,0,1e-06,1926.6943817180322,BOS,TBA
SFN201604200,2016-04-20,SFN,ARI,0,0,1e-06,1e-06,SFN,SFN
TEX201604200,2016-04-20,TEX,HOU,0,0,1e-06,1e-06,TEX,TEX
NYA201604200,2016-04-20,NYA,OAK,0,0,1e-06,1e-06,NYA,NYA
KCA201604200,2016-04-20,KCA,DET,0,0,1e-06,1e-06,KCA,KCA
BOS201604200,2016-04-20,BOS,TBA,3,0,1e-06,1e-06,BOS,BOS
SDN201604200,2016-04-20,SDN,PIT,0,0,1e-06,1e-06,SDN,SDN
CHA201604200,2016-04-20,CHA,ANA,1,0,1e-06,1e-06,CHA,CHA
MIA201604200,2016-04-20,MIA,WAS,0,1,1e-06,1e-06,MIA,MIA
ATL201604200,2016-04-20,ATL,LAN,0,0,1e-06,1e-06,ATL,ATL
BAL201604200,2016-04-20,BAL,TOR,3,0,1e-06,1e-06,BAL,BAL
MIL201604200,2016-04-20,MIL,MIN,0,0,476.38512191307035,476.38512191307035,MIN,MIN
PHI201604200,2016-04-20,PHI,NYN,0,0,1e-06,1e-06,PHI,PHI
CLE201604200,2016-04-20,CLE,SEA,0,0,1e-06,1e-06,CLE,CLE
SLN201604200,2016-04-20,SLN,CHN,2,0,1e-06,1e-06,SLN,SLN
CIN201604200,2016-04-20,CIN,COL,0,0,1e-06,1e-06,CIN,CIN
TEX201604210,2016-04-21,TEX,HOU,3,1,1e-06,1e-06,TEX,TEX
CHA201604210,2016-04-21,CHA,ANA,0,0,1e-06,1e-06,CHA,CHA
CIN201604210,2016-04-21,CIN,CHN,0,2,1e-06,494.9532553693752,CIN,SLN
CLE201604210,2016-04-21,CLE,SEA,0,0,1e-06,1e-06,CLE,CLE
NYA201604210,2016-04-21,NYA,OAK,0,0,1e-06,1e-06,NYA,NYA
MIA201604210,2016-04-21,MIA,WAS,3,1,1e-06,1e-06,MIA,MIA
BAL201604210,2016-04-21,BAL,TOR,1,2,1e-06,1e-06,BAL,BAL
KCA201604210,2016-04-21,KCA,DET,1,0,1e-06,1e-06,KCA,KCA
BOS201604210,2016-04-21,BOS,TBA,4,1,1e-06,1e-06,BOS,BOS
