game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save
OAK201605010,HOU,OAK,OAK01,2016/05/01,0,1:07PM,day,true,ticht901,millb901,hobep901,knigb901,park,pitches,santa701,71,torf,5,unknown,unknown,sunny,170,24135,fistd001,hillr001,gregl001
OAK201605020,SEA,OAK,OAK01,2016/05/02,0,7:07PM,night,true,randt901,belld901,hamaa901,danlk901,park,pitches,santa701,67,torf,17,unknown,unknown,sunny,165,10535,karnn001,gravk001,cishs001
OAK201605030,SEA,OAK,OAK01,2016/05/03,0,7:07PM,night,true,belld901,hamaa901,hallt901,randt901,park,pitches,santa701,63,torf,9,unknown,unknown,overcast,158,12584,iwakh001,grays001,
OAK201605040,SEA,OAK,OAK01,2016/05/04,0,12:37PM,day,true,hamaa901,hallt901,randt901,belld901,park,pitches,feldd701,62,torf,7,unknown,unknown,unknown,190,16238,montm002,axfoj001,cishs001
OAK201605160,TEX,OAK,OAK01,2016/05/16,0,7:07PM,night,true,morag901,barrs901,laynj901,wendh902,park,pitches,younj701,65,torf,12,unknown,unknown,sunny,148,10068,manas001,holld003,madsr001
OAK201605170,TEX,OAK,OAK01,2016/05/17,0,7:07PM,night,true,barrs901,laynj901,wendh902,morag901,park,pitches,younj701,76,rtol,12,unknown,unknown,sunny,165,12718,madsr001,tolls002,
OAK201605180,TEX,OAK,OAK01,2016/05/18,0,12:37PM,day,true,laynj901,wendh902,morag901,barrs901,park,pitches,dybdc701,72,torf,10,unknown,unknown,cloudy,151,14323,hillr001,perem004,
OAK201605190,NYA,OAK,OAK01,2016/05/19,0,7:07PM,night,true,ticht901,millb901,hobep901,knigb901,park,pitches,younj701,61,torf,13,unknown,unknown,overcast,159,17456,novai001,gravk001,chapa001
OAK201605200,NYA,OAK,OAK01,2016/05/20,0,6:38PM,night,true,millb901,hobep901,knigb901,ticht901,park,pitches,dybdc701,59,torf,22,unknown,unknown,unknown,193,28235,sabac001,grays001,
OAK201605210,NYA,OAK,OAK01,2016/05/21,0,1:07PM,day,true,hobep901,knigb901,ticht901,millb901,park,pitches,thomc701,65,torf,16,unknown,unknown,unknown,166,26356,tanam001,manas001,
OAK201605220,NYA,OAK,OAK01,2016/05/22,0,1:07PM,day,true,knigb901,ticht901,millb901,hobep901,park,pitches,thomc701,63,torf,9,unknown,unknown,unknown,175,25237,pinem001,hahnj001,chapa001
OAK201605270,DET,OAK,OAK01,2016/05/27,0,7:07PM,night,true,westj901,fleta901,dejer901,danlk901,park,pitches,younj701,69,torf,11,unknown,unknown,cloudy,160,22498,fulmm001,manas001,
OAK201605280,DET,OAK,OAK01,2016/05/28,0,1:07PM,day,true,fleta901,dejer901,danlk901,westj901,park,pitches,younj701,77,torf,13,unknown,unknown,cloudy,177,24154,hahnj001,saupw001,
OAK201605290,DET,OAK,OAK01,2016/05/29,0,1:07PM,day,true,dejer901,danlk901,westj901,fleta901,park,pitches,dybdc701,70,torf,10,unknown,unknown,sunny,168,20522,hillr001,pelfm001,dools001
OAK201605300,MIN,OAK,OAK01,2016/05/30,0,1:07PM,day,true,bakej902,timmt901,everm901,hobep901,park,pitches,feldd701,68,torf,10,unknown,unknown,cloudy,152,17248,gravk001,sante001,madsr001
OAK201605310,MIN,OAK,OAK01,2016/05/31,0,7:07PM,night,true,timmt901,everm901,hobep901,bakej902,park,pitches,thomc701,72,tolf,9,unknown,unknown,sunny,194,12767,dullr001,dufft001,axfoj001
OAK201606010,MIN,OAK,OAK01,2016/06/01,0,12:37PM,day,true,everm901,hobep901,bakej902,timmt901,park,pitches,ducam701,69,tolf,10,unknown,unknown,sunny,153,11345,manas001,deanp001,
OAK201606130,TEX,OAK,OAK01,2016/06/13,0,7:07PM,night,true,hirsj901,carav901,welkb901,basnt901,park,pitches,dybdc701,63,torf,17,unknown,unknown,cloudy,186,13453,could001,ramoc001,nealz001
OAK201606140,TEX,OAK,OAK01,2016/06/14,0,7:07PM,night,true,carav901,welkb901,basnt901,hirsj901,park,pitches,younj701,62,torf,21,unknown,unknown,unknown,188,13101,perem004,surke001,
OAK201606150,TEX,OAK,OAK01,2016/06/15,0,7:07PM,night,true,welkb901,basnt901,hirsj901,carav901,park,pitches,ducam701,63,torf,20,unknown,unknown,cloudy,188,10115,martn002,axfoj001,dysos001
OAK201606160,TEX,OAK,OAK01,2016/06/16,0,12:37PM,day,true,basnt901,hirsj901,carav901,welkb901,park,pitches,feldd701,69,fromlf,8,unknown,unknown,cloudy,155,14236,lewic001,mengd001,
OAK201606170,ANA,OAK,OAK01,2016/06/17,0,6:37PM,night,true,eddid901,nelsj901,lentn901,blasc901,park,pitches,younj701,65,torf,13,unknown,unknown,cloudy,171,24591,madsr001,salaf001,
OAK201606180,ANA,OAK,OAK01,2016/06/18,0,1:08PM,day,true,nelsj901,lentn901,blasc901,eddid901,park,pitches,younj701,71,tolf,9,unknown,unknown,sunny,185,25078,linct001,dullr001,
OAK201606190,ANA,OAK,OAK01,2016/06/19,0,1:07PM,day,true,lentn901,blasc901,eddid901,nelsj901,park,pitches,younj701,82,unknown,13,unknown,unknown,cloudy,139,22846,weavj003,surke001,
OAK201606210,MIL,OAK,OAK01,2016/06/21,0,7:07PM,night,true,porta901,kellj901,tumpj901,nauep901,park,pitches,dybdc701,67,torf,13,unknown,unknown,sunny,212,14810,dools001,smitw002,madsr001
OAK201606220,MIL,OAK,OAK01,2016/06/22,0,12:37PM,day,true,kellj901,tumpj901,nauep901,porta901,park,pitches,feldd701,66,torf,14,unknown,unknown,sunny,173,13586,guerj003,mengd001,thort001
OAK201606290,SFN,OAK,OAK01,2016/06/29,0,7:07PM,night,true,herna901,barkl901,littw901,iassd901,park,pitches,ducam701,59,torf,18,unknown,unknown,overcast,164,32810,manas001,peavj001,
OAK201606300,SFN,OAK,OAK01,2016/06/30,0,7:07PM,night,true,barkl901,littw901,wolfj901,herna901,park,pitches,ducam701,66,tolf,10,unknown,unknown,sunny,223,36067,bumgm001,overd001,
OAK201607010,PIT,OAK,OAK01,2016/07/01,0,7:07PM,night,true,torrc901,drakr901,holbs901,davig901,park,pitches,dybdc701,61,torf,10,unknown,unknown,sunny,165,15710,lockj001,grays001,
OAK201607020,PIT,OAK,OAK01,2016/07/02,0,7:07PM,night,true,drakr901,holbs901,davig901,torrc901,park,pitches,feldd701,64,torf,13,unknown,unknown,sunny,199,28846,nicaj001,could001,melam001
OAK201607030,PIT,OAK,OAK01,2016/07/03,0,1:07PM,day,true,holbs901,davig901,torrc901,drakr901,park,pitches,feldd701,69,torf,11,unknown,unknown,sunny,215,21831,lirif001,mengd001,melam001
OAK201607150,TOR,OAK,OAK01,2016/07/15,0,7:07PM,night,true,wegnm901,muchm901,emmep901,fostm901,park,pitches,thomc701,63,fromrf,12,unknown,unknown,cloudy,189,19192,dullr001,cecib001,madsr001
OAK201607160,TOR,OAK,OAK01,2016/07/16,0,1:07PM,day,true,muchm901,emmep901,fostm901,wegnm901,park,pitches,thomc701,69,torf,7,unknown,unknown,sunny,161,27510,grays001,dickr001,madsr001
OAK201607170,TOR,OAK,OAK01,2016/07/17,0,1:06PM,day,true,emmep901,fostm901,wegnm901,muchm901,park,pitches,thomc701,65,tolf,12,unknown,unknown,cloudy,192,21626,grilj001,axfoj001,osunr001
OAK201607180,HOU,OAK,OAK01,2016/07/18,0,7:07PM,night,true,culbf901,gonzm901,onorb901,buckc901,park,pitches,thomc701,66,torf,17,unknown,unknown,sunny,186,10651,gravk001,fierm001,madsr001
OAK201607190,HOU,OAK,OAK01,2016/07/19,0,7:07PM,night,true,gonzm901,onorb901,buckc901,culbf901,park,pitches,thomc701,65,torf,15,unknown,unknown,sunny,221,15143,rzepm001,neshp001,
OAK201607200,HOU,OAK,OAK01,2016/07/20,0,12:37PM,day,true,onorb901,buckc901,culbf901,gonzm901,park,pitches,feldd701,65,torf,11,unknown,unknown,sunny,186,20231,fistd001,mengd001,
OAK201607210,TBA,OAK,OAK01,2016/07/21,0,7:08PM,night,true,rippm901,westj901,danlk901,fleta901,park,pitches,younj701,66,torf,13,unknown,unknown,sunny,166,14412,moorm003,grays001,coloa001
OAK201607220,TBA,OAK,OAK01,2016/07/22,0,7:07PM,night,true,westj901,danlk901,fleta901,rippm901,park,pitches,younj701,69,torf,15,unknown,unknown,sunny,211,15250,axfoj001,flord002,
OAK201607230,TBA,OAK,OAK01,2016/07/23,0,6:07PM,night,true,danlk901,fleta901,rippm901,westj901,park,pitches,younj701,72,torf,13,unknown,unknown,sunny,142,30436,gravk001,coloa001,
OAK201607240,TBA,OAK,OAK01,2016/07/24,0,1:07PM,day,true,fleta901,rippm901,westj901,danlk901,park,pitches,feldd701,71,torf,12,unknown,unknown,sunny,141,17642,dullr001,ramie004,madsr001
OAK201608050,CHN,OAK,OAK01,2016/08/05,0,7:09PM,night,true,estam901,demud901,dejer901,emmep901,park,pitches,santa701,59,torf,11,unknown,unknown,sunny,176,25182,lestj001,overd001,
OAK201608060,CHN,OAK,OAK01,2016/08/06,0,1:07PM,day,true,demud901,dejer901,emmep901,estam901,park,pitches,santa701,63,torf,6,unknown,unknown,unknown,176,32358,arrij001,grays001,
OAK201608070,CHN,OAK,OAK01,2016/08/07,0,1:06PM,day,true,dejer901,emmep901,estam901,demud901,park,pitches,santa701,63,torf,4,unknown,unknown,sunny,173,23450,hendk001,manas001,chapa001
OAK201608080,BAL,OAK,OAK01,2016/08/08,0,7:07PM,night,true,hudsm901,joycj901,fairc901,morag901,park,pitches,santa701,61,torf,14,unknown,unknown,sunny,149,10407,gravk001,gausk001,madsr001
OAK201608090,BAL,OAK,OAK01,2016/08/09,0,7:07PM,night,true,joycj901,fairc901,morag901,hudsm901,park,pitches,santa701,64,torf,11,unknown,unknown,sunny,145,13573,nealz001,milew001,madsr001
OAK201608100,BAL,OAK,OAK01,2016/08/10,0,7:07PM,night,true,fairc901,morag901,hudsm901,joycj901,park,pitches,feldd701,61,torf,14,unknown,unknown,sunny,144,13481,detwr001,gally001,axfoj001
OAK201608110,BAL,OAK,OAK01,2016/08/11,0,12:37PM,day,true,morag901,hudsm901,joycj901,fairc901,park,pitches,feldd701,70,torf,10,unknown,unknown,sunny,190,16610,tillc001,triga001,britz001
OAK201608120,SEA,OAK,OAK01,2016/08/12,0,7:07PM,night,true,fostm901,guccc901,wegnm901,muchm901,park,pitches,dybdc701,67,torf,10,unknown,unknown,sunny,139,14073,manas001,wielj001,madsr001
OAK201608130,SEA,OAK,OAK01,2016/08/13,0,6:07PM,night,true,guccc901,wegnm901,muchm901,fostm901,park,pitches,santa701,66,torf,6,unknown,unknown,sunny,178,35067,iwakh001,gravk001,diaze006
OAK201608140,SEA,OAK,OAK01,2016/08/14,0,1:07PM,day,true,wegnm901,muchm901,fostm901,guccc901,park,pitches,ducam701,65,torf,12,unknown,unknown,sunny,171,21203,leblw001,nealz001,
OAK201608220,CLE,OAK,OAK01,2016/08/22,0,7:07PM,night,true,gormb901,carlm901,porta901,fagac901,park,pitches,thomc701,58,torf,15,unknown,unknown,unknown,149,10114,carrc003,dullr001,milla002
OAK201608230,CLE,OAK,OAK01,2016/08/23,0,7:07PM,night,true,carlm901,porta901,fagac901,gormb901,park,pitches,ducam701,60,torf,13,unknown,unknown,cloudy,163,13141,manas001,salad001,
OAK201608240,CLE,OAK,OAK01,2016/08/24,0,12:37PM,day,true,porta901,fagac901,gormb901,carlm901,park,pitches,ducam701,62,torf,8,unknown,unknown,cloudy,157,12795,gravk001,bauet001,
OAK201609020,BOS,OAK,OAK01,2016/09/02,0,7:07PM,night,true,sches901,nelsj901,knigb901,diazl901,park,pitches,thomc701,64,torf,13,unknown,unknown,cloudy,207,21376,pricd001,nealz001,
OAK201609030,BOS,OAK,OAK01,2016/09/03,0,6:07PM,night,true,nelsj901,knigb901,diazl901,sches901,park,pitches,thomc701,60,torf,15,unknown,unknown,unknown,180,30045,porcr001,mengd001,
OAK201609040,BOS,OAK,OAK01,2016/09/04,0,1:07PM,day,true,knigb901,diazl901,sches901,nelsj901,park,pitches,dybdc701,65,torf,7,unknown,unknown,sunny,159,25139,madsr001,kimbc001,
OAK201609050,ANA,OAK,OAK01,2016/09/05,0,1:07PM,day,true,carav901,blakr901,reybd901,welkb901,park,pitches,dybdc701,67,torf,6,unknown,unknown,sunny,224,18149,valdj003,alcar001,baila001
OAK201609060,ANA,OAK,OAK01,2016/09/06,0,7:07PM,night,true,blakr901,reybd901,welkb901,carav901,park,pitches,dybdc701,66,torf,14,unknown,unknown,sunny,134,12298,axfoj001,nolar001,madsr001
OAK201609070,ANA,OAK,OAK01,2016/09/07,0,12:37PM,day,true,reybd901,welkb901,carav901,blakr901,park,pitches,feldd701,79,torf,4,unknown,unknown,sunny,191,11866,cottj001,meyea001,madsr001
OAK201609090,SEA,OAK,OAK01,2016/09/09,0,7:07PM,night,true,herna901,barrt901,littw901,barkl901,park,pitches,thomc701,60,torf,11,unknown,unknown,sunny,179,19385,iwakh001,mengd001,diaze006
OAK201609100,SEA,OAK,OAK01,2016/09/10,0,1:07PM,day,true,barrt901,littw901,barkl901,herna901,park,pitches,thomc701,65,torf,9,unknown,unknown,sunny,183,18438,hernf002,gravk001,
OAK201609110,SEA,OAK,OAK01,2016/09/11,0,1:08PM,day,true,littw901,barkl901,herna901,barrt901,park,pitches,thomc701,61,fromrf,10,unknown,unknown,cloudy,172,13610,cishs001,madsr001,diaze006
OAK201609190,HOU,OAK,OAK01,2016/09/19,0,7:06PM,night,true,wintm901,fostm901,fagac901,muchm901,park,pitches,ducam701,73,torf,13,unknown,unknown,sunny,161,10072,gregl001,madsr001,gilek001
OAK201609200,HOU,OAK,OAK01,2016/09/20,0,7:07PM,night,true,fostm901,fagac901,muchm901,wintm901,park,pitches,younj701,61,torf,9,unknown,unknown,cloudy,181,12139,devec001,dools001,gilek001
OAK201609210,HOU,OAK,OAK01,2016/09/21,0,12:37PM,day,true,fagac901,muchm901,wintm901,fostm901,park,pitches,feldd701,62,torf,13,unknown,unknown,cloudy,193,11197,mchuc001,mengd001,gregl001
OAK201609230,TEX,OAK,OAK01,2016/09/23,0,6:37PM,night,true,mealj901,conrc901,morag901,nauep901,park,pitches,dybdc701,64,torf,12,unknown,unknown,sunny,139,26367,hamec001,gravk001,dysos001
OAK201609240,TEX,OAK,OAK01,2016/09/24,0,1:07PM,day,true,conrc901,morag901,nauep901,mealj901,park,pitches,younj701,76,torf,5,unknown,unknown,sunny,178,16736,darvy001,alcar001,
OAK201609250,TEX,OAK,OAK01,2016/09/25,0,1:07PM,day,true,morag901,nauep901,mealj901,conrc901,park,pitches,younj701,81,torf,7,unknown,unknown,sunny,151,17048,cottj001,lewic001,
COL201604080,SDN,COL,DEN02,2016/04/08,0,2:14PM,day,false,fairc901,joycj901,hudsm901,hoyej901,park,pitches,smytd701,62,rtol,6,unknown,unknown,cloudy,228,49360,erlir001,lylej001,
COL201604090,SDN,COL,DEN02,2016/04/09,0,6:12PM,night,false,joycj901,hudsm901,hoyej901,fairc901,park,pitches,einsd701,62,tocf,8,unknown,unknown,unknown,204,35177,pomed001,delaj001,
COL201604100,SDN,COL,DEN02,2016/04/10,0,2:11PM,day,false,hudsm901,hoyej901,fairc901,joycj901,park,pitches,platd701,62,torf,2,unknown,unknown,unknown,158,27587,bettc001,shiej002,mcgej001
COL201604120,SFN,COL,DEN02,2016/04/12,0,6:41PM,night,false,holbs901,drakr901,torrc901,davig901,park,pitches,platd701,61,fromrf,6,unknown,unknown,overcast,164,20814,samaj001,chatt001,
COL201604130,SFN,COL,DEN02,2016/04/13,0,6:40PM,night,false,drakr901,torrc901,davig901,holbs901,park,pitches,einsd701,68,tocf,7,unknown,unknown,cloudy,187,21891,rusic001,peavj001,
COL201604140,SFN,COL,DEN02,2016/04/14,0,1:10PM,day,false,torrc901,davig901,holbs901,drakr901,park,pitches,einsd701,72,tocf,12,unknown,unknown,cloudy,206,21226,delaj001,cainm001,
COL201604220,LAN,COL,DEN02,2016/04/22,0,6:43PM,night,false,emmep901,barrs901,gibsh902,wendh902,park,pitches,einsd701,73,ltor,3,unknown,unknown,cloudy,207,37153,qualc001,hatcc002,mcgej001
COL201604230,LAN,COL,DEN02,2016/04/23,0,6:11PM,night,false,barrs901,gibsh902,wendh902,emmep901,park,pitches,einsd701,72,torf,12,unknown,unknown,unknown,189,42179,maedk001,chatt001,jansk001
COL201604240,LAN,COL,DEN02,2016/04/24,0,2:11PM,day,false,gibsh902,wendh902,emmep901,barrs901,park,pitches,einsd701,63,tolf,13,unknown,unknown,unknown,242,35962,blanj001,mcgej001,jansk001
COL201604250,PIT,COL,DEN02,2016/04/25,0,6:40PM,night,false,barrl901,scotd901,dejer901,davib902,park,pitches,platd701,64,torf,6,unknown,unknown,unknown,179,20674,lockj001,bettc001,schua001
COL201604260,PIT,COL,DEN02,2016/04/26,0,6:42PM,night,false,scotd901,dejer901,davib902,barrl901,park,pitches,platd701,43,torf,5,unknown,unknown,cloudy,199,20227,coleg001,delaj001,
COL201604270,PIT,COL,DEN02,2016/04/27,0,6:41PM,night,false,dejer901,davib902,barrl901,scotd901,park,pitches,einsd701,52,tolf,9,unknown,unknown,cloudy,298,21354,lobsk001,estec001,melam001
COL201605090,ARI,COL,DEN02,2016/05/09,0,6:41PM,night,false,carav901,hirsj901,welkb901,reybd901,park,pitches,einsd701,64,fromcf,12,unknown,unknown,cloudy,203,22053,brada001,chatt001,
COL201605100,ARI,COL,DEN02,2016/05/10,0,6:41PM,night,false,hirsj901,welkb901,reybd901,carav901,park,pitches,einsd701,55,rtol,8,unknown,unknown,cloudy,188,23363,delar003,rusic001,
COL201605110,ARI,COL,DEN02,2016/05/11,0,1:09PM,day,false,welkb901,reybd901,carav901,hirsj901,park,pitches,einsd701,56,tolf,14,unknown,unknown,cloudy,199,34890,germg001,clipt001,mcgej001
COL201605130,NYN,COL,DEN02,2016/05/13,0,6:42PM,night,false,drakr901,torrc901,blasc901,davig901,park,pitches,platd701,56,rtol,8,unknown,unknown,unknown,168,38712,grayj003,harvm001,mcgej001
COL201605140,NYN,COL,DEN02,2016/05/14,0,6:11PM,night,false,torrc901,blasc901,davig901,drakr901,park,pitches,einsd701,49,fromrf,8,unknown,unknown,overcast,191,34362,butle001,verrl001,mcgej001
COL201605150,NYN,COL,DEN02,2016/05/15,0,2:11PM,day,false,blasc901,davig901,drakr901,torrc901,park,pitches,platd701,53,fromcf,5,unknown,unknown,unknown,152,36901,chatt001,hendj001,mcgej001
COL201605270,SFN,COL,DEN02,2016/05/27,0,7:22PM,night,false,culbf901,gonzm901,reynj901,buckc901,park,pitches,einsd701,56,fromcf,9,unknown,unknown,cloudy,162,32901,chatt001,suara001,mcgej001
COL201605280,SFN,COL,DEN02,2016/05/28,0,2:11PM,day,false,gonzm901,reynj901,buckc901,culbf901,park,pitches,einsd701,73,rtol,6,unknown,unknown,cloudy,207,39253,gearc001,estec001,
COL201605290,SFN,COL,DEN02,2016/05/29,0,2:10PM,day,false,reynj901,buckc901,culbf901,gonzm901,park,pitches,einsd701,74,fromrf,5,unknown,unknown,cloudy,205,42307,cuetj001,rusic001,
COL201605300,CIN,COL,DEN02,2016/05/30,0,2:13PM,day,false,wintm901,wegnm901,blakr901,fostm901,park,pitches,einsd701,80,tolf,4,unknown,unknown,cloudy,205,30608,strad003,bettc001,ramij002
COL201605310,CIN,COL,DEN02,2016/05/31,0,6:42PM,night,false,wegnm901,blakr901,fostm901,wintm901,park,pitches,einsd701,64,fromcf,7,unknown,unknown,unknown,187,20448,grayj003,moscj001,
COL201606010,CIN,COL,DEN02,2016/06/01,0,6:41PM,night,false,blakr901,fostm901,wintm901,wegnm901,park,pitches,einsd701,72,ltor,5,unknown,unknown,cloudy,170,23612,lambj002,chatt001,
COL201606020,CIN,COL,DEN02,2016/06/02,0,6:40PM,night,false,fostm901,wintm901,wegnm901,blakr901,park,pitches,platd701,81,tolf,5,unknown,unknown,cloudy,164,28080,simoa001,butle001,
COL201606090,PIT,COL,DEN02,2016/06/09,0,3:10PM,day,false,littw901,barrt901,barkl901,herna901,park,pitches,einsd701,89,torf,3,unknown,unknown,sunny,173,24678,delaj001,lockj001,
COL201606100,SDN,COL,DEN02,2016/06/10,0,6:42PM,night,false,wolcq901,emmep901,hobep901,carlm901,park,pitches,einsd701,88,tocf,5,unknown,unknown,cloudy,203,32663,quack001,mcgej001,rodnf001
COL201606110,SDN,COL,DEN02,2016/06/11,0,2:11PM,day,false,emmep901,hobep901,carlm901,wolcq901,park,pitches,einsd701,92,tolf,9,unknown,unknown,cloudy,157,29078,chatt001,johne003,estec001
COL201606120,SDN,COL,DEN02,2016/06/12,0,2:12PM,day,false,hobep901,carlm901,wolcq901,emmep901,park,pitches,einsd701,83,fromlf,6,unknown,unknown,cloudy,169,32946,germg001,quack001,logab001
COL201606140,NYA,COL,DEN02,2016/06/14,0,6:41PM,night,false,barrt901,morag901,herna901,sches901,park,pitches,platd701,83,rtol,6,unknown,unknown,cloudy,223,46335,delaj001,eovan001,estec001
COL201606150,NYA,COL,DEN02,2016/06/15,0,1:11PM,day,false,morag901,herna901,guccc901,barrt901,park,pitches,einsd701,85,torf,5,unknown,unknown,sunny,175,40093,bettc001,novai001,estec001
COL201606230,ARI,COL,DEN02,2016/06/23,0,6:40PM,night,false,tumpj901,nauep901,porta901,kellj901,park,pitches,einsd701,79,tolf,7,unknown,unknown,cloudy,222,36558,ziegb001,estec001,
COL201606240,ARI,COL,DEN02,2016/06/24,0,6:42PM,night,false,nauep901,porta901,kellj901,tumpj901,park,pitches,platd701,83,rtol,4,unknown,unknown,cloudy,270,35216,collj001,estec001,ziegb001
COL201606250,ARI,COL,DEN02,2016/06/25,0,2:10PM,day,false,porta901,kellj901,tumpj901,nauep901,park,pitches,einsd701,81,fromcf,1,unknown,unknown,cloudy,215,33337,delaj001,mills001,germg001
COL201606260,ARI,COL,DEN02,2016/06/26,0,2:11PM,day,false,kellj901,tumpj901,nauep901,porta901,park,pitches,einsd701,89,rtol,5,unknown,unknown,sunny,215,32435,estec001,bracs001,
COL201606270,TOR,COL,DEN02,2016/06/27,0,6:42PM,night,false,nelsj901,diazl901,lentn901,blasc901,park,pitches,einsd701,90,rtol,11,unknown,unknown,cloudy,168,36419,grayj003,stord001,
COL201606280,TOR,COL,DEN02,2016/06/28,0,9:21PM,night,false,diazl901,lentn901,blasc901,nelsj901,park,pitches,einsd701,62,ltor,4,unknown,unknown,cloudy,231,33917,happj001,butle001,
COL201606290,TOR,COL,DEN02,2016/06/29,0,1:11PM,day,false,lentn901,blasc901,nelsj901,diazl901,park,pitches,platd701,87,tocf,2,unknown,unknown,cloudy,197,38412,sanca006,andet002,
COL201607070,PHI,COL,DEN02,2016/07/07,0,6:40PM,night,false,kulpr901,conrc901,mealj901,woodt901,park,pitches,platd701,87,tolf,4,unknown,unknown,cloudy,173,35250,bettc001,morga001,
COL201607080,PHI,COL,DEN02,2016/07/08,0,6:11PM,night,false,conrc901,mealj901,woodt901,kulpr901,park,pitches,einsd701,86,tocf,7,unknown,unknown,cloudy,216,42335,velav001,mcgej001,gomej002
COL201607090,PHI,COL,DEN02,2016/07/09,0,6:42PM,night,false,mealj901,woodt901,kulpr901,conrc901,park,pitches,platd701,94,torf,7,unknown,unknown,sunny,165,48105,andet002,eickj001,lylej001
COL201607100,PHI,COL,DEN02,2016/07/10,0,2:13PM,day,false,woodt901,kulpr901,conrc901,mealj901,park,pitches,einsd701,95,rtol,9,unknown,unknown,cloudy,191,32113,efliz001,chatt001,
COL201607180,TBA,COL,DEN02,2016/07/18,0,7:12PM,night,false,iassd901,fagac901,emmep901,davib902,park,pitches,einsd701,76,fromlf,4,unknown,unknown,unknown,192,30601,andet002,smyld001,estec001
COL201607190,TBA,COL,DEN02,2016/07/19,0,8:41PM,night,false,fagac901,emmep901,davib902,iassd901,park,pitches,platd701,72,torf,7,unknown,unknown,unknown,174,33061,snelb001,chatt001,andrm001
COL201607200,TBA,COL,DEN02,2016/07/20,0,1:11PM,day,false,emmep901,davib902,iassd901,fagac901,park,pitches,einsd701,91,tocf,6,unknown,unknown,sunny,207,31456,archc001,delaj001,
COL201607210,ATL,COL,DEN02,2016/07/21,0,6:40PM,night,false,wintm901,fostm901,wegnm901,muchm901,park,pitches,einsd701,83,ltor,13,unknown,unknown,unknown,184,36527,bettc001,foltm001,estec001
COL201607220,ATL,COL,DEN02,2016/07/22,0,6:41PM,night,false,fostm901,wegnm901,muchm901,wintm901,park,pitches,einsd701,89,torf,5,unknown,unknown,cloudy,198,35880,grayj003,delaj003,estec001
COL201607230,ATL,COL,DEN02,2016/07/23,0,6:12PM,night,false,wegnm901,muchm901,wintm901,fostm901,park,pitches,einsd701,86,fromcf,18,unknown,unknown,unknown,182,46195,andet002,wislm001,
