game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,translator,oscorer,gwrbi
OAK199604050,DET,OAK,LAS01,1996/04/05,0,7:06,night,true,joycj901,mckej901,hendt901,hirsj901,pitches,71,tocf,12,dry,none,night,170,11149,johnd003,gohrg001,,,,
OAK199604060,DET,OAK,LAS01,1996/04/06,0,1:09,day,true,mckej901,hendt901,hirsj901,joycj901,pitches,78,unknown,-1,dry,none,sunny,183,10424,liraf001,reyec001,,,,
OAK199604070,DET,OAK,LAS01,1996/04/07,0,1:06,day,true,hendt901,hirsj901,joycj901,mckej901,pitches,82,ltor,5,dry,none,sunny,183,9723,corsj001,willb001,,,,
OAK199604190,CHA,OAK,OAK01,1996/04/19,0,7:12,night,true,johnm901,younl901,hicke901,reedr901,pitches,56,tocf,13,wet,none,night,193,31320,karcm001,brisj001,hernr001,,,
OAK199604200,CHA,OAK,OAK01,1996/04/20,0,1:05,day,true,younl901,hicke901,reedr901,johnm901,pitches,65,ltor,8,dry,none,overcast,166,16480,tapak001,vanpt001,,,,
OAK199604210,CHA,OAK,OAK01,1996/04/21,0,1:07,day,true,hicke901,reedr901,johnm901,younl901,pitches,59,rtol,6,dry,none,cloudy,178,16125,corsj001,simab001,mohlm001,,,
OAK199604220,MIL,OAK,OAK01,1996/04/22,0,7:06,night,true,cousd901,welkt901,brinj901,kaisk901,pitches,65,rtol,10,dry,none,night,166,6021,reyec001,boner001,brisj001,,,
OAK199604230,MIL,OAK,OAK01,1996/04/23,0,12:16,day,true,welkt901,brinj901,kaisk901,cousd901,pitches,64,tolf,10,dry,none,sunny,158,7026,wojcs001,spars001,mohlm001,,,
OAK199604300,CAL,OAK,OAK01,1996/04/30,0,7:07,night,true,evanj901,fordd901,(none),mccol901,pitches,78,tocf,3,dry,none,night,173,7154,langm001,priea001,,,,
OAK199605010,CAL,OAK,OAK01,1996/05/01,0,7:34,night,true,mccol901,fordd901,barrt901,evanj901,pitches,74,tocf,3,dry,none,night,164,6721,bosks001,vanpt001,perct001,,,
OAK199605020,CAL,OAK,OAK01,1996/05/02,0,12:18,day,true,fordd901,barrt901,evanj901,mccol901,pitches,74,ltor,7,dry,none,sunny,161,9102,abboj001,johnd003,perct001,,,
OAK199605060,CLE,OAK,OAK01,1996/05/06,0,7:03,night,true,cedeg901,reilm901,craft901,garcr901,pitches,56,rtol,12,dry,none,night,172,47313,taylb001,assep001,mohlm001,,,
OAK199605070,CLE,OAK,OAK01,1996/05/07,0,12:17,day,true,reilm901,craft901,garcr901,cedeg901,pitches,61,rtol,10,dry,none,sunny,178,10126,johnd003,herso001,,,,
OAK199605080,CLE,OAK,OAK01,1996/05/08,0,7:35,night,true,craft901,garcr901,cedeg901,reilm901,pitches,56,rtol,15,dry,none,night,166,9288,nagyc001,reyec001,,,,
OAK199605100,MIN,OAK,OAK01,1996/05/10,0,7:05,night,true,mckej901,hendt901,hirsj901,culbf901,pitches,59,rtol,10,dry,none,night,185,8278,wojcs001,rodrf001,,,,
OAK199605110,MIN,OAK,OAK01,1996/05/11,0,1:08,day,true,hendt901,culbf901,(none),mckej901,pitches,73,rtol,10,dry,none,sunny,169,15791,priea001,radkb001,,,,
OAK199605120,MIN,OAK,OAK01,1996/05/12,0,1:05,day,true,culbf901,mckej901,(none),hendt901,pitches,76,rtol,8,dry,none,sunny,156,13430,wengd001,parrj002,,,,
OAK199605130,BAL,OAK,OAK01,1996/05/13,0,7:07,night,true,welkt901,brinj901,kaisk901,cousd901,pitches,64,rtol,11,dry,none,night,164,8204,krivr001,johnd003,myerr001,,,
OAK199605140,BAL,OAK,OAK01,1996/05/14,0,7:06,night,true,brinj901,kaisk901,cousd901,welkt901,pitches,66,tocf,15,dry,none,night,176,8466,mussm001,reyec001,,,,
OAK199605270,BOS,OAK,OAK01,1996/05/27,0,1:08,day,true,mcclt901,barrt901,tscht901,hicke901,pitches,61,rtol,8,dry,none,sunny,150,21688,waket001,wojcs001,,,,
OAK199605280,BOS,OAK,OAK01,1996/05/28,0,7:06,night,true,barrt901,tscht901,hicke901,mcclt901,pitches,61,rtol,10,dry,none,night,155,9338,wasdj001,clemr001,,,,
OAK199605290,BOS,OAK,OAK01,1996/05/29,0,7:07,night,true,tscht901,hicke901,mcclt901,barrt901,pitches,56,tolf,13,dry,none,night,190,8282,mohlm001,sloch001,,,,
OAK199605310,NYA,OAK,OAK01,1996/05/31,0,7:07,night,true,onorb901,scotd901,phild901,dimur901,none,70,tolf,8,dry,none,night,164,13279,key-j001,johnd003,wettj001,"""""",,
OAK199606010,NYA,OAK,OAK01,1996/06/01,0,1:08,day,true,scotd901,phild901,dimur901,onorb901,none,75,tocf,5,unknown,none,sunny,192,21354,petta001,choub001,wettj001,"""""",,
OAK199606020,NYA,OAK,OAK01,1996/06/02,0,1:30,day,true,phild901,dimur901,onorb901,scotd901,none,78,rtol,9,dry,none,sunny,191,26331,rogek001,wojcs001,wettj001,"""""",,
OAK199606030,KCA,OAK,OAK01,1996/06/03,0,7:07,night,true,hendt901,hirsj901,joycj901,mckej901,pitches,67,torf,12,dry,none,night,149,6465,wasdj001,appik001,taylb001,,,
OAK199606040,KCA,OAK,OAK01,1996/06/04,0,12:17,day,true,hirsj901,joycj901,mckej901,hendt901,pitches,68,torf,12,dry,none,sunny,162,11524,wengd001,gubim001,,,,
OAK199606050,KCA,OAK,OAK01,1996/06/05,0,7:36,night,true,joycj901,mckej901,hendt901,hirsj901,pitches,60,tolf,13,dry,none,night,170,8113,hanec001,johnd003,montj002,,,
OAK199606200,TOR,OAK,OAK01,1996/06/20,0,7:05,night,true,everm901,craft901,younl901,cedeg901,pitches,68,tocf,10,dry,none,night,156,8027,hentp001,wengd001,timlm001,,,
OAK199606210,TOR,OAK,OAK01,1996/06/21,0,7:07,night,true,craft901,younl901,cedeg901,everm901,pitches,59,tocf,15,dry,none,night,163,10278,quanp001,johnd003,timlm001,"""""",,
OAK199606220,TOR,OAK,OAK01,1996/06/22,0,1:05,day,true,younl901,cedeg901,everm901,craft901,pitches,65,torf,18,dry,none,sunny,169,20124,choub001,warej001,,"""""",,
OAK199606230,TOR,OAK,OAK01,1996/06/23,0,1:05,day,true,cedeg901,everm901,craft901,younl901,pitches,67,tocf,12,dry,none,sunny,150,14407,guzmj003,wojcs001,timlm001,"""""",,
OAK199606240,DET,OAK,OAK01,1996/06/24,0,7:06,night,true,barnl901,koscg901,dimur901,morrd901,pitches,59,torf,14,dry,none,night,166,10122,wasdj001,sodoc001,taylb001,"""""",,
OAK199606250,DET,OAK,OAK01,1996/06/25,0,12:15,day,true,koscg901,dimur901,morrd901,barnl901,pitches,63,rtol,12,dry,none,sunny,166,9652,olivo001,wengd001,olsog001,,,
OAK199607040,CAL,OAK,OAK01,1996/07/04,0,1:05,day,true,koscg901,dimur901,morrd901,barnl901,pitches,66,torf,14,dry,none,sunny,256,14144,taylb001,montr002,,,,
OAK199607050,CAL,OAK,OAK01,1996/07/05,0,6:15,night,true,dimur901,morrd901,barnl901,koscg901,pitches,71,torf,10,dry,none,night,201,36129,wasdj001,hancr001,,"""""",,
OAK199607060,CAL,OAK,OAK01,1996/07/06,0,1:05,day,true,morrd901,barnl901,koscg901,dimur901,pitches,74,rtol,15,dry,none,sunny,210,14294,taylb001,jamem001,,"""""",,
OAK199607070,CAL,OAK,OAK01,1996/07/07,0,1:05,day,true,barnl901,koscg901,dimur901,morrd901,pitches,69,tolf,17,dry,none,sunny,199,16526,bosks001,johnd003,,"""""",,
OAK199607110,TEX,OAK,OAK01,1996/07/11,0,12:17,day,true,kaisk901,barrt901,hicke901,scotd901,pitches,72,tolf,20,dry,none,sunny,198,13437,choub001,olivd001,,"""""",,
OAK199607120,TEX,OAK,OAK01,1996/07/12,0,7:05,night,true,barrt901,hicke901,scotd901,kaisk901,pitches,65,tocf,12,dry,none,sunny,219,12074,russj001,taylb001,,,,
OAK199607130,TEX,OAK,OAK01,1996/07/13,0,6:05,night,true,hicke901,scotd901,kaisk901,barrt901,pitches,60,tocf,17,dry,none,night,176,16792,pavlr001,wengd001,,,,
OAK199607140,TEX,OAK,OAK01,1996/07/14,0,1:07,day,true,scotd901,kaisk901,barrt901,hicke901,pitches,65,tocf,12,dry,none,sunny,173,20704,johnd003,grosk001,,"""""",,
OAK199607150,SEA,OAK,OAK01,1996/07/15,0,7:07,night,true,welkt901,brinj901,kaisk901,cousd901,pitches,63,ltor,13,dry,none,night,133,11183,wolcb001,telgd001,,"""""",,
OAK199607160,SEA,OAK,OAK01,1996/07/16,0,12:17,day,true,brinj901,kaisk901,cousd901,welkt901,pitches,62,tocf,10,dry,none,overcast,173,15206,choub001,hitcs001,,,,
OAK199607170,SEA,OAK,OAK01,1996/07/17,0,7:38,night,true,kaisk901,cousd901,welkt901,brinj901,pitches,63,tocf,10,dry,none,night,166,14387,corsj001,minob001,taylb001,,,
OAK199607300,CHA,OAK,OAK01,1996/07/30,0,7:07,night,true,hirsj901,mckej901,joycj901,hendt901,pitches,65,tocf,15,dry,none,night,137,14210,baldj002,telgd001,hernr001,"""""",,
OAK199607310,CHA,OAK,OAK01,1996/07/31,0,12:15,day,true,mckej901,joycj901,hendt901,hirsj901,pitches,73,tocf,10,dry,none,sunny,166,13127,witaj001,karcm001,taylb001,"""""",,
OAK199608010,CHA,OAK,OAK01,1996/08/01,0,12:17,day,true,joycj901,hendt901,hirsj901,mckej901,pitches,62,tocf,15,dry,none,overcast,174,10514,tapak001,wasdj001,hernr001,"""""",,
OAK199608020,MIL,OAK,OAK01,1996/08/02,0,7:06,night,true,hicke901,barrt901,tscht901,mcclt901,pitches,65,tocf,10,dry,none,night,194,10056,miraa001,taylb001,fettm001,"""""",,
OAK199608030,MIL,OAK,OAK01,1996/08/03,0,1:06,day,true,barrt901,tscht901,mcclt901,hicke901,pitches,69,tolf,12,dry,none,sunny,158,15171,boner001,johnd003,,"""""",,
OAK199608040,MIL,OAK,OAK01,1996/08/04,0,5:07,night,true,tscht901,mcclt901,hicke901,barrt901,pitches,66,tolf,12,dry,none,night,142,10281,telgd001,vanet001,taylb001,"""""",,
OAK199608050,MIL,OAK,OAK01,1996/08/05,0,12:16,day,true,mcclt901,hicke901,barrt901,tscht901,pitches,65,tolf,15,dry,none,sunny,166,8616,eldrc001,adamw001,,"""""",,
OAK199608090,CLE,OAK,OAK01,1996/08/09,0,7:37,night,true,culbf901,morrd901,barnl901,clara901,pitches,68,tolf,12,dry,none,night,181,20122,mcdoj001,telgd001,,"""""",,
OAK199608100,CLE,OAK,OAK01,1996/08/10,0,1:06,day,true,morrd901,barnl901,clara901,culbf901,pitches,75,tocf,10,dry,none,sunny,155,30238,adamw001,nagyc001,,"""""",,
OAK199608110,CLE,OAK,OAK01,1996/08/11,0,1:06,day,true,barnl901,clara901,culbf901,morrd901,pitches,72,tolf,11,dry,none,sunny,171,21914,wasdj001,lopea002,,"""""",,
OAK199608120,MIN,OAK,OAK01,1996/08/12,0,7:06,night,true,merrd901,scotd901,phild901,roe-r901,pitches,74,tolf,15,dry,none,night,152,10071,priea001,rober001,,"""""",,
OAK199608130,MIN,OAK,OAK01,1996/08/13,0,7:06,night,true,scotd901,phild901,roe-r901,merrd901,pitches,74,tocf,10,dry,none,night,166,11156,aguir001,wengd001,,"""""",,
OAK199608140,MIN,OAK,OAK01,1996/08/14,0,12:16,day,true,phild901,roe-r901,merrd901,scotd901,pitches,69,tolf,10,dry,none,sunny,169,12729,rodrf001,telgd001,,"""""",,
OAK199608150,BAL,OAK,OAK01,1996/08/15,0,7:06,night,true,hendt901,hirsj901,joycj901,mckej901,pitches,69,tolf,12,dry,none,night,215,14026,mussm001,adamw001,,"""""",,
OAK199608161,BAL,OAK,OAK01,1996/08/16,1,2:37,day,true,hirsj901,joycj901,mckej901,hendt901,pitches,71,tolf,11,dry,none,sunny,174,0,erics001,wasdj001,,"""""",,
OAK199608162,BAL,OAK,OAK01,1996/08/16,2,6:00,night,true,joycj901,mckej901,hendt901,hirsj901,pitches,69,tolf,11,dry,none,night,205,15645,myerr001,mohlm001,,"""""",,
OAK199608170,BAL,OAK,OAK01,1996/08/17,0,1:07,day,true,mckej901,hendt901,hirsj901,joycj901,pitches,70,tolf,10,dry,none,sunny,154,20231,priea001,coppr001,acrem001,"""""",,
OAK199608180,BAL,OAK,OAK01,1996/08/18,0,1:06,day,true,hendt901,hirsj901,joycj901,mckej901,pitches,67,tolf,8,dry,none,sunny,176,18122,wengd001,welld001,,"""""",,
OAK199608300,BOS,OAK,OAK01,1996/08/30,0,7:07,night,true,merrd901,scotd901,phild901,roe-r901,pitches,76,ltor,10,dry,none,night,150,17182,telgd001,maddm002,,"""""",,
OAK199608310,BOS,OAK,OAK01,1996/08/31,0,6:16,night,true,scotd901,phild901,roe-r901,merrd901,pitches,70,torf,12,dry,none,night,137,32116,adamw001,waket001,,"""""",,
OAK199609010,BOS,OAK,OAK01,1996/09/01,0,1:06,day,true,phild901,roe-r901,merrd901,scotd901,pitches,70,ltor,15,dry,none,sunny,182,15021,selea001,wasdj001,,"""""",,
OAK199609020,NYA,OAK,OAK01,1996/09/02,0,1:07,day,true,evanj901,mccol901,fordd901,meric901,pitches,72,torf,5,dry,none,sunny,151,20159,coned001,priea001,,"""""",,
OAK199609030,NYA,OAK,OAK01,1996/09/03,0,7:05,night,true,mccol901,fordd901,meric901,evanj901,pitches,63,tolf,12,dry,none,night,225,11621,acrem001,boehb001,johnd003,"""""",,
OAK199609040,NYA,OAK,OAK01,1996/09/04,0,7:36,night,true,fordd901,meric901,evanj901,mccol901,pitches,64,tolf,10,dry,none,night,165,9892,petta001,telgd001,,"""""",,
OAK199609060,KCA,OAK,OAK01,1996/09/06,0,7:05,night,true,brinj901,cousd901,(none),welkt901,pitches,74,tolf,10,dry,none,night,166,14404,adamw001,hanec001,,"""""",,
OAK199609070,KCA,OAK,OAK01,1996/09/07,0,1:07,day,true,kaisk901,cousd901,welkt901,brinj901,pitches,76,tolf,10,dry,none,sunny,170,13175,priea001,belct001,,"""""",,
OAK199609080,KCA,OAK,OAK01,1996/09/08,0,1:06,day,true,cousd901,welkt901,brinj901,kaisk901,pitches,77,tolf,10,dry,none,sunny,191,17208,corsj001,pichh001,,"""""",,
OAK199609230,TEX,OAK,OAK01,1996/09/23,0,7:06,night,true,merrd901,scotd901,everm901,roe-r901,pitches,61,ltor,13,dry,none,night,189,10164,wasdj001,wittb001,taylb001,"""""",,
OAK199609240,TEX,OAK,OAK01,1996/09/24,0,12:16,day,true,scotd901,phild901,roe-r901,merrd901,pitches,60,torf,13,dry,none,sunny,189,9694,cookd001,smala001,,"""""",,
OAK199609260,SEA,OAK,OAK01,1996/09/26,0,1:06,day,true,phild901,roe-r901,merrd901,scotd901,pitches,65,torf,15,dry,none,sunny,194,11141,taylb001,charn001,,"""""",,
OAK199609270,SEA,OAK,OAK01,1996/09/27,0,7:07,night,true,roe-r901,merrd901,scotd901,phild901,pitches,60,torf,15,dry,none,night,165,25132,telgd001,mulht001,,"""""",,
OAK199609280,SEA,OAK,OAK01,1996/09/28,0,1:06,day,true,merrd901,scotd901,phild901,roe-r901,pitches,64,torf,15,dry,none,sunny,208,30057,carmr001,acrem001,charn001,"""""",,
OAK199609290,SEA,OAK,OAK01,1996/09/29,0,1:07,day,true,scotd901,phild901,roe-r901,merrd901,pitches,65,torf,10,dry,none,sunny,120,34462,smala001,torrs001,taylb001,"""""",,
COL199604080,CHN,COL,DEN02,1996/04/08,0,1:06,day,false,davib902,bonig901,pullf901,danlk901,pitches,68,fromrf,7,dry,none,sunny,193,50185,adamt001,ritzk001,joned001,,,
COL199604100,CHN,COL,DEN02,1996/04/10,0,1:04,day,false,bonig901,pullf901,danlk901,davib902,pitches,76,fromrf,7,dry,none,cloudy,202,50083,leskc001,joned001,,,,
COL199604110,NYN,COL,DEN02,1996/04/11,0,7:05,night,false,pullf901,danlk901,davib902,bonig901,pitches,41,unknown,17,wet,none,night,174,48010,reyna001,mlicd001,,,,
COL199604120,NYN,COL,DEN02,1996/04/12,0,7:04,night,false,danlk901,davib902,bonig901,pullf901,pitches,60,fromrf,8,dry,none,night,161,50045,freem001,clarm002,leskc001,,,
COL199604140,NYN,COL,DEN02,1996/04/14,0,6:05,night,false,davib902,bonig901,pullf901,danlk901,pitches,45,tolf,13,dry,none,night,181,48051,harnp001,ritzk001,henrd002,,,
COL199604150,SDN,COL,DEN02,1996/04/15,0,7:07,night,false,froeb901,ripps901,willc901,herna901,pitches,57,tolf,5,dry,none,night,202,48027,ruffb001,blaiw001,leskc001,,,
COL199604160,SDN,COL,DEN02,1996/04/16,0,7:05,night,false,ripps901,willc901,herna901,froeb901,pitches,68,fromcf,5,dry,none,night,205,48031,ashba002,reyna001,,,,
COL199604170,SDN,COL,DEN02,1996/04/17,0,1:04,day,false,willc901,herna901,froeb901,ripps901,pitches,68,ltor,24,dry,none,sunny,205,48011,florb001,freem001,,,,
COL199604240,PHI,COL,DEN02,1996/04/24,0,7:06,night,false,gibbb901,marsr901,gormb901,wendh901,pitches,78,torf,15,dry,none,night,203,48047,borlt001,reeds001,bottr001,,,
COL199604250,PHI,COL,DEN02,1996/04/25,0,1:05,day,false,marsr901,gormb901,wendh901,gibbb901,pitches,57,fromlf,22,dry,none,sunny,202,48033,ferns001,thomm002,ryank001,,,
COL199604260,MON,COL,DEN02,1996/04/26,0,7:06,night,false,gormb901,wendh901,gibbb901,marsr901,pitches,66,ltor,15,dry,none,night,187,48024,alvat001,reyna001,,,,
COL199604270,MON,COL,DEN02,1996/04/27,0,1:05,day,false,wendh901,gibbb901,marsr901,gormb901,pitches,58,ltor,6,dry,none,cloudy,291,48013,painl001,daalo001,,,,
COL199604280,MON,COL,DEN02,1996/04/28,0,1:06,day,false,gibbb901,marsr901,gormb901,wendh901,pitches,41,rtol,15,wet,none,cloudy,203,48006,ruetk001,rekab001,,,,
COL199605030,FLO,COL,DEN02,1996/05/03,0,7:08,night,false,westj901,kellj901,laynj901,rungp901,pitches,66,fromcf,7,dry,none,night,163,48129,reyna001,burkj001,,,,
COL199605040,FLO,COL,DEN02,1996/05/04,0,1:05,day,false,kellj901,laynj901,rungp901,westj901,pitches,70,fromlf,8,dry,none,sunny,171,48101,freem001,hammc001,,,,
COL199605050,FLO,COL,DEN02,1996/05/05,0,1:05,day,false,laynj901,rungp901,westj901,kellj901,pitches,59,fromrf,9,dry,none,sunny,166,48134,ritzk001,perey001,,,,
COL199605170,SLN,COL,DEN02,1996/05/17,0,7:06,night,false,hirsm901,vanol901,willc901,ripps901,pitches,78,tolf,9,dry,none,night,212,48074,leskc001,bailc001,ruffb001,,,
COL199605180,SLN,COL,DEN02,1996/05/18,0,6:05,night,false,vanol901,willc901,ripps901,hirsm901,pitches,92,torf,15,dry,none,night,194,48103,habyj001,ecked001,,,,
COL199605190,SLN,COL,DEN02,1996/05/19,0,1:06,day,false,willc901,ripps901,hirsm901,vanol901,pitches,68,fromlf,8,dry,none,sunny,145,48075,thomm002,benea001,,,,
COL199605200,PIT,COL,DEN02,1996/05/20,0,7:06,night,false,bellw901,hallt901,crawj901,vanol901,pitches,64,fromrf,10,dry,none,overcast,179,48042,reyna001,neagd001,,,,
COL199605210,PIT,COL,DEN02,1996/05/21,0,7:06,night,false,hallt901,crawj901,barrm901,bellw901,pitches,72,torf,8,dry,none,night,188,48037,holmd001,chrij002,ruffb001,,,
COL199605220,PIT,COL,DEN02,1996/05/22,0,1:06,day,false,crawj901,barrm901,bellw901,hallt901,pitches,74,fromcf,-1,dry,none,cloudy,155,48044,ritzk001,smitz001,ruffb001,,,
COL199605230,CIN,COL,DEN02,1996/05/23,0,7:06,night,false,barnr901,darlg901,relic901,quicj901,pitches,58,fromrf,13,dry,none,night,165,48040,carrh001,ruffb001,branj001,,,
COL199605240,CIN,COL,DEN02,1996/05/24,0,7:11,night,false,darlg901,relic901,quicj901,barnr901,pitches,53,fromcf,14,damp,drizzle,night,220,48019,ruffj001,thomm002,,,,
COL199605250,CIN,COL,DEN02,1996/05/25,0,6:06,night,false,relic901,quicj901,barnr901,darlg901,pitches,46,fromcf,5,damp,showers,night,187,48012,leskc001,moorm002,,,,
COL199606070,ATL,COL,DEN02,1996/06/07,0,6:05,night,false,demud901,darlg901,herna901,barrm901,pitches,74,tolf,6,dry,none,sunny,194,48027,painl001,bielm001,,"""""",,
COL199606080,ATL,COL,DEN02,1996/06/08,0,2:07,day,false,darlg901,herna901,quicj901,demud901,pitches,86,rtol,8,dry,none,sunny,197,48015,holmd001,mcmig001,ruffb001,"""""",,
COL199606090,ATL,COL,DEN02,1996/06/09,0,1:05,day,false,herna901,quicj901,demud901,darlg901,pitches,85,tolf,10,dry,none,sunny,166,48036,smolj001,thomm002,,"""""",,
COL199606100,HOU,COL,DEN02,1996/06/10,0,7:06,night,false,quicj901,demud901,darlg901,relic901,pitches,79,fromcf,10,dry,none,night,186,48007,walld002,reyna001,,,,
COL199606110,HOU,COL,DEN02,1996/06/11,0,7:05,night,false,demud901,darlg901,relic901,quicj901,pitches,82,rtol,13,dry,none,sunny,198,48014,alstg001,youna001,ruffb001,"""""",,
COL199606120,HOU,COL,DEN02,1996/06/12,0,1:05,day,false,darlg901,relic901,quicj901,demud901,pitches,74,fromcf,8,dry,none,sunny,151,48024,freem001,reyns001,,,,
COL199606130,PHI,COL,DEN02,1996/06/13,0,7:42,night,false,barnr901,hallt901,crawj901,monte901,pitches,64,fromlf,10,damp,none,night,143,48018,rekab001,schic002,ruffb001,,,
COL199606140,PHI,COL,DEN02,1996/06/14,0,7:05,night,false,hallt901,monte901,(none),barnr901,pitches,72,rtol,7,dry,none,night,162,48006,painl001,sprir001,,,,
COL199606150,PHI,COL,DEN02,1996/06/15,0,5:56,night,false,monte901,barnr901,nauep901,hallt901,pitches,59,ltor,-1,soaked,none,overcast,152,48023,reyna001,mulht001,ruffb001,"""""",,
COL199606160,PHI,COL,DEN02,1996/06/16,0,1:06,day,false,barnr901,nauep901,hallt901,monte901,pitches,72,fromcf,5,dry,none,sunny,146,48041,ritzk001,munob001,,,,
COL199606170,MON,COL,DEN02,1996/06/17,0,7:05,night,false,tatat901,herna901,barrm901,davig901,pitches,85,fromcf,12,dry,none,night,163,48021,urbiu001,freem001,rojam001,"""""",,
COL199606180,MON,COL,DEN02,1996/06/18,0,7:05,night,false,herna901,barrm901,davig901,tatat901,pitches,88,fromcf,9,dry,none,night,191,50025,dyerm001,holmd001,,"""""",,
COL199606190,MON,COL,DEN02,1996/06/19,0,1:07,day,false,barrm901,davig901,tatat901,herna901,pitches,83,tolf,10,dry,none,sunny,216,48007,ruffb001,scott002,,"""""",,
COL199606270,LAN,COL,DEN02,1996/06/27,0,7:06,night,false,rungp901,westj901,kellj901,laynj901,pitches,85,tolf,7,dry,none,night,179,48043,ritzk001,astap001,,"""""",,
COL199606280,LAN,COL,DEN02,1996/06/28,0,7:05,night,false,westj901,kellj901,laynj901,rungp901,pitches,75,fromcf,10,wet,showers,night,178,48025,freem001,martr002,,"""""",,
COL199606290,LAN,COL,DEN02,1996/06/29,0,7:05,night,false,kellj901,laynj901,rungp901,westj901,pitches,82,tolf,10,dry,none,night,211,48009,valdi001,rekab001,,,,
COL199606300,LAN,COL,DEN02,1996/06/30,0,1:07,day,false,laynj901,rungp901,westj901,kellj901,pitches,81,tocf,10,dry,none,sunny,260,48103,ruffb001,worrt001,,,,
COL199607110,SDN,COL,DEN02,1996/07/11,0,7:06,night,false,ripps901,hirsm901,willc901,froeb901,pitches,82,rtol,14,dry,none,night,184,45703,ruffb001,hofft001,,"""""",,
COL199607120,SDN,COL,DEN02,1996/07/12,0,7:06,night,false,hirsm901,willc901,froeb901,ripps901,pitches,70,rtol,15,wet,showers,night,192,48053,holmd001,blaiw001,,"""""",,
COL199607130,SDN,COL,DEN02,1996/07/13,0,7:06,night,false,willc901,froeb901,ripps901,hirsm901,pitches,79,rtol,20,dry,none,night,174,48009,ritzk001,sands002,,"""""",,
COL199607140,SDN,COL,DEN02,1996/07/14,0,1:06,day,false,froeb901,ripps901,hirsm901,willc901,pitches,74,fromlf,10,dry,none,sunny,183,48065,reyna001,valef001,,"""""",,
COL199607150,SFN,COL,DEN02,1996/07/15,0,7:06,night,false,hirsm901,willc901,drecb901,froeb901,pitches,83,torf,6,dry,none,cloudy,169,48032,bailr001,bours001,,,,
COL199607160,SFN,COL,DEN02,1996/07/16,0,7:05,night,false,willc901,drecb901,froeb901,hirsm901,pitches,87,tolf,10,dry,none,night,162,49035,freem001,leitm001,ruffb001,"""""",,
COL199607170,SFN,COL,DEN02,1996/07/17,0,1:05,day,false,drecb901,froeb901,hirsm901,willc901,pitches,88,tolf,8,dry,none,sunny,168,48453,wrigj001,ferno001,ruffb001,"""""",,
COL199607231,NYN,COL,DEN02,1996/07/23,1,12:07,day,false,davib902,barrm901,danlk901,poncl901,pitches,79,fromcf,17,dry,none,sunny,207,48016,ruffb001,henrd002,,"""""",,
COL199607232,NYN,COL,DEN02,1996/07/23,2,7:07,night,false,bonig901,gibbb901,drecb901,grege901,pitches,73,fromcf,8,dry,none,night,218,48058,reeds001,henrd002,,"""""",,
COL199607240,NYN,COL,DEN02,1996/07/24,0,7:07,night,false,poncl901,grege901,davib902,bonig901,pitches,77,fromrf,6,dry,none,night,193,48061,leskc001,byrdp001,,,,
COL199607250,CHN,COL,DEN02,1996/07/25,0,7:06,night,false,davig901,tatat901,hohnb901,rapue901,pitches,82,fromlf,12,wet,none,night,229,48087,bottk001,ruffb001,pattb001,"""""",,
COL199607260,CHN,COL,DEN02,1996/07/26,0,7:06,night,false,tatat901,hohnb901,rapue901,davig901,pitches,79,torf,7,dry,none,night,195,48062,navaj001,freem001,adamt001,"""""",,
COL199607270,CHN,COL,DEN02,1996/07/27,0,7:06,night,false,hohnb901,rapue901,davig901,tatat901,pitches,90,rtol,9,dry,none,night,199,48096,thomm002,telea001,,,,
COL199607280,CHN,COL,DEN02,1996/07/28,0,1:05,day,false,rapue901,davig901,tatat901,hohnb901,pitches,75,fromlf,5,dry,none,sunny,175,48073,bullj001,ritzk001,bottk001,"""""",,
COL199608050,FLO,COL,DEN02,1996/08/05,0,7:07,night,false,kellj901,westj901,laynj901,rungp901,pitches,91,tolf,7,dry,none,night,185,48313,huttm001,freem001,,"""""",,
COL199608060,FLO,COL,DEN02,1996/08/06,0,7:10,night,false,westj901,laynj901,rungp901,kellj901,pitches,82,rtol,16,dry,none,night,175,48339,thomm002,burkj001,,"""""",,
COL199608070,FLO,COL,DEN02,1996/08/07,0,1:07,day,false,laynj901,rungp901,kellj901,westj901,pitches,72,fromrf,4,dry,none,sunny,180,48622,ritzk001,leita001,,"""""",,
COL199608200,SLN,COL,DEN02,1996/08/20,0,7:05,night,false,herna901,bellw901,hallt901,crawj901,pitches,73,tolf,7,dry,none,night,232,48126,munom001,matht002,,"""""",,
COL199608210,SLN,COL,DEN02,1996/08/21,0,7:21,night,false,bellw901,hallt901,crawj901,herna901,pitches,70,rtol,10,wet,drizzle,night,196,48045,reyna001,benea001,,"""""",,
COL199608220,SLN,COL,DEN02,1996/08/22,0,1:06,day,false,hallt901,crawj901,herna901,bellw901,pitches,71,fromlf,10,dry,none,sunny,157,48086,bailr001,morgm001,,"""""",,
COL199608230,PIT,COL,DEN02,1996/08/23,0,7:06,night,false,gormb901,wintm901,davib902,wendh901,pitches,66,fromlf,12,wet,showers,night,171,48038,liebj001,ritzk001,cordf001,"""""",,
