game_id,visteam,hometeam,site,date,number,gametype,starttime,daynight,innings,tiebreaker,usedh,umphome,ump1b,ump2b,ump3b,umplf,umprf,inputtime,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save
MIL202304030,NYN,MIL,MIL06,2023/04/03,0,regular,1:10PM,day,9,2,true,porta901,wolfj901,muchm901,barbs901,(none),(none),2023/05/20 17:38:48,unknown,pitches,odrit701,65,unknown,0,unknown,none,dome,157,42017,peraf001,carrc003,wilsb003
MIL202304040,NYN,MIL,MIL06,2023/04/04,0,regular,6:40PM,night,9,2,true,wolfj901,muchm901,barbs901,porta901,(none),(none),2023/05/20 17:38:49,unknown,pitches,olsod701,63,unknown,0,unknown,none,dome,137,19412,milew001,schem001,
MIL202304050,NYN,MIL,MIL06,2023/04/05,0,regular,12:40PM,day,9,2,true,muchm901,barbs901,porta901,wolfj901,(none),(none),2023/05/20 17:38:50,unknown,pitches,odrit701,66,unknown,0,unknown,none,dome,165,18387,willd004,ottaa001,
MIL202304070,SLN,MIL,MIL06,2023/04/07,0,regular,7:10PM,night,9,2,true,hamaa901,laynj901,carav901,gonzm901,(none),(none),2023/07/28 12:23:55,unknown,pitches,olsod701,64,unknown,0,unknown,none,dome,165,28459,woodb005,flahj002,
MIL202304080,SLN,MIL,MIL06,2023/04/08,0,regular,6:10PM,night,9,2,true,laynj901,carav901,gonzm901,hamaa901,(none),(none),2023/10/03 06:10:18,unknown,pitches,odrit701,65,unknown,0,unknown,none,dome,152,43077,montj004,lauee001,
MIL202304090,SLN,MIL,MIL06,2023/04/09,0,regular,1:10PM,day,9,2,true,carav901,gonzm901,hamaa901,laynj901,(none),(none),2023/05/20 17:38:55,unknown,pitches,odrit701,63,rtol,12,unknown,none,sunny,169,27701,peraf001,woodj003,
MIL202304210,BOS,MIL,MIL06,2023/04/21,0,regular,7:10PM,night,9,2,true,marqa901,eddid901,barrl901,ramoc901,(none),(none),2023/05/20 17:39:08,unknown,pitches,quesd701,62,unknown,0,unknown,none,dome,158,24976,piven001,peraf001,jansk001
MIL202304220,BOS,MIL,MIL06,2023/04/22,0,regular,6:10PM,night,9,2,true,eddid901,barrl901,ramoc901,marqa901,(none),(none),2023/07/13 09:01:16,unknown,pitches,odrit701,62,unknown,0,unknown,none,dome,143,31965,milew001,whitg002,willd004
MIL202304230,BOS,MIL,MIL06,2023/04/23,0,regular,1:10PM,day,9,2,true,barrl901,ramoc901,marqa901,eddid901,(none),(none),2023/05/24 09:02:43,unknown,pitches,olsod701,61,unknown,0,unknown,none,dome,182,26939,ort-k001,bushm001,
MIL202304240,DET,MIL,MIL06,2023/04/24,0,regular,6:40PM,night,9,2,true,hudsm901,wendh902,tumpj901,macka901,(none),(none),2023/05/23 09:03:25,unknown,pitches,quesd701,62,unknown,0,unknown,none,dome,145,23201,boydm001,rea-c001,langa001
MIL202304250,DET,MIL,MIL06,2023/04/25,0,regular,6:40PM,night,9,2,true,wendh902,tumpj901,macka901,hudsm901,(none),(none),2023/05/20 17:39:13,unknown,pitches,odrit701,64,unknown,0,unknown,none,dome,160,24924,englm001,lauee001,folej001
MIL202304260,DET,MIL,MIL06,2023/04/26,0,regular,12:40PM,day,9,2,true,tumpj901,macka901,hudsm901,wendh902,(none),(none),2023/05/20 17:39:14,unknown,pitches,odrit701,63,unknown,0,unknown,none,dome,147,25847,peraf001,lorem002,
MIL202304280,ANA,MIL,MIL06,2023/04/28,0,regular,7:10PM,night,9,2,true,barrs901,becka901,vondc901,morag901,(none),(none),2023/09/17 07:18:36,unknown,pitches,odrit701,65,unknown,0,unknown,none,dome,134,24787,strzp001,loupa001,willd004
MIL202304290,ANA,MIL,MIL06,2023/04/29,0,regular,6:10PM,night,9,2,true,becka901,vondc901,morag901,barrs901,(none),(none),2023/09/07 09:04:17,unknown,pitches,quesd701,66,unknown,0,unknown,none,dome,163,39198,burnc002,detmr001,willd004
MIL202304300,ANA,MIL,MIL06,2023/04/30,0,regular,1:10PM,day,9,2,true,vondc901,morag901,barrs901,becka901,(none),(none),2023/05/20 17:39:19,unknown,pitches,olsod701,64,unknown,0,unknown,none,dome,150,33557,suarj001,rea-c001,estec001
MIL202305080,LAN,MIL,MIL06,2023/05/08,0,regular,6:40PM,night,9,2,true,marqa901,dejer901,eddid901,ramoc901,(none),(none),2023/05/20 17:39:28,unknown,pitches,odrit701,64,unknown,0,unknown,none,dome,138,22847,peraf001,gonst001,
MIL202305090,LAN,MIL,MIL06,2023/05/09,0,regular,6:40PM,night,9,2,true,dejer901,eddid901,ramoc901,marqa901,(none),(none),2023/05/20 17:39:29,unknown,pitches,olsod701,67,unknown,0,unknown,none,dome,173,23874,bruij001,lauee001,phile001
MIL202305100,LAN,MIL,MIL06,2023/05/10,0,regular,12:40PM,day,9,2,true,eddid901,ramoc901,marqa901,dejer901,(none),(none),2023/07/12 09:02:25,unknown,pitches,odrit701,71,fromlf,7,unknown,none,cloudy,131,30112,kersc001,milew001,
MIL202305120,KCA,MIL,MIL06,2023/05/12,0,regular,7:10PM,night,9,2,true,carlm901,gibsh902,millb903,ballb901,(none),(none),2023/06/10 09:05:42,unknown,pitches,quesd701,70,unknown,0,unknown,none,dome,164,24900,burnc002,taylj001,
MIL202305130,KCA,MIL,MIL06,2023/05/13,0,regular,6:10PM,night,9,2,true,gibsh902,millb903,ballb901,carlm901,(none),(none),2023/05/20 17:39:33,unknown,pitches,quesd701,68,unknown,0,unknown,none,dome,163,35766,willd004,hernc006,
MIL202305140,KCA,MIL,MIL06,2023/05/14,0,regular,1:10PM,day,9,2,true,millb903,ballb901,carlm901,gibsh902,(none),(none),2023/10/03 06:10:23,unknown,pitches,odrit701,65,unknown,0,unknown,none,dome,164,33188,lauee001,lylej001,
MIL202305220,HOU,MIL,MIL06,2023/05/22,0,regular,6:40PM,night,9,2,true,belld901,willr901,rippm901,lives901,(none),(none),2023/06/16 09:05:20,unknown,pitches,olsod701,69,fromcf,10,unknown,none,cloudy,161,22583,javic001,burnc002,
MIL202305230,HOU,MIL,MIL06,2023/05/23,0,regular,6:40PM,night,9,2,true,willr901,rippm901,lives901,belld901,(none),(none),2023/06/10 09:05:44,unknown,pitches,quesd701,73,fromrf,4,unknown,none,sunny,156,23062,rea-c001,franj006,
MIL202305240,HOU,MIL,MIL06,2023/05/24,0,regular,12:10PM,day,9,2,true,rippm901,lives901,belld901,willr901,(none),(none),2023/06/19 09:03:45,unknown,pitches,odrit701,65,unknown,0,unknown,none,dome,129,28262,housa001,bielb001,
MIL202305250,SFN,MIL,MIL06,2023/05/25,0,regular,6:40PM,night,9,2,true,ramoc901,rehaj901,fairc901,lentn901,(none),(none),2023/07/15 09:03:00,unknown,pitches,odrit701,65,unknown,0,unknown,none,dome,166,24536,junij001,tehej001,
MIL202305260,SFN,MIL,MIL06,2023/05/26,0,regular,7:10PM,night,9,2,true,rehaj901,fairc901,lentn901,ramoc901,(none),(none),2023/10/03 06:10:24,unknown,pitches,odrit701,67,unknown,0,unknown,none,dome,162,30347,wooda002,peraf001,beckt002
MIL202305270,SFN,MIL,MIL06,2023/05/27,0,regular,3:10PM,day,9,2,true,fairc901,lentn901,ramoc901,rehaj901,(none),(none),2023/06/19 09:03:47,unknown,pitches,quesd701,70,ltor,5,unknown,none,sunny,153,39269,webbl001,strzp001,dovac001
MIL202305280,SFN,MIL,MIL06,2023/05/28,0,regular,1:10PM,day,9,2,true,lentn901,ramoc901,rehaj901,fairc901,(none),(none),2023/06/10 09:05:45,unknown,pitches,olsod701,74,fromlf,5,unknown,none,sunny,167,34581,rea-c001,cobba001,willd004
MIL202306060,BAL,MIL,MIL06,2023/06/06,0,regular,6:40PM,night,9,2,true,hudsm901,wendh902,walsb901,blakr901,(none),(none),2023/07/20 09:06:34,unknown,pitches,quesd701,71,unknown,0,unknown,none,dome,200,22535,strzp001,votha001,
MIL202306070,BAL,MIL,MIL06,2023/06/07,0,regular,6:40PM,night,9,2,true,wendh902,walsb901,blakr901,hudsm901,(none),(none),2023/07/20 09:06:35,unknown,pitches,olsod701,70,ltor,16,unknown,none,dome,151,22320,burnc002,kremd001,
MIL202306080,BAL,MIL,MIL06,2023/06/08,0,regular,1:10PM,day,9,2,true,walsb901,blakr901,hudsm901,wendh902,(none),(none),2023/07/01 09:04:57,unknown,pitches,odrit701,70,fromrf,4,unknown,none,sunny,163,27318,akink001,strzp001,bautf001
MIL202306090,OAK,MIL,MIL06,2023/06/09,0,regular,7:10PM,night,9,2,true,may-b901,nelsj901,hanat901,buckc901,(none),(none),2023/06/11 09:08:37,unknown,pitches,quesd701,74,ltor,10,unknown,none,sunny,180,30657,medil002,housa001,may-t001
MIL202306100,OAK,MIL,MIL06,2023/06/10,0,regular,3:10PM,day,9,2,true,nelsj901,hanat901,buckc901,may-b901,(none),(none),2023/06/12 09:06:04,unknown,pitches,odrit701,81,ltor,7,unknown,none,cloudy,187,35157,fujis001,payaj001,longs002
MIL202306110,OAK,MIL,MIL06,2023/06/11,0,regular,1:10PM,day,9,2,true,hanat901,buckc901,may-b901,nelsj901,(none),(none),2023/06/21 09:12:08,unknown,pitches,olsod701,66,unknown,0,unknown,none,dome,199,31363,searj001,peraf001,longs002
MIL202306160,PIT,MIL,MIL06,2023/06/16,0,regular,7:10PM,night,9,2,true,dejer901,barrl901,eddid901,marqa901,(none),(none),2023/06/18 09:05:16,unknown,pitches,olsod701,64,ltor,1,unknown,none,sunny,155,25586,tehej001,hillr001,willd004
MIL202306170,PIT,MIL,MIL06,2023/06/17,0,regular,3:10PM,day,9,2,true,barrl901,eddid901,marqa901,dejer901,(none),(none),2023/07/01 09:04:58,unknown,pitches,odrit701,77,ltor,7,unknown,none,sunny,134,37283,milew001,kellm003,
MIL202306180,PIT,MIL,MIL06,2023/06/18,0,regular,1:10PM,day,9,2,true,eddid901,marqa901,dejer901,barrl901,(none),(none),2023/07/01 09:04:59,unknown,pitches,quesd701,73,fromlf,8,unknown,none,overcast,148,38073,megit001,mored002,willd004
MIL202306190,ARI,MIL,MIL06,2023/06/19,0,regular,7:10PM,night,9,2,true,drecb901,sches901,thomd901,moorm901,(none),(none),2023/07/01 09:05:00,unknown,pitches,odrit701,79,unknown,1,unknown,none,sunny,147,24257,kellm002,burnc002,
MIL202306200,ARI,MIL,MIL06,2023/06/20,0,regular,7:10PM,night,9,2,true,sches901,thomd901,moorm901,drecb901,(none),(none),2023/07/26 10:07:28,unknown,pitches,quesd701,74,ltor,15,unknown,none,sunny,151,27048,wilsb003,adama002,willd004
MIL202306210,ARI,MIL,MIL06,2023/06/21,0,regular,1:10PM,day,9,2,true,thomd901,moorm901,drecb901,sches901,(none),(none),2023/07/04 09:04:43,unknown,pitches,odrit701,78,ltor,10,unknown,none,sunny,165,31397,gallz001,pegue001,mcgos001
MIL202307030,CHN,MIL,MIL06,2023/07/03,0,regular,1:10PM,day,9,2,true,riggj901,bacce901,fleta901,estam901,(none),(none),2023/07/29 12:23:04,unknown,pitches,odrit701,83,ltor,8,unknown,none,sunny,176,43209,payaj001,leitm002,willd004
MIL202307040,CHN,MIL,MIL06,2023/07/04,0,regular,3:10PM,day,9,2,true,bacce901,fleta901,estam901,riggj901,(none),(none),2023/09/21 08:43:17,unknown,pitches,odrit701,86,ltor,7,unknown,none,cloudy,195,41133,paled001,andrc002,
MIL202307050,CHN,MIL,MIL06,2023/07/05,0,regular,7:10PM,night,9,2,true,fleta901,estam901,riggj901,bacce901,(none),(none),2023/07/17 09:03:29,unknown,pitches,quesd701,81,unknown,0,unknown,none,dome,163,31285,ruckm001,willd004,alzoa001
MIL202307060,CHN,MIL,MIL06,2023/07/06,0,regular,1:10PM,day,9,2,true,estam901,riggj901,bacce901,fleta901,(none),(none),2023/07/16 09:04:08,unknown,pitches,odrit701,76,ltor,7,unknown,none,cloudy,175,33366,mejij002,fulmm001,payaj001
MIL202307070,CIN,MIL,MIL06,2023/07/07,0,regular,7:10PM,night,9,2,true,blakr901,tumpj901,rackd901,ramoc901,(none),(none),2023/07/10 07:14:29,unknown,pitches,quesd701,77,unknown,0,unknown,none,dome,177,30970,burnc002,abboa001,willd004
MIL202307080,CIN,MIL,MIL06,2023/07/08,0,regular,3:10PM,day,9,2,true,tumpj901,rackd901,ramoc901,blakr901,(none),(none),2023/07/23 20:30:19,unknown,pitches,olsod701,75,ltor,9,unknown,none,cloudy,184,39124,simsl001,pegue001,diaza004
MIL202307090,CIN,MIL,MIL06,2023/07/09,0,regular,1:10PM,day,9,2,true,rackd901,ramoc901,blakr901,tumpj901,(none),(none),2023/07/18 09:03:28,unknown,pitches,odrit701,75,fromlf,9,unknown,none,cloudy,124,32848,milew001,liveb001,willd004
MIL202307210,ATL,MIL,MIL06,2023/07/21,0,regular,7:10PM,night,9,2,true,wegnm901,moorm901,drecb901,sches901,(none),(none),2023/07/24 09:26:48,unknown,pitches,odrit701,79,ltor,6,unknown,none,sunny,152,37698,sorom001,peraf001,yatek001
MIL202307220,ATL,MIL,MIL06,2023/07/22,0,regular,6:15PM,night,9,2,true,moorm901,drecb901,sches901,wegnm901,(none),(none),2023/10/03 06:10:27,unknown,pitches,odrit701,78,unknown,0,unknown,none,dome,152,39707,payaj001,jimej003,willd004
MIL202307230,ATL,MIL,MIL06,2023/07/23,0,regular,1:10PM,day,9,2,true,drecb901,sches901,wegnm901,moorm901,(none),(none),2023/08/07 12:40:19,unknown,pitches,odrit701,80,fromrf,5,unknown,none,cloudy,155,38605,hernd005,pegue001,igler001
MIL202307240,CIN,MIL,MIL06,2023/07/24,0,regular,7:10PM,night,9,2,true,valej901,gonzm901,johna901,wolcq901,(none),(none),2023/08/27 09:03:05,unknown,pitches,odrit701,78,ltor,3,unknown,none,overcast,172,29216,willd004,diaza004,
MIL202307250,CIN,MIL,MIL06,2023/07/25,0,regular,7:10PM,night,9,2,true,gonzm901,johna901,wolcq901,valej901,(none),(none),2023/07/29 12:23:06,unknown,pitches,quesd701,85,ltor,10,unknown,none,sunny,193,27551,abboa001,burnc002,diaza004
MIL202307260,CIN,MIL,MIL06,2023/07/26,0,regular,1:10PM,day,9,2,true,johna901,wolcq901,valej901,gonzm901,(none),(none),2023/08/01 12:13:57,unknown,pitches,odrit701,80,unknown,0,unknown,none,dome,129,38596,pegue001,liveb001,willd004
MIL202308030,PIT,MIL,MIL06,2023/08/03,0,regular,6:15PM,night,9,2,true,guccc901,mosce901,rackd901,tomln901,(none),(none),2023/08/05 13:34:18,unknown,pitches,quesd701,88,rtol,5,unknown,none,sunny,158,25930,housa001,kellm003,
MIL202308040,PIT,MIL,MIL06,2023/08/04,0,regular,7:10PM,night,9,2,true,mosce901,rackd901,tomln901,guccc901,(none),(none),2023/09/21 09:08:20,unknown,pitches,olsod701,75,ltor,10,unknown,none,cloudy,177,35438,deloy001,rea-c001,
MIL202308050,PIT,MIL,MIL06,2023/08/05,0,regular,6:10PM,night,9,2,true,rackd901,tomln901,guccc901,mosce901,(none),(none),2023/08/12 12:30:46,unknown,pitches,odrit701,75,ltor,5,unknown,none,cloudy,179,35250,willd004,perda001,
MIL202308060,PIT,MIL,MIL06,2023/08/06,0,regular,1:10PM,day,9,2,true,tomln901,guccc901,mosce901,rackd901,(none),(none),2023/08/25 09:03:59,unknown,pitches,odrit701,74,ltor,13,unknown,none,cloudy,150,33144,oviej001,woodb005,
MIL202308070,COL,MIL,MIL06,2023/08/07,0,regular,7:10PM,night,9,2,true,moorm901,drecb901,tumpj901,sches901,(none),(none),2023/10/06 09:13:07,unknown,pitches,quesd701,74,ltor,2,unknown,none,cloudy,144,24759,peraf001,lambp001,
MIL202308080,COL,MIL,MIL06,2023/08/08,0,regular,7:10PM,night,9,2,true,drecb901,tumpj901,sches901,moorm901,(none),(none),2023/09/01 09:06:40,unknown,pitches,olsod701,82,ltor,7,unknown,none,cloudy,167,25365,kochm001,chafa001,
MIL202308090,COL,MIL,MIL06,2023/08/09,0,regular,1:10PM,day,9,2,true,tumpj901,sches901,moorm901,drecb901,(none),(none),2023/08/24 10:02:43,unknown,pitches,odrit701,82,fromrf,10,unknown,none,overcast,172,35173,wilsb003,lawrj002,
MIL202308220,MIN,MIL,MIL06,2023/08/22,0,regular,7:10PM,night,9,2,true,nelsj901,segac901,buckc901,may-b901,(none),(none),2023/08/31 09:04:15,unknown,pitches,quesd701,76,fromrf,10,unknown,none,sunny,153,38688,wilsb003,flord002,
MIL202308230,MIN,MIL,MIL06,2023/08/23,0,regular,1:10PM,day,9,2,true,segac901,buckc901,may-b901,nelsj901,(none),(none),2023/08/26 09:03:41,unknown,pitches,odrit701,97,fromrf,14,unknown,none,sunny,210,38164,pegue001,duraj002,
MIL202308250,SDN,MIL,MIL06,2023/08/25,0,regular,7:10PM,night,9,2,true,merzd901,barkl901,dejer901,littw901,(none),(none),2023/09/22 09:02:13,unknown,pitches,quesd701,75,ltor,2,unknown,none,cloudy,165,33089,woodb005,darvy001,
MIL202308260,SDN,MIL,MIL06,2023/08/26,0,regular,6:10PM,night,9,2,true,barkl901,dejer901,littw901,merzd901,(none),(none),2023/09/22 09:02:15,unknown,pitches,odrit701,67,unknown,0,unknown,none,dome,151,39945,peraf001,avilp001,willd004
MIL202308270,SDN,MIL,MIL06,2023/08/27,0,regular,1:10PM,day,9,2,true,dejer901,littw901,merzd901,barkl901,(none),(none),2023/08/31 09:04:17,unknown,pitches,odrit701,71,fromlf,10,unknown,none,sunny,187,36528,wilsb003,wilss002,
MIL202309010,PHI,MIL,MIL06,2023/09/01,0,regular,7:10PM,night,9,2,true,tumpj901,wendh902,blasc901,thomd901,(none),(none),2023/09/12 09:02:54,unknown,pitches,olsod701,77,fromrf,5,unknown,none,sunny,154,32519,willd004,alvaj004,
MIL202309020,PHI,MIL,MIL06,2023/09/02,0,regular,6:15PM,night,9,2,true,wendh902,blasc901,thomd901,tumpj901,(none),(none),2023/09/22 09:02:18,unknown,pitches,odrit701,85,fromrf,15,unknown,none,cloudy,181,35253,chafa001,nolaa001,willd004
MIL202309030,PHI,MIL,MIL06,2023/09/03,0,regular,12:05PM,day,9,2,true,blasc901,thomd901,tumpj901,wendh902,(none),(none),2023/09/24 09:03:58,unknown,pitches,odrit701,89,rtol,7,unknown,none,sunny,161,33473,domis001,milew001,kimbc001
MIL202309110,MIA,MIL,MIL06,2023/09/11,0,regular,6:40PM,night,9,2,true,carlm901,navaj901,whitc901,ramoc901,(none),(none),2023/10/05 09:13:34,unknown,pitches,olsod701,70,unknown,0,unknown,none,dome,140,21792,woodb005,luzaj001,
MIL202309120,MIA,MIL,MIL06,2023/09/12,0,regular,6:40PM,night,9,2,true,bakej902,whitc901,millb903,carlm901,(none),(none),2023/09/21 08:43:24,unknown,pitches,odrit701,68,unknown,0,unknown,none,dome,148,26466,peraf001,cabre003,willd004
MIL202309130,MIA,MIL,MIL06,2023/09/13,0,regular,6:40PM,night,9,2,true,macka901,millb903,carlm901,bakej902,(none),(none),2023/09/17 07:18:40,unknown,pitches,quesd701,70,unknown,0,unknown,none,dome,155,24251,garrb001,rea-c001,scott003
MIL202309140,MIA,MIL,MIL06,2023/09/14,0,regular,1:10PM,day,9,2,true,millb903,carlm901,bakej902,macka901,(none),(none),2023/09/17 07:18:41,unknown,pitches,odrit701,70,fromlf,4,unknown,none,cloudy,153,26529,housa001,peree004,willd004
MIL202309150,WAS,MIL,MIL06,2023/09/15,0,regular,7:10PM,night,9,2,true,onorb901,hanat901,hobep901,cejan901,(none),(none),2023/10/05 05:53:05,unknown,pitches,olsod701,68,fromrf,5,unknown,none,sunny,149,35428,milew001,irvij001,willd004
MIL202309160,WAS,MIL,MIL06,2023/09/16,0,regular,6:10PM,night,9,2,true,hanat901,hobep901,cejan901,onorb901,(none),(none),2023/10/03 06:10:32,unknown,pitches,odrit701,74,fromrf,8,unknown,none,dome,189,36212,payaj001,finnk001,
MIL202309170,WAS,MIL,MIL06,2023/09/17,0,regular,1:10PM,day,9,2,true,hobep901,cejan901,onorb901,hanat901,(none),(none),2023/10/03 06:10:34,unknown,pitches,quesd701,67,fromlf,16,unknown,none,cloudy,195,31865,garcr008,vieit001,
MIL202309260,SLN,MIL,MIL06,2023/09/26,0,regular,6:40PM,night,9,2,true,blasc901,riggj901,torrc901,kulpr901,(none),(none),2023/10/03 06:10:39,unknown,pitches,olsod701,72,unknown,0,unknown,none,dome,146,36755,mikom001,housa001,helsr001
MIL202309270,SLN,MIL,MIL06,2023/09/27,0,regular,6:40PM,night,9,2,true,riggj901,torrc901,kulpr901,blasc901,(none),(none),2023/10/05 09:13:38,unknown,pitches,quesd701,70,unknown,0,unknown,none,dome,161,31256,payaj001,barnj002,willd004
MIL202309280,SLN,MIL,MIL06,2023/09/28,0,regular,3:10PM,day,9,2,true,torrc901,kulpr901,blasc901,riggj901,(none),(none),2023/10/06 09:13:10,unknown,pitches,odrit701,65,unknown,0,unknown,none,dome,143,29185,tehej001,hudsd002,smale001
MIL202309290,CHN,MIL,MIL06,2023/09/29,0,regular,7:10PM,night,9,2,true,wegnm901,moorm901,drecb901,sches901,(none),(none),2023/10/06 09:13:11,unknown,pitches,quesd701,66,fromrf,4,unknown,none,sunny,183,39216,bousc001,cuasj001,
MIL202309300,CHN,MIL,MIL06,2023/09/30,0,regular,6:10PM,night,9,2,true,moorm901,drecb901,sches901,wegnm901,(none),(none),2023/10/06 09:13:13,unknown,pitches,odrit701,75,fromrf,5,unknown,none,sunny,182,42652,wesnh001,lauee001,tailj001
MIL202310010,CHN,MIL,MIL06,2023/10/01,0,regular,2:10PM,day,9,2,true,drecb901,sches901,wegnm901,moorm901,(none),(none),2023/10/06 09:13:14,unknown,pitches,odrit701,85,rtol,8,unknown,none,sunny,143,42946,housa001,smyld001,
TEX202303300,PHI,TEX,ARL03,2023/03/30,0,regular,3:05PM,day,9,2,true,nelsj901,buckc901,segac901,may-b901,(none),(none),2023/08/16 09:03:31,unknown,pitches,wells701,69,unknown,12,unknown,none,cloudy,184,38387,ragac001,sotog003,
TEX202304010,PHI,TEX,ARL03,2023/04/01,0,regular,3:05PM,day,9,2,true,buckc901,segac901,may-b901,nelsj901,(none),(none),2023/07/23 20:30:17,unknown,pitches,ruddw701,71,fromcf,8,unknown,none,sunny,190,31916,eovan001,wheez001,
TEX202304020,PHI,TEX,ARL03,2023/04/02,0,regular,6:08PM,night,9,2,true,segac901,may-b901,nelsj901,buckc901,(none),(none),2023/07/28 12:23:54,unknown,pitches,wells701,72,unknown,0,unknown,none,dome,144,25823,perem004,faltb001,smitw002
TEX202304030,BAL,TEX,ARL03,2023/04/03,0,regular,7:05PM,night,9,2,true,hudsm901,wendh902,tumpj901,blakr901,(none),(none),2023/05/20 17:38:48,unknown,pitches,ruizc701,74,unknown,0,unknown,none,dome,138,15867,could001,grayj003,bautf001
TEX202304040,BAL,TEX,ARL03,2023/04/04,0,regular,7:05PM,night,9,2,true,wendh902,tumpj901,blakr901,hudsm901,(none),(none),2023/05/20 17:38:49,unknown,pitches,ruddw701,74,unknown,0,unknown,none,dome,150,16268,gibsk002,heana001,
TEX202304050,BAL,TEX,ARL03,2023/04/05,0,regular,1:05PM,day,9,2,true,tumpj901,blakr901,hudsm901,wendh902,(none),(none),2023/05/20 17:38:50,unknown,pitches,bumpl701,74,unknown,0,unknown,none,dome,139,18560,degrj001,votha001,leclj001
TEX202304100,KCA,TEX,ARL03,2023/04/10,0,regular,7:05PM,night,9,2,true,blasc901,torrc901,viscj901,kulpr901,(none),(none),2023/05/20 17:38:56,unknown,pitches,ruizc701,73,fromlf,9,unknown,none,cloudy,150,17430,heana001,greiz001,
TEX202304110,KCA,TEX,ARL03,2023/04/11,0,regular,7:05PM,night,9,2,true,torrc901,viscj901,kulpr901,blasc901,(none),(none),2023/07/05 09:04:32,unknown,pitches,bumpl701,73,fromrf,10,unknown,none,cloudy,171,17760,ragac001,barls001,
TEX202304120,KCA,TEX,ARL03,2023/04/12,0,regular,7:05PM,night,9,2,true,viscj901,kulpr901,blasc901,torrc901,(none),(none),2023/05/20 17:38:58,unknown,pitches,wells701,75,unknown,12,unknown,none,sunny,144,18380,kellb003,eovan001,
TEX202304210,OAK,TEX,ARL03,2023/04/21,0,regular,7:05PM,night,9,2,true,carlm901,bakej902,gibsh902,millb903,(none),(none),2023/05/20 17:39:08,unknown,pitches,bumpl701,73,unknown,7,unknown,none,cloudy,176,28775,jackz002,smitw002,famij001
TEX202304220,OAK,TEX,ARL03,2023/04/22,0,regular,6:05PM,night,9,2,true,bakej902,gibsh902,millb903,carlm901,(none),(none),2023/07/13 09:01:16,unknown,pitches,ruddw701,74,unknown,0,unknown,none,dome,165,32388,heana001,fujis001,
TEX202304230,OAK,TEX,ARL03,2023/04/23,0,regular,1:35PM,day,9,2,true,gibsh902,millb903,carlm901,bakej902,(none),(none),2023/05/24 09:02:43,unknown,pitches,wells701,74,unknown,0,unknown,none,dome,151,34916,degrj001,mullk001,smitw002
TEX202304270,NYA,TEX,ARL03,2023/04/27,0,regular,7:05PM,night,9,2,true,barrl901,blakr901,riggj901,guccc901,(none),(none),2023/07/13 09:01:17,unknown,pitches,ruddw701,67,fromlf,8,unknown,none,cloudy,129,31325,coleg001,heana001,kingm002
TEX202304280,NYA,TEX,ARL03,2023/04/28,0,regular,7:05PM,night,9,2,true,blakr901,riggj901,guccc901,barrl901,(none),(none),2023/09/17 07:18:36,unknown,pitches,ruizc701,74,unknown,0,unknown,none,dome,140,36341,dunnd001,schmc002,smitw002
TEX202304290,NYA,TEX,ARL03,2023/04/29,0,regular,6:05PM,night,9,2,true,riggj901,guccc901,barrl901,blakr901,(none),(none),2023/09/07 09:04:17,unknown,pitches,bumpl701,74,unknown,0,unknown,none,dome,126,40027,eovan001,britj003,
TEX202304300,NYA,TEX,ARL03,2023/04/30,0,regular,1:35PM,day,9,2,true,guccc901,barrl901,blakr901,riggj901,(none),(none),2023/05/20 17:39:19,unknown,pitches,wells701,82,unknown,6,unknown,none,sunny,150,39078,perem004,cortn001,
TEX202305020,ARI,TEX,ARL03,2023/05/02,0,regular,7:05PM,night,9,2,true,porta901,tomln901,barbs901,wolfj901,(none),(none),2023/05/20 17:39:20,unknown,pitches,ruddw701,78,fromrf,9,unknown,none,cloudy,177,23086,burkb001,mcgos001,smitw002
TEX202305030,ARI,TEX,ARL03,2023/05/03,0,regular,1:05PM,day,9,2,true,tomln901,barbs901,wolfj901,porta901,(none),(none),2023/10/03 06:10:21,unknown,pitches,bumpl701,79,fromrf,10,unknown,none,cloudy,185,21427,mantj002,sborj002,
TEX202305150,ATL,TEX,ARL03,2023/05/15,0,regular,7:05PM,night,9,2,true,addir901,merzd901,barkl901,littw901,(none),(none),2023/05/20 17:39:35,unknown,pitches,bumpl701,74,unknown,0,unknown,none,dome,151,26791,mortc002,bradc003,
TEX202305160,ATL,TEX,ARL03,2023/05/16,0,regular,7:05PM,night,9,2,true,merzd901,barkl901,littw901,addir901,(none),(none),2023/05/20 17:39:36,unknown,pitches,ruddw701,74,unknown,0,unknown,none,dome,135,23246,dunnd001,shusj001,smitw002
TEX202305170,ATL,TEX,ARL03,2023/05/17,0,regular,7:05PM,night,9,2,true,barkl901,littw901,addir901,merzd901,(none),(none),2023/06/22 09:03:41,unknown,pitches,wells701,74,unknown,0,unknown,none,dome,149,30035,anden001,burkb001,igler001
TEX202305190,COL,TEX,ARL03,2023/05/19,0,regular,7:05PM,night,9,2,true,dejer901,barrl901,ramoc901,marqa901,(none),(none),2023/06/21 09:12:06,unknown,pitches,ruddw701,74,unknown,0,unknown,none,dome,143,30819,perem004,kaufk001,
