game_id,visteam,hometeam,site,date,number,gametype,starttime,daynight,innings,tiebreaker,usedh,umphome,ump1b,ump2b,ump3b,umplf,umprf,inputtime,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save
PHI202305240,ARI,PHI,PHI13,2023/05/24,0,regular,1:05PM,day,9,2,true,valej901,johna901,gonzm901,wolcq901,(none),(none),2023/06/19 09:03:45,unknown,pitches,macom701,77,tocf,4,unknown,none,sunny,212,41544,kimbc001,ruizj001,
PHI202306050,DET,PHI,PHI13,2023/06/05,0,regular,6:40PM,night,9,2,true,valej901,johna901,gonzm901,wolcq901,(none),(none),2023/06/21 09:12:07,unknown,pitches,shutd701,76,fromlf,11,unknown,none,cloudy,167,33196,nolaa001,wentj001,
PHI202306060,DET,PHI,PHI13,2023/06/06,0,regular,6:40PM,night,9,2,true,johna901,gonzm901,wolcq901,valej901,(none),(none),2023/07/20 09:06:34,unknown,pitches,golam701,75,ltor,12,unknown,none,cloudy,127,36664,walkt004,alext001,kimbc001
PHI202306080,DET,PHI,PHI13,2023/06/08,0,regular,6:05PM,night,9,2,true,gonzm901,wolcq901,valej901,johna901,(none),(none),2023/07/01 09:04:57,unknown,pitches,shutd701,75,ltor,7,unknown,none,overcast,161,29028,kimbc001,langa001,
PHI202306090,LAN,PHI,PHI13,2023/06/09,0,regular,7:05PM,night,9,2,true,millb901,ortir901,whitc901,drakr901,(none),(none),2023/06/11 09:08:37,unknown,pitches,macom701,73,ltor,11,unknown,none,cloudy,172,42364,sotog003,fergc001,
PHI202306100,LAN,PHI,PHI13,2023/06/10,0,regular,4:05PM,day,9,2,true,ortir901,whitc901,drakr901,millb901,(none),(none),2023/06/12 09:06:04,unknown,pitches,golam701,82,fromlf,10,unknown,none,cloudy,161,44385,millb005,nolaa001,jacka003
PHI202306110,LAN,PHI,PHI13,2023/06/11,0,regular,1:35PM,day,9,2,true,whitc901,drakr901,millb901,ortir901,(none),(none),2023/06/21 09:12:08,unknown,pitches,matsk701,86,ltor,8,unknown,none,sunny,164,44287,walkt004,fergc001,
PHI202306200,ATL,PHI,PHI13,2023/06/20,0,regular,6:40PM,night,9,2,true,marqa901,dejer901,barrl901,macka901,(none),(none),2023/07/26 10:07:28,unknown,pitches,shutd701,75,rtol,12,unknown,none,cloudy,166,37746,stris002,hoffj003,igler001
PHI202306220,ATL,PHI,PHI13,2023/06/22,0,regular,1:05PM,day,9,2,true,dejer901,barrl901,macka901,marqa901,(none),(none),2023/06/24 09:04:44,unknown,pitches,matsk701,65,fromrf,13,unknown,none,cloudy,177,39570,igler001,marty001,
PHI202306230,NYN,PHI,PHI13,2023/06/23,0,regular,7:05PM,night,9,2,true,estam901,walsb901,bacce901,eddid901,(none),(none),2023/06/25 09:02:35,unknown,pitches,macom701,72,rtol,6,unknown,none,overcast,164,35093,walkt004,sengk001,
PHI202306240,NYN,PHI,PHI13,2023/06/24,0,regular,4:05PM,day,9,2,true,walsb901,bacce901,eddid901,estam901,(none),(none),2023/09/01 09:06:38,unknown,pitches,shutd701,78,tocf,7,unknown,none,cloudy,159,43586,schem001,sancc002,robed002
PHI202306250,NYN,PHI,PHI13,2023/06/25,0,regular,1:35PM,day,9,2,true,bacce901,eddid901,estam901,walsb901,(none),(none),2023/06/28 09:03:52,unknown,pitches,shutd701,88,tolf,5,unknown,none,cloudy,196,42901,hoffj003,brigj002,kimbc001
PHI202306300,WAS,PHI,PHI13,2023/06/30,0,regular,6:05PM,night,9,2,true,viscj901,jimee902,torrc901,kulpr901,(none),(none),2023/07/16 09:04:03,unknown,pitches,golam701,85,tocf,3,unknown,none,overcast,153,44261,grayj004,sancc002,harvh001
PHI202307010,WAS,PHI,PHI13,2023/07/01,0,regular,4:05PM,day,9,2,true,jimee902,torrc901,kulpr901,viscj901,(none),(none),2023/08/24 10:02:35,unknown,pitches,golam701,86,tocf,11,unknown,none,cloudy,163,42784,wheez001,gorem001,
PHI202307020,WAS,PHI,PHI13,2023/07/02,0,regular,1:35PM,day,9,2,true,torrc901,kulpr901,viscj901,jimee902,(none),(none),2023/07/29 12:23:03,unknown,pitches,matsk701,87,tocf,7,unknown,none,cloudy,151,41531,willt002,suarr001,harvh001
PHI202307140,SDN,PHI,PHI13,2023/07/14,0,regular,6:05PM,night,9,2,true,belld901,cuzzp901,lives901,ballb901,(none),(none),2023/07/23 20:30:20,unknown,pitches,golam701,87,torf,8,unknown,none,cloudy,176,44028,darvy001,sancc002,hadej001
PHI202307151,SDN,PHI,PHI13,2023/07/15,1,regular,1:05PM,day,9,2,true,cuzzp901,riggj901,ballb901,belld901,(none),(none),2023/10/03 06:10:26,unknown,pitches,matsk701,90,tocf,6,unknown,none,sunny,182,43712,stram001,hillt002,kimbc001
PHI202307152,SDN,PHI,PHI13,2023/07/15,2,regular,7:05PM,night,9,2,true,lives901,ballb901,belld901,riggj901,(none),(none),2023/10/03 06:10:26,unknown,pitches,shutd701,86,tocf,11,unknown,none,cloudy,190,33132,walkt004,weatr001,
PHI202307160,SDN,PHI,PHI13,2023/07/16,0,regular,1:35PM,day,9,2,true,ballb901,belld901,cuzzp901,lives901,(none),(none),2023/08/02 12:05:14,unknown,pitches,matsk701,77,unknown,3,unknown,none,cloudy,210,37204,hoffj003,hillt002,
PHI202307180,MIL,PHI,PHI13,2023/07/18,0,regular,6:40PM,night,9,2,true,barrl901,thomd901,bakej902,millb903,(none),(none),2023/07/20 09:06:38,unknown,pitches,shutd701,89,ltor,12,unknown,none,cloudy,155,35302,nolaa001,tehej001,kimbc001
PHI202307190,MIL,PHI,PHI13,2023/07/19,0,regular,6:40PM,night,9,2,true,thomd901,bakej902,millb903,barrl901,(none),(none),2023/07/25 09:03:17,unknown,pitches,macom701,82,tocf,3,unknown,none,cloudy,160,33753,milnh001,hoffj003,willd004
PHI202307200,MIL,PHI,PHI13,2023/07/20,0,regular,12:35PM,day,9,2,true,bakej902,millb903,barrl901,thomd901,(none),(none),2023/07/23 20:30:24,unknown,pitches,macom701,84,tolf,4,unknown,none,cloudy,143,38276,burnc002,walkt004,
PHI202307240,BAL,PHI,PHI13,2023/07/24,0,regular,6:40PM,night,9,2,true,littw901,barkl901,merzd901,addir901,(none),(none),2023/08/27 09:03:05,unknown,pitches,shutd701,85,tocf,11,unknown,none,cloudy,161,44043,bakeb001,kimbc001,perec004
PHI202307250,BAL,PHI,PHI13,2023/07/25,0,regular,6:40PM,night,9,2,true,barkl901,merzd901,addir901,littw901,(none),(none),2023/07/29 12:23:06,unknown,pitches,golam701,72,unknown,4,unknown,none,cloudy,168,37200,marty001,canoy001,
PHI202307260,BAL,PHI,PHI13,2023/07/26,0,regular,6:05PM,night,9,2,true,merzd901,addir901,littw901,barkl901,(none),(none),2023/08/01 12:13:57,unknown,pitches,macom701,89,torf,7,unknown,none,sunny,141,40235,domis001,bradk001,sotog003
PHI202308040,KCA,PHI,PHI13,2023/08/04,0,regular,7:05PM,night,9,2,true,buckc901,may-b901,nelsj901,segac901,(none),(none),2023/09/21 09:08:20,unknown,pitches,macom701,76,tocf,7,unknown,none,cloudy,184,36510,lylej001,nolaa001,cox-a001
PHI202308050,KCA,PHI,PHI13,2023/08/05,0,regular,6:05PM,night,9,2,true,may-b901,nelsj901,segac901,buckc901,(none),(none),2023/08/12 12:30:46,unknown,pitches,golam701,86,fromlf,7,unknown,none,cloudy,150,42326,stram001,zerpa001,kimbc001
PHI202308060,KCA,PHI,PHI13,2023/08/06,0,regular,1:35PM,day,9,2,true,nelsj901,segac901,buckc901,may-b901,(none),(none),2023/08/25 09:03:59,unknown,pitches,matsk701,87,tocf,6,unknown,none,cloudy,137,43112,walkt004,greiz001,
PHI202308081,WAS,PHI,PHI13,2023/08/08,1,regular,4:05PM,night,9,2,true,bakej902,willl901,millb903,gibsh902,(none),(none),2023/09/01 09:06:40,unknown,pitches,shutd701,79,ltor,15,unknown,none,cloudy,153,0,wheez001,willt002,
PHI202308082,WAS,PHI,PHI13,2023/08/08,2,regular,7:24PM,night,9,2,true,thomd901,millb903,gibsh902,willl901,(none),(none),2023/09/01 09:06:40,unknown,pitches,matsk701,81,ltor,14,unknown,none,cloudy,184,40264,weemj001,kimbc001,finnk001
PHI202308090,WAS,PHI,PHI13,2023/08/09,0,regular,6:40PM,night,9,2,true,millb903,gibsh902,bakej902,thomd901,(none),(none),2023/08/24 10:02:43,unknown,pitches,matsk701,86,torf,11,unknown,none,cloudy,129,30406,lorem002,gorem001,
PHI202308100,WAS,PHI,PHI13,2023/08/10,0,regular,6:40PM,night,9,2,true,gibsh902,bakej902,thomd901,millb903,(none),(none),2023/08/12 12:30:49,unknown,pitches,shutd701,74,torf,6,unknown,none,cloudy,188,30113,stram001,macha003,
PHI202308110,MIN,PHI,PHI13,2023/08/11,0,regular,7:05PM,night,9,2,true,sches901,moorm901,macka901,drecb901,(none),(none),2023/08/13 14:01:12,unknown,pitches,golam701,84,torf,10,unknown,none,cloudy,166,33071,sancc002,keucd001,
PHI202308120,MIN,PHI,PHI13,2023/08/12,0,regular,6:05PM,night,9,2,true,moorm901,macka901,drecb901,sches901,(none),(none),2023/09/07 09:04:18,unknown,pitches,golam701,84,torf,8,unknown,none,cloudy,180,40117,lopep002,walkt004,
PHI202308130,MIN,PHI,PHI13,2023/08/13,0,regular,1:35PM,day,9,2,true,macka901,drecb901,sches901,moorm901,(none),(none),2023/08/16 09:03:34,unknown,pitches,matsk701,86,ltor,13,unknown,none,cloudy,160,40111,grays001,suarr001,duraj002
PHI202308210,SFN,PHI,PHI13,2023/08/21,0,regular,6:40PM,night,9,2,true,hamaa901,mahrn901,metzj901,carav901,(none),(none),2023/09/08 09:03:03,unknown,pitches,macom701,88,fromcf,9,unknown,none,cloudy,164,36274,nolaa001,manas001,
PHI202308220,SFN,PHI,PHI13,2023/08/22,0,regular,6:40PM,night,9,2,true,mahrn901,metzj901,carav901,hamaa901,(none),(none),2023/08/31 09:04:15,unknown,pitches,golam701,79,fromcf,11,unknown,none,sunny,174,40420,kimbc001,dovac001,
PHI202308230,SFN,PHI,PHI13,2023/08/23,0,regular,4:05PM,day,9,2,true,metzj901,carav901,hamaa901,mahrn901,(none),(none),2023/08/26 09:03:41,unknown,pitches,shutd701,82,torf,4,unknown,none,cloudy,218,33035,junij001,kimbc001,walkr001
PHI202308250,SLN,PHI,PHI13,2023/08/25,0,regular,7:05PM,night,9,2,true,sches901,wegnm901,moorm901,drecb901,(none),(none),2023/09/22 09:02:13,unknown,pitches,macom701,85,ltor,4,unknown,none,cloudy,138,34118,sancc002,mikom001,
PHI202308260,SLN,PHI,PHI13,2023/08/26,0,regular,7:15PM,night,9,2,true,wegnm901,moorm901,drecb901,sches901,(none),(none),2023/09/22 09:02:15,unknown,pitches,macom701,85,fromcf,8,unknown,none,cloudy,161,44097,wheez001,hudsd002,
PHI202308270,SLN,PHI,PHI13,2023/08/27,0,regular,1:35PM,day,9,2,true,moorm901,drecb901,sches901,wegnm901,(none),(none),2023/08/31 09:04:17,unknown,pitches,matsk701,86,tolf,7,unknown,none,sunny,162,41141,nolaa001,rom-d001,kimbc001
PHI202308280,ANA,PHI,PHI13,2023/08/28,0,regular,6:40PM,night,9,2,true,bacce901,diazl901,estam901,fleta901,(none),(none),2023/09/08 09:03:04,unknown,pitches,golam701,77,rtol,9,unknown,none,cloudy,157,38142,walkt004,gioll001,kimbc001
PHI202308290,ANA,PHI,PHI13,2023/08/29,0,regular,6:40PM,night,9,2,true,diazl901,estam901,fleta901,bacce901,(none),(none),2023/09/10 09:03:17,unknown,pitches,macom701,78,tolf,5,unknown,none,cloudy,155,36096,lorem002,andet002,
PHI202308300,ANA,PHI,PHI13,2023/08/30,0,regular,1:05PM,day,9,2,true,estam901,fleta901,bacce901,diazl901,(none),(none),2023/09/22 09:02:16,unknown,pitches,shutd701,83,fromlf,6,unknown,none,cloudy,183,34655,moorm003,kimbc001,estec001
PHI202309080,MIA,PHI,PHI13,2023/09/08,0,regular,7:05PM,night,9,2,true,tomln901,barbs901,muchm901,porta901,(none),(none),2023/09/10 09:03:21,unknown,pitches,matsk701,80,tolf,11,unknown,none,cloudy,164,40190,robed002,stram001,scott003
PHI202309090,MIA,PHI,PHI13,2023/09/09,0,regular,6:05PM,night,9,2,true,barbs901,muchm901,porta901,tomln901,(none),(none),2023/10/06 09:13:08,unknown,pitches,golam701,73,rtol,5,unknown,none,cloudy,187,40899,hoffj003,cuetj001,
PHI202309100,MIA,PHI,PHI13,2023/09/10,0,regular,1:05PM,day,9,2,true,muchm901,porta901,tomln901,barbs901,(none),(none),2023/09/12 09:02:59,unknown,pitches,matsk701,74,rtol,3,unknown,none,cloudy,182,40894,robed002,domis001,scott003
PHI202309111,ATL,PHI,PHI13,2023/09/11,1,regular,1:05PM,day,9,2,true,vanol901,metzj901,mosce901,reybd901,(none),(none),2023/10/05 09:13:34,unknown,pitches,macom701,78,tocf,4,unknown,none,sunny,188,30572,igler001,alvaj004,yatek001
PHI202309112,ATL,PHI,PHI13,2023/09/11,2,regular,6:40PM,night,9,2,true,rackd901,mosce901,reybd901,metzj901,(none),(none),2023/10/05 09:13:34,unknown,pitches,shutd701,76,ltor,8,unknown,none,cloudy,163,27025,lorem002,wrigk001,kimbc001
PHI202309120,ATL,PHI,PHI13,2023/09/12,0,regular,6:40PM,night,9,2,true,mosce901,reybd901,rackd901,vanol901,(none),(none),2023/09/21 08:43:23,unknown,pitches,matsk701,83,tocf,4,unknown,none,cloudy,208,28683,igler001,kimbc001,handb001
PHI202309130,ATL,PHI,PHI13,2023/09/13,0,regular,6:40PM,night,9,2,true,reybd901,rackd901,vanol901,mosce901,(none),(none),2023/09/17 07:18:40,unknown,pitches,matsk701,81,torf,7,unknown,none,cloudy,140,31133,stris002,sancc002,yatek001
PHI202309210,NYN,PHI,PHI13,2023/09/21,0,regular,7:15PM,night,9,2,true,hudsm901,blakr901,eddid901,jimee902,(none),(none),2023/09/24 09:04:00,unknown,pitches,golam701,69,fromcf,7,unknown,none,cloudy,168,30116,suarr001,brigj002,alvaj004
PHI202309220,NYN,PHI,PHI13,2023/09/22,0,regular,7:05PM,night,9,2,true,blakr901,eddid901,jimee902,hudsm901,(none),(none),2023/10/03 06:10:36,unknown,pitches,macom701,66,fromrf,14,unknown,none,cloudy,189,38795,domis001,ottaa001,
PHI202309230,NYN,PHI,PHI13,2023/09/23,0,regular,4:05PM,day,9,2,true,eddid901,jimee902,hudsm901,blakr901,(none),(none),2023/10/06 09:13:09,unknown,pitches,shutd701,61,fromrf,19,unknown,none,cloudy,151,40388,wheez001,quinj001,alvaj004
PHI202309240,NYN,PHI,PHI13,2023/09/24,0,regular,6:05PM,night,9,2,true,jimee902,hudsm901,blakr901,eddid901,(none),(none),2023/10/05 09:13:37,unknown,pitches,golam701,66,tocf,11,unknown,none,cloudy,144,41139,sancc002,buttj001,lorem002
PHI202309260,PIT,PHI,PHI13,2023/09/26,0,regular,6:40PM,night,9,2,true,reybd901,herna901,hoyej901,libkj901,(none),(none),2023/10/03 06:10:39,unknown,pitches,macom701,59,tolf,11,unknown,none,cloudy,169,32116,hoffj003,bednd001,
PHI202309270,PIT,PHI,PHI13,2023/09/27,0,regular,6:40PM,night,9,2,true,herna901,hoyej901,libkj901,reybd901,(none),(none),2023/10/05 09:13:38,unknown,pitches,shutd701,64,fromrf,10,unknown,none,cloudy,159,31388,kerko001,hernj005,sotog003
PHI202309280,PIT,PHI,PHI13,2023/09/28,0,regular,6:05PM,night,9,2,true,hoyej901,libkj901,reybd901,herna901,(none),(none),2023/10/06 09:13:10,unknown,pitches,golam701,62,fromrf,12,unknown,none,cloudy,161,34046,ortil003,stram001,bednd001
BAL202304070,NYA,BAL,BAL12,2023/04/07,0,regular,3:05PM,day,9,2,true,whitc901,ortir901,millb901,drakr901,(none),(none),2023/07/28 12:23:55,unknown,pitches,jacom701,55,torf,6,unknown,none,overcast,184,45017,perec004,marir001,bautf001
BAL202304080,NYA,BAL,BAL12,2023/04/08,0,regular,7:05PM,night,9,2,true,ortir901,millb901,drakr901,whitc901,(none),(none),2023/10/03 06:10:18,unknown,pitches,hetrd701,51,fromlf,7,unknown,none,overcast,167,30561,britj003,irvic001,holmc001
BAL202304090,NYA,BAL,BAL12,2023/04/09,0,regular,1:35PM,day,9,2,true,millb901,drakr901,whitc901,ortir901,(none),(none),2023/05/20 17:38:54,unknown,pitches,lee-j701,55,rtol,6,unknown,none,cloudy,148,29221,cortn001,wellt003,holmc001
BAL202304100,OAK,BAL,BAL12,2023/04/10,0,regular,6:35PM,night,9,2,true,moorm901,wegnm901,drecb901,sches901,(none),(none),2023/05/20 17:38:56,unknown,pitches,eiger701,64,tolf,6,unknown,none,sunny,168,9322,gibsk002,searj001,
BAL202304110,OAK,BAL,BAL12,2023/04/11,0,regular,6:35PM,night,9,2,true,wegnm901,drecb901,sches901,moorm901,(none),(none),2023/07/05 09:04:32,unknown,pitches,jacom701,76,torf,5,unknown,none,cloudy,188,12305,bakeb001,molls001,
BAL202304120,OAK,BAL,BAL12,2023/04/12,0,regular,6:35PM,night,9,2,true,drecb901,sches901,moorm901,wegnm901,(none),(none),2023/05/20 17:38:58,unknown,pitches,eiger701,84,torf,14,unknown,none,sunny,170,10181,smitc007,akink001,
BAL202304130,OAK,BAL,BAL12,2023/04/13,0,regular,1:05PM,day,9,2,true,sches901,moorm901,wegnm901,drecb901,(none),(none),2023/05/20 17:38:59,unknown,pitches,hetrd701,84,tolf,6,unknown,none,sunny,178,11665,bautf001,may-t001,
BAL202304210,DET,BAL,BAL12,2023/04/21,0,regular,7:05PM,night,9,2,true,ballb901,carav901,mahrn901,hamaa901,(none),(none),2023/05/20 17:39:08,unknown,pitches,jacom701,80,tolf,8,unknown,none,sunny,145,18772,bautf001,folej001,
BAL202304220,DET,BAL,BAL12,2023/04/22,0,regular,7:05PM,night,9,2,true,carav901,mahrn901,hamaa901,ballb901,(none),(none),2023/07/13 09:01:16,unknown,pitches,hetrd701,59,unknown,0,unknown,none,overcast,135,12194,gibsk002,wentj001,
BAL202304230,DET,BAL,BAL12,2023/04/23,0,regular,1:35PM,day,9,2,true,mahrn901,hamaa901,ballb901,carav901,(none),(none),2023/05/24 09:02:43,unknown,pitches,tritb701,64,ltor,10,unknown,none,cloudy,164,36975,akink001,englm001,
BAL202304240,BOS,BAL,BAL12,2023/04/24,0,regular,6:35PM,night,9,2,true,valej901,johna901,gonzm901,wolcq901,(none),(none),2023/05/23 09:03:25,unknown,pitches,eiger701,59,torf,8,unknown,none,cloudy,149,11811,kremd001,salec001,canoy001
BAL202304250,BOS,BAL,BAL12,2023/04/25,0,regular,6:35PM,night,9,2,true,johna901,gonzm901,wolcq901,valej901,(none),(none),2023/05/20 17:39:13,unknown,pitches,lee-j701,59,tolf,4,unknown,none,cloudy,164,14343,klubc001,bradk001,jansk001
BAL202304260,BOS,BAL,BAL12,2023/04/26,0,regular,1:05PM,day,9,2,true,gonzm901,wolcq901,valej901,johna901,(none),(none),2023/05/20 17:39:14,unknown,pitches,hetrd701,61,tolf,7,unknown,none,cloudy,157,12044,wellt003,houct001,
BAL202305080,TBA,BAL,BAL12,2023/05/08,0,regular,6:35PM,night,9,2,true,ticht901,knigb901,tosia901,randt901,(none),(none),2023/05/20 17:39:27,unknown,pitches,lee-j701,81,tolf,8,unknown,none,cloudy,155,12669,mccls003,gibsk002,adamj002
BAL202305090,TBA,BAL,BAL12,2023/05/09,0,regular,6:35PM,night,9,2,true,knigb901,tosia901,randt901,ticht901,(none),(none),2023/05/20 17:39:29,unknown,pitches,hetrd701,65,fromrf,3,unknown,none,cloudy,142,10017,rodrg003,efliz001,bautf001
BAL202305100,TBA,BAL,BAL12,2023/05/10,0,regular,6:35PM,night,9,2,true,tosia901,randt901,ticht901,knigb901,(none),(none),2023/07/12 09:02:25,unknown,pitches,eiger701,72,tolf,6,unknown,none,cloudy,143,14395,kremd001,chiry001,canoy001
BAL202305120,PIT,BAL,BAL12,2023/05/12,0,regular,7:05PM,night,9,2,true,hoyej901,reybd901,libkj901,jimee902,(none),(none),2023/06/10 09:05:42,unknown,pitches,lee-j701,82,fromlf,7,unknown,none,cloudy,167,25682,bakeb001,hernj005,bautf001
BAL202305130,PIT,BAL,BAL12,2023/05/13,0,regular,7:05PM,night,9,2,true,reybd901,libkj901,jimee902,hoyej901,(none),(none),2023/05/20 17:39:33,unknown,pitches,lee-j701,67,torf,5,unknown,none,overcast,124,21926,wellt003,contr001,bautf001
BAL202305140,PIT,BAL,BAL12,2023/05/14,0,regular,1:35PM,day,9,2,true,libkj901,jimee902,hoyej901,reybd901,(none),(none),2023/10/03 06:10:23,unknown,pitches,lee-j701,75,ltor,4,unknown,none,cloudy,157,36403,kellm003,gibsk002,
BAL202305150,ANA,BAL,BAL12,2023/05/15,0,regular,6:35PM,night,9,2,true,onorb901,hobep901,jimee901,cejan901,(none),(none),2023/05/20 17:39:35,unknown,pitches,hetrd701,74,torf,7,unknown,none,sunny,171,20148,ohtas001,rodrg003,
BAL202305160,ANA,BAL,BAL12,2023/05/16,0,regular,6:35PM,night,9,2,true,hobep901,jimee901,cejan901,onorb901,(none),(none),2023/05/20 17:39:36,unknown,pitches,jacom701,77,fromrf,10,unknown,none,cloudy,155,13244,kremd001,silsc001,
BAL202305170,ANA,BAL,BAL12,2023/05/17,0,regular,6:35PM,night,9,2,true,jimee901,cejan901,onorb901,hobep901,(none),(none),2023/06/22 09:03:41,unknown,pitches,eiger701,67,fromlf,13,unknown,none,sunny,150,15702,bradk001,canng001,bautf001
BAL202305180,ANA,BAL,BAL12,2023/05/18,0,regular,12:35PM,day,9,2,true,cejan901,onorb901,hobep901,jimee901,(none),(none),2023/05/20 17:39:38,unknown,pitches,lee-j701,67,tocf,8,unknown,none,sunny,185,27778,devec001,bakeb001,estec001
BAL202305260,TEX,BAL,BAL12,2023/05/26,0,regular,7:05PM,night,9,2,true,bakej902,millb903,carlm901,gibsh902,(none),(none),2023/10/03 06:10:24,unknown,pitches,jacom701,73,fromrf,7,unknown,none,sunny,156,20293,grayj003,rodrg003,
BAL202305270,TEX,BAL,BAL12,2023/05/27,0,regular,4:05PM,day,9,2,true,millb903,carlm901,gibsh902,bakej902,(none),(none),2023/06/19 09:03:46,unknown,pitches,hetrd701,78,rtol,9,unknown,none,cloudy,148,37939,heana001,kremd001,
BAL202305280,TEX,BAL,BAL12,2023/05/28,0,regular,1:35PM,day,9,2,true,carlm901,gibsh902,bakej902,millb903,(none),(none),2023/06/10 09:05:45,unknown,pitches,tritb701,71,torf,3,unknown,none,cloudy,150,25124,could001,ragac001,bautf001
BAL202305290,CLE,BAL,BAL12,2023/05/29,0,regular,1:05PM,day,9,2,true,eddid901,marqa901,dejer901,barrl901,(none),(none),2023/06/10 09:05:46,unknown,pitches,hetrd701,81,fromrf,3,unknown,none,overcast,139,25249,allel003,wellt003,
BAL202305300,CLE,BAL,BAL12,2023/05/30,0,regular,7:05PM,night,9,2,true,marqa901,dejer901,barrl901,eddid901,(none),(none),2023/06/11 09:08:33,unknown,pitches,jacom701,73,rtol,9,unknown,none,cloudy,164,11709,gibsk002,quanc001,bautf001
BAL202305310,CLE,BAL,BAL12,2023/05/31,0,regular,3:05PM,day,9,2,true,dejer901,barrl901,eddid901,marqa901,(none),(none),2023/06/13 09:05:22,unknown,pitches,eiger701,79,tolf,6,unknown,none,sunny,191,11304,currx001,givem001,
BAL202306090,KCA,BAL,BAL12,2023/06/09,0,regular,7:05PM,night,9,2,true,barrs901,morag901,becka901,iassd901,(none),(none),2023/06/11 09:08:37,unknown,pitches,tritb701,73,torf,8,unknown,none,cloudy,149,18076,wellt003,lyncd001,bautf001
BAL202306100,KCA,BAL,BAL12,2023/06/10,0,regular,4:05PM,day,9,2,true,morag901,becka901,iassd901,barrs901,(none),(none),2023/06/12 09:06:03,unknown,pitches,hetrd701,85,torf,9,unknown,none,cloudy,171,34136,irvic001,singb001,
BAL202306110,KCA,BAL,BAL12,2023/06/11,0,regular,1:35PM,day,9,2,true,becka901,iassd901,barrs901,morag901,(none),(none),2023/06/21 09:12:08,unknown,pitches,lee-j701,87,tolf,6,unknown,none,cloudy,156,23255,gibsk002,mayem001,
BAL202306130,TOR,BAL,BAL12,2023/06/13,0,regular,7:05PM,night,9,2,true,kulpr901,valej901,torrc901,ballb901,(none),(none),2023/07/12 09:02:26,unknown,pitches,lee-j701,79,torf,3,unknown,none,cloudy,190,16018,kremd001,bassc001,
BAL202306140,TOR,BAL,BAL12,2023/06/14,0,regular,7:05PM,night,9,2,true,valej901,torrc901,ballb901,kulpr901,(none),(none),2023/06/28 08:59:40,unknown,pitches,eiger701,77,torf,12,unknown,none,sunny,155,16083,berrj001,bradk001,romaj004
BAL202306150,TOR,BAL,BAL12,2023/06/15,0,regular,1:05PM,day,9,2,true,torrc901,ballb901,kulpr901,valej901,(none),(none),2023/07/18 09:03:27,unknown,pitches,tritb701,79,rtol,3,unknown,none,cloudy,165,22555,wellt003,garcy001,bautf001
BAL202306230,SEA,BAL,BAL12,2023/06/23,0,regular,7:05PM,night,9,2,true,hobep901,metzj901,cejan901,onorb901,(none),(none),2023/06/25 09:02:35,unknown,pitches,jacom701,73,tolf,1,unknown,none,overcast,176,16234,gilbl002,gibsk002,
BAL202306240,SEA,BAL,BAL12,2023/06/24,0,regular,4:05PM,day,9,2,true,metzj901,cejan901,onorb901,hobep901,(none),(none),2023/09/01 09:06:38,unknown,pitches,hetrd701,82,fromrf,5,unknown,none,cloudy,194,32884,baumm001,topaj001,
BAL202306250,SEA,BAL,BAL12,2023/06/25,0,regular,1:35PM,day,9,2,true,cejan901,onorb901,hobep901,metzj901,(none),(none),2023/06/28 09:03:52,unknown,pitches,lee-j701,85,fromrf,6,unknown,none,sunny,141,19143,bradk001,kirbg001,bautf001
BAL202306260,CIN,BAL,BAL12,2023/06/26,0,regular,7:05PM,night,9,2,true,addir901,merzd901,littw901,barkl901,(none),(none),2023/06/28 09:03:53,unknown,pitches,hetrd701,79,torf,10,unknown,none,cloudy,177,13077,zimmb002,willb003,
BAL202306270,CIN,BAL,BAL12,2023/06/27,0,regular,7:05PM,night,9,2,true,merzd901,littw901,barkl901,addir901,(none),(none),2023/07/04 09:04:45,unknown,pitches,jacom701,73,tolf,5,unknown,none,cloudy,160,14057,abboa001,wellt003,diaza004
BAL202306280,CIN,BAL,BAL12,2023/06/28,0,regular,7:05PM,night,9,2,true,littw901,barkl901,addir901,merzd901,(none),(none),2023/07/01 09:05:04,unknown,pitches,eiger701,79,torf,5,unknown,none,cloudy,234,21152,diaza004,akink001,
BAL202306300,MIN,BAL,BAL12,2023/06/30,0,regular,7:05PM,night,9,2,true,bacce901,fleta901,estam901,riggj901,(none),(none),2023/07/16 09:04:03,unknown,pitches,jacom701,73,tolf,5,unknown,none,cloudy,170,34792,lopep002,kremd001,
BAL202307010,MIN,BAL,BAL12,2023/07/01,0,regular,4:05PM,day,9,2,true,fleta901,estam901,riggj901,bacce901,(none),(none),2023/08/24 10:02:35,unknown,pitches,tritb701,81,tolf,6,unknown,none,overcast,140,40012,oberb002,bradk001,duraj002
BAL202307020,MIN,BAL,BAL12,2023/07/02,0,regular,12:05PM,day,9,2,true,estam901,riggj901,bacce901,fleta901,(none),(none),2023/07/29 12:23:03,unknown,pitches,eiger701,84,tolf,2,unknown,none,cloudy,160,16299,perec004,duraj002,bautf001
BAL202307140,MIA,BAL,BAL12,2023/07/14,0,regular,7:05PM,night,9,2,true,libkj901,hoyej901,clemp901,vondc901,(none),(none),2023/07/23 20:30:20,unknown,pitches,eiger701,81,tolf,6,unknown,none,cloudy,153,23377,kremd001,alcas001,bautf001
