game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA202304070,2023-04-07,ANA,TOR,2,0
ANA202304080,2023-04-08,ANA,TOR,0,0
ANA202304090,2023-04-09,ANA,TOR,3,0
ANA202304100,2023-04-10,ANA,WAS,2,0
ANA202304110,2023-04-11,ANA,WAS,0,0
ANA202304120,2023-04-12,ANA,WAS,0,0
ANA202304210,2023-04-21,ANA,KCA,0,0
ANA202304220,2023-04-22,ANA,KCA,0,0
ANA202304230,2023-04-23,ANA,KCA,1,1
ANA202304240,2023-04-24,ANA,OAK,0,2
ANA202304250,2023-04-25,ANA,OAK,4,1
ANA202304260,2023-04-26,ANA,OAK,0,1
ANA202304270,2023-04-27,ANA,OAK,0,0
ANA202305050,2023-05-05,ANA,TEX,0,0
ANA202305060,2023-05-06,ANA,TEX,0,0
ANA202305070,2023-05-07,ANA,TEX,3,0
ANA202305080,2023-05-08,ANA,HOU,0,0
ANA202305090,2023-05-09,ANA,HOU,0,0
ANA202305100,2023-05-10,ANA,HOU,0,1
ANA202305190,2023-05-19,ANA,MIN,0,0
ANA202305200,2023-05-20,ANA,MIN,0,3
ANA202305210,2023-05-21,ANA,MIN,0,0
ANA202305220,2023-05-22,ANA,BOS,0,0
ANA202305230,2023-05-23,ANA,BOS,1,0
ANA202305240,2023-05-24,ANA,BOS,0,0
ANA202305260,2023-05-26,ANA,MIA,0,0
ANA202305270,2023-05-27,ANA,MIA,0,1
ANA202305280,2023-05-28,ANA,MIA,0,0
ANA202306060,2023-06-06,ANA,CHN,0,0
ANA202306070,2023-06-07,ANA,CHN,0,0
ANA202306080,2023-06-08,ANA,CHN,0,0
ANA202306090,2023-06-09,ANA,SEA,0,2
ANA202306100,2023-06-10,ANA,SEA,0,0
ANA202306110,2023-06-11,ANA,SEA,2,0
ANA202306200,2023-06-20,ANA,LAN,0,0
ANA202306210,2023-06-21,ANA,LAN,0,0
ANA202306260,2023-06-26,ANA,CHA,0,1
ANA202306270,2023-06-27,ANA,CHA,1,0
ANA202306280,2023-06-28,ANA,CHA,2,2
ANA202306290,2023-06-29,ANA,CHA,1,1
ANA202306300,2023-06-30,ANA,ARI,0,1
ANA202307010,2023-07-01,ANA,ARI,0,0
ANA202307020,2023-07-02,ANA,ARI,1,0
ANA202307140,2023-07-14,ANA,HOU,0,0
ANA202307150,2023-07-15,ANA,HOU,0,0
ANA202307160,2023-07-16,ANA,HOU,0,1
ANA202307170,2023-07-17,ANA,NYA,0,0
ANA202307180,2023-07-18,ANA,NYA,2,0
ANA202307190,2023-07-19,ANA,NYA,2,0
ANA202307210,2023-07-21,ANA,PIT,0,0
ANA202307220,2023-07-22,ANA,PIT,0,0
ANA202307230,2023-07-23,ANA,PIT,1,1
ANA202308030,2023-08-03,ANA,SEA,0,0
ANA202308040,2023-08-04,ANA,SEA,1,4
ANA202308050,2023-08-05,ANA,SEA,0,0
ANA202308060,2023-08-06,ANA,SEA,1,1
ANA202308070,2023-08-07,ANA,SFN,0,0
ANA202308080,2023-08-08,ANA,SFN,4,0
ANA202308090,2023-08-09,ANA,SFN,0,0
ANA202308180,2023-08-18,ANA,TBA,1,1
ANA202308192,2023-08-19,ANA,TBA,0,0
ANA202308191,2023-08-19,ANA,TBA,0,2
ANA202308220,2023-08-22,ANA,CIN,0,1
