game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,umplf,umprf
BRO195009120,"""version 7RS(19) of 07/07/92""",CIN,BRO,1950/09/12,NYC15,0,0:00PM,day,false,dascf901,jordl901,(none),goetl901,"""YOUNG/ROSENTHAL""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 11:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,123,3323,erskc101,blace102,,,,,
BRO195009141,"""version 7RS(19) of 07/07/92""",CIN,BRO,1950/09/14,NYC15,1,0:00PM,day,false,jordl901,goetl901,(none),dascf901,"""YOUNG/ROSENTHAL""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 11:50AM,park,none,0,unknown,-1,unknown,unknown,unknown,122,0,palie101,raffk101,,,,,
BRO195009142,"""version 7RS(19) of 07/07/92""",CIN,BRO,1950/09/14,NYC15,2,0:00PM,day,false,goetl901,dascf901,(none),jordl901,"""YOUNG/ROSENTHAL""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 4:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,3431,roe-p101,eraue101,branr103,,,,
BRO195009150,"""version 7RS(19) of 07/07/92""",SLN,BRO,1950/09/15,NYC15,0,0:00PM,day,false,boggd901,robbs901,(none),pineb101,"""DICK YOUNG""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 4:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,6329,mungr101,newcd101,,,,,
BRO195009160,"""version 7RS(19) of 07/07/92""",SLN,BRO,1950/09/16,NYC15,0,0:00PM,day,false,robbs901,pineb101,(none),boggd901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1993/09/18 3:34PM,unknown,pitches,0,unknown,-1,unknown,unknown,unknown,140,12486,wilkt101,erskc101,braza101,,,,
BRO195009170,"""version 7RS(19) of 07/07/92""",CHN,BRO,1950/09/17,NYC15,0,0:00PM,day,false,balll901,warnl101,barla901,donaa901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1993/09/18 4:32PM,unknown,pitches,0,unknown,-1,unknown,unknown,unknown,147,13023,rushb101,branr103,,,,,
BRO195009180,"""version 7RS(19) of 07/07/92""",CHN,BRO,1950/09/18,NYC15,0,0:00PM,day,false,warnl101,barla901,donaa901,balll901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 10:53PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,175,2051,dubim101,roe-p101,leond103,,,,
BRO195009191,"""version 7RS(19) of 07/07/92""",PIT,BRO,1950/09/19,NYC15,1,0:00PM,day,false,gorea901,stewb901,(none),warnl101,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/28 10:50PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,133,0,newcd101,law-v101,,,,,
BRO195009192,"""version 7RS(19) of 07/07/92""",PIT,BRO,1950/09/19,NYC15,2,0:00PM,day,false,stewb901,warnl101,(none),gorea901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/28 11:08PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,122,2637,palie101,dickm101,,,,,
BRO195009200,"""version 7RS(19) of 07/07/92""",PIT,BRO,1950/09/20,NYC15,0,0:00PM,day,false,warnl101,gorea901,(none),stewb901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/29 9:15PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,115,1011,erskc101,macdb101,,,,,
BRO195009210,"""version 7RS(19) of 07/07/92""",PIT,BRO,1950/09/21,NYC15,0,0:00PM,day,false,gorea901,stewb901,(none),warnl101,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1993/09/18 6:25PM,unknown,pitches,0,unknown,-1,unknown,unknown,unknown,160,5241,palie101,werlb101,,,,,
BRO195009251,"""version 7RS(19) of 07/07/92""",NY1,BRO,1950/09/25,NYC15,1,0:00PM,day,false,goetl901,dascf901,(none),jordl901,"""Allan Roth""","""David W. Smith""","""David W. Smith""",1993/07/01 11:06AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,130,3181,roe-p101,jones103,,,,,
BRO195009252,"""version 7RS(19) of 07/07/92""",NY1,BRO,1950/09/25,NYC15,2,0:00PM,night,false,dascf901,jordl901,(none),goetl901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/29 10:32PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,187,16781,magls101,erskc101,kosld101,,,,
BRO195009260,"""version 7RS(19) of 07/07/92""",NY1,BRO,1950/09/26,NYC15,0,0:00PM,day,false,jordl901,goetl901,(none),dascf901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/30 9:08AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,117,4427,branr103,jansl101,bankd101,,,,
BRO195009271,"""version 7RS(19) of 07/07/92""",BSN,BRO,1950/09/27,NYC15,1,0:00PM,day,false,warnl101,balll901,(none),barla901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1993/09/18 9:46AM,unknown,pitches,0,unknown,-1,unknown,unknown,unknown,168,0,bankd101,hogub101,,,,,
BRO195009272,"""version 7RS(19) of 07/07/92""",BSN,BRO,1950/09/27,NYC15,2,0:00PM,day,false,balll901,barla901,(none),warnl101,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/30 9:55AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,122,8447,sainj101,palie101,hogub101,,,,
BRO195009281,"""version 7RS(19) of 07/07/92""",BSN,BRO,1950/09/28,NYC15,1,0:00PM,day,false,barla901,warnl101,(none),balll901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/30 10:24AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,119,0,erskc101,haefm101,bankd101,,,,
BRO195009282,"""version 7RS(19) of 07/07/92""",BSN,BRO,1950/09/28,NYC15,2,0:00PM,day,false,warnl101,balll901,(none),barla901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/30 10:57AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,145,4533,chipb101,branr103,,,,,
BRO195009291,"""version 7RS(19) of 07/07/92""",BSN,BRO,1950/09/29,NYC15,1,0:00PM,day,false,balll901,barla901,warnl101,dascf901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/30 11:19AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,162,0,bankd101,surkm101,newcd101,,,,
BRO195009292,"""version 7RS(19) of 07/07/92""",BSN,BRO,1950/09/29,NYC15,2,0:00PM,day,false,barla901,warnl101,dascf901,balll901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/30 11:49AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,130,5843,erskc101,bickv101,,,,,
BRO195009300,"""version 7RS(19) of 07/07/92""",PHI,BRO,1950/09/30,NYC15,0,0:00PM,day,false,goetl901,dascf901,jordl901,donaa901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/30 12:14PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,131,23879,palie101,millb103,,,,,
BRO195010010,"""version 7RS(19) of 07/07/92""",PHI,BRO,1950/10/01,NYC15,0,0:00PM,day,false,goetl901,dascf901,(none),donaa901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/30 12:31PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,155,35073,rober102,newcd101,,,,,
DET195004210,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/04/21,DET04,0,0:00PM,day,false,boyej901,soarh901,passa901,berrc103,"""68""","""D Lamoureaux""","""D Lamoureaux""",2003/11/28 10:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,44642,trucv101,haefm101,,,,,
DET195004220,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/04/22,DET04,0,0:00PM,day,false,soarh901,passa901,berrc103,boyej901,"""68""","""D Lamoureaux""","""D Lamoureaux""",2003/11/28 12:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,15548,houta101,wighb101,,,,,
DET195004230,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/04/23,DET04,0,0:00PM,day,false,passa901,berrc103,boyej901,soarh901,"""127""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",2003/10/12 12:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,29289,pierb101,hutcf101,,,,,
DET195004280,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/04/28,DET04,0,0:00PM,day,false,grieb901,stevj901,(none),summb901,"""INDIANS""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/08/19 9:01AM,park,none,0,unknown,-1,unknown,unknown,unknown,134,15155,fellb101,grayt101,,,,,
DET195005130,"""version 7RS(19) of 07/07/92""",SLA,DET,1950/05/13,DET04,0,0:00PM,day,false,hubbc901,romme101,(none),papaj901,"""276""","""Comly""","""Comly""",2010/03/02 8:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,16002,trucv101,garvn102,,,,,
DET195005160,"""version 7RS(19) of 07/07/92""",BOS,DET,1950/05/16,DET04,0,0:00PM,day,false,summb901,grieb901,(none),stevj901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/11 4:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,20369,dobsj101,houta101,,,,,
DET195005170,"""version 7RS(19) of 07/07/92""",BOS,DET,1950/05/17,DET04,0,0:00PM,day,false,grieb901,stevj901,(none),summb901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/12 3:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,11963,grayt101,kinde101,,,,,
DET195005180,"""version 7RS(19) of 07/07/92""",BOS,DET,1950/05/18,DET04,0,0:00PM,day,false,stevj901,summb901,(none),grieb901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/12 3:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,16110,papaa101,hutcf101,dobsj101,,,,
DET195005190,"""version 7RS(19) of 07/07/92""",PHA,DET,1950/05/19,DET04,0,0:00PM,day,false,summb901,grieb901,(none),stevj901,"""150,206""","""Comly/Smith""","""Comly/Smith""",2000/09/28 10:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,3855,hutcf101,wyseh101,,,,,
DET195005210,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/05/21,DET04,0,0:00PM,day,false,passa901,berrc103,soarh901,boyej901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/01/14 6:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,33320,marrc101,grayt101,,,,,
DET195005220,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/05/22,DET04,0,0:00PM,day,false,berrc103,soarh901,boyej901,passa901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/01/14 6:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,5132,newhh101,scarr102,,,,,
DET195005230,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/05/23,DET04,0,0:00PM,day,false,soarh901,boyej901,passa901,berrc103,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/01/14 6:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,104,4521,hudss101,hutcf101,,,,,
DET195005250,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/05/25,DET04,0,0:00PM,day,false,boyej901,passa901,berrc103,soarh901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/12 4:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,20531,byrnt101,houta101,pagej101,,,,
DET195005301,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/05/30,DET04,1,0:00PM,day,false,mcgob901,honoj901,mckib901,hurle901,"""INDIANS""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/09/05 9:16AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,0,lemob101,houta101,,,,,
DET195005302,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/05/30,DET04,2,0:00PM,day,false,honoj901,mckib901,hurle901,mcgob901,"""INDIANS""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/09/05 11:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,111,55537,newhh101,bearg102,,,,,
DET195006130,,PHA,DET,1950/06/13,DET04,0,0:00PM,night,false,mckib901,mcgob901,hurle901,honoj901,"""276,56,266""","""Wayne Townsend/RWood""","""Wayne Townsend/RWood""",2012/08/12 19:43,park,none,0,unknown,-1,unknown,unknown,unknown,142,31894,houta101,wyseh101,,,,,
DET195006140,"""version 7RS(19) of 07/07/92""",PHA,DET,1950/06/14,DET04,0,0:00PM,day,false,mcgob901,hurle901,(none),honoj901,"""150""","""Comly""","""Comly""",2000/09/28 10:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,132,9190,brisl101,troud101,,,,,
DET195006150,"""version 7RS(19) of 07/07/92""",PHA,DET,1950/06/15,DET04,0,0:00PM,day,false,hurle901,honoj901,mckib901,mcgob901,"""212""","""Comly""","""Comly""",2009/08/22 3:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,8105,hutcf101,shanb102,,,,,
DET195006180,"""version 7RS(19) of 07/07/92""",BOS,DET,1950/06/18,DET04,0,0:00PM,day,false,mcgob901,hurle901,honoj901,mckib901,"""212""","""Comly""","""Comly""",2009/08/22 3:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,36714,houta101,stobc101,,,,,
DET195006200,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/06/20,DET04,0,0:00PM,night,false,hubbc901,romme101,(none),papaj901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/01/29 11:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,32400,marrc101,hutcf101,,,,,
DET195006210,,WS1,DET,1950/06/21,DET04,0,0:00PM,day,false,romme101,papaj901,(none),hubbc901,"""611""","""Mark Pankin/RWood""","""Mark Pankin/RWood""",2012/08/26 11:50,park,none,0,unknown,-1,unknown,unknown,unknown,148,9477,conss101,newhh101,,,,,
DET195006220,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/06/22,DET04,0,0:00PM,day,false,papaj901,hubbc901,(none),romme101,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/01/29 1:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,9310,kuzab101,troud101,,,,,
DET195006230,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/06/23,DET04,0,0:00PM,night,false,hubbc901,romme101,honoj901,papaj901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/13 5:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,51400,hutcf101,pagej101,,,,,
DET195006240,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/06/24,DET04,0,0:00PM,day,false,romme101,honoj901,papaj901,hubbc901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/03/10 8:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,32665,houta101,reyna102,,,,,
DET195006251,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/06/25,DET04,1,0:00PM,day,false,honoj901,papaj901,hubbc901,romme101,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/13 5:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,0,lopae101,newhh101,,,,,
DET195006252,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/06/25,DET04,2,0:00PM,day,false,papaj901,hubbc901,romme101,honoj901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/13 5:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,55628,grayt101,rascv101,,,,,
DET195006260,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/06/26,DET04,0,0:00PM,day,false,hurle901,mckib901,mcgob901,stevj901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/13 6:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,7458,whith101,pierb101,troud101,,,,
DET195006270,,CHA,DET,1950/06/27,DET04,0,0:00PM,night,false,mckib901,stevj901,mcgob901,hurle901,"""Unknown,611""","""Mark Pankin/RWood""","""Mark Pankin/RWood""",2012/09/08 14:32,park,none,0,unknown,-1,unknown,unknown,unknown,150,40383,grayt101,scarr102,,,,,
DET195006280,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/06/28,DET04,0,0:00PM,day,false,stevj901,mcgob901,hurle901,mckib901,"""212""","""Comly""","""Comly""",2009/08/22 5:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,9684,houta101,holck101,,,,,
DET195006290,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/06/29,DET04,0,0:00PM,day,false,mcgob901,hurle901,mckib901,stevj901,"""127""","""D Lamoureaux""","""D Lamoureaux""",2003/10/12 2:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,7717,cainb101,hutcf101,,,,,
DET195007050,,SLA,DET,1950/07/05,DET04,0,0:00PM,night,false,hubbc901,romme101,(none),papaj901,"""276""",Mark Pankin,Mark Pankin,2013/01/20 15:09,park,none,0,unknown,-1,unknown,unknown,unknown,128,30450,houta101,garvn102,,,,,
DET195007070,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/07/07,DET04,0,0:00PM,night,false,mcgob901,hurle901,passa901,mckib901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",2000/02/09 6:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,55145,grayt101,fellb101,,,,,
DET195007080,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/07/08,DET04,0,0:00PM,day,false,hurle901,passa901,mckib901,mcgob901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",2000/02/09 7:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,33239,newhh101,groms101,troud101,,,,
DET195007091,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/07/09,DET04,1,0:00PM,day,false,passa901,mckib901,mcgob901,hurle901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",2000/02/09 7:44AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,0,lemob101,houta101,,,,,
DET195007092,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/07/09,DET04,2,0:00PM,day,false,mckib901,mcgob901,hurle901,passa901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",2000/02/09 7:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,54299,wynne101,rogos101,,,,,
DET195007250,"""version 7RS(19) of 07/07/92""",BOS,DET,1950/07/25,DET04,0,0:00PM,night,false,hubbc901,papaj901,romme101,honoj901,"""276""","""David W. Smith""","""David W. Smith""",2011/10/02 10:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,173,54194,stobc101,whith101,mcdem102,,,,
DET195007260,"""version 7RS(19) of 07/07/92""",BOS,DET,1950/07/26,DET04,0,0:00PM,day,false,papaj901,romme101,honoj901,hubbc901,"""212""","""Comly""","""Comly""",2009/08/22 5:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,21792,parnm101,houta101,,,,,
DET195007270,"""version 7RS(19) of 07/07/92""",BOS,DET,1950/07/27,DET04,0,0:00PM,day,false,romme101,honoj901,hubbc901,papaj901,"""212""","""Comly""","""Comly""",2009/08/22 6:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,16059,troud101,kinde101,,,,,
DET195007280,"""version 7RS(19) of 07/07/92""",PHA,DET,1950/07/28,DET04,0,0:00PM,night,false,honoj901,hubbc901,papaj901,romme101,"""209""","""Comly""","""Comly""",2009/08/27 11:42PM,unknown,none,0,unknown,-1,unknown,unknown,night,150,37324,hoopb101,whith101,,,,,
DET195007290,"""version 7RS(19) of 07/07/92""",PHA,DET,1950/07/29,DET04,0,0:00PM,day,false,hubbc901,papaj901,romme101,honoj901,"""150""","""Comly""","""Comly""",2000/09/28 11:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,12836,stuam101,wyseh101,,,,,
DET195008010,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/08/01,DET04,0,0:00PM,night,false,passa901,mckib901,berrc103,stevj901,"""77""","""Comly""","""Comly""",2009/08/30 11:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,54087,troud101,byrnt101,,,,,
DET195008020,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/08/02,DET04,0,0:00PM,day,false,mckib901,berrc103,stevj901,passa901,"""212""","""Comly""","""Comly""",2009/08/22 6:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,39632,whith101,reyna102,,,,,
DET195008030,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/08/03,DET04,0,0:00PM,day,false,berrc103,stevj901,passa901,mckib901,"""212""","""Comly""","""Comly""",2009/08/22 7:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,31713,houta101,lopae101,,,,,
DET195008040,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/08/04,DET04,0,0:00PM,night,false,stevj901,passa901,(none),berrc103,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/02/23 7:29AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,41659,kuzab101,grayt101,,,,,
DET195008050,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/08/05,DET04,0,0:00PM,day,false,passa901,berrc103,(none),stevj901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/03/02 6:44AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,16143,hutcf101,conss101,newhh101,,,,
DET195008060,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/08/06,DET04,0,0:00PM,day,false,berrc103,stevj901,(none),passa901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/03/02 6:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,31414,troud101,bearg102,,,,,
DET195008160,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/08/16,DET04,0,0:00PM,night,false,berrc103,passa901,(none),honoj901,"""276""","""Comly""","""Comly""",2011/05/30 11:18PM,unknown,none,0,unknown,-1,unknown,unknown,night,126,50262,troud101,pierb101,,,,,
DET195008170,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/08/17,DET04,0,0:00PM,day,false,passa901,honoj901,(none),berrc103,"""212""","""Comly""","""Comly""",2009/08/22 7:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,13967,whith101,gumpr101,,,,,
DET195008190,"""version 7RS(19) of 07/07/92""",SLA,DET,1950/08/19,DET04,0,0:00PM,day,false,honoj901,berrc103,(none),passa901,"""350""","""David W. Smith""","""David W. Smith""",2011/08/05 4:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,99,17701,houta101,garvn102,,,,,
DET195008201,"""version 7RS(19) of 07/07/92""",SLA,DET,1950/08/20,DET04,1,0:00PM,day,false,berrc103,passa901,(none),honoj901,"""90,212""","""Comly""","""Comly""",2009/08/22 8:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,0,stuam101,marsc101,,,,,
DET195008202,,SLA,DET,1950/08/20,DET04,2,0:00PM,day,false,passa901,honoj901,(none),berrc103,Deduced,Mark Pankin,Mark Pankin,2013/01/16 17:08,park,none,0,unknown,-1,unknown,unknown,unknown,131,44920,overs101,newhh101,,,,,
DET195008210,"""version 7RS(19) of 07/07/92""",SLA,DET,1950/08/21,DET04,0,0:00PM,day,false,honoj901,berrc103,(none),passa901,"""212""","""Comly""","""Comly""",2009/08/22 8:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,106,13190,troud101,widma101,,,,,
DET195009020,"""version 7RS(19) of 07/07/92""",CHA,DET,1950/09/02,DET04,0,0:00PM,day,false,mcgob901,soarh901,papaj901,mckib901,"""209,579""","""D Lamoureaux/Wayne Townsend""","""D Lamoureaux/Wayne Townsend""",2008/06/19 5:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,16815,newhh101,scarr102,,,,,
DET195009042,"""version 7RS(19) of 07/07/92""",SLA,DET,1950/09/04,DET04,2,0:00PM,day,false,mckib901,mcgob901,soarh901,papaj901,"""276""","""Comly""","""Comly""",2009/11/22 11:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,37515,widma101,whith101,stard102,,,,
DET195009050,"""version 7RS(19) of 07/07/92""",SLA,DET,1950/09/05,DET04,0,0:00PM,night,false,mcgob901,soarh901,papaj901,mckib901,"""276""","""Comly""","""Comly""",2009/12/25 1:02AM,unknown,none,0,unknown,-1,unknown,unknown,night,136,30430,stuam101,pilld101,,,,,
DET195009060,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/09/06,DET04,0,0:00PM,night,false,papaj901,hubbc901,mckib901,romme101,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",2000/04/01 11:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,52555,newhh101,wynne101,,,,,
DET195009070,"""version 7RS(19) of 07/07/92""",CLE,DET,1950/09/07,DET04,0,0:00PM,day,false,hubbc901,mckib901,romme101,papaj901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",2000/04/02 12:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,205,26617,,,,,,,
DET195009120,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/09/12,DET04,0,0:00PM,day,false,berrc103,passa901,(none),honoj901,"""212""","""Comly""","""Comly""",2009/08/22 9:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,106,5092,troud101,bearg102,,,,,
DET195009130,"""version 7RS(19) of 07/07/92""",WS1,DET,1950/09/13,DET04,0,0:00PM,day,false,passa901,honoj901,(none),berrc103,"""212""","""Comly""","""Comly""",2009/08/22 9:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,5634,hutcf101,kuzab101,grayt101,,,,
DET195009140,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/09/14,DET04,0,0:00PM,day,false,honoj901,berrc103,grieb901,passa901,"""94""","""Comly""","""Comly""",2009/08/30 12:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,20853,rascv101,newhh101,,,,,
DET195009150,,NYA,DET,1950/09/15,DET04,0,0:00PM,day,false,berrc103,grieb901,passa901,honoj901,"""248,276""","""Mark Pankin/Smith""","""Mark Pankin/Smith""",2013/01/30 22:43,park,none,0,unknown,-1,unknown,unknown,unknown,158,23900,boroh101,reyna102,,,,,
DET195009160,"""version 7RS(19) of 07/07/92""",NYA,DET,1950/09/16,DET04,0,0:00PM,day,false,grieb901,passa901,honoj901,berrc103,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/03/11 6:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,56548,fordw101,troud101,,,,,
DET195009170,,BOS,DET,1950/09/17,DET04,0,0:00PM,day,false,hubbc901,romme101,stevj901,papaj901,276,Smith,Smith,2013/01/28 23:07,park,none,0,unknown,-1,unknown,unknown,unknown,120,53167,parnm101,hutcf101,kinde101,,,,
DET195009180,"""version 7RS(19) of 07/07/92""",BOS,DET,1950/09/18,DET04,0,0:00PM,day,false,romme101,stevj901,papaj901,hubbc901,"""127""","""D Lamoureaux""","""D Lamoureaux""",2003/10/13 8:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,24485,nixow101,newhh101,kinde101,,,,
