game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,umplf,umprf
PHI195004180,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/04/18,PHI11,0,0:00PM,day,false,pineb101,boggd901,robbs901,warnl101,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/11/24 10:16PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,130,29074,rober102,newcd101,,,,,
PHI195004190,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/04/19,PHI11,0,0:00PM,day,false,boggd901,warnl101,(none),pineb101,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/11/24 10:56PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,131,8450,podbb101,meyer101,,,,,
PHI195004280,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/04/28,PHI11,0,0:00PM,night,false,barla901,donaa901,(none),robbs901,"""126""","""Comly""","""Comly""",1999/07/04 1:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,22231,simmc101,sainj101,,,,,
PHI195004290,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/04/29,PHI11,0,0:00PM,day,false,donaa901,robbs901,barla901,balll901,"""126""","""Comly""","""Comly""",1999/07/04 4:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,5064,millb103,bickv101,,,,,
PHI195004301,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/04/30,PHI11,1,0:00PM,day,false,robbs901,barla901,balll901,donaa901,"""126""","""Comly""","""Comly""",1999/07/04 6:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,0,roy-n101,meyer101,,,,,
PHI195004302,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/04/30,PHI11,2,0:00PM,day,false,barla901,balll901,donaa901,robbs901,"""126""","""Comly""","""Comly""",1999/07/04 5:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,14201,rober102,donod101,,,,,
PHI195005130,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/05/13,PHI11,0,0:00PM,day,false,conlj102,gorea901,(none),stewb901,"""126""",,,1999/07/04 6:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,12596,simmc101,kosld101,,,,,
PHI195005141,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/05/14,PHI11,1,0:00PM,day,false,gorea901,stewb901,(none),conlj102,"""126""",,,1999/07/04 6:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,0,jansl101,heink101,,,,,
PHI195005142,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/05/14,PHI11,2,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""126""","""Comly""","""Comly""",1999/07/04 7:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,175,25769,konsj101,jones103,rober102,,,,
PHI195005160,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/05/16,PHI11,0,0:00PM,night,false,dascf901,jordl901,(none),donaa901,"""533""","""DWV""","""DWV""",2015/02/20 4:02PM,park,none,0,unknown,-1,dry,none,sunny,113,16041,rober102,blace102,,,,,
PHI195005170,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/05/17,PHI11,0,0:00PM,night,false,jordl901,donaa901,(none),dascf901,"""533""","""DWV""","""DWV""",2015/02/20 4:19PM,park,none,70,unknown,-1,dry,none,night,143,12655,johnk101,wehmh101,,,,,
PHI195005200,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/05/20,PHI11,0,0:00PM,day,false,robbs901,barla901,(none),balll901,"""126""","""Comly""","""Comly""",1999/07/04 8:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,4020,rushb101,simmc101,,,,,
PHI195005211,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/05/21,PHI11,1,0:00PM,day,false,barla901,balll901,(none),robbs901,"""126""","""Comly""","""Comly""",1999/07/04 9:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,0,stalg103,rober102,pollh101,,,,
PHI195005212,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/05/21,PHI11,2,0:00PM,day,false,balll901,robbs901,(none),barla901,"""126""","""Comly""","""Comly""",1999/07/04 9:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,32986,simmc101,boyec101,,,,,
PHI195005230,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/05/23,PHI11,0,0:00PM,night,false,pineb101,boggd901,(none),warnl101,"""150,276""","""Comly/Smith""","""Comly/Smith""",2006/07/23 9:37PM,park,none,0,unknown,-1,unknown,unknown,night,128,12428,macdb101,meyer101,,,,,
PHI195005240,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/05/24,PHI11,0,0:00PM,night,false,boggd901,warnl101,(none),pineb101,"""95""","""Comly""","""Comly""",2000/02/01 11:38PM,park,count,0,unknown,-1,unknown,unknown,unknown,129,18993,konsj101,werlb101,,,,,
PHI195005250,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/05/25,PHI11,0,0:00PM,day,false,warnl101,pineb101,(none),boggd901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/20 2:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5265,millb103,chamc102,,,,,
PHI195006130,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/06/13,PHI11,0,0:00PM,night,false,goetl901,dascf901,(none),jordl901,"""126""","""Comly""","""Comly""",1999/07/04 9:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,28587,brech101,simmc101,,,,,
PHI195006140,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/06/14,PHI11,0,0:00PM,night,false,dascf901,jordl901,(none),goetl901,"""253""","""Comly""","""Comly""",2006/07/23 1:36AM,park,none,0,unknown,-1,unknown,unknown,night,129,15563,lanim101,heink101,,,,,
PHI195006170,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/06/17,PHI11,0,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""126""","""Comly""","""Comly""",1999/07/04 10:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,7669,rober102,blace102,,,,,
PHI195006181,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/06/18,PHI11,1,0:00PM,day,false,conlj102,gorea901,(none),stewb901,"""126""","""Comly""","""Comly""",1999/07/04 10:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,0,simmc101,wehmh101,,,,,
PHI195006182,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/06/18,PHI11,2,0:00PM,day,false,gorea901,stewb901,(none),conlj102,"""126""","""Comly""","""Comly""",1999/07/04 10:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,20495,millb103,fox-h101,,,,,
PHI195006200,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/06/20,PHI11,0,0:00PM,night,false,pineb101,boggd901,(none),robbs901,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/09/13 2:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,13597,meyer101,law-v101,,,,,
PHI195006210,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/06/21,PHI11,0,0:00PM,night,false,boggd901,robbs901,(none),pineb101,"""126""","""Comly""","""Comly""",1999/07/04 11:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,144,18632,macdb101,rober102,werlb101,,,,
PHI195006220,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/06/22,PHI11,0,0:00PM,day,false,robbs901,pineb101,(none),boggd901,"""140""","""David W. Smith""","""David W. Smith""",2012/05/29 9:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,5326,millb103,boroh101,,,,,
PHI195006230,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/06/23,PHI11,0,0:00PM,night,false,balll901,barla901,(none),donaa901,"""126""","""Comly""","""Comly""",1999/07/05 1:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,164,21030,laded101,simmc101,minnp101,,,,
PHI195006240,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/06/24,PHI11,0,0:00PM,day,false,barla901,donaa901,(none),balll901,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/09/13 3:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,7195,meyer101,hillf101,konsj101,,,,
PHI195006251,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/06/25,PHI11,1,0:00PM,day,false,donaa901,balll901,(none),barla901,"""126""","""Comly""","""Comly""",1999/07/05 1:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,0,schmj101,konsj101,laded101,,,,
PHI195006252,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/06/25,PHI11,2,0:00PM,day,false,balll901,barla901,(none),donaa901,"""126""","""Comly""","""Comly""",1999/07/05 1:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,18484,rober102,rushb101,,,,,
PHI195006300,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/06/30,PHI11,0,0:00PM,night,false,conlj102,gorea901,(none),stewb901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1993/09/18 2:53PM,unknown,pitches,0,unknown,-1,unknown,unknown,unknown,146,31555,konsj101,newcd101,churb101,,,,
PHI195007010,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/07/01,PHI11,0,0:00PM,day,false,gorea901,stewb901,(none),conlj102,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/03 6:25PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,153,18761,millb103,podbb101,konsj101,,,,
PHI195007021,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/07/02,PHI11,1,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/03 6:47PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,125,0,meyer101,branr103,konsj101,,,,
PHI195007022,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/07/02,PHI11,2,0:00PM,day,false,conlj102,gorea901,(none),stewb901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/03 7:44PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,168,35118,,,,,,,
PHI195007030,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/07/03,PHI11,0,0:00PM,day,false,pineb101,boggd901,(none),robbs901,"""126""","""Comly""","""Comly""",1999/07/05 2:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,11162,bickv101,heink101,,,,,
PHI195007041,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/07/04,PHI11,1,0:00PM,day,false,boggd901,robbs901,(none),pineb101,"""126""","""Comly""","""Comly""",1999/07/05 2:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,0,rober102,roy-n101,,,,,
PHI195007042,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/07/04,PHI11,2,0:00PM,day,false,robbs901,pineb101,(none),boggd901,"""126""","""Comly""","""Comly""",1999/07/05 3:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,186,21190,hogub101,konsj101,spahw101,,,,
PHI195007050,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/07/05,PHI11,0,0:00PM,night,false,pineb101,boggd901,(none),robbs901,"""126""","""Comly""","""Comly""",1999/07/05 3:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,17771,meyer101,hartc102,,,,,
PHI195007060,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/07/06,PHI11,0,0:00PM,day,false,boggd901,robbs901,(none),pineb101,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/09/13 3:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,8709,millb103,jones103,konsj101,,,,
PHI195007251,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/07/25,PHI11,1,0:00PM,day,false,barla901,donaa901,warnl101,balll901,"""126""","""Comly""","""Comly""",1999/07/05 3:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,101,0,churb101,klipj101,,,,,
PHI195007252,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/07/25,PHI11,2,0:00PM,night,false,donaa901,warnl101,balll901,barla901,"""126""","""Comly""","""Comly""",1999/07/05 3:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,32726,rober102,rushb101,,,,,
PHI195007270,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/07/27,PHI11,0,0:00PM,day,false,barla901,donaa901,warnl101,balll901,"""127""","""D Lamoureaux""","""D Lamoureaux""",2003/10/25 3:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,7343,simmc101,laded101,,,,,
PHI195007280,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/07/28,PHI11,0,0:00PM,night,false,stewb901,conlj102,(none),gorea901,"""126""","""Comly""","""Comly""",1999/07/05 3:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,7343,millb103,macdb101,,,,,
PHI195007290,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/07/29,PHI11,0,0:00PM,day,false,conlj102,gorea901,(none),stewb901,"""126""","""Comly""","""Comly""",1999/07/05 4:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,10252,werlb101,churb101,,,,,
PHI195007301,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/07/30,PHI11,1,0:00PM,day,false,gorea901,stewb901,(none),conlj102,"""126""","""Comly""","""Comly""",1999/07/05 4:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,0,rober102,queem101,,,,,
PHI195007302,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/07/30,PHI11,2,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""126""","""Comly""","""Comly""",1999/07/05 4:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,21411,konsj101,dickm101,meyer101,,,,
PHI195008011,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/08/01,PHI11,1,0:00PM,day,false,dascf901,jordl901,(none),goetl901,"""126""","""Comly""","""Comly""",1999/07/05 4:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,0,millb103,smitf104,konsj101,,,,
PHI195008012,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/08/01,PHI11,2,0:00PM,night,false,jordl901,goetl901,(none),dascf901,"""126""","""Comly""","""Comly""",1999/07/05 5:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,34728,blace102,simmc101,,,,,
PHI195008020,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/08/02,PHI11,0,0:00PM,night,false,goetl901,dascf901,(none),jordl901,"""534""","""DWV""","""DWV""",2015/02/23 11:59AM,park,none,75,unknown,-1,dry,none,night,127,8540,churb101,ramsw101,,,,,
PHI195008040,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/08/04,PHI11,0,0:00PM,night,false,robbs901,pineb101,(none),boggd901,"""156""","""Comly""","""Comly""",2009/08/14 1:13PM,unknown,none,0,unknown,-1,unknown,unknown,night,115,27691,rober102,pollh101,,,,,
PHI195008050,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/08/05,PHI11,0,0:00PM,day,false,pineb101,boggd901,(none),robbs901,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/09/13 6:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,21869,meyer101,stalg103,konsj101,,,,
PHI195008061,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/08/06,PHI11,1,0:00PM,day,false,boggd901,robbs901,(none),pineb101,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/09/13 6:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,boyec101,millb103,,,,,
PHI195008062,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/08/06,PHI11,2,0:00PM,day,false,robbs901,pineb101,(none),boggd901,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/09/13 6:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,31914,lanim101,churb101,,,,,
PHI195008070,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/08/07,PHI11,0,0:00PM,night,false,jordl901,goetl901,(none),dascf901,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/09/13 6:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,25251,johnk101,brech101,,,,,
PHI195008100,,NY1,PHI,1950/08/10,PHI11,0,0:00PM,night,false,warnl101,barla901,donaa901,balll901,NY Daily Mirror,Mark Pankin,Mark Pankin,2013/06/16 11:08,park,none,0,unknown,-1,unknown,unknown,unknown,191,33032,konsj101,kosld101,,,,,
PHI195008110,,NY1,PHI,1950/08/11,PHI11,0,0:00PM,night,false,barla901,donaa901,balll901,warnl101,NY Daily Mirror,Mark Pankin,Mark Pankin,2013/06/16 17:15,park,none,0,unknown,-1,unknown,unknown,unknown,150,15895,magls101,simmc101,,,,,
PHI195008120,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/08/12,PHI11,0,0:00PM,day,false,donaa901,balll901,warnl101,barla901,"""150""","""D Lamoureaux""","""D Lamoureaux""",2003/09/13 6:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,14955,konsj101,kosld101,,,,,
PHI195008130,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/08/13,PHI11,0,0:00PM,day,false,balll901,warnl101,barla901,donaa901,"""253""","""Comly""","""Comly""",2006/07/23 4:01AM,park,none,0,unknown,-1,unknown,unknown,unknown,145,19644,hearj102,johnk101,,,,,
PHI195008150,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/08/15,PHI11,0,0:00PM,night,false,goetl901,dascf901,(none),jordl901,"""115""","""Bob Kistler""","""Greg Beston""",1994/03/20 2:04PM,unknown,none,0,unknown,-1,unknown,unknown,night,145,32215,simmc101,sainj101,konsj101,,,,
PHI195008160,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/08/16,PHI11,0,0:00PM,night,false,dascf901,jordl901,(none),goetl901,"""253""","""Comly""","""Comly""",2006/07/23 4:23AM,park,none,0,unknown,-1,unknown,unknown,night,105,23846,rober102,bickv101,,,,,
PHI195009041,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/09/04,PHI11,1,0:00PM,day,false,boggd901,robbs901,(none),pineb101,"""209,253""",,"""Comly""",2006/07/22 6:43PM,unknown,none,0,unknown,-1,unknown,unknown,night,130,0,hearj102,rober102,,,,,
PHI195009042,"""version 7RS(19) of 07/07/92""",NY1,PHI,1950/09/04,PHI11,2,0:00PM,day,false,robbs901,pineb101,(none),boggd901,"""253""","""Comly""","""Comly""",2006/07/22 11:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,33988,magls101,millb103,,,,,
PHI195009061,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/09/06,PHI11,1,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""YOUNG/ROSENTHAL""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 9:15AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,0,newcd101,churb101,,,,,
PHI195009062,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/09/06,PHI11,2,0:00PM,night,false,conlj102,gorea901,(none),stewb901,"""YOUNG/ROSENTHAL""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 9:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,32279,bankd101,konsj101,,,,,
PHI195009070,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/09/07,PHI11,0,0:00PM,night,false,gorea901,stewb901,(none),conlj102,"""YOUNG/ROSENTHAL""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 10:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,24624,erskc101,rober102,branr103,,,,
PHI195009080,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/09/08,PHI11,0,0:00PM,night,false,stewb901,conlj102,(none),gorea901,"""YOUNG/ROSENTHAL""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/27 11:04AM,park,none,0,unknown,-1,unknown,unknown,unknown,140,14727,meyer101,palie101,,,,,
PHI195009090,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/09/09,PHI11,0,0:00PM,day,false,boggd901,robbs901,(none),pineb101,"""150""","""Comly""","""Comly""",2000/10/05 9:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,15329,konsj101,coled103,,,,,
PHI195009100,"""version 7RS(19) of 07/07/92""",BSN,PHI,1950/09/10,PHI11,0,0:00PM,day,false,robbs901,pineb101,(none),boggd901,"""150""","""Comly""","""Comly""",2000/10/05 9:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,68,14684,sainj101,churb101,,,,,
PHI195009120,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/09/12,PHI11,0,0:00PM,night,false,balll901,warnl101,barla901,donaa901,"""150""","""Comly""","""Comly""",2000/10/05 9:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,101,20864,rober102,lanim101,,,,,
PHI195009140,"""version 7RS(19) of 07/07/92""",SLN,PHI,1950/09/14,PHI11,0,0:00PM,night,false,warnl101,barla901,donaa901,balll901,"""150""","""Comly""","""Comly""",2000/10/05 10:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,17142,konsj101,braza101,,,,,
PHI195009151,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/09/15,PHI11,1,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""534""","""DWV""","""DWV""",2015/02/23 12:18PM,park,none,75,unknown,-1,dry,none,sunny,106,0,heink101,ramsw101,,,,,
PHI195009152,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/09/15,PHI11,2,0:00PM,night,false,conlj102,gorea901,(none),stewb901,"""534""","""DWV""","""DWV""",2015/02/23 12:56PM,park,none,75,unknown,-1,dry,none,night,282,20673,donnb101,eraue101,,,,,
PHI195009160,"""version 7RS(19) of 07/07/92""",CIN,PHI,1950/09/16,PHI11,0,0:00PM,day,false,gorea901,stewb901,(none),conlj102,"""150,119""","""Comly/Smith""","""Comly/Smith""",2000/10/05 11:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,12052,blace102,millb103,,,,,
PHI195009170,"""version 7RS(19) of 07/07/92""",PIT,PHI,1950/09/17,PHI11,0,0:00PM,day,false,goetl901,dascf901,(none),jordl901,"""150""","""Comly""","""Comly""",2000/10/05 11:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,20031,meyer101,werlb101,konsj101,,,,
PHI195009190,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/09/19,PHI11,0,0:00PM,night,false,robbs901,pineb101,(none),boggd901,"""150""","""Comly""","""Comly""",2000/10/05 11:25PM,radio,none,0,unknown,-1,unknown,unknown,unknown,95,20404,hillf101,rober102,,,,,
PHI195009200,"""version 7RS(19) of 07/07/92""",CHN,PHI,1950/09/20,PHI11,0,0:00PM,day,false,pineb101,boggd901,(none),robbs901,"""253""","""Comly""","""Comly""",2006/07/23 12:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,4259,konsj101,schmj101,,,,,
PHI195009230,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/09/23,PHI11,0,0:00PM,day,false,dascf901,jordl901,(none),goetl901,"""ALLAN RITH""","""GORD GLADMAN""","""GORD GLADMAN""",1993/09/18 6:51PM,unknown,pitches,0,unknown,-1,unknown,unknown,unknown,110,22602,newcd101,rober102,,,,,
PHI195009240,"""version 7RS(19) of 07/07/92""",BRO,PHI,1950/09/24,PHI11,0,0:00PM,day,false,jordl901,goetl901,(none),dascf901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1994/12/29 9:40PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,144,32190,palie101,churb101,,,,,
SLA195004220,"""version 7RS(19) of 07/07/92""",CLE,SLA,1950/04/22,STL07,0,0:00PM,day,false,stevj901,summb901,(none),grieb901,"""INDIANS""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/08/18 10:10AM,park,none,0,unknown,-1,unknown,unknown,unknown,138,10166,fellb101,overs101,,,,,
SLA195004231,"""version 7RS(19) of 07/07/92""",CLE,SLA,1950/04/23,STL07,1,0:00PM,day,false,summb901,grieb901,(none),stevj901,"""INDIANS""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/08/18 10:47AM,park,none,0,unknown,-1,unknown,unknown,unknown,155,0,lemob101,raner101,,,,,
SLA195004232,"""version 7RS(19) of 07/07/92""",CLE,SLA,1950/04/23,STL07,2,0:00PM,day,false,grieb901,stevj901,(none),summb901,"""INDIANS""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/08/19 6:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,126,18146,groms101,garvn102,florj101,,,,
SLA195005160,,NYA,SLA,1950/05/16,STL07,0,0:00PM,night,false,mcgob901,honoj901,mckib901,hurle901,103,Mark Pankin,Mark Pankin,2013/03/05 22:59,park,none,0,unknown,-1,unknown,unknown,unknown,149,9711,reyna102,ostrj101,,,,,
SLA195005200,"""version 7RS(19) of 07/07/92""",WS1,SLA,1950/05/20,STL07,0,0:00PM,day,false,mckib901,hurle901,mcgob901,honoj901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",2000/01/14 5:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,2043,garvn102,weikd101,,,,,
SLA195005230,"""version 7RS(19) of 07/07/92""",PHA,SLA,1950/05/23,STL07,0,0:00PM,night,false,hubbc901,romme101,(none),papaj901,"""95""","""Comly""","""Comly""",2000/01/25 9:00PM,park,count,0,unknown,-1,unknown,unknown,unknown,150,3692,widma101,schec101,,,,,
SLA195005240,"""version 7RS(19) of 07/07/92""",BOS,SLA,1950/05/24,STL07,0,0:00PM,night,false,romme101,papaj901,(none),hubbc901,"""115""","""Bob Kistler""","""Greg Beston""",1994/03/05 2:44PM,unknown,none,86,unknown,-1,unknown,unknown,night,153,6796,parnm101,kretl101,,,,,
SLA195005250,"""version 7RS(19) of 07/07/92""",BOS,SLA,1950/05/25,STL07,0,0:00PM,day,false,papaj901,hubbc901,(none),romme101,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/12 5:14AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,2008,schac101,overs101,papaa101,,,,
SLA195005270,,DET,SLA,1950/05/27,STL07,0,0:00PM,day,false,honoj901,mckib901,hurle901,mcgob901,Deduced,Mark Pankin,Mark Pankin,2012/08/23 21:29,park,none,0,unknown,-1,unknown,unknown,unknown,133,1305,grayt101,ostrj101,houta101,,,,
SLA195005290,"""version 7RS(19) of 07/07/92""",CHA,SLA,1950/05/29,STL07,0,0:00PM,day,false,romme101,papaj901,(none),hubbc901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/12 5:24AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,181,624,judsh101,ferrt101,cainb101,,,,
SLA195005301,"""version 7RS(19) of 07/07/92""",CHA,SLA,1950/05/30,STL07,1,0:00PM,day,false,papaj901,hubbc901,(none),romme101,"""127""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",2003/10/12 1:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,169,0,kuzab101,garvn102,,,,,
