game_id,player_id,is_home,batting_order,field_pos_code,field_pos,event
WS2196804100,tovac101,0,0,1,P,start
WS2196804100,carer001,0,0,2,C,start
WS2196804100,olivt102,0,0,3,1B,start
WS2196804100,killh102,0,0,4,2B,start
WS2196804100,allib103,0,0,5,3B,start
WS2196804100,rosej101,0,0,6,SS,start
WS2196804100,hernj102,0,0,7,LF,start
WS2196804100,uhlat101,0,0,8,CF,start
WS2196804100,chand102,0,0,9,RF,start
WS2196804100,unsed101,0,1,1,P,start
WS2196804100,valef101,0,1,2,C,start
WS2196804100,epstm101,0,1,3,1B,start
WS2196804100,howaf102,0,1,4,2B,start
WS2196804100,mcmuk101,0,1,5,3B,start
WS2196804100,hansr102,0,1,6,SS,start
WS2196804100,casap101,0,1,7,LF,start
WS2196804100,coggf101,0,1,8,CF,start
WS2196804100,pascc102,0,1,9,RF,start
WS2196804100,tovac101,0,0,1,P,sub
WS2196804100,clarr103,0,0,5,3B,sub
WS2196804100,alleb105,0,1,9,RF,sub
WS2196804100,knowd101,0,1,9,RF,sub
WS2196804110,tovac101,0,0,1,P,start
WS2196804110,carer001,0,0,2,C,start
WS2196804110,olivt102,0,0,3,1B,start
WS2196804110,killh102,0,0,4,2B,start
WS2196804110,allib103,0,0,5,3B,start
WS2196804110,rosej101,0,0,6,SS,start
WS2196804110,uhlat101,0,0,7,LF,start
WS2196804110,hernj102,0,0,8,CF,start
WS2196804110,merrj102,0,0,9,RF,start
WS2196804110,unsed101,0,1,1,P,start
WS2196804110,valef101,0,1,2,C,start
WS2196804110,epstm101,0,1,3,1B,start
WS2196804110,howaf102,0,1,4,2B,start
WS2196804110,mcmuk101,0,1,5,3B,start
WS2196804110,hansr102,0,1,6,SS,start
WS2196804110,casap101,0,1,7,LF,start
WS2196804110,coggf101,0,1,8,CF,start
WS2196804110,colej102,0,1,9,RF,start
WS2196804110,higgd101,0,1,9,RF,sub
WS2196804110,petec101,0,1,9,RF,sub
WS2196804110,bosmd101,0,1,9,RF,sub
WS2196804110,bowes103,0,1,9,RF,sub
WS2196804110,baldd101,0,1,9,RF,sub
WS2196804110,tovac101,0,0,1,P,sub
WS2196804110,clarr103,0,0,5,3B,sub
WS2196804110,stroe101,0,1,4,2B,sub
WS2196804130,campb101,0,0,1,P,start
WS2196804130,jackr001,0,0,2,C,start
WS2196804130,bands101,0,0,3,1B,start
WS2196804130,websr102,0,0,4,2B,start
WS2196804130,donaj101,0,0,5,3B,start
WS2196804130,paglj101,0,0,6,SS,start
WS2196804130,gosgj101,0,0,7,LF,start
WS2196804130,mondr001,0,0,8,CF,start
WS2196804130,dobsc101,0,0,9,RF,start
WS2196804130,unsed101,0,1,1,P,start
WS2196804130,valef101,0,1,2,C,start
WS2196804130,epstm101,0,1,3,1B,start
WS2196804130,howaf102,0,1,4,2B,start
WS2196804130,mcmuk101,0,1,5,3B,start
WS2196804130,hansr102,0,1,6,SS,start
WS2196804130,bryab101,0,1,7,LF,start
WS2196804130,coggf101,0,1,8,CF,start
WS2196804130,ortep101,0,1,9,RF,start
WS2196804130,knowd101,0,1,9,RF,sub
WS2196804130,hersm101,0,0,8,CF,sub
WS2196804130,gosgj101,0,0,7,LF,sub
WS2196804130,hersm101,0,0,8,CF,sub
WS2196804130,higgd101,0,1,9,RF,sub
WS2196804130,stroe101,0,1,9,RF,sub
WS2196804130,piert101,0,0,9,RF,sub
WS2196804130,akerj102,0,0,9,RF,sub
WS2196804130,baldd101,0,1,9,RF,sub
WS2196804130,bowes103,0,1,9,RF,sub
WS2196804130,deneb101,0,1,9,RF,sub
WS2196804130,bosmd101,0,1,9,RF,sub
WS2196804140,campb101,0,0,1,P,start
WS2196804140,jackr001,0,0,2,C,start
WS2196804140,bands101,0,0,3,1B,start
WS2196804140,websr102,0,0,4,2B,start
WS2196804140,paglj101,0,0,5,3B,start
WS2196804140,donaj101,0,0,6,SS,start
WS2196804140,hersm101,0,0,7,LF,start
WS2196804140,mondr001,0,0,8,CF,start
WS2196804140,nashj101,0,0,9,RF,start
WS2196804140,unsed101,0,1,1,P,start
WS2196804140,valef101,0,1,2,C,start
WS2196804140,epstm101,0,1,3,1B,start
WS2196804140,howaf102,0,1,4,2B,start
WS2196804140,mcmuk101,0,1,5,3B,start
WS2196804140,hansr102,0,1,6,SS,start
WS2196804140,bryab101,0,1,7,LF,start
WS2196804140,coggf101,0,1,8,CF,start
WS2196804140,moorb105,0,1,9,RF,start
WS2196804140,bowes103,0,1,2,C,sub
WS2196804140,higgd101,0,1,9,RF,sub
WS2196804140,robif102,0,0,9,RF,sub
WS2196804140,piert101,0,0,9,RF,sub
WS2196804140,segud101,0,0,9,RF,sub
WS2196804140,cated101,0,0,9,RF,sub
WS2196804140,lindp101,0,0,9,RF,sub
WS2196804140,stroe101,0,1,4,2B,sub
WS2196804150,repor101,0,0,1,P,start
WS2196804150,fregj101,0,0,2,C,start
WS2196804150,hallj107,0,0,3,1B,start
WS2196804150,hintc101,0,0,4,2B,start
WS2196804150,reicr101,0,0,5,3B,start
WS2196804150,schap101,0,0,6,SS,start
WS2196804150,rodgb102,0,0,7,LF,start
WS2196804150,knoob101,0,0,8,CF,start
WS2196804150,ellis101,0,0,9,RF,start
WS2196804150,unsed101,0,1,1,P,start
WS2196804150,bowes103,0,1,2,C,start
WS2196804150,epstm101,0,1,3,1B,start
WS2196804150,howaf102,0,1,4,2B,start
WS2196804150,mcmuk101,0,1,5,3B,start
WS2196804150,hansr102,0,1,6,SS,start
WS2196804150,bryab101,0,1,7,LF,start
WS2196804150,coggf101,0,1,8,CF,start
WS2196804150,pascc102,0,1,9,RF,start
WS2196804150,hamij101,0,0,9,RF,sub
WS2196804150,johnj002,0,0,9,RF,sub
WS2196804150,burgt001,0,0,9,RF,sub
WS2196804150,rojam101,0,0,9,RF,sub
WS2196804150,stroe101,0,1,4,2B,sub
WS2196804260,salmc101,0,0,1,P,start
WS2196804260,alvim101,0,0,2,C,start
WS2196804260,cardj101,0,0,3,1B,start
WS2196804260,simsd101,0,0,4,2B,start
WS2196804260,hortt101,0,0,5,3B,start
WS2196804260,harpt101,0,0,6,SS,start
WS2196804260,davav101,0,0,7,LF,start
WS2196804260,browl104,0,0,8,CF,start
WS2196804260,siebs101,0,0,9,RF,start
WS2196804260,unsed101,0,1,1,P,start
WS2196804260,valef101,0,1,2,C,start
WS2196804260,mcmuk101,0,1,3,1B,start
WS2196804260,howaf102,0,1,4,2B,start
WS2196804260,epstm101,0,1,5,3B,start
WS2196804260,hansr102,0,1,6,SS,start
WS2196804260,casap101,0,1,7,LF,start
WS2196804260,coggf101,0,1,8,CF,start
WS2196804260,bertf101,0,1,9,RF,start
WS2196804260,bosmd101,0,1,9,RF,sub
WS2196804260,alleb105,0,1,9,RF,sub
WS2196804260,deneb101,0,1,9,RF,sub
WS2196804260,knowd101,0,1,9,RF,sub
WS2196804260,brine101,0,1,6,SS,sub
WS2196804260,stroe101,0,1,9,RF,sub
WS2196804260,brine101,0,1,6,SS,sub
WS2196804260,stroe101,0,1,9,RF,sub
WS2196804260,baldd101,0,1,2,C,sub
WS2196804260,nelsd101,0,0,5,3B,sub
WS2196804260,fishe102,0,0,5,3B,sub
WS2196804260,smitw102,0,0,9,RF,sub
