game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
ATL199504260,ATL,SFN,4,0,,D,maddg002,mulht001,ATL
ATL199504270,ATL,SFN,0,2,,D,stanm003,burbd001,ATL
ATL199505050,ATL,PHI,0,0,,N,greet002,merck001,PHI
ATL199505060,ATL,PHI,0,0,,N,mimbm001,smolj001,PHI
ATL199505070,ATL,PHI,0,0,,D,schic002,bedrs001,PHI
ATL199505080,ATL,PHI,0,2,,N,abbok001,glavt001,PHI
ATL199505120,ATL,CIN,0,0,,N,branj001,bedrs001,CIN
ATL199505130,ATL,CIN,0,2,,N,glavt001,smitp001,ATL
ATL199505140,ATL,CIN,0,0,,D,carrh001,clonb001,CIN
ATL199505150,ATL,COL,0,0,,N,merck001,olivo001,ATL
ATL199505160,ATL,COL,3,2,,N,smolj001,acevj001,ATL
ATL199505170,ATL,COL,2,3,,N,holmd001,maddg002,COL
ATL199505180,ATL,COL,0,1,,N,mcmig001,munom001,ATL
ATL199505190,ATL,FLO,0,0,,N,avers001,verer001,ATL
ATL199505200,ATL,FLO,1,0,,N,wohlm001,nen-r001,ATL
ATL199505210,ATL,FLO,2,0,,D,smolj001,burkj001,ATL
ATL199506010,ATL,LAN,2,3,,N,valdi001,merck001,LAN
ATL199506020,ATL,HOU,1,0,,N,drabd001,smolj001,HOU
ATL199506030,ATL,HOU,0,0,,N,jonet003,wohlm001,HOU
ATL199506040,ATL,HOU,0,0,,D,reyns001,glavt001,HOU
ATL199506050,ATL,CHN,1,0,,N,bedrs001,hickb001,ATL
ATL199506060,ATL,CHN,3,1,,N,merck001,tracs001,ATL
ATL199506070,ATL,CHN,0,0,,D,smolj001,perem002,ATL
ATL199506090,ATL,SLN,0,1,,N,mcmig001,arocr001,ATL
ATL199506100,ATL,SLN,2,0,,N,delur001,glavt001,SLN
ATL199506110,ATL,SLN,0,1,,D,habyj001,avers001,SLN
ATL199506230,ATL,NYN,1,1,,N,sabeb001,merck001,NYN
ATL199506240,ATL,NYN,0,0,,N,smolj001,mlicd001,ATL
ATL199506250,ATL,NYN,1,2,,D,maddg002,harnp001,ATL
ATL199506260,ATL,MON,0,0,,N,glavt001,aquil001,ATL
ATL199506270,ATL,MON,0,2,,N,henrb001,avers001,MON
ATL199506280,ATL,MON,1,0,,D,clonb001,rojam001,ATL
ATL199507040,ATL,LAN,0,0,,N,clonb001,valdi001,ATL
ATL199507050,ATL,LAN,1,0,,N,wohlm001,astap001,ATL
ATL199507060,ATL,LAN,0,0,,N,mcmig001,seanr001,ATL
ATL199507070,ATL,SFN,0,3,,N,glavt001,greek001,ATL
ATL199507080,ATL,SFN,3,0,,N,avers001,portm001,ATL
ATL199507090,ATL,SFN,0,0,,N,wohlm001,beckr001,ATL
ATL199507180,ATL,PIT,0,0,,N,dyerm001,wohlm001,PIT
ATL199507190,ATL,PIT,2,0,,N,maddg002,loaie001,ATL
ATL199507200,ATL,PIT,0,1,,N,clonb001,plesd001,ATL
ATL199507210,ATL,SDN,2,0,,N,bochd001,mcmig001,SDN
ATL199507220,ATL,SDN,0,0,,N,wohlm001,blaiw001,ATL
ATL199507230,ATL,SDN,0,0,,D,smolj001,hamij002,ATL
ATL199508010,ATL,PHI,0,0,,N,ferns001,avers001,PHI
ATL199508020,ATL,PHI,0,0,,N,merck001,munob001,ATL
ATL199508030,ATL,PHI,0,0,,N,borbp001,sloch001,ATL
ATL199508080,ATL,CIN,2,3,,N,smolj001,mcelc001,ATL
ATL199508090,ATL,CIN,2,0,,N,burbd001,maddg002,CIN
