game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,oscorer,gametype,umplf,umprf
MON199505020,NYN,MON,MON02,1995/05/02,0,7:55,night,false,janud901,willb902,florj901,holom901,pitches,60,unknown,-1,unknown,unknown,unknown,210,46515,fassj001,jacoj001,rojam001,,,,
MON199505030,NYN,MON,MON02,1995/05/03,0,7:38,night,false,quicj901,davib902,ripps901,hohnb901,none,0,unknown,-1,dry,none,dome,145,13923,martp001,sabeb001,rojam001,,,,
MON199505040,NYN,MON,MON02,1995/05/04,0,7:37,night,false,davib902,ripps901,hohnb901,quicj901,pitches,0,unknown,-1,dry,none,dome,184,12993,franj001,shawj001,,,,,
MON199505050,FLO,MON,MON02,1995/05/05,0,7:41,night,false,demud901,rapue901,laynj901,rungp901,pitches,0,unknown,-1,dry,none,dome,177,21406,burkj001,hereg001,matht001,,,,
MON199505060,FLO,MON,MON02,1995/05/06,0,1:41,day,false,rapue901,laynj901,rungp901,demud901,pitches,0,unknown,-1,dry,none,dome,174,31400,weatd001,ruetk001,,,,,
MON199505070,FLO,MON,MON02,1995/05/07,0,1:36,day,false,laynj901,rungp901,demud901,rapue901,pitches,0,unknown,-1,dry,none,dome,184,23197,fassj001,gardm001,,,,,
MON199505080,FLO,MON,MON02,1995/05/08,0,7:09,night,false,rungp901,demud901,bellw901,laynj901,none,0,unknown,-1,dry,none,dome,156,12018,rojam001,perey001,,,,,
MON199505160,CIN,MON,MON02,1995/05/16,0,7:27,night,false,mcshj901,monte901,willc901,riekr901,none,0,unknown,-1,dry,none,dome,178,15969,perec001,jarvk001,rojam001,,,,
MON199505170,CIN,MON,MON02,1995/05/17,0,7:37,night,false,monte901,willc901,riekr901,mcshj901,pitches,0,unknown,-1,dry,none,dome,184,15047,rijoj001,fassj001,carrh001,,,,
MON199505220,FLO,MON,MON02,1995/05/22,0,7:35,night,false,davib902,hohnb901,nauep901,potts901,pitches,0,unknown,-1,dry,none,dome,175,12716,perec001,weatd001,rojam001,,,,
MON199505230,SDN,MON,MON02,1995/05/23,0,7:40,night,false,hohnb901,nauep901,potts901,davib902,pitches,0,unknown,-1,dry,none,dome,177,13439,fassj001,ashba002,rojam001,,,,
MON199505240,SDN,MON,MON02,1995/05/24,0,7:38,night,false,nauep901,potts901,davib902,hohnb901,none,0,unknown,-1,dry,none,dome,157,16549,shawj001,berua001,aquil001,,,,
MON199505250,SDN,MON,MON02,1995/05/25,0,7:35,night,false,potts901,davib902,hohnb901,nauep901,pitches,65,unknown,-1,dry,none,dome,173,13484,sands002,henrb001,hofft001,,,,
MON199505260,LAN,MON,MON02,1995/05/26,0,7:35,night,false,poncl901,darlg901,hirsm901,pullf901,pitches,65,unknown,-1,dry,none,dome,169,24314,hereg001,martr002,scott002,,,,
MON199505270,LAN,MON,MON02,1995/05/27,0,1:40,day,false,darlg901,hirsm901,pullf901,poncl901,pitches,65,unknown,-1,dry,none,dome,144,24503,perec001,valdi001,rojam001,,,,
MON199505280,LAN,MON,MON02,1995/05/28,0,8:05,night,false,hirsm901,pullf901,poncl901,darlg901,pitches,65,unknown,-1,dry,none,dome,185,16588,fassj001,nomoh001,scott002,,,,
MON199505290,SFN,MON,MON02,1995/05/29,0,7:39,night,false,froeb901,herna901,vanol901,hallt901,pitches,72,unknown,-1,dry,none,dome,194,14293,burbd001,rojam001,,,,,
MON199505300,SFN,MON,MON02,1995/05/30,0,7:39,night,false,herna901,vanol901,hallt901,froeb901,pitches,0,unknown,-1,dry,none,dome,213,14257,bautj001,shawj001,beckr001,,,,
MON199505310,SFN,MON,MON02,1995/05/31,0,7:35,night,false,vanol901,froeb901,mealj901,herna901,pitches,0,unknown,-1,dry,none,dome,152,15913,hereg001,mulht001,rojam001,,,,
MON199506010,SLN,MON,MON02,1995/06/01,0,1:39,day,false,froeb901,mealj901,herna901,vanol901,none,0,unknown,-1,dry,none,dome,162,12734,perec001,watsa001,shawj001,,,,
MON199506130,ATL,MON,MON02,1995/06/13,0,7:38,night,false,marsr901,relic901,poncl901,wendh901,pitches,68,unknown,-1,dry,none,dome,189,25492,perec001,merck001,,,,,
MON199506140,ATL,MON,MON02,1995/06/14,0,7:37,night,false,relic901,poncl901,wendh901,marsr901,pitches,68,unknown,-1,dry,none,dome,172,22339,smolj001,fassj001,,,,,
MON199506150,ATL,MON,MON02,1995/06/15,0,7:35,night,false,poncl901,wendh901,marsr901,relic901,pitches,68,unknown,-1,dry,none,dome,145,25013,maddg002,martp001,,,,,
MON199506190,HOU,MON,MON02,1995/06/19,0,7:38,night,false,tatat901,wintm901,davig901,grege901,pitches,0,unknown,-1,dry,none,dome,198,14320,kiled001,fassj001,jonet003,,,,
MON199506200,HOU,MON,MON02,1995/06/20,0,7:39,night,false,wintm901,davig901,grege901,tatat901,pitches,0,unknown,-1,dry,none,dome,189,14837,reyns001,martp001,,,,,
MON199506210,HOU,MON,MON02,1995/06/21,0,7:07,night,false,davig901,grege901,tatat901,wintm901,pitches,0,unknown,-1,dry,none,dome,164,18720,swing001,henrb001,jonet003,,,,
MON199506230,PIT,MON,MON02,1995/06/23,0,7:35,night,false,pullf901,westj901,darlg901,vanol901,pitches,0,unknown,-1,dry,none,dome,123,27367,neagd001,martp001,,,,,
MON199506240,PIT,MON,MON02,1995/06/24,0,5:35,night,false,westj901,darlg901,vanol901,pullf901,pitches,0,unknown,-1,dry,none,dome,148,25187,perec001,ericj001,,,,,
MON199506250,PIT,MON,MON02,1995/06/25,0,1:38,day,false,darlg901,vanol901,pullf901,westj901,pitches,0,unknown,-1,dry,none,dome,149,27850,loaie001,fassj001,miced001,,,,
MON199507120,CHN,MON,MON02,1995/07/12,0,7:36,night,false,kellj901,riekr901,marsr901,relic901,pitches,0,unknown,-1,dry,none,dome,180,14229,urbiu001,castf001,rojam001,,,,
MON199507130,PHI,MON,MON02,1995/07/13,0,7:40,night,false,barrm901,marsr901,relic901,kellj901,pitches,0,unknown,-1,dry,none,dome,189,16991,schic002,fassj001,sloch001,,,,
MON199507140,PHI,MON,MON02,1995/07/14,0,7:35,night,false,marsr901,relic901,kellj901,barrm901,pitches,0,unknown,0,dry,none,dome,155,15921,martp001,greet002,,,,,
MON199507150,PHI,MON,MON02,1995/07/15,0,8:06,night,false,relic901,kellj901,barrm901,marsr901,pitches,0,unknown,-1,dry,none,dome,170,30100,henrb001,quanp001,rojam001,,,,
MON199507160,PHI,MON,MON02,1995/07/16,0,1:38,day,false,kellj901,barrm901,marsr901,relic901,pitches,0,unknown,-1,dry,none,dome,161,22345,perec001,ferns001,rojam001,,,,
MON199507170,SLN,MON,MON02,1995/07/17,0,8:07,night,false,barrm901,crawj901,herna901,hallt901,pitches,0,unknown,-1,dry,none,dome,195,15861,delur001,shawj001,henkt001,,,,
MON199507180,SLN,MON,MON02,1995/07/18,0,7:37,night,false,crawj901,herna901,hallt901,barrm901,pitches,0,unknown,-1,dry,none,dome,155,15844,fassj001,urbat001,rojam001,,,,
MON199507190,CHN,MON,MON02,1995/07/19,0,7:38,night,false,herna901,hallt901,vanol901,crawj901,pitches,0,unknown,-1,dry,none,dome,191,14867,martp001,bullj001,shawj001,,,,
MON199507200,CHN,MON,MON02,1995/07/20,0,7:35,night,false,hallt901,vanol901,crawj901,herna901,pitches,75,unknown,0,dry,none,dome,135,17942,henrb001,navaj001,,,,,
MON199507270,SLN,MON,MON02,1995/07/27,0,1:37,day,false,grege901,davig901,tatat901,wintm901,none,0,unknown,-1,dry,none,dome,133,15846,perec001,jackd001,rojam001,,,,
MON199507280,COL,MON,MON02,1995/07/28,0,7:36,night,false,davig901,tatat901,wintm901,grege901,pitches,0,unknown,-1,dry,none,dome,170,19221,ritzk001,urbiu001,,,,,
MON199507290,COL,MON,MON02,1995/07/29,0,7:35,night,false,tatat901,wintm901,grege901,davig901,pitches,0,unknown,-1,dry,none,dome,157,23595,rekab001,fassj001,holmd001,,,,
MON199507300,COL,MON,MON02,1995/07/30,0,1:38,day,false,wintm901,grege901,davig901,tatat901,pitches,0,unknown,-1,dry,none,dome,161,27172,martp001,freem001,,,,,
MON199507310,COL,MON,MON02,1995/07/31,0,4:55,day,false,monte901,mcshj901,willc901,bonig901,pitches,0,unknown,-1,dry,none,dome,178,14978,reyna001,henrb001,holmd001,,,,
MON199508010,FLO,MON,MON02,1995/08/01,0,7:38,night,false,mcshj901,willc901,bonig901,monte901,pitches,72,unknown,0,dry,none,dome,164,14126,rappp001,perec001,nen-r001,,,,
MON199508020,FLO,MON,MON02,1995/08/02,0,7:36,night,false,willc901,bonig901,monte901,mcshj901,pitches,72,unknown,0,dry,none,dome,193,14220,penaa001,shawj001,nen-r001,,,,
MON199508040,ATL,MON,MON02,1995/08/04,0,7:35,night,false,laynj901,demud901,rapue901,rungp901,pitches,72,unknown,0,dry,none,dome,140,20184,maddg002,martp001,wohlm001,,,,
MON199508050,ATL,MON,MON02,1995/08/05,0,8:05,night,false,demud901,rapue901,rungp901,laynj901,pitches,75,unknown,0,dry,none,dome,211,24448,glavt001,henrb001,wohlm001,,,,
MON199508060,ATL,MON,MON02,1995/08/06,0,1:40,day,false,rapue901,rungp901,laynj901,demud901,pitches,72,unknown,0,dry,none,dome,130,26257,perec001,avers001,,,,,
MON199508070,ATL,MON,MON02,1995/08/07,0,1:35,day,false,rungp901,laynj901,demud901,rapue901,pitches,0,unknown,-1,dry,none,dome,163,19480,merck001,fassj001,,,,,
MON199508180,SDN,MON,MON02,1995/08/18,0,7:36,night,false,pullf901,westj901,darlg901,hirsm901,pitches,0,unknown,-1,dry,none,dome,145,17444,fassj001,dishg001,frasw001,,,,
MON199508190,SDN,MON,MON02,1995/08/19,0,8:06,night,false,westj901,darlg901,hirsm901,pullf901,pitches,0,unknown,-1,dry,none,dome,174,17423,hamij002,hereg001,,,,,
MON199508200,SDN,MON,MON02,1995/08/20,0,1:41,day,false,darlg901,hirsm901,pullf901,westj901,pitches,0,unknown,-1,dry,none,dome,141,21593,blaiw001,martp001,hofft001,,,,
MON199508210,LAN,MON,MON02,1995/08/21,0,7:37,night,false,hohnb901,ripps901,poncl901,davib902,pitches,0,unknown,-1,dry,none,dome,167,18083,valdi001,alvat001,,,,,
MON199508220,LAN,MON,MON02,1995/08/22,0,7:38,night,false,ripps901,poncl901,davib902,hohnb901,pitches,0,unknown,-1,dry,none,dome,229,16057,worrt001,frasw001,,,,,
MON199508230,LAN,MON,MON02,1995/08/23,0,7:38,night,false,poncl901,davib902,hohnb901,ripps901,pitches,0,unknown,-1,dry,none,dome,160,15602,martr002,fassj001,,,,,
MON199508240,SFN,MON,MON02,1995/08/24,0,7:38,night,false,wendh901,marsr901,relic901,kellj901,pitches,0,unknown,-1,dry,none,dome,171,13164,servs001,leipd001,beckr001,,,,
MON199508250,SFN,MON,MON02,1995/08/25,0,8:05,night,false,marsr901,relic901,kellj901,wendh901,pitches,0,unknown,-1,dry,none,dome,164,14385,martp001,vanlb001,,,,,
MON199508260,SFN,MON,MON02,1995/08/26,0,7:47,night,false,relic901,kellj901,wendh901,marsr901,none,0,unknown,-1,dry,none,dome,156,16657,brewj001,alvat001,beckr001,,,,
MON199508270,SFN,MON,MON02,1995/08/27,0,1:39,day,false,kellj901,wendh901,marsr901,relic901,pitches,0,unknown,-1,dry,none,dome,114,27491,ruetk001,leitm001,,,,,
MON199509080,NYN,MON,MON02,1995/09/08,0,8:07,night,false,tatat901,grege901,davig901,bellw901,pitches,70,unknown,0,dry,none,dome,143,12004,joneb003,ruetk001,,,,,
MON199509090,NYN,MON,MON02,1995/09/09,0,7:37,night,false,grege901,davig901,bellw901,tatat901,pitches,70,unknown,0,dry,none,dome,200,15013,byrdp001,fassj001,franj001,,,,
MON199509100,NYN,MON,MON02,1995/09/10,0,1:39,day,false,davig901,bellw901,tatat901,grege901,pitches,68,unknown,0,dry,none,dome,156,14358,isrij001,perec001,,,,,
MON199509110,NYN,MON,MON02,1995/09/11,0,7:35,night,false,gormb901,laynj901,demud901,rungp901,pitches,68,unknown,0,dry,none,dome,141,9715,martp001,pulsb001,,,,,
MON199509120,PHI,MON,MON02,1995/09/12,0,7:37,night,false,laynj901,demud901,rungp901,gormb901,pitches,68,unknown,0,dry,none,night,165,11246,willm005,alvat001,borlt001,,,,
MON199509130,PHI,MON,MON02,1995/09/13,0,7:35,night,false,rungp901,rapue901,gormb901,laynj901,pitches,0,unknown,-1,dry,none,dome,151,11335,hereg001,sprid001,rojam001,,,,
MON199509150,HOU,MON,MON02,1995/09/15,0,8:07,night,false,froeb901,riekr901,herna901,crawj901,pitches,0,unknown,-1,dry,none,dome,197,12594,tabaj001,harrg001,,,,,
MON199509160,HOU,MON,MON02,1995/09/16,0,7:37,night,false,riekr901,herna901,crawj901,froeb901,pitches,0,unknown,-1,dry,none,dome,167,14530,brocd001,perec001,,,,,
MON199509170,HOU,MON,MON02,1995/09/17,0,1:38,day,false,herna901,crawj901,froeb901,riekr901,pitches,0,unknown,-1,dry,none,dome,180,15760,drabd001,martp001,hennm001,,,,
MON199509280,CIN,MON,MON02,1995/09/28,0,7:41,night,false,davig901,wintm901,tatat901,grege901,pitches,68,unknown,0,dry,none,dome,181,14581,schop001,martp001,branj001,,,,
MON199509290,CIN,MON,MON02,1995/09/29,0,8:06,night,false,wintm901,tatat901,grege901,davig901,pitches,68,unknown,0,dry,none,dome,201,12155,portm001,alvat001,,,,,
MON199509300,CIN,MON,MON02,1995/09/30,0,7:37,night,false,tatat901,grege901,davig901,wintm901,pitches,68,unknown,0,dry,none,dome,127,14564,ruetk001,welld001,,,,,
MON199510010,CIN,MON,MON02,1995/10/01,0,1:38,day,false,grege901,davig901,wintm901,tatat901,pitches,68,unknown,0,dry,none,dome,141,16854,pught001,fassj001,,,,,
SDN199504260,HOU,SDN,SAN01,1995/04/26,0,7:35,night,false,roseb901,rodrg901,fordw901,jenkj901,pitches,70,unknown,-1,dry,none,night,210,41961,drabd001,benea001,,,,,
SDN199504270,HOU,SDN,SAN01,1995/04/27,0,2:05,day,false,rodrg901,fordw901,jenkj901,roseb901,pitches,72,unknown,-1,dry,none,sunny,173,7468,ashba002,reyns001,,,,,
SDN199504280,CIN,SDN,SAN01,1995/04/28,0,7:05,night,false,davib901,schaf901,yeasd901,homob901,none,65,unknown,-1,dry,none,night,201,10307,berua001,carrh001,,,,,
SDN199504290,CIN,SDN,SAN01,1995/04/29,0,7:05,night,false,schaf901,yeasd901,homob901,davib901,none,66,unknown,-1,dry,none,night,185,13663,sands002,schop001,,,,,
SDN199504300,CIN,SDN,SAN01,1995/04/30,0,1:06,day,false,yeasd901,davib901,homob901,schaf901,none,70,unknown,6,dry,none,cloudy,182,18964,hofft001,carrh001,,,,,
SDN199505040,SFN,SDN,SAN01,1995/05/04,0,1:05,day,false,crawj901,hallt901,herna901,froeb901,pitches,70,unknown,-1,wet,showers,cloudy,180,8064,wilst002,willb001,beckr001,,,,
SDN199505050,SFN,SDN,SAN01,1995/05/05,0,7:05,night,false,hallt901,herna901,froeb901,crawj901,pitches,0,unknown,-1,dry,none,night,155,13370,rossj001,valef001,,,,,
SDN199505060,SFN,SDN,SAN01,1995/05/06,0,7:05,night,false,herna901,froeb901,crawj901,hallt901,pitches,58,torf,3,wet,drizzle,night,231,9406,mulht001,benea001,,,,,
SDN199505070,SFN,SDN,SAN01,1995/05/07,0,1:05,day,false,froeb901,crawj901,hallt901,herna901,pitches,63,tocf,8,dry,none,cloudy,176,12905,portm001,ashba002,beckr001,,,,
SDN199505080,LAN,SDN,SAN01,1995/05/08,0,7:07,night,false,westj901,darlg901,poncl901,pullf901,pitches,65,tolf,8,dry,none,night,161,9215,hermd001,osuna002,hofft001,,,,
SDN199505090,LAN,SDN,SAN01,1995/05/09,0,7:07,night,false,darlg901,poncl901,pullf901,westj901,pitches,66,torf,8,dry,none,night,163,10845,sands002,candt001,,,,,
SDN199505100,LAN,SDN,SAN01,1995/05/10,0,1:07,day,false,poncl901,pullf901,westj901,darlg901,none,70,tocf,7,dry,none,sunny,191,12860,martr002,valef001,worrt001,,,,
SDN199505150,SLN,SDN,SAN01,1995/05/15,0,7:07,night,false,rapue901,rungp901,demud901,bellw901,pitches,0,unknown,-1,dry,none,night,167,6758,hermd001,delur001,berua001,,,,
SDN199505160,SLN,SDN,SAN01,1995/05/16,0,7:05,night,false,rungp901,demud901,bellw901,rapue901,pitches,60,tocf,5,dry,none,night,152,6743,hofft001,parrj001,,,,,
SDN199505170,SLN,SDN,SAN01,1995/05/17,0,7:35,night,false,demud901,bellw901,rapue901,rungp901,pitches,65,unknown,0,dry,none,night,140,7418,ashba002,jackd001,hofft001,,,,
SDN199505190,PIT,SDN,SAN01,1995/05/19,0,7:06,night,false,hirsm901,pullf901,westj901,poncl901,pitches,0,unknown,-1,dry,none,night,163,11133,liebj001,hamij002,miced001,,,,
SDN199505200,PIT,SDN,SAN01,1995/05/20,0,7:07,night,false,pullf901,westj901,poncl901,hirsm901,pitches,65,unknown,0,dry,none,night,170,10433,valef001,gottj001,,,,,
SDN199505210,PIT,SDN,SAN01,1995/05/21,0,5:03,night,false,westj901,poncl901,hirsm901,pullf901,pitches,67,tolf,5,dry,none,night,166,12973,neagd001,benea001,,,,,
SDN199506020,MON,SDN,SAN01,1995/06/02,0,7:08,night,false,riekr901,danlk901,willc901,bonig901,pitches,0,unknown,-1,dry,none,night,182,28662,fassj001,berua001,,,,,
SDN199506030,MON,SDN,SAN01,1995/06/03,0,7:06,night,false,danlk901,willc901,bonig901,riekr901,pitches,0,unknown,-1,dry,none,night,142,9707,martp001,willb001,rojam001,,,,
SDN199506040,MON,SDN,SAN01,1995/06/04,0,1:06,day,false,willc901,bonig901,riekr901,danlk901,pitches,68,torf,6,dry,none,sunny,169,12523,sands002,henrb001,,,,,
SDN199506050,PHI,SDN,SAN01,1995/06/05,0,7:06,night,false,rungp901,barnr901,herna901,vanol901,pitches,64,torf,5,dry,none,night,156,7233,hofft001,charn001,,,,,
SDN199506060,PHI,SDN,SAN01,1995/06/06,0,7:07,night,false,barnr901,herna901,vanol901,rungp901,pitches,68,torf,8,dry,none,night,162,8891,valef001,willm005,hofft001,,,,
SDN199506070,PHI,SDN,SAN01,1995/06/07,0,1:07,day,false,herna901,vanol901,rungp901,barnr901,pitches,75,rtol,10,dry,none,sunny,147,9749,schic002,ashba002,,,,,
SDN199506090,NYN,SDN,SAN01,1995/06/09,0,7:07,night,false,davig901,gormb901,wintm901,grege901,pitches,67,unknown,5,dry,none,night,150,11047,hamij002,harnp001,hofft001,,,,
SDN199506100,NYN,SDN,SAN01,1995/06/10,0,7:07,night,false,gormb901,wintm901,grege901,davig901,pitches,67,ltor,8,dry,none,night,139,11129,sands002,joneb003,,,,,
SDN199506110,NYN,SDN,SAN01,1995/06/11,0,1:06,day,false,wintm901,grege901,davig901,gormb901,pitches,80,ltor,8,dry,none,sunny,156,16727,willb001,dipoj001,,,,,
SDN199506190,CHN,SDN,SAN01,1995/06/19,0,7:06,night,false,rungp901,rapue901,bellw901,demud901,pitches,67,fromcf,8,dry,none,night,150,10618,berua001,fostk001,hofft001,,,,
SDN199506200,CHN,SDN,SAN01,1995/06/20,0,7:06,night,false,rapue901,bellw901,demud901,rungp901,pitches,64,tocf,5,dry,none,night,183,11044,castf001,sands002,,,,,
SDN199506210,CHN,SDN,SAN01,1995/06/21,0,1:06,day,false,bellw901,demud901,rungp901,rapue901,none,73,tolf,9,dry,none,sunny,142,11497,benea001,tracs001,,,,,
SDN199506220,COL,SDN,SAN01,1995/06/22,0,1:05,day,false,relic901,poncl901,wendh901,marsr901,none,74,unknown,-1,unknown,unknown,unknown,148,11653,reyna001,dishg001,ruffb001,,,,
SDN199506230,COL,SDN,SAN01,1995/06/23,0,7:05,night,false,poncl901,wendh901,marsr901,relic901,pitches,67,unknown,9,dry,none,night,128,15418,ashba002,freem001,hofft001,,,,
SDN199506240,COL,SDN,SAN01,1995/06/24,0,7:05,night,false,wendh901,marsr901,relic901,poncl901,pitches,66,unknown,10,dry,none,night,115,36137,hamij002,ritzk001,,,,,
SDN199506250,COL,SDN,SAN01,1995/06/25,0,1:07,day,false,marsr901,relic901,poncl901,wendh901,pitches,68,unknown,7,dry,none,overcast,193,20776,grahj001,sands002,,,,,
SDN199507130,ATL,SDN,SAN01,1995/07/13,0,7:08,night,false,quicj901,ripps901,hohnb901,davib902,pitches,67,torf,9,dry,none,night,142,15028,maddg002,hamij002,,,,,
SDN199507140,ATL,SDN,SAN01,1995/07/14,0,4:05,day,false,ripps901,hohnb901,davib902,quicj901,pitches,0,unknown,-1,dry,none,sunny,137,17027,glavt001,benea001,,,,,
SDN199507150,ATL,SDN,SAN01,1995/07/15,0,5:06,night,false,hohnb901,davib902,quicj901,ripps901,pitches,0,unknown,-1,dry,none,sunny,169,39737,clonb001,florb001,wohlm001,,,,
SDN199507160,ATL,SDN,SAN01,1995/07/16,0,1:05,day,false,davib902,quicj901,ripps901,hohnb901,pitches,85,torf,8,dry,none,sunny,169,23925,dishg001,merck001,hofft001,,,,
SDN199507170,CIN,SDN,SAN01,1995/07/17,0,8:05,night,false,wintm901,grege901,davig901,tatat901,pitches,73,tocf,5,dry,none,night,149,9953,blaiw001,nitkc001,hofft001,,,,
SDN199507180,CIN,SDN,SAN01,1995/07/18,0,7:05,night,false,grege901,davig901,tatat901,wintm901,pitches,74,tolf,11,dry,none,night,151,10867,mcelc001,hamij002,,,,,
SDN199507190,CIN,SDN,SAN01,1995/07/19,0,7:35,night,false,davig901,tatat901,wintm901,grege901,pitches,69,torf,8,dry,none,night,170,13036,jackm001,hofft001,branj001,,,,
SDN199507280,HOU,SDN,SAN01,1995/07/28,0,7:05,night,false,demud901,rapue901,rungp901,laynj901,pitches,0,unknown,-1,dry,none,night,148,14331,hamij002,reyns001,hofft001,,,,
SDN199507290,HOU,SDN,SAN01,1995/07/29,0,7:05,night,false,rapue901,rungp901,laynj901,demud901,pitches,71,tolf,10,dry,none,night,160,36137,swing001,benea001,,,,,
SDN199507300,HOU,SDN,SAN01,1995/07/30,0,1:06,day,false,rungp901,laynj901,demud901,rapue901,pitches,73,torf,7,dry,none,night,157,13587,drabd001,willb001,,,,,
SDN199507310,HOU,SDN,SAN01,1995/07/31,0,1:05,day,false,laynj901,demud901,rapue901,rungp901,pitches,80,tolf,7,dry,none,sunny,154,12037,ashba002,kiled001,,,,,
SDN199508010,SFN,SDN,SAN01,1995/08/01,0,7:05,night,false,westj901,darlg901,hirsm901,pullf901,pitches,74,tolf,8,dry,none,night,144,12692,leitm001,dishg001,beckr001,,,,
SDN199508020,SFN,SDN,SAN01,1995/08/02,0,7:35,night,false,darlg901,hirsm901,pullf901,westj901,pitches,73,torf,10,dry,none,night,169,14732,villr001,barts001,,,,,
SDN199508030,SFN,SDN,SAN01,1995/08/03,0,1:05,day,false,hirsm901,pullf901,westj901,darlg901,none,80,torf,10,dry,none,sunny,145,14579,blaiw001,valds001,hofft001,,,,
SDN199508111,SLN,SDN,SAN01,1995/08/11,1,5:05,night,false,froeb901,vanol901,herna901,hallt901,pitches,80,unknown,1,dry,none,sunny,144,0,ashba002,jackd001,,,,,
SDN199508112,SLN,SDN,SAN01,1995/08/11,2,8:02,night,false,vanol901,herna901,hallt901,froeb901,pitches,0,unknown,-1,dry,none,night,158,18409,bochd001,delur001,hofft001,,,,
SDN199508120,SLN,SDN,SAN01,1995/08/12,0,8:07,night,false,herna901,hallt901,froeb901,vanol901,pitches,0,unknown,-1,dry,none,night,160,21744,dishg001,matht002,florb001,,,,
SDN199508140,PIT,SDN,SAN01,1995/08/14,0,7:08,night,false,poncl901,davib902,hohnb901,ripps901,pitches,82,torf,6,dry,none,night,152,9242,bochd001,chrij002,hofft001,,,,
SDN199508150,PIT,SDN,SAN01,1995/08/15,0,7:05,night,false,davib902,hohnb901,ripps901,poncl901,pitches,73,torf,10,dry,none,night,146,10458,parrs001,blaiw001,,,,,
SDN199508160,PIT,SDN,SAN01,1995/08/16,0,7:35,night,false,hohnb901,ripps901,poncl901,davib902,pitches,71,tolf,8,dry,none,night,159,14046,ashba002,ericj001,hofft001,,,,
SDN199508290,MON,SDN,SAN01,1995/08/29,0,7:05,night,false,bonig901,poncl901,barrm901,monte901,pitches,79,tolf,6,dry,none,night,154,11578,fassj001,hamij002,rojam001,,,,
SDN199508300,MON,SDN,SAN01,1995/08/30,0,7:37,night,false,poncl901,barrm901,monte901,bonig901,pitches,76,torf,6,dry,none,night,159,8531,hofft001,harrg001,,,,,
SDN199508310,MON,SDN,SAN01,1995/08/31,0,1:05,day,false,barrm901,monte901,bonig901,poncl901,pitches,83,tocf,9,dry,none,sunny,175,10909,frasw001,villr001,rojam001,,,,
SDN199509010,PHI,SDN,SAN01,1995/09/01,0,8:07,night,false,rungp901,laynj901,gormb901,demud901,pitches,78,torf,6,dry,none,night,166,18125,valef001,gracm002,hofft001,,,,
SDN199509020,PHI,SDN,SAN01,1995/09/02,0,12:36,day,false,gormb901,laynj901,demud901,rungp901,pitches,84,tocf,6,dry,none,sunny,189,18401,hofft001,sloch001,,,,,
SDN199509030,PHI,SDN,SAN01,1995/09/03,0,1:25,day,false,laynj901,demud901,rungp901,gormb901,pitches,83,tocf,7,dry,none,sunny,157,14783,quanp001,hamij002,sloch001,,,,
SDN199509040,NYN,SDN,SAN01,1995/09/04,0,5:05,night,false,grege901,davig901,bellw901,tatat901,pitches,0,unknown,-1,dry,none,unknown,184,10135,hofft001,henrd002,,,,,
SDN199509050,NYN,SDN,SAN01,1995/09/05,0,7:05,night,false,davig901,bellw901,tatat901,grege901,pitches,84,tolf,8,dry,none,night,159,8248,isrij001,ashba002,franj001,,,,
SDN199509060,NYN,SDN,SAN01,1995/09/06,0,1:05,day,false,bellw901,tatat901,grege901,davig901,pitches,87,tolf,6,dry,none,sunny,165,8363,bochd001,dipoj001,,,,,
SDN199509150,CHN,SDN,SAN01,1995/09/15,0,8:07,night,false,bellw901,kellj901,wendh901,marsr901,pitches,69,tolf,8,dry,none,night,176,20116,castf001,bochd001,myerr001,,,,
SDN199509160,CHN,SDN,SAN01,1995/09/16,0,7:05,night,false,kellj901,wendh901,marsr901,bellw901,pitches,69,torf,6,dry,none,night,174,12455,ashba002,tracs001,,,,,
SDN199509170,CHN,SDN,SAN01,1995/09/17,0,1:04,day,false,wendh901,marsr901,bellw901,kellj901,pitches,73,torf,8,dry,none,sunny,166,13846,valef001,fostk001,,,,,
SDN199509180,COL,SDN,SAN01,1995/09/18,0,7:04,night,false,mcshj901,monte901,bonig901,willc901,pitches,68,tolf,6,dry,none,night,148,10596,ritzk001,hamij002,ruffb001,,,,
SDN199509190,COL,SDN,SAN01,1995/09/19,0,7:06,night,false,monte901,bonig901,willc901,mcshj901,pitches,67,torf,8,dry,none,night,200,10321,blaiw001,reyna001,,,,,
SDN199509200,COL,SDN,SAN01,1995/09/20,0,7:37,night,false,bonig901,willc901,mcshj901,monte901,pitches,66,torf,8,dry,none,night,163,10095,swifb001,dishg001,,,,,
SDN199509290,LAN,SDN,SAN01,1995/09/29,0,8:08,night,false,hallt901,herna901,crawj901,froeb901,pitches,70,unknown,-1,dry,none,night,167,25699,worrt002,osuna002,hofft001,,,,
SDN199509300,LAN,SDN,SAN01,1995/09/30,0,7:07,night,false,herna901,crawj901,froeb901,hallt901,pitches,0,unknown,-1,dry,none,night,161,39853,nomoh001,bochd001,,,,,
SDN199510010,LAN,SDN,SAN01,1995/10/01,0,1:08,day,false,crawj901,froeb901,hallt901,herna901,pitches,65,ltor,10,dry,none,sunny,140,22077,daalo001,willb001,brusj001,,,,
