game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,umplf
NYN196904080,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/04/08,0,0:00PM,day,false,gormt101,lands901,willb901,colon901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/04 2:54AM,park,pitches,66,unknown,-1,unknown,unknown,unknown,215,44541,shawd102,koonc101,sembc101,,,
NYN196904090,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/04/09,0,0:00PM,day,false,lands901,willb901,colon901,gormt101,"""Mets""","""Dobrow""","""Dobrow""",1994/12/04 3:09AM,park,pitches,63,unknown,-1,unknown,unknown,unknown,186,13827,mcgrt001,stonb101,ryann001,,,
NYN196904100,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/04/10,0,0:00PM,day,false,willb901,colon901,gormt101,lands901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/04 3:18AM,park,pitches,72,unknown,-1,unknown,unknown,cloudy,123,8608,gentg101,jastl101,koonc101,,,
NYN196904110,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/04/11,0,0:00PM,day,false,colon901,gormt101,lands901,willb901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/04 3:35AM,park,none,0,unknown,-1,unknown,unknown,unknown,164,12591,carls001,koosj001,hoerj101,,,
NYN196904120,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/04/12,0,0:00PM,day,false,gormt101,lands901,willb901,colon901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/04 3:46AM,park,none,0,unknown,-1,unknown,unknown,unknown,114,19510,giusd101,cardd101,,,,
NYN196904130,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/04/13,0,0:00PM,day,false,lands901,willb901,colon901,gormt101,"""Mets""","""Dobrow""","""Dobrow""",1994/12/04 3:56AM,park,none,0,unknown,-1,unknown,unknown,unknown,133,25314,gibsb101,seavt001,,,,
NYN196904210,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/04/21,0,0:00PM,night,false,steld901,donaa901,steim901,engeb901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/05 8:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,9286,frymw101,taylr101,lersb101,,,
NYN196904230,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/04/23,0,0:00PM,night,false,donaa901,steim901,engeb901,steld901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/05 8:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,7274,koosj001,bunnj101,,,,
NYN196904250,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/04/25,0,0:00PM,night,false,dezef901,craws901,pelec901,harvd901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/06 2:37AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,18548,jenkf101,seavt001,,,,
NYN196904260,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/04/26,0,0:00PM,day,false,craws901,pelec901,harvd901,dezef901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/06 2:48AM,park,none,0,unknown,-1,unknown,unknown,unknown,149,16252,handb101,cardd101,,,,
NYN196904271,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/04/27,1,0:00PM,day,false,pelec901,harvd901,dezef901,craws901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/06 2:59AM,park,none,0,unknown,-1,unknown,unknown,unknown,177,0,regap101,koonc101,,,,
NYN196904272,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/04/27,2,0:00PM,day,false,harvd901,dezef901,craws901,pelec901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/06 3:07AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,37437,mcgrt001,nye-r101,,,,
NYN196905060,"""version 7RS(19) of 07/07/92""",CIN,NYN,NYC17,1969/05/06,0,0:00PM,night,false,olsea901,barla901,varge901,kiblj901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/12 10:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,158,12291,cardd101,nolag101,,,,
NYN196905070,"""version 7RS(19) of 07/07/92""",CIN,NYN,NYC17,1969/05/07,0,0:00PM,night,false,barla901,varge901,kiblj901,olsea901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/14 3:24AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,9242,merrj102,gentg101,carrc103,,,
NYN196905100,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1969/05/10,0,0:00PM,day,false,varge901,kiblj901,olsea901,barla901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/14 3:33AM,park,none,0,unknown,-1,unknown,unknown,unknown,151,14981,seavt001,lemad102,,,,
NYN196905111,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1969/05/11,1,0:00PM,day,false,kiblj901,olsea901,barla901,varge901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/15 1:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,0,dierl101,cardd101,,,,
NYN196905112,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1969/05/11,2,0:00PM,day,false,olsea901,barla901,varge901,kiblj901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/15 1:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,203,19456,koonc101,wilsd102,,,,
NYN196905130,"""version 7RS(19) of 07/07/92""",ATL,NYN,NYC17,1969/05/13,0,8:05PM,night,false,lands901,willb901,colon901,gormt101,"""Mets/Mets radio broadcast""","""Dobrow/Mike Grahek""","""Dobrow/Mike Grahek""",1994/12/19 12:00AM,park,pitches,0,unknown,-1,dry,none,night,133,12332,reedr001,gentg101,upshc101,,,
NYN196905140,"""version 7RS(19) of 07/07/92""",ATL,NYN,NYC17,1969/05/14,0,0:00PM,night,false,willb901,colon901,gormt101,lands901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/19 12:10AM,park,none,0,unknown,-1,unknown,unknown,unknown,141,15365,seavt001,niekp001,taylr101,,,
NYN196905150,"""version 7RS(19) of 07/07/92""",ATL,NYN,NYC17,1969/05/15,0,0:00PM,day,false,colon901,gormt101,lands901,willb901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/19 3:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,167,14370,jarvp101,cardd101,upshc101,,,
NYN196905270,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1969/05/27,0,0:00PM,night,false,davis901,pryop901,venzt901,secof101,"""Mets""","""Dobrow""","""Dobrow""",1994/12/27 3:28AM,park,none,0,unknown,-1,unknown,unknown,unknown,160,11772,santa101,mcanj101,,,,
NYN196905280,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1969/05/28,0,0:00PM,night,false,pryop901,venzt901,secof101,davis901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/27 3:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,181,11860,mcgrt001,mccob105,,,,
NYN196905300,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1969/05/30,0,8:05PM,night,false,venzt901,secof101,davis901,pryop901,"""Mets/Mets radio broadcast""","""Dobrow/Mike Grahek""","""Dobrow/Mike Grahek""",1994/12/28 2:32AM,park,pitches,0,unknown,-1,dry,none,night,135,52272,seavt001,linzf101,taylr101,,,
NYN196905310,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1969/05/31,0,0:00PM,day,false,secof101,davis901,pryop901,venzt901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/28 2:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,32178,gentg101,perrg101,mcgrt001,,,
NYN196906010,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1969/06/01,0,0:00PM,day,false,davis901,pryop901,venzt901,secof101,"""Mets""","""Dobrow""","""Dobrow""",1994/12/28 11:19AM,park,none,0,unknown,-1,unknown,unknown,unknown,190,41294,taylr101,gibbj102,,,,
NYN196906020,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1969/06/02,0,0:00PM,night,false,willb901,colon901,gormt101,lands901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/28 10:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,121,22600,koosj001,ostec103,,,,
NYN196906030,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1969/06/03,0,0:00PM,night,false,colon901,gormt101,lands901,willb901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/29 1:32AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,24212,seavt001,fosta101,mcgrt001,,,
NYN196906040,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1969/06/04,0,0:00PM,night,false,gormt101,lands901,willb901,colon901,"""Mets""","""Dobrow""","""Dobrow""",1994/12/29 1:46AM,park,none,0,unknown,-1,unknown,unknown,unknown,220,31331,taylr101,mikkp101,,,,
NYN196906200,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/06/20,0,0:00PM,night,false,harvd901,dezef901,craws901,pelec901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/06 2:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,54083,ryann001,gibsb101,mcgrt001,,,
NYN196906210,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/06/21,0,0:00PM,day,false,dezef901,craws901,pelec901,harvd901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/09 10:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,136,29628,briln101,dilaj101,,,,
NYN196906221,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/06/22,1,0:00PM,day,false,craws901,pelec901,harvd901,dezef901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/09 10:28AM,park,none,0,unknown,-1,unknown,unknown,unknown,158,0,gentg101,carls001,koonc101,,,
NYN196906222,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/06/22,2,0:00PM,day,false,pelec901,harvd901,dezef901,craws901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/09 8:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,55862,koosj001,torrm001,,,,
NYN196906241,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/06/24,1,0:00PM,day,false,burkk101,sudoe901,weyel901,wendh901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/09 8:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,114,0,seavt001,frymw101,,,,
NYN196906242,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/06/24,2,0:00PM,night,false,sudoe901,weyel901,wendh901,burkk101,"""Mets""","""Dobrow""","""Dobrow""",1995/01/10 6:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,39843,mcanj101,johnj104,taylr101,,,
NYN196906250,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/06/25,0,0:00PM,night,false,weyel901,wendh901,burkk101,sudoe901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/10 6:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,170,27814,wilsb101,taylr101,boozj101,,,
NYN196906260,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/06/26,0,0:00PM,day,false,wendh901,burkk101,sudoe901,weyel901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/10 11:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,15360,jackg101,cardd101,,,,
NYN196906270,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/06/27,0,0:00PM,night,false,varge901,kiblj901,olsea901,barla901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/11 12:03AM,park,none,0,unknown,-1,unknown,unknown,unknown,164,42276,blass101,koosj001,gibbj102,,,
NYN196906280,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/06/28,0,0:00PM,night,false,kiblj901,olsea901,barla901,varge901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/11 12:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,170,48398,bunnj101,gentg101,gibbj102,,,
NYN196906290,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/06/29,0,0:00PM,day,false,olsea901,barla901,varge901,kiblj901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/11 12:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,140,27455,seavt001,vealb101,,,,
NYN196907080,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/07/08,0,0:00PM,day,false,craws901,pelec901,harvd901,dezef901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/16 2:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,129,55096,koosj001,jenkf101,,,,
NYN196907090,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/07/09,0,0:00PM,night,false,pelec901,harvd901,dezef901,craws901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/16 3:41PM,park,pitches,76,unknown,-1,unknown,unknown,unknown,122,50709,seavt001,holtk101,,,jacos701,
NYN196907100,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/07/10,0,0:00PM,day,false,harvd901,dezef901,craws901,pelec901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/16 3:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,36012,handb101,gentg101,,,,
NYN196907110,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/07/11,0,0:00PM,night,false,dezef901,craws901,pelec901,harvd901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/16 9:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,26585,wegem101,mcanj101,radad101,,,
NYN196907131,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/07/13,1,0:00PM,day,false,craws901,pelec901,harvd901,dezef901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/16 9:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,0,koosj001,robej102,,,,
NYN196907132,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/07/13,2,0:00PM,day,false,pelec901,harvd901,dezef901,craws901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/17 1:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,186,40653,koonc101,mcgid101,taylr101,,,
NYN196907240,"""version 7RS(19) of 07/07/92""",CIN,NYN,NYC17,1969/07/24,0,0:00PM,night,false,steim901,engeb901,steld901,donaa901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/18 11:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,197,30934,ramop101,mcgrt001,,,,
NYN196907250,"""version 7RS(19) of 07/07/92""",CIN,NYN,NYC17,1969/07/25,0,8:05PM,night,false,engeb901,steld901,donaa901,steim901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/18 11:18PM,park,pitches,0,unknown,-1,unknown,unknown,night,126,37470,taylr101,carrc103,,,,
NYN196907260,"""version 7RS(19) of 07/07/92""",CIN,NYN,NYC17,1969/07/26,0,0:00PM,day,false,steld901,donaa901,steim901,engeb901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/20 3:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,25259,seavt001,clont101,,,,
NYN196907270,"""version 7RS(19) of 07/07/92""",CIN,NYN,NYC17,1969/07/27,0,0:00PM,day,false,donaa901,steim901,engeb901,steld901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/20 3:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,147,55391,arrig101,cardd101,granw101,,,
NYN196907301,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1969/07/30,1,0:00PM,day,false,secof101,davis901,pryop901,venzt901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/20 4:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,180,0,wilsd102,koosj001,gladf102,,,
NYN196907302,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1969/07/30,2,0:00PM,day,false,davis901,pryop901,venzt901,secof101,"""Mets""","""Dobrow""","""Dobrow""",1995/01/20 4:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,28922,dierl101,gentg101,gladf102,,,
NYN196907310,"""version 7RS(19) of 07/07/92""",HOU,NYN,NYC17,1969/07/31,0,0:00PM,day,false,pryop901,venzt901,secof101,davis901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/21 10:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,144,6683,grift101,seavt001,gladf102,,,
NYN196908010,"""version 7RS(19) of 07/07/92""",ATL,NYN,NYC17,1969/08/01,0,0:00PM,night,false,willb901,colon901,gormt101,lands901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/21 10:32AM,park,none,0,unknown,-1,unknown,unknown,unknown,159,34779,koonc101,niekp001,taylr101,,,
NYN196908020,"""version 7RS(19) of 07/07/92""",ATL,NYN,NYC17,1969/08/02,0,0:00PM,night,false,colon901,gormt101,lands901,willb901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/22 9:24AM,park,none,0,unknown,-1,unknown,unknown,unknown,143,37442,mcanj101,reedr001,mcgrt001,,,
NYN196908030,"""version 7RS(19) of 07/07/92""",ATL,NYN,NYC17,1969/08/03,0,0:00PM,day,false,gormt101,lands901,willb901,colon901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/22 9:37AM,park,none,0,unknown,-1,unknown,unknown,unknown,180,34696,taylr101,raymc101,,,,
NYN196908161,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1969/08/16,1,0:00PM,day,false,varge901,kiblj901,olsea901,barla901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/27 3:36AM,park,none,0,unknown,-1,unknown,unknown,unknown,150,0,seavt001,siskt101,taylr101,,,
NYN196908162,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1969/08/16,2,0:00PM,day,false,kiblj901,olsea901,barla901,varge901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/29 8:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,19940,mcanj101,rossg102,mcgrt001,,,
NYN196908171,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1969/08/17,1,0:00PM,day,false,olsea901,barla901,varge901,kiblj901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/29 8:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,129,0,koosj001,niekj001,,,,
NYN196908172,"""version 7RS(19) of 07/07/92""",SDN,NYN,NYC17,1969/08/17,2,0:00PM,day,false,barla901,varge901,kiblj901,olsea901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/29 9:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,35711,cardd101,kirbc101,taylr101,,,
NYN196908190,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1969/08/19,0,0:00PM,night,false,lands901,willb901,(none),gormt101,"""Mets""","""Dobrow""","""Dobrow""",1995/01/29 9:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,224,48968,mcgrt001,marij101,,,,
NYN196908200,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1969/08/20,0,0:00PM,night,false,willb901,gormt101,(none),lands901,"""Mets""","""Dobrow""","""Dobrow""",1995/03/12 12:10AM,park,none,0,unknown,-1,unknown,unknown,unknown,138,48414,mcanj101,perrg101,,,,
NYN196908210,"""version 7RS(19) of 07/07/92""",SFN,NYN,NYC17,1969/08/21,0,0:00PM,day,false,gormt101,lands901,(none),willb901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/30 1:43AM,park,none,0,unknown,-1,unknown,unknown,unknown,214,42795,mcmad102,taylr101,,,,
NYN196908220,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1969/08/22,0,0:00PM,night,false,wendh901,burkk101,sudoe901,weyel901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/30 1:50AM,park,none,0,unknown,-1,unknown,unknown,unknown,151,50460,koosj001,singb101,mcgrt001,,,
NYN196908230,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1969/08/23,0,0:00PM,day,false,burkk101,sudoe901,weyel901,wendh901,"""Mets""","""Dobrow""","""Dobrow""",1995/01/30 7:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,40974,taylr101,brewj102,,,,
NYN196908240,"""version 7RS(19) of 07/07/92""",LAN,NYN,NYC17,1969/08/24,0,0:00PM,day,false,sudoe901,weyel901,wendh901,burkk101,"""Mets""","""Dobrow""","""Dobrow""",1995/01/30 7:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,175,48435,koonc101,suttd001,,,,
NYN196909051,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/09/05,1,0:00PM,day,false,davis901,pryop901,venzt901,secof101,"""Mets""","""Dobrow""","""Dobrow""",1995/02/04 3:51AM,park,none,0,unknown,-1,unknown,unknown,unknown,112,0,seavt001,jackg101,,,,
NYN196909052,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/09/05,2,0:00PM,night,false,pryop901,venzt901,secof101,davis901,"""Mets/Mets radio broadcast""","""Dobrow/Mike Grahek""","""Dobrow/Mike Grahek""",1995/02/04 4:00AM,park,pitches,0,unknown,-1,wet,unknown,night,148,40450,wiser101,mcanj101,,,,
NYN196909060,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/09/06,0,2:15PM,day,false,venzt901,secof101,davis901,pryop901,"""Mets/Mets radio broadcast""","""Dobrow/Mike Grahek""","""Dobrow/Mike Grahek""",1995/02/05 2:06PM,park,pitches,0,tolf,-1,soaked,showers,overcast,137,20477,cardd101,johnj104,mcgrt001,,,
NYN196909070,"""version 7RS(19) of 07/07/92""",PHI,NYN,NYC17,1969/09/07,0,2:05PM,day,false,secof101,davis901,pryop901,venzt901,"""Mets/Mets radio broadcast""","""Dobrow/Mike Grahek""","""Dobrow/Mike Grahek""",1995/02/05 2:19PM,park,pitches,0,tolf,-1,unknown,unknown,unknown,162,28937,ryann001,chamb101,,,,
NYN196909080,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/09/08,0,0:00PM,night,false,davis901,pryop901,venzt901,secof101,"""Mets""","""Dobrow""","""Dobrow""",1995/02/05 3:11PM,park,pitches,73,tolf,-1,unknown,showers,unknown,129,43274,koosj001,handb101,,,,
NYN196909090,"""version 7RS(19) of 07/07/92""",CHN,NYN,NYC17,1969/09/09,0,0:00PM,night,false,pryop901,venzt901,secof101,davis901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/05 3:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,51448,seavt001,jenkf101,,,,
NYN196909101,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/09/10,1,0:00PM,day,false,craws901,pelec901,harvd901,dezef901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/05 8:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,202,0,taylr101,stonb101,,,,
NYN196909102,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/09/10,2,0:00PM,night,false,pelec901,harvd901,dezef901,craws901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/05 8:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,23512,ryann001,reedh102,,,,
NYN196909110,"""version 7RS(19) of 07/07/92""",MON,NYN,NYC17,1969/09/11,0,0:00PM,day,false,harvd901,dezef901,craws901,pelec901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/06 8:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,10713,gentg101,robej102,,,,
NYN196909191,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/09/19,1,0:00PM,day,false,engeb901,steld901,donaa901,steim901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/10 1:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,167,0,vealb101,ryann001,,,,
NYN196909192,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/09/19,2,0:00PM,night,false,steld901,donaa901,steim901,engeb901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/10 1:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,51885,walkl101,mcanj101,,,,
NYN196909200,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/09/20,0,0:00PM,day,false,donaa901,steim901,engeb901,steld901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/12 1:27AM,park,none,0,unknown,-1,unknown,unknown,unknown,128,38784,moosb101,gentg101,,,langj701,
NYN196909211,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/09/21,1,0:00PM,day,false,steim901,engeb901,steld901,donaa901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/12 1:37AM,park,none,0,unknown,-1,unknown,unknown,unknown,134,0,koosj001,ellid101,,,,
NYN196909212,"""version 7RS(19) of 07/07/92""",PIT,NYN,NYC17,1969/09/21,2,0:00PM,day,false,engeb901,steld901,donaa901,steim901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/12 12:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,55901,cardd101,blass101,,,,
NYN196909220,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/09/22,0,0:00PM,night,false,kiblj901,olsea901,barla901,varge901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/12 12:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,23627,seavt001,briln101,,,,
NYN196909230,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/09/23,0,0:00PM,night,false,olsea901,barla901,varge901,kiblj901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/12 6:40PM,park,pitches,65,unknown,0,unknown,unknown,unknown,155,32364,mcgrt001,gibsb101,,,,
NYN196909240,"""version 7RS(19) of 07/07/92""",SLN,NYN,NYC17,1969/09/24,0,0:00PM,night,false,barla901,varge901,kiblj901,olsea901,"""Mets""","""Dobrow""","""Dobrow""",1995/02/12 6:47PM,park,pitches,73,unknown,-1,unknown,unknown,unknown,122,54928,gentg101,carls001,,,,
CIN196904070,"""version 7RS(19) of 07/07/92""",LAN,CIN,CIN07,1969/04/07,0,0:00PM,day,false,donaa901,steim901,engeb901,steld901,"""LA/Cin""","""DWV""","""DWV""",1996/05/08 12:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,30111,drysd101,nolag101,singb101,,,
CIN196904090,"""version 7RS(19) of 07/07/92""",LAN,CIN,CIN07,1969/04/09,0,0:00PM,night,false,steim901,engeb901,steld901,donaa901,"""CIN Hunter""","""Marc Stephenson""","""Marc Stephenson""",1996/08/24 11:57AM,park,none,0,unknown,-1,unknown,unknown,unknown,121,8835,granw101,suttd001,,,,
CIN196904150,"""version 7RS(19) of 07/07/92""",SFN,CIN,CIN07,1969/04/15,0,0:00PM,night,false,davis901,venzt901,secof101,pryop901,"""Bob Stevens""",,"""Alan Boodman""",1995/10/23 9:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,234,5726,culvg101,perrg101,,,,
CIN196904190,"""version 7RS(19) of 07/07/92""",ATL,CIN,CIN07,1969/04/19,0,0:00PM,day,false,lands901,willb901,colon901,gormt101,"""CIN""","""Marc Stephenson""","""Marc Stephenson""",1996/09/16 10:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,3554,niekp001,clont101,,,,
