game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,oscorer
KC1195504120,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/04/12,KAN05,0,2:04PM,day,false,summb901,hurle901,soarh901,runge901,"""Tigers""","""Jim Herdman""","""Jim Herdman""",1996/11/24 2:55PM,park,none,75,unknown,-1,wet,none,sunny,158,32147,kella103,garvn102,blace102,,,
KC1195504130,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/04/13,KAN05,0,0:00PM,day,false,hurle901,soarh901,runge901,summb901,"""Tigers""","""Jim Herdman""","""Jim Herdman""",1996/11/24 5:36PM,park,none,0,unknown,-1,wet,none,unknown,140,21868,groms101,porta101,,,,
KC1195504180,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/04/18,KAN05,0,0:00PM,night,false,papaj901,honoj901,umonf901,romme101,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/06/14 12:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,190,31563,houta101,blace102,fellb101,,,
KC1195504190,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/04/19,KAN05,0,0:00PM,day,false,honoj901,umonf901,romme101,papaj901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/06/15 6:19AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,184,11558,bishc101,garcm101,,,,
KC1195504220,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/04/22,KAN05,0,0:00PM,night,false,umonf901,romme101,papaj901,honoj901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/06/15 12:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,22996,trucv101,porta101,martm101,,,
KC1195504230,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/04/23,KAN05,0,0:00PM,day,false,romme101,papaj901,honoj901,umonf901,"""White Sox/68""","""D Lamoureaux/Smith""","""D Lamoureaux/Smith""",1999/06/15 12:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,188,18338,harsj101,shanb102,dorif101,,,
KC1195504240,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/04/24,KAN05,0,0:00PM,day,false,papaj901,honoj901,umonf901,romme101,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/06/16 6:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,19446,kella103,donod101,,,,
KC1195504260,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/04/26,KAN05,0,0:00PM,night,false,soarh901,runge901,summb901,hurle901,"""71""","""Lamouraux/Comly""","""Comly""",2007/05/12 8:43AM,park,none,0,unknown,-1,unknown,unknown,night,202,17067,gormt102,hurdt101,,,,
KC1195504270,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/04/27,KAN05,0,0:00PM,day,false,runge901,summb901,hurle901,soarh901,"""Boston Paper""","""D Lamoureaux""","""D Lamoureaux""",1999/06/17 8:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,9557,boyec101,sullf101,,,,
KC1195504280,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/04/28,KAN05,0,0:00PM,night,false,summb901,hurle901,soarh901,runge901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/06/17 8:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,195,32559,larsd102,grayj101,,,,
KC1195504290,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/04/29,KAN05,0,0:00PM,night,false,hurle901,soarh901,runge901,summb901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/06/17 12:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,33471,shanb102,kuckj101,,,,
KC1195505010,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/05/01,KAN05,0,0:00PM,day,false,umonf901,romme101,papaj901,honoj901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/06/17 12:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,182,22906,burtm101,stond102,gormt102,,,
KC1195505020,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/05/02,KAN05,0,0:00PM,night,false,romme101,papaj901,honoj901,umonf901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/06/17 2:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,18104,schmj101,boyec101,,,,
KC1195505030,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/05/03,KAN05,0,0:00PM,night,false,papaj901,honoj901,umonf901,romme101,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/01/20 8:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,15953,burtm101,palie101,gormt102,,,
KC1195505040,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/05/04,KAN05,0,0:00PM,day,false,honoj901,umonf901,romme101,papaj901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/01/20 8:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,13624,gormt102,byrdh101,,,,
KC1195505240,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/05/24,KAN05,0,0:00PM,night,false,stevj901,nappl901,grieb901,ricej901,"""Middlesworth""",,"""R. Elliott""",1997/01/24 8:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,174,18217,abera101,sainj101,,,,
KC1195505250,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/05/25,KAN05,0,0:00PM,night,false,nappl901,grieb901,ricej901,stevj901,"""Middlesworth""",,"""R. Elliott""",1997/01/27 8:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,12026,laryf101,herbr101,,,,
KC1195505280,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/05/28,KAN05,0,0:00PM,night,false,grieb901,ricej901,stevj901,nappl901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/06/28 6:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,22756,wynne101,kella103,,,,
KC1195505290,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/05/29,KAN05,0,0:00PM,day,false,ricej901,stevj901,nappl901,grieb901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/07/08 12:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,26418,scorh101,shanb102,mossd101,,,
KC1195506011,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/06/01,KAN05,1,0:00PM,day,false,flahr901,chyln901,berrc103,mckib901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/07/17 11:12PM,unknown,none,0,unknown,-1,unknown,unknown,sunny,135,16503,kuckj101,herbr101,morgt101,,,
KC1195506012,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/06/01,KAN05,2,0:00PM,night,false,chyln901,berrc103,mckib901,flahr901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/07/17 11:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,28359,fordw101,kella103,,,,
KC1195506020,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/06/02,KAN05,0,0:00PM,night,false,berrc103,mckib901,flahr901,chyln901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/07/17 11:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,192,29265,grimb102,cecca101,konsj101,,,
KC1195506030,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/06/03,KAN05,0,0:00PM,night,false,mckib901,flahr901,chyln901,berrc103,"""71""","""Tim Cashion""","""Tim Cashion """,1999/08/12 9:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,21399,sainj101,deloi101,,,,
KC1195506040,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/06/04,KAN05,0,0:00PM,day,false,flahr901,chyln901,berrc103,mckib901,"""71""","""Comly""","""Comly""",2007/05/12 2:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,14060,sullf101,ditma101,kiell101,,,
KC1195506051,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/06/05,KAN05,1,0:00PM,day,false,chyln901,berrc103,mckib901,flahr901,"""71""","""Tim Cashion/RWood""","""Tim Cashion/RWood""",1999/08/15 12:23PM,park,none,0,unknown,-1,soaked,rain,cloudy,187,0,boyec101,hurdt101,,,,
KC1195506052,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/06/05,KAN05,2,0:00PM,day,false,berrc103,mckib901,flahr901,chyln901,"""71""","""Tim Cashion""","""Tim Cashion""",1999/08/17 5:23PM,park,none,0,unknown,-1,wet,none,cloudy,117,26761,brewt101,herbr101,,,,
KC1195506071,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/06/07,KAN05,1,0:00PM,day,false,stevj901,nappl901,grieb901,ricej901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/07/10 12:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,0,pascc102,kella103,stond102,,,
KC1195506072,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/06/07,KAN05,2,0:00PM,night,false,nappl901,grieb901,ricej901,stevj901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/07/10 12:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,15110,mcdem102,cecca101,,,,
KC1195506080,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/06/08,KAN05,0,0:00PM,night,false,grieb901,ricej901,stevj901,nappl901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/07/10 2:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,10495,boyec101,portb102,,,,
KC1195506090,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/06/09,KAN05,0,0:00PM,day,false,ricej901,stevj901,nappl901,grieb901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/07/10 2:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,8336,ditma101,stobc101,,,,
KC1195506100,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/06/10,KAN05,0,0:00PM,night,false,stevj901,nappl901,(none),grieb901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/02/08 7:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,10499,wilsj104,herbr101,moorr101,,,
KC1195506110,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/06/11,KAN05,0,0:00PM,day,false,nappl901,grieb901,(none),stevj901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/02/08 7:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,7852,rascv101,pilld101,,,,
KC1195506121,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/06/12,KAN05,1,0:00PM,day,false,grieb901,stevj901,(none),nappl901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/02/08 7:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,0,dorif101,kella103,,,,
KC1195506122,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/06/12,KAN05,2,0:00PM,day,false,stevj901,nappl901,(none),grieb901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/02/08 7:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,18110,cecca101,palie101,,,,
KC1195507011,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/07/01,KAN05,1,0:00PM,day,false,hurle901,soarh901,runge901,summb901,"""Middlesworth""",,"""R. Elliott""",1980/01/04 8:07AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,0,boyec101,birrb101,gormt102,,,
KC1195507012,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/07/01,KAN05,2,0:00PM,night,false,soarh901,runge901,summb901,hurle901,"""Middlesworth""",,"""R. Elliott""",1980/01/04 8:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,18770,gormt102,garvn102,,,,
KC1195507020,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/07/02,KAN05,0,0:00PM,night,false,runge901,summb901,hurle901,soarh901,"""Middlesworth""",,"""R. Elliott""",1997/04/17 8:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,206,17024,sainj101,abera101,,,,
KC1195507030,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/07/03,KAN05,0,0:00PM,day,false,summb901,hurle901,soarh901,runge901,"""Middlesworth""",,"""R. Elliott""",1997/04/18 8:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,238,20275,sleal101,zuveg101,,,,
KC1195507041,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/07/04,KAN05,1,0:00PM,day,false,hurle901,soarh901,runge901,summb901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/07/29 5:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,0,johnc103,kella103,,,,
KC1195507042,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/07/04,KAN05,2,0:00PM,day,false,soarh901,runge901,summb901,hurle901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/07/29 5:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,30202,ditma101,conss101,gormt102,,,
KC1195507050,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/07/05,KAN05,0,0:00PM,night,false,runge901,summb901,hurle901,soarh901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/07/30 8:06AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,17087,gormt102,wynne101,,,,
KC1195507060,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/07/06,KAN05,0,0:00PM,night,false,summb901,hurle901,soarh901,runge901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/07/30 8:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,177,26937,scorh101,gormt102,narlr101,,,
KC1195507070,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/07/07,KAN05,0,0:00PM,day,false,hurle901,soarh901,runge901,summb901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/07/30 8:24AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,13013,garcm101,cecca101,mossd101,,,
KC1195507141,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/07/14,KAN05,1,0:00PM,day,false,soarh901,runge901,summb901,hurle901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/02/22 11:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,0,johnd102,harrb102,dorif101,,,
KC1195507142,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/07/14,KAN05,2,0:00PM,night,false,runge901,summb901,hurle901,soarh901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/02/22 11:11AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,14842,moorr101,ditma101,palie101,,,
KC1195507150,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/07/15,KAN05,0,0:00PM,day,false,summb901,hurle901,soarh901,runge901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/02/22 11:20AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,4946,mcdoj104,shanb102,palie101,,,
KC1195507160,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/07/16,KAN05,0,0:00PM,night,false,hurle901,soarh901,runge901,summb901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/07/30 11:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,200,14572,chakb101,harrb102,stobc101,,,
KC1195507170,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/07/17,KAN05,0,0:00PM,day,false,soarh901,runge901,summb901,hurle901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/07/30 11:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,11000,sheas101,rascv101,,,,
KC1195507180,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/07/18,KAN05,0,0:00PM,day,false,runge901,summb901,hurle901,soarh901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1999/07/30 12:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,4819,abert101,boyec101,pascc102,,,
KC1195507190,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/07/19,KAN05,0,0:00PM,night,false,umonf901,romme101,papaj901,honoj901,"""260""","""Comly""","""Comly""",2007/05/12 7:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,172,16682,nixow101,ditma101,kinde101,,,
KC1195507200,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/07/20,KAN05,0,0:00PM,night,false,romme101,papaj901,honoj901,umonf901,"""71""","""Comly""","""Comly""",2007/05/12 2:46PM,park,none,0,unknown,-1,unknown,unknown,night,125,19833,suscg101,porta101,,,,
KC1195507210,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/07/21,KAN05,0,0:00PM,day,false,papaj901,honoj901,umonf901,romme101,"""71""","""Comly""","""Comly""",2007/05/12 3:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,9096,sullf101,shanb102,kinde101,,,
KC1195507220,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/07/22,KAN05,0,0:00PM,night,false,honoj901,umonf901,romme101,papaj901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/08/09 12:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,31123,rascv101,sturt101,gormt102,,,
KC1195507230,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/07/23,KAN05,0,0:00PM,day,false,umonf901,romme101,papaj901,honoj901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/08/09 12:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,200,26442,gormt102,morgt101,,,,
KC1195507241,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/07/24,KAN05,1,0:00PM,day,false,romme101,papaj901,honoj901,umonf901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/08/09 5:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,0,fordw101,ditma101,konsj101,,,
KC1195507242,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/07/24,KAN05,2,0:00PM,day,false,papaj901,honoj901,umonf901,romme101,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/08/09 5:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,33585,kuckj101,porta101,,,,
KC1195508090,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/08/09,KAN05,0,8:00PM,night,false,nappl901,grieb901,stevj901,ricej901,"""CHA/Gazel""","""D Lamoureaux""","""D Lamoureaux""",1999/08/16 8:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,24383,pierb101,shanb102,,,,
KC1195508100,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/08/10,KAN05,0,8:00PM,night,false,grieb901,stevj901,ricej901,nappl901,"""CHA/Gazel""","""D Lamoureaux""","""D Lamoureaux""",1999/08/16 8:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,21473,kella103,byrdh101,gormt102,,,
KC1195508110,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/08/11,KAN05,0,2:00PM,day,false,stevj901,ricej901,nappl901,grieb901,"""CHA/Gazel""","""D Lamoureaux""","""D Lamoureaux""",1999/08/16 10:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,15569,johnc103,rascv101,,,,
KC1195508121,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/08/12,KAN05,1,0:00PM,day,false,stevj901,nappl901,ricej901,grieb901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/08/16 11:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,7791,lemob101,porta101,magls101,,,
KC1195508122,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/08/12,KAN05,2,0:00PM,night,false,nappl901,ricej901,grieb901,stevj901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/08/16 11:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,26313,houta101,ditma101,narlr101,,,
KC1195508130,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/08/13,KAN05,0,0:00PM,night,false,ricej901,grieb901,stevj901,nappl901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/08/16 3:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,29133,scorh101,cecca101,narlr101,,,
KC1195508140,"""version 7RS(19) of 07/07/92""",CLE,KC1,1955/08/14,KAN05,0,0:00PM,day,false,grieb901,stevj901,ricej901,nappl901,"""Indians,39""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",1999/08/16 3:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,27103,ditma101,garcm101,,,,
KC1195508230,,WS1,KC1,1955/08/23,KAN05,0,0:00,night,false,stevj901,ricej901,nappl901,grieb901,"""215,222,221""","""Wayne Townsend""","""Wayne Townsend""",2010/12/09 12:35PM,,none,0,unknown,-1,unknown,unknown,night,137,15141,kella103,pascc102,ditma101,,,
KC1195508240,"""version 7RS(19) of 07/07/92""",WS1,KC1,1955/08/24,KAN05,0,0:00PM,day,false,ricej901,nappl901,grieb901,stevj901,"""260""","""Comly""","""Comly""",2007/05/11 4:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,3037,porta101,abert101,,,,
KC1195508250,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/08/25,KAN05,0,0:00PM,night,false,nappl901,grieb901,stevj901,ricej901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/03/05 1:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,12590,cecca101,browh101,,,,
KC1195508260,"""version 7RS(19) of 07/07/92""",BAL,KC1,1955/08/26,KAN05,0,0:00PM,night,false,grieb901,stevj901,ricej901,nappl901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1997/03/05 1:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,15193,ditma101,zuveg101,,,,
KC1195508280,"""version 7RS(19) of 07/07/92""",BOS,KC1,1955/08/28,KAN05,0,0:00PM,day,false,mckib901,flahr901,chyln901,berrc103,"""71""","""Comly""","""Comly""",2007/05/12 4:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,33165,sullf101,rascv101,,,,
KC1195508300,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/08/30,KAN05,0,0:00PM,night,false,flahr901,chyln901,berrc103,mckib901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/08/28 9:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,32462,kella103,grimb102,,,,
KC1195508310,"""version 7RS(19) of 07/07/92""",NYA,KC1,1955/08/31,KAN05,0,0:00PM,night,false,chyln901,berrc103,mckib901,flahr901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1999/08/28 9:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,176,32690,byrnt101,porta101,larsd102,,,
KC1195509020,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/09/02,KAN05,0,0:00PM,night,false,papaj901,honoj901,umonf901,romme101,"""Middlesworth""",,"""R. Elliott""",1997/10/08 7:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,18689,cecca101,foytp101,gormt102,,,
KC1195509030,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/09/03,KAN05,0,0:00PM,night,false,honoj901,umonf901,romme101,papaj901,"""Middlesworth""",,"""R. Elliott""",1997/10/08 8:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,167,20882,abera101,cradw101,,,,
KC1195509040,"""version 7RS(19) of 07/07/92""",DET,KC1,1955/09/04,KAN05,0,0:00PM,day,false,umonf901,romme101,papaj901,honoj901,"""Middlesworth""",,"""R. Elliott""",1997/10/09 7:21AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,22772,garvn102,rascv101,,,,
KC1195509160,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/09/16,KAN05,0,0:00PM,night,false,flahr901,berrc103,mckib901,ricej901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/09/07 6:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,178,29875,kella103,johnc103,gormt102,,,
KC1195509170,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/09/17,KAN05,0,0:00PM,night,false,berrc103,mckib901,ricej901,flahr901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/09/07 12:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,188,31587,pierb101,herbr101,,,,
KC1195509180,"""version 7RS(19) of 07/07/92""",CHA,KC1,1955/09/18,KAN05,0,0:00PM,day,false,mckib901,ricej901,flahr901,berrc103,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/09/07 6:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,31034,ditma101,donod101,,,,
MLN195504120,"""version 7RS(19) of 07/07/92""",CIN,MLN,1955/04/12,MIL05,0,0:00PM,day,false,conlj102,gorea901,donaa901,dixoh901,"""217""","""D Lamoureaux""","""D Lamoureaux""",2004/09/14 6:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,43640,spahw101,stalg103,jolld101,,,
MLN195504180,"""version 7RS(19) of 07/07/92""",CHN,MLN,1955/04/18,MIL05,0,0:00PM,day,false,gorea901,donaa901,dixoh901,conlj102,"""60""","""Comly""","""Comly""",2007/09/16 1:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,10306,buhlb101,hackw102,johne101,,,
MLN195504190,"""version 7RS(19) of 07/07/92""",CHN,MLN,1955/04/19,MIL05,0,0:00PM,day,false,donaa901,dixoh901,conlj102,gorea901,"""217""","""D Lamoureaux""","""D Lamoureaux""",2004/09/14 6:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,11325,conlg101,rushb101,,,,
MLN195504220,"""version 7RS(19) of 07/07/92""",SLN,MLN,1955/04/22,MIL05,0,0:00PM,night,false,dascf901,warnl101,secof101,goetl901,"""217""","""D Lamoureaux""","""D Lamoureaux""",2004/09/14 6:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,29733,lawrb103,spahw101,,,,
MLN195504230,"""version 7RS(19) of 07/07/92""",SLN,MLN,1955/04/23,MIL05,0,0:00PM,day,false,warnl101,secof101,goetl901,dascf901,"""60+unid'd s/s""","""Comly""","""Comly""",2007/09/16 5:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,191,22838,nichc102,tiefb101,,,,
MLN195505110,"""version 7RS(19) of 07/07/92""",PIT,MLN,1955/05/11,MIL05,0,0:00PM,day,false,barla901,jackb901,lands901,balll901,"""60""","""Comly""","""Comly""",2007/09/16 8:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,12444,nichc102,klinr102,,,,
MLN195505120,"""version 7RS(19) of 07/07/92""",BRO,MLN,1955/05/12,MIL05,0,0:00PM,night,false,jackb901,lands901,balll901,barla901,"""Allan Roth""","""David W. Smith""","""David W. Smith""",1995/01/10 8:30PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,183,39155,conlg101,roebe101,,,,
