game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,oscorer
DET200305300,NYA,DET,DET05,2003/05/30,0,7:05PM,night,true,kulpr901,wintm901,guccc901,eddid901,park,pitches,68,fromcf,6,unknown,unknown,overcast,140,28003,contj002,knotg001,,
DET200305310,NYA,DET,DET05,2003/05/31,0,1:05PM,day,true,wintm901,guccc901,eddid901,kulpr901,park,pitches,56,tocf,17,unknown,unknown,cloudy,137,24959,berna001,weavj002,germf001,
DET200306010,NYA,DET,DET05,2003/06/01,0,1:05PM,day,true,guccc901,eddid901,kulpr901,wintm901,park,pitches,58,tocf,14,unknown,unknown,cloudy,310,44095,welld001,spars001,acevj001,
DET200306100,LAN,DET,DET05,2003/06/10,0,7:05PM,night,true,wegnm901,welkt901,meric901,cedeg901,park,pitches,72,fromcf,13,unknown,unknown,cloudy,212,13419,shuep001,spars001,gagne001,
DET200306110,LAN,DET,DET05,2003/06/11,0,7:05PM,night,true,welkt901,meric901,cedeg901,wegnm901,park,pitches,68,fromcf,12,unknown,unknown,overcast,151,13716,browk001,berna001,gagne001,
DET200306120,LAN,DET,DET05,2003/06/12,0,7:05PM,night,true,meric901,cedeg901,wegnm901,welkt901,park,pitches,62,ltor,8,unknown,unknown,overcast,162,13644,ishik001,bondj001,gagne001,
DET200306130,COL,DET,DET05,2003/06/13,0,7:05PM,night,true,coope901,timmt901,hollm901,hohnb901,park,pitches,74,rtol,7,unknown,unknown,overcast,156,19212,chacs001,cornn001,,
DET200306140,COL,DET,DET05,2003/06/14,0,7:05PM,night,true,timmt901,hollm901,hohnb901,coope901,park,pitches,76,rtol,8,unknown,unknown,cloudy,172,19260,ledew001,elars001,spurc001,
DET200306150,COL,DET,DET05,2003/06/15,0,1:05PM,day,true,hollm901,hohnb901,coope901,timmt901,park,pitches,75,unknown,8,unknown,unknown,sunny,170,19323,jennj001,knotg001,jimej001,
DET200306170,CLE,DET,DET05,2003/06/17,0,7:05PM,night,true,mcclt901,randt901,barrt901,buckc901,park,pitches,70,fromcf,10,unknown,unknown,cloudy,141,13908,sabac001,berna001,baezd001,
DET200306180,CLE,DET,DET05,2003/06/18,0,7:05PM,night,true,randt901,barrt901,buckc901,mcclt901,park,pitches,80,rtol,6,unknown,unknown,cloudy,133,16278,davij005,bondj001,,
DET200306190,CLE,DET,DET05,2003/06/19,0,1:05PM,day,true,barrt901,buckc901,mcclt901,randt901,park,pitches,67,ltor,15,unknown,unknown,sunny,155,19098,andeb002,cornn001,,
DET200306270,ARI,DET,DET05,2003/06/27,0,7:05PM,night,true,hirsj901,welkb901,nelss901,bellw901,park,pitches,78,rtol,12,unknown,unknown,cloudy,174,27682,rands001,berna001,,
DET200306280,ARI,DET,DET05,2003/06/28,0,7:05PM,night,true,welkb901,nelss901,bellw901,hirsj901,park,pitches,78,rtol,12,unknown,unknown,cloudy,142,20804,webbb001,bondj001,,
DET200306290,ARI,DET,DET05,2003/06/29,0,1:05PM,day,true,nelss901,bellw901,hirsj901,welkb901,park,pitches,74,rtol,12,unknown,unknown,cloudy,171,18989,orope001,spurc001,valvj001,
DET200306300,TOR,DET,DET05,2003/06/30,0,7:05PM,night,true,tscht901,nelsj901,kellk901,marqa901,park,pitches,77,rtol,10,unknown,unknown,sunny,150,13353,marom001,lidlc001,,
DET200307010,TOR,DET,DET05,2003/07/01,0,7:05PM,night,true,nelsj901,kellk901,marqa901,tscht901,park,pitches,82,fromcf,10,unknown,unknown,sunny,137,15448,ronem001,hendm001,walkj001,
DET200307020,TOR,DET,DET05,2003/07/02,0,7:05PM,night,true,kellk901,marqa901,tscht901,nelsj901,park,pitches,83,fromcf,8,unknown,unknown,sunny,131,16052,hallr001,berna001,,
DET200307080,CHA,DET,DET05,2003/07/08,0,7:05PM,night,true,guccc901,mealj901,vanol901,darlg901,park,pitches,83,tolf,5,unknown,unknown,cloudy,139,13643,spurc001,garlj001,mearc001,
DET200307090,CHA,DET,DET05,2003/07/09,0,7:05PM,night,true,mealj901,vanol901,darlg901,guccc901,park,pitches,76,ltor,3,unknown,unknown,cloudy,144,12869,bondj001,colob001,mearc001,
DET200307100,CHA,DET,DET05,2003/07/10,0,1:05PM,day,true,vanol901,darlg901,guccc901,mealj901,park,pitches,72,ltor,9,unknown,unknown,cloudy,124,18206,cornn001,loaie001,mearc001,
DET200307110,BOS,DET,DET05,2003/07/11,0,7:05PM,night,true,wolfj901,everm901,wendh902,younl901,park,pitches,67,rtol,22,unknown,unknown,cloudy,141,26538,burkj001,marom001,kim-b001,
DET200307120,BOS,DET,DET05,2003/07/12,0,7:05PM,night,true,everm901,wendh902,younl901,wolfj901,park,pitches,77,tolf,10,unknown,unknown,cloudy,207,23206,jonet003,rodnf001,kim-b001,
DET200307130,BOS,DET,DET05,2003/07/13,0,1:05PM,day,true,wendh902,younl901,wolfj901,everm901,park,pitches,76,rtol,7,unknown,unknown,sunny,137,23829,ledew001,waket001,mearc001,
DET200307250,KCA,DET,DET05,2003/07/25,0,7:05PM,night,true,barrt901,buckc901,mcclt901,randt901,park,pitches,83,rtol,14,unknown,unknown,sunny,182,29697,hernr003,ledew001,,
DET200307260,KCA,DET,DET05,2003/07/26,0,7:05PM,night,true,buckc901,mcclt901,randt901,barrt901,park,pitches,79,rtol,20,unknown,unknown,overcast,127,24664,bondj001,snydk001,,
DET200307270,KCA,DET,DET05,2003/07/27,0,1:05PM,day,true,mcclt901,randt901,barrt901,buckc901,park,pitches,81,tolf,13,unknown,unknown,overcast,152,35326,limaj001,marom001,,
DET200308050,OAK,DET,DET05,2003/08/05,0,7:05PM,night,true,millb901,kellj901,westj901,welkb901,park,pitches,73,rtol,5,unknown,unknown,cloudy,155,13263,hardr001,cornn001,,
DET200308060,OAK,DET,DET05,2003/08/06,0,7:05PM,night,true,kellj901,westj901,welkb901,millb901,park,pitches,83,tocf,8,unknown,unknown,cloudy,154,16545,hudst001,ledew001,,
DET200308070,OAK,DET,DET05,2003/08/07,0,1:05PM,day,true,westj901,welkb901,millb901,kellj901,park,pitches,80,tocf,1,unknown,unknown,cloudy,154,19664,bondj001,zitob001,pattd001,
DET200308080,MIN,DET,DET05,2003/08/08,0,7:05PM,night,true,kulpr901,drakr901,eddid901,wintm901,park,pitches,77,unknown,10,unknown,unknown,cloudy,146,23740,santj003,marom001,guare001,
DET200308090,MIN,DET,DET05,2003/08/09,0,7:05PM,night,true,drakr901,eddid901,wintm901,kulpr901,park,pitches,80,tocf,12,unknown,unknown,cloudy,189,19199,rincj001,mearc001,,
DET200308100,MIN,DET,DET05,2003/08/10,0,1:05PM,day,true,eddid901,wintm901,kulpr901,drakr901,park,pitches,75,tocf,6,unknown,unknown,cloudy,138,19975,rogek001,cornn001,guare001,
DET200308180,TEX,DET,DET05,2003/08/18,0,7:05PM,night,true,nelsj901,tscht901,reedr901,marqa901,park,pitches,78,tolf,5,unknown,unknown,sunny,239,11698,mahar001,spars001,dickr001,
DET200308190,TEX,DET,DET05,2003/08/19,0,7:05PM,night,true,tscht901,reedr901,marqa901,nelsj901,park,pitches,81,rtol,8,unknown,unknown,sunny,177,13501,thomj005,marom001,shoub001,
DET200308200,TEX,DET,DET05,2003/08/20,0,7:05PM,night,true,reedr901,marqa901,nelsj901,tscht901,park,pitches,82,rtol,9,unknown,unknown,sunny,132,13788,dickr001,cornn001,,
DET200308210,ANA,DET,DET05,2003/08/21,0,7:05PM,night,true,davig901,nauep901,drakr901,nelss901,park,pitches,91,ltor,16,unknown,unknown,cloudy,174,12236,selea001,ronem001,,
DET200308220,ANA,DET,DET05,2003/08/22,0,7:05PM,night,true,nauep901,drakr901,nelss901,davig901,park,pitches,81,tocf,8,unknown,unknown,sunny,163,21955,ortir002,bondj001,perct001,
DET200308230,ANA,DET,DET05,2003/08/23,0,1:20PM,day,true,drakr901,nelss901,davig901,nauep901,park,pitches,74,tocf,9,unknown,unknown,sunny,220,26463,donnb001,spurc001,,
DET200308240,ANA,DET,DET05,2003/08/24,0,1:05PM,day,true,nelss901,davig901,nauep901,drakr901,park,pitches,73,tolf,5,unknown,unknown,cloudy,195,17382,walkj001,perct001,,
DET200308290,CHA,DET,DET05,2003/08/29,0,7:05PM,night,true,hudsm901,gibsg901,laynj901,darlg901,park,pitches,81,tolf,7,unknown,unknown,cloudy,164,15828,roben001,buehm001,,
DET200308300,CHA,DET,DET05,2003/08/30,0,7:05PM,night,true,gibsg901,laynj901,darlg901,hudsm901,park,pitches,71,unknown,12,unknown,unknown,sunny,164,15786,garlj001,marom001,,
DET200308310,CHA,DET,DET05,2003/08/31,0,1:05PM,day,true,laynj901,darlg901,hudsm901,gibsg901,park,pitches,71,ltor,7,unknown,unknown,cloudy,148,15873,loaie001,cornn001,,
DET200309010,CLE,DET,DET05,2003/09/01,0,1:05PM,day,true,darlg901,hudsm901,nelss901,laynj901,park,pitches,60,ltor,9,unknown,rain,cloudy,152,10986,santj002,walkj001,riskd001,
DET200309020,CLE,DET,DET05,2003/09/02,0,7:05PM,night,true,meric901,welkt901,wegnm901,cedeg901,park,pitches,73,ltor,5,unknown,unknown,cloudy,167,9318,schmb001,durbc001,rodnf001,
DET200309030,CLE,DET,DET05,2003/09/03,0,7:05PM,night,true,welkt901,wegnm901,cedeg901,meric901,park,pitches,77,tolf,13,unknown,unknown,sunny,197,10234,walkj001,santj002,,
DET200309040,CLE,DET,DET05,2003/09/04,0,1:05PM,day,true,wegnm901,cedeg901,meric901,welkt901,park,pitches,70,tolf,7,unknown,unknown,cloudy,145,11371,knotg001,westj001,pattd001,
DET200309120,KCA,DET,DET05,2003/09/12,0,7:05PM,night,true,davig901,carlm901,rapue901,nauep901,park,pitches,77,unknown,12,unknown,unknown,sunny,148,18042,marom001,abbop001,rodnf001,
DET200309130,KCA,DET,DET05,2003/09/13,0,7:05PM,night,true,carlm901,rapue901,nauep901,davig901,park,pitches,79,fromcf,10,unknown,unknown,sunny,161,15966,wrigj001,mearc001,,
DET200309140,KCA,DET,DET05,2003/09/14,0,1:05PM,day,true,rapue901,nauep901,davig901,carlm901,park,pitches,79,fromlf,10,unknown,unknown,cloudy,135,13579,gobbj001,roben001,,
DET200309150,KCA,DET,DET05,2003/09/15,0,7:05PM,night,true,nauep901,davig901,carlm901,kellk901,park,pitches,69,tolf,10,unknown,unknown,cloudy,155,9342,andeb002,knotg001,,
DET200309160,TOR,DET,DET05,2003/09/16,0,7:05PM,night,true,hollm901,bellw901,welkb901,hirsj901,park,pitches,76,rtol,7,unknown,unknown,sunny,145,9801,kersj001,cornn001,,
DET200309170,TOR,DET,DET05,2003/09/17,0,7:05PM,night,true,bellw901,welkb901,hirsj901,hollm901,park,pitches,80,unknown,9,unknown,unknown,sunny,130,11240,hallr001,louxs001,,
DET200309180,TOR,DET,DET05,2003/09/18,0,7:05PM,night,true,welkb901,hirsj901,hollm901,bellw901,park,pitches,71,ltor,12,unknown,unknown,cloudy,151,9951,towej001,marom001,,
DET200309250,MIN,DET,DET05,2003/09/25,0,7:05PM,night,true,buckc901,mcclt901,randt901,barrt901,park,pitches,58,tolf,8,unknown,unknown,cloudy,190,9296,mearc001,thomb001,,
DET200309260,MIN,DET,DET05,2003/09/26,0,7:05PM,night,true,mcclt901,randt901,(none),buckc901,park,pitches,64,unknown,12,unknown,unknown,cloudy,205,16518,guare001,germf001,hawkl001,
DET200309270,MIN,DET,DET05,2003/09/27,0,7:05PM,night,true,randt901,hoyej901,buckc901,mcclt901,park,pitches,64,tocf,12,unknown,unknown,cloudy,189,14277,rodnf001,orosj001,,
DET200309280,MIN,DET,DET05,2003/09/28,0,1:05PM,day,true,hoyej901,buckc901,mcclt901,randt901,park,pitches,55,tolf,7,unknown,unknown,cloudy,158,18959,marom001,johna001,,
ANA200303300,TEX,ANA,ANA01,2003/03/30,0,5:05PM,night,true,froeb901,wintm901,eddid901,kulpr901,park,pitches,85,tocf,12,unknown,unknown,sunny,174,43525,valdi001,lackj001,urbiu001,munse701
ANA200304010,TEX,ANA,ANA01,2003/04/01,0,7:05PM,night,true,wintm901,eddid901,kulpr901,froeb901,park,pitches,62,unknown,8,unknown,unknown,cloudy,168,43267,callm001,parkc002,,munse701
ANA200304020,TEX,ANA,ANA01,2003/04/02,0,1:05PM,day,true,eddid901,kulpr901,froeb901,wintm901,park,pitches,64,tocf,12,unknown,unknown,sunny,178,25821,ortir002,thomj005,,munse701
ANA200304110,OAK,ANA,ANA01,2003/04/11,0,7:05PM,night,true,diazl901,reynj901,joycj901,scotd901,park,pitches,62,tocf,3,unknown,unknown,cloudy,177,43707,lackj001,hudst001,rodrf003,munse701
ANA200304120,OAK,ANA,ANA01,2003/04/12,0,7:05PM,night,true,reynj901,joycj901,scotd901,diazl901,park,pitches,63,tolf,8,unknown,unknown,cloudy,179,43449,webeb001,halaj001,,munse701
ANA200304130,OAK,ANA,ANA01,2003/04/13,0,1:05PM,day,true,joycj901,scotd901,diazl901,reynj901,park,pitches,69,rtol,14,unknown,unknown,cloudy,155,38149,ortir002,zitob001,shies002,munse701
ANA200304180,SEA,ANA,ANA01,2003/04/18,0,7:05PM,night,true,vanol901,guccc901,mealj901,ripps901,park,pitches,62,torf,8,unknown,unknown,sunny,181,34658,moyej001,ortir002,,munse701
ANA200304190,SEA,ANA,ANA01,2003/04/19,0,7:05PM,night,true,guccc901,mealj901,ripps901,vanol901,park,pitches,65,tocf,5,unknown,unknown,sunny,194,43536,rodrf003,sasak001,,munse701
ANA200304200,SEA,ANA,ANA01,2003/04/20,0,1:05PM,day,true,mealj901,ripps901,vanol901,guccc901,park,pitches,74,tolf,3,unknown,unknown,cloudy,210,28942,hases001,perct001,sasak001,munse701
ANA200304220,NYA,ANA,ANA01,2003/04/22,0,7:05PM,night,true,randt901,mcclt901,barrt901,buckc901,park,pitches,59,tolf,8,unknown,unknown,cloudy,208,38343,weavj002,lackj001,,munse701
ANA200304230,NYA,ANA,ANA01,2003/04/23,0,7:05PM,night,true,mcclt901,barrt901,buckc901,randt901,park,pitches,60,tocf,8,unknown,unknown,sunny,183,38340,clemr001,callm001,,munse701
ANA200304240,NYA,ANA,ANA01,2003/04/24,0,7:05PM,night,true,barrt901,buckc901,randt901,mcclt901,park,pitches,62,tocf,8,unknown,unknown,sunny,178,39169,ortir002,petta001,,munse701
ANA200304250,BOS,ANA,ANA01,2003/04/25,0,7:05PM,night,true,westj901,kellj901,millb901,emmep901,park,pitches,63,tolf,6,unknown,unknown,cloudy,168,37203,fossc001,washj001,fox-c001,munse701
ANA200304260,BOS,ANA,ANA01,2003/04/26,0,7:05PM,night,true,kellj901,millb901,emmep901,westj901,park,pitches,63,tocf,6,unknown,unknown,sunny,137,43514,shies002,burkj001,perct001,munse701
ANA200304270,BOS,ANA,ANA01,2003/04/27,0,5:05PM,night,true,millb901,emmep901,westj901,kellj901,park,pitches,66,tolf,6,unknown,unknown,sunny,241,43690,mendr001,callm001,shiej001,munse701
ANA200305060,CLE,ANA,ANA01,2003/05/06,0,7:05PM,night,true,rapue901,carlm901,nauep901,davig901,park,pitches,61,tocf,9,unknown,unknown,sunny,121,25043,washj001,rodrr005,,munse701
ANA200305070,CLE,ANA,ANA01,2003/05/07,0,7:05PM,night,true,carlm901,nauep901,davig901,rapue901,park,pitches,61,rtol,8,unknown,unknown,cloudy,165,24063,shies002,elded001,perct001,munse701
ANA200305080,CLE,ANA,ANA01,2003/05/08,0,7:05PM,night,true,nauep901,davig901,rapue901,carlm901,park,pitches,63,tolf,5,unknown,unknown,cloudy,162,27957,appik001,davij005,,munse701
ANA200305090,TOR,ANA,ANA01,2003/05/09,0,7:05PM,night,true,hohnb901,coope901,timmt901,reilm901,park,pitches,63,rtol,5,unknown,unknown,sunny,152,42820,selea001,david002,,munse701
ANA200305100,TOR,ANA,ANA01,2003/05/10,0,7:05PM,night,true,coope901,timmt901,reilm901,hohnb901,park,pitches,68,unknown,6,unknown,unknown,sunny,154,43661,hendm001,ortir002,,munse701
ANA200305110,TOR,ANA,ANA01,2003/05/11,0,1:05PM,day,true,timmt901,reilm901,hohnb901,coope901,park,pitches,75,rtol,6,unknown,unknown,sunny,150,32129,hallr001,washj001,polic001,munse701
ANA200305200,BAL,ANA,ANA01,2003/05/20,0,7:05PM,night,true,onorb901,poncl901,cuzzp901,crawj901,park,pitches,81,tocf,4,unknown,unknown,sunny,197,24657,schos001,julij001,,munse701
ANA200305210,BAL,ANA,ANA01,2003/05/21,0,7:05PM,night,true,poncl901,cuzzp901,crawj901,onorb901,park,pitches,80,tocf,5,unknown,unknown,sunny,166,24000,ponss001,selea001,julij001,munse701
ANA200305220,BAL,ANA,ANA01,2003/05/22,0,7:05PM,night,true,cuzzp901,crawj901,onorb901,poncl901,park,pitches,63,tocf,5,unknown,unknown,sunny,186,28958,robew001,perct001,julij001,munse701
ANA200305230,TBA,ANA,ANA01,2003/05/23,0,7:05PM,night,true,gibsg901,laynj901,demud901,hudsm901,park,pitches,62,tolf,7,unknown,unknown,cloudy,166,37902,gonzj003,washj001,cartl002,munse701
ANA200305240,TBA,ANA,ANA01,2003/05/24,0,1:05PM,day,true,laynj901,demud901,hudsm901,gibsg901,park,pitches,61,rtol,6,unknown,unknown,overcast,167,41414,lackj001,kennj001,,munse701
ANA200305250,TBA,ANA,ANA01,2003/05/25,0,1:05PM,day,true,demud901,hudsm901,gibsg901,laynj901,park,pitches,68,unknown,14,unknown,unknown,overcast,162,34777,appik001,brazd001,,munse701
ANA200306090,PHI,ANA,ANA01,2003/06/09,0,7:05PM,night,true,everm901,wendh902,younl901,wolfj901,park,pitches,64,tocf,7,unknown,unknown,cloudy,151,25902,padiv001,washj001,mesaj001,munse701
ANA200306100,PHI,ANA,ANA01,2003/06/10,0,7:05PM,night,true,wendh902,younl901,wolfj901,everm901,park,pitches,66,tocf,8,unknown,unknown,cloudy,153,34037,lackj001,duckb001,perct001,munse701
ANA200306110,PHI,ANA,ANA01,2003/06/11,0,7:05PM,night,true,younl901,wolfj901,everm901,wendh902,park,pitches,68,tocf,8,unknown,unknown,cloudy,182,31130,webeb001,myerb001,perct001,munse701
ANA200306130,NYN,ANA,ANA01,2003/06/13,0,7:05PM,night,true,danlk901,bellw901,drakr901,welkb901,park,pitches,71,tolf,7,unknown,unknown,sunny,170,38294,bacsm001,selea001,,munse701
ANA200306140,NYN,ANA,ANA01,2003/06/14,0,7:05PM,night,true,bellw901,drakr901,welkb901,danlk901,park,pitches,76,tocf,7,unknown,unknown,sunny,149,43449,ortir002,roacj001,,munse701
ANA200306150,NYN,ANA,ANA01,2003/06/15,0,1:05PM,day,true,drakr901,welkb901,danlk901,bellw901,park,pitches,78,rtol,7,unknown,unknown,sunny,158,43721,tracs001,washj001,,munse701
ANA200306240,SEA,ANA,ANA01,2003/06/24,0,7:05PM,night,true,eddid901,kulpr901,wintm901,froeb901,park,pitches,69,tocf,7,unknown,unknown,cloudy,166,39121,garcf002,selea001,nelsj001,munse701
ANA200306250,SEA,ANA,ANA01,2003/06/25,0,7:05PM,night,true,kulpr901,wintm901,froeb901,eddid901,park,pitches,75,unknown,7,unknown,unknown,sunny,180,40651,ortir002,moyej001,perct001,munse701
ANA200306260,SEA,ANA,ANA01,2003/06/26,0,7:05PM,night,true,wintm901,froeb901,eddid901,kulpr901,park,pitches,80,tocf,6,unknown,unknown,sunny,177,32889,mechg001,washj001,hases001,munse701
ANA200306270,LAN,ANA,ANA01,2003/06/27,0,7:05PM,night,true,diazl901,joycj901,reynj901,scotd901,park,pitches,75,tocf,7,unknown,unknown,sunny,137,43700,lackj001,browk001,perct001,munse701
ANA200306280,LAN,ANA,ANA01,2003/06/28,0,7:05PM,night,true,joycj901,reynj901,scotd901,diazl901,park,pitches,71,rtol,7,unknown,unknown,sunny,156,43726,appik001,ishik001,perct001,munse701
ANA200306290,LAN,ANA,ANA01,2003/06/29,0,1:05PM,day,true,reynj901,scotd901,diazl901,joycj901,park,pitches,77,tocf,7,unknown,unknown,sunny,157,43766,selea001,pereo001,perct001,munse701
ANA200306300,TEX,ANA,ANA01,2003/06/30,0,7:05PM,night,true,wegnm901,welkt901,meric901,cedeg901,park,pitches,81,tocf,6,unknown,unknown,sunny,185,28328,thomj005,ortir002,urbiu001,munse701
ANA200307010,TEX,ANA,ANA01,2003/07/01,0,7:05PM,night,true,welkt901,meric901,cedeg901,wegnm901,park,pitches,75,tocf,6,unknown,unknown,sunny,136,26715,washj001,valdi001,perct001,munse701
ANA200307020,TEX,ANA,ANA01,2003/07/02,0,7:05PM,night,true,meric901,cedeg901,wegnm901,welkt901,park,pitches,77,tocf,8,unknown,unknown,sunny,146,33114,lackj001,benoj001,,munse701
ANA200307030,TEX,ANA,ANA01,2003/07/03,0,7:05PM,night,true,cedeg901,wegnm901,welkt901,meric901,park,pitches,82,tocf,7,unknown,unknown,sunny,186,42579,mount001,appik001,urbiu001,munse701
ANA200307080,KCA,ANA,ANA01,2003/07/08,0,7:05PM,night,true,barkl901,carlm901,davig901,aschd901,park,pitches,74,tocf,6,unknown,unknown,sunny,135,34283,may-d002,lackj001,,munse701
ANA200307090,KCA,ANA,ANA01,2003/07/09,0,7:05PM,night,true,carlm901,davig901,aschd901,barkl901,park,pitches,74,tocf,6,unknown,unknown,sunny,167,34196,rodrf003,affej001,perct001,munse701
ANA200307100,KCA,ANA,ANA01,2003/07/10,0,1:05PM,day,true,davig901,aschd901,barkl901,carlm901,park,pitches,78,tocf,7,unknown,unknown,sunny,164,38836,selea001,georc002,,munse701
ANA200307110,MIN,ANA,ANA01,2003/07/11,0,7:05PM,night,true,herna901,holbs901,schrp901,marsr901,park,pitches,73,tocf,8,unknown,unknown,sunny,142,43442,ortir002,santj003,donnb001,munse701
ANA200307120,MIN,ANA,ANA01,2003/07/12,0,1:05PM,day,true,holbs901,schrp901,marsr901,samuj901,park,pitches,84,unknown,6,unknown,unknown,sunny,166,43174,washj001,radkb001,,munse701
ANA200307130,MIN,ANA,ANA01,2003/07/13,0,1:05PM,day,true,schrp901,marsr901,samuj901,holbs901,park,pitches,86,rtol,7,unknown,unknown,sunny,173,38835,lackj001,lohsk001,,munse701
ANA200307250,OAK,ANA,ANA01,2003/07/25,0,7:05PM,night,true,craft901,relic901,klemj901,culbf901,park,pitches,76,tolf,8,unknown,unknown,sunny,170,43797,lillt001,donnb001,foulk001,munse701
ANA200307260,OAK,ANA,ANA01,2003/07/26,0,1:05PM,day,true,relic901,klemj901,culbf901,craft901,park,pitches,81,rtol,7,unknown,unknown,sunny,175,43279,hardr001,selea001,,munse701
ANA200307270,OAK,ANA,ANA01,2003/07/27,0,1:05PM,day,true,klemj901,culbf901,craft901,relic901,park,pitches,85,unknown,8,unknown,unknown,sunny,156,40342,hudst001,ortir002,,munse701
