game_id,player_id,is_home,batting_order,field_pos_code,field_pos,event,player_name,team_id,pos
OAK197104071,richl101,0,0,1,P,start,Lee Richard,CHA,SS
OAK197104071,richl101,0,0,1,P,start,Lee Richard,CHA,SS
OAK197104071,johnj002,0,0,2,C,start,Jay Johnstone,CHA,OF
OAK197104071,johnj002,0,0,2,C,start,Jay Johnstone,CHA,OF
OAK197104071,andrm101,0,0,3,1B,start,Mike Andrews,CHA,2B
OAK197104071,andrm101,0,0,3,1B,start,Mike Andrews,CHA,2B
OAK197104071,meltb101,0,0,4,2B,start,Bill Melton,CHA,3B
OAK197104071,meltb101,0,0,4,2B,start,Bill Melton,CHA,3B
OAK197104071,may-c101,0,0,5,3B,start,Carlos May,CHA,1B
OAK197104071,may-c101,0,0,5,3B,start,Carlos May,CHA,1B
OAK197104071,reicr101,0,0,6,SS,start,Rick Reichardt,CHA,OF
OAK197104071,reicr101,0,0,6,SS,start,Rick Reichardt,CHA,OF
OAK197104071,willw103,0,0,7,LF,start,Walt Williams,CHA,OF
OAK197104071,willw103,0,0,7,LF,start,Walt Williams,CHA,OF
OAK197104071,herre102,0,0,8,CF,start,Ed Herrmann,CHA,C
OAK197104071,herre102,0,0,8,CF,start,Ed Herrmann,CHA,C
OAK197104071,johnt001,0,0,9,RF,start,Tommy John,CHA,P
OAK197104071,johnt001,0,0,9,RF,start,Tommy John,CHA,P
OAK197104071,campb101,0,1,1,P,start,Bert Campaneris,OAK,SS
OAK197104071,campb101,0,1,1,P,start,Bert Campaneris,OAK,SS
OAK197104071,alouf101,0,1,2,C,start,Felipe Alou,NYA,OF
OAK197104071,alouf101,0,1,2,C,start,Felipe Alou,OAK,OF
OAK197104071,alouf101,0,1,2,C,start,Felipe Alou,NYA,OF
OAK197104071,alouf101,0,1,2,C,start,Felipe Alou,OAK,OF
OAK197104071,jackr001,0,1,3,1B,start,Reggie Jackson,OAK,OF
OAK197104071,jackr001,0,1,3,1B,start,Reggie Jackson,OAK,OF
OAK197104071,bands101,0,1,4,2B,start,Sal Bando,OAK,3B
OAK197104071,bands101,0,1,4,2B,start,Sal Bando,OAK,3B
OAK197104071,rudij101,0,1,5,3B,start,Joe Rudi,OAK,OF
OAK197104071,rudij101,0,1,5,3B,start,Joe Rudi,OAK,OF
OAK197104071,mondr001,0,1,6,SS,start,Rick Monday,OAK,OF
OAK197104071,mondr001,0,1,6,SS,start,Rick Monday,OAK,OF
OAK197104071,duncd101,0,1,7,LF,start,Dave Duncan,OAK,C
OAK197104071,duncd101,0,1,7,LF,start,Dave Duncan,OAK,C
OAK197104071,greed102,0,1,8,CF,start,Dick Green,OAK,2B
OAK197104071,greed102,0,1,8,CF,start,Dick Green,OAK,2B
OAK197104071,huntj101,0,1,9,RF,start,Catfish Hunter,OAK,P
OAK197104071,huntj101,0,1,9,RF,start,Catfish Hunter,OAK,P
OAK197104071,mayel101,0,0,9,RF,sub,Lee Maye,CHA,OF
OAK197104071,mayel101,0,0,9,RF,sub,Lee Maye,CHA,OF
OAK197104071,lindp101,0,1,9,RF,sub,Paul Lindblad,WS2,P
OAK197104071,lindp101,0,1,9,RF,sub,Paul Lindblad,OAK,P
OAK197104071,lindp101,0,1,9,RF,sub,Paul Lindblad,OAK,P
OAK197104071,mckir101,0,0,9,RF,sub,Rich McKinney,CHA,2B
OAK197104071,mckir101,0,0,9,RF,sub,Rich McKinney,CHA,2B
OAK197104071,romov101,0,0,9,RF,sub,Vicente Romo,CHA,P
OAK197104071,romov101,0,0,9,RF,sub,Vicente Romo,CHA,P
OAK197104071,morar102,0,0,4,2B,sub,Rich Morales,CHA,SS
OAK197104071,morar102,0,0,4,2B,sub,Rich Morales,CHA,SS
OAK197104071,hovls101,0,1,7,LF,sub,Steve Hovley,OAK,OF
OAK197104071,hovls101,0,1,7,LF,sub,Steve Hovley,OAK,OF
OAK197104071,mincd101,0,1,9,RF,sub,Don Mincher,WS2,1B
OAK197104071,mincd101,0,1,9,RF,sub,Don Mincher,OAK,1B
OAK197104071,mincd101,0,1,9,RF,sub,Don Mincher,OAK,1B
OAK197104071,larut101,0,1,9,RF,sub,Tony LaRussa,ATL,2B
OAK197104071,larut101,0,1,9,RF,sub,Tony LaRussa,OAK,2B
OAK197104071,larut101,0,1,9,RF,sub,Tony LaRussa,ATL,2B
OAK197104071,larut101,0,1,9,RF,sub,Tony LaRussa,OAK,2B
OAK197104072,richl101,0,0,1,P,start,Lee Richard,CHA,SS
OAK197104072,richl101,0,0,1,P,start,Lee Richard,CHA,SS
OAK197104072,johnj002,0,0,2,C,start,Jay Johnstone,CHA,OF
OAK197104072,johnj002,0,0,2,C,start,Jay Johnstone,CHA,OF
OAK197104072,andrm101,0,0,3,1B,start,Mike Andrews,CHA,2B
OAK197104072,andrm101,0,0,3,1B,start,Mike Andrews,CHA,2B
OAK197104072,meltb101,0,0,4,2B,start,Bill Melton,CHA,3B
OAK197104072,meltb101,0,0,4,2B,start,Bill Melton,CHA,3B
OAK197104072,may-c101,0,0,5,3B,start,Carlos May,CHA,1B
OAK197104072,may-c101,0,0,5,3B,start,Carlos May,CHA,1B
OAK197104072,reicr101,0,0,6,SS,start,Rick Reichardt,CHA,OF
OAK197104072,reicr101,0,0,6,SS,start,Rick Reichardt,CHA,OF
OAK197104072,willw103,0,0,7,LF,start,Walt Williams,CHA,OF
OAK197104072,willw103,0,0,7,LF,start,Walt Williams,CHA,OF
OAK197104072,egant101,0,0,8,CF,start,Tom Egan,CHA,C
OAK197104072,egant101,0,0,8,CF,start,Tom Egan,CHA,C
OAK197104072,johnb105,0,0,9,RF,start,Bart Johnson,CHA,P
OAK197104072,johnb105,0,0,9,RF,start,Bart Johnson,CHA,P
OAK197104072,campb101,0,1,1,P,start,Bert Campaneris,OAK,SS
OAK197104072,campb101,0,1,1,P,start,Bert Campaneris,OAK,SS
OAK197104072,hovls101,0,1,2,C,start,Steve Hovley,OAK,OF
OAK197104072,hovls101,0,1,2,C,start,Steve Hovley,OAK,OF
OAK197104072,jackr001,0,1,3,1B,start,Reggie Jackson,OAK,OF
OAK197104072,jackr001,0,1,3,1B,start,Reggie Jackson,OAK,OF
OAK197104072,mincd101,0,1,4,2B,start,Don Mincher,WS2,1B
OAK197104072,mincd101,0,1,4,2B,start,Don Mincher,OAK,1B
OAK197104072,mincd101,0,1,4,2B,start,Don Mincher,OAK,1B
OAK197104072,bands101,0,1,5,3B,start,Sal Bando,OAK,3B
OAK197104072,bands101,0,1,5,3B,start,Sal Bando,OAK,3B
OAK197104072,mondr001,0,1,6,SS,start,Rick Monday,OAK,OF
OAK197104072,mondr001,0,1,6,SS,start,Rick Monday,OAK,OF
OAK197104072,tenag101,0,1,7,LF,start,Gene Tenace,OAK,C
OAK197104072,tenag101,0,1,7,LF,start,Gene Tenace,OAK,C
OAK197104072,greed102,0,1,8,CF,start,Dick Green,OAK,2B
OAK197104072,greed102,0,1,8,CF,start,Dick Green,OAK,2B
OAK197104072,fingr001,0,1,9,RF,start,Rollie Fingers,OAK,P
OAK197104072,fingr001,0,1,9,RF,start,Rollie Fingers,OAK,P
OAK197104072,davit103,0,1,9,RF,sub,Tommy Davis,OAK,1B
OAK197104072,davit103,0,1,9,RF,sub,Tommy Davis,OAK,1B
OAK197104072,pantj101,0,1,9,RF,sub,Jim Panther,OAK,P
OAK197104072,pantj101,0,1,9,RF,sub,Jim Panther,OAK,P
OAK197104072,lockb102,0,1,9,RF,sub,Bob Locker,OAK,P
OAK197104072,lockb102,0,1,9,RF,sub,Bob Locker,OAK,P
OAK197104072,morar102,0,0,4,2B,sub,Rich Morales,CHA,SS
OAK197104072,morar102,0,0,4,2B,sub,Rich Morales,CHA,SS
OAK197104072,rudij101,0,1,9,RF,sub,Joe Rudi,OAK,OF
OAK197104072,rudij101,0,1,9,RF,sub,Joe Rudi,OAK,OF
OAK197104072,rolaj101,0,1,9,RF,sub,Jim Roland,OAK,P
OAK197104072,rolaj101,0,1,9,RF,sub,Jim Roland,OAK,P
OAK197104072,manga101,0,1,9,RF,sub,Angel Mangual,OAK,OF
OAK197104072,manga101,0,1,9,RF,sub,Angel Mangual,OAK,OF
OAK197104072,lindp101,0,1,9,RF,sub,Paul Lindblad,WS2,P
OAK197104072,lindp101,0,1,9,RF,sub,Paul Lindblad,OAK,P
OAK197104072,lindp101,0,1,9,RF,sub,Paul Lindblad,OAK,P
OAK197104090,patef101,0,0,1,P,start,Freddie Patek,KCA,SS
OAK197104090,patef101,0,0,1,P,start,Freddie Patek,KCA,SS
OAK197104090,rojac101,0,0,2,C,start,Cookie Rojas,KCA,2B
OAK197104090,rojac101,0,0,2,C,start,Cookie Rojas,KCA,2B
OAK197104090,otisa001,0,0,3,1B,start,Amos Otis,KCA,OF
OAK197104090,otisa001,0,0,3,1B,start,Amos Otis,KCA,OF
OAK197104090,pinil001,0,0,4,2B,start,Lou Piniella,KCA,OF
OAK197104090,pinil001,0,0,4,2B,start,Lou Piniella,KCA,OF
OAK197104090,olivb101,0,0,5,3B,start,Bob Oliver,KCA,1B
OAK197104090,olivb101,0,0,5,3B,start,Bob Oliver,KCA,1B
OAK197104090,paepd101,0,0,6,SS,start,Dennis Paepke,KCA,C
OAK197104090,paepd101,0,0,6,SS,start,Dennis Paepke,KCA,C
OAK197104090,schap101,0,0,7,LF,start,Paul Schaal,KCA,3B
OAK197104090,schap101,0,0,7,LF,start,Paul Schaal,KCA,3B
OAK197104090,may-j101,0,0,8,CF,start,Jerry May,KCA,C
OAK197104090,may-j101,0,0,8,CF,start,Jerry May,KCA,C
OAK197104090,rookj101,0,0,9,RF,start,Jim Rooker,KCA,P
OAK197104090,rookj101,0,0,9,RF,start,Jim Rooker,KCA,P
OAK197104090,campb101,0,1,1,P,start,Bert Campaneris,OAK,SS
OAK197104090,campb101,0,1,1,P,start,Bert Campaneris,OAK,SS
OAK197104090,rudij101,0,1,2,C,start,Joe Rudi,OAK,OF
OAK197104090,rudij101,0,1,2,C,start,Joe Rudi,OAK,OF
OAK197104090,jackr001,0,1,3,1B,start,Reggie Jackson,OAK,OF
OAK197104090,jackr001,0,1,3,1B,start,Reggie Jackson,OAK,OF
OAK197104090,mincd101,0,1,4,2B,start,Don Mincher,WS2,1B
OAK197104090,mincd101,0,1,4,2B,start,Don Mincher,OAK,1B
OAK197104090,mincd101,0,1,4,2B,start,Don Mincher,OAK,1B
OAK197104090,bands101,0,1,5,3B,start,Sal Bando,OAK,3B
OAK197104090,bands101,0,1,5,3B,start,Sal Bando,OAK,3B
OAK197104090,mondr001,0,1,6,SS,start,Rick Monday,OAK,OF
OAK197104090,mondr001,0,1,6,SS,start,Rick Monday,OAK,OF
OAK197104090,duncd101,0,1,7,LF,start,Dave Duncan,OAK,C
OAK197104090,duncd101,0,1,7,LF,start,Dave Duncan,OAK,C
OAK197104090,greed102,0,1,8,CF,start,Dick Green,OAK,2B
OAK197104090,greed102,0,1,8,CF,start,Dick Green,OAK,2B
OAK197104090,bluev001,0,1,9,RF,start,Vida Blue,OAK,P
OAK197104090,bluev001,0,1,9,RF,start,Vida Blue,OAK,P
OAK197104090,martb001,0,0,9,RF,sub,Buck Martinez,KCA,C
OAK197104090,martb001,0,0,9,RF,sub,Buck Martinez,KCA,C
OAK197104090,wrigk101,0,0,9,RF,sub,Ken Wright,KCA,P
OAK197104090,wrigk101,0,0,9,RF,sub,Ken Wright,KCA,P
OAK197104100,patef101,0,0,1,P,start,Freddie Patek,KCA,SS
OAK197104100,patef101,0,0,1,P,start,Freddie Patek,KCA,SS
OAK197104100,keouj101,0,0,2,C,start,Joe Keough,KCA,OF
OAK197104100,keouj101,0,0,2,C,start,Joe Keough,KCA,OF
OAK197104100,otisa001,0,0,3,1B,start,Amos Otis,KCA,OF
OAK197104100,otisa001,0,0,3,1B,start,Amos Otis,KCA,OF
OAK197104100,pinil001,0,0,4,2B,start,Lou Piniella,KCA,OF
OAK197104100,pinil001,0,0,4,2B,start,Lou Piniella,KCA,OF
OAK197104100,kirke102,0,0,5,3B,start,Ed Kirkpatrick,KCA,OF
OAK197104100,kirke102,0,0,5,3B,start,Ed Kirkpatrick,KCA,OF
OAK197104100,olivb101,0,0,6,SS,start,Bob Oliver,KCA,1B
OAK197104100,olivb101,0,0,6,SS,start,Bob Oliver,KCA,1B
OAK197104100,rojac101,0,0,7,LF,start,Cookie Rojas,KCA,2B
OAK197104100,rojac101,0,0,7,LF,start,Cookie Rojas,KCA,2B
OAK197104100,schap101,0,0,8,CF,start,Paul Schaal,KCA,3B
OAK197104100,schap101,0,0,8,CF,start,Paul Schaal,KCA,3B
OAK197104100,dalcb101,0,0,9,RF,start,Bruce Dal Canton,KCA,P
OAK197104100,dalcb101,0,0,9,RF,start,Bruce Dal Canton,KCA,P
OAK197104100,campb101,0,1,1,P,start,Bert Campaneris,OAK,SS
OAK197104100,campb101,0,1,1,P,start,Bert Campaneris,OAK,SS
OAK197104100,rudij101,0,1,2,C,start,Joe Rudi,OAK,OF
OAK197104100,rudij101,0,1,2,C,start,Joe Rudi,OAK,OF
OAK197104100,jackr001,0,1,3,1B,start,Reggie Jackson,OAK,OF
OAK197104100,jackr001,0,1,3,1B,start,Reggie Jackson,OAK,OF
OAK197104100,mincd101,0,1,4,2B,start,Don Mincher,WS2,1B
OAK197104100,mincd101,0,1,4,2B,start,Don Mincher,OAK,1B
OAK197104100,mincd101,0,1,4,2B,start,Don Mincher,OAK,1B
OAK197104100,bands101,0,1,5,3B,start,Sal Bando,OAK,3B
OAK197104100,bands101,0,1,5,3B,start,Sal Bando,OAK,3B
OAK197104100,mondr001,0,1,6,SS,start,Rick Monday,OAK,OF
OAK197104100,mondr001,0,1,6,SS,start,Rick Monday,OAK,OF
OAK197104100,duncd101,0,1,7,LF,start,Dave Duncan,OAK,C
OAK197104100,duncd101,0,1,7,LF,start,Dave Duncan,OAK,C
OAK197104100,greed102,0,1,8,CF,start,Dick Green,OAK,2B
OAK197104100,greed102,0,1,8,CF,start,Dick Green,OAK,2B
OAK197104100,segud101,0,1,9,RF,start,Diego Segui,OAK,P
OAK197104100,segud101,0,1,9,RF,start,Diego Segui,OAK,P
OAK197104100,hovls101,0,1,9,RF,sub,Steve Hovley,OAK,OF
OAK197104100,hovls101,0,1,9,RF,sub,Steve Hovley,OAK,OF
OAK197104100,hovls101,0,1,9,RF,sub,Steve Hovley,OAK,OF
OAK197104100,hovls101,0,1,9,RF,sub,Steve Hovley,OAK,OF
OAK197104100,lindp101,0,1,2,C,sub,Paul Lindblad,WS2,P
OAK197104100,lindp101,0,1,2,C,sub,Paul Lindblad,OAK,P
OAK197104100,lindp101,0,1,2,C,sub,Paul Lindblad,OAK,P
OAK197104100,yorkj101,0,0,9,RF,sub,Jim York,KCA,P
OAK197104100,yorkj101,0,0,9,RF,sub,Jim York,KCA,P
OAK197104100,clarr103,0,1,2,C,sub,Ron Clark,OAK,PH
OAK197104100,clarr103,0,1,2,C,sub,Ron Clark,OAK,PH
OAK197104100,lockb102,0,1,2,C,sub,Bob Locker,OAK,P
OAK197104100,lockb102,0,1,2,C,sub,Bob Locker,OAK,P
OAK197104100,davit103,0,1,2,C,sub,Tommy Davis,OAK,1B
OAK197104100,davit103,0,1,2,C,sub,Tommy Davis,OAK,1B
OAK197104110,patef101,0,0,1,P,start,Freddie Patek,KCA,SS
OAK197104110,patef101,0,0,1,P,start,Freddie Patek,KCA,SS
OAK197104110,keouj101,0,0,2,C,start,Joe Keough,KCA,OF
OAK197104110,keouj101,0,0,2,C,start,Joe Keough,KCA,OF
OAK197104110,otisa001,0,0,3,1B,start,Amos Otis,KCA,OF
OAK197104110,otisa001,0,0,3,1B,start,Amos Otis,KCA,OF
OAK197104110,pinil001,0,0,4,2B,start,Lou Piniella,KCA,OF
OAK197104110,pinil001,0,0,4,2B,start,Lou Piniella,KCA,OF
OAK197104110,kirke102,0,0,5,3B,start,Ed Kirkpatrick,KCA,OF
OAK197104110,kirke102,0,0,5,3B,start,Ed Kirkpatrick,KCA,OF
OAK197104110,olivb101,0,0,6,SS,start,Bob Oliver,KCA,1B
OAK197104110,olivb101,0,0,6,SS,start,Bob Oliver,KCA,1B
