game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,translator,oscorer
OAK197104071,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/04/07,1,0:00PM,day,false,ricej901,odomj901,sprim901,mccol901,"""White Sox""","""Alan Boodman""",1996/01/31 7:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,0,johnt001,huntj101,romov101,,,
OAK197104072,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/04/07,2,0:00PM,day,false,odomj901,sprim901,mccol901,ricej901,"""White Sox""","""Alan Boodman""",1996/01/31 8:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,23838,johnb105,pantj101,,,,
OAK197104090,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/04/09,0,0:00PM,night,false,sprim901,mccol901,ricej901,odomj901,"""Royals""","""Alan Boodman""",1996/02/01 12:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,3131,bluev001,rookj101,,,,
OAK197104100,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/04/10,0,0:00PM,day,false,mccol901,ricej901,odomj901,sprim901,"""Royals""","""Alan Boodman""",1996/02/01 8:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,4444,lockb102,yorkj101,,,,
OAK197104110,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/04/11,0,0:00PM,day,false,ricej901,odomj901,sprim901,mccol901,"""Royals""","""Alan Boodman""",1996/02/02 3:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,166,5238,fitza101,huntj101,abert101,,,
OAK197104230,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1971/04/23,0,0:00PM,night,false,goetr901,nappl901,neudj901,phild901,"""A's""","""Alan Boodman""",1996/02/15 10:14AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,7071,segud101,chand102,,,,
OAK197104240,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1971/04/24,0,0:00PM,day,false,nappl901,neudj901,phild901,goetr901,"""A's""","""Alan Boodman""",1996/02/16 4:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,7815,huntj101,timmt101,,,,
OAK197104250,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1971/04/25,0,0:00PM,day,false,neudj901,phild901,goetr901,nappl901,"""A's""","""Alan Boodman""",1996/02/19 10:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,10677,lolim101,fingr001,schef102,,,
OAK197104260,"""version 7RS(19) of 07/07/92""",BAL,OAK,OAK01,1971/04/26,0,0:00PM,night,false,dimul901,hallb901,odonj901,umonf901,"""Orioles""","""Alan Boodman""",1996/02/20 3:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,6998,bluev001,dobsp101,,,,
OAK197104270,"""version 7RS(19) of 07/07/92""",BAL,OAK,OAK01,1971/04/27,0,0:00PM,night,false,hallb901,odonj901,umonf901,dimul901,"""Orioles""","""Alan Boodman""",1996/02/20 11:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,5502,mcnad102,segud101,,,,
OAK197104280,"""version 7RS(19) of 07/07/92""",BAL,OAK,OAK01,1971/04/28,0,0:00PM,night,false,odonj901,umonf901,dimul901,hallb901,"""Orioles""","""Alan Boodman""",1996/02/22 8:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,4109,huntj101,halld101,,,,
OAK197104290,"""version 7RS(19) of 07/07/92""",BAL,OAK,OAK01,1971/04/29,0,1:35PM,day,false,umonf901,dimul901,hallb901,odonj901,"""Orioles + Wigley from radio""","""Alan Boodman + Wigley from radio""",1996/02/24 9:56AM,radio,pitches,53,fromcf,11,unknown,none,unknown,131,3320,palmj001,fingr001,,,,
OAK197104300,"""version 7RS(19) of 07/07/92""",CLE,OAK,OAK01,1971/04/30,0,0:00PM,night,false,dimul901,hallb901,odonj901,umonf901,"""Indians""","""Alan Boodman""",1996/02/25 10:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,178,7245,bluev001,hargs101,,,,
OAK197105010,"""version 7RS(19) of 07/07/92""",CLE,OAK,OAK01,1971/05/01,0,0:00PM,day,false,hallb901,odonj901,umonf901,dimul901,"""Indians""","""Alan Boodman""",1996/02/27 12:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,7564,dunns101,segud101,machc101,,,
OAK197105021,"""version 7RS(19) of 07/07/92""",CLE,OAK,OAK01,1971/05/02,1,0:00PM,day,false,odonj901,umonf901,dimul901,hallb901,"""Indians""","""Alan Boodman""",1996/02/29 12:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,0,huntj101,mcdos101,lockb102,,,
OAK197105022,"""version 7RS(19) of 07/07/92""",CLE,OAK,OAK01,1971/05/02,2,0:00PM,day,false,umonf901,dimul901,hallb901,odonj901,"""Indians""","""Alan Boodman""",1996/02/29 12:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,195,10383,mcdos101,klimr101,,,,
OAK197105180,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/05/18,0,0:00PM,night,false,chyln901,denkd901,frana901,deegb901,"""Brewers/A's""","""Alan Boodman""",1996/04/21 10:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,6672,huntj101,pattm101,,,,
OAK197105190,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/05/19,0,0:00PM,night,false,denkd901,frana901,deegb901,chyln901,"""A's/Brewers""","""Alan Boodman""",1996/04/24 8:34AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,10055,bluev001,parsb101,,,,
OAK197105200,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/05/20,0,0:00PM,night,false,frana901,deegb901,chyln901,denkd901,"""A's/Brewers""","""Alan Boodman""",1996/04/25 10:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,2632,dobsc101,kraul102,klimr101,,,
OAK197105210,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/05/21,0,0:00PM,night,false,deegb901,chyln901,denkd901,frana901,"""Twins""","""Alan Boodman""",1996/04/26 10:39AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,10005,blylb001,odomj101,,,,
OAK197105220,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/05/22,0,0:00PM,day,false,chyln901,denkd901,frana901,deegb901,"""Twins""","""Alan Boodman""",1996/04/27 10:55AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,42970,huntj101,kaatj101,,,,
OAK197105230,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/05/23,0,0:00PM,day,false,denkd901,frana901,deegb901,chyln901,"""Twins""","""Alan Boodman""",1996/04/27 5:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,28537,bluev001,perrj102,,,,
OAK197105250,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/05/25,0,0:00PM,night,false,frana901,deegb901,chyln901,denkd901,"""Angels""","""Alan Boodman""",1996/04/28 1:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,215,2868,lockb102,fishe102,,,,
OAK197105260,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/05/26,0,0:00PM,night,false,deegb901,chyln901,denkd901,frana901,"""Angels""","""Alan Boodman""",1996/05/01 8:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,209,4354,larod101,klimr101,,,,
OAK197106080,"""version 7RS(19) of 07/07/92""",BOS,OAK,OAK01,1971/06/08,0,0:00PM,night,false,nappl901,goetr901,neudj901,phild901,"""Red Sox""","""Alan Boodman""",1996/05/23 9:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,11115,culpr101,odomj101,,,,
OAK197106090,"""version 7RS(19) of 07/07/92""",BOS,OAK,OAK01,1971/06/09,0,0:00PM,night,false,goetr901,neudj901,phild901,nappl901,"""Red Sox""","""Alan Boodman""",1996/05/25 7:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,8570,dobsc101,peteg101,,,,
OAK197106110,"""version 7RS(19) of 07/07/92""",NYA,OAK,OAK01,1971/06/11,0,8:08PM,night,false,ricej901,kunkb101,lucir901,flahr901,"""Yankees""","""Alan Boodman""",1996/05/28 3:41PM,unknown,none,54,unknown,-1,unknown,unknown,unknown,157,13468,akerj102,huntj101,,,,
OAK197106120,"""version 7RS(19) of 07/07/92""",NYA,OAK,OAK01,1971/06/12,0,1:37PM,day,false,kunkb101,lucir901,flahr901,ricej901,"""Yankees""","""Alan Boodman""",1996/05/29 3:07PM,unknown,none,60,unknown,-1,unknown,unknown,unknown,152,23985,bluev001,stotm101,,,,
OAK197106130,"""version 7RS(19) of 07/07/92""",NYA,OAK,OAK01,1971/06/13,0,1:39PM,day,false,lucir901,flahr901,ricej901,kunkb101,"""Yankees""","""Alan Boodman""",1996/06/01 7:46AM,unknown,none,62,unknown,-1,unknown,unknown,unknown,159,38916,petef101,odomj101,,,,
OAK197106150,"""version 7RS(19) of 07/07/92""",WS2,OAK,OAK01,1971/06/15,0,0:00PM,night,false,flahr901,ricej901,kunkb101,lucir901,"""Senators""","""Alan Boodman""",1996/06/05 7:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,8392,dobsc101,janej101,,,,
OAK197106160,"""version 7RS(19) of 07/07/92""",WS2,OAK,OAK01,1971/06/16,0,0:00PM,night,false,ricej901,kunkb101,lucir901,flahr901,"""Senators""","""Alan Boodman""",1996/06/06 4:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,19893,bluev001,mclad101,,,,
OAK197106250,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/06/25,0,0:00PM,night,false,malog901,soarh901,barnl901,anthm901,"""Royals""","""Alan Boodman""",1996/07/15 5:13PM,unknown,none,0,unknown,-1,unknown,unknown,cloudy,145,33888,bluev001,hedlm101,,,,
OAK197106260,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/06/26,0,0:00PM,day,false,soarh901,barnl901,anthm901,malog901,"""Royals""","""Alan Boodman""",1996/09/16 5:07PM,unknown,none,0,unknown,-1,unknown,unknown,cloudy,155,39920,huntj101,dalcb101,fingr001,,,
OAK197106271,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/06/27,1,0:00PM,day,false,barnl901,anthm901,malog901,soarh901,"""Royals""","""Alan Boodman""",1996/09/26 10:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,odomj101,dragd101,,,,
OAK197106272,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/06/27,2,0:00PM,day,false,anthm901,malog901,soarh901,barnl901,"""Royals""","""Alan Boodman""",1996/09/26 1:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,33477,butlb101,segud101,abert101,,,
OAK197106280,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/06/28,0,0:00PM,night,false,chyln901,denkd901,frana901,deegb901,"""11,33""","""Comly""",1998/05/21 11:01PM,park,none,0,unknown,-1,unknown,unknown,night,174,4654,dobsc101,blylb001,fingr001,,"""Comly""",
OAK197106290,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/06/29,0,0:00PM,night,false,denkd901,frana901,deegb901,chyln901,"""11,33""","""Comly""",1998/05/21 11:16PM,park,none,0,unknown,-1,unknown,unknown,night,180,35398,corbr101,bluev001,perrr101,,"""Comly""",
OAK197106300,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/06/30,0,0:00PM,night,false,frana901,deegb901,chyln901,denkd901,"""11,33""","""Comly""",1998/05/21 11:36PM,park,none,0,unknown,-1,unknown,unknown,night,165,6412,perrj102,huntj101,hallt101,,"""Comly""",
OAK197107090,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/07/09,0,0:00PM,night,false,anthm901,malog901,soarh901,barnl901,"""8,33""","""Comly""",1997/09/28 5:15PM,park,none,0,unknown,-1,unknown,unknown,night,305,22938,knowd101,queem102,,,"""Comly""",
OAK197107100,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/07/10,0,0:00PM,day,false,malog901,soarh901,barnl901,anthm901,"""8,33""","""Comly""",1997/09/28 5:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,19364,messa101,huntj101,,,"""Comly""",
OAK197107111,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/07/11,1,0:00PM,day,false,soarh901,barnl901,anthm901,malog901,"""8,33""","""Comly""",1997/09/28 5:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,0,segud101,allel101,fingr001,,"""Comly""",
OAK197107112,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/07/11,2,0:00PM,day,false,barnl901,anthm901,malog901,soarh901,"""8,33""","""Comly""",1997/09/28 6:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,11195,wrigc102,odomj101,larod101,,"""Comly""",
OAK197107150,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1971/07/15,0,0:00PM,night,false,ricej901,kunkb101,lucir901,flahr901,"""4,33""","""Comly""",1997/09/28 10:06PM,park,none,0,unknown,-1,unknown,unknown,night,182,5979,knowd101,timmt101,,,"""Comly""",
OAK197107160,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1971/07/16,0,0:00PM,night,false,kunkb101,lucir901,flahr901,ricej901,"""4,33""","""Comly""",1997/09/28 10:25PM,park,none,0,unknown,-1,unknown,unknown,night,132,24434,bluev001,cainl101,,,"""Comly""",
OAK197107170,"""version 7RS(19) of 07/07/92""",DET,OAK,OAK01,1971/07/17,0,0:00PM,day,false,lucir901,flahr901,ricej901,kunkb101,"""4,33""","""Comly""",1997/09/28 10:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,15039,colej102,huntj101,,,"""Comly""",
OAK197107180,"""version 7RS(19) of 07/07/92""",BAL,OAK,OAK01,1971/07/18,0,0:00,day,false,flahr901,ricej901,kunkb101,lucir901,"""Baltimore""","""Bill Disney""",1992/09/23 1:00AM,park,none,0,unknown,-1,unknown,unknown,unknown,138,18140,jackg101,odomj101,richp102,,"""Bill Disney""",
OAK197107190,"""version 7RS(19) of 07/07/92""",BAL,OAK,OAK01,1971/07/19,0,0:00AM,day,false,ricej901,kunkb101,lucir901,flahr901,"""Baltimore""","""Bill Disney""",1992/09/23 1:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,131,7685,dobsp101,segud101,,,"""Bill Disney""",
OAK197107200,"""version 7RS(19) of 07/07/92""",CLE,OAK,OAK01,1971/07/20,0,0:00PM,night,false,odonj901,umonf901,dimul901,hallb901,"""3,33""","""Comly""",1997/09/28 1:08AM,park,none,0,unknown,-1,unknown,unknown,night,148,8539,dobsc101,lambr101,fingr001,,"""Comly""",
OAK197107210,"""version 7RS(19) of 07/07/92""",CLE,OAK,OAK01,1971/07/21,0,0:00PM,night,false,umonf901,dimul901,hallb901,odonj901,"""3,33""","""Comly""",1997/09/28 10:12AM,park,none,0,unknown,-1,unknown,unknown,night,202,21353,knowd101,hennp102,,,"""Comly""",
OAK197108040,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/08/04,0,0:00PM,night,false,nappl901,neudj901,goetr901,phild901,"""33,54""","""Comly""",1997/10/19 10:48AM,park,none,0,unknown,-1,unknown,unknown,night,176,5296,dobsc101,lopem101,lockb102,,"""Comly""",
OAK197108050,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/08/05,0,0:00PM,night,false,neudj901,goetr901,phild901,nappl901,"""33,54""","""Comly""",1997/10/19 11:23AM,park,none,0,unknown,-1,unknown,unknown,night,120,3945,huntj101,parsb101,,,"""Comly""",
OAK197108060,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/08/06,0,0:00PM,night,false,goetr901,phild901,nappl901,neudj901,"""9,11""","""Comly""",1997/10/13 9:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,144,7357,bradt102,odomj101,,,"""Comly""",
OAK197108070,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/08/07,0,0:00PM,day,false,phild901,nappl901,neudj901,goetr901,"""9,33""","""Comly""",1997/10/13 9:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,27751,bluev001,horlj101,,,"""Comly""",
OAK197108081,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/08/08,1,0:00PM,day,false,nappl901,neudj901,goetr901,phild901,"""9,33""","""Comly""",1997/10/13 10:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,174,0,keals101,dobsc101,johnb105,,"""Comly""",
OAK197108082,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/08/08,2,0:00PM,day,false,neudj901,goetr901,phild901,nappl901,"""9,33""","""Comly""",1997/10/13 10:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,12110,woodw103,segud101,,,"""Comly""",
OAK197108200,"""version 7RS(19) of 07/07/92""",BOS,OAK,OAK01,1971/08/20,0,0:00PM,night,false,sprim901,honoj901,mccol901,odomj901,"""2,33""","""Comly""",1997/10/12 11:05AM,park,none,0,unknown,-1,unknown,unknown,night,125,31494,peteg101,bluev001,,,"""Comly""",
OAK197108210,"""version 7RS(19) of 07/07/92""",BOS,OAK,OAK01,1971/08/21,0,0:00PM,day,false,honoj901,mccol901,odomj901,sprim901,"""2,33""","""Comly""",1997/10/12 11:16AM,park,none,0,unknown,-1,unknown,unknown,unknown,113,14987,huntj101,culpr101,,,"""Comly""",
OAK197108221,"""version 7RS(19) of 07/07/92""",BOS,OAK,OAK01,1971/08/22,1,0:00PM,day,false,mccol901,odomj901,sprim901,honoj901,"""2,33""","""Comly""",1997/10/12 1:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,172,0,odomj101,morer101,granj101,,"""Comly""",
OAK197108222,"""version 7RS(19) of 07/07/92""",BOS,OAK,OAK01,1971/08/22,2,0:00PM,day,false,odomj901,sprim901,honoj901,mccol901,"""2,33""","""Comly""",1997/10/12 2:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,22923,segud101,siebs101,,,"""Comly""",
OAK197108230,"""version 7RS(19) of 07/07/92""",NYA,OAK,OAK01,1971/08/23,0,8:02PM,night,false,sprim901,honoj901,mccol901,odomj901,"""6,33""","""Comly""",1997/10/06 10:17PM,park,none,70,unknown,-1,unknown,unknown,night,159,4972,dobsc101,kekim101,fingr001,,"""Comly""",
OAK197108240,"""version 7RS(19) of 07/07/92""",NYA,OAK,OAK01,1971/08/24,0,8:04PM,night,false,honoj901,mccol901,odomj901,sprim901,"""6,33""","""Comly""",1997/10/06 10:35PM,park,none,64,unknown,-1,unknown,unknown,overcast,115,18288,stotm101,bluev001,,,"""Comly""",
OAK197108250,"""version 7RS(19) of 07/07/92""",NYA,OAK,OAK01,1971/08/25,0,8:02PM,night,false,mccol901,odomj901,sprim901,honoj901,"""6,33""","""Comly""",1997/10/06 10:50PM,park,none,63,unknown,-1,unknown,unknown,night,114,5950,klins101,huntj101,,,"""Comly""",
OAK197108270,"""version 7RS(19) of 07/07/92""",WS2,OAK,OAK01,1971/08/27,0,0:00PM,night,false,kunkb101,lucir901,flahr901,ricej901,"""14,33""","""Comly""",1997/10/11 5:50PM,park,none,0,unknown,-1,unknown,unknown,night,137,4739,odomj101,gogob101,,,"""Comly""",
OAK197108280,"""version 7RS(19) of 07/07/92""",WS2,OAK,OAK01,1971/08/28,0,0:00PM,day,false,lucir901,flahr901,ricej901,kunkb101,"""14,33""","""Comly""",1997/10/11 6:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,7414,dobsc101,thomm102,knowd101,,"""Comly""",
OAK197108291,"""version 7RS(19) of 07/07/92""",WS2,OAK,OAK01,1971/08/29,1,0:00PM,day,false,flahr901,ricej901,kunkb101,lucir901,"""14,33""","""Comly""",1997/10/11 6:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,0,bluev001,brobp101,,,"""Comly""",
OAK197108292,"""version 7RS(19) of 07/07/92""",WS2,OAK,OAK01,1971/08/29,2,0:00PM,day,false,ricej901,kunkb101,lucir901,flahr901,"""14,33""","""Comly""",1997/10/11 7:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,24977,huntj101,mclad101,,,"""Comly""",
OAK197109060,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/09/06,0,0:00PM,day,false,goetr901,phild901,nappl901,neudj901,"""8,33""","""Comly""",1997/10/19 3:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,6392,messa101,dobsc101,,,"""Comly""",
OAK197109070,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/09/07,0,0:00PM,night,false,phild901,nappl901,neudj901,goetr901,"""8,33""","""Comly""",1997/10/19 3:37PM,park,none,0,unknown,-1,unknown,unknown,night,159,6878,wrigc102,bluev001,,,"""Comly""",
OAK197109080,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1971/09/08,0,0:00PM,night,false,nappl901,neudj901,goetr901,phild901,"""8,33""","""Comly""",1997/10/19 4:10PM,park,none,0,unknown,-1,unknown,unknown,night,132,3264,huntj101,may-r101,,,"""Comly""",
OAK197109100,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/09/10,0,0:00PM,night,false,ricej901,kunkb101,flahr901,lucir901,"""11,33""","""Comly""",1997/11/03 11:42PM,park,none,75,unknown,-1,unknown,unknown,night,136,7229,lockb102,haydh101,,,"""Comly""",
OAK197109110,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/09/11,0,0:00PM,day,false,kunkb101,flahr901,lucir901,ricej901,"""11,33""","""Comly""",1997/11/04 12:07AM,park,none,85,unknown,-1,unknown,unknown,unknown,160,8276,fingr001,hammp101,,,"""Comly""",
OAK197109120,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1971/09/12,0,1:33PM,day,false,flahr901,lucir901,ricej901,kunkb101,"""11,33""","""Comly""",1997/11/04 12:27AM,park,none,90,unknown,-1,unknown,unknown,unknown,203,13747,corbr101,rolaj101,luebs101,,"""Comly""",
OAK197109211,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/09/21,1,0:00PM,night,false,mccol901,sprim901,odomj901,honoj901,"""9,33""","""Comly""",1997/11/01 12:33AM,park,none,0,unknown,-1,unknown,unknown,night,137,0,johnb105,dobsc101,keals101,,"""Comly""",
OAK197109212,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/09/21,2,0:00PM,night,false,sprim901,odomj901,honoj901,mccol901,"""9,33""","""Comly""",1997/11/01 12:51AM,park,none,0,unknown,-1,unknown,unknown,night,155,3810,johnt001,odomj101,romov101,,"""Comly""",
OAK197109220,"""version 7RS(19) of 07/07/92""",CHA,OAK,OAK01,1971/09/22,0,0:00PM,night,false,odomj901,honoj901,mccol901,sprim901,"""9,33""","""Comly""",1997/11/01 1:05AM,park,none,0,unknown,-1,unknown,unknown,night,124,3497,bradt102,rolaj101,,,"""Comly""",
OAK197109230,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/09/23,0,8:05PM,night,false,honoj901,mccol901,sprim901,odomj901,"""33""","""Comly""",1997/11/05 10:34PM,park,none,0,unknown,-1,unknown,unknown,night,140,1535,knowd101,sandk101,,,"""Comly""",
OAK197109240,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/09/24,0,0:00PM,night,false,mccol901,sprim901,odomj901,honoj901,"""33""","""Comly""",1997/11/05 10:51PM,park,none,0,unknown,-1,unknown,unknown,night,142,3595,slatj001,segud101,,,"""Comly""",
OAK197109250,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/09/25,0,0:00PM,day,false,sprim901,odomj901,honoj901,mccol901,"""33""","""Comly""",1997/11/05 11:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,167,5873,bellj101,lockb102,,,"""Comly""",
OAK197109260,"""version 7RS(19) of 07/07/92""",MIL,OAK,OAK01,1971/09/26,0,0:00PM,day,false,odomj901,honoj901,mccol901,sprim901,"""33""","""Comly""",1997/11/05 11:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,10687,bluev001,locks101,granj101,,"""Comly""",
OAK197109280,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/09/28,0,0:00PM,day,false,umonf901,mccol901,hallb901,sprim901,"""10,33""","""Comly""",1997/11/02 9:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,95,1252,huntj101,hedlm101,knowd101,,"""Comly""",
OAK197109290,"""version 7RS(19) of 07/07/92""",KCA,OAK,OAK01,1971/09/29,0,0:00PM,day,false,mccol901,hallb901,sprim901,umonf901,"""10,33""","""Comly""",1997/11/02 10:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,1415,lockb102,abert101,,,"""Comly""",
KCA197104120,"""version 7RS(19) of 07/07/92""",MIN,KCA,KAN05,1971/04/12,0,0:00PM,night,false,barnl901,anthm901,malog901,soarh901,"""Royals""","""Alan Boodman""",1996/02/05 5:32PM,unknown,none,84,unknown,-1,unknown,unknown,unknown,129,32728,blylb001,dragd101,,,,
KCA197104130,"""version 7RS(19) of 07/07/92""",MIN,KCA,KAN05,1971/04/13,0,0:00PM,night,false,anthm901,malog901,soarh901,barnl901,"""Royals""","""Alan Boodman""",1996/02/06 10:19AM,unknown,none,61,unknown,10,unknown,unknown,unknown,165,6740,hedlm101,wills102,abert101,,,
KCA197104140,"""version 7RS(19) of 07/07/92""",CAL,KCA,KAN05,1971/04/14,0,0:00PM,night,false,malog901,soarh901,barnl901,anthm901,"""Royals""","""Alan Boodman""",1996/02/07 8:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,6885,wrigc102,rookj101,queem102,,,
KCA197104150,"""version 7RS(19) of 07/07/92""",CAL,KCA,KAN05,1971/04/15,0,0:00PM,night,false,soarh901,barnl901,anthm901,malog901,"""Royals""","""Alan Boodman""",1996/02/07 3:17PM,unknown,none,78,unknown,17,unknown,unknown,unknown,210,7510,fishe102,yorkj101,allel101,,,
KCA197104230,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN05,1971/04/23,0,0:00PM,night,false,hallb901,odonj901,umonf901,dimul901,"""Royals""","""Alan Boodman""",1996/02/15 10:31AM,unknown,none,65,unknown,10,unknown,unknown,unknown,163,7696,dragd101,mcdos101,burgt001,,,
KCA197104240,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN05,1971/04/24,0,0:00PM,day,false,odonj901,umonf901,dimul901,hallb901,"""Royals""","""Alan Boodman""",1996/02/16 5:18PM,unknown,none,77,unknown,12,unknown,unknown,unknown,137,7625,hedlm101,fosta101,,,,
KCA197104250,"""version 7RS(19) of 07/07/92""",CLE,KCA,KAN05,1971/04/25,0,0:00PM,day,false,umonf901,dimul901,hallb901,odonj901,"""Royals""","""Alan Boodman""",1996/02/19 11:04AM,unknown,none,61,unknown,9,unknown,rain,unknown,129,9648,bunkw101,hargs101,wrigk101,,,
KCA197104260,"""version 7RS(19) of 07/07/92""",DET,KCA,KAN05,1971/04/26,0,0:00PM,night,false,ricej901,kunkb101,lucir901,flahr901,"""Royals""","""Alan Boodman""",1996/02/20 4:02PM,unknown,none,77,unknown,14,unknown,unknown,unknown,184,6424,niekj001,rookj101,zeppb101,,,
