game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,htbf
DET201105130,KCA,DET,DET05,2011/05/13,0,7:07PM,night,true,vanol901,gormb901,randt901,belld901,park,pitches,marod701,77,fromlf,3,unknown,unknown,cloudy,143,33641,verlj001,hochl001,valvj001,
DET201105140,KCA,DET,DET05,2011/05/14,0,4:12PM,day,true,gormb901,randt901,belld901,vanol901,park,pitches,kleir701,62,ltor,9,unknown,unknown,unknown,142,37647,pennb002,franj003,valvj001,
DET201105160,TOR,DET,DET05,2011/05/16,0,7:06PM,night,true,reynj901,estam901,dimum901,welkt901,park,pitches,klonc701,44,torf,18,unknown,unknown,unknown,173,20444,drabk001,benoj001,franf001,
DET201105230,TBA,DET,DET05,2011/05/23,0,7:32PM,night,true,holbs901,davig901,gibsg901,ticht901,park,pitches,klonc701,70,rtol,16,unknown,unknown,unknown,201,21550,furbc001,hellj001,,
DET201105240,TBA,DET,DET05,2011/05/24,0,7:06PM,night,true,davig901,gibsg901,ticht901,holbs901,park,pitches,klonc701,67,fromlf,12,unknown,unknown,sunny,193,24133,albua001,ramoc001,benoj001,
DET201105260,BOS,DET,DET05,2011/05/26,0,1:06PM,day,true,coope901,carlm901,timmt901,porta901,park,pitches,klonc701,70,rtol,9,unknown,unknown,unknown,178,24213,aceva001,schem001,,
DET201105270,BOS,DET,DET05,2011/05/27,0,7:06PM,night,true,carlm901,timmt901,porta901,coope901,park,pitches,kleir701,54,ltor,5,unknown,unknown,unknown,161,34046,waket001,porcr001,,
DET201105291,BOS,DET,DET05,2011/05/29,1,1:08PM,day,true,timmt901,gonzm901,coope901,carlm901,park,pitches,marod701,75,tolf,6,unknown,unknown,sunny,196,36285,albem001,valvj001,papej001,
DET201105292,BOS,DET,DET05,2011/05/29,2,7:55PM,night,true,porta901,coope901,carlm901,gonzm901,park,pitches,marod701,72,ltor,7,unknown,unknown,unknown,171,39873,verlj001,beckj002,valvj001,
DET201105300,MIN,DET,DET05,2011/05/30,0,1:08PM,day,true,drecb901,emmep901,drakr901,darlg901,park,pitches,klonc701,85,fromrf,9,unknown,unknown,sunny,189,30198,albua001,burna002,valvj001,
DET201105310,MIN,DET,DET05,2011/05/31,0,7:05PM,night,true,emmep901,drakr901,darlg901,drecb901,park,pitches,klonc701,89,fromrf,15,unknown,unknown,sunny,196,22649,albua001,dumap001,benoj001,
DET201106010,MIN,DET,DET05,2011/06/01,0,7:06PM,night,true,drakr901,darlg901,drecb901,emmep901,park,pitches,klonc701,87,rtol,22,unknown,unknown,sunny,166,24363,porcr001,bakes002,valvj001,
DET201106090,SEA,DET,DET05,2011/06/09,0,7:06PM,night,true,blasc901,wintm901,everm901,guccc901,park,pitches,klonc701,69,torf,16,unknown,unknown,cloudy,137,22090,verlj001,fistd001,valvj001,
DET201106100,SEA,DET,DET05,2011/06/10,0,7:07PM,night,true,wintm901,everm901,guccc901,tumpj901,park,pitches,kleir701,62,ltor,10,unknown,unknown,unknown,173,30511,ray-c001,pennb002,leagb001,
DET201106110,SEA,DET,DET05,2011/06/11,0,7:05PM,night,true,everm901,tumpj901,blasc901,wintm901,park,pitches,kleir701,74,ltor,8,unknown,unknown,cloudy,143,38398,schem001,pinem001,,
DET201106120,SEA,DET,DET05,2011/06/12,0,1:05PM,day,true,guccc901,blasc901,wintm901,tumpj901,park,pitches,marod701,59,tocf,12,unknown,unknown,unknown,173,31572,hernf002,porcr001,,
DET201106130,TBA,DET,DET05,2011/06/13,0,7:05PM,night,true,tumpj901,blasc901,everm901,guccc901,park,pitches,marod701,69,fromlf,11,unknown,unknown,sunny,217,30938,purcd001,farnk001,,
DET201106140,CLE,DET,DET05,2011/06/14,0,7:06PM,night,true,mcclt901,rungb901,reybd901,barrt901,park,pitches,klonc701,71,torf,6,unknown,unknown,cloudy,144,28128,verlj001,mastj001,,
DET201106150,CLE,DET,DET05,2011/06/15,0,7:06PM,night,true,rungb901,reybd901,barrt901,mcclt901,park,pitches,klonc701,73,fromcf,21,unknown,unknown,cloudy,214,26711,carmf001,furbc001,perec002,
DET201106160,CLE,DET,DET05,2011/06/16,0,1:05PM,day,true,reybd901,barrt901,mcclt901,rungb901,park,pitches,klonc701,68,rtol,6,unknown,unknown,cloudy,180,37437,schem001,talbm001,,
DET201106240,ARI,DET,DET05,2011/06/24,0,7:06PM,night,true,everm901,muchm901,guccc901,carlm901,park,pitches,kleir701,70,tolf,16,unknown,unknown,unknown,186,37335,vasqe001,purcd001,putzj001,
DET201106250,ARI,DET,DET05,2011/06/25,0,7:06PM,night,true,muchm901,guccc901,carlm901,everm901,park,pitches,kleir701,77,tocf,11,unknown,unknown,cloudy,155,43163,verlj001,collj001,,
DET201106260,ARI,DET,DET05,2011/06/26,0,1:26PM,day,true,guccc901,carlm901,everm901,muchm901,park,pitches,marod701,73,fromcf,7,unknown,unknown,sunny,186,41036,albua001,heila001,,
DET201106270,TOR,DET,DET05,2011/06/27,0,6:07PM,night,true,marqa901,rapue901,onorb901,barrl901,park,pitches,klonc701,79,fromrf,16,unknown,unknown,cloudy,181,25181,benoj001,rzepm001,valvj001,
DET201106280,NYN,DET,DET05,2011/06/28,0,7:06PM,night,true,rapue901,hicke901,barrl901,onorb901,park,pitches,klonc701,76,tocf,18,unknown,unknown,cloudy,183,28480,dickr001,porcr001,,
DET201106290,NYN,DET,DET05,2011/06/29,0,7:07PM,night,true,hicke901,barrl901,onorb901,marqa901,park,pitches,klonc701,76,fromlf,5,unknown,unknown,sunny,229,26338,capuc001,cokep001,,
DET201106300,NYN,DET,DET05,2011/06/30,0,1:06PM,day,true,barrl901,marqa901,hicke901,rapue901,park,pitches,klonc701,81,torf,4,unknown,unknown,sunny,195,31861,verlj001,pelfm001,valvj001,
DET201107010,SFN,DET,DET05,2011/07/01,0,7:07PM,night,true,belld901,vanol901,gonzm901,gormb901,park,pitches,kleir701,84,fromrf,12,unknown,unknown,cloudy,215,35583,wilsb001,valvj001,affej001,
DET201107020,SFN,DET,DET05,2011/07/02,0,7:06PM,night,true,vanol901,gonzm901,gormb901,belld901,park,pitches,marod701,97,tolf,16,unknown,unknown,cloudy,175,38983,zitob001,schem001,motag001,
DET201107030,SFN,DET,DET05,2011/07/03,0,1:07PM,day,true,gonzm901,gormb901,belld901,vanol901,park,pitches,marod701,79,ltor,6,unknown,unknown,sunny,188,31904,porcr001,affej001,valvj001,
DET201107150,CHA,DET,DET05,2011/07/15,0,7:06PM,night,true,drecb901,porta901,drakr901,darlg901,park,pitches,kleir701,83,ltor,11,unknown,unknown,sunny,186,43593,floyg001,verlj001,,
DET201107160,CHA,DET,DET05,2011/07/16,0,4:12PM,day,true,porta901,drakr901,darlg901,drecb901,park,pitches,marod701,88,rtol,9,unknown,unknown,sunny,166,40984,jacke001,schem001,,
DET201107170,CHA,DET,DET05,2011/07/17,0,1:08PM,day,true,drakr901,darlg901,drecb901,porta901,park,pitches,marod701,90,rtol,10,unknown,unknown,sunny,160,37049,pennb002,humbp001,valvj001,
DET201107190,OAK,DET,DET05,2011/07/19,0,7:07PM,night,true,hirsj901,barrs901,diazl901,gonzm901,park,pitches,klonc701,88,fromcf,11,unknown,unknown,sunny,190,31980,porcr001,moscg001,,
DET201107200,OAK,DET,DET05,2011/07/20,0,7:06PM,night,true,barrs901,diazl901,gonzm901,hirsj901,park,pitches,klonc701,95,rtol,10,unknown,unknown,sunny,196,31975,devij001,purcd001,baila001,
DET201107280,ANA,DET,DET05,2011/07/28,0,1:06PM,day,true,knigb901,laynj901,davib902,wendh902,park,pitches,klonc701,79,rtol,11,unknown,unknown,unknown,211,33489,cassb001,pennb002,,
DET201107290,ANA,DET,DET05,2011/07/29,0,7:06PM,night,true,laynj901,davib902,wendh902,knigb901,park,pitches,kleir701,88,tocf,3,unknown,unknown,cloudy,164,40551,porcr001,chatt001,,
DET201107300,ANA,DET,DET05,2011/07/30,0,4:11PM,day,true,davib902,wendh902,knigb901,laynj901,park,pitches,kleir701,86,rtol,6,unknown,unknown,sunny,174,40753,hared001,turnj002,,
DET201107310,ANA,DET,DET05,2011/07/31,0,1:07PM,day,true,wendh902,knigb901,laynj901,davib902,park,pitches,kleir701,87,rtol,10,unknown,unknown,sunny,156,36878,verlj001,weavj003,valvj001,
DET201108020,TEX,DET,DET05,2011/08/02,0,7:16PM,night,true,danlk901,tumpj901,eddid901,demud901,park,pitches,klonc701,84,fromrf,9,wet,drizzle,unknown,212,29067,benoj001,adamm001,valvj001,
DET201108030,TEX,DET,DET05,2011/08/03,0,7:08PM,night,true,tumpj901,eddid901,demud901,danlk901,park,pitches,klonc701,81,torf,8,unknown,unknown,unknown,164,33596,fistd001,harrm001,valvj001,
DET201108040,TEX,DET,DET05,2011/08/04,0,1:06PM,day,true,eddid901,demud901,danlk901,tumpj901,park,pitches,klonc701,76,ltor,8,unknown,unknown,cloudy,175,40497,ogana001,pennb002,felin001,
DET201108150,MIN,DET,DET05,2011/08/15,0,7:07PM,night,true,millb901,hoyej901,cuzzp901,hallt901,park,pitches,klonc701,81,torf,9,unknown,unknown,cloudy,169,36211,lirif001,porcr001,nathj001,
DET201108160,MIN,DET,DET05,2011/08/16,0,7:06PM,night,true,hoyej901,cuzzp901,hallt901,millb901,park,pitches,klonc701,80,fromcf,10,unknown,unknown,sunny,172,40589,verlj001,blacn001,,
DET201108170,MIN,DET,DET05,2011/08/17,0,7:06PM,night,true,cuzzp901,hallt901,millb901,hoyej901,park,pitches,klonc701,81,rtol,13,unknown,unknown,cloudy,210,34835,cappm001,valvj001,nathj001,
DET201108190,CLE,DET,DET05,2011/08/19,0,7:06PM,night,true,westj901,mcclt901,schrp901,fairc901,park,pitches,klonc701,82,ltor,5,unknown,unknown,sunny,161,44222,schem001,tomlj001,valvj001,
DET201108200,CLE,DET,DET05,2011/08/20,0,7:07PM,night,true,mcclt901,schrp901,fairc901,westj901,park,pitches,kleir701,68,tolf,9,unknown,unknown,unknown,162,44629,fistd001,huffd001,,
DET201108210,CLE,DET,DET05,2011/08/21,0,1:07PM,day,true,schrp901,westj901,mcclt901,porta901,park,pitches,kleir701,71,rtol,10,unknown,unknown,cloudy,225,43388,cokep001,jimeu001,valvj001,
DET201108290,KCA,DET,DET05,2011/08/29,0,7:05PM,night,true,hoyej901,cuzzp901,hallt901,millb901,park,pitches,klonc701,76,tolf,7,unknown,unknown,cloudy,176,32423,hochl001,schem001,woodb004,
DET201108300,KCA,DET,DET05,2011/08/30,0,7:05PM,night,true,cuzzp901,hallt901,millb901,hoyej901,park,pitches,klonc701,76,fromrf,9,unknown,unknown,unknown,173,34866,benoj001,crowa001,,
DET201108310,KCA,DET,DET05,2011/08/31,0,1:06PM,day,true,hallt901,millb901,hoyej901,cuzzp901,park,pitches,klonc701,75,fromcf,4,unknown,unknown,unknown,147,33572,schld001,woodb004,valvj001,
DET201109010,KCA,DET,DET05,2011/09/01,0,1:06PM,day,true,millb901,hoyej901,cuzzp901,hallt901,park,pitches,klonc701,82,tocf,5,unknown,unknown,overcast,197,39084,crowa001,cokep001,sorij001,
DET201109020,CHA,DET,DET05,2011/09/02,0,7:07PM,night,true,timmt901,kellj901,coope901,carlm901,park,pitches,kleir701,95,tocf,8,unknown,unknown,sunny,159,42352,verlj001,dankj001,,
DET201109030,CHA,DET,DET05,2011/09/03,0,4:11PM,day,true,kellj901,coope901,carlm901,timmt901,park,pitches,kleir701,95,rtol,10,unknown,unknown,sunny,190,40635,martl003,sants001,,
DET201109040,CHA,DET,DET05,2011/09/04,0,8:09PM,night,true,coope901,estam901,timmt901,kellj901,park,pitches,marod701,72,tocf,9,unknown,unknown,unknown,201,42671,schem001,buehm001,,
DET201109090,MIN,DET,DET05,2011/09/09,0,7:56PM,night,true,knigb901,laynj901,davib902,muchm901,park,pitches,kleir701,72,tolf,8,unknown,unknown,unknown,166,35996,pennb002,slowk001,,
DET201109100,MIN,DET,DET05,2011/09/10,0,4:11PM,day,true,laynj901,davib902,muchm901,knigb901,park,pitches,kleir701,70,rtol,4,unknown,unknown,cloudy,173,38567,albua001,perkg001,,
DET201109110,MIN,DET,DET05,2011/09/11,0,1:09PM,day,true,davib902,muchm901,knigb901,laynj901,park,pitches,marod701,72,fromrf,7,unknown,unknown,unknown,139,36972,fistd001,diams001,valvj001,
DET201109220,BAL,DET,DET05,2011/09/22,0,7:06PM,night,true,schrp901,fairc901,campa902,holbs901,park,pitches,klonc701,72,rtol,9,unknown,unknown,cloudy,154,27847,britz001,pauld001,gregk001,
DET201109230,BAL,DET,DET05,2011/09/23,0,7:06PM,night,true,fairc901,campa902,holbs901,schrp901,park,pitches,marod701,58,tocf,5,unknown,unknown,unknown,197,38623,perrr001,eyrew001,,
DET201109240,BAL,DET,DET05,2011/09/24,0,7:06PM,night,true,campa902,holbs901,schrp901,fairc901,park,pitches,marod701,63,fromlf,6,unknown,unknown,sunny,166,44846,strop001,schld001,gregk001,
DET201109250,BAL,DET,DET05,2011/09/25,0,1:06PM,day,true,holbs901,schrp901,fairc901,campa902,park,pitches,marod701,68,ltor,9,unknown,unknown,sunny,182,41051,pennb002,matub001,,
DET201109260,CLE,DET,DET05,2011/09/26,0,7:05PM,night,true,gormb901,randt901,belld901,gonzm901,park,pitches,klonc701,66,fromrf,13,unknown,unknown,cloudy,160,29886,fistd001,jimeu001,,
DET201109270,CLE,DET,DET05,2011/09/27,0,7:36PM,night,true,randt901,belld901,vanol901,gormb901,park,pitches,klonc701,61,fromlf,6,wet,rain,unknown,204,31132,schem001,gomej002,valvj001,
DET201109280,CLE,DET,DET05,2011/09/28,0,7:06PM,night,true,belld901,vanol901,gormb901,randt901,park,pitches,klonc701,58,fromcf,6,unknown,unknown,unknown,172,31645,perrr001,pestv001,valvj001,
ANA201104080,TOR,ANA,ANA01,2011/04/08,0,7:07PM,night,true,davib902,wendh902,knigb901,laynj901,park,pitches,munse701,54,tocf,9,unknown,unknown,unknown,155,43853,doteo001,sante001,raucj001,
ANA201104090,TOR,ANA,ANA01,2011/04/09,0,6:07PM,night,true,wendh902,knigb901,laynj901,davib902,park,pitches,munse701,56,tocf,11,unknown,unknown,unknown,303,43513,hared001,raucj001,,
ANA201104100,TOR,ANA,ANA01,2011/04/10,0,12:36PM,day,true,knigb901,laynj901,davib902,wendh902,park,pitches,munse701,62,torf,5,unknown,unknown,sunny,168,43525,weavj003,reyej003,rodnf001,
ANA201104110,CLE,ANA,ANA01,2011/04/11,0,7:07PM,night,true,mcclt901,barrt901,rungb901,hudsm901,park,pitches,munse701,64,tolf,5,unknown,unknown,sunny,145,32864,talbm001,chatt001,,
ANA201104120,CLE,ANA,ANA01,2011/04/12,0,7:06PM,night,true,barrt901,rungb901,hudsm901,mcclt901,park,pitches,seebt701,63,tocf,8,unknown,unknown,sunny,135,43529,hared001,carmf001,,
ANA201104130,CLE,ANA,ANA01,2011/04/13,0,4:06PM,day,true,rungb901,muchm901,mcclt901,barrt901,park,pitches,franm701,64,torf,9,unknown,unknown,cloudy,196,31049,takah001,durbc001,,
ANA201104210,BOS,ANA,ANA01,2011/04/21,0,7:07PM,night,true,gormb901,vanol901,randt901,belld901,park,pitches,franm701,62,tocf,8,unknown,unknown,cloudy,230,37003,jenkb001,thomr006,papej001,
ANA201104220,BOS,ANA,ANA01,2011/04/22,0,7:08PM,night,true,vanol901,randt901,belld901,gormb901,park,pitches,munse701,63,tocf,9,unknown,unknown,cloudy,196,39005,lestj001,hared001,papej001,
ANA201104230,BOS,ANA,ANA01,2011/04/23,0,6:07PM,night,true,randt901,belld901,gormb901,vanol901,park,pitches,munse701,64,unknown,7,unknown,unknown,sunny,156,40025,matsd001,sante001,,
ANA201104240,BOS,ANA,ANA01,2011/04/24,0,12:40PM,day,true,belld901,gormb901,vanol901,randt901,park,pitches,munse701,61,tocf,6,wet,drizzle,unknown,175,35107,lackj001,palmm001,,
ANA201104250,OAK,ANA,ANA01,2011/04/25,0,7:08PM,night,true,coope901,carlm901,timmt901,kellj901,park,pitches,munse701,68,tocf,5,unknown,unknown,sunny,140,37115,weavj003,gonzg003,,
ANA201104260,OAK,ANA,ANA01,2011/04/26,0,7:07PM,night,true,carlm901,timmt901,kellj901,coope901,park,pitches,seebt701,69,torf,5,unknown,unknown,sunny,162,37228,chatt001,mccab001,,
ANA201104270,OAK,ANA,ANA01,2011/04/27,0,4:08PM,day,true,timmt901,kellj901,coope901,carlm901,park,pitches,franm701,82,tocf,9,unknown,unknown,sunny,177,37247,fuenb001,waldj001,ziegb001,
ANA201105060,CLE,ANA,ANA01,2011/05/06,0,7:09PM,night,true,demud901,danlk901,nauep901,eddid901,park,pitches,munse701,67,torf,9,unknown,unknown,sunny,178,36447,rodnf001,germj001,,
ANA201105070,CLE,ANA,ANA01,2011/05/07,0,6:08PM,night,true,danlk901,nauep901,eddid901,demud901,park,pitches,seebt701,65,tocf,11,unknown,unknown,unknown,180,37684,whita001,weavj003,perec002,
ANA201105080,CLE,ANA,ANA01,2011/05/08,0,12:37PM,day,true,nauep901,eddid901,demud901,danlk901,park,pitches,munse701,65,torf,10,unknown,unknown,unknown,170,40124,rodnf001,smitj002,waldj001,
ANA201105090,CHA,ANA,ANA01,2011/05/09,0,7:07PM,night,true,gormb901,randt901,belld901,vanol901,park,pitches,franm701,59,tocf,5,unknown,unknown,cloudy,149,38561,jacke001,sante001,,
ANA201105100,CHA,ANA,ANA01,2011/05/10,0,7:07PM,night,true,randt901,belld901,vanol901,gormb901,park,pitches,seebt701,65,torf,10,unknown,unknown,sunny,152,40128,pinej001,dankj001,,
ANA201105110,CHA,ANA,ANA01,2011/05/11,0,7:08PM,night,true,belld901,vanol901,gormb901,randt901,park,pitches,munse701,65,tocf,3,unknown,unknown,sunny,193,39151,sants001,jepsk001,thorm001,
ANA201105200,ATL,ANA,ANA01,2011/05/20,0,7:08PM,night,true,knigb901,laynj901,davib902,reybd901,park,pitches,munse701,66,torf,6,unknown,unknown,sunny,148,40211,sante001,hudst001,,
ANA201105210,ATL,ANA,ANA01,2011/05/21,0,7:06PM,night,true,laynj901,davib902,reybd901,knigb901,park,pitches,munse701,63,tolf,6,unknown,unknown,sunny,237,43511,procs001,bellt002,kimbc001,
ANA201105220,ATL,ANA,ANA01,2011/05/22,0,12:37PM,day,true,davib902,reybd901,knigb901,laynj901,park,pitches,munse701,65,tocf,8,unknown,unknown,unknown,157,40098,chatt001,lowed001,waldj001,
ANA201105230,OAK,ANA,ANA01,2011/05/23,0,7:08PM,night,true,danlk901,carav901,blasc901,nauep901,park,pitches,franm701,63,tocf,7,unknown,unknown,cloudy,165,36215,downs001,fuenb001,waldj001,
ANA201105240,OAK,ANA,ANA01,2011/05/24,0,7:07PM,night,true,carav901,blasc901,nauep901,danlk901,park,pitches,seebt701,66,tocf,8,unknown,unknown,sunny,154,39117,moscg001,hared001,,
ANA201105250,OAK,ANA,ANA01,2011/05/25,0,7:06PM,night,true,blasc901,nauep901,danlk901,carav901,park,pitches,muelg701,67,tocf,7,unknown,unknown,sunny,156,40253,sante001,cahit001,waldj001,
ANA201105260,OAK,ANA,ANA01,2011/05/26,0,12:37PM,day,true,nauep901,danlk901,carav901,blasc901,park,pitches,munse701,69,tocf,9,unknown,unknown,cloudy,160,33412,andeb004,pinej001,,
ANA201106030,NYA,ANA,ANA01,2011/06/03,0,7:09PM,night,true,estam901,fostm901,welkb901,tscht901,park,pitches,munse701,66,torf,8,unknown,unknown,cloudy,169,42521,weavj003,novai001,waldj001,
ANA201106040,NYA,ANA,ANA01,2011/06/04,0,6:07PM,night,true,fostm901,welkb901,tscht901,estam901,park,pitches,munse701,65,tocf,10,unknown,unknown,sunny,155,43619,sabac001,sante001,rivem002,
ANA201106050,NYA,ANA,ANA01,2011/06/05,0,12:36PM,day,true,welkb901,tscht901,estam901,tumpj901,park,pitches,munse701,73,tocf,6,unknown,unknown,sunny,200,43524,colob001,pinej001,rivem002,
ANA201106060,TBA,ANA,ANA01,2011/06/06,0,7:09PM,night,true,bellw901,diazl901,barrs901,hirsj901,park,pitches,munse701,67,torf,8,unknown,unknown,sunny,148,32287,pricd001,chatt001,,
ANA201106070,TBA,ANA,ANA01,2011/06/07,0,7:07PM,night,true,diazl901,barrs901,hirsj901,bellw901,park,pitches,franm701,65,tocf,8,unknown,unknown,sunny,158,38833,cobba001,hared001,farnk001,
ANA201106080,TBA,ANA,ANA01,2011/06/08,0,7:07PM,night,true,barrs901,hirsj901,bellw901,diazl901,park,pitches,munse701,65,torf,10,unknown,unknown,sunny,196,33157,cruzj005,rodnf001,farnk001,
ANA201106100,KCA,ANA,ANA01,2011/06/10,0,7:08PM,night,true,ticht901,davig901,gibsg901,holbs901,park,pitches,munse701,65,tocf,7,unknown,unknown,sunny,161,38254,franj003,sante001,sorij001,
ANA201106110,KCA,ANA,ANA01,2011/06/11,0,6:06PM,night,true,davig901,gibsg901,holbs901,ticht901,park,pitches,munse701,67,tocf,6,unknown,unknown,sunny,188,38911,downs001,collt001,waldj001,
ANA201106120,KCA,ANA,ANA01,2011/06/12,0,12:38PM,day,true,gibsg901,holbs901,ticht901,davig901,park,pitches,munse701,66,torf,9,unknown,unknown,unknown,178,39114,mazzv001,chatt001,,
ANA201106270,WAS,ANA,ANA01,2011/06/27,0,7:08PM,night,true,blasc901,barrs901,bellw901,diazl901,park,pitches,seebt701,76,tolf,7,unknown,unknown,sunny,182,35032,downs001,burns001,,
ANA201106280,WAS,ANA,ANA01,2011/06/28,0,7:08PM,night,true,barrs901,bellw901,diazl901,blasc901,park,pitches,franm701,69,tocf,7,unknown,unknown,sunny,213,41029,takah001,balec001,,
ANA201106290,WAS,ANA,ANA01,2011/06/29,0,4:06PM,day,true,bellw901,diazl901,blasc901,barrs901,park,pitches,munse701,75,torf,9,unknown,unknown,sunny,139,35257,hared001,zimmj003,waldj001,
ANA201107010,LAN,ANA,ANA01,2011/07/01,0,7:09PM,night,true,scotd901,buckc901,iassd901,mealj901,park,pitches,munse701,79,torf,8,unknown,unknown,sunny,198,41253,kuroh001,chatt001,,
ANA201107020,LAN,ANA,ANA01,2011/07/02,0,6:09PM,night,true,buckc901,iassd901,mealj901,scotd901,park,pitches,munse701,82,tocf,6,unknown,unknown,sunny,159,42232,weavj003,kersc001,,
ANA201107030,LAN,ANA,ANA01,2011/07/03,0,5:09PM,night,true,iassd901,rackd901,scotd901,buckc901,park,pitches,munse701,76,tocf,7,unknown,unknown,cloudy,153,42536,sante001,billc001,waldj001,
ANA201107040,DET,ANA,ANA01,2011/07/04,0,6:07PM,night,true,herna901,campa902,westj901,fairc901,park,pitches,munse701,78,tocf,8,unknown,unknown,cloudy,161,43012,pinej001,furbc001,,
ANA201107050,DET,ANA,ANA01,2011/07/05,0,7:07PM,night,true,campa902,westj901,fairc901,herna901,park,pitches,franm701,81,tocf,6,unknown,unknown,cloudy,152,39006,hared001,verlj001,,
ANA201107060,DET,ANA,ANA01,2011/07/06,0,12:37PM,day,true,westj901,fairc901,herna901,campa902,park,pitches,munse701,87,tocf,8,unknown,unknown,cloudy,191,31549,pennb002,takah001,valvj001,
ANA201107070,SEA,ANA,ANA01,2011/07/07,0,7:09PM,night,true,fairc901,herna901,campa902,rippm901,park,pitches,munse701,80,torf,2,unknown,unknown,sunny,147,41223,weavj003,fistd001,,
ANA201107080,SEA,ANA,ANA01,2011/07/08,0,7:09PM,night,true,holbs901,ticht901,davig901,gibsg901,park,pitches,seebt701,72,tocf,7,unknown,unknown,sunny,157,40161,waldj001,pauld001,,
ANA201107090,SEA,ANA,ANA01,2011/07/09,0,6:07PM,night,true,ticht901,davig901,gibsg901,holbs901,park,pitches,franm701,74,tocf,7,unknown,unknown,sunny,164,44111,pinej001,pinem001,,
ANA201107100,SEA,ANA,ANA01,2011/07/10,0,12:37PM,day,true,davig901,gibsg901,holbs901,ticht901,park,pitches,munse701,76,torf,8,unknown,unknown,sunny,154,39505,hared001,pauld001,waldj001,
