game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype
CHN192004220,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/04/22,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""277,111,240,610""","""Rob Wood""","""Rob Wood""",2022/11/16 3:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,10000,alexg102,ruetd101,,,
CHN192004230,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/04/23,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/24 1:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,0,elleh101,newkj101,,,
CHN192004240,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/04/24,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/24 7:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,10000,fishr101,vaugh101,,,
CHN192004250,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/04/25,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/23 3:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,14000,adamb104,hendc101,,,
CHN192004280,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/04/28,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/23 3:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,2000,alexg102,coopw101,,,
CHN192004290,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/04/29,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/25 1:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,5000,vaugh101,doakb101,,,
CHN192005010,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/05/01,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""128""","""Cliff Blau""","""Cliff Blau""",2015/07/26 7:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,12000,jacoe101,cartp101,hainj101,,
CHN192005020,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/05/02,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""111,208""","""Cliff Blau""","""Cliff Blau""",2022/11/22 7:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,0,alexg102,hainj101,,,
CHN192005090,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/05/09,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/28 2:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,marts102,adamb104,cartp101,,
CHN192005130,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/05/13,CHI11,0,0:00PM,day,false,mccob104,fyfel901,(none),(none),"""73,277""","""Comly/Smith""","""Comly/Smith""",1996/11/11 7:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,3000,alexg102,pfefj101,,,
CHN192005140,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/05/14,CHI11,0,0:00PM,day,false,hartb901,mccob104,(none),(none),"""71,111,277""","""Rob Wood""","""Rob Wood""",2022/12/06 10:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,0,hendc101,scotj101,cartp101,,
CHN192005150,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/05/15,CHI11,0,0:00PM,day,false,mccob104,hartb901,(none),(none),"""71,111,277""","""Rob Wood""","""Rob Wood""",2022/12/07 9:50AM,park,none,0,unknown,-1,unknown,unknown,unknown,85,5000,vaugh101,filld101,,,
CHN192005160,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/05/16,CHI11,0,0:00PM,day,false,hartb901,mccob104,(none),(none),"""71,111""","""Wayne Townsend""","""Wayne Townsend""",2022/11/28 2:53PM,park,none,0,unknown,-1,unknown,unknown,overcast,84,0,alexg102,hearb102,,,
CHN192005180,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/05/18,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""73,96,111,277,395,606""","""Comly/RWood""","""Comly/RWood""",1996/11/12 12:17AM,park,none,0,unknown,-1,unknown,unknown,unknown,175,5000,nehfa101,marts102,,,
CHN192005190,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/05/19,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""73,96,111,277,395,606""","""Comly/RWood""","""Comly/RWood""",1996/11/12 12:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,118,8000,barnj102,marts102,,,
CHN192005200,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/05/20,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""73,96,111,395,606""","""Comly/RWood""","""Comly/RWood""",1996/11/12 4:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,109,4000,alexg102,nehfa101,,,
CHN192005210,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/05/21,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""73""","""Comly""","""Comly""",1996/11/12 5:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,6000,tonef101,tylel101,,,
CHN192005220,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/05/22,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""111,266,277""","""Rob Wood""","""Rob Wood""",2022/12/06 4:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,0,marts102,weinl101,,,
CHN192005240,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/05/24,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""111,266""","""Wayne Townsend""","""Wayne Townsend""",2022/11/29 5:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,80,0,alexg102,rixee101,,,
CHN192005250,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/05/25,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""111,266,277""","""Rob Wood""","""Rob Wood""",2022/11/26 9:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,99,0,vaugh101,gallb103,,,
CHN192005281,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/05/28,CHI11,1,0:00,day,false,quige901,odayh101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/25 7:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,0,alexg102,may-j102,,,
CHN192005282,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/05/28,CHI11,2,0:00PM,day,false,odayh101,quige901,(none),(none),"""128""","""Cliff Blau""","""Cliff Blau""",2015/08/04 1:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,7500,vaugh101,schuf102,,,
CHN192005290,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/05/29,CHI11,0,0:00PM,day,false,quige901,odayh101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/26 4:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,8000,hendc101,goodm102,marts102,,
CHN192005300,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/05/30,CHI11,0,0:00PM,day,false,odayh101,quige901,(none),(none),"""111,208""","""Wayne Townsend""","""Wayne Townsend""",2022/11/30 4:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,91,15000,tylel101,hainj101,,,
CHN192005311,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/05/31,CHI11,1,0:00AM,day,false,quige901,odayh101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/26 7:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,12000,alexg102,fishr101,,,
CHN192005312,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/05/31,CHI11,2,0:00PM,day,false,odayh101,quige901,(none),(none),"""111,240,277""","""Rob Wood""","""Rob Wood""",2022/11/28 9:08AM,park,none,0,unknown,-1,unknown,unknown,unknown,112,17000,ringj101,marts102,,,
CHN192006010,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/06/01,CHI11,0,0:00PM,day,false,quige901,odayh101,(none),(none),"""111,240,277""","""Rob Wood""","""Rob Wood""",2022/12/07 3:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,2000,ruetd101,hendc101,,,
CHN192006020,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/06/02,CHI11,0,0:00PM,day,false,odayh101,quige901,(none),(none),"""111,240,277""","""Rob Wood""","""Rob Wood""",2022/12/01 6:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,0,luqud101,tylel101,salls101,,
CHN192006270,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/06/27,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/04/15 7:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,8000,carlh101,alexg102,coopw101,,
CHN192006281,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/06/28,CHI11,1,0:00PM,day,false,riglc901,morac102,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/04/15 8:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,91,0,tylel101,adamb104,,,
CHN192006282,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/06/28,CHI11,2,0:00PM,day,false,morac102,riglc901,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/04/15 8:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,5000,gaw-c101,ponde101,,,
CHN192006291,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/06/29,CHI11,1,0:00PM,day,false,riglc901,morac102,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/04/15 8:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,coopw101,marts102,,,
CHN192006292,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/06/29,CHI11,2,0:00PM,day,false,morac102,riglc901,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/04/15 8:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,0,hendc101,meadj101,,,
CHN192006300,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/06/30,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/04/15 8:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,80,3000,vaugh101,ponde101,,,
CHN192007080,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/07/08,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1997/02/16 11:04AM,park,none,0,unknown,-1,unknown,unknown,unknown,97,5000,tylel101,tonef101,,,
CHN192007090,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/07/09,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1997/02/16 1:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,6000,alexg102,barnj102,,,
CHN192007100,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/07/10,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1997/02/16 8:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,0,nehfa101,marts102,,,
CHN192007110,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/07/11,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73,111,96,395,606""","""David W. Smith""","""David W. Smith""",2022/12/10 9:04AM,park,none,0,unknown,-1,unknown,unknown,unknown,115,20000,bentr102,vaugh101,,,
CHN192007121,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/07/12,CHI11,1,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1997/02/19 4:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,108,0,grimb101,marts102,,,
CHN192007122,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/07/12,CHI11,2,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73,111,141,277""","""Comly/RWood""","""Comly/RWood""",1997/02/19 5:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,104,7000,smits102,hendc101,,,
CHN192007130,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/07/13,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1997/02/19 6:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,108,3000,alexg102,cadol101,,,
CHN192007141,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/07/14,CHI11,1,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1997/02/19 9:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,mamaa101,tylel101,grimb101,,
CHN192007142,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/07/14,CHI11,2,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73,96,111,141""","""Comly/RWood""","""Comly/RWood""",1997/02/19 9:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,91,8000,pfefj101,cartp101,,,
CHN192007150,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/07/15,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1997/02/19 10:14PM,park,none,0,unknown,-1,unknown,unknown,unknown,98,4000,marqr102,bails101,smits102,,
CHN192007160,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/07/16,CHI11,0,0:00PM,day,false,mccob104,odayh101,(none),(none),"""71,111,274,277""","""Rob Wood""","""Rob Wood""",2022/12/09 12:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,158,0,scotj101,hendc101,,,
CHN192007170,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/07/17,CHI11,0,0:00PM,day,false,odayh101,mccob104,(none),(none),"""71,111,277""","""Rob Wood""","""Rob Wood""",2022/11/28 3:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,0,watsm103,alexg102,,,
CHN192007180,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/07/18,CHI11,0,0:00PM,day,false,mccob104,odayh101,(none),(none),"""111,269,274,163""","""Cliff Blau""","""Cliff Blau""",2022/12/12 8:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,0,tylel101,oescj101,,,
CHN192007190,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/07/19,CHI11,0,0:00PM,day,false,odayh101,mccob104,(none),(none),"""71,111,277""","""Rob Wood""","""Rob Wood""",2022/12/03 7:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,98,0,vaugh101,rudod101,,,
CHN192007200,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/07/20,CHI11,0,0:00PM,day,false,mccob104,odayh101,(none),(none),"""71,111,277""","""Rob Wood""","""Rob Wood""",2022/12/09 7:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,hendc101,scotj101,,,
CHN192007210,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/07/21,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/29 2:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,0,rixee101,alexg102,,,
CHN192007220,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/07/22,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/29 4:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,0,tylel101,meadl101,,,
CHN192007230,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/07/23,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""286""",,"""Cliff Blau""",2016/09/15 7:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,gallb103,cartp101,causr101,,
CHN192007240,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/07/24,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""111,277""","""Rob Wood""","""Rob Wood""",2022/11/29 9:36AM,park,none,0,unknown,-1,unknown,unknown,unknown,105,0,hendc101,hubbb101,alexg102,,
CHN192007250,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/07/25,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),TSN Box,,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,10000,alexg102,rixee101,,,
CHN192008140,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/08/14,CHI11,0,0:00PM,day,false,harrp901,hartb901,(none),(none),"""111,240,277""","""Rob Wood""","""Rob Wood""",2022/12/14 3:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,80,8000,alexg102,ruetd101,,,
CHN192008150,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/08/15,CHI11,0,0:00PM,day,false,odayh101,quige901,(none),(none),"""111,240""","""Wayne Townsend""","""Wayne Townsend""",2022/12/15 11:35AM,park,none,0,unknown,-1,unknown,unknown,unknown,105,16000,tylel101,ringj101,,,
CHN192008160,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/08/16,CHI11,0,0:00PM,day,false,quige901,odayh101,(none),(none),"""111,240,277""","""Rob Wood""","""Rob Wood""",2022/12/10 10:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,0,fishr101,hendc101,,,
CHN192008170,"""version 7RS(19) of 07/07/92""",CIN,CHN,1920/08/17,CHI11,0,0:00PM,day,false,odayh101,quige901,(none),(none),"""111,240,277""","""Rob Wood""","""Rob Wood""",2022/11/30 8:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,106,0,elleh101,vaugh101,,,
CHN192008200,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/08/20,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""73""","""Comly""","""Comly""",1997/05/24 10:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,103,8000,alexg102,bentr102,,,
CHN192008210,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/08/21,CHI11,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""73,612""","""Comly,Wayne Townsend""","""Comly,Wayne Townsend""",1997/05/24 11:42PM,park,none,0,unknown,-1,soaked,unknown,sunny,128,7000,barnj102,tylel101,,,
CHN192008220,"""version 7RS(19) of 07/07/92""",NY1,CHN,1920/08/22,CHI11,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""73""","""Comly""","""Comly""",1997/05/25 10:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,17000,tonef101,vaugh101,,,
CHN192008230,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/08/23,CHI11,0,0:00PM,day,false,hartb901,harrp901,(none),(none),"""111,612""","""Rob Wood""","""Rob Wood""",2022/11/15 2:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,108,0,hendc101,oescj101,,,
CHN192008240,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/08/24,CHI11,0,0:00PM,day,false,harrp901,hartb901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/31 8:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,0,alexg102,filld101,,,
CHN192008250,"""version 7RS(19) of 07/07/92""",BSN,CHN,1920/08/25,CHI11,0,0:00PM,day,false,hartb901,harrp901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/31 3:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,0,tylel101,scotj101,,,
CHN192008260,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/08/26,CHI11,0,0:00PM,day,false,harrp901,hartb901,(none),(none),"""73""","""Comly""","""Comly""",1997/05/26 12:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,92,7000,cadol101,vaugh101,,,
CHN192008270,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/08/27,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73,612""","""Comly/RWood""","""Comly/RWood""",1997/05/26 2:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,20000,pfefj101,hendc101,,,
CHN192008280,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/08/28,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73,277""","""Comly/Smith""","""Comly/Smith""",1997/05/26 4:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,12000,alexg102,grimb101,,,
CHN192008290,"""version 7RS(19) of 07/07/92""",BRO,CHN,1920/08/29,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1997/05/26 7:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,8000,tylel101,smits102,,,
CHN192008300,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/08/30,CHI11,0,0:00PM,day,false,hartb901,mccob104,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/05/31 7:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,104,0,vaugh101,rixee101,,,
CHN192008310,"""version 7RS(19) of 07/07/92""",PHI,CHN,1920/08/31,CHI11,0,0:00PM,day,false,mccob104,hartb901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2015/06/01 1:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,94,0,meadl101,alexg102,,,
CHN192009050,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/09/05,CHI11,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/05/11 3:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,77,7000,alexg102,ponde101,,,
CHN192009260,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/09/26,CHI11,0,0:00PM,day,false,harrp901,mccob104,(none),(none),"""111,208""","""Rob Wood""","""Rob Wood""",2022/12/22 4:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,8000,nortl101,tylel101,,,
CHN192009270,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/09/27,CHI11,0,0:00PM,day,false,mccob104,harrp901,(none),(none),"""128""","""Cliff Blau""","""Cliff Blau""",2015/09/10 4:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,1000,schuf102,marts102,,,
CHN192010010,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/10/01,CHI11,0,0:00PM,day,false,mccob104,quige901,(none),(none),"""128""","""Cliff Blau""","""Cliff Blau""",2015/09/10 7:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,600,alexg102,hainj101,,,
CHN192010020,"""version 7RS(19) of 07/07/92""",SLN,CHN,1920/10/02,CHI11,0,0:00PM,day,false,quige901,mccob104,(none),(none),"""128""","""Cliff Blau""","""Cliff Blau""",2015/09/12 8:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,1200,schuf102,vaugh101,,,
CHN192010030,"""version 7RS(19) of 07/07/92""",PIT,CHN,1920/10/03,CHI11,0,0:00PM,day,false,mccob104,quige901,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/05/16 3:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,5000,carlh101,tylel101,,,
PIT192004230,"""version 7RS(19) of 07/07/92""",SLN,PIT,1920/04/23,PIT06,0,0:00PM,day,false,morac102,riglc901,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/23 2:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,18000,jacoe101,hamie101,,,
PIT192004240,"""version 7RS(19) of 07/07/92""",SLN,PIT,1920/04/24,PIT06,0,0:00PM,day,false,riglc901,morac102,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/23 2:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,12000,doakb101,ponde101,,,
PIT192004290,"""version 7RS(19) of 07/07/92""",CIN,PIT,1920/04/29,PIT06,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/23 3:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,4000,ringj101,carlh101,,,
PIT192005010,"""version 7RS(19) of 07/07/92""",CIN,PIT,1920/05/01,PIT06,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/23 3:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,12000,ruetd101,adamb104,,,
PIT192005050,"""version 7RS(19) of 07/07/92""",CHN,PIT,1920/05/05,PIT06,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/28 1:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,81,0,adamb104,marts102,,,
PIT192005060,"""version 7RS(19) of 07/07/92""",CHN,PIT,1920/05/06,PIT06,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/28 2:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,4000,coopw101,hendc101,,,
PIT192005070,"""version 7RS(19) of 07/07/92""",CHN,PIT,1920/05/07,PIT06,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/28 2:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,93,3000,alexg102,carlh101,,,
PIT192005080,"""version 7RS(19) of 07/07/92""",CHN,PIT,1920/05/08,PIT06,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/28 2:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,13000,vaugh101,hamie101,,,
PIT192005100,"""version 7RS(19) of 07/07/92""",PHI,PIT,1920/05/10,PIT06,0,0:00PM,day,false,harrp901,odayh101,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/28 2:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,89,2500,coopw101,causr101,,,
PIT192005120,"""version 7RS(19) of 07/07/92""",PHI,PIT,1920/05/12,PIT06,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""137""","""D Lamoureaux""","""D Lamoureaux""",2006/03/28 2:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,109,0,hamie101,rixee101,,,
PIT192005150,"""version 7RS(19) of 07/07/92""",NY1,PIT,1920/05/15,PIT06,0,0:00PM,day,false,harrp901,odayh101,(none),(none),"""73""","""Comly""","""Comly""",1996/11/11 10:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,86,12000,nehfa101,adamb104,,,
PIT192005170,"""version 7RS(19) of 07/07/92""",NY1,PIT,1920/05/17,PIT06,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""73""","""Comly""","""Comly""",1996/11/11 11:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,6000,ponde101,dougp101,,,
