game_id,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,umphome,ump1b,ump2b,ump3b,umplf,umprf,inputtime,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,htbf
LAN202204140,CIN,LAN,LOS03,2022/04/14,0,7:10PM,night,9,2,true,ticht901,muchm901,libkj901,reynj901,(none),(none),2022/09/26 06:24:10,unknown,pitches,munse701,63,torf,5,unknown,none,sunny,190,52995,treib001,wilsj004,,
LAN202204150,CIN,LAN,LOS03,2022/04/15,0,7:10PM,night,9,2,true,muchm901,libkj901,reynj901,ticht901,(none),(none),2022/09/26 06:24:12,unknown,pitches,eastr701,61,ltor,7,unknown,none,sunny,195,51891,andet002,gutiv001,kimbc001,
LAN202204160,CIN,LAN,LOS03,2022/04/16,0,7:10PM,night,9,2,true,libkj901,reynj901,ticht901,muchm901,(none),(none),2022/09/26 06:24:14,unknown,pitches,munse701,61,torf,8,unknown,none,sunny,173,51059,phile001,greeh001,hudsd001,
LAN202204170,CIN,LAN,LOS03,2022/04/17,0,1:10PM,day,9,2,true,reynj901,ramoc901,muchm901,libkj901,(none),(none),2022/09/26 06:24:15,unknown,pitches,whitj701,71,torf,5,unknown,none,sunny,182,41167,heana001,mahlt001,,
LAN202204180,ATL,LAN,LOS03,2022/04/18,0,7:10PM,night,9,2,true,segac901,fleta901,ramoc901,morag901,(none),(none),2022/09/26 06:24:16,unknown,pitches,dagod701,65,ltor,5,unknown,none,cloudy,194,52052,kersc001,ynoah001,kimbc001,
LAN202204190,ATL,LAN,LOS03,2022/04/19,0,7:10PM,night,9,2,true,fleta901,ramoc901,morag901,segac901,(none),(none),2022/09/26 06:24:17,unknown,pitches,munse701,63,ltor,5,unknown,none,sunny,169,51889,friem001,buehw001,jansk001,
LAN202204200,ATL,LAN,LOS03,2022/04/20,0,12:10PM,day,9,2,true,ramoc901,morag901,segac901,fleta901,(none),(none),2022/09/26 06:24:18,unknown,pitches,whitj701,67,rtol,6,unknown,none,cloudy,163,38888,gonst001,mortc002,,
LAN202204290,DET,LAN,LOS03,2022/04/29,0,7:10PM,night,9,2,true,valej901,millb901,knigb901,ortir901,(none),(none),2022/10/03 09:01:03,unknown,pitches,dagod701,64,torf,6,unknown,none,sunny,163,49394,andet002,alext001,,
LAN202204300,DET,LAN,LOS03,2022/04/30,0,7:10PM,night,9,2,true,millb901,knigb901,tomln901,valej901,(none),(none),2022/09/26 06:24:29,unknown,pitches,dagod701,66,unknown,2,unknown,none,sunny,185,52613,barnj002,phile001,,
LAN202205010,DET,LAN,LOS03,2022/05/01,0,1:10PM,day,9,2,true,knigb901,tomln901,valej901,millb901,(none),(none),2022/09/28 09:03:02,unknown,pitches,munse701,73,ltor,5,unknown,none,sunny,177,51172,buehw001,rodre004,kimbc001,
LAN202205030,SFN,LAN,LOS03,2022/05/03,0,7:10PM,night,9,2,true,merzd901,guccc901,muchm901,gibsh902,(none),(none),2022/09/26 06:24:32,unknown,pitches,munse701,64,torf,7,unknown,none,sunny,185,43370,uriaj001,rodoc001,kimbc001,
LAN202205040,SFN,LAN,LOS03,2022/05/04,0,7:10PM,night,9,2,true,guccc901,muchm901,gibsh902,merzd901,(none),(none),2022/09/26 06:24:34,unknown,pitches,eastr701,67,torf,4,unknown,none,sunny,180,52203,gonst001,wooda002,,
LAN202205120,PHI,LAN,LOS03,2022/05/12,0,7:10PM,night,9,2,true,hobep901,emmep901,johna901,mosce901,(none),(none),2022/09/26 06:24:42,unknown,pitches,dagod701,72,torf,7,unknown,none,sunny,209,46539,bella001,hudsd001,knebc001,
LAN202205130,PHI,LAN,LOS03,2022/05/13,0,7:10PM,night,9,2,true,emmep901,johna901,mosce901,hobep901,(none),(none),2022/10/11 09:00:58,unknown,pitches,eastr701,75,ltor,5,unknown,none,sunny,258,50712,famij001,gratb002,moraf002,
LAN202205140,PHI,LAN,LOS03,2022/05/14,0,7:10PM,night,9,2,true,johna901,mosce901,hobep901,emmep901,(none),(none),2022/09/26 06:24:44,unknown,pitches,dagod701,81,tocf,4,unknown,none,sunny,158,50279,suarr001,uriaj001,,
LAN202205150,PHI,LAN,LOS03,2022/05/15,0,1:10PM,day,9,2,true,mosce901,hobep901,emmep901,johna901,(none),(none),2022/09/26 06:24:45,unknown,pitches,whitj701,83,torf,4,unknown,none,cloudy,213,51869,grees005,knebc001,,
LAN202205160,ARI,LAN,LOS03,2022/05/16,0,7:10PM,night,9,2,true,vanol901,rackd901,barbs901,ortir901,(none),(none),2022/09/26 06:24:46,unknown,pitches,munse701,66,tocf,6,unknown,none,sunny,176,42650,gonst001,bumgm001,kimbc001,
LAN202205171,ARI,LAN,LOS03,2022/05/17,1,12:10PM,day,9,2,true,rackd901,tomln901,ortir901,vanol901,(none),(none),2022/09/26 06:24:48,unknown,pitches,whitj701,69,torf,4,unknown,none,cloudy,190,42089,whitm004,gilbt001,kimbc001,
LAN202205172,ARI,LAN,LOS03,2022/05/17,2,7:10PM,night,9,2,true,barbs901,ortir901,vanol901,tomln901,(none),(none),2022/09/26 06:24:48,unknown,pitches,eastr701,64,ltor,5,unknown,none,sunny,165,46850,andet002,kellm002,,
LAN202205180,ARI,LAN,LOS03,2022/05/18,0,1:10PM,day,9,2,true,ortir901,vanol901,rackd901,barbs901,(none),(none),2022/09/26 06:24:49,unknown,pitches,whitj701,72,rtol,6,unknown,none,sunny,181,35643,buehw001,daviz001,hudsd001,
LAN202205300,PIT,LAN,LOS03,2022/05/30,0,7:10PM,night,9,2,true,gibsh902,tomln901,fairc901,diazl901,(none),(none),2022/09/26 06:25:03,unknown,pitches,munse701,68,tocf,4,unknown,none,sunny,198,46724,bednd001,kimbc001,,
LAN202205310,PIT,LAN,LOS03,2022/05/31,0,7:10PM,night,9,2,true,tomln901,fairc901,diazl901,gibsh902,(none),(none),2022/09/26 06:25:05,unknown,pitches,franm701,85,unknown,5,unknown,none,sunny,189,52686,kellm003,uriaj001,croww001,
LAN202206010,PIT,LAN,LOS03,2022/06/01,0,5:10PM,night,9,2,true,fairc901,diazl901,gibsh902,tomln901,(none),(none),2022/09/26 06:25:06,unknown,pitches,whitj701,76,ltor,7,unknown,none,sunny,208,39324,dejoc001,whitm004,,
LAN202206020,NYN,LAN,LOS03,2022/06/02,0,7:10PM,night,9,2,true,buckc901,sches901,gonzm901,bacoj901,(none),(none),2022/09/26 06:25:08,unknown,pitches,whitj701,68,ltor,6,unknown,none,cloudy,174,48018,gonst001,walkt004,kimbc001,
LAN202206030,NYN,LAN,LOS03,2022/06/03,0,7:10PM,night,9,2,true,sches901,gonzm901,bacoj901,buckc901,(none),(none),2022/09/26 06:25:09,unknown,pitches,eastr701,64,ltor,7,unknown,none,cloudy,175,52505,andet002,bassc001,hudsd001,
LAN202206040,NYN,LAN,LOS03,2022/06/04,0,7:10PM,night,9,2,true,gonzm901,bacoj901,buckc901,sches901,(none),(none),2022/09/28 09:03:03,unknown,pitches,eastr701,65,ltor,7,unknown,none,cloudy,213,50165,holdc001,buehw001,,
LAN202206050,NYN,LAN,LOS03,2022/06/05,0,1:10PM,day,9,2,true,bacoj901,buckc901,sches901,gonzm901,(none),(none),2022/09/26 06:25:12,unknown,pitches,whitj701,74,ltor,6,unknown,none,sunny,239,48672,lugos001,kimbc001,media001,
LAN202206140,ANA,LAN,LOS03,2022/06/14,0,7:10PM,night,9,2,true,tomln901,belld901,diazl901,gibsh902,(none),(none),2022/09/26 06:25:21,unknown,pitches,munse701,73,torf,6,unknown,none,sunny,178,51013,gonst001,syndn001,kimbc001,
LAN202206150,ANA,LAN,LOS03,2022/06/15,0,7:10PM,night,9,2,true,belld901,diazl901,gibsh902,macka901,(none),(none),2022/09/26 06:25:22,unknown,pitches,dagod701,70,torf,7,unknown,none,sunny,170,50812,andet002,detmr001,,
LAN202206170,CLE,LAN,LOS03,2022/06/17,0,7:10PM,night,9,2,true,herna901,reybd901,merzd901,johna901,(none),(none),2022/09/26 06:25:24,unknown,pitches,dagod701,69,ltor,7,unknown,none,sunny,200,48361,gosea001,phile001,deloe001,
LAN202206180,CLE,LAN,LOS03,2022/06/18,0,4:15PM,day,9,2,true,reybd901,merzd901,johna901,herna901,(none),(none),2022/09/26 06:25:26,unknown,pitches,munse701,73,tocf,9,unknown,none,sunny,177,50078,uriaj001,quanc001,,
LAN202206190,CLE,LAN,LOS03,2022/06/19,0,1:10PM,day,9,2,true,merzd901,johna901,herna901,reybd901,(none),(none),2022/09/26 06:25:27,unknown,pitches,whitj701,76,tocf,8,unknown,none,sunny,188,53033,morge001,kimbc001,clase001,
LAN202206300,SDN,LAN,LOS03,2022/06/30,0,7:10PM,night,9,2,true,iassd901,barrs901,may-b901,ramoc901,(none),(none),2022/09/26 06:25:38,unknown,pitches,munse701,73,torf,4,unknown,none,sunny,170,53094,phile001,musgj001,kimbc001,
LAN202207010,SDN,LAN,LOS03,2022/07/01,0,7:10PM,night,9,2,true,barrs901,may-b901,ramoc901,iassd901,(none),(none),2022/09/26 06:25:39,unknown,pitches,dagod701,74,torf,4,unknown,none,sunny,176,48076,gonst001,stamc001,,
LAN202207020,SDN,LAN,LOS03,2022/07/02,0,4:15PM,day,9,2,true,may-b901,ramoc901,iassd901,barrs901,(none),(none),2022/10/12 09:01:04,unknown,pitches,munse701,79,ltor,8,unknown,none,sunny,197,47061,andet002,darvy001,,
LAN202207030,SDN,LAN,LOS03,2022/07/03,0,1:10PM,day,9,2,true,ramoc901,iassd901,barrs901,may-b901,(none),(none),2022/09/26 06:25:42,unknown,pitches,whitj701,77,ltor,7,unknown,none,sunny,192,42633,martn002,kimbc001,roget001,
LAN202207040,COL,LAN,LOS03,2022/07/04,0,6:10PM,night,9,2,true,welkb901,valej901,segac901,fleta901,(none),(none),2022/09/26 06:25:44,unknown,pitches,eastr701,73,ltor,9,unknown,none,sunny,186,47163,uriaj001,freek001,almoy001,
LAN202207050,COL,LAN,LOS03,2022/07/05,0,7:10PM,night,9,2,true,valej901,segac901,fleta901,welkb901,(none),(none),2022/09/26 06:25:46,unknown,pitches,dagod701,72,torf,4,unknown,none,sunny,180,45885,pepir001,marqg001,gratb002,
LAN202207060,COL,LAN,LOS03,2022/07/06,0,7:10PM,night,9,2,true,becka901,hobep901,ballb901,drecb901,(none),(none),2022/09/26 06:25:47,unknown,pitches,munse701,73,torf,4,unknown,none,sunny,181,45098,kimbc001,bardd001,,
LAN202207070,CHN,LAN,LOS03,2022/07/07,0,7:10PM,night,9,2,true,navaj901,addir901,bakej902,guccc901,(none),(none),2022/09/26 06:25:48,unknown,pitches,dagod701,73,ltor,7,unknown,none,sunny,175,52072,gonst001,leitm002,vesia001,
LAN202207080,CHN,LAN,LOS03,2022/07/08,0,7:10PM,night,9,2,true,addir901,bakej902,guccc901,navaj901,(none),(none),2022/09/26 06:25:50,unknown,pitches,munse701,73,unknown,2,unknown,none,sunny,181,44158,phile001,wickr001,,
LAN202207090,CHN,LAN,LOS03,2022/07/09,0,7:10PM,night,9,2,true,bakej902,guccc901,navaj901,addir901,(none),(none),2022/09/26 06:25:51,unknown,pitches,dagod701,74,torf,6,unknown,none,sunny,161,45198,kersc001,wickr001,kimbc001,
LAN202207100,CHN,LAN,LOS03,2022/07/10,0,1:10PM,day,9,2,true,guccc901,navaj901,addir901,bakej902,(none),(none),2022/09/26 06:25:52,unknown,pitches,whitj701,84,tocf,10,unknown,none,sunny,239,41824,bickp001,leitm002,gratb002,
LAN202207210,SFN,LAN,LOS03,2022/07/21,0,7:09PM,night,9,2,true,barrl901,marqa901,dejer901,moorm901,(none),(none),2022/09/26 06:26:02,unknown,pitches,eastr701,75,tocf,7,unknown,none,sunny,209,53165,phile001,leond003,kimbc001,
LAN202207220,SFN,LAN,LOS03,2022/07/22,0,7:10PM,night,9,2,true,marqa901,dejer901,moorm901,barrl901,(none),(none),2022/09/28 09:03:05,unknown,pitches,dagod701,76,tocf,4,unknown,none,cloudy,184,51316,vesia001,longs002,,
LAN202207230,SFN,LAN,LOS03,2022/07/23,0,4:15PM,day,9,2,true,dejer901,moorm901,barrl901,marqa901,(none),(none),2022/09/26 06:26:04,unknown,pitches,munse701,81,torf,7,unknown,none,sunny,201,47749,uriaj001,wooda002,pricd001,
LAN202207240,SFN,LAN,LOS03,2022/07/24,0,1:10PM,day,9,2,true,moorm901,barrl901,marqa901,dejer901,(none),(none),2022/09/26 06:26:06,unknown,pitches,whitj701,82,ltor,5,unknown,none,sunny,205,47505,phile001,leond003,kimbc001,
LAN202207250,WAS,LAN,LOS03,2022/07/25,0,7:10PM,night,9,2,true,torrc901,conrc901,mosce901,kulpr901,(none),(none),2022/09/26 06:26:07,unknown,pitches,munse701,72,torf,7,unknown,none,cloudy,194,48647,macha003,gonst001,finnk001,
LAN202207260,WAS,LAN,LOS03,2022/07/26,0,7:10PM,night,9,2,true,conrc901,mosce901,kulpr901,torrc901,(none),(none),2022/09/26 06:26:08,unknown,pitches,dagod701,72,ltor,6,unknown,none,sunny,207,53302,ramie004,cleag001,,
LAN202207270,WAS,LAN,LOS03,2022/07/27,0,12:10PM,day,9,2,true,mosce901,kulpr901,torrc901,conrc901,(none),(none),2022/09/26 06:26:09,unknown,pitches,whitj701,80,unknown,2,unknown,none,cloudy,183,44229,vesia001,corbp001,,
LAN202208050,SDN,LAN,LOS03,2022/08/05,0,7:10PM,night,9,2,true,wendh902,lentn901,barkl901,barrt901,(none),(none),2022/09/26 06:26:19,unknown,pitches,eastr701,76,tocf,6,unknown,none,sunny,183,52714,gonst001,manas001,,
LAN202208060,SDN,LAN,LOS03,2022/08/06,0,6:10PM,night,9,2,true,lentn901,barkl901,barrt901,wendh902,(none),(none),2022/09/26 06:26:20,unknown,pitches,munse701,82,torf,8,unknown,none,sunny,188,52124,martc007,clevm001,,
LAN202208070,SDN,LAN,LOS03,2022/08/07,0,4:08PM,day,9,2,true,barkl901,barrt901,wendh902,lentn901,(none),(none),2022/09/26 06:26:22,unknown,pitches,whitj701,89,ltor,9,unknown,none,sunny,168,48093,andet002,darvy001,,
LAN202208090,MIN,LAN,LOS03,2022/08/09,0,7:10PM,night,9,2,true,barrt901,cejan901,lentn901,barkl901,(none),(none),2022/09/26 06:26:24,unknown,pitches,dagod701,83,unknown,2,unknown,none,sunny,193,47874,uriaj001,ryanj002,,
LAN202208100,MIN,LAN,LOS03,2022/08/10,0,7:10PM,night,9,2,true,cejan901,lentn901,tosia901,barrt901,(none),(none),2022/09/26 06:26:25,unknown,pitches,eastr701,82,tocf,6,unknown,none,sunny,195,53432,pricd001,fulmm001,,
LAN202208190,MIA,LAN,LOS03,2022/08/19,0,7:10PM,night,9,2,true,rippm901,blasc901,belld901,cuzzp901,(none),(none),2022/09/26 06:26:36,unknown,pitches,eastr701,75,tocf,7,unknown,none,sunny,161,50431,martc007,flord002,phile001,
LAN202208200,MIA,LAN,LOS03,2022/08/20,0,6:10PM,night,9,2,true,blasc901,belld901,cuzzp901,rippm901,(none),(none),2022/09/26 06:26:38,unknown,pitches,munse701,79,tocf,8,unknown,none,sunny,159,51813,may-d003,hoeib001,,
LAN202208210,MIA,LAN,LOS03,2022/08/21,0,1:10PM,day,9,2,true,belld901,cuzzp901,rippm901,blasc901,(none),(none),2022/09/26 06:26:40,unknown,pitches,whitj701,77,ltor,4,unknown,none,sunny,198,42125,pepir001,alcas001,,
LAN202208220,MIL,LAN,LOS03,2022/08/22,0,7:10PM,night,9,2,true,blakr901,tumpj901,johna901,hudsm901,(none),(none),2022/09/26 06:26:40,unknown,pitches,munse701,72,unknown,2,unknown,none,sunny,182,37091,lauee001,uriaj001,,
LAN202208230,MIL,LAN,LOS03,2022/08/23,0,7:10PM,night,9,2,true,tumpj901,johna901,hudsm901,blakr901,(none),(none),2022/09/26 06:26:42,unknown,pitches,eastr701,74,tocf,6,unknown,none,sunny,182,53222,gonst001,burnc002,,
LAN202208240,MIL,LAN,LOS03,2022/08/24,0,6:00PM,night,9,2,true,johna901,hudsm901,blakr901,tumpj901,(none),(none),2022/09/26 06:26:43,unknown,pitches,munse701,81,tocf,6,unknown,none,cloudy,187,47216,heana001,housa001,,
LAN202209020,SDN,LAN,LOS03,2022/09/02,0,7:10PM,night,9,2,true,marqa901,dejer901,merzd901,barrl901,(none),(none),2022/09/26 06:26:52,unknown,pitches,eastr701,85,ltor,5,unknown,none,sunny,210,45164,darvy001,may-d003,,
LAN202209030,SDN,LAN,LOS03,2022/09/03,0,6:10PM,night,9,2,true,dejer901,merzd901,barrl901,marqa901,(none),(none),2022/10/09 09:01:55,unknown,pitches,munse701,91,ltor,6,unknown,none,sunny,162,46144,uriaj001,manas001,,
LAN202209040,SDN,LAN,LOS03,2022/09/04,0,4:08PM,day,9,2,true,merzd901,barrl901,marqa901,dejer901,(none),(none),2022/09/26 06:26:55,unknown,pitches,whitj701,100,ltor,7,unknown,none,cloudy,248,48522,vesia001,clevm001,,
LAN202209050,SFN,LAN,LOS03,2022/09/05,0,7:10PM,night,9,2,true,becka901,drakr901,ticht901,wegnm901,(none),(none),2022/09/26 06:26:56,unknown,pitches,munse701,90,torf,4,unknown,none,sunny,181,51887,webbl001,heana001,dovac001,
LAN202209060,SFN,LAN,LOS03,2022/09/06,0,7:10PM,night,9,2,true,drakr901,ticht901,wegnm901,becka901,(none),(none),2022/09/26 06:26:57,unknown,pitches,dagod701,83,tocf,5,unknown,none,sunny,163,39752,andet002,garcj006,kimbc001,
LAN202209070,SFN,LAN,LOS03,2022/09/07,0,1:10PM,day,9,2,true,ticht901,wegnm901,becka901,drakr901,(none),(none),2022/09/26 06:26:58,unknown,pitches,whitj701,99,unknown,2,unknown,none,cloudy,193,39237,phile001,littz001,,
LAN202209190,ARI,LAN,LOS03,2022/09/19,0,7:10PM,night,9,2,true,becka901,reybd901,herna901,hoyej901,(none),(none),2022/09/26 06:27:14,unknown,pitches,eastr701,70,ltor,6,unknown,none,sunny,166,44854,kersc001,kellm002,,
LAN202209201,ARI,LAN,LOS03,2022/09/20,1,12:10PM,day,9,2,true,reybd901,becka901,hoyej901,wolfj901,(none),(none),2022/10/01 09:02:24,unknown,pitches,whitj701,79,unknown,2,unknown,none,sunny,210,38902,pepir001,ginkk001,martc007,
LAN202209202,ARI,LAN,LOS03,2022/09/20,2,7:10PM,night,9,2,true,herna901,hoyej901,wolfj901,becka901,(none),(none),2022/10/01 09:02:24,unknown,pitches,eastr701,71,torf,6,unknown,none,sunny,169,43097,jamed003,andet002,moror001,
LAN202209210,ARI,LAN,LOS03,2022/09/21,0,7:10PM,night,9,2,true,hoyej901,wolfj901,reybd901,herna901,(none),(none),2022/09/26 06:27:17,unknown,pitches,dagod701,72,torf,5,unknown,none,sunny,173,38845,bumgm001,may-d003,,
LAN202209220,ARI,LAN,LOS03,2022/09/22,0,7:10PM,night,9,2,true,wolfj901,reybd901,herna901,hoyej901,(none),(none),2022/10/01 09:02:26,unknown,pitches,eastr701,74,torf,4,unknown,none,sunny,185,47907,kimbc001,moror001,,
LAN202209230,SLN,LAN,LOS03,2022/09/23,0,7:10PM,night,9,2,true,estam901,barrt901,barkl901,lentn901,(none),(none),2022/10/01 09:02:27,unknown,pitches,munse701,77,unknown,2,unknown,none,sunny,177,50041,quinj001,heana001,,
LAN202209240,SLN,LAN,LOS03,2022/09/24,0,6:10PM,night,9,2,true,barrt901,barkl901,lentn901,estam901,(none),(none),2022/09/27 09:03:28,unknown,pitches,dagod701,81,tocf,8,unknown,none,cloudy,170,52527,kersc001,montj004,,
LAN202209250,SLN,LAN,LOS03,2022/09/25,0,1:10PM,day,9,2,true,barkl901,lentn901,estam901,barrt901,(none),(none),2022/10/02 09:01:34,unknown,pitches,whitj701,88,tocf,4,unknown,none,sunny,168,48695,grovm001,waina001,jacka003,
LAN202209300,COL,LAN,LOS03,2022/09/30,0,7:10PM,night,9,2,true,wolcq901,wegnm901,mahrn901,porta901,(none),(none),2022/10/03 09:01:04,unknown,pitches,dagod701,69,tocf,5,unknown,none,sunny,165,52025,kersc001,kuhlc001,,
LAN202210010,COL,LAN,LOS03,2022/10/01,0,6:10PM,night,9,2,true,wegnm901,mahrn901,porta901,wolcq901,(none),(none),2022/10/09 09:01:57,unknown,pitches,eastr701,68,ltor,7,unknown,none,sunny,209,47334,phile001,hollg002,gratb002,
LAN202210020,COL,LAN,LOS03,2022/10/02,0,1:10PM,day,9,2,true,mahrn901,porta901,wolcq901,wegnm901,(none),(none),2022/10/07 09:01:05,unknown,pitches,whitj701,75,ltor,2,unknown,none,sunny,169,44091,marqg001,andet002,bardd001,
LAN202210030,COL,LAN,LOS03,2022/10/03,0,7:10PM,night,9,2,true,moorm901,buckc901,nelsj901,sches901,(none),(none),2022/10/05 09:01:53,unknown,pitches,dagod701,70,torf,4,unknown,none,sunny,182,52012,birdj001,gratb002,lawrj002,
LAN202210040,COL,LAN,LOS03,2022/10/04,0,7:10PM,night,9,2,true,buckc901,nelsj901,sches901,moorm901,(none),(none),2022/10/12 09:01:07,unknown,pitches,eastr701,72,torf,5,unknown,none,sunny,168,51833,feltr001,heana001,bardd001,
LAN202210050,COL,LAN,LOS03,2022/10/05,0,1:20PM,day,9,2,true,nelsj901,sches901,moorm901,buckc901,(none),(none),2022/10/07 09:01:06,unknown,pitches,whitj701,80,ltor,5,unknown,none,sunny,164,37514,kersc001,smitc007,,
PIT202204120,CHN,PIT,PIT08,2022/04/12,0,4:12PM,day,9,2,true,rehaj901,wegnm901,porta901,wolcq901,(none),(none),2022/09/26 06:24:07,unknown,pitches,patte701,66,fromrf,6,unknown,none,cloudy,171,34458,smyld001,quinj001,robed002,
PIT202204130,CHN,PIT,PIT08,2022/04/13,0,12:35PM,day,9,2,true,wegnm901,porta901,wolcq901,rehaj901,(none),(none),2022/09/26 06:24:09,unknown,pitches,webbb701,75,tolf,10,unknown,none,cloudy,169,9122,peted001,hendk001,croww001,
PIT202204140,WAS,PIT,PIT08,2022/04/14,0,6:35PM,night,9,2,true,viscj901,willr901,mealj901,hicke901,(none),(none),2022/09/26 06:24:10,unknown,pitches,musid701,59,tolf,11,unknown,none,sunny,217,9266,contr001,adonj001,,
PIT202204150,WAS,PIT,PIT08,2022/04/15,0,6:35PM,night,9,2,true,willr901,mealj901,hicke901,viscj901,(none),(none),2022/09/26 06:24:11,unknown,pitches,webbb701,68,tocf,19,unknown,none,cloudy,194,13076,fedde001,kellm003,,
PIT202204160,WAS,PIT,PIT08,2022/04/16,0,6:35PM,night,9,2,true,mealj901,hicke901,viscj901,willr901,(none),(none),2022/09/26 06:24:13,unknown,pitches,webbb701,50,tolf,7,unknown,none,overcast,205,8676,peted001,rogej003,,
PIT202204170,WAS,PIT,PIT08,2022/04/17,0,1:35PM,day,9,2,true,hicke901,viscj901,willr901,mealj901,(none),(none),2022/09/26 06:24:15,unknown,pitches,musid701,42,fromcf,7,unknown,none,overcast,200,8735,hembh001,cishs001,bednd001,
PIT202204260,MIL,PIT,PIT08,2022/04/26,0,6:35PM,night,9,2,true,viscj901,mealj901,carav901,willr901,(none),(none),2022/09/26 06:24:24,unknown,pitches,soosr701,55,tolf,13,unknown,none,cloudy,209,8493,suteb001,fleta001,hadej001,
PIT202204270,MIL,PIT,PIT08,2022/04/27,0,6:35PM,night,9,2,true,mealj901,carav901,willr901,viscj901,(none),(none),2022/09/26 06:24:25,unknown,pitches,patte701,40,torf,14,unknown,none,cloudy,181,8331,gottt001,croww001,hadej001,
PIT202204280,MIL,PIT,PIT08,2022/04/28,0,12:35PM,day,9,2,true,carav901,willr901,viscj901,mealj901,(none),(none),2022/09/26 06:24:26,unknown,pitches,musid701,43,torf,6,unknown,none,sunny,188,8332,milnh001,strac001,willd004,
PIT202204290,SDN,PIT,PIT08,2022/04/29,0,6:35PM,night,9,2,true,porta901,wegnm901,rehaj901,ramoc901,(none),(none),2022/10/03 09:01:02,unknown,pitches,soosr701,63,torf,6,unknown,none,sunny,199,9755,darvy001,thomz001,roget001,
PIT202204300,SDN,PIT,PIT08,2022/04/30,0,6:35PM,night,9,2,true,wegnm901,rehaj901,ramoc901,porta901,(none),(none),2022/09/26 06:24:29,unknown,pitches,soosr701,71,fromrf,4,unknown,none,cloudy,187,20483,strac001,garcl005,,
PIT202205010,SDN,PIT,PIT08,2022/05/01,0,1:35PM,day,9,2,true,rehaj901,ramoc901,porta901,wegnm901,(none),(none),2022/09/28 09:03:02,unknown,pitches,patte701,62,torf,6,unknown,none,overcast,182,8350,musgj001,kellm003,roget001,
PIT202205090,LAN,PIT,PIT08,2022/05/09,0,6:35PM,night,9,2,true,hicke901,tomln901,viscj901,mealj901,(none),(none),2022/09/26 06:24:38,unknown,pitches,soosr701,73,fromlf,6,unknown,none,sunny,161,8527,quinj001,uriaj001,,
PIT202205100,LAN,PIT,PIT08,2022/05/10,0,6:35PM,night,9,2,true,carav901,viscj901,mealj901,hicke901,(none),(none),2022/09/26 06:24:40,unknown,pitches,webbb701,76,tolf,6,unknown,none,sunny,182,11583,gonst001,wilsb003,,
PIT202205110,LAN,PIT,PIT08,2022/05/11,0,12:35PM,day,9,2,true,viscj901,mealj901,hicke901,carav901,(none),(none),2022/09/26 06:24:41,unknown,pitches,musid701,75,fromlf,6,unknown,none,sunny,200,11105,croww001,hudsd001,bednd001,
PIT202205120,CIN,PIT,PIT08,2022/05/12,0,6:35PM,night,9,2,true,lives901,dejer901,barrl901,marqa901,(none),(none),2022/09/26 06:24:42,unknown,pitches,webbb701,80,fromcf,10,unknown,none,cloudy,172,9470,overc001,brubj001,,
PIT202205130,CIN,PIT,PIT08,2022/05/13,0,6:35PM,night,9,2,true,dejer901,barrl901,marqa901,lives901,(none),(none),2022/10/11 09:00:58,unknown,pitches,patte701,78,fromlf,8,unknown,none,cloudy,182,12588,mahlt001,kellm003,,
PIT202205140,CIN,PIT,PIT08,2022/05/14,0,6:35PM,night,9,2,true,barrl901,marqa901,lives901,dejer901,(none),(none),2022/09/26 06:24:44,unknown,pitches,soosr701,78,unknown,4,unknown,none,cloudy,174,12959,thomz001,castl003,bednd001,
PIT202205150,CIN,PIT,PIT08,2022/05/15,0,1:35PM,day,9,2,true,marqa901,lives901,dejer901,barrl901,(none),(none),2022/09/26 06:24:45,unknown,pitches,patte701,80,tolf,6,unknown,none,cloudy,154,10559,strac001,greeh001,bednd001,
PIT202205200,SLN,PIT,PIT08,2022/05/20,0,6:35PM,night,9,2,true,willr901,wegnm901,wolcq901,whitc901,(none),(none),2022/09/26 06:24:51,unknown,pitches,musid701,83,tocf,11,unknown,none,cloudy,218,14034,waina001,thomz001,gallg001,
PIT202205210,SLN,PIT,PIT08,2022/05/21,0,6:35PM,night,9,2,true,wegnm901,wolcq901,whitc901,willr901,(none),(none),2022/09/26 06:24:52,unknown,pitches,webbb701,88,tolf,11,unknown,none,cloudy,199,24644,verhd001,quinj001,helsr001,
PIT202205220,SLN,PIT,PIT08,2022/05/22,0,11:35AM,day,9,2,true,wolcq901,whitc901,willr901,wegnm901,(none),(none),2022/09/26 06:24:53,unknown,pitches,musid701,78,tolf,11,unknown,none,cloudy,199,13510,ronda001,wilsb003,,
PIT202205230,COL,PIT,PIT08,2022/05/23,0,6:35PM,night,9,2,true,bakej902,becka901,addir901,carlm901,(none),(none),2022/09/26 06:24:54,unknown,pitches,patte701,65,fromlf,6,unknown,none,cloudy,185,8376,bednd001,kinlt001,,
PIT202205240,COL,PIT,PIT08,2022/05/24,0,6:35PM,night,9,2,true,becka901,addir901,carlm901,bakej902,(none),(none),2022/09/26 06:24:55,unknown,pitches,soosr701,66,tocf,6,unknown,none,cloudy,201,9009,bardd001,bednd001,,
