game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,wp,lp,winner,loser,home_final_score,visiting_final_score
OAK202208090,OAK,ANA,0,0,ohtas001,kaprj001,ANA,OAK,1,5
OAK202208100,OAK,ANA,0,0,barrj003,pruia001,ANA,OAK,4,5
OAK202208190,OAK,SEA,2,1,gonzm005,irvic001,SEA,OAK,2,10
OAK202208200,OAK,SEA,0,1,jimed002,castd002,OAK,SEA,4,3
OAK202208210,OAK,SEA,1,0,searj001,castl003,OAK,SEA,5,3
OAK202208220,OAK,MIA,0,0,cabre003,ollea001,MIA,OAK,0,3
OAK202208230,OAK,MIA,0,0,lopep002,loguz001,MIA,OAK,3,5
OAK202208240,OAK,MIA,0,0,puk-a001,bleir001,OAK,MIA,3,2
OAK202208250,OAK,NYA,0,0,tailj001,kaprj001,NYA,OAK,4,13
OAK202208260,OAK,NYA,0,0,coleg001,searj001,NYA,OAK,2,3
OAK202208270,OAK,NYA,0,0,payaj001,trivl001,OAK,NYA,3,2
OAK202208280,OAK,NYA,2,0,marta006,schmc002,OAK,NYA,4,1
OAK202209060,OAK,ATL,1,3,chavj001,payaj001,ATL,OAK,9,10
OAK202209070,OAK,ATL,2,0,stris002,waldk003,ATL,OAK,3,7
OAK202209080,OAK,CHA,0,2,ceasd001,searj001,CHA,OAK,2,14
OAK202209090,OAK,CHA,1,0,bumma001,puk-a001,CHA,OAK,3,5
OAK202209100,OAK,CHA,0,0,lynnl001,marta006,CHA,OAK,2,10
OAK202209110,OAK,CHA,1,1,irvic001,cuetj001,OAK,CHA,10,3
OAK202209200,OAK,SEA,0,0,searj001,castl003,OAK,SEA,4,1
OAK202209210,OAK,SEA,0,0,kaprj001,swane001,OAK,SEA,2,1
OAK202209220,OAK,SEA,0,3,boydm001,sneak001,SEA,OAK,5,9
OAK202209230,OAK,NYN,0,0,bassc001,irvic001,NYN,OAK,2,9
OAK202209240,OAK,NYN,4,3,waldk003,degrj001,OAK,NYN,10,4
OAK202209250,OAK,NYN,0,0,schem001,searj001,NYN,OAK,4,13
OAK202210030,OAK,ANA,0,0,acevd001,weisz001,OAK,ANA,5,4
OAK202210040,OAK,ANA,0,0,puk-a001,teper001,OAK,ANA,2,1
OAK202210050,OAK,ANA,0,0,waldk003,ohtas001,OAK,ANA,3,2
PHI202204080,PHI,OAK,1,0,nolaa001,montf001,PHI,OAK,9,5
PHI202204090,PHI,OAK,2,0,gibsk002,irvic001,PHI,OAK,4,2
PHI202204100,PHI,OAK,0,0,jeffd001,faltb001,OAK,PHI,1,4
PHI202204110,PHI,NYN,0,3,domis001,lugos001,PHI,NYN,5,4
PHI202204120,PHI,NYN,0,0,megit002,wheez001,NYN,PHI,0,2
PHI202204130,PHI,NYN,0,0,schem001,nolaa001,NYN,PHI,6,9
PHI202204220,PHI,MIL,1,0,nelsn001,ashba003,PHI,MIL,4,2
PHI202204230,PHI,MIL,1,0,housa001,wheez001,MIL,PHI,3,5
PHI202204240,PHI,MIL,0,0,willd004,knebc001,MIL,PHI,0,1
PHI202204250,PHI,COL,0,1,gibsk002,freek001,PHI,COL,8,2
PHI202204260,PHI,COL,0,0,efliz001,marqg001,PHI,COL,10,3
PHI202204270,PHI,COL,1,0,suarr001,feltr001,PHI,COL,7,3
PHI202204280,PHI,COL,0,0,wheez001,gomba001,PHI,COL,7,1
PHI202205030,PHI,TEX,3,2,burkb001,suarr001,TEX,PHI,4,6
PHI202205040,PHI,TEX,0,0,bushm001,handb001,TEX,PHI,1,2
PHI202205050,PHI,NYN,4,0,media001,knebc001,NYN,PHI,7,8
PHI202205081,PHI,NYN,1,0,gibsk002,schem001,PHI,NYN,3,2
PHI202205082,PHI,NYN,0,2,bassc001,sancc002,NYN,PHI,1,6
PHI202205170,PHI,SDN,0,0,clevm001,efliz001,SDN,PHI,0,3
PHI202205180,PHI,SDN,1,0,wheez001,snelb001,PHI,SDN,3,0
PHI202205190,PHI,SDN,0,0,darvy001,gibsk002,SDN,PHI,0,2
PHI202205200,PHI,LAN,0,1,uriaj001,suarr001,LAN,PHI,1,4
PHI202205210,PHI,LAN,0,0,hudsd001,alvaj004,LAN,PHI,4,7
PHI202205220,PHI,LAN,0,0,knebc001,phile001,PHI,LAN,4,3
PHI202205300,PHI,SFN,0,0,leond003,bella001,SFN,PHI,4,5
PHI202205310,PHI,SFN,0,0,alvaj003,bella001,SFN,PHI,4,7
PHI202206010,PHI,SFN,0,0,nolaa001,garcj006,PHI,SFN,6,5
PHI202206030,PHI,ANA,1,0,efliz001,silsc001,PHI,ANA,10,0
PHI202206040,PHI,ANA,5,0,wheez001,lorem002,PHI,ANA,7,2
PHI202206050,PHI,ANA,0,0,knebc001,igler001,PHI,ANA,9,7
PHI202206100,PHI,ARI,1,0,gibsk002,gallz001,PHI,ARI,7,5
PHI202206110,PHI,ARI,1,0,wheez001,bumgm001,PHI,ARI,4,0
PHI202206120,PHI,ARI,0,2,weavl001,suarr001,ARI,PHI,1,13
PHI202206130,PHI,MIA,0,0,domis001,bassa001,PHI,MIA,3,2
PHI202206140,PHI,MIA,0,4,okers001,knebc001,MIA,PHI,9,11
PHI202206150,PHI,MIA,0,0,brogc001,scott003,PHI,MIA,3,1
PHI202206280,PHI,ATL,1,2,mchuc001,bella001,ATL,PHI,3,5
PHI202206290,PHI,ATL,0,0,wrigk001,suarr001,ATL,PHI,1,4
PHI202206300,PHI,ATL,0,0,nolaa001,andei001,PHI,ATL,14,4
PHI202207010,PHI,SLN,0,1,alvaj004,mikom001,PHI,SLN,5,3
PHI202207020,PHI,SLN,0,5,helsr001,domis001,SLN,PHI,6,7
PHI202207030,PHI,SLN,0,0,wheez001,waina001,PHI,SLN,4,0
PHI202207050,PHI,WAS,1,0,sancc002,espip001,PHI,WAS,11,0
PHI202207060,PHI,WAS,0,0,grayj004,nolaa001,WAS,PHI,2,3
PHI202207070,PHI,WAS,0,1,nelsn001,adonj001,PHI,WAS,5,3
PHI202207220,PHI,CHN,1,0,steej002,gibsk002,CHN,PHI,2,15
PHI202207230,PHI,CHN,0,0,robed002,alvaj004,CHN,PHI,2,6
PHI202207240,PHI,CHN,0,0,smyld001,faltb001,CHN,PHI,3,4
PHI202207250,PHI,ATL,0,0,bella001,minta001,PHI,ATL,6,4
PHI202207260,PHI,ATL,0,1,stris002,nolaa001,ATL,PHI,3,6
PHI202207270,PHI,ATL,0,0,gibsk002,mortc002,PHI,ATL,7,2
PHI202208040,PHI,WAS,1,1,syndn001,espip001,PHI,WAS,5,4
PHI202208050,PHI,WAS,4,0,gibsk002,grayj004,PHI,WAS,7,2
PHI202208060,PHI,WAS,6,0,suarr001,corbp001,PHI,WAS,11,5
PHI202208070,PHI,WAS,0,0,nolaa001,abboc001,PHI,WAS,13,1
PHI202208090,PHI,MIA,1,0,wheez001,garrb001,PHI,MIA,4,1
PHI202208100,PHI,MIA,0,0,bella001,alcas001,PHI,MIA,4,3
PHI202208110,PHI,MIA,0,0,cabre003,gibsk002,MIA,PHI,0,3
PHI202208190,PHI,NYN,0,1,bassc001,nolaa001,NYN,PHI,2,7
PHI202208201,PHI,NYN,0,0,lugos001,wheez001,NYN,PHI,2,8
PHI202208202,PHI,NYN,1,1,faltb001,peted003,PHI,NYN,4,1
PHI202208210,PHI,NYN,4,0,may-t001,robed002,NYN,PHI,9,10
PHI202208220,PHI,CIN,0,0,syndn001,cessl001,PHI,CIN,4,1
PHI202208230,PHI,CIN,0,0,handb001,diaza004,PHI,CIN,7,6
PHI202208240,PHI,CIN,0,0,sancc002,zeuct001,PHI,CIN,7,5
PHI202208250,PHI,CIN,0,0,nolaa001,dunnj002,PHI,CIN,4,0
PHI202208260,PHI,PIT,4,0,faltb001,wilsb003,PHI,PIT,7,4
PHI202208270,PHI,PIT,3,0,gibsk002,beedt001,PHI,PIT,6,0
PHI202208280,PHI,PIT,0,1,contr001,syndn001,PIT,PHI,0,5
PHI202209060,PHI,MIA,0,0,robed002,nanct001,PHI,MIA,3,2
PHI202209070,PHI,MIA,0,1,faltb001,roget003,PHI,MIA,4,3
PHI202209080,PHI,MIA,0,0,flord002,robed002,MIA,PHI,5,6
PHI202209090,PHI,WAS,0,0,syndn001,corbp001,PHI,WAS,5,3
PHI202209100,PHI,WAS,0,0,suarr001,fedde001,PHI,WAS,8,5
PHI202209110,PHI,WAS,1,0,alvaj004,finnk001,PHI,WAS,7,5
PHI202209200,PHI,TOR,0,3,pop-z001,gibsk002,TOR,PHI,11,18
PHI202209210,PHI,TOR,0,0,bella001,cimba001,PHI,TOR,4,3
PHI202209220,PHI,ATL,0,0,suarr001,friem001,PHI,ATL,1,0
PHI202209230,PHI,ATL,0,0,nolaa001,odorj001,PHI,ATL,9,1
PHI202209240,PHI,ATL,0,0,wrigk001,faltb001,ATL,PHI,3,6
PHI202209250,PHI,ATL,3,2,stepj002,bella001,ATL,PHI,7,8
PIT202204120,PIT,CHN,0,0,smyld001,quinj001,CHN,PIT,1,2
PIT202204130,PIT,CHN,3,1,peted001,hendk001,PIT,CHN,6,2
PIT202204140,PIT,WAS,1,3,contr001,adonj001,PIT,WAS,9,4
PIT202204150,PIT,WAS,0,2,fedde001,kellm003,WAS,PIT,2,7
PIT202204160,PIT,WAS,0,0,peted001,rogej003,PIT,WAS,6,4
PIT202204170,PIT,WAS,0,0,hembh001,cishs001,PIT,WAS,5,3
PIT202204260,PIT,MIL,0,2,suteb001,fleta001,MIL,PIT,8,12
PIT202204270,PIT,MIL,0,0,gottt001,croww001,MIL,PIT,1,3
PIT202204280,PIT,MIL,0,1,milnh001,strac001,MIL,PIT,2,3
PIT202204290,PIT,SDN,2,0,darvy001,thomz001,SDN,PIT,3,7
PIT202204300,PIT,SDN,1,0,strac001,garcl005,PIT,SDN,7,6
PIT202205010,PIT,SDN,0,0,musgj001,kellm003,SDN,PIT,2,5
PIT202205090,PIT,LAN,0,0,quinj001,uriaj001,PIT,LAN,5,1
PIT202205100,PIT,LAN,0,2,gonst001,wilsb003,LAN,PIT,1,11
PIT202205110,PIT,LAN,0,0,croww001,hudsd001,PIT,LAN,5,3
PIT202205120,PIT,CIN,0,0,overc001,brubj001,CIN,PIT,0,4
PIT202205130,PIT,CIN,1,0,mahlt001,kellm003,CIN,PIT,2,8
PIT202205140,PIT,CIN,0,0,thomz001,castl003,PIT,CIN,3,1
PIT202205150,PIT,CIN,0,0,strac001,greeh001,PIT,CIN,1,0
PIT202205200,PIT,SLN,0,1,waina001,thomz001,SLN,PIT,3,5
PIT202205210,PIT,SLN,0,0,verhd001,quinj001,SLN,PIT,4,5
PIT202205220,PIT,SLN,0,1,ronda001,wilsb003,SLN,PIT,4,18
PIT202205230,PIT,COL,1,0,bednd001,kinlt001,PIT,COL,2,1
PIT202205240,PIT,COL,0,0,bardd001,bednd001,COL,PIT,1,2
PIT202205250,PIT,COL,0,0,peted001,lawrj002,PIT,COL,10,5
PIT202206030,PIT,ARI,1,0,kellm002,brubj001,ARI,PIT,6,8
PIT202206040,PIT,ARI,0,0,strac001,melam001,PIT,ARI,2,1
PIT202206050,PIT,ARI,0,0,thomz001,gallz001,PIT,ARI,3,0
PIT202206070,PIT,DET,0,0,skubt001,quinj001,DET,PIT,3,5
PIT202206080,PIT,DET,0,0,vestw001,croww001,DET,PIT,1,3
PIT202206170,PIT,SFN,0,1,rodoc001,thomz001,SFN,PIT,0,2
PIT202206180,PIT,SFN,1,1,wooda002,croww001,SFN,PIT,5,7
PIT202206190,PIT,SFN,0,2,bednd001,roget002,PIT,SFN,4,3
PIT202206200,PIT,CHN,0,0,brubj001,kilic001,PIT,CHN,12,1
PIT202206210,PIT,CHN,1,0,contr001,swarm001,PIT,CHN,7,1
PIT202206220,PIT,CHN,0,0,thomk002,eickj001,CHN,PIT,5,14
PIT202206230,PIT,CHN,1,0,strac001,effrs001,PIT,CHN,8,7
PIT202206300,PIT,MIL,0,0,brubj001,suteb001,PIT,MIL,8,7
PIT202207010,PIT,MIL,0,0,burnc002,contr001,MIL,PIT,2,19
PIT202207020,PIT,MIL,0,1,wilsb003,ashba003,PIT,MIL,7,4
PIT202207030,PIT,MIL,0,0,woodb005,thomz001,MIL,PIT,0,2
PIT202207050,PIT,NYA,0,0,quinj001,tailj001,PIT,NYA,5,2
PIT202207060,PIT,NYA,0,0,sevel001,kellm003,NYA,PIT,0,16
PIT202207220,PIT,MIA,0,0,garrb001,thomz001,MIA,PIT,1,8
PIT202207230,PIT,MIA,0,0,quinj001,scott003,PIT,MIA,1,0
PIT202207240,PIT,MIA,0,0,bassa001,bednd001,MIA,PIT,5,6
PIT202207280,PIT,PHI,0,3,wheez001,thomz001,PHI,PIT,7,8
PIT202207290,PIT,PHI,0,0,domis001,unded001,PHI,PIT,2,4
PIT202207300,PIT,PHI,0,0,knebc001,deloy001,PHI,PIT,1,2
PIT202207310,PIT,PHI,0,2,nolaa001,brubj001,PHI,PIT,2,8
PIT202208020,PIT,MIL,0,0,holdc001,burnc002,PIT,MIL,5,3
PIT202208030,PIT,MIL,0,1,croww001,willd004,PIT,MIL,8,7
PIT202208040,PIT,MIL,0,0,unded001,bushm001,PIT,MIL,5,4
PIT202208160,PIT,BOS,0,4,piven001,kellm003,BOS,PIT,3,5
PIT202208170,PIT,BOS,2,0,hillr001,contr001,BOS,PIT,3,8
PIT202208180,PIT,BOS,2,0,brubj001,wincj001,PIT,BOS,8,2
PIT202208190,PIT,CIN,0,0,croww001,kuhnj001,PIT,CIN,5,4
PIT202208200,PIT,CIN,0,0,dunnj002,beedt001,CIN,PIT,1,10
PIT202208210,PIT,CIN,2,1,minom001,thomz001,CIN,PIT,5,9
PIT202208220,PIT,ATL,0,0,odorj001,contr001,ATL,PIT,1,2
PIT202208230,PIT,ATL,0,0,friem001,brubj001,ATL,PIT,1,6
PIT202208240,PIT,ATL,0,0,wrigk001,kellm003,ATL,PIT,2,14
PIT202209020,PIT,TOR,0,0,manoa001,beedt001,TOR,PIT,0,4
PIT202209030,PIT,TOR,0,0,garcy001,unded001,TOR,PIT,1,4
PIT202209040,PIT,TOR,0,0,strir001,unded001,TOR,PIT,3,4
PIT202209060,PIT,NYN,0,0,kellm003,walkt004,PIT,NYN,8,2
PIT202209071,PIT,NYN,0,1,bassc001,unded001,NYN,PIT,1,5
PIT202209072,PIT,NYN,0,0,degrj001,oviej001,NYN,PIT,0,10
PIT202209090,PIT,SLN,0,0,contr001,mikom001,PIT,SLN,8,2
PIT202209100,PIT,SLN,1,0,gallg001,croww001,SLN,PIT,5,7
PIT202209110,PIT,SLN,0,0,strac001,dejoc001,SLN,PIT,3,4
PIT202209220,PIT,CHN,0,0,wesnh001,kellm003,CHN,PIT,2,3
PIT202209230,PIT,CHN,1,0,rodrm001,ramiy002,CHN,PIT,5,6
PIT202209240,PIT,CHN,1,0,oviej001,milew001,PIT,CHN,6,0
PIT202209250,PIT,CHN,0,0,sampa001,ortil003,CHN,PIT,3,8
PIT202209260,PIT,CIN,0,1,ramiy002,law-d001,PIT,CIN,8,3
PIT202209270,PIT,CIN,0,1,croww001,farmb001,PIT,CIN,4,1
PIT202209280,PIT,CIN,1,0,ramiy002,diaza004,PIT,CIN,4,3
PIT202210030,PIT,SLN,0,0,ramiy002,gallg001,PIT,SLN,3,2
PIT202210040,PIT,SLN,1,0,strac001,dejoc001,SLN,PIT,7,8
PIT202210050,PIT,SLN,0,2,banum001,libem001,PIT,SLN,5,3
SDN202204140,SDN,ATL,3,0,musgj001,mortc002,SDN,ATL,12,1
SDN202204150,SDN,ATL,0,0,odayd001,johnp001,ATL,SDN,2,5
SDN202204160,SDN,ATL,0,1,andei001,martn002,ATL,SDN,2,5
SDN202204170,SDN,ATL,0,0,darvy001,eldeb001,SDN,ATL,2,1
SDN202204180,SDN,CIN,2,1,manas001,lodon001,SDN,CIN,4,1
SDN202204190,SDN,CIN,3,1,musgj001,sanmr001,SDN,CIN,6,2
SDN202204200,SDN,CIN,0,0,gorem001,gutiv001,SDN,CIN,6,0
SDN202204220,SDN,LAN,0,0,uriaj001,martn002,LAN,SDN,1,6
SDN202204230,SDN,LAN,0,0,suarr002,bruij001,SDN,LAN,3,2
SDN202204240,SDN,LAN,0,1,kersc001,manas001,LAN,SDN,2,10
SDN202205050,SDN,MIA,1,0,martn002,luzaj001,SDN,MIA,2,1
SDN202205060,SDN,MIA,1,0,darvy001,alcas001,SDN,MIA,3,2
SDN202205070,SDN,MIA,0,0,lopep002,manas001,MIA,SDN,0,8
SDN202205080,SDN,MIA,0,0,suarr002,sulsc001,SDN,MIA,3,2
SDN202205090,SDN,CHN,0,1,hendk001,gorem001,CHN,SDN,0,6
SDN202205100,SDN,CHN,2,0,wilss002,gselr001,SDN,CHN,5,4
SDN202205110,SDN,CHN,1,1,givem001,garcl005,CHN,SDN,5,7
SDN202205230,SDN,MIL,0,0,garcl005,sancm001,SDN,MIL,3,2
SDN202205240,SDN,MIL,1,0,burnc002,snelb001,MIL,SDN,1,4
SDN202205250,SDN,MIL,0,0,perdl002,darvy001,MIL,SDN,1,2
SDN202205270,SDN,PIT,0,1,crisn001,unded001,SDN,PIT,4,3
SDN202205280,SDN,PIT,0,0,banda001,roget001,PIT,SDN,2,4
SDN202205290,SDN,PIT,0,0,garcl005,strac001,SDN,PIT,4,2
SDN202206060,SDN,NYN,0,3,carrc003,snelb001,NYN,SDN,5,11
SDN202206070,SDN,NYN,1,0,darvy001,walkt004,SDN,NYN,7,0
SDN202206080,SDN,NYN,1,0,manas001,bassc001,SDN,NYN,13,2
SDN202206100,SDN,COL,0,0,musgj001,kuhlc001,SDN,COL,9,0
SDN202206111,SDN,COL,0,0,wilss002,estec001,SDN,COL,2,1
SDN202206112,SDN,COL,0,0,freek001,gorem001,COL,SDN,2,6
SDN202206120,SDN,COL,0,0,marqg001,garcl005,COL,SDN,2,4
SDN202206200,SDN,ARI,1,1,darvy001,daviz001,SDN,ARI,4,1
SDN202206210,SDN,ARI,0,0,hillt002,kenni001,SDN,ARI,3,2
SDN202206220,SDN,ARI,4,0,morea001,bumgm001,SDN,ARI,10,4
SDN202206230,SDN,PHI,0,0,suarr001,musgj001,PHI,SDN,2,6
SDN202206240,SDN,PHI,0,0,crisn001,nolaa001,SDN,PHI,1,0
SDN202206250,SDN,PHI,0,0,efliz001,snelb001,PHI,SDN,2,4
SDN202206260,SDN,PHI,1,0,nelsn001,crisn001,PHI,SDN,5,8
SDN202207040,SDN,SEA,0,2,flexc001,manas001,SEA,SDN,2,8
SDN202207050,SDN,SEA,0,0,gilbl002,clevm001,SEA,SDN,2,6
SDN202207070,SDN,SFN,0,0,crisn001,garcj006,SDN,SFN,2,1
SDN202207080,SDN,SFN,3,0,snelb001,longs002,SDN,SFN,6,3
SDN202207090,SDN,SFN,0,0,rodoc001,garcl005,SFN,SDN,1,3
SDN202207100,SDN,SFN,0,0,wooda002,gorem001,SFN,SDN,0,12
SDN202207150,SDN,ARI,0,1,darvy001,bumgm001,SDN,ARI,5,3
SDN202207160,SDN,ARI,0,0,manas001,ramin002,SDN,ARI,4,3
SDN202207170,SDN,ARI,0,0,kellm002,clevm001,ARI,SDN,1,3
SDN202207290,SDN,MIN,2,0,snelb001,ryanj002,SDN,MIN,10,1
SDN202207300,SDN,MIN,0,0,grays001,musgj001,MIN,SDN,4,7
SDN202207310,SDN,MIN,0,0,manas001,bundd001,SDN,MIN,3,2
SDN202208010,SDN,COL,3,0,clevm001,senza001,SDN,COL,4,1
SDN202208021,SDN,COL,0,0,darvy001,birdj001,SDN,COL,13,5
SDN202208022,SDN,COL,2,2,hadej001,coloa001,SDN,COL,3,2
SDN202208030,SDN,COL,5,0,snelb001,kuhlc001,SDN,COL,9,1
SDN202208040,SDN,COL,0,0,freek001,musgj001,COL,SDN,3,7
SDN202208080,SDN,SFN,0,0,wooda002,snelb001,SFN,SDN,0,1
SDN202208090,SDN,SFN,0,1,hillt002,roget002,SDN,SFN,7,4
SDN202208100,SDN,SFN,0,0,suarr002,marty001,SDN,SFN,13,7
SDN202208180,SDN,WAS,0,0,edwac001,darvy001,WAS,SDN,1,3
SDN202208190,SDN,WAS,0,0,ramie004,hadej001,WAS,SDN,3,6
SDN202208200,SDN,WAS,0,0,morea001,cishs001,SDN,WAS,2,1
SDN202208210,SDN,WAS,0,0,manas001,corbp001,SDN,WAS,2,1
SDN202208230,SDN,CLE,0,0,sandn001,clevm001,CLE,SDN,1,3
SDN202208240,SDN,CLE,0,1,quanc001,snelb001,CLE,SDN,0,7
SDN202209050,SDN,ARI,0,0,nelsr003,snelb001,ARI,SDN,0,5
SDN202209060,SDN,ARI,0,1,martn002,kenni001,SDN,ARI,6,5
SDN202209070,SDN,ARI,0,0,darvy001,henrt001,SDN,ARI,6,3
SDN202209090,SDN,LAN,0,1,morea001,hembh001,SDN,LAN,5,4
SDN202209100,SDN,LAN,0,0,uriaj001,snelb001,LAN,SDN,4,8
SDN202209110,SDN,LAN,0,0,heana001,musgj001,LAN,SDN,2,11
SDN202209200,SDN,SLN,2,0,clevm001,waina001,SDN,SLN,5,0
SDN202209210,SDN,SLN,0,0,snelb001,mikom001,SDN,SLN,1,0
SDN202209220,SDN,SLN,1,0,flahj002,martn002,SLN,SDN,4,5
SDN202209270,SDN,LAN,2,0,johnp001,kimbc001,SDN,LAN,4,3
SDN202209280,SDN,LAN,0,0,vesia001,wilss002,LAN,SDN,0,1
SDN202209290,SDN,LAN,2,0,heana001,johnp001,LAN,SDN,2,5
SDN202209300,SDN,CHA,0,0,martd006,darvy001,CHA,SDN,1,3
SDN202210010,SDN,CHA,1,1,clevm001,ceasd001,SDN,CHA,5,2
SDN202210020,SDN,CHA,0,0,lynnl001,snelb001,CHA,SDN,1,2
SDN202210030,SDN,SFN,0,0,morea001,mills001,SDN,SFN,7,4
SDN202210040,SDN,SFN,0,0,manas001,cobba001,SDN,SFN,6,2
SDN202210050,SDN,SFN,1,0,marty001,stamc001,SFN,SDN,1,8
SEA202204150,SEA,HOU,1,0,gonzm005,odorj001,SEA,HOU,11,1
SEA202204160,SEA,HOU,0,0,verlj001,flexc001,HOU,SEA,0,4
SEA202204170,SEA,HOU,1,0,brasm001,urquj001,SEA,HOU,7,2
SEA202204190,SEA,TEX,3,0,ray-r002,grayj003,SEA,TEX,6,2
SEA202204200,SEA,TEX,0,0,gilbl002,dunnd001,SEA,TEX,4,2
SEA202204210,SEA,TEX,5,0,barlj001,stecd001,TEX,SEA,6,8
SEA202204220,SEA,KCA,0,0,flexc001,kellb003,SEA,KCA,4,1
SEA202204230,SEA,KCA,2,1,castd002,brenj001,SEA,KCA,13,7
SEA202204240,SEA,KCA,2,0,ramiy002,payaj001,SEA,KCA,5,4
SEA202205050,SEA,TBA,0,0,mccls003,ray-r002,TBA,SEA,3,4
SEA202205060,SEA,TBA,2,0,raleb001,sewap001,TBA,SEA,7,8
SEA202205070,SEA,TBA,0,0,rasmd002,gonzm005,TBA,SEA,2,8
SEA202205080,SEA,TBA,0,0,sewap001,wislm001,SEA,TBA,2,1
SEA202205090,SEA,PHI,0,0,suarr001,flexc001,PHI,SEA,0,9
SEA202205100,SEA,PHI,2,0,ray-r002,nolaa001,SEA,PHI,5,4
SEA202205110,SEA,PHI,0,0,domis001,gilbl002,PHI,SEA,2,4
SEA202205230,SEA,OAK,0,0,gonzm005,loguz001,SEA,OAK,7,6
SEA202205240,SEA,OAK,0,1,molls001,misia001,OAK,SEA,5,7
SEA202205250,SEA,OAK,0,0,blacp001,ray-r002,OAK,SEA,2,4
SEA202205270,SEA,HOU,4,0,flexc001,verlj001,SEA,HOU,6,1
SEA202205280,SEA,HOU,1,0,gilbl002,urquj001,SEA,HOU,6,0
SEA202205290,SEA,HOU,0,0,montr004,gonzm005,HOU,SEA,1,2
SEA202206100,SEA,BOS,0,1,diekj001,munoa002,BOS,SEA,3,4
SEA202206110,SEA,BOS,2,3,sewap001,roblh001,SEA,BOS,7,6
SEA202206120,SEA,BOS,0,0,danit001,sewap001,BOS,SEA,0,2
SEA202206130,SEA,MIN,0,2,thiec001,flexc001,MIN,SEA,2,3
SEA202206140,SEA,MIN,0,0,gilbl002,ryanj002,SEA,MIN,5,0
SEA202206150,SEA,MIN,0,0,jax-g001,gonzm005,MIN,SEA,0,5
SEA202206160,SEA,ANA,0,0,ohtas001,kirbg001,ANA,SEA,1,4
SEA202206170,SEA,ANA,1,0,ray-r002,lorem002,SEA,ANA,8,1
SEA202206181,SEA,ANA,0,0,igler001,castd002,ANA,SEA,2,4
SEA202206182,SEA,ANA,0,0,hergj001,milot001,ANA,SEA,0,3
SEA202206190,SEA,ANA,0,0,wanta001,gilbl002,ANA,SEA,0,4
SEA202206270,SEA,BAL,0,1,wellt003,kirbg001,BAL,SEA,2,9
SEA202206280,SEA,BAL,0,0,castd002,perec004,SEA,BAL,2,0
SEA202206290,SEA,BAL,0,0,flexc001,votha001,SEA,BAL,9,3
SEA202206300,SEA,OAK,1,0,gilbl002,marta006,SEA,OAK,8,6
SEA202207010,SEA,OAK,0,0,kaprj001,gonzm005,OAK,SEA,1,3
SEA202207020,SEA,OAK,0,1,castd002,trivl001,SEA,OAK,2,1
SEA202207030,SEA,OAK,1,0,ray-r002,montf001,SEA,OAK,2,1
SEA202207070,SEA,TOR,2,0,gonzm005,banda001,SEA,TOR,8,3
SEA202207080,SEA,TOR,0,0,borur001,romos001,SEA,TOR,5,2
SEA202207090,SEA,TOR,0,0,brasm001,manoa001,SEA,TOR,2,1
SEA202207100,SEA,TOR,0,1,festm001,cimba001,SEA,TOR,6,5
SEA202207220,SEA,HOU,0,1,urquj001,gonzm005,HOU,SEA,2,5
SEA202207230,SEA,HOU,0,0,verlj001,gilbl002,HOU,SEA,1,3
SEA202207240,SEA,HOU,0,2,valdf001,ray-r002,HOU,SEA,5,8
SEA202207250,SEA,TEX,0,0,flexc001,ottog001,SEA,TEX,4,3
SEA202207260,SEA,TEX,2,0,swane001,martb002,SEA,TEX,5,4
SEA202207270,SEA,TEX,0,0,gonzm005,grayj003,SEA,TEX,4,2
SEA202208050,SEA,ANA,0,1,chavj001,sewap001,ANA,SEA,3,4
SEA202208061,SEA,ANA,0,0,kirbg001,barrj003,SEA,ANA,2,1
SEA202208062,SEA,ANA,0,0,detmr001,flexc001,ANA,SEA,1,7
SEA202208070,SEA,ANA,1,0,gonzm005,davit005,SEA,ANA,6,3
SEA202208080,SEA,NYA,1,2,tailj001,gilbl002,NYA,SEA,4,9
SEA202208090,SEA,NYA,0,0,brasm001,loaij001,SEA,NYA,1,0
SEA202208100,SEA,NYA,0,0,murfp001,abrea001,SEA,NYA,4,3
SEA202208230,SEA,WAS,0,0,ray-r002,fedde001,SEA,WAS,4,2
SEA202208240,SEA,WAS,0,1,finnk001,sewap001,WAS,SEA,1,3
SEA202208250,SEA,CLE,3,1,gonzm005,mcket001,SEA,CLE,3,1
SEA202208260,SEA,CLE,0,0,murfp001,clase001,SEA,CLE,3,2
SEA202208270,SEA,CLE,0,0,plesz001,munoa002,CLE,SEA,3,4
SEA202208280,SEA,CLE,0,0,ray-r002,civaa001,SEA,CLE,4,0
SEA202209050,SEA,CHA,0,0,lynnl001,gonzm005,CHA,SEA,2,3
SEA202209060,SEA,CHA,0,0,gilbl002,cuetj001,SEA,CHA,3,0
SEA202209070,SEA,CHA,0,0,bumma001,castd002,CHA,SEA,6,9
SEA202209090,SEA,ATL,0,2,mortc002,ray-r002,ATL,SEA,4,6
SEA202209100,SEA,ATL,0,0,kirbg001,friem001,SEA,ATL,3,1
SEA202209110,SEA,ATL,1,0,sewap001,jansk001,SEA,ATL,8,7
SEA202209130,SEA,SDN,0,0,darvy001,gilbl002,SDN,SEA,0,2
SEA202209140,SEA,SDN,3,0,castl003,clevm001,SEA,SDN,6,1
