game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA200404130,ANA,SEA,0,2
ANA200404140,ANA,SEA,0,0
ANA200404150,ANA,SEA,0,0
ANA200404160,ANA,OAK,0,0
ANA200404170,ANA,OAK,0,0
ANA200404180,ANA,OAK,0,1
ANA200404200,ANA,TEX,1,0
ANA200404210,ANA,TEX,0,1
ANA200404220,ANA,TEX,3,0
ANA200405030,ANA,DET,0,2
ANA200405040,ANA,DET,0,0
ANA200405050,ANA,DET,0,0
ANA200405060,ANA,TBA,0,2
ANA200405070,ANA,TBA,0,0
ANA200405080,ANA,TBA,0,0
ANA200405090,ANA,TBA,0,0
ANA200405180,ANA,NYA,0,0
ANA200405190,ANA,NYA,1,0
ANA200405200,ANA,NYA,0,1
ANA200405210,ANA,BAL,0,2
ANA200405220,ANA,BAL,0,0
ANA200405230,ANA,BAL,3,1
ANA200406010,ANA,BOS,1,1
ANA200406020,ANA,BOS,2,0
ANA200406030,ANA,CLE,0,0
ANA200406040,ANA,CLE,2,0
ANA200406050,ANA,CLE,0,0
ANA200406060,ANA,CLE,0,2
ANA200406080,ANA,MIL,0,0
ANA200406090,ANA,MIL,0,3
ANA200406100,ANA,MIL,0,0
ANA200406110,ANA,CHN,1,1
ANA200406120,ANA,CHN,0,0
ANA200406130,ANA,CHN,1,0
ANA200406210,ANA,OAK,0,0
ANA200406220,ANA,OAK,0,0
ANA200406230,ANA,OAK,0,0
ANA200406240,ANA,OAK,1,0
ANA200407020,ANA,LAN,5,0
ANA200407030,ANA,LAN,2,3
ANA200407040,ANA,LAN,0,0
ANA200407150,ANA,BOS,0,0
ANA200407160,ANA,BOS,0,0
ANA200407170,ANA,BOS,3,0
ANA200407180,ANA,BOS,0,0
ANA200407190,ANA,CLE,0,2
ANA200407200,ANA,CLE,0,3
ANA200407260,ANA,TEX,0,1
ANA200407270,ANA,TEX,0,0
ANA200407280,ANA,TEX,0,0
ANA200407290,ANA,SEA,0,3
ANA200407300,ANA,SEA,0,0
ANA200407310,ANA,SEA,0,0
ANA200408010,ANA,SEA,0,0
ANA200408100,ANA,BAL,2,1
ANA200408110,ANA,BAL,0,0
ANA200408120,ANA,BAL,0,2
ANA200408130,ANA,DET,0,0
ANA200408140,ANA,DET,2,0
ANA200408150,ANA,DET,2,0
ANA200408230,ANA,KCA,0,0
ANA200408240,ANA,KCA,1,3
ANA200408250,ANA,KCA,0,1
ANA200408270,ANA,MIN,0,1
ANA200408280,ANA,MIN,0,0
ANA200408290,ANA,MIN,0,0
ANA200409070,ANA,TOR,0,0
ANA200409080,ANA,TOR,0,1
ANA200409090,ANA,TOR,0,0
ANA200409100,ANA,CHA,0,0
ANA200409110,ANA,CHA,1,0
ANA200409120,ANA,CHA,3,0
ANA200409170,ANA,TEX,1,3
ANA200409180,ANA,TEX,0,0
ANA200409190,ANA,TEX,0,0
ANA200409200,ANA,SEA,0,0
ANA200409210,ANA,SEA,0,3
ANA200409220,ANA,SEA,0,0
ANA200409240,ANA,OAK,0,3
ANA200409250,ANA,OAK,0,0
ANA200409260,ANA,OAK,1,1
ARI200404060,ARI,COL,1,0
ARI200404070,ARI,COL,0,1
ARI200404080,ARI,COL,0,0
ARI200404090,ARI,SLN,3,1
ARI200404100,ARI,SLN,1,0
ARI200404110,ARI,SLN,0,1
ARI200404230,ARI,SDN,2,0
ARI200404240,ARI,SDN,0,0
ARI200404250,ARI,SDN,0,1
ARI200404260,ARI,CHN,0,0
ARI200404270,ARI,CHN,0,0
ARI200404280,ARI,CHN,0,2
ARI200405070,ARI,PHI,0,0
ARI200405080,ARI,PHI,0,2
ARI200405090,ARI,PHI,0,1
ARI200405100,ARI,NYN,2,2
ARI200405110,ARI,NYN,3,1
ARI200405120,ARI,NYN,0,1
ARI200405130,ARI,NYN,1,0
ARI200405140,ARI,MON,2,0
ARI200405150,ARI,MON,0,1
ARI200405160,ARI,MON,0,0
ARI200405310,ARI,SFN,0,0
ARI200406010,ARI,SFN,0,0
ARI200406020,ARI,SFN,0,0
ARI200406030,ARI,SFN,0,4
ARI200406040,ARI,LAN,2,0
ARI200406050,ARI,LAN,0,0
ARI200406060,ARI,LAN,0,0
ARI200406150,ARI,NYA,0,0
ARI200406160,ARI,NYA,0,4
ARI200406170,ARI,NYA,1,0
ARI200406180,ARI,TBA,0,0
ARI200406190,ARI,TBA,3,0
ARI200406200,ARI,TBA,0,1
ARI200406280,ARI,SDN,1,1
ARI200406290,ARI,SDN,0,0
ARI200406300,ARI,SDN,0,0
ARI200407010,ARI,SDN,0,0
ARI200407020,ARI,MIN,0,0
ARI200407030,ARI,MIN,0,0
ARI200407040,ARI,MIN,2,0
ARI200407150,ARI,LAN,0,0
ARI200407160,ARI,LAN,0,0
ARI200407170,ARI,LAN,0,0
ARI200407180,ARI,LAN,1,0
ARI200407190,ARI,SFN,0,0
ARI200407200,ARI,SFN,0,1
ARI200407210,ARI,HOU,0,0
ARI200407220,ARI,HOU,0,0
ARI200407230,ARI,COL,0,0
ARI200407240,ARI,COL,0,0
ARI200407250,ARI,COL,0,0
ARI200408030,ARI,FLO,0,0
ARI200408040,ARI,FLO,2,0
ARI200408050,ARI,FLO,0,0
ARI200408060,ARI,ATL,0,0
ARI200408070,ARI,ATL,1,0
ARI200408080,ARI,ATL,0,2
ARI200408160,ARI,PIT,0,0
ARI200408170,ARI,PIT,0,0
ARI200408180,ARI,PIT,0,0
ARI200408200,ARI,CIN,0,1
ARI200408210,ARI,CIN,0,0
ARI200408220,ARI,CIN,0,1
ARI200408310,ARI,LAN,0,0
ARI200409010,ARI,LAN,0,0
ARI200409020,ARI,LAN,2,0
ARI200409100,ARI,SFN,0,0
ARI200409110,ARI,SFN,0,1
ARI200409120,ARI,SFN,1,0
ARI200409130,ARI,COL,0,0
ARI200409140,ARI,COL,2,0
ARI200409150,ARI,COL,1,0
ARI200409160,ARI,COL,0,2
ARI200409270,ARI,MIL,1,0
ARI200409280,ARI,MIL,4,1
ARI200409290,ARI,MIL,0,1
ARI200410010,ARI,SDN,0,0
ARI200410020,ARI,SDN,0,0
ARI200410030,ARI,SDN,0,0
ATL200404060,ATL,NYN,2,1
ATL200404070,ATL,NYN,0,3
ATL200404080,ATL,NYN,0,0
ATL200404090,ATL,CHN,0,0
ATL200404100,ATL,CHN,1,0
ATL200404110,ATL,CHN,0,1
ATL200404160,ATL,FLO,0,2
ATL200404170,ATL,FLO,2,0
ATL200404180,ATL,FLO,0,0
ATL200405040,ATL,SDN,0,0
ATL200405050,ATL,SDN,0,0
ATL200405060,ATL,SDN,0,3
ATL200405070,ATL,HOU,0,0
ATL200405080,ATL,HOU,0,0
ATL200405090,ATL,HOU,0,0
ATL200405180,ATL,ARI,0,0
ATL200405190,ATL,ARI,0,0
ATL200405200,ATL,ARI,2,0
ATL200405210,ATL,LAN,0,0
ATL200405220,ATL,LAN,0,0
ATL200405230,ATL,LAN,0,0
ATL200405310,ATL,MON,0,0
ATL200406010,ATL,MON,0,0
ATL200406020,ATL,MON,1,0
ATL200406030,ATL,PHI,5,0
ATL200406040,ATL,PHI,1,2
ATL200406050,ATL,PHI,2,4
ATL200406060,ATL,PHI,0,3
ATL200406150,ATL,KCA,1,1
ATL200406160,ATL,KCA,1,0
ATL200406170,ATL,KCA,1,0
ATL200406180,ATL,CLE,1,0
ATL200406190,ATL,CLE,0,0
ATL200406200,ATL,CLE,0,2
ATL200406280,ATL,FLO,0,0
ATL200406290,ATL,FLO,0,3
ATL200406300,ATL,FLO,2,2
ATL200407010,ATL,FLO,6,0
ATL200407020,ATL,BOS,0,1
ATL200407030,ATL,BOS,0,0
ATL200407040,ATL,BOS,0,0
ATL200407150,ATL,MON,0,0
ATL200407160,ATL,MON,0,0
ATL200407170,ATL,MON,1,2
ATL200407180,ATL,MON,5,0
ATL200407190,ATL,PHI,0,1
ATL200407200,ATL,PHI,2,0
ATL200407210,ATL,PIT,1,2
ATL200407220,ATL,PIT,0,0
ATL200407300,ATL,NYN,0,0
ATL200407310,ATL,NYN,0,0
ATL200408010,ATL,NYN,3,0
ATL200408100,ATL,MIL,1,0
ATL200408110,ATL,MIL,0,0
ATL200408120,ATL,MIL,0,0
ATL200408130,ATL,SLN,0,0
ATL200408140,ATL,SLN,0,2
ATL200408150,ATL,SLN,1,0
ATL200408240,ATL,COL,1,4
ATL200408250,ATL,COL,2,0
ATL200408260,ATL,COL,2,0
ATL200408270,ATL,SFN,0,0
ATL200408280,ATL,SFN,0,0
ATL200408290,ATL,SFN,0,0
ATL200408300,ATL,SFN,0,0
ATL200409060,ATL,PHI,0,0
ATL200409081,ATL,PHI,0,0
ATL200409082,ATL,PHI,0,0
ATL200409090,ATL,PHI,0,2
ATL200409100,ATL,MON,3,1
ATL200409110,ATL,MON,0,0
ATL200409120,ATL,MON,1,1
ATL200409210,ATL,CIN,0,0
ATL200409220,ATL,CIN,2,0
ATL200409230,ATL,CIN,1,0
ATL200409240,ATL,FLO,2,0
ATL200409250,ATL,FLO,0,0
ATL200409260,ATL,FLO,0,1
ATL200409281,ATL,NYN,0,0
ATL200409282,ATL,NYN,0,0
ATL200409290,ATL,NYN,1,2
BAL200404040,BAL,BOS,0,0
BAL200404060,BAL,BOS,0,0
BAL200404070,BAL,BOS,0,0
BAL200404080,BAL,BOS,0,1
BAL200404200,BAL,TBA,1,0
BAL200404210,BAL,TBA,0,2
BAL200404220,BAL,TBA,0,0
BAL200404230,BAL,TOR,0,0
BAL200404240,BAL,TOR,1,0
BAL200404250,BAL,TOR,1,2
BAL200404270,BAL,SEA,1,0
BAL200404280,BAL,SEA,1,0
BAL200404290,BAL,SEA,0,0
BAL200405030,BAL,CHA,1,0
BAL200405040,BAL,CHA,1,2
BAL200405050,BAL,CHA,0,0
BAL200405070,BAL,CLE,1,1
BAL200405080,BAL,CLE,0,0
BAL200405090,BAL,CLE,1,0
BAL200405140,BAL,ANA,0,2
BAL200405150,BAL,ANA,0,0
BAL200405160,BAL,ANA,0,0
BAL200405250,BAL,NYA,0,0
BAL200405260,BAL,NYA,1,0
BAL200405270,BAL,NYA,0,0
BAL200406040,BAL,TBA,0,1
BAL200406060,BAL,TBA,0,0
BAL200406080,BAL,ARI,0,0
BAL200406090,BAL,ARI,1,0
BAL200406100,BAL,ARI,0,0
BAL200406121,BAL,SFN,0,0
BAL200406122,BAL,SFN,0,0
BAL200406130,BAL,SFN,1,0
BAL200406220,BAL,NYA,3,3
BAL200406230,BAL,NYA,3,0
BAL200406240,BAL,NYA,2,0
