game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save
OAK200404050,TEX,OAK,OAK01,2004/04/05,0,7:38PM,night,true,demud901,rungb901,danlk901,wintm901,park,pitches,dybdc701,57,torf,22,unknown,unknown,sunny,190,45122,bradc001,nelsj001,rhoda001
OAK200404060,TEX,OAK,OAK01,2004/04/06,0,7:05PM,night,true,rungb901,danlk901,reynj901,demud901,park,pitches,dybdc701,59,tocf,14,unknown,unknown,sunny,125,13217,muldm001,parkc002,rhoda001
OAK200404070,TEX,OAK,OAK01,2004/04/07,0,1:35PM,day,true,danlk901,wintm901,demud901,rungb901,park,pitches,santa701,57,torf,7,unknown,unknown,sunny,151,20232,lewic001,zitob001,cordf002
OAK200404090,SEA,OAK,OAK01,2004/04/09,0,7:05PM,night,true,nauep901,marsr901,vanol901,holbs901,park,pitches,dybdc701,66,torf,10,unknown,unknown,sunny,198,23364,hammc001,sorir001,rhoda001
OAK200404100,SEA,OAK,OAK01,2004/04/10,0,1:07PM,day,true,marsr901,vanol901,holbs901,nauep901,park,pitches,santa701,63,tocf,6,unknown,unknown,sunny,122,25815,hudst001,mechg001,
OAK200404110,SEA,OAK,OAK01,2004/04/11,0,1:05PM,day,true,vanol901,holbs901,nauep901,marsr901,park,pitches,santa701,58,tolf,6,unknown,unknown,cloudy,191,23327,hases001,hammc001,
OAK200404230,ANA,OAK,OAK01,2004/04/23,0,7:06PM,night,true,rungb901,hohnb901,carlm901,darlg901,park,pitches,dybdc701,71,torf,14,unknown,unknown,sunny,155,23507,washj001,zitob001,gregk001
OAK200404240,ANA,OAK,OAK01,2004/04/24,0,1:05PM,day,true,hohnb901,carlm901,darlg901,rungb901,park,pitches,talba701,71,fromcf,7,unknown,unknown,sunny,160,25739,escok001,redmm002,perct001
OAK200404250,ANA,OAK,OAK01,2004/04/25,0,1:06PM,day,true,carlm901,darlg901,rungb901,hohnb901,park,pitches,santa701,77,torf,6,unknown,unknown,sunny,182,33567,ortir002,hardr001,perct001
OAK200405040,NYA,OAK,OAK01,2004/05/04,0,7:06PM,night,true,coope901,reilm901,meric901,buckc901,park,pitches,dybdc701,64,torf,20,unknown,unknown,sunny,183,35081,osbod001,bradc001,rivem002
OAK200405050,NYA,OAK,OAK01,2004/05/05,0,7:07PM,night,true,reilm901,meric901,buckc901,coope901,park,pitches,dybdc701,60,torf,14,unknown,unknown,cloudy,191,43227,quanp001,rhoda001,rivem002
OAK200405060,NYA,OAK,OAK01,2004/05/06,0,7:06PM,night,true,meric901,buckc901,coope901,reilm901,park,pitches,dybdc701,64,fromlf,20,unknown,unknown,cloudy,168,38417,hardr001,vazqj001,mecij001
OAK200405070,MIN,OAK,OAK01,2004/05/07,0,7:06PM,night,true,schrp901,monte901,laynj901,guccc901,park,pitches,dybdc701,68,torf,15,unknown,unknown,sunny,293,18775,bradc001,mulht001,
OAK200405080,MIN,OAK,OAK01,2004/05/08,0,1:07PM,day,true,monte901,laynj901,guccc901,schrp901,park,pitches,feldd701,64,fromlf,8,unknown,unknown,cloudy,193,22759,romej001,mecij001,nathj001
OAK200405090,MIN,OAK,OAK01,2004/05/09,0,1:06PM,day,true,laynj901,guccc901,schrp901,monte901,park,pitches,feldd701,69,torf,9,unknown,unknown,sunny,153,24916,muldm001,lohsk001,
OAK200405180,DET,OAK,OAK01,2004/05/18,0,7:05PM,night,true,tscht901,nelsj901,fostm901,brinj901,park,pitches,dybdc701,64,fromlf,24,unknown,unknown,sunny,145,11842,bondj001,hardr001,
OAK200405190,DET,OAK,OAK01,2004/05/19,0,7:05PM,night,true,nelsj901,fostm901,brinj901,tscht901,park,pitches,dybdc701,61,torf,19,unknown,unknown,sunny,163,20477,redmm002,marom001,
OAK200405200,DET,OAK,OAK01,2004/05/20,0,12:36PM,day,true,fostm901,brinj901,tscht901,nelsj901,park,pitches,feldd701,60,torf,13,unknown,unknown,overcast,169,20808,hudst001,walkj001,rhoda001
OAK200405210,KCA,OAK,OAK01,2004/05/21,0,6:05PM,night,true,everm901,wegnm901,younl901,herna901,park,pitches,dybdc701,61,torf,18,unknown,unknown,unknown,129,27080,muldm001,andeb002,
OAK200405220,KCA,OAK,OAK01,2004/05/22,0,1:15PM,day,true,wegnm901,younl901,herna901,everm901,park,pitches,feldd701,61,torf,15,unknown,unknown,unknown,208,26081,duchj001,sulls001,
OAK200405230,KCA,OAK,OAK01,2004/05/23,0,1:05PM,day,true,younl901,herna901,everm901,wegnm901,park,pitches,talba701,60,torf,9,unknown,unknown,cloudy,176,33476,rhoda001,fieln001,
OAK200406010,CHA,OAK,OAK01,2004/06/01,0,7:05PM,night,true,wendh902,timmt901,froeb901,wintm901,park,pitches,dybdc701,67,torf,15,unknown,unknown,sunny,186,14344,duchj001,cottn001,
