game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,gametype,umphome,ump1b,ump2b,ump3b,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,scorer,oscorer,umplf
PIT195706091,"""version 7RS(19) of 07/07/92""",MLN,PIT,PIT06,1957/06/09,1,0:00PM,day,false,,lands901,bakeb101,dascf901,secof101,"""Ron Richards""","""Ron Richards""",2002/10/03 12:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,0,trowb101,frieb102,johne101,,"""Bob Wolf""",,
PIT195706092,"""version 7RS(19) of 07/07/92""",MLN,PIT,PIT06,1957/06/09,2,0:00PM,day,false,,bakeb101,dascf901,secof101,lands901,"""Ron Richards""","""Ron Richards""",2002/10/03 12:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,21888,klinr102,pizaj101,facer101,,"""Bob Wolf""",,
PIT195706100,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/06/10,0,0:00PM,night,false,,gormt101,dixoh901,(none),boggd901,"""Greg Beston""","""Greg Beston""",2003/03/08 7:42AM,unknown,none,0,unknown,-1,unknown,unknown,night,127,11471,law-v101,nuxhj101,,,"""22""",,
PIT195706110,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/06/11,0,0:00PM,night,false,,dixoh901,boggd901,(none),gormt101,"""Greg Beston""","""Greg Beston""",2003/03/08 9:35AM,unknown,none,0,unknown,-1,unknown,unknown,night,131,10653,purkb101,grosd101,,,"""22""",,
PIT195706120,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/06/12,0,0:00PM,night,false,,boggd901,gormt101,(none),dixoh901,"""Greg Beston""","""Greg Beston""",2003/03/08 10:25AM,unknown,none,0,unknown,-1,unknown,unknown,night,181,14920,facer101,acket101,,,"""22""",,
PIT195706130,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/06/13,0,0:00PM,day,false,,gormt101,dixoh901,(none),boggd901,"""Greg Beston""","""Greg Beston""",2003/03/08 11:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,7346,frieb102,jeffh101,,,"""22""",,
PIT195706140,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/06/14,0,8:15PM,night,false,,craws901,venzt901,balll901,jackb901,"""Wayne Townsend""","""Wayne Townsend""",2009/05/05 10:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,198,17088,drotd101,klinr102,elstd101,,"""586,111,68,140,137""",,
PIT195706150,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/06/15,0,0:00PM,day,false,,venzt901,balll901,jackb901,craws901,"""D Lamoureaux""","""D Lamoureaux""",2003/12/08 7:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,7495,drabm101,law-v101,,,"""68""",,
PIT195706161,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/06/16,1,1:00PM,day,false,,balll901,jackb901,craws901,venzt901,"""Wayne Townsend""","""Wayne Townsend""",2005/12/06 4:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,0,kaisd101,arrol101,lownt101,,"""586,209,276""",,
PIT195706162,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/06/16,2,0:00PM,day,false,,jackb901,craws901,venzt901,balll901,"""Wayne Townsend""","""Wayne Townsend""",2005/12/06 5:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,18525,law-v101,brosj101,,,"""586,209""",,
PIT195707010,"""version 7RS(19) of 07/07/92""",PHI,PIT,PIT06,1957/07/01,0,0:00PM,night,false,,craws901,venzt901,balll901,jackb901,"""Comly""","""Comly""",1997/11/12 11:54PM,park,count,0,unknown,-1,unknown,unknown,night,170,14680,hearj102,smitb109,mores101,,"""28""",,
PIT195707100,"""version 7RS(19) of 07/07/92""",MLN,PIT,PIT06,1957/07/10,0,0:00PM,night,false,,lands901,bakeb101,dascf901,secof101,"""Ron Richards""","""Ron Richards""",2002/10/03 5:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,18731,purkb101,buhlb101,,,"""Bob Wolf""",,
PIT195707110,"""version 7RS(19) of 07/07/92""",MLN,PIT,PIT06,1957/07/11,0,0:00PM,night,false,,bakeb101,dascf901,secof101,lands901,"""Ron Richards""","""Ron Richards""",2002/10/12 2:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,147,17278,trowb101,frieb102,,,"""Bob Wolf""",,
PIT195707120,"""version 7RS(19) of 07/07/92""",MLN,PIT,PIT06,1957/07/12,0,0:00PM,night,false,,dascf901,secof101,lands901,bakeb101,"""Ron Richards""","""Ron Richards""",2002/10/12 2:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,164,20078,spahw101,facer101,mcmad102,,"""Bob Wolf""",,
PIT195707130,"""version 7RS(19) of 07/07/92""",MLN,PIT,PIT06,1957/07/13,0,0:00PM,day,false,,secof101,lands901,bakeb101,dascf901,"""Ron Richards""","""Ron Richards""",2002/10/12 3:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,9330,burdl101,klinr102,,,"""Bob Wolf""",,
PIT195707141,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/07/14,1,0:00PM,day,false,,jackb901,craws901,venzt901,balll901,"""Greg Beston""","""Greg Beston""",2003/03/09 4:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,0,freeh101,frieb102,,,"""22""",,
PIT195707142,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/07/14,2,0:00PM,day,false,,craws901,venzt901,balll901,jackb901,"""Greg Beston""","""Greg Beston""",2003/03/09 5:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,24540,nuxhj101,trimj101,,,"""22""",,
PIT195707160,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/07/16,0,8:40PM,night,false,,sudoe901,gormt101,burkk101,dixoh901,"""Wayne Townsend""","""Wayne Townsend""",2009/05/03 2:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,11300,frieb102,rushb101,,,"""586,140,68,137,96""",,
PIT195707170,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/07/17,0,8:15PM,night,false,,gormt101,burkk101,dixoh901,sudoe901,"""Wayne Townsend""","""Wayne Townsend""",2009/05/03 2:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,159,8534,drabm101,klinr102,littd102,,"""568,68,140,137""",,
PIT195707180,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/07/18,0,0:00PM,day,false,,burkk101,dixoh901,sudoe901,gormt101,"""Beston,et al""","""Greg Beston""",2003/10/25 11:17AM,park,none,0,unknown,-1,unknown,unknown,unknown,174,3877,arrol101,lownt101,,,"""Scorecard""",,
PIT195707190,"""version 7RS(19) of 07/07/92""",SLN,PIT,PIT06,1957/07/19,0,0:00PM,night,false,,smitv101,conlj102,donaa901,delmv901,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1998/03/26 1:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,25774,law-v101,mcdav101,,,"""CARDINALS""",,
PIT195707200,"""version 7RS(19) of 07/07/92""",SLN,PIT,PIT06,1957/07/20,0,0:00PM,day,false,,conlj102,donaa901,delmv901,smitv101,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1998/03/30 12:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,9230,dickm101,frieb102,merrl101,,"""CARDINALS""",,
PIT195707211,"""version 7RS(19) of 07/07/92""",SLN,PIT,PIT06,1957/07/21,1,1:00PM,day,false,,donaa901,delmv901,smitv101,conlj102,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1998/04/14 1:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,171,0,schmw101,arrol101,wilhh101,,"""CARDINALS""",,
PIT195707212,"""version 7RS(19) of 07/07/92""",SLN,PIT,PIT06,1957/07/21,2,4:20PM,day,false,,delmv901,smitv101,conlj102,donaa901,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1998/04/27 1:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,173,20280,mcdal101,purkb101,,,"""CARDINALS""",,
PIT195708060,"""version 7RS(19) of 07/07/92""",PHI,PIT,PIT06,1957/08/06,0,0:00PM,night,false,,conlj102,donaa901,delmv901,smitv101,"""Comly""","""Comly""",1997/11/16 10:09PM,park,count,0,unknown,-1,unknown,unknown,night,131,11136,klinr102,sanfj101,,,"""28""",,
PIT195708080,"""version 7RS(19) of 07/07/92""",PHI,PIT,PIT06,1957/08/08,0,0:00PM,day,false,,donaa901,delmv901,smitv101,conlj102,"""Comly""","""Comly""",1997/11/16 10:50PM,park,count,0,unknown,-1,unknown,unknown,unknown,136,5238,simmc101,law-v101,millb103,,"""28""",,
PIT195708090,"""version 7RS(19) of 07/07/92""",BRO,PIT,PIT06,1957/08/09,0,0:00PM,night,false,,delmv901,smitv101,conlj102,donaa901,"""David W. Smith""","""David W. Smith""",1994/12/17 11:07PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,141,14100,mcded101,frieb102,labic101,,"""Allan Roth""",,
PIT195708100,"""version 7RS(19) of 07/07/92""",BRO,PIT,PIT06,1957/08/10,0,0:00PM,day,false,,smitv101,conlj102,donaa901,delmv901,"""Comly""","""Comly""",1996/04/21 12:15PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,120,7751,drysd101,purkb101,,,"""Roth""",,
PIT195708111,"""version 7RS(19) of 07/07/92""",BRO,PIT,PIT06,1957/08/11,1,0:00PM,day,false,,conlj102,donaa901,delmv901,smitv101,"""Comly""","""Comly""",1996/04/21 2:12PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,159,0,law-v101,labic101,,,"""Roth""",,
PIT195708112,"""version 7RS(19) of 07/07/92""",BRO,PIT,PIT06,1957/08/11,2,0:00PM,day,false,,donaa901,delmv901,smitv101,conlj102,"""David W. Smith""","""David W. Smith""",1994/12/18 11:35AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,141,18350,dougw101,crair101,facer101,,"""Allan Roth""",,
PIT195708200,"""version 7RS(19) of 07/07/92""",MLN,PIT,PIT06,1957/08/20,0,0:00PM,night,false,,donaa901,delmv901,smitv101,conlj102,"""Ron Richards""","""Ron Richards""",2002/10/12 3:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,112,21328,spahw101,arrol101,,,"""Bob Wolf""",,
PIT195708220,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/08/22,0,0:00PM,night,false,,delmv901,smitv101,conlj102,donaa901,"""Greg Beston""","""Greg Beston""",2003/03/22 11:41AM,unknown,none,0,unknown,-1,unknown,unknown,night,151,10027,frieb102,grosd101,,,"""22""",,
PIT195708230,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/08/23,0,0:00PM,night,false,,smitv101,conlj102,donaa901,delmv901,"""Greg Beston""","""Greg Beston""",2003/03/22 12:50PM,unknown,none,0,unknown,-1,unknown,unknown,night,136,13223,nuxhj101,purkb101,,,"""22""",,
PIT195708240,"""version 7RS(19) of 07/07/92""",CIN,PIT,PIT06,1957/08/24,0,0:00PM,day,false,,conlj102,donaa901,delmv901,smitv101,"""Clem Comly""","""Clem Comly""",2003/03/22 11:41AM,unknown,none,0,unknown,-1,unknown,unknown,night,122,7037,klinr102,lawrb103,,,"""22""",,
PIT195708251,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/08/25,1,0:00PM,day,false,,dascf901,secof101,lands901,bakeb101,"""Greg Beston""","""Greg Beston""",2003/12/31 7:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,0,law-v101,drabm101,,,"""176""",,
PIT195708252,"""version 7RS(19) of 07/07/92""",CHN,PIT,PIT06,1957/08/25,2,0:00PM,day,false,,secof101,lands901,bakeb101,dascf901,"""Greg Beston""","""Greg Beston""",2003/12/31 8:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,11770,elstd101,dougw101,lownt101,,"""176""",,
PIT195708270,"""version 7RS(19) of 07/07/92""",SLN,PIT,PIT06,1957/08/27,0,8:41PM,night,false,,boggd901,burkk101,dixoh901,gormt101,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1999/04/02 1:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,12845,frieb102,mcdav101,,,"""CARDINALS""",,
PIT195708280,"""version 7RS(19) of 07/07/92""",SLN,PIT,PIT06,1957/08/28,0,8:15PM,night,false,,burkk101,dixoh901,gormt101,boggd901,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1999/04/28 1:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,119,10367,klinr102,jackl102,,,"""CARDINALS""",,
PIT195709040,"""version 7RS(19) of 07/07/92""",NY1,PIT,PIT06,1957/09/04,0,0:00PM,night,false,,balll901,jackb901,craws901,venzt901,"""Greg Beston""","""Greg Beston""",2003/12/31 11:41PM,unknown,none,0,unknown,-1,unknown,unknown,night,115,8909,frieb102,mccom103,,,"""176""",,
PIT195709050,"""version 7RS(19) of 07/07/92""",NY1,PIT,PIT06,1957/09/05,0,0:00PM,night,false,,jackb901,craws901,venzt901,balll901,"""Weston/Townsend""","""David W. Smith/Townsend""",2009/05/09 7:51AM,park,none,0,unknown,-1,unknown,unknown,unknown,151,5189,dougw101,worta101,facer101,,"""140,104,96,270""",,
PIT195709060,"""version 7RS(19) of 07/07/92""",PHI,PIT,PIT06,1957/09/06,0,0:00PM,night,false,,dixoh901,gormt101,boggd901,burkk101,"""Comly""","""Comly""",1997/11/18 11:39PM,park,count,0,unknown,-1,unknown,unknown,night,133,6915,klinr102,haddh101,,,"""28""",,sudoe901
PIT195709070,"""version 7RS(19) of 07/07/92""",PHI,PIT,PIT06,1957/09/07,0,0:00PM,day,false,,gormt101,boggd901,burkk101,dixoh901,"""Comly""","""Comly""",1997/11/19 12:01AM,park,count,0,unknown,-1,unknown,unknown,unknown,133,4612,swanr101,sanfj101,facer101,,"""28""",,sudoe901
PIT195709081,"""version 7RS(19) of 07/07/92""",PHI,PIT,PIT06,1957/09/08,1,0:00PM,day,false,,boggd901,burkk101,dixoh901,gormt101,"""Comly""","""Comly""",1997/11/19 12:47AM,park,count,0,unknown,-1,unknown,unknown,unknown,162,0,farrt101,purkb101,rober102,,"""28""",,sudoe901
PIT195709082,"""version 7RS(19) of 07/07/92""",PHI,PIT,PIT06,1957/09/08,2,0:00PM,day,false,,burkk101,dixoh901,gormt101,boggd901,"""Comly""","""Comly""",1997/11/19 9:23PM,park,count,0,unknown,-1,unknown,unknown,unknown,138,12021,smitb109,hackw102,,,"""28""",,sudoe901
PIT195709211,"""version 7RS(19) of 07/07/92""",NY1,PIT,PIT06,1957/09/21,1,0:00PM,day,false,,bakeb101,dascf901,secof101,lands901,"""David W. Smith/Way""","""David W. Smith""",2009/05/09 8:27AM,park,none,0,unknown,-1,unknown,unknown,unknown,136,0,purkb101,worta101,,,"""276,140,104,96,104""",,
PIT195709212,"""version 7RS(19) of 07/07/92""",NY1,PIT,PIT06,1957/09/21,2,0:00PM,night,false,,dascf901,secof101,lands901,bakeb101,"""David W. Smith""","""David W. Smith""",2009/05/09 9:38AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,8110,gomer101,wittr101,grism101,,"""276,140,104,96""",,
CHN195704160,"""version 7RS(19) of 07/07/92""",MLN,CHN,CHI11,1957/04/16,0,0:00PM,day,false,,dascf901,secof101,lands901,bakeb101,"""Ron Richards""","""Ron Richards""",1998/06/25 8:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,23674,spahw101,rushb101,,,"""Bob Wolf""",,
CHN195704281,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1957/04/28,1,1:00PM,day,false,,dascf901,secof101,lands901,bakeb101,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1994/11/05 10:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,0,mcdal101,rushb101,,,"""CARDINALS""",,
CHN195704282,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1957/04/28,2,0:00PM,day,false,,secof101,lands901,bakeb101,dascf901,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1994/11/06 10:29AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,11671,wehmh101,pohot101,,,"""CARDINALS""",,
CHN195705110,"""version 7RS(19) of 07/07/92""",CIN,CHN,CHI11,1957/05/11,0,0:00PM,day,false,,venzt901,balll901,jackb901,craws901,"""Greg Beston""","""Greg Beston""",2003/02/22 2:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,5298,acket101,rushb101,,,"""22""",,
CHN195705121,"""version 7RS(19) of 07/07/92""",CIN,CHN,CHI11,1957/05/12,1,0:00PM,day,false,,balll901,jackb901,craws901,venzt901,"""Greg Beston""","""Greg Beston""",2003/02/22 3:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,164,0,sancr101,singe101,,,"""22""",,
CHN195705122,"""version 7RS(19) of 07/07/92""",CIN,CHN,CHI11,1957/05/12,2,0:00PM,day,false,,jackb901,craws901,venzt901,balll901,"""Greg Beston""","""Greg Beston""",2003/02/22 4:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,12129,grosd101,pohot101,,,"""22""",,
CHN195705140,"""version 7RS(19) of 07/07/92""",PIT,CHN,CHI11,1957/05/14,0,0:00PM,day,false,,lands901,bakeb101,dascf901,secof101,"""D Lamoureaux""","""D Lamoureaux""",2003/12/08 2:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,183,2478,arrol101,drotd101,facer101,,"""69""",,
CHN195705160,"""version 7RS(19) of 07/07/92""",BRO,CHN,CHI11,1957/05/16,0,0:00PM,day,false,,donaa901,delmv901,smitv101,conlj102,"""David W. Smith""","""David W. Smith""",1994/12/07 7:52AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,146,3105,koufs101,drabm101,,,"""Allan Roth""",,
CHN195705210,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/05/21,0,1:30PM,day,false,,boggd901,gormt101,dixoh901,burkk101,"""Wayne Townsend""","""Wayne Townsend""",2003/12/08 7:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,1967,lownt101,mills101,,,"""586,68""",,
CHN195705220,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/05/22,0,1:30PM,day,false,,gormt101,dixoh901,burkk101,boggd901,"""Wayne Townsend""","""Wayne Townsend""",2009/05/04 12:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,159,5731,worta101,rushb101,,,"""586,68,111,104""",,
CHN195705240,"""version 7RS(19) of 07/07/92""",MLN,CHN,CHI11,1957/05/24,0,0:00PM,day,false,,jackb901,craws901,venzt901,balll901,"""Ron Richards""","""Ron Richards""",1998/06/25 8:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,6487,drabm101,spahw101,,,"""Bob Wolf""",,
CHN195705250,"""version 7RS(19) of 07/07/92""",MLN,CHN,CHI11,1957/05/25,0,0:00PM,day,false,,craws901,venzt901,balll901,jackb901,"""Ron Richards""","""Ron Richards""",1998/06/25 9:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,204,6553,johne101,lownt101,spahw101,,"""Bob Wolf""",,
CHN195705261,"""version 7RS(19) of 07/07/92""",MLN,CHN,CHI11,1957/05/26,1,0:00PM,day,false,,venzt901,balll901,jackb901,craws901,"""Ron Richards""","""Ron Richards""",1998/06/25 10:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,147,0,drotd101,conlg101,,,"""Bob Wolf""",,
CHN195705262,"""version 7RS(19) of 07/07/92""",MLN,CHN,CHI11,1957/05/26,2,0:00PM,day,false,,balll901,jackb901,craws901,venzt901,"""Ron Richards""","""Ron Richards""",1998/06/25 10:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,32127,littd102,pizaj101,,,"""Bob Wolf""",,
CHN195706180,"""version 7RS(19) of 07/07/92""",PHI,CHN,CHI11,1957/06/18,0,0:00PM,day,false,,bakeb101,dascf901,secof101,lands901,"""Comly""","""Comly""",1997/11/11 9:16PM,park,count,0,unknown,-1,unknown,unknown,unknown,172,6092,hearj102,hilld102,,,"""28""",,
CHN195706191,"""version 7RS(19) of 07/07/92""",PHI,CHN,CHI11,1957/06/19,1,0:00PM,day,false,,dascf901,secof101,lands901,bakeb101,"""Comly""","""Comly""",1997/11/11 10:26PM,park,count,0,unknown,-1,unknown,unknown,unknown,141,0,drotd101,cardd101,,,"""28""",,
CHN195706192,"""version 7RS(19) of 07/07/92""",PHI,CHN,CHI11,1957/06/19,2,0:00PM,day,false,,secof101,lands901,bakeb101,dascf901,"""Comly""","""Comly""",1997/11/11 11:21PM,park,count,0,unknown,-1,unknown,unknown,unknown,149,10939,drabm101,millb103,lownt101,,"""28""",,
CHN195706200,"""version 7RS(19) of 07/07/92""",PHI,CHN,CHI11,1957/06/20,0,0:00PM,day,false,,lands901,bakeb101,dascf901,secof101,"""Comly""","""Comly""",1997/11/12 12:24AM,park,count,0,unknown,-1,unknown,unknown,unknown,153,5210,haddh101,kaisd101,,,"""28""",,
CHN195706210,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/06/21,0,0:00PM,day,false,,delmv901,smitv101,conlj102,donaa901,,"""Alan Boodman""",1996/01/15 4:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,210,6442,mills101,hilld102,,,"""Koppett""",,
CHN195706220,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/06/22,0,0:00PM,day,false,,smitv101,conlj102,donaa901,delmv901,,"""Alan Boodman""",1996/01/15 4:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,12118,pohot101,gomer101,,,"""Koppett""",,
CHN195706231,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/06/23,1,0:00PM,day,false,,conlj102,donaa901,delmv901,smitv101,,"""Alan Boodman""",1996/01/16 8:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,0,antoj103,drotd101,mills101,,"""Koppett""",,
CHN195706232,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/06/23,2,0:00PM,day,false,,donaa901,delmv901,smitv101,conlj102,,"""Alan Boodman""",1996/01/16 8:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,26732,barcc101,drabm101,,,"""Koppett""",,
CHN195706250,"""version 7RS(19) of 07/07/92""",PIT,CHN,CHI11,1957/06/25,0,0:00PM,day,false,,craws901,venzt901,balll901,jackb901,"""Weston/Smith""","""David W. Smith""",2009/05/05 11:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,5002,hilld102,frieb102,lownt101,,"""276,140,137,68,96,111""",,
CHN195706261,"""version 7RS(19) of 07/07/92""",PIT,CHN,CHI11,1957/06/26,1,1:00PM,day,false,,venzt901,balll901,jackb901,craws901,"""Wayne Townsend""","""Wayne Townsend""",2009/05/06 10:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,0,law-v101,pohot101,,,"""586,68,140,137,111""",,
CHN195706262,"""version 7RS(19) of 07/07/92""",PIT,CHN,CHI11,1957/06/26,2,0:00PM,day,false,,balll901,jackb901,craws901,venzt901,"""Wayne Townsend""","""Wayne Townsend""",2009/05/06 11:05AM,park,none,0,unknown,-1,unknown,unknown,unknown,205,7460,,,,,"""586,111,68,140,137""",,
CHN195706270,"""version 7RS(19) of 07/07/92""",PIT,CHN,CHI11,1957/06/27,0,0:00PM,day,false,,jackb901,craws901,venzt901,balll901,"""Greg Beston""","""Greg Beston""",2004/01/19 12:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,169,4900,kingn101,lownt101,,,"""214""",,
CHN195706290,"""version 7RS(19) of 07/07/92""",BRO,CHN,CHI11,1957/06/29,0,0:00PM,day,false,,gormt101,dixoh901,burkk101,sudoe901,"""Comly""","""Comly""",1996/04/18 5:29PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,157,16653,erskc101,rushb101,labic101,,"""Roth""",,
CHN195706301,"""version 7RS(19) of 07/07/92""",BRO,CHN,CHI11,1957/06/30,1,0:00PM,day,false,,burkk101,sudoe901,dixoh901,gormt101,"""Comly""","""Comly""",1996/04/18 6:08PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,182,0,lownt101,bessd101,,,"""Roth""",,
CHN195706302,"""version 7RS(19) of 07/07/92""",BRO,CHN,CHI11,1957/06/30,2,0:00PM,day,false,,sudoe901,dixoh901,gormt101,burkk101,"""Comly""","""Comly""",1996/04/18 6:29PM,park,pitches,0,unknown,-1,unknown,unknown,night,175,29208,mcded101,drabm101,,,"""Roth""",,
CHN195707010,"""version 7RS(19) of 07/07/92""",CIN,CHN,CHI11,1957/07/01,0,0:00PM,day,false,,lands901,bakeb101,dascf901,secof101,"""Greg Beston""","""Greg Beston""",2003/03/09 2:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,8082,drotd101,nuxhj101,,,"""22""",,
CHN195707020,"""version 7RS(19) of 07/07/92""",CIN,CHN,CHI11,1957/07/02,0,0:00PM,day,false,,bakeb101,dascf901,secof101,lands901,"""Greg Beston""","""Greg Beston""",2003/03/09 3:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,208,10358,sancr101,brosj101,,,"""22""",,
CHN195707030,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1957/07/03,0,0:00PM,day,false,,delmv901,smitv101,conlj102,donaa901,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1998/02/24 12:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,8930,jackl102,pohot101,wilhh101,,"""CARDINALS""",,
CHN195707041,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1957/07/04,1,0:00PM,day,false,,smitv101,conlj102,donaa901,delmv901,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1998/02/26 12:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,0,lownt101,wilhh101,,,"""CARDINALS""",,
CHN195707042,"""version 7RS(19) of 07/07/92""",SLN,CHN,CHI11,1957/07/04,2,0:00PM,day,false,,conlj102,donaa901,delmv901,smitv101,"""JIM WOHLENHAUS""","""JIM WOHLENHAUS""",1998/03/02 11:48AM,park,none,0,unknown,-1,unknown,unknown,unknown,170,28501,jones105,drabm101,,,"""CARDINALS""",,
CHN195707230,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/07/23,0,1:30PM,day,false,,secof101,lands901,bakeb101,dascf901,"""Wayne Townsend""","""Wayne Townsend""",2005/11/29 2:26PM,park,none,0,fromcf,-1,unknown,unknown,unknown,125,9589,drotd101,monzr101,,,"""586,236""",,
CHN195707240,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/07/24,0,0:00PM,day,false,,lands901,bakeb101,dascf901,secof101,"""Comly""","""Comly""",2005/11/22 11:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,8908,elstd101,antoj103,,,"""214""",,
CHN195707250,"""version 7RS(19) of 07/07/92""",NY1,CHN,CHI11,1957/07/25,0,0:00PM,day,false,,bakeb101,dascf901,secof101,lands901,"""David W. Smith""","""David W. Smith""",2006/02/04 10:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,7557,mccom103,drabm101,grism101,,"""156""",,
CHN195707260,"""version 7RS(19) of 07/07/92""",PHI,CHN,CHI11,1957/07/26,0,0:00PM,day,false,,burkk101,dixoh901,sudoe901,gormt101,"""Comly""","""Comly""",1997/11/16 1:22AM,park,count,0,unknown,-1,unknown,unknown,unknown,165,8957,hackw102,rushb101,farrt101,,"""28""",,
