game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,translator,inputter,scorer,oscorer,umplf
WS2196404130,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/04/13,0,0:00PM,day,false,papaj901,umonf901,drumc901,dimul901,1994/07/18 11:17AM,park,none,0,unknown,-1,unknown,unknown,unknown,138,40145,mcbrk101,ostec103,navaj101,adcoj101,,,,,
WS2196404150,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/04/15,0,0:00PM,night,false,umonf901,drumc901,dimul901,papaj901,1994/07/18 11:23AM,park,none,0,unknown,-1,unknown,unknown,unknown,165,8104,danib102,latmb101,bridm101,blasd101,,,,,
WS2196404160,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/04/16,0,0:00PM,night,false,drumc901,dimul901,papaj901,umonf901,1994/08/16 7:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,5760,kaatj101,boulc101,,versz101,,,,,
WS2196404170,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/04/17,0,0:00PM,night,false,dimul901,papaj901,umonf901,drumc901,1994/08/16 8:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,10606,klinr102,dailb101,,,,,,,
WS2196404180,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/04/18,0,0:00PM,day,false,papaj901,umonf901,drumc901,dimul901,1994/08/16 9:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,196,4166,pleib101,ridzs101,,olivt102,,,,,
WS2196404190,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/04/19,0,0:00PM,day,false,umonf901,drumc901,dimul901,papaj901,1994/08/05 12:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,104,8500,penao101,ostec103,,colar101,,,,,
WS2196405061,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/05/06,1,6:01PM,day,false,runge901,smita901,kinnb901,honoj901,1994/04/13 9:19PM,unknown,none,70,unknown,-1,unknown,unknown,unknown,148,0,boutj101,danib102,stafb101,,"""G. Robbins""","""D. Lamoureaux""",,,
WS2196405062,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/05/06,2,9:00PM,night,false,smita901,kinnb901,honoj901,runge901,1994/04/13 9:51PM,unknown,none,68,unknown,-1,unknown,unknown,unknown,185,32026,klinr102,meyeb102,,,"""G. Robbins""","""D. Lamoureaux""",,,
WS2196405070,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/05/07,0,8:07PM,night,false,kinnb901,honoj901,runge901,smita901,1994/04/14 6:17AM,unknown,none,80,unknown,-1,unknown,unknown,unknown,178,10485,mikkp101,bridm101,renih101,trest101,"""G. Robbins""","""D. Lamoureaux""","""Yankees""",,
WS2196405080,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/05/08,0,0:00PM,night,false,honoj901,runge901,smita901,kinnb901,1994/07/18 9:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,177,7495,spanb101,narub101,radad101,brese101,,,,,
WS2196405090,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/05/09,0,0:00PM,day,false,runge901,smita901,kinnb901,honoj901,1994/07/18 10:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,184,2378,klinr102,heffb101,,lockd101,,,,,
WS2196405101,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/05/10,1,0:00PM,day,false,smita901,kinnb901,honoj901,runge901,1994/07/18 11:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,0,ostec103,monbb101,,zimmd101,,,,,
WS2196405102,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/05/10,2,0:00PM,day,false,kinnb901,honoj901,runge901,smita901,1994/07/18 11:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,209,13603,wilse102,hannj102,radad101,stuad101,,,,,
WS2196405110,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/05/11,0,0:00PM,night,false,hallb901,hurle901,flahr901,carrh901,1995/02/07 1:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,3813,danib102,mccom103,klinr102,danib102,"""De Jong""","""Luke Kraemer""",,,
WS2196405120,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/05/12,0,0:00PM,night,false,hurle901,flahr901,carrh901,hallb901,1995/02/07 1:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,2188,mcnad102,stend101,,kirkw101,"""De Jong""","""Luke Kraemer""",,,
WS2196405140,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/05/14,0,0:00PM,night,false,flahr901,carrh901,hallb901,hurle901,1995/02/07 2:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,4224,narub101,rober102,,zimmd101,"""De Jong""","""Luke Kraemer""",,,
WS2196405150,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/05/15,0,0:00PM,night,false,valeb901,mckib901,soarh901,salea901,1994/08/17 11:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,141,7706,buzhj101,ostec103,,hersm101,,,,,
WS2196405160,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/05/16,0,0:00PM,day,false,mckib901,soarh901,salea901,valeb901,1994/08/17 11:56AM,park,none,0,unknown,-1,dry,none,sunny,134,3393,danib102,herbr101,klinr102,lockd101,,,,,
WS2196405170,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/05/17,0,0:00PM,day,false,soarh901,salea901,valeb901,mckib901,1994/08/17 12:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,8108,pizaj101,bridm101,mossd101,wardp102,,,,,
WS2196405180,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/05/18,0,0:00PM,night,false,salea901,valeb901,mckib901,soarh901,1994/07/31 12:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,176,4280,regap101,klinr102,sherl101,cashn101,,,,,
WS2196405190,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/05/19,0,0:00PM,night,false,valeb901,mckib901,soarh901,salea901,1994/07/31 12:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,4306,wickd101,narub101,,brutb101,,,,,
WS2196405200,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/05/20,0,0:00PM,night,false,mckib901,soarh901,salea901,valeb901,1994/07/31 1:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,159,6407,ostec103,rakoe101,chent101,kennj105,,,,,
WS2196405210,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/05/21,0,0:00PM,night,false,soarh901,salea901,valeb901,mckib901,1994/07/31 1:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,4947,danib102,hamij101,duckj101,,,,,,
WS2196405290,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/05/29,0,0:00PM,night,false,hurle901,flahr901,carrh901,hallb901,1994/08/14 4:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,185,9938,duckj101,abert101,,blasd101,,,,,
WS2196405300,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/05/30,0,0:00PM,day,false,flahr901,carrh901,hallb901,hurle901,1994/08/14 4:14PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,7749,ramop101,narub101,,romaj101,,,,,
WS2196405311,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/05/31,1,0:00PM,day,false,carrh901,hallb901,hurle901,flahr901,1994/08/14 4:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,0,mcdos101,klinr102,abert101,alvim101,,,,,
WS2196405312,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/05/31,2,0:00PM,day,false,hallb901,hurle901,flahr901,carrh901,1994/08/14 4:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,171,13475,bellg102,danib102,siebs101,heldw101,,,,,
WS2196406080,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/06/08,0,0:00PM,night,false,stevj901,valeb901,nappl901,ricej901,1994/08/14 12:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,3765,drabm101,duckj101,wyatj102,colar101,,,,,
WS2196406091,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/06/09,1,0:00PM,day,false,valeb901,nappl901,ricej901,stevj901,1994/08/14 12:14PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,0,narub101,odonj101,,cottc101,,,,,
WS2196406092,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/06/09,2,0:00PM,night,false,nappl901,ricej901,stevj901,valeb901,1994/08/14 12:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,6253,chent101,pfisd101,,kingj101,,,,,
WS2196406100,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/06/10,0,0:00PM,night,false,ricej901,stevj901,valeb901,nappl901,1994/08/14 12:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,4160,hannj102,bowst101,klinr102,,,,,,
WS2196406120,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/06/12,0,0:00PM,night,false,stevj901,valeb901,nappl901,ricej901,1994/08/17 7:50AM,park,none,0,unknown,-1,unknown,unknown,unknown,174,15575,pascc102,kocha101,,alleb105,,,,,
WS2196406130,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/06/13,0,0:00PM,day,false,valeb901,nappl901,ricej901,stevj901,1994/08/17 8:00AM,park,none,0,unknown,-1,unknown,unknown,unknown,180,3458,ostec103,shifg101,,hintc101,,,,,
WS2196406141,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/06/14,1,0:00PM,day,false,nappl901,ricej901,stevj901,valeb901,1994/08/17 8:06AM,park,none,0,unknown,-1,unknown,unknown,unknown,158,0,stanl101,narub101,perrj102,killh102,,,,,
WS2196406142,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/06/14,2,0:00PM,day,false,ricej901,stevj901,valeb901,nappl901,1994/08/17 8:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,162,40359,kaatj101,chent101,,hallj107,,,,,
WS2196406150,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/06/15,0,0:00PM,night,false,honoj901,runge901,smita901,stewb902,1994/07/18 11:35AM,park,none,0,unknown,-1,unknown,unknown,unknown,128,2320,rudod103,chand102,klinr102,phild103,,,,,
WS2196406160,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/06/16,0,0:00PM,night,false,runge901,smita901,stewb902,honoj901,1994/07/18 11:44AM,park,none,0,unknown,-1,unknown,unknown,unknown,188,5344,lee-b104,klinr102,,kirke102,,,,,
WS2196406170,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/06/17,0,0:00PM,night,false,smita901,stewb902,honoj901,runge901,1994/07/18 11:51AM,park,none,0,unknown,-1,unknown,unknown,unknown,156,5538,belib101,narub101,dulib101,rodgb102,,,,,
WS2196406260,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/06/26,0,0:00PM,night,false,smita901,stewb902,honoj901,runge901,1995/02/07 3:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,251,10519,haddh101,duckj101,starh101,,"""Luke Kraemer""","""Luke Kraemer""",,,
WS2196406270,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/06/27,0,0:00PM,day,false,stewb902,honoj901,runge901,smita901,1995/02/08 2:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,3052,pappm101,hannj102,mills101,poweb101,"""Luke Kraemer""","""Luke Kraemer""",,,
WS2196406280,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/06/28,0,0:00PM,day,false,honoj901,runge901,smita901,stewb902,1995/02/08 2:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,161,14645,starh101,stend101,halld101,kirkw101,"""Luke Kraemer""","""Luke Kraemer""",,,
WS2196406290,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/06/29,0,0:00PM,night,false,salea901,mckib901,chyln901,soarh901,1994/08/01 3:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,4762,ostec103,regap101,,brine101,,,,,
WS2196406300,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/06/30,0,0:00PM,night,false,mckib901,chyln901,soarh901,salea901,1994/08/01 3:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,5408,ridzs101,lolim101,,kennj105,,,,,
WS2196407090,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/07/09,0,8:06PM,night,false,valeb901,nappl901,ricej901,stevj901,1994/07/14 5:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,21543,downa101,ostec103,mikkp101,pepij101,"""G. Robbins""","""D. Lamoureaux]""","""Yankees""",,
WS2196407100,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/07/10,0,8:07PM,night,false,nappl901,ricej901,stevj901,valeb901,1994/07/14 6:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,25971,fordw101,narub101,stafb101,marir101,"""G. Robbins""","""D. Lamoureaux""","""Yankees""",,
WS2196407110,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/07/11,0,1:31PM,day,false,ricej901,stevj901,valeb901,nappl901,1994/07/14 6:42AM,unknown,none,90,unknown,-1,unknown,unknown,unknown,148,11381,boutj101,stend101,mikkp101,marir101,"""G. Robbins""","""D. Lamoureaux""","""Yankees""",,
WS2196407121,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/07/12,1,0:00PM,day,false,stevj901,valeb901,nappl901,ricej901,1994/07/26 3:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,158,0,lamaj101,danib102,radad101,nixor101,,,,,
WS2196407122,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/07/12,2,0:00PM,day,false,valeb901,nappl901,ricej901,stevj901,1994/07/26 4:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,174,9287,kocha101,mored103,ridzs101,,,,,,
WS2196407130,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/07/13,0,0:00PM,night,false,nappl901,ricej901,stevj901,valeb901,1994/07/26 4:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,4263,monbb101,duckj101,,yastc101,,,,,
WS2196407280,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/07/28,0,0:00PM,night,false,chyln901,salea901,mckib901,soarh901,1994/08/15 11:07AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,6287,ostec103,tianl101,,hintc101,,,,,
WS2196407290,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/07/29,0,0:00PM,night,false,salea901,mckib901,soarh901,chyln901,1994/08/15 11:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,207,4327,klinr102,bellg102,,lockd101,,,,,
WS2196407300,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/07/30,0,0:00PM,night,false,mckib901,soarh901,chyln901,salea901,1994/08/15 11:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,199,3770,hannj102,siebs101,klinr102,cunnj101,,,,,
WS2196407310,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/07/31,0,0:00PM,night,false,soarh901,chyln901,salea901,mckib901,1994/08/21 3:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,9585,pizaj101,danib102,,martj107,,,,,
WS2196408010,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/08/01,0,0:00PM,day,false,chyln901,salea901,mckib901,soarh901,1994/08/21 4:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,193,4775,wilhh101,kreuf101,baumf102,hansr102,,,,,
WS2196408021,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/08/02,1,0:00PM,day,false,salea901,mckib901,soarh901,chyln901,1994/08/21 4:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,0,horlj101,ostec103,fishe102,mcnej101,,,,,
WS2196408022,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/08/02,2,0:00PM,day,false,mckib901,soarh901,chyln901,salea901,1994/08/21 4:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,10922,herbr101,narub101,mossd101,landj103,,,,,
WS2196408141,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/08/14,1,0:00PM,day,false,smita901,stewb902,honoj901,runge901,1994/07/18 12:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,153,0,hannj102,latmb101,,,,,,,
WS2196408142,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/08/14,2,0:00PM,night,false,stewb902,honoj901,runge901,smita901,1994/07/18 1:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,11276,chand102,kocha101,,smitw102,,,,,
WS2196408150,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/08/15,0,0:00PM,day,false,honoj901,runge901,smita901,stewb902,1994/07/18 1:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,2597,ostec103,mcbrk101,klinr102,brumm101,,,,,
WS2196408160,"""version 7RS(19) of 07/07/92""",LAA,WS2,WAS10,1964/08/16,0,0:00PM,day,false,runge901,smita901,stewb902,honoj901,1994/07/18 1:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,5072,narub101,lee-d102,,zimmd101,,,,,
WS2196408180,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/08/18,0,0:00PM,night,false,smita901,stewb902,umonf901,honoj901,1994/08/17 9:27AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,13489,pascc102,ridzs101,,mincd101,,,,,
WS2196408190,"""version 7RS(19) of 07/07/92""",MIN,WS2,WAS10,1964/08/19,0,0:00PM,night,false,stewb902,umonf901,honoj901,smita901,1994/08/17 9:34AM,park,none,0,unknown,-1,unknown,unknown,unknown,158,7922,kaatj101,stend101,worta101,allib103,,,,,
WS2196408210,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/08/21,0,0:00PM,night,false,soarh901,salea901,mckib901,drumc901,1994/08/14 2:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,3649,drabm101,ostec103,,colar101,,,,,
WS2196408220,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/08/22,0,0:00PM,day,false,salea901,mckib901,drumc901,soarh901,1994/08/14 3:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,1981,penao101,narub101,stocw101,colar101,,,,,
WS2196408231,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/08/23,1,0:00PM,day,false,mckib901,drumc901,soarh901,salea901,1994/08/14 3:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,0,segud101,danib102,wyatj102,colar101,,,,,
WS2196408232,"""version 7RS(19) of 07/07/92""",KC1,WS2,WAS10,1964/08/23,2,0:00PM,day,false,drumc901,soarh901,salea901,mckib901,1994/08/14 3:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,173,5128,kreuf101,santj101,klinr102,brumm101,,,,,
WS2196409010,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/09/01,0,0:00PM,night,false,dimul901,papaj901,umonf901,drumc901,1994/08/15 9:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,159,3592,mcdos101,kreuf101,mcmad102,davav101,,,,,
WS2196409020,"""version 7RS(19) of 07/07/92""",CLE,WS2,WAS10,1964/09/02,0,0:00PM,night,false,papaj901,umonf901,drumc901,dimul901,1994/08/15 9:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,2540,stanl101,rudod103,bellg102,,,,,,
WS2196409040,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/09/04,0,0:00PM,night,false,umonf901,drumc901,dimul901,papaj901,1994/08/02 9:05AM,park,none,0,unknown,-1,unknown,unknown,unknown,113,3833,wickd101,ostec103,gladf102,cashn101,,,,,
WS2196409050,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/09/05,0,0:00PM,day,false,drumc901,dimul901,papaj901,umonf901,1994/08/02 9:19AM,park,none,0,unknown,-1,unknown,unknown,unknown,124,1903,lolim101,narub101,,wertd103,,,,,
WS2196409060,"""version 7RS(19) of 07/07/92""",DET,WS2,WAS10,1964/09/06,0,0:00PM,day,false,dimul901,papaj901,umonf901,drumc901,1994/08/02 9:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,145,3420,aguih101,kreuf101,rakoe101,,,,,,
WS2196409071,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/09/07,1,0:00PM,day,false,papaj901,umonf901,drumc901,dimul901,1994/08/21 4:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,0,danib102,herbr101,,brumm101,,,,,
WS2196409072,"""version 7RS(19) of 07/07/92""",CHA,WS2,WAS10,1964/09/07,2,0:00PM,day,false,umonf901,drumc901,dimul901,papaj901,1994/08/21 4:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,10176,stend101,talbf101,hannj102,,,,,,
WS2196409091,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/09/09,1,0:00PM,day,false,chyln901,mckib901,soarh901,salea901,1995/02/08 7:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,0,mcnad102,narub101,halld101,adaij101,"""De Jong""","""Luke Kraemer""",,,
WS2196409092,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/09/09,2,0:00PM,night,false,mckib901,soarh901,salea901,chyln901,1995/02/08 7:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,14272,ostec103,barbs102,,kirkw101,"""De Jong""","""Luke Kraemer""",,,
WS2196409100,"""version 7RS(19) of 07/07/92""",BAL,WS2,WAS10,1964/09/10,0,0:00PM,night,false,soarh901,salea901,chyln901,mckib901,1995/02/08 7:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,5744,pappm101,ridzs101,,adaij101,"""De Jong""","""Luke Kraemer""",,,
WS2196409220,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/09/22,0,0:00PM,night,false,smita901,runge901,stewb902,honoj901,1994/07/29 1:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,133,1998,monbb101,ostec103,,smita102,,,,,
WS2196409230,"""version 7RS(19) of 07/07/92""",BOS,WS2,WAS10,1964/09/23,0,0:00PM,night,false,runge901,stewb902,honoj901,smita901,1994/07/29 1:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,1491,lound101,charp101,,,,,,,
WS2196409250,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/09/25,0,0:00PM,night,false,stewb902,honoj901,smita901,runge901,1994/05/19 1:23AM,park,none,0,unknown,-1,dry,none,sunny,164,11490,renih101,hannj102,,marir101,"""G. Robbins""","""G. Robbins""","""Yankees-Fishel""",,
WS2196409260,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/09/26,0,0:00PM,day,false,honoj901,smita901,runge901,stewb902,1994/05/19 10:54PM,park,none,0,unknown,-1,dry,none,sunny,145,7642,stotm101,ostec103,,boyec102,"""G. Robbins""","""G. Robbins""","""Yankees-Fishel""",,
WS2196409270,"""version 7RS(19) of 07/07/92""",NYA,WS2,WAS10,1964/09/27,0,0:00PM,day,false,smita901,runge901,stewb902,honoj901,1994/05/19 11:18PM,park,pitches,78,unknown,-1,dry,none,overcast,170,14985,klinr102,renih101,,phild103,"""Wayne Townsend,G. Robbins""","""Wayne Townsend,G. Robbins""","""Yankees-Fishel,602""",,
DET196404140,"""version 7RS(19) of 07/07/92""",KC1,DET,DET04,1964/04/14,0,0:00PM,day,false,stevj901,nappl901,ricej901,stewb902,1995/02/09 3:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,35733,regap101,penao101,wickd101,,"""Luke Kraemer""","""Luke Kraemer""",,,
DET196404170,"""version 7RS(19) of 07/07/92""",LAA,DET,DET04,1964/04/17,0,0:00PM,day,false,nappl901,ricej901,stewb902,stevj901,1995/03/23 2:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,4851,chand102,laryf101,fowla101,,"""Luke Kraemer""","""Luke Kraemer""",,,
DET196404180,"""version 7RS(19) of 07/07/92""",LAA,DET,DET04,1964/04/18,0,0:00PM,day,false,ricej901,stewb902,stevj901,nappl901,1995/03/23 2:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,132,3373,lolim101,mcbrk101,egand101,cashn101,"""Luke Kraemer""","""Luke Kraemer""",,,
DET196404191,"""version 7RS(19) of 07/07/92""",MIN,DET,DET04,1964/04/19,1,0:00PM,day,false,stewb902,stevj901,nappl901,ricej901,1994/09/01 8:47AM,park,none,0,unknown,-1,unknown,unknown,unknown,159,0,pascc102,regap101,,mincd101,,,,,
DET196404192,"""version 7RS(19) of 07/07/92""",MIN,DET,DET04,1964/04/19,2,0:00PM,day,false,stevj901,nappl901,ricej901,stewb902,1994/09/01 8:56AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,14061,wickd101,rolaj101,,thomg102,,,,,
DET196405060,"""version 7RS(19) of 07/07/92""",BOS,DET,DET04,1964/05/06,0,0:00PM,night,false,salea901,soarh901,mckib901,valeb901,1996/04/21 11:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,10543,wickd101,monbb101,sherl101,freeb103,"""Luke Kraemer""","""Luke Kraemer""",,,
DET196405070,"""version 7RS(19) of 07/07/92""",BOS,DET,DET04,1964/05/07,0,0:00PM,day,false,valeb901,mckib901,soarh901,salea901,1996/04/21 11:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,3642,lamaj101,regap101,,stuad101,"""Luke Kraemer""","""Luke Kraemer""",,,
DET196405080,"""version 7RS(19) of 07/07/92""",BAL,DET,DET04,1964/05/08,0,0:00PM,night,false,mckib901,soarh901,salea901,valeb901,1995/02/09 2:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,201,9305,mills101,sherl101,,adaij101,"""Tom Shrimplin""","""Luke Kraemer""",,,
DET196405090,"""version 7RS(19) of 07/07/92""",BAL,DET,DET04,1964/05/09,0,0:00PM,day,false,soarh901,salea901,valeb901,mckib901,1995/02/09 2:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,177,4431,haddh101,sherl101,halld101,branj101,"""Tom Shrimplin""","""Luke Kraemer""",,,
DET196405101,"""version 7RS(19) of 07/07/92""",BAL,DET,DET04,1964/05/10,1,0:00PM,day,false,salea901,valeb901,mckib901,soarh901,1995/02/09 2:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,0,pappm101,wickd101,halld101,,,"""Luke Kraemer""",,,
DET196405102,"""version 7RS(19) of 07/07/92""",BAL,DET,DET04,1964/05/10,2,0:00PM,day,false,valeb901,mckib901,soarh901,salea901,1995/02/09 2:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,13440,bunkw101,rakoe101,,kirkw101,,"""Luke Kraemer""",,,
DET196405120,"""version 7RS(19) of 07/07/92""",NYA,DET,DET04,1964/05/12,0,8:03PM,night,false,honoj901,runge901,smita901,kinnb901,1994/04/26 7:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,18688,lolim101,meyeb102,,wertd103,"""G. Robbins""","""D. Lamoureaux""","""Yankees""",,
