game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
ANA201403310,ANA,SEA,2,0,,N,hernf002,weavj003,SEA
ANA201404010,ANA,SEA,0,0,,N,ramie004,wilsc004,SEA
ANA201404020,ANA,SEA,0,0,,N,paxtj001,santh001,SEA
ANA201404110,ANA,NYN,1,1,,N,kohnm001,famij001,ANA
ANA201404120,ANA,NYN,1,0,,N,lannj001,shoem001,NYN
ANA201404130,ANA,NYN,4,1,,D,wilsc004,colob001,ANA
ANA201404140,ANA,OAK,1,0,,N,johnj010,friee001,OAK
ANA201404150,ANA,OAK,2,0,,N,johnj010,herry001,OAK
ANA201404160,ANA,OAK,0,0,,N,smitj002,pomed001,ANA
ANA201404280,ANA,CLE,1,0,,N,salaf001,mastj001,ANA
ANA201404290,ANA,CLE,0,0,,N,weavj003,klubc001,ANA
ANA201404300,ANA,CLE,0,0,,D,wilsc004,mcalz001,ANA
ANA201405020,ANA,TEX,0,0,,N,lewic001,santh001,TEX
ANA201405030,ANA,TEX,1,0,,N,richg002,tolls002,ANA
ANA201405040,ANA,TEX,2,3,,D,darvy001,skagt001,TEX
ANA201405050,ANA,NYA,0,0,,N,weavj003,kells001,ANA
ANA201405060,ANA,NYA,0,0,,N,kells001,friee001,NYA
ANA201405070,ANA,NYA,0,5,,N,nunov001,santh001,NYA
ANA201405150,ANA,TBA,0,0,,N,salaf001,boxbb001,ANA
ANA201405160,ANA,TBA,0,0,,N,archc001,weavj003,TBA
ANA201405170,ANA,TBA,2,0,,N,wilsc004,ramoc001,ANA
ANA201405180,ANA,TBA,1,0,,D,shoem001,pricd001,ANA
ANA201405190,ANA,HOU,0,3,,N,keucd001,richg002,HOU
ANA201405200,ANA,HOU,3,0,,N,skagt001,felds001,ANA
ANA201405210,ANA,HOU,0,0,,N,weavj003,mchuc001,ANA
ANA201405230,ANA,KCA,0,1,,N,wilsc004,duffd001,ANA
ANA201405240,ANA,KCA,0,0,,D,crowa001,morim002,KCA
ANA201405250,ANA,KCA,0,0,,D,kohnm001,collt001,ANA
ANA201406060,ANA,CHA,2,0,,N,weavj003,riena001,ANA
ANA201406070,ANA,CHA,0,0,,N,rasmc002,petrj001,ANA
ANA201406080,ANA,CHA,0,0,,D,wilsc004,quinj001,ANA
ANA201406090,ANA,OAK,0,0,,N,richg002,chavj001,ANA
ANA201406100,ANA,OAK,0,0,,N,rasmc002,franj003,ANA
ANA201406110,ANA,OAK,0,0,,N,milot001,weavj003,OAK
ANA201406200,ANA,TEX,0,0,,N,richg002,saunj001,ANA
ANA201406210,ANA,TEX,0,1,,N,morim002,cottn001,ANA
ANA201406220,ANA,TEX,0,0,,N,shoem001,darvy001,ANA
ANA201406240,ANA,MIN,5,0,,N,wilsc004,gibsk002,ANA
ANA201406250,ANA,MIN,0,0,,N,richg002,pinoy001,ANA
ANA201406260,ANA,MIN,2,0,,D,weavj003,nolar001,ANA
ANA201407030,ANA,HOU,1,0,,N,shoem001,oberb001,ANA
