game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location
NYN201404040,2014-04-04,NYN,CIN,0,0,3.65,3.7,1e-06,913.3322258208743,NYN,CIN
TOR201404040,2014-04-04,TOR,NYA,1,2,4.17,2.77,1789.459752085548,2094.913694918614,TBA,HOU
BOS201404040,2014-04-04,BOS,MIL,0,0,3.9,3.24,578.81170796599,1380.0911924179386,BAL,MIL
DET201404040,2014-04-04,DET,BAL,0,2,3.24,3.23,1e-06,638.3359432178316,DET,BAL
HOU201404040,2014-04-04,HOU,ANA,0,1,9.49,2.61,1e-06,2169.9670210701,HOU,ANA
CLE201404050,2014-04-05,CLE,MIN,0,3,2.55,4.47,1e-06,1e-06,CLE,CLE
WAS201404050,2014-04-05,WAS,ATL,2,0,3.14,2.89,1e-06,1e-06,WAS,WAS
LAN201404050,2014-04-05,LAN,SFN,0,0,4.84,2.98,1e-06,1e-06,LAN,LAN
NYN201404050,2014-04-05,NYN,CIN,0,0,3.06,4.88,1e-06,1e-06,NYN,NYN
TBA201404050,2014-04-05,TBA,TEX,0,2,3.71,4.32,1e-06,1e-06,TBA,TBA
KCA201404050,2014-04-05,KCA,CHA,0,0,1.0,4.97,1e-06,1e-06,KCA,KCA
DET201404050,2014-04-05,DET,BAL,0,1,3.43,3.65,1e-06,1e-06,DET,DET
MIA201404050,2014-04-05,MIA,SDN,0,0,2.44,2.55,1e-06,1e-06,MIA,MIA
COL201404050,2014-04-05,COL,ARI,0,1,4.19,4.05,1e-06,1e-06,COL,COL
PIT201404050,2014-04-05,PIT,SLN,0,3,3.38,4.2,1e-06,1e-06,PIT,PIT
CHN201404050,2014-04-05,CHN,PHI,0,1,2.99,3.65,1e-06,1e-06,CHN,CHN
TOR201404050,2014-04-05,TOR,NYA,0,0,3.71,1.89,1e-06,1e-06,TOR,TOR
BOS201404050,2014-04-05,BOS,MIL,0,1,2.29,4.25,1e-06,1e-06,BOS,BOS
OAK201404050,2014-04-05,OAK,SEA,0,0,6.75,2.14,1e-06,1e-06,OAK,OAK
HOU201404050,2014-04-05,HOU,ANA,1,0,2.93,4.3,1e-06,1e-06,HOU,HOU
PIT201404060,2014-04-06,PIT,SLN,0,0,1.63,2.38,1e-06,1e-06,PIT,PIT
BOS201404060,2014-04-06,BOS,MIL,0,0,2.46,3.51,1e-06,1e-06,BOS,BOS
CHN201404060,2014-04-06,CHN,PHI,4,0,4.64,4.59,1e-06,1e-06,CHN,CHN
TBA201404060,2014-04-06,TBA,TEX,0,0,4.41,3.06,1e-06,1e-06,TBA,TBA
NYN201404060,2014-04-06,NYN,CIN,0,0,3.4,3.44,1e-06,1e-06,NYN,NYN
LAN201404060,2014-04-06,LAN,SFN,0,0,2.71,4.18,1e-06,1e-06,LAN,LAN
OAK201404060,2014-04-06,OAK,SEA,0,0,3.08,5.26,1e-06,1e-06,OAK,OAK
MIA201404060,2014-04-06,MIA,SDN,0,0,4.37,3.63,1e-06,1e-06,MIA,MIA
CLE201404060,2014-04-06,CLE,MIN,0,0,7.11,4.6,1e-06,1e-06,CLE,CLE
DET201404060,2014-04-06,DET,BAL,0,0,4.54,3.34,1e-06,1e-06,DET,DET
HOU201404060,2014-04-06,HOU,ANA,2,0,3.74,3.59,1e-06,1e-06,HOU,HOU
KCA201404060,2014-04-06,KCA,CHA,0,0,3.21,2.17,1e-06,1e-06,KCA,KCA
TOR201404060,2014-04-06,TOR,NYA,1,3,4.48,5.28,1e-06,1e-06,TOR,TOR
WAS201404060,2014-04-06,WAS,ATL,1,0,4.87,2.78,1e-06,1e-06,WAS,WAS
COL201404060,2014-04-06,COL,ARI,0,0,2.91,4.34,1e-06,1e-06,COL,COL
NYA201404070,2014-04-07,NYA,BAL,0,0,3.71,4.81,550.2922217550002,773.7548030957365,TOR,DET
MIN201404070,2014-04-07,MIN,OAK,0,0,5.44,3.55,1013.2251113855248,2531.5923192792015,CLE,OAK
HOU201404070,2014-04-07,HOU,ANA,0,3,3.69,4.51,1e-06,1e-06,HOU,HOU
SLN201404070,2014-04-07,SLN,CIN,3,0,3.2,4.55,898.8824563980571,1403.0288811452067,PIT,NYN
COL201404070,2014-04-07,COL,CHA,1,0,4.33,11.29,1e-06,896.2397141964761,COL,KCA
KCA201404070,2014-04-07,KCA,TBA,1,0,3.71,2.7,1e-06,1680.826511683993,KCA,TBA
BOS201404070,2014-04-07,BOS,TEX,0,0,3.82,9.0,1e-06,1926.6943817180322,BOS,TBA
SEA201404080,2014-04-08,SEA,ANA,0,3,3.04,3.75,1089.6592015072615,3039.1839825945185,OAK,HOU
NYA201404080,2014-04-08,NYA,BAL,1,3,8.27,3.54,1e-06,1e-06,NYA,NYA
ATL201404080,2014-04-08,ATL,NYN,0,0,3.57,4.09,874.0887985860761,1200.4511584455877,WAS,NYN
CHN201404080,2014-04-08,CHN,PIT,0,4,2.21,1.63,1e-06,660.0502267315369,CHN,PIT
SLN201404080,2014-04-08,SLN,CIN,0,3,2.74,5.49,1e-06,1e-06,SLN,SLN
KCA201404080,2014-04-08,KCA,TBA,0,0,1.44,4.41,1e-06,1e-06,KCA,KCA
WAS201404080,2014-04-08,WAS,MIA,1,0,3.57,2.65,1e-06,1489.628641346009,WAS,MIA
CLE201404080,2014-04-08,CLE,SDN,0,0,2.44,2.81,1e-06,1753.208311365246,CLE,MIA
LAN201404080,2014-04-08,LAN,DET,1,0,2.39,3.57,1e-06,3185.671339406629,LAN,DET
PHI201404080,2014-04-08,PHI,MIL,1,0,4.61,3.54,1068.017024042746,435.5953169043613,CHN,BOS
SFN201404080,2014-04-08,SFN,ARI,2,0,3.57,5.61,559.4406195325591,1524.5101947303656,LAN,COL
COL201404080,2014-04-08,COL,CHA,0,0,5.37,3.32,1e-06,1e-06,COL,COL
TOR201404080,2014-04-08,TOR,HOU,1,0,3.39,4.39,1e-06,2094.913694918614,TOR,HOU
BOS201404080,2014-04-08,BOS,TEX,0,0,5.54,4.38,1e-06,1e-06,BOS,BOS
SLN201404090,2014-04-09,SLN,CIN,0,0,3.74,3.7,1e-06,1e-06,SLN,SLN
CHN201404090,2014-04-09,CHN,PIT,1,0,3.47,6.75,1e-06,1e-06,CHN,CHN
SFN201404090,2014-04-09,SFN,ARI,0,3,4.74,4.08,1e-06,1e-06,SFN,SFN
SEA201404090,2014-04-09,SEA,ANA,0,0,3.85,2.61,1e-06,1e-06,SEA,SEA
TOR201404090,2014-04-09,TOR,HOU,2,0,5.67,9.49,1e-06,1e-06,TOR,TOR
NYA201404090,2014-04-09,NYA,BAL,0,0,4.53,3.48,1e-06,1e-06,NYA,NYA
CLE201404092,2014-04-09,CLE,SDN,0,1,4.18,4.99,1e-06,1e-06,CLE,CLE
BOS201404090,2014-04-09,BOS,TEX,0,0,2.02,6.84,1e-06,1e-06,BOS,BOS
PHI201404090,2014-04-09,PHI,MIL,3,2,3.94,4.25,1e-06,1e-06,PHI,PHI
LAN201404090,2014-04-09,LAN,DET,1,1,2.76,4.81,1e-06,1e-06,LAN,LAN
WAS201404090,2014-04-09,WAS,MIA,0,2,2.18,8.1,1e-06,1e-06,WAS,WAS
CLE201404091,2014-04-09,CLE,SDN,0,0,5.23,4.3,1e-06,1e-06,CLE,CLE
KCA201404090,2014-04-09,KCA,TBA,0,0,4.13,4.13,1e-06,1e-06,KCA,KCA
MIN201404090,2014-04-09,MIN,OAK,0,4,4.36,2.28,1e-06,1e-06,MIN,MIN
COL201404090,2014-04-09,COL,CHA,1,0,5.59,4.97,1e-06,1e-06,COL,COL
ATL201404090,2014-04-09,ATL,NYN,1,0,3.95,3.54,1e-06,1e-06,ATL,ATL
TOR201404100,2014-04-10,TOR,HOU,0,0,3.71,2.93,1e-06,1e-06,TOR,TOR
NYA201404100,2014-04-10,NYA,BOS,0,0,1.89,5.34,1e-06,306.2037667286439,NYA,BOS
MIN201404100,2014-04-10,MIN,OAK,1,0,7.99,6.75,1e-06,1e-06,MIN,MIN
ATL201404100,2014-04-10,ATL,NYN,0,1,4.57,3.06,1e-06,1e-06,ATL,ATL
SFN201404100,2014-04-10,SFN,ARI,0,0,3.69,6.59,1e-06,1e-06,SFN,SFN
CHN201404100,2014-04-10,CHN,PIT,0,0,2.97,3.65,1e-06,1e-06,CHN,CHN
PHI201404100,2014-04-10,PHI,MIL,0,0,3.65,4.36,1e-06,1e-06,PHI,PHI
CHA201404100,2014-04-10,CHA,CLE,0,2,4.74,4.25,1477.450780411816,494.38381964269325,COL,CLE
WAS201404100,2014-04-10,WAS,MIA,0,0,3.14,3.81,1e-06,1e-06,WAS,WAS
MIL201404110,2014-04-11,MIL,PIT,0,0,3.53,3.38,1117.7982780855818,132.54357794550742,PHI,CHN
CHA201404110,2014-04-11,CHA,CLE,0,0,2.17,2.55,1e-06,1e-06,CHA,CHA
ATL201404110,2014-04-11,ATL,WAS,0,0,4.57,4.87,1e-06,874.0887985860761,ATL,WAS
SFN201404110,2014-04-11,SFN,COL,0,1,2.98,4.1,1e-06,1524.5101947303656,SFN,COL
ARI201404110,2014-04-11,ARI,LAN,0,2,4.05,3.38,1050.9933942487219,574.8341159449532,SFN,LAN
SLN201404110,2014-04-11,SLN,CHN,0,0,3.2,3.78,1e-06,422.49209120404555,SLN,CHN
MIN201404110,2014-04-11,MIN,KCA,2,1,4.47,7.45,1e-06,662.9211681328137,MIN,KCA
NYA201404110,2014-04-11,NYA,BOS,0,0,5.28,2.46,1e-06,1e-06,NYA,NYA
PHI201404110,2014-04-11,PHI,MIA,2,0,3.8,2.44,1e-06,197.2342958595587,PHI,WAS
BAL201404110,2014-04-11,BAL,TOR,0,0,3.34,4.17,272.81937803481173,537.0332419152472,NYA,TOR
TEX201404110,2014-04-11,TEX,HOU,0,0,2.66,4.72,2512.5604144030362,1953.6900971659159,BOS,TOR
ANA201404110,2014-04-11,ANA,NYN,1,1,3.04,2.21,1575.276973597757,3081.7523321745575,SEA,ATL
SEA201404110,2014-04-11,SEA,OAK,1,0,2.14,,1e-06,2238.4089622775527,SEA,MIN
SDN201404110,2014-04-11,SDN,DET,2,0,2.55,3.43,3267.492473719747,179.52869961196944,CLE,LAN
CIN201404110,2014-04-11,CIN,TBA,0,1,2.25,3.26,494.9532553693752,868.1617780403714,SLN,KCA
ARI201404120,2014-04-12,ARI,LAN,0,0,4.34,2.71,1e-06,1e-06,ARI,ARI
MIL201404120,2014-04-12,MIL,PIT,1,0,7.15,1.9,1e-06,1e-06,MIL,MIL
BAL201404120,2014-04-12,BAL,TOR,0,0,,3.24,1e-06,1e-06,BAL,BAL
ATL201404120,2014-04-12,ATL,WAS,4,1,2.78,5.61,1e-06,1e-06,ATL,ATL
ANA201404120,2014-04-12,ANA,NYN,1,0,3.04,15.75,1e-06,1e-06,ANA,ANA
TEX201404120,2014-04-12,TEX,HOU,1,0,3.25,4.64,1e-06,1e-06,TEX,TEX
CIN201404120,2014-04-12,CIN,TBA,0,0,3.44,2.87,1e-06,1e-06,CIN,CIN
MIN201404120,2014-04-12,MIN,KCA,1,0,5.38,3.21,1e-06,1e-06,MIN,MIN
SDN201404120,2014-04-12,SDN,DET,1,1,3.63,4.54,1e-06,1e-06,SDN,SDN
PHI201404120,2014-04-12,PHI,MIA,2,0,6.75,1.34,1e-06,1e-06,PHI,PHI
SLN201404120,2014-04-12,SLN,CHN,0,1,2.38,4.64,1e-06,1e-06,SLN,SLN
SFN201404120,2014-04-12,SFN,COL,0,0,4.18,4.19,1e-06,1e-06,SFN,SFN
SEA201404120,2014-04-12,SEA,OAK,1,2,5.26,3.08,1e-06,1e-06,SEA,SEA
CHA201404120,2014-04-12,CHA,CLE,4,3,5.56,2.86,1e-06,1e-06,CHA,CHA
NYA201404120,2014-04-12,NYA,BOS,2,0,3.71,3.82,1e-06,1e-06,NYA,NYA
PHI201404130,2014-04-13,PHI,MIA,0,1,3.94,3.16,1e-06,1e-06,PHI,PHI
MIN201404130,2014-04-13,MIN,KCA,0,0,3.98,4.12,1e-06,1e-06,MIN,MIN
SEA201404130,2014-04-13,SEA,OAK,0,0,3.61,2.28,1e-06,1e-06,SEA,SEA
ANA201404130,2014-04-13,ANA,NYN,4,1,4.51,4.09,1e-06,1e-06,ANA,ANA
SDN201404130,2014-04-13,SDN,DET,0,0,2.81,3.15,1e-06,1e-06,SDN,SDN
SFN201404130,2014-04-13,SFN,COL,0,0,3.72,5.59,1e-06,1e-06,SFN,SFN
BAL201404130,2014-04-13,BAL,TOR,1,1,4.81,3.39,1e-06,1e-06,BAL,BAL
NYA201404130,2014-04-13,NYA,BOS,0,0,8.27,5.54,1e-06,1e-06,NYA,NYA
CHA201404130,2014-04-13,CHA,CLE,0,0,5.03,3.95,1e-06,1e-06,CHA,CHA
SLN201404130,2014-04-13,SLN,CHN,0,2,3.2,6.33,1e-06,1e-06,SLN,SLN
TEX201404130,2014-04-13,TEX,HOU,0,0,4.38,4.39,1e-06,1e-06,TEX,TEX
ATL201404130,2014-04-13,ATL,WAS,3,0,3.57,3.57,1e-06,1e-06,ATL,ATL
MIL201404130,2014-04-13,MIL,PIT,0,0,3.54,3.72,1e-06,1e-06,MIL,MIL
CIN201404130,2014-04-13,CIN,TBA,0,0,4.55,3.7,1e-06,1e-06,CIN,CIN
ARI201404130,2014-04-13,ARI,LAN,0,0,5.61,4.02,1e-06,1e-06,ARI,ARI
ANA201404140,2014-04-14,ANA,OAK,1,0,7.34,7.09,1e-06,1575.276973597757,ANA,SEA
MIA201404140,2014-04-14,MIA,WAS,0,1,4.38,2.66,1644.1190984600378,973.3591318981379,PHI,ATL
TEX201404140,2014-04-14,TEX,SEA,0,0,5.18,3.85,1e-06,2688.6235870338205,TEX,SEA
BAL201404140,2014-04-14,BAL,TBA,1,0,3.54,3.33,1e-06,680.6636621509456,BAL,CIN
CIN201404140,2014-04-14,CIN,PIT,2,1,3.81,1.82,1e-06,525.1892238126902,CIN,MIL
PHI201404140,2014-04-14,PHI,ATL,0,0,3.8,4.57,1e-06,1071.2330338826835,PHI,ATL
SDN201404140,2014-04-14,SDN,COL,0,0,2.34,5.59,1e-06,738.1265117326025,SDN,SFN
ARI201404140,2014-04-14,ARI,NYN,1,0,3.46,3.54,1e-06,540.0297061463508,ARI,ANA
MIL201404140,2014-04-14,MIL,SLN,0,0,3.64,2.74,1e-06,526.8349145670746,MIL,SLN
HOU201404150,2014-04-15,HOU,KCA,1,1,9.49,3.2,368.5990384284446,1702.4056315736932,TEX,MIN
SFN201404150,2014-04-15,SFN,LAN,0,0,3.69,2.57,1e-06,1050.9933942487219,SFN,ARI
ARI201404150,2014-04-15,ARI,NYN,0,3,4.08,3.65,1e-06,1e-06,ARI,ARI
ANA201404150,2014-04-15,ANA,OAK,2,0,2.7,7.09,1e-06,1e-06,ANA,ANA
TEX201404150,2014-04-15,TEX,SEA,0,0,6.2,4.5,1e-06,1e-06,TEX,TEX
MIA201404150,2014-04-15,MIA,WAS,3,0,3.81,3.14,1e-06,1e-06,MIA,MIA
MIL201404150,2014-04-15,MIL,SLN,0,0,4.36,3.74,1e-06,1e-06,MIL,MIL
CHA201404150,2014-04-15,CHA,BOS,0,0,3.99,2.29,1e-06,1144.1299356702407,CHA,NYA
MIN201404150,2014-04-15,MIN,TOR,1,0,3.52,3.15,1e-06,1508.338155320694,MIN,BAL
CIN201404150,2014-04-15,CIN,PIT,0,0,3.7,3.65,1e-06,1e-06,CIN,CIN
SDN201404150,2014-04-15,SDN,COL,2,0,4.99,5.38,1e-06,1e-06,SDN,SDN
TEX201404160,2014-04-16,TEX,SEA,0,0,4.0,2.85,1e-06,1e-06,TEX,TEX
BAL201404160,2014-04-16,BAL,TBA,0,0,3.23,4.13,1e-06,1e-06,BAL,BAL
SDN201404160,2014-04-16,SDN,COL,0,0,2.55,4.1,1e-06,1e-06,SDN,SDN
PHI201404160,2014-04-16,PHI,ATL,0,0,3.65,2.89,1e-06,1e-06,PHI,PHI
ARI201404160,2014-04-16,ARI,NYN,0,0,4.05,4.0,1e-06,1e-06,ARI,ARI
DET201404160,2014-04-16,DET,CLE,1,1,3.43,5.23,3167.619360952703,380.91207013286544,SDN,CHA
ANA201404160,2014-04-16,ANA,OAK,0,0,1.81,2.35,1e-06,1e-06,ANA,ANA
MIL201404160,2014-04-16,MIL,SLN,0,0,3.53,4.2,1e-06,1e-06,MIL,MIL
MIA201404160,2014-04-16,MIA,WAS,0,0,3.16,1.12,1e-06,1e-06,MIA,MIA
HOU201404160,2014-04-16,HOU,KCA,0,0,4.77,2.53,1e-06,1e-06,HOU,HOU
CIN201404160,2014-04-16,CIN,PIT,1,0,2.25,3.38,1e-06,1e-06,CIN,CIN
CHA201404160,2014-04-16,CHA,BOS,1,1,18.0,4.35,1e-06,1e-06,CHA,CHA
NYA201404161,2014-04-16,NYA,CHN,1,0,2.77,3.47,1e-06,1403.0288811452067,NYA,SLN
NYA201404162,2014-04-16,NYA,CHN,0,0,1.89,5.03,1e-06,1e-06,NYA,NYA
SFN201404160,2014-04-16,SFN,LAN,0,0,2.58,2.39,1e-06,1e-06,SFN,SFN
HOU201404170,2014-04-17,HOU,KCA,0,1,3.74,3.21,1e-06,1e-06,HOU,HOU
SDN201404170,2014-04-17,SDN,COL,0,0,3.63,5.37,1e-06,1e-06,SDN,SDN
TEX201404170,2014-04-17,TEX,SEA,3,0,4.0,2.2,1e-06,1e-06,TEX,TEX
WAS201404170,2014-04-17,WAS,SLN,0,3,5.61,2.38,1489.628641346009,1025.9779093655507,MIA,MIL
TBA201404170,2014-04-17,TBA,NYA,0,1,3.26,5.28,1393.7772067986984,1638.0556824552712,BAL,NYA
SFN201404170,2014-04-17,SFN,LAN,0,0,2.98,3.38,1e-06,1e-06,SFN,SFN
PHI201404170,2014-04-17,PHI,ATL,0,0,3.94,2.78,1e-06,1e-06,PHI,PHI
PIT201404170,2014-04-17,PIT,MIL,2,1,3.04,4.72,415.25842934625814,722.0054120555708,CIN,MIL
CHA201404170,2014-04-17,CHA,BOS,0,0,5.56,2.46,1e-06,1e-06,CHA,CHA
MIN201404172,2014-04-17,MIN,TOR,1,2,3.98,8.57,1e-06,1e-06,MIN,MIN
MIN201404171,2014-04-17,MIN,TOR,0,0,4.47,3.71,1e-06,1e-06,MIN,MIN
DET201404170,2014-04-17,DET,CLE,0,0,4.54,4.25,1e-06,1e-06,DET,DET
OAK201404180,2014-04-18,OAK,HOU,7,0,3.08,3.69,592.0809005913671,2629.671879056886,ANA,HOU
KCA201404180,2014-04-18,KCA,MIN,0,0,3.71,5.38,1040.8267966673652,662.9211681328137,HOU,MIN
COL201404180,2014-04-18,COL,PHI,4,0,4.5,9.0,1340.7925092662401,2534.0409405234473,SDN,PHI
LAN201404180,2014-04-18,LAN,ARI,0,0,4.27,3.86,559.4406195325591,574.8341159449532,SFN,ARI
TEX201404180,2014-04-18,TEX,CHA,2,0,4.38,11.29,1e-06,1309.650558347085,TEX,CHA
BOS201404180,2014-04-18,BOS,BAL,0,1,3.82,3.34,1365.5064971534737,578.81170796599,CHA,BAL
PIT201404180,2014-04-18,PIT,MIL,1,0,3.72,3.54,1e-06,1e-06,PIT,PIT
MIA201404180,2014-04-18,MIA,SEA,2,0,3.17,2.68,1e-06,1804.0128601780746,MIA,TEX
CLE201404180,2014-04-18,CLE,TOR,0,0,2.74,4.91,145.52553501827433,1013.2251113855248,DET,MIN
TBA201404180,2014-04-18,TBA,NYA,0,0,1.89,2.97,1e-06,1e-06,TBA,TBA
SDN201404180,2014-04-18,SDN,SFN,1,0,2.81,4.18,1e-06,738.1265117326025,SDN,SFN
WAS201404180,2014-04-18,WAS,SLN,0,0,3.57,3.2,1e-06,1e-06,WAS,WAS
CHN201404180,2014-04-18,CHN,CIN,0,0,2.99,3.44,1144.1299356702407,406.25273298859213,NYA,CIN
DET201404180,2014-04-18,DET,ANA,0,0,3.24,3.59,1e-06,3167.1614902696224,DET,ANA
NYN201404180,2014-04-18,NYN,ATL,0,0,3.4,3.57,3443.682019431773,129.48897528262268,ARI,PHI
TBA201404190,2014-04-19,TBA,NYA,0,0,3.33,8.27,1e-06,1e-06,TBA,TBA
CHN201404190,2014-04-19,CHN,CIN,1,0,6.33,4.55,1e-06,1e-06,CHN,CHN
DET201404190,2014-04-19,DET,ANA,0,1,3.15,4.51,1e-06,1e-06,DET,DET
PIT201404190,2014-04-19,PIT,MIL,0,0,4.0,7.15,1e-06,1e-06,PIT,PIT
NYN201404190,2014-04-19,NYN,ATL,1,0,4.09,3.95,1e-06,1e-06,NYN,NYN
KCA201404190,2014-04-19,KCA,MIN,0,0,7.45,5.44,1e-06,1e-06,KCA,KCA
CLE201404190,2014-04-19,CLE,TOR,0,2,2.44,3.39,1e-06,1e-06,CLE,CLE
WAS201404190,2014-04-19,WAS,SLN,0,0,2.66,2.74,1e-06,1e-06,WAS,WAS
COL201404190,2014-04-19,COL,PHI,0,0,4.33,4.61,1e-06,1e-06,COL,COL
OAK201404190,2014-04-19,OAK,HOU,0,0,2.28,3.33,1e-06,1e-06,OAK,OAK
TEX201404190,2014-04-19,TEX,CHA,1,0,5.18,3.32,1e-06,1e-06,TEX,TEX
SDN201404190,2014-04-19,SDN,SFN,0,0,4.3,3.57,1e-06,1e-06,SDN,SDN
MIA201404190,2014-04-19,MIA,SEA,0,0,2.65,3.85,1e-06,1e-06,MIA,MIA
BOS201404190,2014-04-19,BOS,BAL,1,1,2.86,3.65,1e-06,1e-06,BOS,BOS
LAN201404190,2014-04-19,LAN,ARI,0,0,4.02,5.5,1e-06,1e-06,LAN,LAN
LAN201404200,2014-04-20,LAN,ARI,0,0,4.35,3.46,1e-06,1e-06,LAN,LAN
WAS201404200,2014-04-20,WAS,SLN,0,0,3.19,2.91,1e-06,1e-06,WAS,WAS
TBA201404200,2014-04-20,TBA,NYA,0,0,7.27,3.0,1e-06,1e-06,TBA,TBA
TEX201404200,2014-04-20,TEX,CHA,0,0,6.2,6.46,1e-06,1e-06,TEX,TEX
DET201404200,2014-04-20,DET,ANA,1,1,3.43,3.75,1e-06,1e-06,DET,DET
PIT201404200,2014-04-20,PIT,MIL,0,0,3.19,2.45,1e-06,1e-06,PIT,PIT
CHN201404200,2014-04-20,CHN,CIN,0,0,4.64,3.71,1e-06,1e-06,CHN,CHN
BOS201404200,2014-04-20,BOS,BAL,0,3,3.9,3.48,1e-06,1e-06,BOS,BOS
CLE201404200,2014-04-20,CLE,TOR,0,0,2.86,3.15,1e-06,1e-06,CLE,CLE
MIA201404200,2014-04-20,MIA,SEA,0,0,3.16,2.27,1e-06,1e-06,MIA,MIA
NYN201404200,2014-04-20,NYN,ATL,1,0,5.66,7.64,1e-06,1e-06,NYN,NYN
OAK201404200,2014-04-20,OAK,HOU,2,0,3.45,4.72,1e-06,1e-06,OAK,OAK
SDN201404200,2014-04-20,SDN,SFN,0,2,4.99,4.74,1e-06,1e-06,SDN,SDN
COL201404200,2014-04-20,COL,PHI,1,1,4.87,3.8,1e-06,1e-06,COL,COL
KCA201404200,2014-04-20,KCA,MIN,0,2,3.2,3.52,1e-06,1e-06,KCA,KCA
