player_id,last,first,bats,throws,team_id,pos,player_name,year,team_name
bailb101,Bailey,Bill,L,L,SLA,P,Bill Bailey,1909,"A,St.Louis,Browns"
crigl101,Criger,Lou,R,R,SLA,C,Lou Criger,1909,"A,St.Louis,Browns"
crisd101,Criss,Dode,L,R,SLA,P,Dode Criss,1909,"A,St.Louis,Browns"
cromn101,Crompton,Ned,L,L,SLA,OF,Ned Crompton,1909,"A,St.Louis,Browns"
devow101,Devoy,Walt,R,R,SLA,OF,Walt Devoy,1909,"A,St.Louis,Browns"
dinnb101,Dinneen,Bill,R,R,SLA,P,Bill Dinneen,1909,"A,St.Louis,Browns"
ferrh101,Ferris,Hobe,R,R,SLA,3B,Hobe Ferris,1909,"A,St.Louis,Browns"
gillj101,Gilligan,Jack,B,R,SLA,P,Jack Gilligan,1909,"A,St.Louis,Browns"
grahb102,Grahame,Bill,?,L,SLA,P,Bill Grahame,1909,"A,St.Louis,Browns"
griga101,Griggs,Art,R,R,SLA,1B,Art Griggs,1909,"A,St.Louis,Browns"
hartr102,Hartzell,Roy,L,R,SLA,OF,Roy Hartzell,1909,"A,St.Louis,Browns"
hoffd101,Hoffman,Danny,L,L,SLA,OF,Danny Hoffman,1909,"A,St.Louis,Browns"
howeh101,Howell,Harry,R,R,SLA,P,Harry Howell,1909,"A,St.Louis,Browns"
jonet103,Jones,Tom,R,R,SLA,1B,Tom Jones,1909,"A,St.Louis,Browns"
killb101,Killefer,Bill,R,R,SLA,C,Bill Killefer,1909,"A,St.Louis,Browns"
kusee101,Kusel,Ed,?,R,SLA,P,Ed Kusel,1909,"A,St.Louis,Browns"
mcalj101,McAleese,Jack,R,R,SLA,OF,Jack McAleese,1909,"A,St.Louis,Browns"
mccob103,McCorry,Bill,L,R,SLA,P,Bill McCorry,1909,"A,St.Louis,Browns"
patth103,Patterson,Ham,R,R,SLA,1B,Ham Patterson,1909,"A,St.Louis,Browns"
peltb101,Pelty,Barney,R,R,SLA,P,Barney Pelty,1909,"A,St.Louis,Browns"
powej105,Powell,Jack,R,R,SLA,P,Jack Powell,1909,"A,St.Louis,Browns"
rosec102,Rose,Chuck,L,L,SLA,P,Chuck Rose,1909,"A,St.Louis,Browns"
rossc101,Rossman,Claude,L,L,SLA,OF,Claude Rossman,1909,"A,St.Louis,Browns"
schwa102,Schweitzer,Al,R,R,SLA,OF,Al Schweitzer,1909,"A,St.Louis,Browns"
shotb101,Shotton,Burt,L,R,SLA,OF,Burt Shotton,1909,"A,St.Louis,Browns"
smitw101,Smith,Wib,L,R,SLA,C,Wib Smith,1909,"A,St.Louis,Browns"
stepj104,Stephens,Jim,R,R,SLA,C,Jim Stephens,1909,"A,St.Louis,Browns"
stong101,Stone,George,L,L,SLA,OF,George Stone,1909,"A,St.Louis,Browns"
strep101,Stremmel,Phil,R,R,SLA,P,Phil Stremmel,1909,"A,St.Louis,Browns"
waddr101,Waddell,Rube,R,L,SLA,P,Rube Waddell,1909,"A,St.Louis,Browns"
wallb101,Wallace,Bobby,R,R,SLA,SS,Bobby Wallace,1909,"A,St.Louis,Browns"
willj106,Williams,Jimmy,R,R,SLA,2B,Jimmy Williams,1909,"A,St.Louis,Browns"
alpew101,Alpermann,Whitey,R,R,BRO,2B,Whitey Alpermann,1909,"N,Brooklyn,Dodgers"
bellg101,Bell,George,R,R,BRO,P,George Bell,1909,"N,Brooklyn,Dodgers"
bergb102,Bergen,Bill,R,R,BRO,C,Bill Bergen,1909,"N,Brooklyn,Dodgers"
burca101,Burch,Al,L,R,BRO,OF,Al Burch,1909,"N,Brooklyn,Dodgers"
cattt101,Catterson,Tom,L,L,BRO,OF,Tom Catterson,1909,"N,Brooklyn,Dodgers"
clemw101,Clement,Wally,L,R,BRO,OF,Wally Clement,1909,"N,Brooklyn,Dodgers"
dente101,Dent,Eddie,R,R,BRO,P,Eddie Dent,1909,"N,Brooklyn,Dodgers"
downr102,Downey,Red,L,L,BRO,OF,Red Downey,1909,"N,Brooklyn,Dodgers"
dunnj101,Dunn,Joe,R,R,BRO,C,Joe Dunn,1909,"N,Brooklyn,Dodgers"
finlp101,Finlayson,Pembroke,R,R,BRO,P,Pembroke Finlayson,1909,"N,Brooklyn,Dodgers"
flets101,Fletcher,Sam,?,R,BRO,P,Sam Fletcher,1909,"N,Brooklyn,Dodgers"
hummj101,Hummel,John,R,R,BRO,1B,John Hummel,1909,"N,Brooklyn,Dodgers"
huntg101,Hunter,George,B,L,BRO,OF,George Hunter,1909,"N,Brooklyn,Dodgers"
jordt101,Jordan,Tim,L,L,BRO,1B,Tim Jordan,1909,"N,Brooklyn,Dodgers"
knete101,Knetzer,Elmer,R,R,BRO,P,Elmer Knetzer,1909,"N,Brooklyn,Dodgers"
kustj101,Kustus,Jul,R,R,BRO,OF,Jul Kustus,1909,"N,Brooklyn,Dodgers"
