game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
BOS192904230,BOS,NYA,0,0,,D,morre102,pipgg101,BOS
BOS192904240,BOS,NYA,0,0,,D,hoytw101,ruffr101,NYA
BOS192904260,BOS,WS1,0,0,,D,russj103,liska101,BOS
BOS192904270,BOS,WS1,0,0,,D,braxg101,macfd101,WS1
BOS192904280,BOS,PHA,0,1,,D,romme101,ruffr101,PHA
BOS192904300,BOS,PHA,0,0,,D,morre102,earng101,BOS
BOS192905010,BOS,PHA,2,4,,D,grovl101,gastm101,PHA
BOS192905020,BOS,PHA,0,0,,D,grovl101,russj103,PHA
BOS192905230,BOS,NYA,0,0,,D,heimf101,gastm101,NYA
BOS192905240,BOS,NYA,0,0,,D,macfd101,pennh101,BOS
BOS192905251,BOS,NYA,0,2,,D,baynb101,thomm101,BOS
BOS192905252,BOS,NYA,0,1,,D,zacht101,ruffr101,NYA
BOS192905260,BOS,NYA,0,0,,D,hoytw101,morre102,NYA
BOS192905280,BOS,PHA,0,1,,D,gastm101,shorb102,BOS
BOS192905290,BOS,PHA,0,0,,D,earng101,macfd101,PHA
BOS192905301,BOS,PHA,0,2,,D,grovl101,russj103,PHA
BOS192905302,BOS,PHA,0,4,,D,quinj102,ruffr101,PHA
BOS192906010,BOS,CLE,0,0,,D,millj109,morre102,CLE
BOS192906020,BOS,CLE,4,1,,D,gastm101,shauj101,BOS
BOS192906040,BOS,CLE,0,2,,D,zinnj101,ruffr101,CLE
BOS192906050,BOS,CHA,0,0,,D,macfd101,thomt103,BOS
BOS192906060,BOS,CHA,1,0,,D,adkig101,morre102,CHA
BOS192906081,BOS,CHA,0,0,,D,lyont102,russj103,CHA
BOS192906082,BOS,CHA,1,0,,D,gastm101,faber101,BOS
BOS192906090,BOS,DET,0,0,,D,morre102,uhleg101,BOS
BOS192906100,BOS,DET,0,0,,D,sorrv101,ruffr101,DET
BOS192906110,BOS,DET,0,0,,D,carro101,macfd101,DET
BOS192906130,BOS,SLA,0,0,,D,gastm101,collr104,BOS
BOS192906140,BOS,SLA,2,1,,D,crowg102,ruffr101,SLA
BOS192906150,BOS,SLA,0,0,,D,blaeg101,morre102,SLA
BOS192906171,BOS,DET,1,1,,D,ruffr101,carro101,BOS
BOS192906270,BOS,WS1,1,0,,D,morre102,liska101,BOS
BOS192906280,BOS,WS1,0,0,,D,russj103,thomm101,BOS
BOS192906290,BOS,WS1,1,1,,D,ruffr101,burkb102,BOS
BOS192906300,BOS,NYA,2,1,,D,welle101,macfd101,NYA
BOS192907230,BOS,SLA,0,0,,D,crowg102,macfd101,SLA
BOS192907240,BOS,SLA,0,1,,D,morre102,kimsc101,BOS
BOS192907270,BOS,DET,0,0,,D,ruffr101,sorrv101,BOS
BOS192907280,BOS,DET,0,0,,D,grahs101,russj103,DET
BOS192907300,BOS,CLE,0,3,,D,ferrw101,morre102,CLE
BOS192907311,BOS,CLE,0,0,,D,macfd101,millj109,BOS
BOS192907312,BOS,CLE,0,0,,D,hudlw101,gastm101,CLE
BOS192908010,BOS,CLE,0,2,,D,zinnj101,ruffr101,CLE
BOS192908020,BOS,CHA,0,1,,D,gastm101,faber101,BOS
BOS192908030,BOS,CHA,0,2,,D,thomt103,ruffr101,CHA
BOS192908040,BOS,CHA,1,0,,D,morre102,walse102,BOS
BOS192908070,BOS,WS1,0,1,,D,thomm101,macfd101,WS1
BOS192908080,BOS,WS1,1,0,,D,browl101,gastm101,WS1
BOS192909010,BOS,NYA,0,1,,D,zacht101,baynb101,NYA
BOS192909021,BOS,WS1,0,0,,D,thomm101,macfd101,WS1
BOS192909022,BOS,WS1,2,0,,D,gastm101,hadlb101,BOS
BOS192909030,BOS,WS1,0,2,,D,marbf101,morre102,WS1
BOS192909040,BOS,WS1,0,0,,D,russj103,jones104,BOS
BOS192909070,BOS,SLA,0,0,,D,ruffr101,crowg102,BOS
BOS192909081,BOS,SLA,0,0,,D,morre102,blaeg101,BOS
BOS192909082,BOS,SLA,0,0,,D,,,SLA
BOS192909090,BOS,SLA,0,1,,D,macfd101,ogdej101,BOS
BOS192909101,BOS,SLA,0,4,,D,collr104,russj103,SLA
BOS192909102,BOS,SLA,0,1,,D,coffd101,russj103,SLA
BOS192909110,BOS,DET,1,0,,D,gastm101,pagep101,BOS
BOS192909120,BOS,DET,0,0,,D,herra101,morre102,DET
BOS192909140,BOS,DET,0,0,,D,carro101,gastm101,DET
BOS192909152,BOS,CHA,0,1,,D,mckah101,russj103,CHA
BOS192909160,BOS,CHA,0,1,,D,ruffr101,thomt103,BOS
BOS192909170,BOS,CHA,3,0,,D,carre101,walse102,BOS
BOS192909190,BOS,CLE,1,0,,D,gastm101,hudlw101,BOS
BOS192909200,BOS,CLE,0,0,,D,hollk101,macfd101,CLE
BOS192909210,BOS,CLE,0,1,,D,baynb101,browc103,BOS
BOS192909220,BOS,CLE,0,0,,D,ferrw101,gastm101,CLE
BOS192909240,BOS,NYA,0,0,,D,zacht101,baynb101,NYA
BOS192909250,BOS,NYA,2,2,,D,pipgg101,gastm101,NYA
BOS192909260,BOS,PHA,0,3,,D,earng101,russj103,PHA
BOS192909280,BOS,PHA,0,0,,D,shorb102,macfd101,PHA
BOS192909290,BOS,PHA,0,0,,D,ruffr101,grovl101,BOS
BRO192904210,BRO,PHI,0,0,,D,ferga101,mcwed101,PHI
BRO192904230,BRO,BSN,0,0,,D,vancd101,jonep101,BRO
BRO192904240,BRO,BSN,0,2,,D,ellij103,brane101,BRO
BRO192904260,BRO,PHI,3,0,,D,mcwed101,bengr101,BRO
BRO192904270,BRO,PHI,0,0,,D,willc102,clarw101,PHI
BRO192904280,BRO,BSN,0,1,,D,jonep101,ellij103,BSN
BRO192904300,BRO,NY1,0,0,,D,vancd101,walkb101,BRO
BRO192905040,BRO,CIN,0,0,,D,lucar102,koupl101,CIN
BRO192905050,BRO,CIN,1,0,,D,vancd101,donop102,BRO
BRO192905060,BRO,CIN,5,2,,D,clarw101,may-j102,BRO
BRO192905070,BRO,CHN,0,0,,D,nehfa101,mcwed101,CHN
BRO192905080,BRO,CHN,1,0,,D,bushg101,mcwed101,CHN
BRO192905090,BRO,CHN,0,6,,D,malop103,ballw101,CHN
BRO192905100,BRO,SLN,0,0,,D,johns101,vancd101,SLN
BRO192905110,BRO,SLN,0,0,,D,hainj101,clarw101,SLN
BRO192905120,BRO,SLN,0,1,,D,sherb101,mcwed101,SLN
BRO192905130,BRO,PIT,2,0,,D,frenl101,ellij103,PIT
BRO192905150,BRO,PIT,1,0,,D,grimb101,clarw101,PIT
BRO192905200,BRO,NY1,2,0,,D,clarw101,hubbc101,BRO
BRO192905221,BRO,NY1,1,1,,D,dudlc101,bentl101,BRO
BRO192905222,BRO,NY1,3,0,,D,fitzf101,mcwed101,NY1
BRO192905240,BRO,PHI,0,0,,D,clarw101,sweel101,BRO
BRO192905250,BRO,PHI,0,1,,D,dudlc101,collp102,BRO
BRO192905260,BRO,PHI,0,0,,D,mcwed101,ellih102,BRO
BRO192906090,BRO,PIT,1,0,,D,dudlc101,pettj103,BRO
BRO192906160,BRO,NY1,2,1,,D,hubbc101,dudlc101,NY1
BRO192906181,BRO,NY1,5,2,,D,morrj105,maysc101,BRO
BRO192906182,BRO,NY1,2,0,,D,mcwed101,scotj101,BRO
BRO192906230,BRO,NY1,0,0,,D,moorc101,walkb101,BRO
BRO192906270,BRO,BSN,0,0,,D,ballw101,seibs101,BRO
BRO192906291,BRO,BSN,0,0,,D,clarw101,jonep101,BRO
BRO192906292,BRO,BSN,2,0,,D,morrj105,cantb102,BRO
BRO192906301,BRO,BSN,2,1,,D,vancd101,cunnb104,BRO
BRO192906302,BRO,BSN,0,1,,D,smitb110,ballw101,BSN
BRO192907041,BRO,PHI,0,3,,D,sweel101,dudlc101,PHI
BRO192907042,BRO,PHI,0,0,,D,morrj105,roy-l101,BRO
BRO192907070,BRO,PIT,0,5,,D,brame101,dudlc101,PIT
BRO192907080,BRO,PIT,0,0,,D,grimb101,morrj105,PIT
BRO192907090,BRO,PIT,0,0,,D,kremr101,dudlc101,PIT
BRO192907100,BRO,SLN,1,0,,D,clarw101,hainj101,BRO
BRO192907110,BRO,SLN,1,1,,D,sherb101,mossr101,SLN
BRO192907120,BRO,SLN,0,0,,D,vancd101,haidh101,BRO
BRO192907130,BRO,SLN,0,0,,D,morrj105,hollm101,BRO
BRO192907140,BRO,CIN,1,0,,D,luqud101,dudlc101,CIN
BRO192907150,BRO,CIN,1,0,,D,clarw101,kolpr101,BRO
BRO192907161,BRO,CIN,0,0,,D,lucar102,vancd101,CIN
BRO192907162,BRO,CIN,1,1,,D,rixee101,morrj105,CIN
BRO192907170,BRO,CIN,1,0,,D,mcwed101,ash-k101,BRO
BRO192907180,BRO,CHN,2,7,,D,carlh101,dudlc101,CHN
BRO192907201,BRO,CHN,3,0,,D,bushg101,clarw101,CHN
BRO192907202,BRO,CHN,0,0,,D,blaks101,morrj105,CHN
BRO192907210,BRO,CHN,0,0,,D,vancd101,malop103,BRO
BRO192908101,BRO,PIT,0,0,,D,pettj103,clarw101,PIT
BRO192908102,BRO,PIT,2,0,,D,vancd101,meinh101,BRO
BRO192908110,BRO,PIT,0,0,,D,mossr101,kremr101,BRO
BRO192908120,BRO,PIT,0,1,,D,morrj105,hillc102,BRO
BRO192908151,BRO,CHN,0,1,,D,bushg101,mcwed101,CHN
BRO192908152,BRO,CHN,2,0,,D,vancd101,blaks101,BRO
BRO192908160,BRO,CHN,0,0,,D,mossr101,rootc101,BRO
BRO192908170,BRO,CHN,0,2,,D,nehfa101,dudlc101,CHN
BRO192908180,BRO,SLN,2,0,,D,clarw101,hainj101,BRO
BRO192908201,BRO,SLN,0,0,,D,sherb101,vancd101,SLN
BRO192908202,BRO,SLN,3,0,,D,mossr101,johns101,BRO
BRO192908210,BRO,SLN,1,0,,D,dudlc101,mitcc102,BRO
BRO192908220,BRO,CIN,0,1,,D,morrj105,rixee101,BRO
BRO192908241,BRO,CIN,0,1,,D,may-j102,vancd101,CIN
BRO192908242,BRO,CIN,4,0,,D,mossr101,ash-k101,BRO
BRO192908250,BRO,PHI,0,0,,D,sweel101,clarw101,PHI
BRO192908290,BRO,NY1,0,0,,D,walkb101,mossr101,NY1
BRO192908300,BRO,NY1,0,0,,D,vancd101,hubbc101,BRO
BRO192908310,BRO,NY1,1,0,,D,clarw101,fitzf101,BRO
BRO192909011,BRO,PHI,0,5,,D,smyth101,dudlc101,PHI
BRO192909012,BRO,PHI,1,3,,D,sweel101,dudlc101,PHI
BRO192909021,BRO,BSN,0,1,,D,mossr101,brane101,BRO
BRO192909022,BRO,BSN,4,0,,D,clarw101,jonep101,BRO
BRO192909080,BRO,PIT,1,0,,D,vancd101,frenl101,BRO
BRO192909290,BRO,BSN,1,0,,D,morrj105,jonep101,BRO
BSN192904180,BSN,BRO,2,0,,D,smitb110,clarw101,BSN
BSN192904191,BSN,BRO,0,0,,D,hearb101,pattj101,BSN
