game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
BOS201704030,1.0,0.0,fraza001,22,2.0,2.0,FBFBX,7/F7LS
BOS201704030,1.0,0.0,marts002,12,1.0,2.0,CTBX,43/G4
BOS201704030,1.0,0.0,mccua001,01,0.0,1.0,FX,8/F8LD
BOS201704030,1.0,1.0,pedrd001,00,0.0,0.0,X,63/G6+
BOS201704030,1.0,1.0,benia002,32,3.0,2.0,BCFBBFT,K
BOS201704030,1.0,1.0,bettm001,10,1.0,0.0,BX,7/L78M
BOS201704030,2.0,0.0,polag001,01,0.0,1.0,SX,S8/G6+
BOS201704030,2.0,0.0,freed001,00,0.0,0.0,>B,CS2(24)
BOS201704030,2.0,0.0,freed001,20,2.0,0.0,>B.BX,S1/G13-
BOS201704030,2.0,0.0,cervf001,32,3.0,2.0,BBFB1F>F>B,W.1-2
BOS201704030,2.0,0.0,bellj005,02,0.0,2.0,SCX,7/F7M
BOS201704030,2.0,0.0,harrj002,22,2.0,2.0,CBBFFS,K
BOS201704030,2.0,1.0,ramih003,22,2.0,2.0,BBCFX,S8/L8RM
BOS201704030,2.0,1.0,morem001,22,2.0,2.0,BBFFS,K
BOS201704030,2.0,1.0,bogax001,11,1.0,1.0,1BCX,46(1)3/GDP/G4
BOS201704030,3.0,0.0,mercj002,01,0.0,1.0,CX,53/G5L-
BOS201704030,3.0,0.0,fraza001,02,0.0,2.0,CCX,S9/G34+
BOS201704030,3.0,0.0,marts002,12,1.0,2.0,BF1FX,4/F3-
BOS201704030,3.0,0.0,mccua001,22,2.0,2.0,SBFB>T,K
BOS201704030,3.0,1.0,bradj001,11,1.0,1.0,CBX,43/G4+
BOS201704030,3.0,1.0,sandp001,01,0.0,1.0,SX,7/F78D+
BOS201704030,3.0,1.0,leons001,22,2.0,2.0,BFBFFX,43/G4MD+
BOS201704030,4.0,0.0,polag001,01,0.0,1.0,FX,43/G34
BOS201704030,4.0,0.0,freed001,00,0.0,0.0,X,8/F78XD+
BOS201704030,4.0,0.0,cervf001,21,2.0,1.0,FBBX,8/F8RXD+
BOS201704030,4.0,1.0,pedrd001,01,0.0,1.0,CX,43/G4+
BOS201704030,4.0,1.0,benia002,12,1.0,2.0,CFFFBX,7/F7LSF
BOS201704030,4.0,1.0,bettm001,32,3.0,2.0,CBBCBB,W
BOS201704030,4.0,1.0,ramih003,01,0.0,1.0,F11X,8/L8LD+
BOS201704030,5.0,0.0,bellj005,22,2.0,2.0,CBBFX,5/F5F-
BOS201704030,5.0,0.0,harrj002,00,0.0,0.0,X,63/G6+
BOS201704030,5.0,0.0,mercj002,12,1.0,2.0,CCBFC,K
BOS201704030,5.0,1.0,morem001,10,1.0,0.0,BX,53/G34
BOS201704030,5.0,1.0,bogax001,10,1.0,0.0,BX,9/F9S
BOS201704030,5.0,1.0,bradj001,21,2.0,1.0,CBBX,T9/L9LD+
BOS201704030,5.0,1.0,sandp001,11,1.0,1.0,BSX,S6/G6.3-H
BOS201704030,5.0,1.0,leons001,00,0.0,0.0,X,S1/BG56S+.1-2
BOS201704030,5.0,1.0,pedrd001,20,2.0,0.0,BBX,S8/G6M+.2-H;1-2
BOS201704030,5.0,1.0,benia002,22,2.0,2.0,BFC*BX,HR/F9D+.2-H;1-H
BOS201704030,5.0,1.0,bettm001,20,2.0,0.0,BBX,S6/G6+.B-2(E6)
BOS201704030,5.0,1.0,ramih003,11,1.0,1.0,FBX,4/F34D-
BOS201704030,6.0,0.0,fraza001,31,3.0,1.0,BBBCX,E5/G6S-
BOS201704030,6.0,0.0,marts002,21,2.0,1.0,BCBX,8/F8LXD+
BOS201704030,6.0,0.0,mccua001,12,1.0,2.0,FF*BS,K
BOS201704030,6.0,0.0,polag001,12,1.0,2.0,CFBC,K
BOS201704030,6.0,1.0,morem001,00,0.0,0.0,,NP
BOS201704030,6.0,1.0,morem001,22,2.0,2.0,.CFFBBFX,43/G4
BOS201704030,6.0,1.0,bogax001,32,3.0,2.0,CBBCBFFFX,S18/G15+
BOS201704030,6.0,1.0,bradj001,01,0.0,1.0,1CX,43/G34+.1-2
BOS201704030,6.0,1.0,sandp001,02,0.0,2.0,FF>B,SB3
BOS201704030,6.0,1.0,sandp001,22,2.0,2.0,FF>B.BS,K
BOS201704030,7.0,0.0,freed001,21,2.0,1.0,BBCX,S6/G56
BOS201704030,7.0,0.0,cervf001,31,3.0,1.0,BBCBX,D7/F7D.1-3
