game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA201704070,2017-04-07,ANA,SEA,1,0
ANA201704110,2017-04-11,ANA,TEX,0,1
ANA201704210,2017-04-21,ANA,TOR,0,0
ANA201704250,2017-04-25,ANA,OAK,0,0
ANA201705050,2017-05-05,ANA,HOU,0,0
ANA201705110,2017-05-11,ANA,DET,0,3
ANA201705150,2017-05-15,ANA,CHA,0,0
ANA201705290,2017-05-29,ANA,ATL,0,0
ANA201706010,2017-06-01,ANA,MIN,0,0
ANA201706120,2017-06-12,ANA,NYA,1,0
ANA201706150,2017-06-15,ANA,KCA,1,0
ANA201706280,2017-06-28,ANA,LAN,0,0
ANA201706300,2017-06-30,ANA,SEA,0,0
ANA201707140,2017-07-14,ANA,TBA,0,1
ANA201707180,2017-07-18,ANA,WAS,1,1
ANA201707210,2017-07-21,ANA,BOS,0,5
ANA201708010,2017-08-01,ANA,PHI,0,1
ANA201708040,2017-08-04,ANA,OAK,0,0
ANA201708070,2017-08-07,ANA,BAL,0,0
ANA201708210,2017-08-21,ANA,TEX,0,1
ANA201708250,2017-08-25,ANA,HOU,1,0
ANA201708280,2017-08-28,ANA,OAK,1,0
ANA201709120,2017-09-12,ANA,HOU,0,0
ANA201709150,2017-09-15,ANA,TEX,0,0
ANA201709190,2017-09-19,ANA,CLE,0,0
ANA201709290,2017-09-29,ANA,SEA,1,0
ARI201704040,2017-04-04,ARI,SFN,0,0
ARI201704070,2017-04-07,ARI,CLE,0,1
ARI201704210,2017-04-21,ARI,LAN,1,2
ARI201704240,2017-04-24,ARI,SDN,1,0
ARI201704280,2017-04-28,ARI,COL,0,1
ARI201705090,2017-05-09,ARI,DET,0,1
ARI201705110,2017-05-11,ARI,PIT,0,0
ARI201705150,2017-05-15,ARI,NYN,0,0
ARI201705220,2017-05-22,ARI,CHA,0,0
ARI201706060,2017-06-06,ARI,SDN,2,0
ARI201706090,2017-06-09,ARI,MIL,3,3
ARI201706230,2017-06-23,ARI,PHI,0,1
ARI201706270,2017-06-27,ARI,SLN,0,1
ARI201706300,2017-06-30,ARI,COL,1,1
ARI201707070,2017-07-07,ARI,CIN,0,0
ARI201707210,2017-07-21,ARI,WAS,4,0
ARI201707240,2017-07-24,ARI,ATL,0,0
ARI201708080,2017-08-08,ARI,LAN,0,0
ARI201708110,2017-08-11,ARI,CHN,0,2
ARI201708140,2017-08-14,ARI,HOU,0,0
ARI201708250,2017-08-25,ARI,SFN,0,0
ARI201708290,2017-08-29,ARI,LAN,5,0
ARI201709080,2017-09-08,ARI,SDN,0,0
ARI201709110,2017-09-11,ARI,COL,0,0
ARI201709220,2017-09-22,ARI,MIA,3,2
ARI201709250,2017-09-25,ARI,SFN,1,0
ATL201704140,2017-04-14,ATL,SDN,2,0
ATL201704180,2017-04-18,ATL,WAS,0,0
ATL201705010,2017-05-01,ATL,NYN,1,1
ATL201705050,2017-05-05,ATL,SLN,0,1
ATL201705170,2017-05-17,ATL,TOR,6,0
ATL201705190,2017-05-19,ATL,WAS,0,0
ATL201705220,2017-05-22,ATL,PIT,0,0
ATL201706050,2017-06-05,ATL,PHI,0,3
ATL201706090,2017-06-09,ATL,NYN,0,0
ATL201706160,2017-06-16,ATL,MIA,0,1
ATL201706190,2017-06-19,ATL,SFN,0,0
ATL201706230,2017-06-23,ATL,MIL,2,0
ATL201707040,2017-07-04,ATL,HOU,0,0
ATL201707140,2017-07-14,ATL,ARI,1,0
ATL201707170,2017-07-17,ATL,CHN,0,0
ATL201708010,2017-08-01,ATL,LAN,0,0
ATL201708040,2017-08-04,ATL,MIA,1,0
ATL201708080,2017-08-08,ATL,PHI,1,0
ATL201708180,2017-08-18,ATL,CIN,0,0
ATL201708210,2017-08-21,ATL,SEA,0,0
ATL201708250,2017-08-25,ATL,COL,2,0
ATL201709040,2017-09-04,ATL,TEX,0,1
ATL201709070,2017-09-07,ATL,MIA,0,3
ATL201709150,2017-09-15,ATL,NYN,0,0
ATL201709190,2017-09-19,ATL,WAS,0,0
ATL201709220,2017-09-22,ATL,PHI,5,0
BAL201704050,2017-04-05,BAL,TOR,0,0
BAL201704070,2017-04-07,BAL,NYA,1,1
BAL201704210,2017-04-21,BAL,BOS,0,0
BAL201704240,2017-04-24,BAL,TBA,0,1
BAL201705050,2017-05-05,BAL,CHA,1,0
BAL201705080,2017-05-08,BAL,WAS,4,0
BAL201705190,2017-05-19,BAL,TOR,0,0
BAL201705220,2017-05-22,BAL,MIN,0,0
BAL201705290,2017-05-29,BAL,NYA,1,0
BAL201706010,2017-06-01,BAL,BOS,2,0
BAL201706060,2017-06-06,BAL,PIT,1,0
BAL201706160,2017-06-16,BAL,SLN,0,0
BAL201706190,2017-06-19,BAL,CLE,0,0
BAL201706300,2017-06-30,BAL,TBA,0,0
BAL201707140,2017-07-14,BAL,CHN,0,4
BAL201707170,2017-07-17,BAL,TEX,0,0
BAL201707210,2017-07-21,BAL,HOU,0,3
BAL201707310,2017-07-31,BAL,KCA,0,1
BAL201708030,2017-08-03,BAL,DET,0,2
BAL201708180,2017-08-18,BAL,ANA,0,3
BAL201708210,2017-08-21,BAL,OAK,0,0
BAL201708280,2017-08-28,BAL,SEA,0,0
BAL201708310,2017-08-31,BAL,TOR,2,0
BAL201709040,2017-09-04,BAL,NYA,1,0
BAL201709180,2017-09-18,BAL,BOS,1,0
BAL201709210,2017-09-21,BAL,TBA,3,0
BOS201704050,2017-04-05,BOS,PIT,0,0
BOS201704110,2017-04-11,BOS,BAL,0,0
BOS201704130,2017-04-13,BOS,PIT,0,2
BOS201704140,2017-04-14,BOS,TBA,0,0
BOS201704260,2017-04-26,BOS,NYA,0,0
BOS201704280,2017-04-28,BOS,CHN,5,1
BOS201705010,2017-05-01,BOS,BAL,0,0
BOS201705120,2017-05-12,BOS,TBA,0,0
BOS201705230,2017-05-23,BOS,TEX,0,0
BOS201705260,2017-05-26,BOS,SEA,0,0
BOS201706090,2017-06-09,BOS,DET,0,2
BOS201706120,2017-06-12,BOS,PHI,0,4
BOS201706230,2017-06-23,BOS,ANA,3,0
BOS201706260,2017-06-26,BOS,MIN,2,0
BOS201707140,2017-07-14,BOS,NYA,0,0
BOS201707170,2017-07-17,BOS,TOR,0,2
BOS201707280,2017-07-28,BOS,KCA,0,0
BOS201707310,2017-07-31,BOS,CLE,0,0
BOS201708030,2017-08-03,BOS,CHA,4,0
BOS201708140,2017-08-14,BOS,CLE,0,0
BOS201708150,2017-08-15,BOS,SLN,1,0
BOS201708180,2017-08-18,BOS,NYA,0,0
BOS201708250,2017-08-25,BOS,BAL,0,2
BOS201709040,2017-09-04,BOS,TOR,0,3
BOS201709080,2017-09-08,BOS,TBA,3,0
BOS201709120,2017-09-12,BOS,OAK,0,1
BOS201709250,2017-09-25,BOS,TOR,2,1
BOS201709280,2017-09-28,BOS,HOU,0,3
CHA201704060,2017-04-06,CHA,DET,0,0
CHA201704070,2017-04-07,CHA,MIN,1,0
CHA201704210,2017-04-21,CHA,CLE,0,0
CHA201704240,2017-04-24,CHA,KCA,0,0
CHA201705090,2017-05-09,CHA,MIN,0,0
CHA201705120,2017-05-12,CHA,SDN,0,1
CHA201705260,2017-05-26,CHA,DET,0,0
CHA201705290,2017-05-29,CHA,BOS,0,1
CHA201706120,2017-06-12,CHA,BAL,0,0
CHA201706230,2017-06-23,CHA,OAK,0,2
CHA201706260,2017-06-26,CHA,NYA,0,0
CHA201706300,2017-06-30,CHA,TEX,2,0
CHA201707140,2017-07-14,CHA,SEA,0,0
CHA201707180,2017-07-18,CHA,LAN,0,1
CHA201707260,2017-07-26,CHA,CHN,0,0
CHA201707280,2017-07-28,CHA,CLE,0,0
CHA201707310,2017-07-31,CHA,TOR,0,1
CHA201708080,2017-08-08,CHA,HOU,3,0
CHA201708110,2017-08-11,CHA,KCA,1,0
CHA201708211,2017-08-21,CHA,MIN,2,1
CHA201708250,2017-08-25,CHA,DET,1,0
CHA201709010,2017-09-01,CHA,TBA,0,2
CHA201709040,2017-09-04,CHA,CLE,0,0
CHA201709080,2017-09-08,CHA,SFN,0,0
CHA201709220,2017-09-22,CHA,KCA,0,0
CHA201709250,2017-09-25,CHA,ANA,2,0
CHN201704100,2017-04-10,CHN,LAN,0,0
CHN201704140,2017-04-14,CHN,PIT,0,0
