game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,htbf
BOS201704300,CHN,BOS,BOS07,2017/04/30,0,8:10PM,night,true,drecb901,bakej902,everm901,welkb901,park,pitches,shalm701,47,rtol,10,unknown,unknown,unknown,208,36916,barnm001,uehak001,,
BOS201705010,BAL,BOS,BOS07,2017/05/01,0,7:10PM,night,true,gibsg901,reybd901,holbs901,wolfj901,park,pitches,ellib701,47,fromcf,9,unknown,unknown,unknown,190,33489,bundd001,porcr001,bracb001,
BOS201705020,BAL,BOS,BOS07,2017/05/02,0,7:09PM,night,true,reybd901,holbs901,wolfj901,gibsg901,park,pitches,ellib701,63,tocf,9,unknown,unknown,cloudy,153,32932,salec001,ashea001,kimbc001,
BOS201705030,BAL,BOS,BOS07,2017/05/03,0,7:10PM,night,true,holbs901,wolfj901,gibsg901,reybd901,park,pitches,shalm701,57,torf,18,unknown,unknown,unknown,204,33162,pomed001,gausk001,kimbc001,
BOS201705040,BAL,BOS,BOS07,2017/05/04,0,7:12PM,night,true,wolfj901,gibsg901,reybd901,holbs901,park,pitches,shalm701,52,rtol,17,unknown,unknown,cloudy,201,36563,wilst004,kendk001,,
BOS201705120,TBA,BOS,BOS07,2017/05/12,0,7:09PM,night,true,blasc901,nelsj901,diazl901,eddid901,park,pitches,shalm701,50,fromrf,10,unknown,unknown,cloudy,204,36496,cobba001,porcr001,coloa001,
BOS201705130,TBA,BOS,BOS07,2017/05/13,0,1:05PM,day,true,nelsj901,diazl901,eddid901,blasc901,park,pitches,scogc701,51,fromrf,15,unknown,unknown,unknown,174,35447,salec001,snelb001,kimbc001,
BOS201705140,TBA,BOS,BOS07,2017/05/14,0,1:35PM,day,true,diazl901,eddid901,blasc901,nelsj901,park,pitches,shalm701,48,fromlf,20,unknown,unknown,unknown,272,35080,andrm001,pomed001,,
BOS201705230,TEX,BOS,BOS07,2017/05/23,0,7:11PM,night,true,welkb901,marqa901,fairc901,rackd901,park,pitches,ellib701,61,fromrf,7,unknown,unknown,unknown,203,34769,porcr001,casha001,,
BOS201705240,TEX,BOS,BOS07,2017/05/24,0,7:10PM,night,true,marqa901,fairc901,rackd901,welkb901,park,pitches,scogc701,58,fromrf,9,unknown,unknown,cloudy,179,36089,salec001,dysos001,,
BOS201705250,TEX,BOS,BOS07,2017/05/25,0,7:38PM,night,true,fairc901,rackd901,welkb901,marqa901,park,pitches,scogc701,52,fromcf,16,wet,rain,unknown,203,33484,pomed001,martn002,,
BOS201705260,SEA,BOS,BOS07,2017/05/26,0,7:10PM,night,true,blakr901,drecb901,everm901,bakej902,park,pitches,scogc701,59,torf,10,unknown,unknown,unknown,191,35080,rodre004,gally001,kimbc001,
BOS201705270,SEA,BOS,BOS07,2017/05/27,0,4:05PM,day,true,drecb901,everm901,bakej902,blakr901,park,pitches,scogc701,59,fromrf,14,unknown,unknown,cloudy,143,36985,johnb004,whalr001,,
BOS201705280,SEA,BOS,BOS07,2017/05/28,0,1:36PM,day,true,everm901,bakej902,blakr901,drecb901,park,pitches,shalm701,62,fromrf,15,unknown,unknown,cloudy,194,37174,bergc001,porcr001,,
BOS201706090,DET,BOS,BOS07,2017/06/09,0,7:09PM,night,true,fairc901,rackd901,marqa901,welkb901,park,pitches,scogc701,71,tolf,12,unknown,unknown,cloudy,216,36853,barnm001,wilsa001,kimbc001,
BOS201706100,DET,BOS,BOS07,2017/06/10,0,7:15PM,night,true,rackd901,marqa901,welkb901,fairc901,park,pitches,shalm701,78,tolf,14,unknown,unknown,cloudy,219,37162,salec001,saupw001,,
BOS201706110,DET,BOS,BOS07,2017/06/11,0,8:08PM,night,true,marqa901,welkb901,fairc901,rackd901,park,pitches,shalm701,88,tocf,17,unknown,unknown,sunny,246,35457,norrd002,pomed001,,
BOS201706120,PHI,BOS,BOS07,2017/06/12,0,7:11PM,night,true,barrl901,sches901,reynj901,knigb901,park,pitches,scogc701,93,torf,15,unknown,unknown,sunny,256,36757,barnm001,fienc001,,
BOS201706130,PHI,BOS,BOS07,2017/06/13,0,7:10PM,night,true,sches901,reynj901,knigb901,barrl901,park,pitches,scogc701,79,tolf,10,unknown,unknown,unknown,264,37141,abadf001,garcl005,,
BOS201706230,ANA,BOS,BOS07,2017/06/23,0,7:16PM,night,true,millb901,blakr901,hamaa901,belld901,park,pitches,scogc701,78,tolf,14,unknown,unknown,unknown,187,37034,porcr001,meyea001,,
BOS201706240,ANA,BOS,BOS07,2017/06/24,0,7:16PM,night,true,blakr901,hamaa901,belld901,millb901,park,pitches,shalm701,84,torf,16,unknown,unknown,sunny,214,36868,ramij002,pricd001,parkb001,
BOS201706250,ANA,BOS,BOS07,2017/06/25,0,1:35PM,day,true,hamaa901,belld901,millb901,blakr901,park,pitches,shalm701,80,tocf,8,unknown,unknown,sunny,170,36474,bridp001,fistd001,petiy001,
BOS201706260,MIN,BOS,BOS07,2017/06/26,0,7:12PM,night,true,littw901,kellj901,timmt901,hoyej901,park,pitches,scogc701,78,torf,12,unknown,unknown,cloudy,175,37172,salec001,berrj001,kimbc001,
BOS201706270,MIN,BOS,BOS07,2017/06/27,0,8:00PM,night,true,kellj901,hoyej901,addir901,littw901,park,pitches,ellib701,69,rtol,22,unknown,unknown,unknown,198,36804,pomed001,santh001,,
BOS201706280,MIN,BOS,BOS07,2017/06/28,0,7:11PM,night,true,hoyej901,addir901,littw901,kellj901,park,pitches,shalm701,76,torf,15,unknown,unknown,sunny,194,37487,mejia001,porcr001,kintb001,
BOS201706290,MIN,BOS,BOS07,2017/06/29,0,7:10PM,night,true,addir901,littw901,kellj901,hoyej901,park,pitches,shalm701,73,tolf,13,unknown,unknown,overcast,204,37445,pricd001,gibsk002,kimbc001,
BOS201707140,NYA,BOS,BOS07,2017/07/14,0,7:10PM,night,true,coope901,cedeg901,morag901,johna901,park,pitches,shalm701,63,fromrf,8,unknown,unknown,unknown,207,37570,scotr001,chapa001,,
BOS201707150,NYA,BOS,BOS07,2017/07/15,0,4:10PM,day,true,cedeg901,morag901,johna901,coope901,park,pitches,ellib701,72,rtol,9,unknown,unknown,unknown,350,36936,hellb001,fistd001,,
BOS201707161,NYA,BOS,BOS07,2017/07/16,1,1:06PM,day,true,morag901,dejer901,coope901,cedeg901,park,pitches,shalm701,79,rtol,10,unknown,unknown,sunny,193,37343,sabac001,porcr001,chapa001,
BOS201707162,NYA,BOS,BOS07,2017/07/16,2,8:10PM,night,true,johna901,coope901,cedeg901,dejer901,park,pitches,shalm701,76,rtol,8,unknown,unknown,sunny,179,36719,pricd001,tanam001,kimbc001,
BOS201707170,TOR,BOS,BOS07,2017/07/17,0,7:10PM,night,true,segac901,everm901,bakej902,drecb901,park,pitches,ellib701,80,tolf,12,unknown,unknown,cloudy,198,36144,teper001,hembh001,osunr001,
BOS201707180,TOR,BOS,BOS07,2017/07/18,0,8:10PM,night,true,everm901,bakej902,drecb901,segac901,park,pitches,scogc701,75,rtol,8,unknown,unknown,unknown,299,36488,velah001,bolsm001,,
BOS201707190,TOR,BOS,BOS07,2017/07/19,0,7:10PM,night,true,bakej902,drecb901,segac901,everm901,park,pitches,scogc701,90,torf,16,unknown,unknown,sunny,167,37360,pomed001,sanca006,,
BOS201707200,TOR,BOS,BOS07,2017/07/20,0,1:36PM,day,true,drecb901,segac901,everm901,bakej902,park,pitches,shalm701,88,torf,10,unknown,unknown,cloudy,205,37094,leond003,fistd001,osunr001,
BOS201707280,KCA,BOS,BOS07,2017/07/28,0,7:11PM,night,true,millb901,ticht901,lentn901,hamaa901,park,pitches,scogc701,74,rtol,7,unknown,unknown,cloudy,164,37321,vargj001,porcr001,herrk001,
BOS201707290,KCA,BOS,BOS07,2017/07/29,0,7:10PM,night,true,ticht901,lentn901,hamaa901,millb901,park,pitches,ellib701,66,fromcf,15,unknown,unknown,cloudy,285,36912,barnm001,minom001,,
BOS201707300,KCA,BOS,BOS07,2017/07/30,0,1:38PM,day,true,lentn901,hamaa901,millb901,ticht901,park,pitches,shalm701,72,fromcf,15,unknown,unknown,sunny,193,36480,hammj002,barnm001,herrk001,
BOS201707310,CLE,BOS,BOS07,2017/07/31,0,7:10PM,night,true,wegnm901,fostm901,muchm901,blakr901,park,pitches,ellib701,77,rtol,12,unknown,unknown,sunny,167,37169,fistd001,clevm001,,
BOS201708010,CLE,BOS,BOS07,2017/08/01,0,7:10PM,night,true,fostm901,muchm901,blakr901,wegnm901,park,pitches,shalm701,83,fromrf,12,unknown,unknown,cloudy,216,37126,kimbc001,allec002,,
BOS201708030,CHA,BOS,BOS07,2017/08/03,0,7:11PM,night,true,laynj901,hudsm901,estam901,belld901,park,pitches,ellib701,79,tolf,13,unknown,unknown,cloudy,206,37442,porcr001,gonzm003,,
BOS201708040,CHA,BOS,BOS07,2017/08/04,0,7:10PM,night,true,hudsm901,estam901,belld901,laynj901,park,pitches,shalm701,80,tolf,15,unknown,unknown,cloudy,223,36612,hembh001,bumma001,,
BOS201708050,CHA,BOS,BOS07,2017/08/05,0,7:10PM,night,true,estam901,belld901,laynj901,hudsm901,park,pitches,ellib701,75,tolf,10,unknown,unknown,unknown,161,36599,pomed001,shiej002,kimbc001,
BOS201708060,CHA,BOS,BOS07,2017/08/06,0,1:36PM,day,true,belld901,laynj901,hudsm901,estam901,park,pitches,shalm701,74,torf,16,unknown,unknown,sunny,156,37283,fistd001,pelfm001,kimbc001,
BOS201708140,CLE,BOS,BOS07,2017/08/14,0,6:10PM,night,true,hallt901,carav901,segac901,rippm901,park,pitches,shalm701,72,fromrf,10,unknown,unknown,unknown,194,37430,bauet001,fistd001,,
BOS201708150,SLN,BOS,BOS07,2017/08/15,0,7:11PM,night,true,carav901,segac901,rippm901,hallt901,park,pitches,scogc701,74,tolf,11,unknown,unknown,unknown,172,37345,porcr001,leakm001,,
BOS201708160,SLN,BOS,BOS07,2017/08/16,0,7:12PM,night,true,segac901,rippm901,hallt901,carav901,park,pitches,ellib701,81,ltor,15,unknown,unknown,overcast,215,37181,kimbc001,dukez001,,
BOS201708180,NYA,BOS,BOS07,2017/08/18,0,7:12PM,night,true,iassd901,gibsh902,barkl901,coope901,park,pitches,scogc701,75,tolf,14,wet,rain,unknown,249,36784,reeda001,kahnt001,kimbc001,
BOS201708190,NYA,BOS,BOS07,2017/08/19,0,7:12PM,night,true,gibsh902,barkl901,coope901,iassd901,park,pitches,ellib701,66,fromcf,5,unknown,unknown,cloudy,189,37274,sabac001,salec001,betad001,
BOS201708200,NYA,BOS,BOS07,2017/08/20,0,1:43PM,day,true,barkl901,iassd901,lives901,gibsh902,park,pitches,shalm701,81,ltor,13,unknown,unknown,sunny,216,36911,porcr001,grays001,,
BOS201708250,BAL,BOS,BOS07,2017/08/25,0,7:11PM,night,true,barrs901,wolcq901,onorb901,emmep901,park,pitches,scogc701,69,fromcf,6,unknown,unknown,cloudy,217,37191,hellj001,porcr001,,
BOS201708260,BAL,BOS,BOS07,2017/08/26,0,4:08PM,day,true,wolcq901,onorb901,emmep901,barrs901,park,pitches,shalm701,73,rtol,8,unknown,unknown,cloudy,178,36655,gausk001,rodre004,,
BOS201708270,BAL,BOS,BOS07,2017/08/27,0,1:35PM,day,true,onorb901,emmep901,barrs901,wolcq901,park,pitches,shalm701,71,fromrf,10,unknown,unknown,sunny,202,36625,milew001,fistd001,bracb001,
BOS201709040,TOR,BOS,BOS07,2017/09/04,0,7:12PM,night,true,belld901,hudsm901,lives901,laynj901,park,pitches,shalm701,73,tolf,16,unknown,unknown,sunny,205,34311,happj001,porcr001,,
BOS201709050,TOR,BOS,BOS07,2017/09/05,0,7:11PM,night,true,hudsm901,lives901,laynj901,belld901,park,pitches,shalm701,79,tolf,17,unknown,unknown,sunny,360,33009,velah001,rowlc001,,
BOS201709060,TOR,BOS,BOS07,2017/09/06,0,7:10PM,night,true,lives901,laynj901,belld901,hudsm901,park,pitches,ellib701,65,fromrf,6,unknown,unknown,unknown,177,33190,fistd001,biagj001,,
BOS201709080,TBA,BOS,BOS07,2017/09/08,0,7:10PM,night,true,barrs901,wolcq901,onorb901,emmep901,park,pitches,scogc701,70,ltor,9,unknown,unknown,unknown,194,34781,pomed001,archc001,,
BOS201709090,TBA,BOS,BOS07,2017/09/09,0,7:10PM,night,true,wolcq901,onorb901,emmep901,barrs901,park,pitches,shalm701,63,rtol,5,unknown,unknown,cloudy,185,36734,salec001,andrm001,,
BOS201709100,TBA,BOS,BOS07,2017/09/10,0,1:36PM,day,true,onorb901,emmep901,barrs901,wolcq901,park,pitches,shalm701,67,fromrf,13,unknown,unknown,sunny,202,35859,cobba001,porcr001,coloa001,
BOS201709120,OAK,BOS,BOS07,2017/09/12,0,7:10PM,night,true,westj901,wendh902,fleta901,porta901,park,pitches,ellib701,80,torf,9,unknown,unknown,sunny,186,34355,rodre004,manas001,,
BOS201709130,OAK,BOS,BOS07,2017/09/13,0,7:10PM,night,true,wendh902,fleta901,porta901,westj901,park,pitches,scogc701,68,tolf,5,unknown,unknown,cloudy,187,36366,cottj001,fistd001,,
BOS201709140,OAK,BOS,BOS07,2017/09/14,0,1:36PM,day,true,fleta901,porta901,westj901,wendh902,park,pitches,scogc701,81,tocf,17,unknown,unknown,cloudy,199,35470,pomed001,gossd001,,
BOS201709250,TOR,BOS,BOS07,2017/09/25,0,7:11PM,night,true,fairc901,rackd901,vanol901,marqa901,park,pitches,ellib701,71,fromrf,9,unknown,unknown,sunny,177,33940,andeb004,pomed001,osunr001,
BOS201709260,TOR,BOS,BOS07,2017/09/26,0,7:11PM,night,true,rackd901,vanol901,marqa901,fairc901,park,pitches,scogc701,75,fromrf,5,unknown,unknown,cloudy,184,33999,happj001,salec001,,
BOS201709270,TOR,BOS,BOS07,2017/09/27,0,7:11PM,night,true,vanol901,marqa901,fairc901,rackd901,park,pitches,shalm701,82,tolf,13,unknown,unknown,sunny,177,34445,porcr001,estrm001,,
BOS201709280,HOU,BOS,BOS07,2017/09/28,0,7:11PM,night,true,westj901,fleta901,wendh902,porta901,park,pitches,shalm701,69,fromlf,13,unknown,unknown,sunny,211,34222,peacb001,rodre004,,
BOS201709290,HOU,BOS,BOS07,2017/09/29,0,7:09PM,night,true,fleta901,wendh902,porta901,westj901,park,pitches,scogc701,59,rtol,12,unknown,unknown,cloudy,167,36623,mortc002,fistd001,gilek001,
BOS201709300,HOU,BOS,BOS07,2017/09/30,0,1:05PM,day,true,wendh902,porta901,westj901,fleta901,park,pitches,shalm701,57,fromrf,14,unknown,unknown,unknown,199,35722,pomed001,mccul002,,
BOS201710010,HOU,BOS,BOS07,2017/10/01,0,3:07PM,day,true,porta901,westj901,fleta901,wendh902,park,pitches,scogc701,62,rtol,9,unknown,unknown,sunny,189,34517,mchuc001,abadf001,clipt001,
CHA201704040,DET,CHA,CHI12,2017/04/04,0,1:10PM,day,true,gormb901,iassd901,dimum901,gibsh902,park,pitches,roseb701,48,torf,11,unknown,unknown,overcast,210,36534,verlj001,quinj001,rodrf003,
CHA201704060,DET,CHA,CHI12,2017/04/06,0,1:10PM,day,true,iassd901,dimum901,gibsh902,gormb901,park,pitches,frisd701,48,rtol,23,unknown,unknown,cloudy,211,10842,shiej002,boydm001,,
CHA201704070,MIN,CHA,CHI12,2017/04/07,0,7:10PM,night,true,guccc901,torrc901,demud901,nauep901,park,pitches,roseb701,46,ltor,6,unknown,unknown,cloudy,179,14004,hughp001,holld003,kintb001,
CHA201704080,MIN,CHA,CHI12,2017/04/08,0,1:10PM,day,true,torrc901,demud901,nauep901,guccc901,park,pitches,frisd701,63,fromrf,15,unknown,unknown,sunny,176,23024,gonzm003,mejia001,,
CHA201704090,MIN,CHA,CHI12,2017/04/09,0,1:10PM,day,true,demud901,nauep901,guccc901,torrc901,park,pitches,roseb701,72,ltor,17,unknown,unknown,unknown,187,24074,sante001,quinj001,kintb001,
CHA201704210,CLE,CHA,CHI12,2017/04/21,0,7:11PM,night,true,morag901,laynj901,belld901,basnt901,park,pitches,frisd701,48,ltor,10,unknown,unknown,unknown,165,18159,klubc001,quinj001,,
CHA201704220,CLE,CHA,CHI12,2017/04/22,0,6:10PM,night,true,laynj901,belld901,basnt901,morag901,park,pitches,frisd701,53,ltor,10,unknown,unknown,sunny,189,32044,carrc003,pelfm001,,
CHA201704230,CLE,CHA,CHI12,2017/04/23,0,1:10PM,day,true,belld901,basnt901,morag901,laynj901,park,pitches,frisd701,65,ltor,6,unknown,unknown,sunny,192,24444,holld003,salad001,,
CHA201704240,KCA,CHA,CHI12,2017/04/24,0,7:14PM,night,true,welkb901,drecb901,bakej902,everm901,park,pitches,roseb701,65,ltor,8,unknown,unknown,sunny,167,11484,gonzm003,vargj001,,
CHA201704250,KCA,CHA,CHI12,2017/04/25,0,7:10PM,night,true,drecb901,bakej902,everm901,welkb901,park,pitches,roseb701,77,fromrf,15,unknown,unknown,unknown,201,14591,jennd003,duffd001,,
CHA201704260,KCA,CHA,CHI12,2017/04/26,0,1:10PM,day,true,bakej902,everm901,welkb901,drecb901,park,pitches,frisd701,77,tocf,18,unknown,unknown,cloudy,178,18218,quinj001,karnn001,robed002,
CHA201705090,MIN,CHA,CHI12,2017/05/09,0,7:11PM,night,true,belld901,hudsm901,laynj901,basnt901,park,pitches,roseb701,52,ltor,5,unknown,unknown,cloudy,178,14498,santh001,pelfm001,,
CHA201705110,MIN,CHA,CHI12,2017/05/11,0,7:10PM,night,true,laynj901,basnt901,belld901,hudsm901,park,pitches,roseb701,60,ltor,9,unknown,unknown,sunny,207,16084,presr001,holld003,kintb001,
CHA201705120,SDN,CHA,CHI12,2017/05/12,0,7:13PM,night,true,rackd901,vanol901,marqa901,fairc901,park,pitches,frisd701,59,ltor,7,unknown,unknown,cloudy,196,24194,chacj001,gonzm003,maurb001,
CHA201705130,SDN,CHA,CHI12,2017/05/13,0,6:11PM,night,true,vanol901,marqa901,fairc901,rackd901,park,pitches,roseb701,81,tocf,11,unknown,unknown,sunny,196,29111,robed002,handb001,,
CHA201705140,SDN,CHA,CHI12,2017/05/14,0,1:12PM,day,true,marqa901,fairc901,rackd901,vanol901,park,pitches,roseb701,63,ltor,8,unknown,unknown,sunny,196,22518,ynoam001,buchr001,,
CHA201705260,DET,CHA,CHI12,2017/05/26,0,8:35PM,night,true,cuzzp901,lentn901,carav901,hallt901,park,pitches,frisd701,57,unknown,10,wet,drizzle,unknown,222,17842,pelfm001,boydm001,,
CHA201705271,DET,CHA,CHI12,2017/05/27,1,1:10PM,day,true,lentn901,libkj901,hallt901,cuzzp901,park,pitches,roseb701,69,tocf,7,unknown,unknown,sunny,174,0,danit001,fulmm001,robed002,
CHA201705272,DET,CHA,CHI12,2017/05/27,2,4:49PM,day,true,carav901,hallt901,cuzzp901,libkj901,park,pitches,roseb701,71,unknown,4,unknown,unknown,sunny,194,26327,farmb001,holld003,,
CHA201705280,DET,CHA,CHI12,2017/05/28,0,1:10PM,day,true,hallt901,cuzzp901,lentn901,carav901,park,pitches,roseb701,67,rtol,5,unknown,unknown,cloudy,164,27578,gonzm003,zimmj003,robed002,
CHA201705290,BOS,CHA,CHI12,2017/05/29,0,1:10PM,day,true,sches901,reynj901,gibsg901,barrl901,park,pitches,speaa701,76,fromrf,13,unknown,unknown,cloudy,196,27148,minaj001,barnm001,robed002,
CHA201705300,BOS,CHA,CHI12,2017/05/30,0,7:11PM,night,true,reynj901,gibsg901,barrl901,sches901,park,pitches,roseb701,68,rtol,14,unknown,unknown,cloudy,233,21852,salec001,quinj001,kimbc001,
CHA201705310,BOS,CHA,CHI12,2017/05/31,0,7:11PM,night,true,gibsg901,barrl901,sches901,reynj901,park,pitches,roseb701,70,torf,13,unknown,unknown,cloudy,179,19075,pomed001,swara001,kimbc001,
CHA201706120,BAL,CHA,CHI12,2017/06/12,0,7:11PM,night,true,emmep901,onorb901,wolcq901,dejer901,park,pitches,roseb701,94,rtol,13,unknown,unknown,sunny,209,17665,petrj001,milew001,,
CHA201706130,BAL,CHA,CHI12,2017/06/13,0,7:10PM,night,true,onorb901,wolcq901,dejer901,emmep901,park,pitches,frisd701,68,fromlf,10,unknown,unknown,unknown,174,15038,holld003,ashea001,,
CHA201706140,BAL,CHA,CHI12,2017/06/14,0,8:40PM,night,true,wolcq901,dejer901,emmep901,onorb901,park,pitches,roseb701,68,rtol,7,unknown,unknown,unknown,202,20008,bundd001,gonzm003,,
CHA201706150,BAL,CHA,CHI12,2017/06/15,0,1:10PM,day,true,dejer901,emmep901,onorb901,wolcq901,park,pitches,frisd701,86,tolf,6,unknown,unknown,cloudy,215,20139,swara001,tillc001,,
CHA201706230,OAK,CHA,CHI12,2017/06/23,0,7:11PM,night,true,wolfj901,reybd901,holbs901,gibsg901,park,pitches,frisd701,80,torf,11,unknown,unknown,cloudy,179,25370,cottj001,pelfm001,garcj002,
CHA201706240,OAK,CHA,CHI12,2017/06/24,0,1:30PM,day,true,reybd901,holbs901,gibsg901,wolfj901,park,pitches,roseb701,75,rtol,16,unknown,unknown,cloudy,202,38618,gossd001,shiej002,,
CHA201706250,OAK,CHA,CHI12,2017/06/25,0,1:10PM,day,true,holbs901,gibsg901,wolfj901,reybd901,park,pitches,roseb701,69,fromlf,16,unknown,unknown,unknown,213,28089,grays001,kahnt001,garcj002,
CHA201706260,NYA,CHA,CHI12,2017/06/26,0,7:11PM,night,true,gibsg901,wolfj901,reybd901,holbs901,park,pitches,roseb701,68,torf,16,unknown,unknown,cloudy,208,20339,montj004,holmd002,chapa001,
CHA201706270,NYA,CHA,CHI12,2017/06/27,0,7:11PM,night,true,westj901,wendh902,libkj901,porta901,park,pitches,roseb701,72,fromrf,9,unknown,unknown,cloudy,205,18023,jennd003,betad001,,
CHA201706280,NYA,CHA,CHI12,2017/06/28,0,7:15PM,night,true,wendh902,libkj901,porta901,westj901,park,pitches,roseb701,78,rtol,18,wet,drizzle,unknown,231,15259,tanam001,rodoc001,,
CHA201706290,NYA,CHA,CHI12,2017/06/29,0,10:00PM,night,true,libkj901,porta901,westj901,wendh902,park,pitches,frisd701,71,tolf,8,unknown,unknown,sunny,181,21032,shiej002,cessl001,robed002,
CHA201706300,TEX,CHA,CHI12,2017/06/30,0,7:11PM,night,true,morag901,johna901,coope901,cedeg901,park,pitches,roseb701,77,tocf,3,unknown,unknown,cloudy,222,18838,swara001,bushm001,,
CHA201707010,TEX,CHA,CHI12,2017/07/01,0,1:10PM,day,true,johna901,coope901,cedeg901,morag901,park,pitches,roseb701,83,tolf,9,unknown,unknown,cloudy,206,22915,hamec001,holld003,,
CHA201707020,TEX,CHA,CHI12,2017/07/02,0,1:12PM,day,true,coope901,cedeg901,morag901,johna901,park,pitches,roseb701,83,tolf,10,unknown,unknown,sunny,223,26206,robed002,leclj001,,
CHA201707140,SEA,CHA,CHI12,2017/07/14,0,7:11PM,night,true,cuzzp901,carav901,rippm901,hallt901,park,pitches,roseb701,66,torf,10,unknown,unknown,unknown,170,20311,paxtj001,shiej002,diaze006,
CHA201707150,SEA,CHA,CHI12,2017/07/15,0,6:10PM,night,true,carav901,rippm901,hallt901,cuzzp901,park,pitches,roseb701,79,rtol,9,unknown,unknown,cloudy,206,21743,hernf002,swara001,diaze006,
CHA201707160,SEA,CHA,CHI12,2017/07/16,0,1:10PM,day,true,rippm901,hallt901,cuzzp901,carav901,park,pitches,roseb701,71,ltor,10,unknown,unknown,unknown,202,24502,vincn001,beckc002,diaze006,
CHA201707180,LAN,CHA,CHI12,2017/07/18,0,7:11PM,night,true,littw901,kellj901,timmt901,hoyej901,park,pitches,roseb701,83,ltor,6,unknown,unknown,sunny,201,23088,kersc001,gonzm003,jansk001,
CHA201707190,LAN,CHA,CHI12,2017/07/19,0,7:11PM,night,true,kellj901,timmt901,hoyej901,littw901,park,pitches,roseb701,79,ltor,7,unknown,unknown,cloudy,178,24907,maedk001,rodoc001,,
CHA201707260,CHN,CHA,CHI12,2017/07/26,0,7:11PM,night,true,tumpj901,barrt901,herna901,barkl901,park,pitches,roseb701,83,rtol,8,unknown,unknown,overcast,233,38517,arrij001,shiej002,,
CHA201707270,CHN,CHA,CHI12,2017/07/27,0,7:10PM,night,true,barrt901,herna901,barkl901,tumpj901,park,pitches,roseb701,74,torf,18,unknown,unknown,sunny,157,39422,lestj001,pelfm001,,
CHA201707280,CLE,CHA,CHI12,2017/07/28,0,7:10PM,night,true,welkb901,reynj901,barrl901,fagac901,park,pitches,frisd701,74,torf,19,unknown,unknown,sunny,201,20387,salad001,holld003,,
