game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ANA201704070,ANA,SEA,1,0
ANA201704080,ANA,SEA,0,2
ANA201704090,ANA,SEA,0,1
ANA201704110,ANA,TEX,0,1
ANA201704120,ANA,TEX,0,0
ANA201704130,ANA,TEX,0,1
ANA201704210,ANA,TOR,0,0
ANA201704220,ANA,TOR,1,1
ANA201704230,ANA,TOR,0,0
ANA201704240,ANA,TOR,0,0
ANA201704250,ANA,OAK,0,0
ANA201704260,ANA,OAK,0,2
ANA201704270,ANA,OAK,2,0
ANA201705050,ANA,HOU,0,0
ANA201705060,ANA,HOU,0,1
ANA201705070,ANA,HOU,1,0
ANA201705110,ANA,DET,0,3
ANA201705120,ANA,DET,0,0
ANA201705130,ANA,DET,0,0
ANA201705140,ANA,DET,1,1
ANA201705150,ANA,CHA,0,0
ANA201705160,ANA,CHA,0,0
ANA201705170,ANA,CHA,0,2
ANA201705290,ANA,ATL,0,0
ANA201705300,ANA,ATL,0,0
ANA201705310,ANA,ATL,0,0
ANA201706010,ANA,MIN,0,0
ANA201706020,ANA,MIN,0,2
ANA201706030,ANA,MIN,0,1
ANA201706040,ANA,MIN,0,0
ANA201706120,ANA,NYA,1,0
ANA201706130,ANA,NYA,0,0
ANA201706140,ANA,NYA,1,4
ANA201706150,ANA,KCA,1,0
ANA201706160,ANA,KCA,0,0
ANA201706170,ANA,KCA,1,0
ANA201706180,ANA,KCA,2,0
ANA201706280,ANA,LAN,0,0
ANA201706290,ANA,LAN,0,0
ANA201706300,ANA,SEA,0,0
ANA201707010,ANA,SEA,0,0
ANA201707020,ANA,SEA,0,0
ANA201707140,ANA,TBA,0,1
ANA201707150,ANA,TBA,0,0
ANA201707160,ANA,TBA,0,0
ANA201707180,ANA,WAS,1,1
ANA201707190,ANA,WAS,2,0
ANA201707210,ANA,BOS,0,5
ANA201707220,ANA,BOS,0,1
ANA201707230,ANA,BOS,0,0
ANA201708010,ANA,PHI,0,1
ANA201708020,ANA,PHI,0,0
ANA201708030,ANA,PHI,2,0
ANA201708040,ANA,OAK,0,0
ANA201708050,ANA,OAK,0,1
ANA201708060,ANA,OAK,1,0
ANA201708070,ANA,BAL,0,0
ANA201708080,ANA,BAL,0,0
ANA201708090,ANA,BAL,0,0
ANA201708210,ANA,TEX,0,1
ANA201708220,ANA,TEX,1,0
ANA201708230,ANA,TEX,0,0
ANA201708240,ANA,TEX,0,0
ANA201708250,ANA,HOU,1,0
ANA201708260,ANA,HOU,0,2
ANA201708270,ANA,HOU,0,2
ANA201708280,ANA,OAK,1,0
ANA201708290,ANA,OAK,5,0
ANA201708300,ANA,OAK,1,0
ANA201709120,ANA,HOU,0,0
ANA201709130,ANA,HOU,5,0
ANA201709140,ANA,HOU,0,0
ANA201709150,ANA,TEX,0,0
ANA201709160,ANA,TEX,1,0
ANA201709170,ANA,TEX,0,2
ANA201709190,ANA,CLE,0,0
ANA201709200,ANA,CLE,0,0
ANA201709210,ANA,CLE,1,0
ANA201709290,ANA,SEA,1,0
ANA201709300,ANA,SEA,0,0
ANA201710010,ANA,SEA,0,0
ARI201704020,ARI,SFN,0,0
ARI201704040,ARI,SFN,0,0
ARI201704050,ARI,SFN,0,0
ARI201704060,ARI,SFN,0,0
ARI201704070,ARI,CLE,0,1
ARI201704080,ARI,CLE,0,0
ARI201704090,ARI,CLE,0,0
ARI201704210,ARI,LAN,1,2
ARI201704220,ARI,LAN,3,1
ARI201704230,ARI,LAN,2,0
ARI201704240,ARI,SDN,1,0
ARI201704250,ARI,SDN,1,0
ARI201704260,ARI,SDN,1,0
ARI201704270,ARI,SDN,0,1
ARI201704280,ARI,COL,0,1
ARI201704290,ARI,COL,0,0
ARI201704300,ARI,COL,0,0
ARI201705090,ARI,DET,0,1
ARI201705100,ARI,DET,0,0
ARI201705110,ARI,PIT,0,0
ARI201705120,ARI,PIT,0,1
ARI201705130,ARI,PIT,0,0
ARI201705140,ARI,PIT,2,1
ARI201705150,ARI,NYN,0,0
ARI201705160,ARI,NYN,0,0
ARI201705170,ARI,NYN,1,2
ARI201705220,ARI,CHA,0,0
ARI201705230,ARI,CHA,3,0
ARI201705240,ARI,CHA,0,0
ARI201706060,ARI,SDN,2,0
ARI201706070,ARI,SDN,0,1
ARI201706080,ARI,SDN,2,2
ARI201706090,ARI,MIL,3,3
ARI201706100,ARI,MIL,0,0
ARI201706110,ARI,MIL,1,0
ARI201706230,ARI,PHI,0,1
ARI201706240,ARI,PHI,0,0
ARI201706250,ARI,PHI,0,0
