game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_travel,vis_travel,home_last_location,visiting_last_location
HOU201704040,2017-04-04,HOU,SEA,0,0,1e-06,1e-06,HOU,HOU
TEX201704040,2017-04-04,TEX,CLE,0,1,1e-06,1e-06,TEX,TEX
TBA201704040,2017-04-04,TBA,NYA,0,0,1e-06,1e-06,TBA,TBA
LAN201704040,2017-04-04,LAN,SDN,0,2,1e-06,1e-06,LAN,LAN
OAK201704040,2017-04-04,OAK,ANA,1,0,1e-06,1e-06,OAK,OAK
MIL201704040,2017-04-04,MIL,COL,0,0,1e-06,1e-06,MIL,MIL
ARI201704040,2017-04-04,ARI,SFN,0,0,1e-06,1e-06,ARI,ARI
SLN201704040,2017-04-04,SLN,CHN,0,0,1e-06,1e-06,SLN,SLN
BOS201704050,2017-04-05,BOS,PIT,0,0,1e-06,1e-06,BOS,BOS
HOU201704050,2017-04-05,HOU,SEA,0,0,1e-06,1e-06,HOU,HOU
TEX201704050,2017-04-05,TEX,CLE,2,0,1e-06,1e-06,TEX,TEX
WAS201704050,2017-04-05,WAS,MIA,0,2,1e-06,1e-06,WAS,WAS
BAL201704050,2017-04-05,BAL,TOR,0,0,1e-06,1e-06,BAL,BAL
ARI201704050,2017-04-05,ARI,SFN,0,0,1e-06,1e-06,ARI,ARI
CIN201704050,2017-04-05,CIN,PHI,0,0,1e-06,1e-06,CIN,CIN
TBA201704050,2017-04-05,TBA,NYA,1,0,1e-06,1e-06,TBA,TBA
LAN201704050,2017-04-05,LAN,SDN,2,0,1e-06,1e-06,LAN,LAN
MIL201704050,2017-04-05,MIL,COL,0,0,1e-06,1e-06,MIL,MIL
MIN201704050,2017-04-05,MIN,KCA,0,0,1e-06,1e-06,MIN,MIN
NYN201704050,2017-04-05,NYN,ATL,0,0,1e-06,1e-06,NYN,NYN
OAK201704050,2017-04-05,OAK,ANA,0,0,1e-06,1e-06,OAK,OAK
ARI201704060,2017-04-06,ARI,SFN,0,0,1e-06,1e-06,ARI,ARI
WAS201704060,2017-04-06,WAS,MIA,1,0,1e-06,1e-06,WAS,WAS
SLN201704060,2017-04-06,SLN,CHN,3,0,1e-06,1e-06,SLN,SLN
TBA201704060,2017-04-06,TBA,TOR,0,0,1e-06,1393.7772067986984,TBA,BAL
CHA201704060,2017-04-06,CHA,DET,0,0,1e-06,1e-06,CHA,CHA
OAK201704060,2017-04-06,OAK,ANA,0,0,1e-06,1e-06,OAK,OAK
MIL201704060,2017-04-06,MIL,COL,0,0,1e-06,1e-06,MIL,MIL
CIN201704060,2017-04-06,CIN,PHI,0,1,1e-06,1e-06,CIN,CIN
MIN201704060,2017-04-06,MIN,KCA,0,0,1e-06,1e-06,MIN,MIN
HOU201704060,2017-04-06,HOU,SEA,1,0,1e-06,1e-06,HOU,HOU
LAN201704060,2017-04-06,LAN,SDN,0,0,1e-06,1e-06,LAN,LAN
NYN201704060,2017-04-06,NYN,ATL,0,0,1e-06,1e-06,NYN,NYN
SLN201704070,2017-04-07,SLN,CIN,0,0,1e-06,494.9532553693752,SLN,CIN
ARI201704070,2017-04-07,ARI,CLE,0,1,1e-06,1401.854927086376,ARI,TEX
BAL201704070,2017-04-07,BAL,NYA,1,1,1e-06,1393.7772067986984,BAL,TBA
NYN201704070,2017-04-07,NYN,MIA,1,0,1e-06,326.3648041771951,NYN,WAS
TEX201704070,2017-04-07,TEX,OAK,3,0,1e-06,2350.5503898425545,TEX,OAK
