game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
OAK198204060,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1982/04/06,0,7:39PM,night,true,barnl901,dimul901,merrd901,reilm901,"""As/Angels""","""Herson""","""Bill disney""",1994/11/10 3:38AM,park,none,50,unknown,-1,unknown,none,night,211,51513,jonej001,aased001,,loped001,
OAK198204070,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1982/04/07,0,7:30PM,night,true,dimul901,merrd901,reilm901,barnl901,"""As/Angels""","""Herson""","""Bill Disney""",1994/11/10 4:16AM,park,none,54,unknown,-1,unknown,unknown,night,149,17576,zahng001,norrm101,,carer001,
OAK198204080,"""version 7RS(19) of 07/07/92""",CAL,OAK,OAK01,1982/04/08,0,7:38PM,night,true,merrd901,reilm901,barnl901,dimul901,"""As/Angels""","""Herson""","""Bill Disney""",1994/11/10 5:55AM,park,none,0,unknown,-1,unknown,unknown,night,331,17806,sancl001,jonej001,,decid001,
OAK198204090,"""version 7RS(19) of 07/07/92""",SEA,OAK,OAK01,1982/04/09,0,7:41PM,night,true,reilm901,dimul901,barnl901,merrd901,"""mariners""","""brian verrelli""","""brian verrelli""",1994/12/21 9:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,164,28139,mccas001,perrg101,owchb001,newmj001,
OAK198204111,"""version 7RS(19) of 07/07/92""",SEA,OAK,OAK01,1982/04/11,1,12:38PM,day,true,barnl901,merrd901,dimul901,reilm901,"""mariners""","""brian verrelli""","""brian verrelli""",1994/12/21 10:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,318,0,caudb001,mclab101,,essij001,
OAK198204112,"""version 7RS(19) of 07/07/92""",SEA,OAK,OAK01,1982/04/11,2,0:00PM,night,true,dimul901,reilm901,merrd901,barnl901,"""mariners""","""brian verrelli""","""brian verrelli""",1994/12/21 11:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,19003,langr001,moorm001,,,
OAK198204190,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1982/04/19,0,0:00PM,night,true,goetr901,fordd901,garcr901,denkd901,"""twins""","""brian verrelli""","""brian verrelli""",1994/07/30 8:52AM,park,none,72,unknown,-1,unknown,unknown,unknown,170,25415,davir001,langr001,,hrbek001,
OAK198204200,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1982/04/20,0,0:00PM,night,true,fordd901,garcr901,denkd901,goetr901,"""twins""","""brian verrelli""","""brian verrelli""",1994/07/30 9:09AM,park,none,73,unknown,-1,unknown,unknown,unknown,303,12488,beard001,castr001,,meyed001,
OAK198204210,"""version 7RS(19) of 07/07/92""",MIN,OAK,OAK01,1982/04/21,0,0:00PM,day,true,garcr901,denkd901,goetr901,fordd901,"""twins""","""brian verrelli""","""brian verrelli""",1994/07/30 12:59PM,park,none,73,unknown,-1,unknown,unknown,unknown,134,18118,undet001,jackd101,,rudij101,
OAK198205060,"""version 7RS(19) of 07/07/92""",CLE,OAK,OAK01,1982/05/06,0,7:30PM,night,true,roe-r901,kunkb101,coont901,parkd901,"""OAK""","""David W. Smith""","""David W. Smith""",1995/10/11 10:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,15373,mccas001,dennj001,beard001,murpd002,
