game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
BOS197004140,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1970/04/14,0,1:34PM,day,false,neudj901,ashfe901,soarh901,dimul901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1998/12/26 10:07PM,unknown,none,60,unknown,-1,unknown,unknown,unknown,150,34002,culpr101,petef101,,,
BOS197004150,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1970/04/15,0,1:34PM,day,false,ashfe901,soarh901,dimul901,neudj901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1998/12/27 4:12PM,unknown,none,60,fromrf,-1,unknown,unknown,unknown,135,7906,lonbj101,burbb101,lyles101,,
BOS197004160,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1970/04/16,0,1:34PM,day,false,soarh901,dimul901,neudj901,ashfe901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1998/12/27 8:19PM,unknown,none,58,tolf,-1,unknown,unknown,unknown,160,8217,stanl101,akerj102,romov101,,
BOS197004200,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1970/04/20,0,0:00PM,day,false,neudj901,ashfe901,soarh901,dimul901,"""Orioles""","""David Annis""","""Wayne Townsend""",1996/08/26 12:46AM,park,none,0,unknown,-1,unknown,rain,unknown,99,29000,palmj001,culpr101,,,
BOS197004220,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1970/04/22,0,0:00PM,day,false,ashfe901,soarh901,dimul901,neudj901,"""Orioles""","""David Annis""","""Wayne Townsend""",1996/08/28 10:12AM,park,none,0,unknown,-1,unknown,unknown,unknown,154,25660,romov101,mcnad102,,,
BOS197004251,"""version 7RS(19) of 07/07/92""",MIL,BOS,BOS07,1970/04/25,1,0:00PM,day,false,anthm901,flahr901,stewb902,lucir901,"""Red Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/01/04 12:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,0,kraul102,stanl101,lockb102,,
BOS197004252,"""version 7RS(19) of 07/07/92""",MIL,BOS,BOS07,1970/04/25,2,0:00PM,day,false,flahr901,stewb902,lucir901,anthm901,"""Red Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/01/04 12:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,22004,peteg101,bolib101,,,
BOS197004260,"""version 7RS(19) of 07/07/92""",MIL,BOS,BOS07,1970/04/26,0,0:00PM,day,false,stewb902,lucir901,anthm901,flahr901,"""Red Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/01/05 6:20AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,19811,brabg101,culpr101,lockb102,,
BOS197004270,"""version 7RS(19) of 07/07/92""",OAK,BOS,BOS07,1970/04/27,0,0:00PM,day,false,runge901,hallb901,(none),odomj901,"""Red Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/01/05 9:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,5085,romov101,huntj101,lyles101,,
BOS197004280,"""version 7RS(19) of 07/07/92""",OAK,BOS,BOS07,1970/04/28,0,0:00PM,night,false,kunkb101,hallb901,odomj901,runge901,"""Red Sox""","""D Lamoureaux""","""D Lamoureaux""",1999/01/05 9:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,14941,lee-b101,downa101,lyles101,,
