game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,gametype
BOS196204100,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/04/10,0,0:00PM,day,false,flahr901,hurle901,carrh901,runge901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/10/01 2:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,14736,donod101,schwd101,,,,
BOS196204110,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/04/11,0,0:00PM,day,false,papaj901,hurle901,soarh901,berrc103,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/10/01 3:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,2466,monbb101,taylr101,,,,
BOS196204190,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1962/04/19,0,0:00PM,day,false,schwh901,berrc103,honoj901,smita901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/04/01 5:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,9223,conlg101,regap101,radad101,,,
BOS196204210,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1962/04/21,0,0:00PM,day,false,berrc103,honoj901,smita901,schwh901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/04/01 5:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,12558,schwd101,laryf101,radad101,,,
BOS196204220,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1962/04/22,0,0:00PM,day,false,honoj901,smita901,schwh901,berrc103,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/04/02 5:26AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,8011,klinr102,monbb101,,,,
BOS196204240,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/04/24,0,0:00PM,day,false,ricej901,kinnb901,papaj901,soarh901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/10/08 10:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,2749,ciscg101,mcclj104,,,,
BOS196204250,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/04/25,0,0:00PM,day,false,kinnb901,papaj901,soarh901,ricej901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/10/08 10:27AM,unknown,none,78,unknown,-1,unknown,unknown,sunny,126,4536,conlg101,hannj102,,,,
BOS196204260,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/04/26,0,0:00PM,day,false,papaj901,soarh901,ricej901,kinnb901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1995/10/08 10:51AM,unknown,none,0,unknown,-1,unknown,unknown,sunny,189,3662,radad101,greef101,earla101,,,
BOS196205040,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/05/04,0,0:00PM,night,false,drumc901,mckib901,nappl901,umonf901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/10/23 12:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,181,8782,fornm101,peteg101,nichc102,,,
BOS196205050,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/05/05,0,0:00PM,day,false,mckib901,nappl901,umonf901,drumc901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/10/23 5:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,5688,ciscg101,wynne101,radad101,,,
BOS196205061,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/05/06,1,0:00PM,day,false,nappl901,umonf901,drumc901,mckib901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/10/23 5:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,0,conlg101,pizaj101,,,,
BOS196205062,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/05/06,2,0:00PM,day,false,umonf901,drumc901,mckib901,nappl901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/10/23 5:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,16277,horlj101,wilse102,lownt101,,,
