game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,gametype
BOS196205150,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/05/15,0,0:00PM,night,false,ricej901,papaj901,kinnb901,soarh901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/09/18 9:52AM,unknown,none,55,unknown,-1,unknown,unknown,overcast,164,19260,monbb101,terrr101,radad101,,,
BOS196205160,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/05/16,0,0:00PM,night,false,papaj901,kinnb901,soarh901,ricej901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/09/18 10:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,196,16485,shelr101,fornm101,bridm101,,,
BOS196205170,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/05/17,0,0:00PM,day,false,kinnb901,soarh901,ricej901,papaj901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/09/18 12:05PM,unknown,none,63,unknown,-1,unknown,unknown,unknown,141,9665,bridm101,conlg101,,,,
BOS196205180,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/05/18,0,0:00PM,night,false,soarh901,ricej901,papaj901,kinnb901,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/10/15 6:49PM,unknown,none,0,unknown,-1,unknown,unknown,night,187,10124,donoj103,ciscg101,sprij102,,,
BOS196205190,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/05/19,0,0:00PM,day,false,ricej901,papaj901,kinnb901,soarh901,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/10/23 8:24PM,unknown,none,96,unknown,-1,unknown,unknown,unknown,195,6590,chand102,nichc102,,,,
BOS196205201,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/05/20,1,0:00PM,day,false,papaj901,kinnb901,soarh901,ricej901,"""Angels""","""Ron Rakowski""","""Ron Rakowski""",1995/03/02 10:21AM,park,none,61,unknown,-1,unknown,unknown,unknown,184,0,mcbrk101,monbb101,durer101,,,
BOS196205202,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/05/20,2,0:00PM,day,false,kinnb901,soarh901,ricej901,papaj901,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/10/24 5:44AM,unknown,none,58,unknown,-1,unknown,unknown,unknown,124,14356,belib101,schwd101,,,,
BOS196205210,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/05/21,0,0:00PM,night,false,chyln901,stewb902,salea901,stevj901,"""Newspaper""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 10:16AM,unknown,none,0,unknown,-1,unknown,unknown,night,161,4937,walkj104,conlg101,,,,
BOS196205220,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/05/22,0,0:00PM,day,false,stewb902,salea901,stevj901,chyln901,"""Joe Cashman""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 10:29AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,1424,wickd101,ciscg101,segud101,,,
BOS196205230,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/05/23,0,0:00PM,night,false,salea901,stevj901,chyln901,stewb902,"""Goethel""","""D Lamoureaux""","""D Lamoureaux""",1995/10/30 6:44AM,unknown,none,61,unknown,-1,unknown,unknown,night,161,6051,wilse102,lee-d102,radad101,,,
BOS196205240,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/05/24,0,0:00PM,day,false,stevj901,chyln901,stewb902,salea901,"""Goethel""","""D Lamoureaux""","""D Lamoureaux""",1995/10/30 1:22PM,unknown,none,73,unknown,-1,unknown,unknown,unknown,160,1124,fornm101,bonij101,kolsh101,,,
BOS196205250,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/05/25,0,0:00PM,night,false,chyln901,stewb902,salea901,stevj901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1995/10/30 3:42PM,unknown,none,0,unknown,-1,unknown,unknown,night,181,13487,estrc101,monbb101,halld101,,,
BOS196205260,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/05/26,0,0:00PM,day,false,stewb902,salea901,stevj901,chyln901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1995/10/30 3:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,6279,conlg101,barbs102,,,,
BOS196205270,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/05/27,0,0:00PM,day,false,salea901,stevj901,chyln901,stewb902,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1995/10/30 7:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,186,10954,stocw101,radad101,,,,
BOS196206061,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1962/06/06,1,0:00PM,day,false,runge901,carrh901,hurle901,flahr901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/04/12 5:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,2110,monbb101,regap101,,,,
BOS196206062,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1962/06/06,2,0:00PM,night,false,carrh901,hurle901,flahr901,runge901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/04/12 5:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,200,6351,bunnj101,radad101,,,,
BOS196206070,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1962/06/07,0,0:00PM,day,false,hurle901,flahr901,runge901,carrh901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/04/12 5:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,2586,earla101,klinr102,,,,
BOS196206080,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/06/08,0,0:00PM,night,false,flahr901,runge901,hurle901,carrh901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/11/05 7:37PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,288,19341,hawkw101,kolsh101,,,,
BOS196206090,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/06/09,0,0:00PM,day,false,runge901,carrh901,hurle901,flahr901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/11/19 1:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,9386,ramop101,schwd101,funkf101,,,
BOS196206101,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/06/10,1,0:00PM,day,false,carrh901,hurle901,flahr901,runge901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/11/19 2:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,190,0,radad101,funkf101,,,,
BOS196206102,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/06/10,2,0:00PM,day,false,hurle901,flahr901,runge901,carrh901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/11/19 2:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,21427,latmb101,conlg101,,,,
BOS196206110,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/06/11,0,0:00PM,day,false,flahr901,runge901,carrh901,hurle901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1995/11/19 5:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,2068,perrj102,wilse102,,,,
BOS196206120,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/06/12,0,0:00PM,night,false,runge901,carrh901,hurle901,flahr901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1995/11/19 5:55PM,unknown,none,0,unknown,-1,unknown,unknown,night,174,6080,deloi101,fishj101,earla101,,,
BOS196206130,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/06/13,0,0:00PM,night,false,carrh901,hurle901,flahr901,runge901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1995/11/19 6:19PM,unknown,none,0,unknown,-1,unknown,unknown,night,138,4692,schwd101,estrc101,,,,
BOS196206140,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/06/14,0,0:00PM,day,false,hurle901,flahr901,runge901,carrh901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1995/11/19 7:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,2415,barbs102,monbb101,wilhh101,,,
BOS196206260,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/06/26,0,0:00PM,night,false,schwh901,berrc103,honoj901,smita901,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/12/15 2:01PM,unknown,none,0,unknown,-1,unknown,unknown,night,144,14002,wilse102,belib101,,,holbb701,
BOS196206270,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/06/27,0,0:00PM,day,false,berrc103,honoj901,smita901,schwh901,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/12/15 4:13PM,unknown,none,68,unknown,-1,unknown,unknown,unknown,165,5779,lee-d102,deloi101,chand102,,,
BOS196206280,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/06/28,0,0:00PM,day,false,honoj901,smita901,schwh901,berrc103,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/12/15 6:47PM,unknown,none,85,unknown,-1,unknown,unknown,unknown,195,3903,grbae101,schwd101,botzb101,,,
BOS196206290,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/06/29,0,0:00PM,night,false,smita901,schwh901,berrc103,honoj901,"""Newspaper""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 3:30PM,unknown,none,0,unknown,-1,unknown,unknown,night,147,11299,monbb101,segud101,,,,
BOS196206300,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/06/30,0,0:00PM,day,false,schwh901,berrc103,honoj901,smita901,"""Larry Claflin,268""","""D Lamoureaux/Smith""","""D Lamoureaux/Smith""",1996/08/23 3:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,5555,conlg101,bassn101,radad101,,,
BOS196207010,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/07/01,0,0:00PM,day,false,berrc103,honoj901,smita901,schwh901,"""Joe Cashman""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 5:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,189,19322,joneg101,radad101,,,,
BOS196207020,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/07/02,0,0:00PM,night,false,honoj901,schwh901,salea901,berrc103,"""Goethel""","""D Lamoureaux""","""D Lamoureaux""",1995/12/17 7:19PM,unknown,none,76,unknown,-1,unknown,unknown,night,157,12805,earla101,stanl101,fornm101,,,
BOS196207030,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/07/03,0,0:00PM,day,false,schwh901,salea901,berrc103,honoj901,"""Twins/Goethel""","""D Lamoureaux""","""D Lamoureaux""",1995/12/17 9:32PM,unknown,none,78,unknown,-1,unknown,unknown,unknown,155,7403,kralj101,schwd101,moorr101,,,
BOS196207041,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/07/04,1,0:00PM,day,false,salea901,berrc103,honoj901,schwh901,"""Twins/Goethel""","""D Lamoureaux""","""D Lamoureaux""",1995/12/18 5:41AM,unknown,none,80,unknown,-1,unknown,unknown,unknown,146,0,pleib101,monbb101,,,,
BOS196207042,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/07/04,2,0:00PM,day,false,berrc103,honoj901,schwh901,salea901,"""Twins/Goethel""","""D Lamoureaux""","""D Lamoureaux""",1995/12/18 5:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,16910,conlg101,kaatj101,radad101,,,
BOS196207170,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/07/17,0,0:00PM,night,false,nappl901,stevj901,kinnb901,drumc901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/11/04 9:38PM,unknown,none,0,unknown,-1,unknown,unknown,cloudy,138,34386,terrr101,conlg101,,,,
BOS196207180,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/07/18,0,0:00PM,day,false,stevj901,kinnb901,drumc901,nappl901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/11/05 2:29PM,unknown,none,73,unknown,-1,unknown,unknown,cloudy,172,23885,boutj101,monbb101,,,,
BOS196207190,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/07/19,0,0:00PM,day,false,kinnb901,drumc901,nappl901,stevj901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/11/05 2:44PM,unknown,none,84,unknown,-1,unknown,unknown,unknown,162,16253,shelr101,wilse102,arrol101,,,
BOS196207200,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/07/20,0,0:00PM,night,false,drumc901,nappl901,stevj901,kinnb901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/12/26 2:17PM,unknown,none,0,unknown,-1,unknown,unknown,night,141,17998,schwd101,buzhj101,radad101,,,
BOS196207210,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/07/21,0,0:00PM,day,false,nappl901,stevj901,kinnb901,drumc901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/12/26 3:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,8408,pizaj101,conlg101,,,,
BOS196207220,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/07/22,0,0:00PM,day,false,stevj901,kinnb901,drumc901,nappl901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1995/12/26 4:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,191,15621,baumf102,fornm101,,,,
BOS196208030,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/08/03,0,0:00PM,night,false,carrh901,hurle901,flahr901,runge901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1996/01/05 5:28AM,unknown,none,0,unknown,-1,unknown,unknown,night,130,10112,rudod103,wilse102,hannj102,,,
BOS196208040,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/08/04,0,0:00PM,day,false,hurle901,flahr901,runge901,carrh901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1996/01/05 5:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,5328,hobae101,earla101,,,,
BOS196208051,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/08/05,1,0:00PM,day,false,flahr901,runge901,carrh901,hurle901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1996/01/06 9:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,0,chent101,monbb101,,,,
BOS196208052,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/08/05,2,0:00PM,day,false,runge901,carrh901,hurle901,flahr901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1996/01/06 9:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,176,13321,radad101,rudod103,,,,
BOS196208060,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/08/06,0,0:00PM,night,false,smita901,ricej901,papaj901,soarh901,"""Joe Cashman""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 8:03PM,unknown,none,0,unknown,-1,unknown,unknown,night,141,9824,chand102,schwd101,,,,
BOS196208070,"""version 7RS(19) of 07/07/92""",LAA,BOS,BOS07,1962/08/07,0,0:00PM,day,false,ricej901,papaj901,soarh901,smita901,"""Newspaper""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 8:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,5564,osind101,wilse102,,,,
BOS196208080,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/08/08,0,0:00PM,night,false,papaj901,soarh901,smita901,ricej901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1996/01/07 12:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,13489,conlg101,donod101,,,,
BOS196208090,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1962/08/09,0,0:00PM,day,false,soarh901,smita901,ricej901,papaj901,"""Indians""","""D Lamoureaux""","""D Lamoureaux""",1996/01/07 1:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,3796,monbb101,latmb101,,,,
BOS196208111,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/08/11,1,0:00PM,day,false,smita901,ricej901,papaj901,soarh901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1996/01/18 5:47AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,5657,deloi101,rober102,,,,
BOS196208112,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/08/11,2,0:00PM,night,false,ricej901,papaj901,soarh901,smita901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1996/01/18 5:54AM,unknown,none,0,unknown,-1,unknown,unknown,night,136,8058,schwd101,estrc101,,,,
BOS196208120,"""version 7RS(19) of 07/07/92""",BAL,BOS,BOS07,1962/08/12,0,0:00PM,day,false,papaj901,soarh901,smita901,ricej901,"""Orioles""","""D Lamoureaux""","""D Lamoureaux""",1996/01/18 6:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,5461,wilse102,pappm101,,,,
BOS196208270,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1962/08/27,0,0:00PM,night,false,runge901,carrh901,hurle901,flahr901,"""Tigers""","""D Lamoureaux""","""D Lamoureaux""",1996/04/13 7:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,173,11265,conlg101,aguih101,radad101,,,
BOS196208310,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/08/31,0,0:00PM,night,false,chyln901,umonf901,stewb902,mckib901,"""Twins/Goethel""","""D Lamoureaux""","""D Lamoureaux""",1996/02/15 5:38AM,unknown,none,68,unknown,-1,unknown,unknown,night,173,14741,radad101,stigd101,,,,
BOS196209010,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/09/01,0,0:00PM,day,false,umonf901,stewb902,mckib901,chyln901,"""Twins/Goethel""","""D Lamoureaux""","""D Lamoureaux""",1996/02/16 5:35AM,unknown,none,80,unknown,-1,unknown,unknown,unknown,173,7370,fornm101,sullf101,,,,
BOS196209020,"""version 7RS(19) of 07/07/92""",MIN,BOS,BOS07,1962/09/02,0,0:00PM,day,false,stewb902,mckib901,chyln901,umonf901,"""Twins/Goethel""","""D Lamoureaux""","""D Lamoureaux""",1996/02/16 6:03AM,unknown,none,75,unknown,-1,unknown,unknown,unknown,141,9453,kaatj101,conlg101,,,,
BOS196209031,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/09/03,1,0:00PM,day,false,mckib901,chyln901,umonf901,stewb902,"""Joe Cashman""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 8:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,177,0,wyatj102,deloi101,,,,
BOS196209032,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/09/03,2,0:00PM,day,false,chyln901,umonf901,stewb902,mckib901,"""Joe Cashman""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 8:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,12953,schwd101,pfisd101,,,,
BOS196209040,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/09/04,0,0:00PM,night,false,umonf901,stewb902,mckib901,chyln901,"""Newspaper""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 9:01PM,unknown,none,0,unknown,-1,unknown,unknown,night,163,6212,rakoe101,monbb101,,,,
BOS196209050,"""version 7RS(19) of 07/07/92""",KC1,BOS,BOS07,1962/09/05,0,0:00PM,day,false,stewb902,mckib901,chyln901,umonf901,"""Larry Claflin""","""D Lamoureaux""","""D Lamoureaux""",1996/08/23 9:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,1217,wilse102,fiscb101,,,,
BOS196209140,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/09/14,0,0:00PM,night,false,honoj901,kinnb901,salea901,berrc103,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/12/24 11:27AM,unknown,none,0,unknown,-1,unknown,rain,unknown,168,24370,monbb101,terrr101,radad101,,,
BOS196209150,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/09/15,0,0:00PM,day,false,kinnb901,salea901,berrc103,honoj901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/12/24 11:40AM,unknown,none,79,unknown,-1,unknown,unknown,unknown,184,22280,boutj101,kolsh101,,,,
BOS196209160,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1962/09/16,0,0:00PM,day,false,salea901,berrc103,honoj901,kinnb901,"""Yankees""","""D Lamoureaux""","""D Lamoureaux""",1994/12/24 11:59AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,25048,conlg101,fordw101,radad101,,,
BOS196209250,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/09/25,0,0:00PM,day,false,honoj901,kinnb901,salea901,berrc103,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1996/03/09 6:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,1224,monbb101,pizaj101,,,,
BOS196209260,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1962/09/26,0,0:00PM,day,false,kinnb901,salea901,berrc103,honoj901,"""White Sox""","""D Lamoureaux""","""D Lamoureaux""",1996/03/09 6:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,166,1212,herbr101,wilse102,,,,
BOS196209301,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/09/30,1,0:00PM,day,false,salea901,berrc103,honoj901,kinnb901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1996/03/09 7:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,0,chent101,conlg101,danib102,,,
BOS196209302,"""version 7RS(19) of 07/07/92""",WS2,BOS,BOS07,1962/09/30,2,0:00PM,day,false,berrc103,honoj901,kinnb901,salea901,"""Senators""","""D Lamoureaux""","""D Lamoureaux""",1996/03/09 7:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,6346,monbb101,jenkj101,,,,
LAA196204170,"""version 7RS(19) of 07/07/92""",KC1,LAA,LOS03,1962/04/17,0,0:00PM,night,false,stevj901,chyln901,stewb902,salea901,"""Angels""","""Ron Rakowski""","""Ron Rakowski""",1995/03/01 11:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,167,18416,wyatj102,mcbrk101,grimb102,,,
LAA196204180,"""version 7RS(19) of 07/07/92""",KC1,LAA,LOS03,1962/04/18,0,0:00PM,night,false,chyln901,stewb902,salea901,stevj901,"""Angels""","""D Lamoureaux""","""D Lamoureaux""",1995/10/02 5:32AM,unknown,none,0,unknown,-1,unknown,unknown,night,147,7055,belib101,bassn101,fowla101,,,
