game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,gametype,umplf,umprf
PIT195104170,"""version 7RS(19) of 07/07/92""",SLN,PIT,1951/04/17,PIT06,0,0:00PM,day,false,jordl901,dascf901,(none),goetl901,"""94,128""","""David W. Smith""","""David W. Smith""",2009/12/22 5:55PM,park,none,40,unknown,-1,unknown,unknown,unknown,145,25894,dickm101,pohot101,werlb101,,,,,
PIT195104270,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/04/27,PIT06,0,0:00PM,night,false,jordl901,dascf901,(none),goetl901,"""291""","""Comly""","""Comly""",2010/09/20 5:53PM,unknown,none,0,unknown,-1,unknown,unknown,night,154,27135,blace102,muirj101,fox-h101,,,,,
PIT195104280,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/04/28,PIT06,0,1:33PM,day,false,dascf901,goetl901,(none),jordl901,"""535""","""DWV""","""DWV""",2015/02/26 2:39PM,park,none,78,tolf,-1,dry,none,sunny,156,10657,wehmh101,dempc101,smitf104,,,,,
PIT195104291,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/04/29,PIT06,1,0:00PM,day,false,goetl901,jordl901,(none),dascf901,"""209""",,"""D Lamoureaux""",2008/05/31 7:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,210,0,dickm101,smitf104,,,,,,
PIT195104292,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/04/29,PIT06,2,0:00PM,day,false,jordl901,dascf901,(none),goetl901,"""247""","""D Lamoureaux""","""D Lamoureaux""",2008/02/03 1:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,23601,,,,,,,,
PIT195105120,"""version 7RS(19) of 07/07/92""",CHN,PIT,1951/05/12,PIT06,0,0:00PM,day,false,donaa901,balll901,(none),barla901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/10 5:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,7528,hillf101,law-v101,minnp101,,,,,
PIT195105131,"""version 7RS(19) of 07/07/92""",CHN,PIT,1951/05/13,PIT06,1,0:00PM,day,false,balll901,barla901,(none),donaa901,"""137,140,68,111,611""","""Jack Zerby/RWood""","""David W. Smith/RWood""",2012/05/28 3:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,176,0,queem101,schub103,,,,,,
PIT195105132,"""version 7RS(19) of 07/07/92""",CHN,PIT,1951/05/13,PIT06,2,0:00PM,day,false,barla901,donaa901,(none),balll901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/10 5:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,25434,klipj101,dickm101,,,,,,
PIT195105160,"""version 7RS(19) of 07/07/92""",NY1,PIT,1951/05/16,PIT06,0,0:00PM,night,false,gorea901,stewb901,(none),conlj102,"""96,104,140,137,276""","""Richard Weston/Townsend""","""David W. Smith/Townsend""",2011/11/22 4:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,24103,hearj102,walsj107,,,,,,
PIT195105170,"""version 7RS(19) of 07/07/92""",NY1,PIT,1951/05/17,PIT06,0,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""52,140""","""Gordon Gladman/Townsend""","""Gordon Gladman/Townsend""",1997/02/02 1:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,169,13926,dickm101,kennm101,,,,,,
PIT195105180,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/05/18,PIT06,0,0:00PM,night,false,warnl101,pineb101,(none),boggd901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/09/21 5:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,30890,surkm101,queem101,,,,,,
PIT195105190,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/05/19,PIT06,0,0:00PM,day,false,pineb101,boggd901,(none),warnl101,"""115""","""Bob Kistler/RWood""","""Greg Beston/RWood""",1998/05/17 2:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,13217,bickv101,law-v101,,,,,,
PIT195105201,"""version 7RS(19) of 07/07/92""",PHI,PIT,1951/05/20,PIT06,1,0:00PM,day,false,barla901,donaa901,(none),balll901,"""150""","""Greg Beston""","""Greg Beston""",2003/09/08 6:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,0,meyer101,dickm101,,,,,,
PIT195105202,"""version 7RS(19) of 07/07/92""",PHI,PIT,1951/05/20,PIT06,2,0:00PM,day,false,donaa901,balll901,(none),barla901,"""293""","""David W. Smith""","""David W. Smith""",2010/10/29 12:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,36166,rober102,dusae101,,,,,,
PIT195105220,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/05/22,PIT06,0,0:00PM,night,false,jordl901,dascf901,(none),goetl901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/01/15 12:01AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,182,22360,erskc101,frieb102,branr103,,,,,
PIT195105230,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/05/23,PIT06,0,0:00PM,night,false,dascf901,goetl901,(none),jordl901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/01/15 8:10PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,145,15759,newcd101,queem101,,,,,,
PIT195106120,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/06/12,PIT06,0,0:00PM,night,false,goetl901,jordl901,(none),dascf901,"""115""","""Bob Kistler""","""Greg Beston""",1998/05/27 3:31PM,unknown,none,0,unknown,-1,unknown,unknown,night,149,16054,sainj101,chamc102,,,,,,
PIT195106140,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/06/14,PIT06,0,0:00PM,day,false,jordl901,dascf901,(none),goetl901,"""115""","""Bob Kistler/RWood""","""Greg Beston/RWood""",1998/05/27 4:13PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,4277,dickm101,bickv101,,,,,,
PIT195106160,"""version 7RS(19) of 07/07/92""",NY1,PIT,1951/06/16,PIT06,0,0:00PM,day,false,stewb901,gorea901,(none),conlj102,"""276,140,104,96""","""Pete Cottrell/Smith""","""David W. Smith""",2011/05/08 10:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,147,8673,magls101,lapap102,,,,,,
PIT195106190,"""version 7RS(19) of 07/07/92""",PHI,PIT,1951/06/19,PIT06,0,0:00PM,night,false,pineb101,boggd901,(none),warnl101,"""150""","""Greg Beston""","""Greg Beston""",2003/09/15 6:28PM,unknown,none,0,unknown,-1,unknown,unknown,night,144,16601,meyer101,dickm101,,,,,,
PIT195106200,"""version 7RS(19) of 07/07/92""",PHI,PIT,1951/06/20,PIT06,0,0:00PM,night,false,boggd901,warnl101,(none),pineb101,"""150""","""David W. Smith""","""David W. Smith""",2009/12/31 10:27PM,radio,none,0,unknown,-1,unknown,unknown,unknown,127,12751,churb101,frieb102,,,,,,
PIT195106210,"""version 7RS(19) of 07/07/92""",PHI,PIT,1951/06/21,PIT06,0,0:00PM,day,false,warnl101,pineb101,(none),boggd901,"""286""","""Bill Ivimey""","""David W. Smith""",2010/02/28 8:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,5682,rober102,lapap102,,,,,,
PIT195106220,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/06/22,PIT06,0,0:00PM,night,false,barla901,donaa901,(none),balll901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/03/05 10:41PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,156,24966,kingc101,wilkt101,,,,,,
PIT195106230,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/06/23,PIT06,0,0:00PM,day,false,donaa901,balll901,(none),barla901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/03/14 7:52PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,154,9937,newcd101,werlb101,,,,,,
PIT195106241,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/06/24,PIT06,1,0:00PM,day,false,balll901,barla901,(none),donaa901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/03/14 8:16PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,170,0,dickm101,erskc101,,,,,,
PIT195106242,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/06/24,PIT06,2,0:00PM,day,false,barla901,donaa901,(none),balll901,"""ALLAN ROTH""","""GORDON GLADMAN""","""GORDON GLADMAN""",1995/08/09 6:24PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,136,31435,wilkt101,kingc101,,,,,,
PIT195107030,"""version 7RS(19) of 07/07/92""",CHN,PIT,1951/07/03,PIT06,0,0:00PM,day,false,gorea901,conlj102,(none),stewb901,"""286""","""Bill Ivimey""","""David W. Smith""",2010/02/28 9:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,4650,law-v101,rushb101,,,,,,
PIT195107041,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/07/04,PIT06,1,1:05PM,day,false,conlj102,stewb901,(none),gorea901,"""535""","""DWV""","""DWV""",2015/02/26 3:00PM,park,none,78,tolf,-1,dry,none,cloudy,130,0,frieb102,blace102,wilkt101,,,,,
PIT195107042,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/07/04,PIT06,2,3:46PM,day,false,stewb901,gorea901,(none),conlj102,"""535""","""DWV""","""DWV""",2015/02/27 8:07AM,park,none,0,tolf,-1,dry,none,cloudy,117,16061,werlb101,ramsw101,,,,,,
PIT195107050,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/07/05,PIT06,0,0:00PM,day,false,gorea901,conlj102,(none),stewb901,"""286,535""","""Bill Ivimey/Smith""","""David W. Smith""",2010/02/28 9:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,2212,fox-h101,pollh101,,,,,,
PIT195107060,"""version 7RS(19) of 07/07/92""",SLN,PIT,1951/07/06,PIT06,0,0:00PM,night,false,dascf901,goetl901,(none),jordl901,"""209""",,"""D Lamoureaux""",2008/06/01 12:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,24532,mungr101,dickm101,,,,,,
PIT195107070,"""version 7RS(19) of 07/07/92""",SLN,PIT,1951/07/07,PIT06,0,0:00PM,day,false,goetl901,jordl901,(none),dascf901,"""209""",,"""D Lamoureaux/RWood""",2008/06/01 12:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,10127,law-v101,lanim101,,,,,,
PIT195107230,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/07/23,PIT06,0,0:00PM,night,false,warnl101,goetl901,jordl901,dascf901,"""115""","""Bob Kistler""","""Greg Beston""",1998/06/05 10:06AM,unknown,none,0,unknown,-1,unknown,unknown,night,184,8112,painp101,law-v101,chipb101,,,,,
PIT195107240,"""version 7RS(19) of 07/07/92""",NY1,PIT,1951/07/24,PIT06,0,0:00PM,night,false,goetl901,jordl901,dascf901,warnl101,"""Kremenko""",,"""Alan Boodman""",1995/10/04 8:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,17858,magls101,frieb102,,,,,,
PIT195107250,"""version 7RS(19) of 07/07/92""",NY1,PIT,1951/07/25,PIT06,0,0:00PM,day,false,jordl901,dascf901,warnl101,goetl901,"""Kremenko""",,"""Alan Boodman""",1995/10/04 8:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,8718,wilkt101,speng102,,,,,,
PIT195107270,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/07/27,PIT06,0,0:00PM,night,false,pineb101,boggd901,(none),robbs901,"""115""","""Bob Kistler""","""Greg Beston""",1998/06/05 12:33PM,unknown,none,0,unknown,-1,unknown,unknown,night,140,17256,pollh101,surkm101,,,,,,
PIT195107280,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/07/28,PIT06,0,0:00PM,day,false,boggd901,robbs901,(none),pineb101,"""115""","""Bob Kistler""","""Greg Beston""",1998/06/05 1:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,6848,dickm101,spahw101,,,,,,
PIT195107291,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/07/29,PIT06,1,0:00PM,day,false,robbs901,pineb101,(none),boggd901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/09/29 5:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,0,frieb102,sainj101,,,,,,
PIT195107292,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/07/29,PIT06,2,0:00PM,day,false,pineb101,boggd901,(none),robbs901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/09/29 5:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,17881,wilsj104,queem101,estog101,,,,,
PIT195107310,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/07/31,PIT06,0,0:00PM,night,false,gorea901,conlj102,(none),stewb901,"""Allan Roth""","""David W. Smith""","""David W. Smith""",1996/05/05 4:37PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,152,26132,newcd101,pollh101,,,,,,
PIT195108010,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/08/01,PIT06,0,0:00PM,night,false,conlj102,stewb901,(none),gorea901,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1995/11/22 9:19PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,174,19502,werlb101,kingc101,wilkt101,,,,,
PIT195108020,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/08/02,PIT06,0,0:00PM,day,false,stewb901,gorea901,(none),conlj102,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1995/11/23 12:07AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,137,10986,erskc101,frieb102,,,,,,
PIT195108030,"""version 7RS(19) of 07/07/92""",PHI,PIT,1951/08/03,PIT06,0,0:00PM,night,false,balll901,barla901,(none),donaa901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/02/22 4:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,13607,rober102,law-v101,,,,,,
PIT195108051,"""version 7RS(19) of 07/07/92""",PHI,PIT,1951/08/05,PIT06,1,0:00PM,day,false,donaa901,balll901,(none),barla901,"""150,154,266,276""","""Greg Beston/Townsend""","""Greg Beston/Townsend""",2003/09/27 9:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,0,churb101,frieb102,,,,,,
PIT195108150,"""version 7RS(19) of 07/07/92""",SLN,PIT,1951/08/15,PIT06,0,0:00PM,night,false,donaa901,balll901,(none),barla901,"""208,140,137,96,276""","""Richard Weston/Smith/Townsend""","""David W. Smith/Townsend""",2011/12/24 6:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,111,17853,frieb102,stalg103,,,,,,
PIT195108160,"""version 7RS(19) of 07/07/92""",SLN,PIT,1951/08/16,PIT06,0,0:00PM,day,false,balll901,barla901,(none),donaa901,"""102,137,140,96,208""","""Richard Weston""","""David W. Smith""",2011/12/24 6:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,6619,stalg103,dickm101,braza101,,,,,
PIT195108180,"""version 7RS(19) of 07/07/92""",CHN,PIT,1951/08/18,PIT06,0,0:00PM,day,false,robbs901,pineb101,(none),boggd901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/11 2:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,127,6212,kellb103,pollh101,leond103,,,,,
PIT195108191,"""version 7RS(19) of 07/07/92""",CHN,PIT,1951/08/19,PIT06,1,0:00PM,day,false,pineb101,boggd901,(none),robbs901,"""280""","""David W. Smith""","""David W. Smith""",2010/01/09 8:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,0,carld101,hattj101,,,,,,
PIT195108192,"""version 7RS(19) of 07/07/92""",CHN,PIT,1951/08/19,PIT06,2,0:00PM,day,false,boggd901,robbs901,(none),pineb101,"""94""","""David W. Smith""","""David W. Smith""",2010/01/01 9:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,16434,law-v101,leond103,,,,,,
PIT195109050,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/09/05,PIT06,0,0:00PM,night,false,warnl101,goetl901,(none),jordl901,"""291""","""Comly""","""Comly""",2010/09/22 4:40AM,unknown,none,0,unknown,-1,unknown,unknown,night,168,9086,wehmh101,werlb101,raffk101,,,,,
PIT195109060,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/09/06,PIT06,0,7:34PM,night,false,goetl901,jordl901,(none),warnl101,"""536""","""DWV""","""DWV""",2015/03/06 2:08PM,park,none,73,unknown,-1,dry,none,night,136,4222,pollh101,fox-h101,wilkt101,,,,,
PIT195109091,"""version 7RS(19) of 07/07/92""",SLN,PIT,1951/09/09,PIT06,1,0:00PM,day,false,goetl901,jordl901,(none),warnl101,"""209""",,"""D Lamoureaux/RWood""",2008/06/02 6:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,0,lanim101,dickm101,,,,,,
PIT195109092,"""version 7RS(19) of 07/07/92""",SLN,PIT,1951/09/09,PIT06,2,0:00PM,day,false,jordl901,warnl101,(none),goetl901,"""276""","""David W. Smith""","""David W. Smith""",2010/10/05 9:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,17456,boked101,walsj107,,,,,,
PIT195109120,"""version 7RS(19) of 07/07/92""",PHI,PIT,1951/09/12,PIT06,0,0:00PM,day,false,pineb101,boggd901,(none),robbs901,"""150""","""Greg Beston""","""Greg Beston""",2003/10/09 5:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,2364,law-v101,hansa101,wilkt101,,,,,
PIT195109140,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/09/14,PIT06,0,0:00PM,night,false,boggd901,robbs901,pineb101,donaa901,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1995/11/29 8:03AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,130,18050,roe-p101,dickm101,,,,,,
PIT195109150,"""version 7RS(19) of 07/07/92""",BRO,PIT,1951/09/15,PIT06,0,0:00PM,day,false,robbs901,pineb101,donaa901,boggd901,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1995/11/29 8:28AM,park,none,0,unknown,-1,unknown,unknown,unknown,157,11098,queem101,branr103,wilkt101,,,,,
PIT195109161,"""version 7RS(19) of 07/07/92""",NY1,PIT,1951/09/16,PIT06,1,0:00PM,day,false,goetl901,donaa901,jordl901,warnl101,"""Kremenko""",,"""Alan Boodman""",1995/10/10 12:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,jansl101,pollh101,,,,,,
PIT195109162,"""version 7RS(19) of 07/07/92""",NY1,PIT,1951/09/16,PIT06,2,0:00PM,day,false,donaa901,jordl901,warnl101,goetl901,"""Kremenko""",,"""Alan Boodman""",1995/10/10 2:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,24990,magls101,dickm101,,,,,,
PIT195109180,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/09/18,PIT06,0,0:00PM,night,false,balll901,gormt101,(none),barla901,"""115""","""Bob Kistler""","""Greg Beston""",1994/01/23 10:01PM,unknown,none,0,unknown,-1,unknown,unknown,night,156,8036,yochl101,wilsj104,wilkt101,,,,,
PIT195109190,"""version 7RS(19) of 07/07/92""",BSN,PIT,1951/09/19,PIT06,0,0:00PM,day,false,gormt101,barla901,(none),balll901,"""115""","""Bob Kistler""","""Greg Beston""",1994/01/23 10:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,2793,dickm101,nichc102,,,,,,
PIT195109280,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/09/28,PIT06,0,0:00PM,night,false,gormt101,barla901,(none),balll901,"""536""","""DWV""","""DWV""",2015/03/06 2:22PM,park,none,47,unknown,-1,dry,none,night,145,4250,wehmh101,yochl101,,,,,,
PIT195109290,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/09/29,PIT06,0,0:00PM,night,false,barla901,balll901,(none),gormt101,"""536""","""DWV""","""DWV""",2015/03/06 4:26PM,park,none,60,unknown,-1,dry,none,night,128,13843,blace102,dickm101,smitf104,,,,,
PIT195109300,"""version 7RS(19) of 07/07/92""",CIN,PIT,1951/09/30,PIT06,0,2:30PM,day,false,balll901,gormt101,(none),barla901,"""536""","""DWV""","""DWV""",2015/03/06 4:44PM,park,none,70,unknown,-1,dry,none,cloudy,155,9068,werlb101,smitf104,,,,,,
CHN195104170,"""version 7RS(19) of 07/07/92""",CIN,CHN,1951/04/17,CHI11,0,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/09 6:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,18211,hillf101,raffk101,,,,,,
CHN195104190,"""version 7RS(19) of 07/07/92""",CIN,CHN,1951/04/19,CHI11,0,0:00PM,day,false,conlj102,gorea901,(none),stewb901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/09 6:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,1626,minnp101,ramsw101,,,,,,
CHN195104230,"""version 7RS(19) of 07/07/92""",PIT,CHN,1951/04/23,CHI11,0,0:00PM,day,false,jordl901,dascf901,(none),goetl901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/09 6:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,7899,hillf101,queem101,,,,,,
CHN195104240,"""version 7RS(19) of 07/07/92""",PIT,CHN,1951/04/24,CHI11,0,0:00PM,day,false,dascf901,goetl901,(none),jordl901,"""94""","""David W. Smith/RWood""","""David W. Smith/RWood""",2011/10/30 7:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,132,7750,law-v101,lownt101,werlb101,,,,,
CHN195104270,"""version 7RS(19) of 07/07/92""",SLN,CHN,1951/04/27,CHI11,0,0:00PM,day,false,conlj102,gorea901,(none),stewb901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/09 6:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,9377,stalg103,schub103,,,,,,
CHN195104280,"""version 7RS(19) of 07/07/92""",SLN,CHN,1951/04/28,CHI11,0,0:00PM,day,false,gorea901,stewb901,(none),conlj102,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/10 5:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,21593,rushb101,boyec101,,,,,,
CHN195104290,"""version 7RS(19) of 07/07/92""",SLN,CHN,1951/04/29,CHI11,0,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""276""","""David W. Smith""","""David W. Smith""",2010/01/07 4:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,29866,brech101,hillf101,,,,,,
CHN195105150,"""version 7RS(19) of 07/07/92""",BRO,CHN,1951/05/15,CHI11,0,0:00PM,day,false,warnl101,pineb101,boggd901,robbs901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/01/11 12:16AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,144,17835,kingc101,mclic101,branr103,,,,,
CHN195105160,"""version 7RS(19) of 07/07/92""",BRO,CHN,1951/05/16,CHI11,0,0:00PM,day,false,boggd901,robbs901,warnl101,pineb101,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/01/11 9:24PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,150,12717,minnp101,erskc101,,,,,,
CHN195105170,"""version 7RS(19) of 07/07/92""",BRO,CHN,1951/05/17,CHI11,0,0:00PM,day,false,boggd901,robbs901,warnl101,pineb101,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/01/11 9:48PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,134,5178,hillf101,palie101,,,,,,
CHN195105180,"""version 7RS(19) of 07/07/92""",PHI,CHN,1951/05/18,CHI11,0,0:00PM,day,false,gorea901,conlj102,(none),robbs901,"""94""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",2003/11/10 5:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,7564,leond103,crisl101,,,,,,
CHN195105190,"""version 7RS(19) of 07/07/92""",PHI,CHN,1951/05/19,CHI11,0,0:00PM,day,false,conlj102,robbs901,(none),gorea901,"""150""","""Greg Beston""","""Greg Beston""",2003/09/07 7:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,20811,churb101,klipj101,konsj101,,,,,
CHN195105201,"""version 7RS(19) of 07/07/92""",BSN,CHN,1951/05/20,CHI11,1,0:00PM,day,false,dascf901,goetl901,(none),jordl901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/09/21 5:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,0,leond103,nichc102,,,,,,
CHN195105202,"""version 7RS(19) of 07/07/92""",BSN,CHN,1951/05/20,CHI11,2,0:00PM,day,false,goetl901,jordl901,(none),dascf901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/09/21 6:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,42088,leond103,bickv101,,,,,,
CHN195105230,"""version 7RS(19) of 07/07/92""",NY1,CHN,1951/05/23,CHI11,0,0:00PM,day,false,balll901,barla901,(none),donaa901,"""Chi Herald-Amer""","""Gordon Gladman""","""Gordon Gladman""",1997/02/11 7:21AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,162,11337,magls101,minnp101,,,,,,
CHN195105250,"""version 7RS(19) of 07/07/92""",PIT,CHN,1951/05/25,CHI11,0,0:00PM,day,false,barla901,donaa901,(none),balll901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/10 6:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,8143,dickm101,hillf101,,,,,,
CHN195105260,"""version 7RS(19) of 07/07/92""",PIT,CHN,1951/05/26,CHI11,0,0:00PM,day,false,donaa901,balll901,(none),barla901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/10 6:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,9006,schmj101,walsj107,,,,,,
CHN195106120,"""version 7RS(19) of 07/07/92""",PHI,CHN,1951/06/12,CHI11,0,0:00PM,day,false,conlj102,stewb901,(none),gorea901,"""150""","""Greg Beston""","""Greg Beston""",2003/09/14 5:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,9289,candm101,hillf101,konsj101,,,,,
CHN195106130,"""version 7RS(19) of 07/07/92""",PHI,CHN,1951/06/13,CHI11,0,0:00PM,day,false,stewb901,conlj102,(none),gorea901,"""150""","""Greg Beston""","""Greg Beston""",2003/09/14 7:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,7889,rober102,klipj101,,,,,,
CHN195106140,"""version 7RS(19) of 07/07/92""",PHI,CHN,1951/06/14,CHI11,0,0:00PM,day,false,gorea901,conlj102,(none),stewb901,"""94""","""D Lamoureaux""","""D Lamoureaux""",2003/11/10 6:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,6896,meyer101,rushb101,,,,,,
CHN195106150,"""version 7RS(19) of 07/07/92""",BRO,CHN,1951/06/15,CHI11,0,0:00PM,day,false,dascf901,goetl901,(none),jordl901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/02/15 9:27PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,120,11389,newcd101,minnp101,,,,,,
