game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,oscorer,innings
CHA194808152,"""version 7RS(19) of 07/07/92""",CLE,CHA,1948/08/15,CHI10,2,0:00PM,day,false,passa901,stevj901,(none),romme101,"""3""","""D Lamoureaux""","""D Lamoureaux""",2000/07/04 7:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,45286,lemob101,haynj101,,,,,
CHA194809040,"""version 7RS(19) of 07/07/92""",DET,CHA,1948/09/04,CHI10,0,0:00PM,day,false,joner901,stevj901,(none),summb901,"""276,68,111,56""","""Wayne Townsend""","""Wayne Townsend""",2014/09/06 10:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,3336,newhh101,gumpr101,,,,,
CHA194809050,"""version 7RS(19) of 07/07/92""",DET,CHA,1948/09/05,CHI10,0,0:00PM,day,false,stevj901,summb901,(none),joner901,"""251""","""DWV""","""DWV""",2013/06/15 6:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,7253,getta101,houta101,,,,,
CHA194809061,"""version 7RS(19) of 07/07/92""",CLE,CHA,1948/09/06,CHI10,1,0:00PM,day,false,summb901,joner901,(none),stevj901,"""3""","""D Lamoureaux""","""D Lamoureaux""",2000/08/01 6:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,haynj101,bearg102,papif101,,,,
CHA194809062,"""version 7RS(19) of 07/07/92""",CLE,CHA,1948/09/06,CHI10,2,0:00PM,day,false,joner901,stevj901,(none),summb901,"""3""","""D Lamoureaux""","""D Lamoureaux""",2000/08/01 7:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,81,40176,fellb101,gumpr101,,,,,
CHA194809140,"""version 7RS(19) of 07/07/92""",BOS,CHA,1948/09/14,CHI10,0,0:00PM,night,false,romme101,passa901,(none),boyej901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 6:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,15622,kinde101,wighb101,,,,,
CHA194809150,"""version 7RS(19) of 07/07/92""",BOS,CHA,1948/09/15,CHI10,0,0:00PM,day,false,passa901,boyej901,(none),romme101,"""115""","""Bob Kistler/RWood""","""D Lamoureaux/RWood""",2000/12/17 6:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,3668,getta101,kramj101,moulg101,,,,
CHA194809180,"""version 7RS(19) of 07/07/92""",PHA,CHA,1948/09/18,CHI10,0,0:00PM,day,false,romme101,passa901,(none),boyej901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/04/01 3:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,2209,colej101,papif101,harrb104,,,,
CHA194809191,"""version 7RS(19) of 07/07/92""",WS1,CHA,1948/09/19,CHI10,1,0:00PM,day,false,berrc103,grieb901,(none),hurle901,"""251""","""DWV""","""DWV""",2013/06/16 12:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,0,ferrt101,getta101,candm101,,,,
CHA194809220,"""version 7RS(19) of 07/07/92""",NYA,CHA,1948/09/22,CHI10,0,0:00PM,night,false,hurle901,berrc103,mckib901,grieb901,"""224""","""DWV""","""DWV""",2013/06/16 2:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,149,11162,byrnt101,wighb101,,,,,
CHA194809230,"""version 7RS(19) of 07/07/92""",NYA,CHA,1948/09/23,CHI10,0,0:00PM,day,false,berrc103,mckib901,romme101,grieb901,"""115""","""Bob Kistler""","""Greg Beston""",2001/07/04 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,104,2746,papif101,lopae101,,,,,
CHA194810012,"""version 7RS(19) of 07/07/92""",SLA,CHA,1948/10/01,CHI10,2,0:00PM,night,false,papaj901,hurle901,(none),(none),"""289""","""DWV""","""DWV""",2013/06/27 3:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,98,2000,getta101,kennb103,papif101,,,,
BOS194804191,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/04/19,BOS07,1,0:00AM,day,false,mcgob901,hubbc901,(none),mckib901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/28 5:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,171,22409,marcp101,dobsj101,,,,,
BOS194804192,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/04/19,BOS07,2,0:00PM,day,false,hubbc901,mckib901,(none),mcgob901,"""162""","""David W. Smith""","""David W. Smith""",2014/10/29 12:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,33675,brisl101,galed101,,,,,
BOS194804220,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/04/22,BOS07,0,0:00PM,day,false,mckib901,mcgob901,(none),hubbc901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/28 5:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,14241,savab101,parnm101,,,,,
BOS194804300,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/04/30,BOS07,0,0:00PM,day,false,grieb901,berrc103,(none),hurle901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/29 6:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,20716,reyna102,harrm101,,,,,
BOS194805010,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/05/01,BOS07,0,0:00PM,day,false,berrc103,hurle901,(none),grieb901,"""115""","""Bob Kistler/RWood""","""D Lamoureaux/RWood""",2000/11/29 6:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,32720,kramj101,lopae101,galed101,,,,
BOS194805020,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/05/02,BOS07,0,0:00PM,day,false,hurle901,grieb901,(none),berrc103,"""209""",,"""D Lamoureaux""",2008/07/19 6:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,34095,dobsj101,drewk101,,,,,
BOS194805040,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/05/04,BOS07,0,0:00PM,day,false,summb901,stevj901,joner901,papaj901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/29 6:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,17316,ferrd101,houta101,galed101,,,,
BOS194805050,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/05/05,BOS07,0,0:00PM,day,false,stevj901,joner901,papaj901,summb901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/29 7:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,11434,kinde101,troud101,,,,,
BOS194805060,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/05/06,BOS07,0,0:00PM,day,false,joner901,papaj901,summb901,stevj901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/29 7:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,15960,whith101,kramj101,,,,,
BOS194805080,"""version 7RS(19) of 07/07/92""",SLA,BOS,1948/05/08,BOS07,0,0:00PM,day,false,papaj901,summb901,stevj901,joner901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/30 3:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,11662,sanff101,harrm101,,,,,
BOS194805091,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/05/09,BOS07,1,0:00PM,day,false,boyej901,romme101,(none),passa901,"""3""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/08/10 8:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,163,0,fellb101,dobsj101,chrir101,,,,
BOS194805092,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/05/09,BOS07,2,0:00PM,day,false,romme101,passa901,(none),boyej901,"""3""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/08/15 10:23AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,34298,kliee101,dorif101,chrir101,,,,
BOS194805100,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/05/10,BOS07,0,0:00PM,day,false,passa901,boyej901,(none),romme101,"""3""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/08/11 11:06AM,park,none,0,unknown,-1,unknown,unknown,unknown,162,11101,kliee101,ferrd101,groms101,,,,
BOS194805110,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/05/11,BOS07,0,0:00PM,day,false,boyej901,romme101,(none),passa901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/30 4:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,6480,kramj101,moulg101,,,,,
BOS194805120,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/05/12,BOS07,0,0:00PM,day,false,romme101,passa901,(none),boyej901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/11/30 5:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,8267,dealc101,harre101,,,,,
BOS194805160,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/05/16,BOS07,0,0:00PM,day,false,summb901,stevj901,joner901,papaj901,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/04/27 6:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,33042,johne105,wynne101,,,,,
BOS194806020,"""version 7RS(19) of 07/07/92""",SLA,BOS,1948/06/02,BOS07,0,0:00PM,night,false,mcgob901,hubbc901,(none),papaj901,"""233""","""DWV""","""DWV""",2013/06/19 6:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,25710,sanff101,parnm101,,,,,
BOS194806030,"""version 7RS(19) of 07/07/92""",SLA,BOS,1948/06/03,BOS07,0,0:00PM,day,false,hubbc901,papaj901,(none),mcgob901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/08 7:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,7916,kramj101,garvn102,,,,,
BOS194806041,"""version 7RS(19) of 07/07/92""",SLA,BOS,1948/06/04,BOS07,1,0:00PM,day,false,papaj901,mcgob901,(none),hubbc901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/08 7:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,dobsj101,stepb103,,,,,
BOS194806042,"""version 7RS(19) of 07/07/92""",SLA,BOS,1948/06/04,BOS07,2,0:00PM,day,false,mcgob901,hubbc901,(none),papaj901,"""233""","""DWV""","""DWV""",2013/06/20 3:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,14901,galed101,zolds101,,,,,
BOS194806061,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/06/06,BOS07,1,0:00PM,day,false,hubbc901,papaj901,(none),mcgob901,"""233""","""DWV""","""DWV""",2013/06/20 4:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,johne105,benta101,,,,,
BOS194806062,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/06/06,BOS07,2,0:00PM,day,false,papaj901,mcgob901,(none),hubbc901,"""233""","""DWV""","""DWV""",2013/06/21 4:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,34251,ferrd101,houta101,,,,,
BOS194806080,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/06/08,BOS07,0,0:00PM,night,false,hurle901,berrc103,joner901,mckib901,"""3""","""R.STIEGLITZ""","""R.STIEGLITZ""",1995/09/13 10:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,121,33032,bearg102,parnm101,,,,,
BOS194806100,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/06/10,BOS07,0,0:00PM,day,false,berrc103,joner901,mckib901,hurle901,"""3,118""","""David W. Smith/RWood""","""David W. Smith/RWood""",2000/03/05 9:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,158,17810,dobsj101,fellb101,,,,,
BOS194806110,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/06/11,BOS07,0,0:00PM,night,false,joner901,berrc103,hurle901,mckib901,"""233,245""","""DWV""","""DWV""",2013/06/21 4:33PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,33420,kramj101,papif101,,,,,
BOS194807020,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/07/02,BOS07,0,0:00PM,night,false,grieb901,stevj901,(none),summb901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 10:12AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,33989,brisl101,dobsj101,,,,,
BOS194807030,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/07/03,BOS07,0,0:00PM,day,false,stevj901,summb901,(none),grieb901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 10:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,15435,fowld101,ferrd101,,,,,
BOS194807051,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/07/05,BOS07,1,0:00PM,day,false,grieb901,stevj901,(none),summb901,"""135""","""DWV""","""DWV""",2013/06/28 11:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,kramj101,rascv101,galed101,,,,
BOS194807052,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/07/05,BOS07,2,0:00PM,day,false,stevj901,summb901,(none),grieb901,"""227""","""DWV""","""DWV""",2013/06/13 6:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,152,34138,galed101,pagej101,,,,,
BOS194807060,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/07/06,BOS07,0,0:00PM,night,false,summb901,grieb901,(none),stevj901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 11:47AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,31735,dobsj101,hillf101,,,,,
BOS194807070,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/07/07,BOS07,0,0:00PM,night,false,grieb901,stevj901,(none),summb901,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/06/07 7:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,33957,weltd101,kinde101,ferrt101,,,,
BOS194807080,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/07/08,BOS07,0,0:00PM,night,false,stevj901,summb901,(none),grieb901,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/06/08 6:24AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,26996,parnm101,wynne101,,,,,
BOS194807151,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/07/15,BOS07,1,0:00PM,day,false,boyej901,passa901,(none),romme101,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 12:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,14403,kramj101,hutcf101,,,,,
BOS194807152,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/07/15,BOS07,2,0:00PM,night,false,passa901,romme101,(none),boyej901,"""234""","""D Lamoureaux""","""D Lamoureaux""",2008/01/17 7:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,82,33892,parnm101,troud101,,,,,
BOS194807160,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/07/16,BOS07,0,0:00PM,day,false,romme101,boyej901,(none),passa901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 2:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,12476,dobsj101,houta101,,,,,
BOS194807170,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/07/17,BOS07,0,0:00PM,day,false,boyej901,passa901,(none),romme101,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 2:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,17477,trucv101,kinde101,,,,,
BOS194807182,"""version 7RS(19) of 07/07/92""",SLA,BOS,1948/07/18,BOS07,2,0:00PM,day,false,romme101,boyej901,(none),passa901,"""102,208,128,71,611""","""Tom Thress/RWood""","""David W. Smith/RWood""",2014/07/16 7:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,122,28563,harrm101,shorr101,,,,,
BOS194807200,"""version 7RS(19) of 07/07/92""",SLA,BOS,1948/07/20,BOS07,0,0:00PM,day,false,passa901,romme101,(none),boyej901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 2:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,9656,kramj101,kennb103,,,,,
BOS194807211,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/07/21,BOS07,1,0:00PM,day,false,summb901,joner901,(none),stevj901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 2:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,117,7148,dobsj101,getta101,,,,,
BOS194807212,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/07/21,BOS07,2,0:00PM,night,false,joner901,stevj901,(none),summb901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 2:59PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,29851,hught102,calde101,,,,,
BOS194807221,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/07/22,BOS07,1,0:00PM,day,false,stevj901,summb901,(none),joner901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 3:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,0,galed101,gillb102,,,,,
BOS194807222,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/07/22,BOS07,2,0:00PM,day,false,summb901,joner901,(none),stevj901,"""115,111,71""","""Tom Thress""","""David W. Smith""",2014/07/27 4:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,18250,kinde101,judsh101,,,,,
BOS194807230,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/07/23,BOS07,0,0:00PM,day,false,joner901,stevj901,(none),summb901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/09 10:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,6664,harrm101,wighb101,,,,,
BOS194807241,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/07/24,BOS07,1,0:00PM,day,false,stevj901,summb901,(none),joner901,"""3""","""D Lamoureaux""","""D Lamoureaux""",2000/06/18 1:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,0,ferrd101,lemob101,,,,,
BOS194807242,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/07/24,BOS07,2,0:00PM,day,false,summb901,joner901,(none),stevj901,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/06/18 2:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,34129,parnm101,zolds101,,,,,
BOS194807250,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/07/25,BOS07,0,0:00PM,day,false,joner901,stevj901,(none),summb901,"""3""","""D Lamoureaux""","""D Lamoureaux""",2000/06/18 5:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,32190,dobsj101,groms101,,,,,
BOS194808180,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/08/18,BOS07,0,0:00PM,day,false,hurle901,summb901,joner901,grieb901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 12:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,24178,galed101,schec101,,,,,
BOS194808190,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/08/19,BOS07,0,0:00PM,day,false,summb901,joner901,grieb901,hurle901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 1:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,154,18846,fowld101,dobsj101,brisl101,,,,
BOS194808201,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/08/20,BOS07,1,0:00PM,day,false,grieb901,berrc103,(none),hurle901,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/07/22 8:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,0,johne105,scarr102,,,,,
BOS194808202,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/08/20,BOS07,2,0:00PM,day,false,berrc103,hurle901,(none),grieb901,"""233""","""DWV""","""DWV""",2013/06/21 5:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,15865,kramj101,harre101,,,,,
BOS194808210,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/08/21,BOS07,0,0:00PM,day,false,hurle901,grieb901,(none),berrc103,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/07/22 8:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,16828,johne105,ferrt101,,,,,
BOS194808220,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/08/22,BOS07,0,0:00PM,day,false,grieb901,berrc103,(none),hurle901,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/07/22 9:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,26734,harrm101,thomf109,,,,,
BOS194808240,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/08/24,BOS07,0,0:00PM,night,false,berrc103,papaj901,joner901,hubbc901,"""3""","""D Lamoureaux""","""D Lamoureaux""",2000/07/23 9:43AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,34172,calde101,chrir101,,,,,
BOS194808250,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/08/25,BOS07,0,0:00PM,day,false,papaj901,joner901,hubbc901,berrc103,"""3""","""D Lamoureaux""","""D Lamoureaux""",2000/07/23 9:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,30745,lemob101,galed101,,,,,
BOS194808260,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/08/26,BOS07,0,0:00PM,day,false,joner901,hubbc901,berrc103,papaj901,"""3""","""D Lamoureaux""","""D Lamoureaux""",2000/07/23 10:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,20322,parnm101,bearg102,,,,,
BOS194808270,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/08/27,BOS07,0,0:00PM,day,false,hubbc901,berrc103,(none),papaj901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 1:27PM,unknown,none,100,unknown,-1,unknown,unknown,unknown,155,6285,galed101,pierm101,,,,,
BOS194808280,"""version 7RS(19) of 07/07/92""",CHA,BOS,1948/08/28,BOS07,0,0:00PM,day,false,berrc103,papaj901,(none),hubbc901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 1:44PM,unknown,none,100,unknown,-1,unknown,unknown,unknown,130,10380,kinde101,wighb101,,,,,
BOS194808291,"""version 7RS(19) of 07/07/92""",SLA,BOS,1948/08/29,BOS07,1,0:00PM,day,false,hurle901,mcgob901,(none),grieb901,"""234""","""D Lamoureaux""","""D Lamoureaux""",2008/01/17 8:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,0,dobsj101,drewk101,,,,,
BOS194809010,"""version 7RS(19) of 07/07/92""",DET,BOS,1948/09/01,BOS07,0,0:00PM,day,false,hurle901,mcgob901,(none),grieb901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 1:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,22374,kramj101,trucv101,,,,,
BOS194809080,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/09/08,BOS07,0,0:00PM,night,false,mckib901,romme101,passa901,boyej901,"""227,313""","""DWV""","""DWV""",2013/06/13 8:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,33775,johne105,pagej101,,,,,
BOS194809090,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/09/09,BOS07,0,0:00PM,day,false,romme101,passa901,boyej901,mckib901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 2:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,28002,kinde101,portb102,,,,,
BOS194809100,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/09/10,BOS07,0,0:00PM,day,false,passa901,boyej901,mckib901,romme101,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 3:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,200,27329,sheas101,calde101,,,,,
BOS194809111,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/09/11,BOS07,1,0:00PM,day,false,mckib901,hubbc901,(none),passa901,"""115""","""Bob Kistler/RWood""","""D Lamoureaux/RWood""",2000/12/17 3:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,21415,galed101,mccab106,,,,,
BOS194809112,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/09/11,BOS07,2,0:00PM,night,false,hubbc901,passa901,(none),mckib901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/17 5:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,34002,parnm101,colej101,,,,,
BOS194809120,"""version 7RS(19) of 07/07/92""",PHA,BOS,1948/09/12,BOS07,0,0:00PM,day,false,passa901,mckib901,(none),hubbc901,"""266,119,71,611""","""Tom Thress,Wayne Townsend""","""David W. Smith,Wayne Townsend""",2014/09/12 10:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,29100,schec101,dobsj101,,,,,
BOS194809280,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/09/28,BOS07,0,0:00PM,day,false,papaj901,romme101,(none),mcgob901,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/08/13 4:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,10485,scarr102,dobsj101,,,,,
BOS194809290,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/09/29,BOS07,0,0:00PM,day,false,romme101,mcgob901,(none),passa901,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/08/13 5:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,7247,kinde101,mastw101,,,,,
BOS194809300,"""version 7RS(19) of 07/07/92""",WS1,BOS,1948/09/30,BOS07,0,0:00PM,day,false,mcgob901,passa901,(none),romme101,"""14""","""D Lamoureaux""","""D Lamoureaux""",2000/08/13 5:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,4998,parnm101,wynne101,johne105,,,,
BOS194810020,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/10/02,BOS07,0,0:00PM,day,false,passa901,romme101,hubbc901,mcgob901,"""115""","""Bob Kistler""","""D Lamoureaux""",2000/12/20 8:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,32118,kramj101,byrnt101,,,,,
BOS194810030,"""version 7RS(19) of 07/07/92""",NYA,BOS,1948/10/03,BOS07,0,0:00PM,day,false,romme101,hubbc901,mcgob901,passa901,"""39""","""David W. Smith""","""David W. Smith""",2007/04/08 3:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,160,31304,johne105,portb102,ferrd101,,,,
BOS194810040,"""version 7RS(19) of 07/07/92""",CLE,BOS,1948/10/04,BOS07,0,0:00PM,day,false,mcgob901,summb901,romme101,berrc103,"""14""","""Vincent""","""Vincent""",1994/07/02 10:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,144,33957,bearg102,galed101,,,playoff,,
NY1194804200,"""version 7RS(19) of 07/07/92""",BRO,NY1,1948/04/20,NYC14,0,0:00PM,day,false,stewb901,boggd901,(none),henlb101,"""27""","""GORD GLADMAN""","""GORD GLADMAN""",1994/04/27 2:37PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,147,48130,caseh101,jansl101,,,,,
NY1194804210,"""version 7RS(19) of 07/07/92""",BRO,NY1,1948/04/21,NYC14,0,0:00PM,day,false,boggd901,henlb101,(none),stewb901,"""27""","""GORD GLADMAN""","""GORD GLADMAN""",1994/04/27 3:17PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,181,21388,jones103,branr103,trink101,,,,
