player_id,last,first,bats,throws,team_id,pos,player_name,year,team_name
candm101,Candini,Milo,R,R,WS1,P,Milo Candini,1948,"AL,Washington,Senators"
chrim102,Christman,Mark,R,R,WS1,SS,Mark Christman,1948,"AL,Washington,Senators"
clarj105,Clark,Jim,R,R,WS1,3B,Jim Clark,1948,"AL,Washington,Senators"
coang101,Coan,Gil,L,R,WS1,OF,Gil Coan,1948,"AL,Washington,Senators"
coopc102,Cooper,Cal,R,R,WS1,P,Cal Cooper,1948,"AL,Washington,Senators"
culbl101,Culberson,Leon,R,R,WS1,OF,Leon Culberson,1948,"AL,Washington,Senators"
difaj101,Difani,Jay,R,R,WS1,PH,Jay Difani,1948,"AL,Washington,Senators"
drakl102,Drake,Larry,L,R,WS1,OF,Larry Drake,1948,"AL,Washington,Senators"
earlj101,Early,Jake,L,R,WS1,C,Jake Early,1948,"AL,Washington,Senators"
evana101,Evans,Al,R,R,WS1,C,Al Evans,1948,"AL,Washington,Senators"
ferrt101,Ferrick,Tom,R,R,WS1,P,Tom Ferrick,1948,"AL,Washington,Senators"
fleia101,Fleitas,Angel,R,R,WS1,SS,Angel Fleitas,1948,"AL,Washington,Senators"
garcr101,Garcia,Ramon,R,R,WS1,P,Ramon Garcia,1948,"AL,Washington,Senators"
gillc102,Gillenwater,Carden,R,R,WS1,OF,Carden Gillenwater,1948,"AL,Washington,Senators"
haefm101,Haefner,Mickey,L,L,WS1,P,Mickey Haefner,1948,"AL,Washington,Senators"
harre101,Harrist,Earl,R,R,WS1,P,Earl Harrist,1948,"AL,Washington,Senators"
hudss101,Hudson,Sid,R,R,WS1,P,Sid Hudson,1948,"AL,Washington,Senators"
kozaa101,Kozar,Al,R,R,WS1,2B,Al Kozar,1948,"AL,Washington,Senators"
mastw101,Masterson,Walt,R,R,WS1,P,Walt Masterson,1948,"AL,Washington,Senators"
mcbrt101,McBride,Tom,R,R,WS1,OF,Tom McBride,1948,"AL,Washington,Senators"
meeks101,Meeks,Sammy,R,R,WS1,SS,Sammy Meeks,1948,"AL,Washington,Senators"
okril101,Okrie,Len,R,R,WS1,C,Len Okrie,1948,"AL,Washington,Senators"
pierm101,Pieretti,Marino,R,R,WS1,P,Marino Pieretti,1948,"AL,Washington,Senators"
robes102,Robertson,Sherry,L,R,WS1,OF,Sherry Robertson,1948,"AL,Washington,Senators"
scarr102,Scarborough,Ray,R,R,WS1,P,Ray Scarborough,1948,"AL,Washington,Senators"
stewb101,Stewart,Bud,L,R,WS1,OF,Bud Stewart,1948,"AL,Washington,Senators"
sullj104,Sullivan,John,R,R,WS1,SS,John Sullivan,1948,"AL,Washington,Senators"
thomf109,Thompson,Forrest,L,L,WS1,P,Forrest Thompson,1948,"AL,Washington,Senators"
vernm101,Vernon,Mickey,L,L,WS1,1B,Mickey Vernon,1948,"AL,Washington,Senators"
vollc101,Vollmer,Clyde,R,R,WS1,OF,Clyde Vollmer,1948,"AL,Washington,Senators"
weikd101,Weik,Dick,R,R,WS1,P,Dick Weik,1948,"AL,Washington,Senators"
weltd101,Welteroth,Dick,R,R,WS1,P,Dick Welteroth,1948,"AL,Washington,Senators"
wootj101,Wooten,Junior,R,L,WS1,OF,Junior Wooten,1948,"AL,Washington,Senators"
wynne101,Wynn,Early,B,R,WS1,P,Early Wynn,1948,"AL,Washington,Senators"
yoste101,Yost,Eddie,R,R,WS1,3B,Eddie Yost,1948,"AL,Washington,Senators"
andrh101,Andrews,Hub,R,R,NY1,P,Hub Andrews,1948,"NL,New York,Giants"
bambh101,Bamberger,Hal,L,R,NY1,OF,Hal Bamberger,1948,"NL,New York,Giants"
beggj101,Beggs,Joe,R,R,NY1,P,Joe Beggs,1948,"NL,New York,Giants"
blatb101,Blattner,Buddy,R,R,NY1,2B,Buddy Blattner,1948,"NL,New York,Giants"
conwj103,Conway,Jack,R,R,NY1,2B,Jack Conway,1948,"NL,New York,Giants"
coopw102,Cooper,Walker,R,R,NY1,C,Walker Cooper,1948,"NL,New York,Giants"
dreic101,Dreisewerd,Clem,L,L,NY1,P,Clem Dreisewerd,1948,"NL,New York,Giants"
ericp101,Erickson,Paul,R,R,NY1,P,Paul Erickson,1948,"NL,New York,Giants"
freyl101,Frey,Lonny,L,R,NY1,2B,Lonny Frey,1948,"NL,New York,Giants"
gords101,Gordon,Sid,R,R,NY1,3B,Sid Gordon,1948,"NL,New York,Giants"
hallj105,Hallett,Jack,R,R,NY1,P,Jack Hallett,1948,"NL,New York,Giants"
hansa101,Hansen,Andy,R,R,NY1,P,Andy Hansen,1948,"NL,New York,Giants"
harsj101,Harshman,Jack,L,L,NY1,1B,Jack Harshman,1948,"NL,New York,Giants"
hartc102,Hartung,Clint,R,R,NY1,P,Clint Hartung,1948,"NL,New York,Giants"
jansl101,Jansen,Larry,R,R,NY1,P,Larry Jansen,1948,"NL,New York,Giants"
jones103,Jones,Sheldon,R,R,NY1,P,Sheldon Jones,1948,"NL,New York,Giants"
kennm101,Kennedy,Monty,R,L,NY1,P,Monty Kennedy,1948,"NL,New York,Giants"
kerrb101,Kerr,Buddy,R,R,NY1,SS,Buddy Kerr,1948,"NL,New York,Giants"
konia101,Konikowski,Alex,R,R,NY1,P,Alex Konikowski,1948,"NL,New York,Giants"
kosld101,Koslo,Dave,L,L,NY1,P,Dave Koslo,1948,"NL,New York,Giants"
lafaj101,Lafata,Joe,L,L,NY1,PH,Joe Lafata,1948,"NL,New York,Giants"
laytl101,Layton,Les,R,R,NY1,OF,Les Layton,1948,"NL,New York,Giants"
lee-t101,Lee,Thornton,L,L,NY1,P,Thornton Lee,1948,"NL,New York,Giants"
livim101,Livingston,Mickey,R,R,NY1,C,Mickey Livingston,1948,"NL,New York,Giants"
lockw101,Lockman,Whitey,L,R,NY1,OF,Whitey Lockman,1948,"NL,New York,Giants"
lohrj101,Lohrke,Jack,R,R,NY1,3B,Jack Lohrke,1948,"NL,New York,Giants"
lombl101,Lombardo,Lou,L,L,NY1,P,Lou Lombardo,1948,"NL,New York,Giants"
marsw101,Marshall,Willard,L,R,NY1,OF,Willard Marshall,1948,"NL,New York,Giants"
mccaj104,McCarthy,Johnny,L,L,NY1,1B,Johnny McCarthy,1948,"NL,New York,Giants"
mcgom101,McGowan,Mickey,L,L,NY1,P,Mickey McGowan,1948,"NL,New York,Giants"
milnp101,Milne,Pete,L,R,NY1,OF,Pete Milne,1948,"NL,New York,Giants"
mizej101,Mize,Johnny,L,R,NY1,1B,Johnny Mize,1948,"NL,New York,Giants"
mueld101,Mueller,Don,L,R,NY1,OF,Don Mueller,1948,"NL,New York,Giants"
newsb101,Newsom,Bobo,R,R,NY1,P,Bobo Newsom,1948,"NL,New York,Giants"
poatr101,Poat,Ray,R,R,NY1,P,Ray Poat,1948,"NL,New York,Giants"
rhawr101,Rhawn,Bobby,R,R,NY1,SS,Bobby Rhawn,1948,"NL,New York,Giants"
rignb101,Rigney,Bill,R,R,NY1,2B,Bill Rigney,1948,"NL,New York,Giants"
thomb105,Thomson,Bobby,R,R,NY1,OF,Bobby Thomson,1948,"NL,New York,Giants"
trink101,Trinkle,Ken,R,R,NY1,P,Ken Trinkle,1948,"NL,New York,Giants"
webbr101,Webb,Red,L,R,NY1,P,Red Webb,1948,"NL,New York,Giants"
westw101,Westrum,Wes,R,R,NY1,C,Wes Westrum,1948,"NL,New York,Giants"
yvars101,Yvars,Sal,R,R,NY1,C,Sal Yvars,1948,"NL,New York,Giants"
baueh101,Bauer,Hank,R,R,NYA,OF,Hank Bauer,1948,"AL,New York,Yankees"
berry101,Berra,Yogi,L,R,NYA,C,Yogi Berra,1948,"AL,New York,Yankees"
browb105,Brown,Bobby,L,R,NYA,3B,Bobby Brown,1948,"AL,New York,Yankees"
byrnt101,Byrne,Tommy,L,L,NYA,P,Tommy Byrne,1948,"AL,New York,Yankees"
collj101,Collins,Joe,L,L,NYA,PH,Joe Collins,1948,"AL,New York,Yankees"
crosf103,Crosetti,Frankie,R,R,NYA,2B,Frankie Crosetti,1948,"AL,New York,Yankees"
dimaj101,DiMaggio,Joe,R,R,NYA,OF,Joe DiMaggio,1948,"AL,New York,Yankees"
drewk101,Drews,Karl,R,R,NYA,P,Karl Drews,1948,"AL,New York,Yankees"
embrr101,Embree,Red,R,R,NYA,P,Red Embree,1948,"AL,New York,Yankees"
