game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
ASE194808240,ASE,ASW,0,0
ASW194808220,ASW,ASE,0,0
BIR194804181,BIR,IN9,0,1
BIR194805021,BIR,CVB,1,2
BIR194805022,BIR,CVB,1,1
BIR194805180,BIR,IN9,0,1
BIR194806200,BIR,CAG,0,0
BIR194806271,BIR,IN9,0,0
BIR194806272,BIR,IN9,3,2
BIR194808081,BIR,CVB,0,0
BIR194808082,BIR,CVB,0,0
BIR194809110,BIR,KCM,0,0
BIR194809120,BIR,KCM,1,0
BIR194809290,BIR,HOM,0,0
BLG194804180,BLG,HOM,0,1
BLG194805020,BLG,NW2,0,0
BLG194805040,BLG,NW2,0,0
BLG194805060,BLG,NY6,0,0
BLG194805091,BLG,NY5,0,0
BLG194805141,BLG,NY6,0,1
BLG194805300,BLG,HOM,0,1
BLG194806220,BLG,HOM,1,0
BLG194807051,BLG,HOM,1,0
BLG194807052,BLG,HOM,7,2
BLG194807090,BLG,NW2,0,0
BLG194807230,BLG,NW2,0,1
BLG194807251,BLG,PH5,1,0
BLG194807252,BLG,PH5,0,2
BLG194808151,BLG,NW2,0,1
BLG194808152,BLG,NW2,1,0
BLG194808170,BLG,PH5,0,0
BLG194808231,BLG,NW2,0,0
BLG194808300,BLG,NY6,0,0
BLG194808310,BLG,NY6,0,0
BLG194809051,BLG,PH5,0,0
BLG194809061,BLG,HOM,2,3
BLG194809140,BLG,HOM,0,0
BLG194809170,BLG,HOM,0,0
BLG194809190,BLG,HOM,3,0
BOS194804191,BOS,PHA,0,0
BOS194804192,BOS,PHA,0,0
BOS194804220,BOS,PHA,1,0
BOS194804300,BOS,NYA,0,0
BOS194805010,BOS,NYA,4,0
BOS194805020,BOS,NYA,2,0
BOS194805040,BOS,DET,0,0
BOS194805050,BOS,DET,0,0
BOS194805060,BOS,DET,3,1
BOS194805080,BOS,SLA,1,1
BOS194805091,BOS,CLE,0,0
BOS194805092,BOS,CLE,3,0
BOS194805100,BOS,CLE,3,3
BOS194805110,BOS,CHA,1,0
BOS194805120,BOS,CHA,0,0
BOS194805160,BOS,WS1,0,0
BOS194806020,BOS,SLA,1,0
BOS194806030,BOS,SLA,2,0
BOS194806041,BOS,SLA,0,0
BOS194806042,BOS,SLA,4,0
BOS194806061,BOS,DET,0,0
BOS194806062,BOS,DET,0,1
BOS194806080,BOS,CLE,0,0
BOS194806100,BOS,CLE,1,0
BOS194806110,BOS,CHA,2,0
BOS194807020,BOS,PHA,0,0
BOS194807030,BOS,PHA,0,0
BOS194807051,BOS,NYA,0,0
BOS194807052,BOS,NYA,0,0
BOS194807060,BOS,NYA,1,0
BOS194807070,BOS,WS1,0,0
BOS194807080,BOS,WS1,1,1
BOS194807151,BOS,DET,0,0
BOS194807152,BOS,DET,0,0
