game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,translator
MON198704200,PHI,MON,MON02,1987/04/20,0,0:00PM,day,false,wendh901,tatat901,crawj901,davib902,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,50482,schad001,tibbj001,tekuk001,parrl001,,
MON198704220,PHI,MON,MON02,1987/04/22,0,0:00PM,day,false,tatat901,crawj901,davib902,wendh901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,8114,heatn001,cowlj001,,wallt001,,
MON198704230,PHI,MON,MON02,1987/04/23,0,0:00PM,day,false,crawj901,davib902,wendh901,tatat901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,176,5632,stclr001,jackm001,mcgaa001,,,
MON198704240,CHN,MON,MON02,1987/04/24,0,0:00PM,day,false,davib902,wendh901,tatat901,crawj901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,175,7752,moyej001,sebrb001,smitl001,dawsa001,,
MON198704250,CHN,MON,MON02,1987/04/25,0,0:00PM,day,false,wendh901,tatat901,crawj901,davib902,"""McCormick""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,192,11824,sands001,tibbj001,,morek001,,
MON198704260,CHN,MON,MON02,1987/04/26,0,0:00PM,day,false,tatat901,crawj901,davib902,wendh901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,12052,trous001,sorel001,,durhl001,,
MON198705080,HOU,MON,MON02,1987/05/08,0,0:00PM,night,false,westj901,marsr901,engeb901,rungp901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,124,9692,scotm001,heatn001,,garnp001,,
MON198705090,HOU,MON,MON02,1987/05/09,0,0:00PM,day,false,marsr901,engeb901,rungp901,westj901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,133,12590,sebrb001,deshj001,burkt001,nichr001,,
MON198705100,HOU,MON,MON02,1987/05/10,0,0:00PM,day,false,engeb901,rungp901,westj901,marsr901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,149,13259,tibbj001,darwd001,stclr001,raint001,,
MON198705110,ATL,MON,MON02,1987/05/11,0,0:00PM,night,false,froeb901,quicj901,willc901,kiblj901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,195,9653,sorel001,ackej001,,wallt001,,
MON198705120,ATL,MON,MON02,1987/05/12,0,0:00PM,night,false,quicj901,willc901,kiblj901,froeb901,"""Paul Debbas""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,168,9522,smitz001,hereu001,dedmj001,smitz001,,
MON198705130,CIN,MON,MON02,1987/05/13,0,0:00PM,night,false,willc901,kiblj901,froeb901,quicj901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,11265,browt001,stclr001,,larkb001,,
MON198705140,CIN,MON,MON02,1987/05/14,0,0:00PM,night,false,kiblj901,froeb901,quicj901,willc901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,196,7206,robir001,stclr001,franj001,mccll001,,
MON198705150,LAN,MON,MON02,1987/05/15,0,0:00PM,night,false,davig901,harvd901,steld901,grege901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,178,14661,tibbj001,valef001,burkt001,,,
MON198705160,LAN,MON,MON02,1987/05/16,0,0:00PM,night,false,harvd901,steld901,grege901,davig901,"""Michael Fraser""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,188,14534,smitb001,welcb001,,law-v001,,
MON198705170,LAN,MON,MON02,1987/05/17,0,0:00PM,day,false,steld901,grege901,davig901,harvd901,"""Rick Guzman""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,164,40064,mcclb001,herso001,,wallt001,,
MON198705180,SFN,MON,MON02,1987/05/18,0,0:00PM,night,false,rennd901,weyel901,monte901,palld901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,176,11921,heatn001,downk001,,law-v001,,
MON198705190,SFN,MON,MON02,1987/05/19,0,0:00PM,night,false,weyel901,monte901,palld901,rennd901,"""C.Racine""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,167,15042,lacom001,youmf001,,leonj001,,
MON198705200,SFN,MON,MON02,1987/05/20,0,0:00PM,night,false,monte901,palld901,rennd901,weyel901,"""MacINNES""","""Zminda""",unknown,none,0,unknown,-1,unknown,unknown,unknown,188,10703,robij001,stclr001,,davic001,,
MON198706020,SDN,MON,MON02,1987/06/02,0,0:00PM,night,false,mcshj901,pullf901,hohnb901,willb901,"""C. Racine""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,161,18254,smitb001,jonej002,,candc001,,
MON198706030,SDN,MON,MON02,1987/06/03,0,0:00PM,night,false,pullf901,demud901,willb901,mcshj901,"""Bob Whitemore""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,147,16921,heatn001,hawka001,burkt001,wallt001,,
MON198706040,SDN,MON,MON02,1987/06/04,0,0:00PM,night,false,demud901,willb901,mcshj901,pullf901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,13677,youmf001,davis001,stclr001,law-v001,,
MON198706080,PIT,MON,MON02,1987/06/08,0,0:00PM,night,false,tatat901,crawj901,bonig901,wendh901,"""Peter Palmieri""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,147,11973,heatn001,fishb001,,brooh001,,
MON198706090,PIT,MON,MON02,1987/06/09,0,0:00PM,night,false,crawj901,bonig901,wendh901,tatat901,"""C. Pohl""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,167,13132,dunnm001,sorel001,,bondb001,,
MON198706100,PIT,MON,MON02,1987/06/10,0,0:00PM,night,false,bonig901,wendh901,tatat901,crawj901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,175,10134,mcclb001,robid001,,winnh001,,
MON198706120,PHI,MON,MON02,1987/06/12,0,0:00PM,night,false,engeb901,rungp901,westj901,marsr901,"""Al Them""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,166,20031,smitb001,rawls001,,brooh001,,
MON198706130,PHI,MON,MON02,1987/06/13,0,0:00PM,night,false,rungp901,westj901,marsr901,engeb901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,176,24221,heatn001,jackm001,burkt001,winnh001,,
MON198706140,PHI,MON,MON02,1987/06/14,0,0:00PM,day,false,westj901,marsr901,engeb901,rungp901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,30209,carmd001,sorel001,,stonj001,,
MON198706150,NYN,MON,MON02,1987/06/15,0,0:00PM,night,false,weyel901,monte901,hallt901,rennd901,"""Dan Sadowsky""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,166,16465,martd001,goodd001,,wallt001,,
MON198706160,NYN,MON,MON02,1987/06/16,0,0:00PM,night,false,monte901,hallt901,rennd901,weyel901,"""Ginny Soybel""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,20132,leact001,sebrb001,,magad001,,
MON198706170,NYN,MON,MON02,1987/06/17,0,0:00PM,night,false,hallt901,rennd901,weyel901,monte901,"""D. Gordon""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,136,15364,smitb001,ferns001,,galaa001,,
MON198706180,NYN,MON,MON02,1987/06/18,0,0:00PM,night,false,rennd901,weyel901,monte901,hallt901,"""C. Racine""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,194,19313,siskd001,heatn001,mcdor001,cartg001,,
MON198706260,SLN,MON,MON02,1987/06/26,0,0:00PM,night,false,quicj901,froeb901,kiblj901,darlg901,"""Rollie Loewen""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,135,25799,sebrb001,magrj001,,raint001,,
MON198706270,SLN,MON,MON02,1987/06/27,0,0:00PM,night,false,froeb901,kiblj901,darlg901,quicj901,"""Rollie Loewen""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,183,35346,forsb001,smitb001,hortr001,herrt001,,
MON198706280,SLN,MON,MON02,1987/06/28,0,0:00PM,day,false,kiblj901,darlg901,quicj901,froeb901,"""Scott Sharp""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,210,36109,daylk001,parrj001,,smito001,,
MON198706290,CHN,MON,MON02,1987/06/29,0,0:00PM,night,false,marsr901,westj901,demud901,engeb901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,193,15117,lancl001,sorel001,lynce001,mumpj001,,
MON198706300,CHN,MON,MON02,1987/06/30,0,0:00PM,night,false,westj901,demud901,engeb901,marsr901,"""O'Donnell""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,179,13777,martd001,trous001,parrj001,raint001,,
MON198707010,CHN,MON,MON02,1987/07/01,0,0:00PM,night,false,engeb901,demud901,marsr901,westj901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,131,15740,maddg002,sebrb001,,mumpj001,,
MON198707030,SDN,MON,MON02,1987/07/03,0,0:00PM,night,false,ripps901,harvd901,poncl901,steld901,"""K. Wayne""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,147,21193,youmf001,hawka001,parrj001,youmf001,,
MON198707040,SDN,MON,MON02,1987/07/04,0,0:00PM,night,false,harvd901,poncl901,steld901,ripps901,"""C. Racine""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,147,20905,burkt001,gossr001,,brooh001,,
MON198707050,SDN,MON,MON02,1987/07/05,0,0:00PM,day,false,poncl901,steld901,ripps901,harvd901,"""K. Wayne""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,143,20563,gossr001,parrj001,,krukj001,,
MON198707160,ATL,MON,MON02,1987/07/16,0,0:00PM,night,false,brocf901,demud901,mcshj901,pullf901,"""Marc Bowman""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,142,23410,youmf001,alexd001,,brooh001,,
MON198707170,ATL,MON,MON02,1987/07/17,0,0:00PM,night,false,demud901,mcshj901,pullf901,brocf901,"""Paul Brown""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,169,21576,burkt001,ackej001,mcclb001,raint001,,
MON198707180,ATL,MON,MON02,1987/07/18,0,0:00PM,day,false,mcshj901,pullf901,brocf901,demud901,"""Marc Bowman""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,164,23547,parrj001,garbg001,,,,
MON198707190,ATL,MON,MON02,1987/07/19,0,0:00PM,day,false,pullf901,brocf901,demud901,mcshj901,"""Marc Bowman""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,186,38341,mcgaa001,ackej001,,winnh001,,
MON198707200,HOU,MON,MON02,1987/07/20,0,0:00PM,night,false,steld901,harvd901,davig901,grege901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,142,26346,martd001,deshj001,,fitzm001,,
MON198707210,HOU,MON,MON02,1987/07/21,0,0:00PM,night,false,harvd901,davig901,grege901,steld901,"""Terrell""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,30708,darwd001,youmf001,smitd001,dorab001,,
MON198707220,HOU,MON,MON02,1987/07/22,0,0:00PM,night,false,davig901,grege901,steld901,harvd901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,166,16869,scotm001,sebrb001,,young001,,
MON198707230,CIN,MON,MON02,1987/07/23,0,0:00PM,night,false,davib902,wendh901,crawj901,bonig901,"""Mike Marrero""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,169,21361,powet001,smitb001,,parkd001,,
MON198707240,CIN,MON,MON02,1987/07/24,0,0:00PM,night,false,wendh901,crawj901,bonig901,davib902,"""Bob Scherman""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,124,20496,heatn001,hoffg002,burkt001,heatn001,,
MON198707250,CIN,MON,MON02,1987/07/25,0,0:00PM,night,false,crawj901,bonig901,davib902,wendh901,"""M. Cassin""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,233,30113,mcgaa001,landb001,,fitzm001,,
MON198707260,CIN,MON,MON02,1987/07/26,0,0:00PM,day,false,bonig901,davib902,wendh901,crawj901,"""Mike Marrero""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,152,37989,youmf001,gullb001,,reedj001,,
MON198707310,NYN,MON,MON02,1987/07/31,0,0:00PM,night,false,hallt901,froeb901,willc901,quicj901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,182,35249,martd001,mitcj001,,wallt001,,
MON198708010,NYN,MON,MON02,1987/08/01,0,0:00PM,night,false,froeb901,willc901,quicj901,hallt901,"""M. Cassin""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,192,41411,leact001,youmf001,,magad001,,
MON198708020,NYN,MON,MON02,1987/08/02,0,0:00PM,day,false,willc901,quicj901,hallt901,froeb901,"""Tony Darkin""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,45640,darlr001,sebrb001,mcdor001,hernk001,,
MON198708030,SLN,MON,MON02,1987/08/03,0,0:00PM,night,false,quicj901,hallt901,kiblj901,willc901,"""Rollie Loewen""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,174,33424,hortr001,smitb001,worrt001,lindj001,,
MON198708040,SLN,MON,MON02,1987/08/04,0,0:00PM,night,false,hallt901,kiblj901,willc901,quicj901,"""Rollie Loewen""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,204,35555,mcclb001,tunnl001,parrj001,,,
MON198708050,SLN,MON,MON02,1987/08/05,0,0:00PM,night,false,kiblj901,willc901,quicj901,hallt901,"""Rollie Loewen""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,240,26378,stclr001,daylk001,,galaa001,,
MON198708130,PIT,MON,MON02,1987/08/13,0,0:00PM,night,false,froeb901,rennd901,palld901,ripps901,"""M. Cassin""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,184,23609,mcgaa001,gideb001,mcclb001,engld001,,
MON198708140,PIT,MON,MON02,1987/08/14,0,0:00PM,night,false,rennd901,palld901,ripps901,froeb901,"""M. Cassin""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,183,20501,mcclb001,smilj001,,fitzm001,,
MON198708150,PIT,MON,MON02,1987/08/15,0,0:00PM,night,false,palld901,ripps901,froeb901,rennd901,"""M. Cassin""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,161,23894,burkt001,fishb001,,law-v001,,
MON198708160,PIT,MON,MON02,1987/08/16,0,0:00PM,day,false,ripps901,froeb901,rennd901,palld901,"""Sheridan Race""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,179,26134,parrj001,gideb001,,folet001,,
MON198708180,LAN,MON,MON02,1987/08/18,0,0:00PM,night,false,rungp901,engeb901,westj901,poncl901,"""Steve Taylor""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,30349,burkt001,herso001,mcclb001,websm001,,
MON198708190,LAN,MON,MON02,1987/08/19,0,0:00PM,night,false,engeb901,westj901,poncl901,rungp901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,206,27172,penaa001,parrj001,crewt001,treva001,,
MON198708200,LAN,MON,MON02,1987/08/20,0,0:00PM,night,false,westj901,poncl901,rungp901,engeb901,"""Joe Holt""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,184,25681,valef001,heatn001,younm001,landt001,,
MON198708210,SFN,MON,MON02,1987/08/21,0,0:00PM,night,false,davib902,bonig901,(none),tatat901,"""C. Towne""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,173,30294,dravd001,martd001,robid001,leonj001,,
MON198708220,SFN,MON,MON02,1987/08/22,0,0:00PM,night,false,bonig901,tatat901,(none),davib902,"""L. Kraemer""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,191,33294,burkt001,leffc001,,raint001,,
MON198708230,SFN,MON,MON02,1987/08/23,0,1:35PM,day,false,tatat901,davib902,bonig901,wendh901,"""Wayne Townsend""","""Rollie Loewen""",unknown,none,0,unknown,-1,dry,unknown,sunny,188,35250,downk001,sebrb001,robid001,brenb001,,
MON198709070,SLN,MON,MON02,1987/09/07,0,0:00PM,day,false,mcshj901,pullf901,ripps901,demud901,"""Rollie Loewen""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,178,50342,perep001,cox-d001,,reedj001,,
MON198709080,SLN,MON,MON02,1987/09/08,0,0:00PM,night,false,pullf901,ripps901,demud901,mcshj901,"""David Annis""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,153,35672,smitb001,forsb001,mcgaa001,,,
MON198709090,SLN,MON,MON02,1987/09/09,0,0:00PM,night,false,ripps901,demud901,mcshj901,pullf901,"""Rollie Loewen""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,197,33173,martd001,magrj001,,law-v001,,
MON198709160,NYN,MON,MON02,1987/09/16,0,0:00PM,night,false,wendh901,davib902,crawj901,tatat901,"""F. Percival""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,178,31859,goodd001,lea-c001,,,,
MON198709170,NYN,MON,MON02,1987/09/17,0,0:00PM,night,false,davib902,crawj901,tatat901,wendh901,"""F. Percival""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,24806,perep001,coned001,,brooh001,,
MON198709180,PHI,MON,MON02,1987/09/18,0,0:00PM,night,false,crawj901,tatat901,wendh901,davib902,"""J. A. Smith JR.""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,190,23466,smitb001,ruffb001,,wallt001,,
MON198709190,PHI,MON,MON02,1987/09/19,0,0:00PM,night,false,tatat901,wendh901,davib902,crawj901,"""J. A. Smith JR.""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,148,33072,martd001,rawls001,parrj001,wallt001,,
MON198709200,PHI,MON,MON02,1987/09/20,0,0:00PM,day,false,wendh901,davib902,crawj901,tatat901,"""Walter Desoi""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,177,35082,grosk001,heatn001,bedrs001,grosk001,,
MON198709210,PIT,MON,MON02,1987/09/21,0,0:00PM,night,false,marsr901,rungp901,engeb901,westj901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,174,13206,drabd001,sebrb001,robij001,vansa001,,
MON198709220,PIT,MON,MON02,1987/09/22,0,0:00PM,night,false,rungp901,engeb901,westj901,marsr901,"""B. MacInnes""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,143,16407,perep001,gottj001,burkt001,galaa001,,
MON198710020,CHN,MON,MON02,1987/10/02,0,0:00PM,night,false,monte901,palld901,weyel901,rennd901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,146,13301,heatn001,maddg002,mcgaa001,,,
MON198710030,CHN,MON,MON02,1987/10/03,0,0:00PM,day,false,palld901,weyel901,rennd901,monte901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,15517,parrj001,lancl001,burkt001,wallt001,,
MON198710040,CHN,MON,MON02,1987/10/04,0,0:00PM,day,false,weyel901,rennd901,monte901,palld901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,183,29487,moyej001,parrj001,smitl001,martd002,,
SDN198704130,SFN,SDN,SAN01,1987/04/13,0,0:00PM,night,false,westj901,demud901,engeb901,rungp901,"""Saltz""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,179,48686,gottj001,dravd001,robij001,melvb001,,
SDN198704140,SFN,SDN,SAN01,1987/04/14,0,7:05PM,night,false,marsr901,engeb901,rungp901,westj901,"""Wayne Townsend""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,175,13327,granm001,wojne001,garrs001,,,
SDN198704150,SFN,SDN,SAN01,1987/04/15,0,0:00PM,night,false,engeb901,rungp901,westj901,marsr901,"""Bradley""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,124,14616,downk001,davis001,,maldc001,,
SDN198704160,LAN,SDN,SAN01,1987/04/16,0,0:00PM,day,false,rungp901,westj901,marsr901,engeb901,"""Kines-Scott""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,185,28686,mccul001,younm001,,martc001,,
SDN198704170,LAN,SDN,SAN01,1987/04/17,0,0:00PM,night,false,westj901,marsr901,engeb901,rungp901,"""Fraser""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,34731,valef001,white001,,guerp001,,
SDN198704180,LAN,SDN,SAN01,1987/04/18,0,0:00PM,day,false,marsr901,engeb901,rungp901,westj901,"""Fraser-Bretz""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,166,20915,howek001,mccul001,,guerp001,,
SDN198704190,LAN,SDN,SAN01,1987/04/19,0,0:00PM,day,false,engeb901,rungp901,westj901,marsr901,"""Fraser""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,182,16430,welcb001,wojne001,,stubf001,,
SDN198704200,CIN,SDN,SAN01,1987/04/20,0,0:00PM,night,false,willc901,kiblj901,froeb901,quicj901,"""Marrero""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,166,11295,hoffg002,davis001,,oestr001,,
SDN198704210,CIN,SDN,SAN01,1987/04/21,0,0:00PM,night,false,kiblj901,froeb901,quicj901,willc901,"""Marrero""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,152,12983,mccul001,murpr001,,tempg001,,
SDN198704220,CIN,SDN,SAN01,1987/04/22,0,0:00PM,night,false,froeb901,quicj901,willc901,kiblj901,"""Marrero""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,145,13852,white001,landb001,leffc001,mitck001,,
SDN198704230,CIN,SDN,SAN01,1987/04/23,0,0:00PM,day,false,quicj901,willc901,kiblj901,froeb901,"""Funk""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,149,15966,browt001,hawka001,robir001,parkd001,,
SDN198705040,PIT,SDN,SAN01,1987/05/04,0,0:00PM,night,false,steld901,grege901,davig901,harvd901,"""Palmieri""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,208,22306,davis001,pattb001,mccul001,santb001,,
SDN198705050,PIT,SDN,SAN01,1987/05/05,0,0:00PM,night,false,demud901,davig901,harvd901,steld901,"""Conroy""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,196,12642,walkb001,showe001,robid001,morrj002,,
SDN198705060,SLN,SDN,SAN01,1987/05/06,0,0:00PM,night,false,davig901,harvd901,steld901,demud901,"""Bradley""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,122,11937,magrj001,white001,,oquej001,,
SDN198705070,SLN,SDN,SAN01,1987/05/07,0,0:00PM,day,false,harvd901,steld901,grege901,davig901,"""Fraser""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,193,15607,forsb001,hawka001,,clarj001,,
SDN198705080,CHN,SDN,SAN01,1987/05/08,0,0:00PM,night,false,davib902,wendh901,tatat901,crawj901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,175,46533,sutcr001,davis001,smitl001,sandr001,,
SDN198705090,CHN,SDN,SAN01,1987/05/09,0,0:00PM,night,false,wendh901,tatat901,crawj901,davib902,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,19088,maddg002,showe001,smitl001,dawsa001,,
SDN198705100,CHN,SDN,SAN01,1987/05/10,0,0:00PM,day,false,tatat901,crawj901,davib902,wendh901,"""O'Donnell""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,192,14682,white001,moyej001,bookg001,gwynt001,,
SDN198705220,MON,SDN,SAN01,1987/05/22,0,0:00PM,night,false,westj901,marsr901,engeb901,rungp901,"""Racine""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,11462,hawka001,browc001,gossr001,wynnm001,,
SDN198705230,MON,SDN,SAN01,1987/05/23,0,0:00PM,night,false,marsr901,engeb901,rungp901,westj901,"""Wayne""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,151,47184,heatn001,dravd001,,wallt001,,
SDN198705240,MON,SDN,SAN01,1987/05/24,0,0:00PM,day,false,engeb901,rungp901,westj901,marsr901,"""Wayne""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,138,12939,youmf001,showe001,burkt001,websm001,,
SDN198705250,PHI,SDN,SAN01,1987/05/25,0,0:00PM,night,false,froeb901,quicj901,willc901,kiblj901,"""Bradley""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,11504,schad001,dravd001,bedrs001,agual001,,
SDN198705260,PHI,SDN,SAN01,1987/05/26,0,0:00PM,night,false,quicj901,willc901,kiblj901,froeb901,"""Them""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,153,9347,rawls001,jonej002,bedrs001,wilsg001,,
SDN198705270,PHI,SDN,SAN01,1987/05/27,0,0:00PM,night,false,willc901,froeb901,quicj901,demud901,"""Them""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,190,8164,carmd001,hawka001,bedrs001,samuj001,,
SDN198705290,NYN,SDN,SAN01,1987/05/29,0,0:00PM,night,false,weyel901,monte901,palld901,rennd901,"""Percival""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,203,19330,leact001,leffc001,mcdor001,hernk001,,
SDN198705300,NYN,SDN,SAN01,1987/05/30,0,0:00PM,night,false,monte901,palld901,rennd901,weyel901,"""Percival""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,145,19071,ferns001,showe001,,ferns001,,
SDN198705310,NYN,SDN,SAN01,1987/05/31,0,0:00PM,day,false,palld901,rennd901,weyel901,monte901,"""Percival""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,118,17811,white001,mitcj001,gossr001,tempg001,,
SDN198706160,LAN,SDN,SAN01,1987/06/16,0,0:00PM,night,false,harvd901,davig901,steld901,grege901,"""Fraser""","""Peters""",unknown,none,0,unknown,-1,unknown,unknown,unknown,178,22968,mccul001,penaa001,gossr001,readr001,,
