game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,htbf,gametype
PHI191308142,"""version 7RS(19) of 07/07/92""",CIN,PHI,PHI09,1913/08/14,2,0:00PM,day,false,byrol901,riglc901,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/04/29 3:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,15000,seatt102,browm102,,,,
PHI191308150,"""version 7RS(19) of 07/07/92""",CIN,PHI,PHI09,1913/08/15,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/04/30 3:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,5000,alexg102,packg101,,,,
PHI191308161,"""version 7RS(19) of 07/07/92""",CHN,PHI,PHI09,1913/08/16,1,0:00,day,false,odayh101,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/17 7:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,stace101,mayee101,chenl101,,,
PHI191308162,"""version 7RS(19) of 07/07/92""",CHN,PHI,PHI09,1913/08/16,2,0:00PM,day,false,odayh101,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/18 9:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,25000,chenl101,rixee101,,,,
PHI191308180,"""version 7RS(19) of 07/07/92""",CHN,PHI,PHI09,1913/08/18,0,0:00PM,day,false,odayh101,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/19 7:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,3000,humpb101,alexg102,,,,
PHI191308190,"""version 7RS(19) of 07/07/92""",CHN,PHI,PHI09,1913/08/19,0,0:00PM,day,false,odayh101,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/21 3:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,2500,pearg101,seatt102,,,,
PHI191308200,"""version 7RS(19) of 07/07/92""",CHN,PHI,PHI09,1913/08/20,0,0:00PM,day,false,odayh101,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/23 1:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,85,2000,brena101,lavej101,,,,
PHI191308210,"""version 7RS(19) of 07/07/92""",PIT,PHI,PHI09,1913/08/21,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/02/27 6:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,3000,otoom101,alexg102,,,,
PHI191308220,"""version 7RS(19) of 07/07/92""",PIT,PHI,PHI09,1913/08/22,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/02/27 8:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,1500,,,,,,
PHI191308231,"""version 7RS(19) of 07/07/92""",PIT,PHI,PHI09,1913/08/23,1,0:00PM,day,false,brenb901,easom101,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/03/01 6:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,0,hendc101,seatt102,,,,
PHI191308232,"""version 7RS(19) of 07/07/92""",PIT,PHI,PHI09,1913/08/23,2,0:00PM,day,false,easom101,brenb901,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/03/01 7:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,18000,luhrw101,brena101,,,,
PHI191308250,"""version 7RS(19) of 07/07/92""",SLN,PHI,PHI09,1913/08/25,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/04/30 7:45PM,park,none,0,unknown,-1,dry,unknown,unknown,100,2000,rixee101,doakb101,,,,
PHI191308260,"""version 7RS(19) of 07/07/92""",SLN,PHI,PHI09,1913/08/26,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""208,266""","""Jim Herdman""","""Jim Herdman""",2025/03/18 7:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,2000,seatt102,harmb101,,,,
PHI191308270,"""version 7RS(19) of 07/07/92""",SLN,PHI,PHI09,1913/08/27,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/05/01 1:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,1000,grind101,brena101,harmb101,,,
PHI191308280,"""version 7RS(19) of 07/07/92""",NY1,PHI,PHI09,1913/08/28,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/31 7:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,15000,seatt102,marqr102,,,,
PHI191308290,"""version 7RS(19) of 07/07/92""",NY1,PHI,PHI09,1913/08/29,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/02/01 1:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,5000,camnh101,tesrj101,,,,
PHI191308300,"""version 7RS(19) of 07/07/92""",NY1,PHI,PHI09,1913/08/30,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2014/02/02 1:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,22000,chalg101,mathc102,,,,
PHI191309241,"""version 7RS(19) of 07/07/92""",BSN,PHI,PHI09,1913/09/24,1,0:00PM,day,false,byrol901,riglc901,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/05/01 3:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,0,rudod101,seatt102,,,,
PHI191309242,"""version 7RS(19) of 07/07/92""",BSN,PHI,PHI09,1913/09/24,2,0:00PM,day,false,riglc901,byrol901,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/05/01 8:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,3000,mayee101,perdh101,camnh101,,,
PHI191309251,"""version 7RS(19) of 07/07/92""",BSN,PHI,PHI09,1913/09/25,1,0:00PM,day,false,byrol901,riglc901,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/05/02 1:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,95,0,chalg101,quinj102,,,,
PHI191309252,"""version 7RS(19) of 07/07/92""",BSN,PHI,PHI09,1913/09/25,2,0:00PM,day,false,riglc901,byrol901,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/05/02 3:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,5000,brena101,cocrg101,,,,
PHI191309261,"""version 7RS(19) of 07/07/92""",BSN,PHI,PHI09,1913/09/26,1,0:00PM,day,false,klemb901,ortha101,(none),(none),"""71,163,266""","""Rob Wood""","""Rob Wood""",2025/03/27 12:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,0,rixee101,dickw101,,,,
PHI191309262,"""version 7RS(19) of 07/07/92""",BSN,PHI,PHI09,1913/09/26,2,0:00PM,day,false,klemb901,ortha101,(none),(none),"""71,163,266""","""Rob Wood""","""Rob Wood""",2025/03/27 5:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,4000,tylel101,camnh101,,,,
PHI191309270,"""version 7RS(19) of 07/07/92""",BSN,PHI,PHI09,1913/09/27,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/05/02 8:02PM,park,none,0,unknown,-1,dry,unknown,unknown,115,3000,rudod101,chalg101,,,,
PHI191309291,"""version 7RS(19) of 07/07/92""",BRO,PHI,PHI09,1913/09/29,1,0:00PM,day,false,byrol901,riglc901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2014/03/17 7:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,85,0,reule101,mayee101,,,,
PHI191309292,"""version 7RS(19) of 07/07/92""",BRO,PHI,PHI09,1913/09/29,2,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2014/03/18 1:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,3000,,,,,,
PHI191309301,"""version 7RS(19) of 07/07/92""",BRO,PHI,PHI09,1913/09/30,1,0:00PM,day,false,byrol901,riglc901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2014/03/19 7:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,0,camnh101,ragap101,,,,
PHI191309302,"""version 7RS(19) of 07/07/92""",BRO,PHI,PHI09,1913/09/30,2,0:00PM,day,false,riglc901,byrol901,(none),(none),"""439""","""Cliff Blau""","""Cliff Blau""",2014/05/03 9:13AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,3000,walkm102,camnh101,,,,
SLA191304100,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/04/10,0,3:30PM,day,false,evanb901,hildg101,(none),(none),"""212,56,102,128""","""Wayne Townsend""","""Wayne Townsend""",2023/05/05 10:51AM,park,none,0,unknown,-1,wet,unknown,unknown,110,15000,weilc101,mullg102,,,,
SLA191304110,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/04/11,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""212,56,102,128""","""Wayne Townsend""","""Wayne Townsend""",2023/05/06 1:36PM,park,none,40,unknown,-1,unknown,unknown,overcast,115,571,hamie101,klawa101,baumg101,,,
SLA191304130,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1913/04/13,0,0:00PM,day,false,evanb901,hildg101,(none),(none),"""426,111,208,128""","""David W. Smith""","""David W. Smith""",2024/10/26 3:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,10000,langf101,levew101,walse101,,,
SLA191304140,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1913/04/14,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2013/08/02 3:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,3500,weilc101,whitd104,,,,
SLA191304150,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1913/04/15,0,0:00PM,day,false,evanb901,hildg101,(none),(none),,"""Tom Thress""","""Tom Thress""",2024/08/26 10:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,4000,walse101,mitcr101,,,,
SLA191304160,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1913/04/16,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2013/08/03 1:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,5000,cicoe101,baumg101,,,,
SLA191304300,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1913/04/30,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,39,85""","""Cliff Blau""","""Cliff Blau""",2025/02/01 3:56PM,unknown,none,0,unknown,-1,unknown,none,sunny,105,9500,baumg101,gregv101,,,,
SLA191305010,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1913/05/01,0,0:00PM,day,false,fergc102,olous901,(none),(none),"""208,39,85""","""Cliff Blau""","""Cliff Blau""",2025/02/02 4:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,6500,falkc101,weilc101,,,,
SLA191305020,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1913/05/02,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,39,85""","""Cliff Blau""","""Cliff Blau""",2025/02/03 4:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,4500,blanf102,stond101,,,,
SLA191305030,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1913/05/03,0,0:00PM,day,false,fergc102,olous901,(none),(none),"""208,39,85""","""Cliff Blau""","""Cliff Blau""",2025/02/04 4:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,6000,mitcw101,hamie101,gregv101,,,
SLA191305040,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1913/05/04,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,39,85""","""Cliff Blau""","""Cliff Blau""",2025/02/05 5:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,10000,baumg101,steeb101,,,,
SLA191305070,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1913/05/07,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,266""","""Rob Wood""","""Rob Wood""",2025/02/04 8:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,3000,browb103,mitcr101,,,,
SLA191305080,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1913/05/08,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,266""","""Cliff Blau""","""Cliff Blau""",2025/02/06 4:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,3500,bendc101,hamie101,,,,
SLA191305090,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1913/05/09,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,266""","""Cliff Blau""","""Cliff Blau""",2025/02/07 3:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,3200,weilc101,houcb101,,,,
SLA191305110,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1913/05/11,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,222,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/02/05 4:58PM,park,none,0,unknown,-1,dry,none,sunny,118,11000,baumg101,hught103,,,,
SLA191305120,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1913/05/12,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,222,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/02/06 11:31AM,park,none,0,unknown,-1,dry,none,sunny,105,3000,groob101,mitcr101,,,,
SLA191305130,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1913/05/13,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,222,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/02/07 10:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,3000,hamie101,gallb103,,,,
SLA191305140,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1913/05/14,0,0:00PM,day,false,olous901,fergc102,(none),(none),"""208,222,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/02/09 9:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,11000,johnw102,levew101,boehj101,,,
SLA191305150,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/05/15,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""71,163,208,574""","""Jim Herdman""","""Jim Herdman""",2025/02/10 10:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,2500,woodj108,weilc101,,,,
SLA191305160,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/05/16,0,0:00PM,day,false,evanb901,hildg101,(none),(none),"""71,163,208,574""","""Rob Wood""","""Rob Wood""",2025/02/06 9:55AM,park,none,0,unknown,-1,unknown,unknown,unknown,95,1000,collr103,baumg101,,,,
SLA191305170,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/05/17,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""71,163,208""","""Jim Herdman""","""Jim Herdman""",2025/02/11 6:01PM,park,none,0,unknown,-1,dry,none,unknown,105,6500,hamie101,obrib101,,,,
SLA191305180,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/05/18,0,0:00PM,day,false,evanb901,hildg101,(none),(none),"""71,163,208,574""","""Jim Herdman""","""Jim Herdman""",2025/02/13 11:46AM,park,none,0,unknown,-1,unknown,unknown,unknown,115,14000,mitcr101,bedih101,,,,
SLA191305200,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1913/05/20,0,0:00PM,day,false,evanb901,hildg101,(none),(none),"""96,99,208,606""","""Cliff Blau""","""Cliff Blau""",2025/02/12 4:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,3500,mccog101,baumg101,,,,
SLA191305210,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1913/05/21,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""208,96,99,606""","""Cliff Blau""","""Cliff Blau""",2025/02/13 3:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,2000,hamie101,fordr101,,,,
SLA191305220,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1913/05/22,0,0:00PM,day,false,hildg101,connt901,(none),(none),"""208,96,99,606""","""Cliff Blau""","""Cliff Blau""",2025/02/14 3:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,600,stond101,klepe101,,,,
SLA191305240,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/05/24,0,0:00PM,day,false,connt901,hildg101,(none),(none),"""212,56,102""","""Wayne Townsend""","""Wayne Townsend""",2023/05/06 12:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,12000,hallm101,mitcr101,,,,
SLA191305251,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/05/25,1,0:00PM,day,false,hildg101,connt901,(none),(none),"""56,208,212,410""","""Rob Wood""","""Rob Wood""",2025/02/05 12:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,0,wille103,levew101,,,,
SLA191305252,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/05/25,2,0:00PM,day,false,connt901,hildg101,(none),(none),"""56,208,212,410""","""Rob Wood""","""Rob Wood""",2025/02/05 3:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,21000,lakej101,hamie101,zamlc101,,,
SLA191305260,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/05/26,0,0:00PM,day,false,hildg101,connt901,(none),(none),"""212,56,102""","""Wayne Townsend""","""Wayne Townsend""",2023/05/09 10:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,2200,weilc101,klawa101,,,,
SLA191305270,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/05/27,0,0:00PM,day,false,connt901,hildg101,(none),(none),"""212,56,102,208""","""Wayne Townsend""","""Wayne Townsend""",2023/05/13 12:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,85,2000,mitcr101,zamlc101,,,,
SLA191305280,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/05/28,0,0:00PM,day,false,hildg101,connt901,(none),(none),"""212,56,102,208""","""Wayne Townsend""","""Wayne Townsend""",2023/05/13 1:30PM,park,none,0,unknown,-1,unknown,unknown,sunny,110,3500,hallm101,baumg101,,,,
SLA191306300,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1913/06/30,0,0:00PM,day,false,olous901,hildg101,(none),(none),"""39,85,208""","""Rob Wood""","""Rob Wood""",2025/02/11 11:52AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,3500,gregv101,baumg101,,,,
SLA191307021,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1913/07/02,1,0:00PM,day,false,hildg101,olous901,(none),(none),"""39,85,208""","""Rob Wood""","""Rob Wood""",2025/02/14 4:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,0,hamie101,mitcw101,,,,
SLA191307022,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1913/07/02,2,0:00PM,day,false,olous901,hildg101,(none),(none),"""39,85,208""","""Rob Wood""","""Rob Wood""",2025/02/14 6:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,3500,falkc101,stond101,,,,
SLA191307030,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1913/07/03,0,0:00PM,day,false,hildg101,olous901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2013/11/22 4:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,2700,cicoe101,mitcr101,,,,
SLA191307041,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1913/07/04,1,0:00PM,day,false,olous901,hildg101,(none),(none),"""111,208,426""","""Rob Wood""","""Rob Wood""",2025/02/17 3:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,levew101,benzj101,,,,
SLA191307042,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1913/07/04,2,0:00PM,day,false,hildg101,olous901,(none),(none),"""111,208,426""","""Rob Wood""","""Rob Wood""",2025/02/17 6:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,15000,russr102,baumg101,,,,
SLA191307050,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/07/05,0,0:00PM,day,false,olous901,hildg101,(none),(none),"""208,56,410""","""Cliff Blau""","""Cliff Blau""",2025/02/27 4:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5000,hallm101,weilc101,,,,
SLA191307060,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/07/06,0,0:00PM,day,false,hildg101,olous901,(none),(none),"""56,208,410""","""Rob Wood""","""Rob Wood""",2025/02/11 9:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,85,5000,hamie101,lakej101,,,,
SLA191307070,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1913/07/07,0,0:00PM,day,false,olous901,hildg101,(none),(none),"""212,208""","""Wayne Townsend""","""Wayne Townsend""",2023/07/27 7:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,1000,mitcr101,wille103,,,,
SLA191307090,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/07/09,0,0:00PM,day,false,dinnb101,eganr101,(none),(none),"""208,163,574,269""","""Cliff Blau""","""Cliff Blau""",2025/03/01 4:21PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,3000,collr103,levew101,,,,
SLA191307100,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/07/10,0,0:00PM,day,false,eganr101,dinnb101,(none),(none),"""208,269,163,574""","""Cliff Blau""","""Cliff Blau""",2025/03/02 4:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,2800,fostr103,baumg101,,,,
SLA191307110,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/07/11,0,0:00PM,day,false,dinnb101,eganr101,(none),(none),"""208,71,163,574""","""Cliff Blau""","""Cliff Blau""",2025/03/03 4:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,2000,hamie101,bedih101,,,,
SLA191307120,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1913/07/12,0,0:00PM,day,false,eganr101,dinnb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/12/02 7:46PM,unknown,none,0,unknown,-1,unknown,unknown,sunny,100,5500,levew101,fishr101,,,,
SLA191307130,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1913/07/13,0,0:00PM,day,false,dinnb101,eganr101,(none),(none),"""208,96,99,606""","""Cliff Blau""","""Cliff Blau""",2025/03/04 4:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,7500,fordr101,mitcr101,,,,
SLA191307140,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1913/07/14,0,0:00PM,day,false,eganr101,dinnb101,(none),(none),"""65,73,96,99,208,606""","""Cliff Blau""","""Cliff Blau""",2025/03/05 4:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,1000,baumg101,warhj101,schmp101,,,
SLA191307150,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1913/07/15,0,0:00PM,day,false,dinnb101,eganr101,(none),(none),"""208,96,99,606""","""Cliff Blau""","""Cliff Blau""",2025/03/06 3:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,95,1000,hamie101,keatr101,,,,
SLA191307160,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1913/07/16,0,0:00PM,day,false,evanb901,sherj901,(none),(none),"""208,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/02 9:27AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,1500,johnw102,levew101,,,,
SLA191307170,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1913/07/17,0,0:00PM,day,false,evanb901,sherj901,(none),(none),"""208,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/02 11:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,95,2000,engej101,weilc101,,,,
SLA191307180,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1913/07/18,0,0:00PM,day,false,evanb901,sherj901,(none),(none),"""208,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/02 4:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,2000,johnw102,baumg101,,,,
SLA191307190,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1913/07/19,0,0:00PM,day,false,evanb901,sherj901,(none),(none),"""208,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/03 1:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,7000,hamie101,hught103,,,,
SLA191307200,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1913/07/20,0,0:00PM,day,false,evanb901,sherj901,(none),(none),"""102,208""","""Rob Wood""","""Rob Wood""",2025/03/03 4:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,10500,plane101,levew101,,,,
SLA191307220,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1913/07/22,0,0:00PM,day,false,evanb901,sherj901,(none),(none),"""102,208,266""","""Rob Wood""","""Rob Wood""",2025/03/03 7:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,2000,mitcr101,browb103,,,,
SLA191307230,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1913/07/23,0,0:00PM,day,false,evanb901,sherj901,(none),(none),"""208,102,266""","""David W. Smith""","""David W. Smith""",2025/03/06 2:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,1000,bendc101,hamie101,,,,
SLA191308140,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/08/14,0,0:00PM,day,false,mcgre901,connt901,(none),(none),"""71,163,208,574""","""Jim Herdman""","""Jim Herdman""",2025/03/11 7:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,3000,bedih101,allim102,,,,
SLA191308150,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/08/15,0,0:00PM,day,false,mcgre901,connt901,(none),(none),"""71,163,208,574""","""Rob Wood""","""Rob Wood""",2025/03/07 10:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2500,hallc103,weilc101,,,,
SLA191308160,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/08/16,0,0:00PM,day,false,mcgre901,connt901,(none),(none),"""71,163,208""","""Rob Wood""","""Rob Wood""",2025/03/08 5:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,4500,leond102,levew101,,,,
SLA191308170,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1913/08/17,0,0:00PM,day,false,mcgre901,connt901,(none),(none),"""71,163,208,574""","""Rob Wood""","""Rob Wood""",2025/03/08 8:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,5000,baumg101,andef101,,,,
SLA191308180,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1913/08/18,0,0:00PM,day,false,mcgre901,connt901,(none),(none),"""208,96,99,606""","""Cliff Blau""","""Cliff Blau""",2025/03/17 4:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,1200,fordr101,mitcr101,,,,
