game_id,inning,batting_home,batter_id,count_raw,balls,strikes,pitches,event_raw
NY1191304100,1.0,0.0,connj107,??,,,,13
NY1191304100,1.0,0.0,marar101,??,,,,4/P
NY1191304100,1.0,0.0,myerh101,??,,,,13/BG
NY1191304100,1.0,1.0,snodf101,??,,,,4/F
NY1191304100,1.0,1.0,shaft102,??,,,,3/G
NY1191304100,1.0,1.0,burng101,??,,,,6/F
NY1191304100,2.0,0.0,sweeb102,??,,,,63
NY1191304100,2.0,0.0,tituj101,??,,,,43
NY1191304100,2.0,0.0,devla101,??,,,,13
NY1191304100,2.0,1.0,doyll101,??,,,,4/F
NY1191304100,2.0,1.0,murrr103,??,,,,63
NY1191304100,2.0,1.0,merkf101,??,,,,7/F
NY1191304100,3.0,0.0,mckeb101,??,,,,13
NY1191304100,3.0,0.0,rarib101,??,,,,2/FL
NY1191304100,3.0,0.0,perdh101,??,,,,43
NY1191304100,3.0,1.0,herzb101,??,,,,8/L
NY1191304100,3.0,1.0,meyec101,??,,,,53
NY1191304100,3.0,1.0,tesrj101,??,,,,23
NY1191304100,4.0,0.0,connj107,??,,,,63
NY1191304100,4.0,0.0,marar101,??,,,,W
NY1191304100,4.0,0.0,myerh101,??,,,,K
NY1191304100,4.0,0.0,sweeb102,??,,,,SB2
NY1191304100,4.0,0.0,sweeb102,??,,,,S7.2-H;B-2(TH)
NY1191304100,4.0,0.0,tituj101,??,,,,S4.2-H
NY1191304100,4.0,0.0,devla101,??,,,,CS2(26)
NY1191304100,4.0,1.0,snodf101,??,,,,7/F
NY1191304100,4.0,1.0,shaft102,??,,,,8/F
NY1191304100,4.0,1.0,burng101,??,,,,S7
NY1191304100,4.0,1.0,doyll101,??,,,,SB2
NY1191304100,4.0,1.0,doyll101,??,,,,W
NY1191304100,4.0,1.0,murrr103,??,,,,2/FL
NY1191304100,5.0,0.0,devla101,??,,,,K
NY1191304100,5.0,0.0,mckeb101,??,,,,HP
NY1191304100,5.0,0.0,rarib101,??,,,,HR/7.1-H
NY1191304100,5.0,0.0,perdh101,??,,,,43
NY1191304100,5.0,0.0,connj107,??,,,,63
NY1191304100,5.0,1.0,merkf101,??,,,,K/C
NY1191304100,5.0,1.0,herzb101,??,,,,63
NY1191304100,5.0,1.0,meyec101,??,,,,63
NY1191304100,6.0,0.0,marar101,??,,,,D7
NY1191304100,6.0,0.0,myerh101,??,,,,53/SH.2-3
NY1191304100,6.0,0.0,sweeb102,??,,,,FC5.3XH(52);B-1
NY1191304100,6.0,0.0,tituj101,??,,,,S1.1-2
NY1191304100,6.0,0.0,devla101,??,,,,K
NY1191304100,6.0,1.0,tesrj101,??,,,,NP
NY1191304100,6.0,1.0,devoj101,??,,,,63
NY1191304100,6.0,1.0,snodf101,??,,,,7/F
NY1191304100,6.0,1.0,shaft102,??,,,,8/F
NY1191304100,7.0,0.0,mckeb101,??,,,,NP
NY1191304100,7.0,0.0,mckeb101,??,,,,E3.B-3
NY1191304100,7.0,0.0,rarib101,??,,,,6/P
NY1191304100,7.0,0.0,perdh101,??,,,,FC1.3XH(12);B-1
NY1191304100,7.0,0.0,connj107,??,,,,S9.1-2
NY1191304100,7.0,0.0,marar101,??,,,,S8.2-3;1-2
NY1191304100,7.0,0.0,myerh101,??,,,,K
NY1191304100,7.0,1.0,burng101,??,,,,9/F
NY1191304100,7.0,1.0,doyll101,??,,,,43
NY1191304100,7.0,1.0,murrr103,??,,,,S8
NY1191304100,7.0,1.0,merkf101,??,,,,2/FL
NY1191304100,8.0,0.0,sweeb102,??,,,,K
NY1191304100,8.0,0.0,tituj101,??,,,,K
NY1191304100,8.0,0.0,devla101,??,,,,E4/G
NY1191304100,8.0,0.0,mckeb101,??,,,,6/P
NY1191304100,8.0,1.0,herzb101,??,,,,W
NY1191304100,8.0,1.0,meyec101,??,,,,54(1)/FO
NY1191304100,8.0,1.0,crand101,??,,,,54(1)/FO
NY1191304100,8.0,1.0,snodf101,??,,,,53
NY1191304100,9.0,0.0,rarib101,??,,,,W
NY1191304100,9.0,0.0,perdh101,??,,,,3/SH.1-2#
NY1191304100,9.0,0.0,connj107,??,,,,W
NY1191304100,9.0,0.0,marar101,??,,,,S.2-3;1-2
NY1191304100,9.0,0.0,myerh101,??,,,,S7.3-H;2-H;1-2
NY1191304100,9.0,0.0,sweeb102,??,,,,E6/G.2-3;1-2
NY1191304100,9.0,0.0,tituj101,??,,,,S4.3-H;2-H(UR);1-2
NY1191304100,9.0,0.0,devla101,??,,,,43.2-3;1-2
NY1191304100,9.0,0.0,mckeb101,??,,,,K
NY1191304100,9.0,1.0,shaft102,??,,,,9/F
NY1191304100,9.0,1.0,burng101,??,,,,6/P
NY1191304100,9.0,1.0,doyll101,??,,,,43
NY1191304100,,,,,,,,"DATA:er:perdh101,0"
NY1191304100,,,,,,,,"DATA:er:tesrj101,4"
NY1191304100,,,,,,,,"DATA:er:crand101,3"
NY1191304140,1.0,0.0,stenc101,??,,,,K
NY1191304140,1.0,0.0,cutsg101,??,,,,9/F
NY1191304140,1.0,0.0,meyeb103,??,,,,K
NY1191304140,1.0,1.0,snodf101,??,,,,K
NY1191304140,1.0,1.0,devoj101,??,,,,8/L
NY1191304140,1.0,1.0,fleta101,??,,,,31
NY1191304140,2.0,0.0,wheaz101,??,,,,S/6
NY1191304140,2.0,0.0,daubj101,??,,,,S5/G.1-2
NY1191304140,2.0,0.0,smitr108,??,,,,15(2)/FO.1-2
NY1191304140,2.0,0.0,fisht103,??,,,,53.2-3;1-2
NY1191304140,2.0,0.0,millo103,??,,,,K
NY1191304140,2.0,1.0,doyll101,??,,,,63
NY1191304140,2.0,1.0,murrr103,??,,,,43
NY1191304140,2.0,1.0,merkf101,??,,,,7/F
NY1191304140,3.0,0.0,allef101,??,,,,K
NY1191304140,3.0,0.0,stenc101,??,,,,K
