game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,innings
CHA193704230,"""version 7RS(19) of 07/07/92""",DET,CHA,1937/04/23,CHI10,0,0:00PM,day,false,"""138""","""Ron Fisher""","""Ron Fisher""",1999/11/17 1:22AM,ormsr901,kolll901,(none),basis901,park,none,0,unknown,-1,unknown,unknown,unknown,118,15000,lawsr101,cains101,,,,
CHA193704250,"""version 7RS(19) of 07/07/92""",DET,CHA,1937/04/25,CHI10,0,0:00PM,day,false,"""285""","""Comly""","""Comly""",2013/12/29 7:08PM,kolll901,basis901,(none),ormsr901,park,none,0,unknown,-1,unknown,unknown,unknown,130,8000,kennv101,aukee101,,,,
CHA193704290,"""version 7RS(19) of 07/07/92""",SLA,CHA,1937/04/29,CHI10,0,0:00PM,day,false,412,"""Dick Cramer""","""Dick Cramer""",2012/11/19 1:45PM,johnc901,geish901,(none),summb901,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,3500,stram102,walkj102,,,,
CHA193705050,"""version 7RS(19) of 07/07/92""",PHA,CHA,1937/05/05,CHI10,0,0:00PM,day,false,"""477,277""","""Comly""","""Comly""",2014/02/08 3:36AM,owenb901,hubbc901,(none),dinnb101,park,none,0,unknown,-1,unknown,unknown,unknown,153,2500,kellh101,stram102,,,,
CHA193705060,"""version 7RS(19) of 07/07/92""",PHA,CHA,1937/05/06,CHI10,0,0:00PM,day,false,"""149,277,477""","""Comly""","""Comly""",2013/12/29 8:53PM,hubbc901,dinnb101,(none),owenb901,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,thomb102,rignj101,willa101,,,
CHA193705070,"""version 7RS(19) of 07/07/92""",BOS,CHA,1937/05/07,CHI10,0,0:00,day,false,"""115,251,277""","""Comly""","""Comly""",2013/12/29 9:48PM,dinnb101,owenb901,(none),hubbc901,park,none,0,unknown,-1,unknown,unknown,unknown,135,3000,grovl101,kennv101,,,,
CHA193705080,"""version 7RS(19) of 07/07/92""",BOS,CHA,1937/05/08,CHI10,0,0:00PM,day,false,"""115,190""","""Comly""","""Comly""",2013/12/29 11:26PM,owenb901,hubbc901,(none),dinnb101,park,none,0,unknown,-1,unknown,unknown,unknown,129,7500,dietb101,ferrw101,browc103,,,
CHA193705090,"""version 7RS(19) of 07/07/92""",NYA,CHA,1937/05/09,CHI10,0,0:00PM,day,false,"""209,251""","""Comly""","""Comly""",2013/12/29 11:58PM,morig101,quinj901,(none),mcgob901,park,none,0,unknown,-1,unknown,unknown,unknown,93,25000,lee-t101,chans101,,,,
CHA193705100,"""version 7RS(19) of 07/07/92""",NYA,CHA,1937/05/10,CHI10,0,0:00PM,day,false,277,"""Dick Cramer""","""Dick Cramer""",2013/05/14 8:30PM,quinj901,mcgob901,(none),morig101,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,5000,pearm101,lyont102,,,,
CHA193705110,"""version 7RS(19) of 07/07/92""",NYA,CHA,1937/05/11,CHI10,0,0:00PM,day,false,"""277,100""","""Comly/RWood""","""Dick Cramer/RWood""",2013/03/25 4:20PM,mcgob901,morig101,(none),quinj901,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,6500,stram102,hadlb101,,,,
CHA193705120,"""version 7RS(19) of 07/07/92""",WS1,CHA,1937/05/12,CHI10,0,0:00PM,day,false,"""277""","""Comly""","""Comly""",2014/03/18 5:50AM,morig101,quinj901,(none),mcgob901,park,none,0,unknown,-1,unknown,unknown,unknown,151,3500,kennv101,newsb101,,,,
CHA193705130,"""version 7RS(19) of 07/07/92""",WS1,CHA,1937/05/13,CHI10,0,0:00PM,day,false,277,"""Dick Cramer""","""Dick Cramer""",2013/03/25 9:00PM,quinj901,mcgob901,(none),morig101,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,2000,deshj101,lee-t101,,,,
CHA193705150,"""version 7RS(19) of 07/07/92""",CLE,CHA,1937/05/15,CHI10,0,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/02/02 9:09AM,basis901,ormsr901,(none),kolll901,unknown,none,0,unknown,-1,unknown,unknown,unknown,96,6000,stram102,galed101,,,,
CHA193705160,"""version 7RS(19) of 07/07/92""",CLE,CHA,1937/05/16,CHI10,0,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/02/02 9:17AM,ormsr901,kolll901,(none),basis901,unknown,none,0,unknown,-1,unknown,unknown,unknown,109,22000,kennv101,andri101,browc103,,,
CHA193705311,"""version 7RS(19) of 07/07/92""",SLA,CHA,1937/05/31,CHI10,1,0:00PM,day,false,"""138""","""Ron Fisher""","""Ron Fisher""",1999/12/03 12:50AM,dinnb101,quinj901,(none),hubbc901,park,none,0,unknown,-1,unknown,unknown,unknown,100,0,stram102,bonej101,,,,
CHA193705312,"""version 7RS(19) of 07/07/92""",SLA,CHA,1937/05/31,CHI10,2,0:00PM,day,false,"""138""","""Ron Fisher""","""Ron Fisher""",1999/12/03 1:04AM,quinj901,hubbc901,(none),dinnb101,park,none,0,unknown,-1,unknown,unknown,unknown,143,35000,browc103,knotj102,,,,
CHA193706010,"""version 7RS(19) of 07/07/92""",SLA,CHA,1937/06/01,CHI10,0,0:00PM,day,false,412,"""Dick Cramer""","""Dick Cramer""",2013/02/11 5:00PM,hubbc901,dinnb101,(none),quinj901,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,1500,dietb101,hogsc101,,,,
