game_id,hometeam,home_recent_form
CIN196406220,CIN,
CIN196406231,CIN,
CIN196406232,CIN,
CIN196406240,CIN,
CIN196407010,CIN,
CIN196407020,CIN,
CIN196407030,CIN,
CIN196407040,CIN,
CIN196407050,CIN,
CIN196407141,CIN,
CIN196407142,CIN,
CIN196407150,CIN,
CIN196407160,CIN,
CIN196407170,CIN,
CIN196407180,CIN,
CIN196407191,CIN,
CIN196407192,CIN,
CIN196407200,CIN,
CIN196407210,CIN,
CIN196407220,CIN,
CIN196407230,CIN,
CIN196407240,CIN,
CIN196407250,CIN,
CIN196407261,CIN,
CIN196407262,CIN,
CIN196408041,CIN,
CIN196408042,CIN,
CIN196408050,CIN,
CIN196408060,CIN,
CIN196408070,CIN,
CIN196408080,CIN,
CIN196408090,CIN,
CIN196408100,CIN,
CIN196408110,CIN,
CIN196408120,CIN,
CIN196408250,CIN,
CIN196408260,CIN,
CIN196408291,CIN,
CIN196408292,CIN,
CIN196408301,CIN,
CIN196408302,CIN,
CIN196409010,CIN,
CIN196409020,CIN,
CIN196409030,CIN,
CIN196409040,CIN,
CIN196409050,CIN,
CIN196409060,CIN,
CIN196409191,CIN,
CIN196409192,CIN,
CIN196409200,CIN,
CIN196409290,CIN,
CIN196409300,CIN,
CIN196410010,CIN,
CIN196410020,CIN,
CIN196410040,CIN,
CLE196404140,CLE,
CLE196404170,CLE,
CLE196405060,CLE,
CLE196405070,CLE,
CLE196405080,CLE,
CLE196405090,CLE,
CLE196405101,CLE,
CLE196405102,CLE,
CLE196405110,CLE,
CLE196405120,CLE,
CLE196405130,CLE,
CLE196405220,CLE,
CLE196405230,CLE,
CLE196405240,CLE,
CLE196406010,CLE,
CLE196406020,CLE,
CLE196406030,CLE,
CLE196406040,CLE,
CLE196406050,CLE,
CLE196406060,CLE,
CLE196406071,CLE,
CLE196406072,CLE,
CLE196406080,CLE,
CLE196406090,CLE,
CLE196406101,CLE,
CLE196406102,CLE,
CLE196406110,CLE,
CLE196406120,CLE,
CLE196406130,CLE,
CLE196406141,CLE,
CLE196406142,CLE,
CLE196406160,CLE,
CLE196406171,CLE,
CLE196406172,CLE,
CLE196406290,CLE,
CLE196406300,CLE,
CLE196407091,CLE,
CLE196407092,CLE,
CLE196407100,CLE,
CLE196407110,CLE,
CLE196407120,CLE,
CLE196407130,CLE,
CLE196407240,CLE,
CLE196407250,CLE,
CLE196407261,CLE,
CLE196407262,CLE,
CLE196407311,CLE,
CLE196407312,CLE,
CLE196408010,CLE,
CLE196408021,CLE,
CLE196408022,CLE,
CLE196408030,CLE,
CLE196408040,CLE,
CLE196408050,CLE,
CLE196408071,CLE,
CLE196408072,CLE,
CLE196408080,CLE,
CLE196408091,CLE,
CLE196408092,CLE,
CLE196408181,CLE,
CLE196408182,CLE,
CLE196408190,CLE,
CLE196408200,CLE,
CLE196408221,CLE,
CLE196408222,CLE,
CLE196408231,CLE,
CLE196408232,CLE,
CLE196409070,CLE,
CLE196409090,CLE,
CLE196409100,CLE,
CLE196409110,CLE,
CLE196409120,CLE,
CLE196409130,CLE,
CLE196409161,CLE,
CLE196409162,CLE,
CLE196409221,CLE,
CLE196409222,CLE,
CLE196409231,CLE,
CLE196409232,CLE,
CLE196409250,CLE,
CLE196409260,CLE,
CLE196409270,CLE,
DET196404140,DET,
DET196404170,DET,
DET196404180,DET,
DET196404191,DET,
DET196404192,DET,
DET196405060,DET,
DET196405070,DET,
DET196405080,DET,
DET196405090,DET,
DET196405101,DET,
DET196405102,DET,
DET196405120,DET,
DET196405130,DET,
DET196405140,DET,
DET196405150,DET,
DET196405160,DET,
DET196405171,DET,
DET196405172,DET,
DET196405290,DET,
DET196405300,DET,
DET196405311,DET,
DET196405312,DET,
DET196406030,DET,
DET196406080,DET,
DET196406090,DET,
DET196406100,DET,
DET196406110,DET,
DET196406130,DET,
DET196406141,DET,
DET196406142,DET,
DET196406161,DET,
DET196406162,DET,
DET196406170,DET,
DET196406180,DET,
DET196407010,DET,
DET196407020,DET,
DET196407031,DET,
DET196407032,DET,
DET196407040,DET,
DET196407051,DET,
DET196407052,DET,
DET196407090,DET,
DET196407101,DET,
DET196407102,DET,
DET196407110,DET,
DET196407121,DET,
DET196407122,DET,
DET196407130,DET,
DET196407241,DET,
DET196407242,DET,
DET196407250,DET,
DET196407261,DET,
DET196407262,DET,
DET196407280,DET,
DET196407290,DET,
DET196407300,DET,
DET196408070,DET,
DET196408080,DET,
DET196408091,DET,
DET196408092,DET,
DET196408181,DET,
DET196408182,DET,
DET196408190,DET,
DET196408200,DET,
DET196408210,DET,
DET196408231,DET,
DET196408232,DET,
DET196409090,DET,
DET196409100,DET,
DET196409110,DET,
DET196409120,DET,
DET196409130,DET,
DET196409150,DET,
DET196409160,DET,
DET196409180,DET,
DET196409201,DET,
DET196409202,DET,
DET196409220,DET,
DET196409230,DET,
DET196409250,DET,
DET196409260,DET,
DET196409270,DET,
HOU196404160,HOU,
HOU196404170,HOU,
HOU196404180,HOU,
HOU196404190,HOU,
HOU196404200,HOU,
HOU196404210,HOU,
HOU196404220,HOU,
HOU196404230,HOU,
HOU196404270,HOU,
HOU196404280,HOU,
HOU196404290,HOU,
HOU196404300,HOU,
HOU196405010,HOU,
HOU196405020,HOU,
HOU196405030,HOU,
HOU196405110,HOU,
HOU196405120,HOU,
HOU196405130,HOU,
HOU196405140,HOU,
HOU196405150,HOU,
HOU196405160,HOU,
HOU196405170,HOU,
HOU196405180,HOU,
HOU196405190,HOU,
HOU196405200,HOU,
HOU196405210,HOU,
HOU196405220,HOU,
HOU196405231,HOU,
HOU196405232,HOU,
HOU196405240,HOU,
HOU196406080,HOU,
HOU196406091,HOU,
HOU196406092,HOU,
HOU196406110,HOU,
HOU196406120,HOU,
HOU196406130,HOU,
HOU196406140,HOU,
HOU196406150,HOU,
HOU196406160,HOU,
HOU196406170,HOU,
HOU196406290,HOU,
HOU196406300,HOU,
HOU196407010,HOU,
HOU196407020,HOU,
HOU196407030,HOU,
HOU196407040,HOU,
HOU196407050,HOU,
HOU196407090,HOU,
HOU196407100,HOU,
HOU196407110,HOU,
HOU196407120,HOU,
HOU196407130,HOU,
HOU196407240,HOU,
HOU196407250,HOU,
HOU196407260,HOU,
HOU196408140,HOU,
HOU196408150,HOU,
HOU196408160,HOU,
HOU196408170,HOU,
HOU196408180,HOU,
HOU196408190,HOU,
HOU196408210,HOU,
HOU196408220,HOU,
HOU196408230,HOU,
HOU196408240,HOU,
HOU196408250,HOU,
HOU196408260,HOU,
HOU196409110,HOU,
HOU196409120,HOU,
HOU196409130,HOU,
HOU196409140,HOU,
HOU196409150,HOU,
HOU196409160,HOU,
HOU196409180,HOU,
HOU196409190,HOU,
HOU196409200,HOU,
HOU196409210,HOU,
HOU196409220,HOU,
HOU196409230,HOU,
HOU196409250,HOU,
HOU196409270,HOU,
KC1196404210,KC1,
KC1196404240,KC1,
KC1196404250,KC1,
KC1196404260,KC1,
KC1196404280,KC1,
KC1196404290,KC1,
KC1196404300,KC1,
KC1196405010,KC1,
KC1196405020,KC1,
KC1196405031,KC1,
KC1196405032,KC1,
KC1196405040,KC1,
KC1196405050,KC1,
KC1196405250,KC1,
KC1196405280,KC1,
KC1196405290,KC1,
KC1196405300,KC1,
KC1196405310,KC1,
KC1196406010,KC1,
KC1196406020,KC1,
KC1196406030,KC1,
KC1196406050,KC1,
KC1196406060,KC1,
KC1196406071,KC1,
KC1196406072,KC1,
KC1196406190,KC1,
KC1196406200,KC1,
KC1196406211,KC1,
KC1196406212,KC1,
KC1196406231,KC1,
KC1196406232,KC1,
KC1196406240,KC1,
KC1196407090,KC1,
KC1196407100,KC1,
KC1196407110,KC1,
KC1196407121,KC1,
KC1196407122,KC1,
KC1196407131,KC1,
KC1196407132,KC1,
KC1196407140,KC1,
KC1196407151,KC1,
KC1196407152,KC1,
KC1196407160,KC1,
KC1196407240,KC1,
KC1196407250,KC1,
KC1196407261,KC1,
KC1196407262,KC1,
KC1196407280,KC1,
KC1196407290,KC1,
KC1196407311,KC1,
KC1196407312,KC1,
KC1196408010,KC1,
KC1196408020,KC1,
KC1196408040,KC1,
KC1196408050,KC1,
KC1196408060,KC1,
KC1196408110,KC1,
KC1196408120,KC1,
KC1196408140,KC1,
KC1196408150,KC1,
KC1196408160,KC1,
KC1196408250,KC1,
KC1196408260,KC1,
KC1196408270,KC1,
KC1196408280,KC1,
KC1196408290,KC1,
KC1196408301,KC1,
KC1196408302,KC1,
KC1196409010,KC1,
KC1196409020,KC1,
KC1196409030,KC1,
KC1196409040,KC1,
KC1196409050,KC1,
KC1196409060,KC1,
KC1196409071,KC1,
KC1196409072,KC1,
KC1196409220,KC1,
KC1196409230,KC1,
KC1196409250,KC1,
KC1196409260,KC1,
KC1196409270,KC1,
LAA196404210,LAA,
LAA196404220,LAA,
LAA196404230,LAA,
LAA196404240,LAA,
LAA196404250,LAA,
LAA196404260,LAA,
LAA196404270,LAA,
LAA196404280,LAA,
LAA196404290,LAA,
LAA196405080,LAA,
LAA196405090,LAA,
LAA196405100,LAA,
LAA196405110,LAA,
LAA196405120,LAA,
LAA196405131,LAA,
LAA196405132,LAA,
LAA196405250,LAA,
LAA196405260,LAA,
LAA196405271,LAA,
LAA196405272,LAA,
LAA196405290,LAA,
LAA196405300,LAA,
LAA196405310,LAA,
LAA196406010,LAA,
LAA196406020,LAA,
LAA196406031,LAA,
LAA196406032,LAA,
LAA196406050,LAA,
LAA196406060,LAA,
LAA196406070,LAA,
LAA196406190,LAA,
LAA196406200,LAA,
LAA196406210,LAA,
LAA196406220,LAA,
LAA196406230,LAA,
LAA196406240,LAA,
LAA196406250,LAA,
LAA196406261,LAA,
LAA196406262,LAA,
LAA196406270,LAA,
LAA196406280,LAA,
LAA196407090,LAA,
LAA196407101,LAA,
LAA196407102,LAA,
LAA196407110,LAA,
LAA196407121,LAA,
LAA196407122,LAA,
LAA196407140,LAA,
LAA196407151,LAA,
LAA196407152,LAA,
LAA196407270,LAA,
LAA196407280,LAA,
LAA196407290,LAA,
LAA196407310,LAA,
LAA196408010,LAA,
LAA196408020,LAA,
LAA196408030,LAA,
LAA196408040,LAA,
LAA196408050,LAA,
LAA196408070,LAA,
LAA196408080,LAA,
LAA196408090,LAA,
LAA196408110,LAA,
LAA196408120,LAA,
LAA196408281,LAA,
LAA196408282,LAA,
LAA196408290,LAA,
LAA196408300,LAA,
LAA196409010,LAA,
LAA196409020,LAA,
LAA196409030,LAA,
LAA196409040,LAA,
LAA196409050,LAA,
LAA196409060,LAA,
LAA196409071,LAA,
LAA196409072,LAA,
LAA196409220,LAA,
LAA196409230,LAA,
LAA196409250,LAA,
LAA196409260,LAA,
LAA196409270,LAA,
LAN196404140,LAN,
LAN196404150,LAN,
LAN196404160,LAN,
LAN196404170,LAN,
LAN196404180,LAN,
LAN196404190,LAN,
LAN196404200,LAN,
LAN196405010,LAN,
LAN196405020,LAN,
LAN196405030,LAN,
LAN196405040,LAN,
LAN196405060,LAN,
LAN196405070,LAN,
LAN196405150,LAN,
LAN196405160,LAN,
LAN196405171,LAN,
LAN196405172,LAN,
LAN196405180,LAN,
LAN196405190,LAN,
LAN196405200,LAN,
LAN196405210,LAN,
LAN196405220,LAN,
LAN196405230,LAN,
LAN196405240,LAN,
LAN196406080,LAN,
LAN196406090,LAN,
LAN196406100,LAN,
LAN196406110,LAN,
LAN196406120,LAN,
LAN196406130,LAN,
LAN196406141,LAN,
LAN196406142,LAN,
LAN196406160,LAN,
LAN196406170,LAN,
LAN196406290,LAN,
LAN196407010,LAN,
LAN196407020,LAN,
LAN196407030,LAN,
LAN196407040,LAN,
LAN196407050,LAN,
LAN196407170,LAN,
LAN196407180,LAN,
LAN196407191,LAN,
LAN196407192,LAN,
LAN196407200,LAN,
LAN196407210,LAN,
LAN196407220,LAN,
LAN196407230,LAN,
LAN196407240,LAN,
LAN196407250,LAN,
LAN196407260,LAN,
LAN196408140,LAN,
LAN196408150,LAN,
LAN196408161,LAN,
LAN196408162,LAN,
LAN196408180,LAN,
LAN196408190,LAN,
LAN196408200,LAN,
LAN196408210,LAN,
LAN196408220,LAN,
LAN196408230,LAN,
LAN196408240,LAN,
LAN196408250,LAN,
LAN196408260,LAN,
LAN196409110,LAN,
LAN196409120,LAN,
LAN196409130,LAN,
LAN196409140,LAN,
LAN196409150,LAN,
LAN196409160,LAN,
LAN196409170,LAN,
LAN196409180,LAN,
LAN196409190,LAN,
LAN196409200,LAN,
LAN196409280,LAN,
LAN196409290,LAN,
LAN196409300,LAN,
LAN196410010,LAN,
LAN196410020,LAN,
LAN196410030,LAN,
LAN196410040,LAN,
MIN196404220,MIN,
MIN196404230,MIN,
MIN196404240,MIN,
MIN196404250,MIN,
MIN196404260,MIN,
MIN196404280,MIN,
MIN196404300,MIN,
MIN196405060,MIN,
MIN196405070,MIN,
MIN196405080,MIN,
MIN196405090,MIN,
MIN196405100,MIN,
MIN196405120,MIN,
MIN196405130,MIN,
MIN196405140,MIN,
MIN196405290,MIN,
MIN196405300,MIN,
MIN196405310,MIN,
MIN196406010,MIN,
MIN196406020,MIN,
MIN196406030,MIN,
MIN196406040,MIN,
MIN196406050,MIN,
MIN196406060,MIN,
MIN196406070,MIN,
MIN196406190,MIN,
MIN196406200,MIN,
MIN196406210,MIN,
MIN196406220,MIN,
MIN196406230,MIN,
MIN196406241,MIN,
MIN196406242,MIN,
MIN196406250,MIN,
MIN196406261,MIN,
MIN196406262,MIN,
MIN196406270,MIN,
MIN196406280,MIN,
MIN196407140,MIN,
MIN196407150,MIN,
MIN196407160,MIN,
MIN196407170,MIN,
MIN196407180,MIN,
MIN196407191,MIN,
MIN196407192,MIN,
MIN196407210,MIN,
MIN196407220,MIN,
MIN196407230,MIN,
MIN196407280,MIN,
MIN196407290,MIN,
MIN196407300,MIN,
MIN196407310,MIN,
MIN196408010,MIN,
MIN196408020,MIN,
MIN196408040,MIN,
MIN196408050,MIN,
MIN196408060,MIN,
MIN196408110,MIN,
MIN196408120,MIN,
MIN196408130,MIN,
MIN196408140,MIN,
MIN196408150,MIN,
MIN196408160,MIN,
MIN196408280,MIN,
MIN196408290,MIN,
MIN196408300,MIN,
MIN196408310,MIN,
MIN196409010,MIN,
MIN196409020,MIN,
MIN196409030,MIN,
MIN196409040,MIN,
MIN196409050,MIN,
MIN196409060,MIN,
MIN196409070,MIN,
MIN196409080,MIN,
MIN196409090,MIN,
MIN196409100,MIN,
MIN196409290,MIN,
MIN196409300,MIN,
MIN196410010,MIN,
MIN196410020,MIN,
MIN196410030,MIN,
MIN196410040,MIN,
MLN196404220,MLN,
MLN196404240,MLN,
MLN196404250,MLN,
MLN196404260,MLN,
MLN196404290,MLN,
MLN196405010,MLN,
MLN196405020,MLN,
MLN196405030,MLN,
MLN196405040,MLN,
MLN196405050,MLN,
MLN196405220,MLN,
MLN196405230,MLN,
MLN196405241,MLN,
MLN196405242,MLN,
MLN196405260,MLN,
MLN196405270,MLN,
MLN196405280,MLN,
MLN196406020,MLN,
MLN196406030,MLN,
MLN196406040,MLN,
MLN196406050,MLN,
MLN196406060,MLN,
MLN196406070,MLN,
MLN196406190,MLN,
MLN196406200,MLN,
MLN196406211,MLN,
MLN196406212,MLN,
MLN196406220,MLN,
MLN196406230,MLN,
MLN196406240,MLN,
MLN196406260,MLN,
MLN196406270,MLN,
MLN196406281,MLN,
MLN196406282,MLN,
MLN196407010,MLN,
MLN196407020,MLN,
MLN196407030,MLN,
MLN196407040,MLN,
MLN196407050,MLN,
MLN196407140,MLN,
MLN196407150,MLN,
MLN196407160,MLN,
MLN196407180,MLN,
MLN196407191,MLN,
MLN196407192,MLN,
MLN196407210,MLN,
MLN196407220,MLN,
MLN196407230,MLN,
MLN196407270,MLN,
MLN196407280,MLN,
MLN196407290,MLN,
MLN196408070,MLN,
MLN196408080,MLN,
MLN196408090,MLN,
MLN196408110,MLN,
MLN196408120,MLN,
MLN196408240,MLN,
MLN196408250,MLN,
MLN196408260,MLN,
MLN196408270,MLN,
MLN196408280,MLN,
MLN196408290,MLN,
MLN196408301,MLN,
MLN196408302,MLN,
MLN196409110,MLN,
MLN196409120,MLN,
MLN196409130,MLN,
MLN196409151,MLN,
MLN196409152,MLN,
MLN196409160,MLN,
MLN196409191,MLN,
MLN196409192,MLN,
MLN196409200,MLN,
MLN196409290,MLN,
MLN196409300,MLN,
MLN196410010,MLN,
MLN196410021,MLN,
MLN196410022,MLN,
MLN196410030,MLN,
MLN196410040,MLN,
NYA196404160,NYA,
NYA196404250,NYA,
NYA196404260,NYA,
NYA196405010,NYA,
NYA196405020,NYA,
NYA196405031,NYA,
NYA196405032,NYA,
NYA196405050,NYA,
NYA196405150,NYA,
NYA196405160,NYA,
NYA196405171,NYA,
NYA196405172,NYA,
NYA196405190,NYA,
NYA196405200,NYA,
NYA196405220,NYA,
NYA196405230,NYA,
NYA196405241,NYA,
NYA196405242,NYA,
NYA196405260,NYA,
NYA196405270,NYA,
NYA196406121,NYA,
NYA196406122,NYA,
NYA196406130,NYA,
NYA196406141,NYA,
NYA196406142,NYA,
NYA196406161,NYA,
NYA196406162,NYA,
NYA196406170,NYA,
NYA196406180,NYA,
NYA196406260,NYA,
NYA196406270,NYA,
NYA196406281,NYA,
NYA196406282,NYA,
NYA196406301,NYA,
NYA196406302,NYA,
NYA196407010,NYA,
NYA196407020,NYA,
NYA196407030,NYA,
NYA196407041,NYA,
NYA196407042,NYA,
NYA196407050,NYA,
NYA196407140,NYA,
NYA196407150,NYA,
NYA196407160,NYA,
NYA196407170,NYA,
NYA196407180,NYA,
NYA196407191,NYA,
NYA196407192,NYA,
NYA196407210,NYA,
NYA196407220,NYA,
NYA196407230,NYA,
NYA196408070,NYA,
NYA196408080,NYA,
NYA196408091,NYA,
NYA196408092,NYA,
NYA196408111,NYA,
NYA196408112,NYA,
NYA196408120,NYA,
NYA196408130,NYA,
NYA196408250,NYA,
NYA196408260,NYA,
NYA196408280,NYA,
NYA196408291,NYA,
NYA196408292,NYA,
NYA196408300,NYA,
NYA196409110,NYA,
NYA196409120,NYA,
NYA196409130,NYA,
NYA196409150,NYA,
NYA196409160,NYA,
NYA196409170,NYA,
NYA196409180,NYA,
NYA196409190,NYA,
NYA196409200,NYA,
NYA196409301,NYA,
NYA196409302,NYA,
NYA196410011,NYA,
NYA196410012,NYA,
NYA196410020,NYA,
NYA196410030,NYA,
NYA196410040,NYA,
NYN196404170,NYN,
NYN196404180,NYN,
NYN196404190,NYN,
NYN196404230,NYN,
NYN196405060,NYN,
NYN196405070,NYN,
NYN196405080,NYN,
NYN196405090,NYN,
NYN196405101,NYN,
NYN196405102,NYN,
NYN196405120,NYN,
NYN196405130,NYN,
NYN196405140,NYN,
NYN196405290,NYN,
NYN196405300,NYN,
NYN196405311,NYN,
NYN196405312,NYN,
NYN196406020,NYN,
NYN196406040,NYN,
NYN196406050,NYN,
NYN196406060,NYN,
NYN196406071,NYN,
NYN196406072,NYN,
NYN196406091,NYN,
NYN196406092,NYN,
NYN196406100,NYN,
NYN196406110,NYN,
NYN196406191,NYN,
NYN196406192,NYN,
NYN196406200,NYN,
NYN196406211,NYN,
NYN196406212,NYN,
NYN196406230,NYN,
NYN196406240,NYN,
NYN196406250,NYN,
NYN196407090,NYN,
NYN196407100,NYN,
NYN196407110,NYN,
NYN196407121,NYN,
NYN196407122,NYN,
NYN196407240,NYN,
NYN196407250,NYN,
NYN196407261,NYN,
NYN196407262,NYN,
NYN196407280,NYN,
NYN196407300,NYN,
NYN196407311,NYN,
NYN196407312,NYN,
NYN196408010,NYN,
NYN196408021,NYN,
NYN196408022,NYN,
NYN196408040,NYN,
NYN196408050,NYN,
NYN196408141,NYN,
NYN196408142,NYN,
NYN196408150,NYN,
NYN196408160,NYN,
NYN196408170,NYN,
NYN196408180,NYN,
NYN196408190,NYN,
NYN196408210,NYN,
NYN196408220,NYN,
NYN196408231,NYN,
NYN196408232,NYN,
NYN196409010,NYN,
NYN196409020,NYN,
NYN196409030,NYN,
NYN196409041,NYN,
NYN196409042,NYN,
NYN196409050,NYN,
NYN196409060,NYN,
NYN196409071,NYN,
NYN196409072,NYN,
NYN196409090,NYN,
NYN196409100,NYN,
NYN196409220,NYN,
NYN196409230,NYN,
NYN196409251,NYN,
NYN196409252,NYN,
NYN196409260,NYN,
NYN196409271,NYN,
NYN196409272,NYN,
PHI196404140,PHI,
PHI196404150,PHI,
PHI196404230,PHI,
PHI196404240,PHI,
PHI196404250,PHI,
PHI196404260,PHI,
PHI196405060,PHI,
PHI196405070,PHI,
PHI196405080,PHI,
PHI196405090,PHI,
PHI196405100,PHI,
PHI196405110,PHI,
PHI196405120,PHI,
PHI196405140,PHI,
PHI196405290,PHI,
PHI196405300,PHI,
PHI196405310,PHI,
PHI196406020,PHI,
PHI196406030,PHI,
PHI196406040,PHI,
PHI196406050,PHI,
PHI196406060,PHI,
PHI196406070,PHI,
PHI196406091,PHI,
PHI196406092,PHI,
PHI196406100,PHI,
PHI196406120,PHI,
PHI196406130,PHI,
PHI196406141,PHI,
PHI196406142,PHI,
PHI196406231,PHI,
PHI196406232,PHI,
PHI196406240,PHI,
PHI196407090,PHI,
PHI196407100,PHI,
PHI196407110,PHI,
PHI196407121,PHI,
PHI196407122,PHI,
PHI196407130,PHI,
PHI196407240,PHI,
PHI196407250,PHI,
PHI196407261,PHI,
PHI196407262,PHI,
PHI196407280,PHI,
PHI196407290,PHI,
PHI196407300,PHI,
PHI196407310,PHI,
PHI196408010,PHI,
PHI196408020,PHI,
PHI196408051,PHI,
PHI196408052,PHI,
PHI196408060,PHI,
PHI196408070,PHI,
PHI196408080,PHI,
PHI196408090,PHI,
PHI196408170,PHI,
PHI196408180,PHI,
PHI196408190,PHI,
PHI196408201,PHI,
PHI196408202,PHI,
PHI196408210,PHI,
PHI196408220,PHI,
PHI196408230,PHI,
PHI196409010,PHI,
PHI196409020,PHI,
PHI196409030,PHI,
PHI196409040,PHI,
PHI196409050,PHI,
PHI196409060,PHI,
PHI196409071,PHI,
PHI196409072,PHI,
PHI196409080,PHI,
PHI196409090,PHI,
PHI196409100,PHI,
PHI196409210,PHI,
PHI196409220,PHI,
PHI196409230,PHI,
PHI196409240,PHI,
PHI196409250,PHI,
PHI196409260,PHI,
PHI196409270,PHI,
PIT196404140,PIT,
PIT196404150,PIT,
PIT196404240,PIT,
PIT196404250,PIT,
PIT196404261,PIT,
PIT196404262,PIT,
PIT196405060,PIT,
PIT196405070,PIT,
PIT196405090,PIT,
PIT196405101,PIT,
PIT196405102,PIT,
PIT196405110,PIT,
PIT196405120,PIT,
PIT196405260,PIT,
PIT196405270,PIT,
PIT196405280,PIT,
PIT196405290,PIT,
PIT196405300,PIT,
PIT196405310,PIT,
PIT196406020,PIT,
PIT196406030,PIT,
PIT196406040,PIT,
PIT196406050,PIT,
PIT196406071,PIT,
PIT196406072,PIT,
PIT196406160,PIT,
PIT196406170,PIT,
PIT196406180,PIT,
PIT196406200,PIT,
PIT196406211,PIT,
PIT196406212,PIT,
PIT196406260,PIT,
PIT196406270,PIT,
PIT196406281,PIT,
PIT196406282,PIT,
PIT196407080,PIT,
PIT196407090,PIT,
PIT196407100,PIT,
PIT196407110,PIT,
PIT196407131,PIT,
PIT196407132,PIT,
PIT196407140,PIT,
PIT196407150,PIT,
PIT196407160,PIT,
PIT196407290,PIT,
PIT196407301,PIT,
PIT196407302,PIT,
PIT196407310,PIT,
PIT196408010,PIT,
PIT196408020,PIT,
PIT196408030,PIT,
PIT196408041,PIT,
PIT196408042,PIT,
PIT196408050,PIT,
PIT196408060,PIT,
PIT196408071,PIT,
PIT196408072,PIT,
PIT196408080,PIT,
PIT196408090,PIT,
PIT196408110,PIT,
PIT196408120,PIT,
PIT196408280,PIT,
PIT196408290,PIT,
PIT196408300,PIT,
PIT196409010,PIT,
PIT196409020,PIT,
PIT196409040,PIT,
PIT196409050,PIT,
PIT196409060,PIT,
PIT196409071,PIT,
PIT196409072,PIT,
PIT196409090,PIT,
PIT196409100,PIT,
PIT196409220,PIT,
PIT196409230,PIT,
PIT196409241,PIT,
PIT196409242,PIT,
PIT196409250,PIT,
PIT196409260,PIT,
PIT196409270,PIT,
SFN196404140,SFN,
SFN196404150,SFN,
SFN196404160,SFN,
SFN196404170,SFN,
SFN196404180,SFN,
SFN196404190,SFN,
SFN196404200,SFN,
SFN196405040,SFN,
SFN196405050,SFN,
SFN196405060,SFN,
SFN196405070,SFN,
SFN196405080,SFN,
SFN196405090,SFN,
SFN196405100,SFN,
SFN196405150,SFN,
SFN196405160,SFN,
SFN196405171,SFN,
SFN196405172,SFN,
SFN196405180,SFN,
SFN196405190,SFN,
SFN196405200,SFN,
SFN196405210,SFN,
SFN196405220,SFN,
SFN196405230,SFN,
SFN196405241,SFN,
SFN196405242,SFN,
SFN196406090,SFN,
SFN196406101,SFN,
SFN196406102,SFN,
SFN196406110,SFN,
SFN196406120,SFN,
SFN196406130,SFN,
SFN196406140,SFN,
SFN196406150,SFN,
SFN196406160,SFN,
SFN196406170,SFN,
SFN196406250,SFN,
SFN196406260,SFN,
SFN196406270,SFN,
SFN196406280,SFN,
SFN196406290,SFN,
SFN196406300,SFN,
SFN196407010,SFN,
SFN196407020,SFN,
SFN196407030,SFN,
SFN196407040,SFN,
SFN196407050,SFN,
SFN196407170,SFN,
SFN196407180,SFN,
SFN196407191,SFN,
SFN196407192,SFN,
SFN196407200,SFN,
SFN196407210,SFN,
SFN196407220,SFN,
SFN196407230,SFN,
SFN196408140,SFN,
SFN196408150,SFN,
SFN196408161,SFN,
SFN196408162,SFN,
SFN196408180,SFN,
SFN196408190,SFN,
SFN196408200,SFN,
SFN196408210,SFN,
SFN196408220,SFN,
SFN196408230,SFN,
SFN196409090,SFN,
SFN196409100,SFN,
SFN196409110,SFN,
SFN196409120,SFN,
SFN196409130,SFN,
SFN196409150,SFN,
SFN196409160,SFN,
SFN196409180,SFN,
SFN196409190,SFN,
SFN196409200,SFN,
SFN196409290,SFN,
SFN196409300,SFN,
SFN196410010,SFN,
SFN196410020,SFN,
SFN196410030,SFN,
SFN196410040,SFN,
SLN196404220,SLN,
SLN196404230,SLN,
SLN196404240,SLN,
SLN196404250,SLN,
SLN196404260,SLN,
SLN196404280,SLN,
SLN196404290,SLN,
SLN196405010,SLN,
SLN196405020,SLN,
SLN196405030,SLN,
SLN196405040,SLN,
SLN196405050,SLN,
SLN196405150,SLN,
SLN196405160,SLN,
SLN196405171,SLN,
SLN196405172,SLN,
SLN196405190,SLN,
SLN196405200,SLN,
SLN196405210,SLN,
SLN196405270,SLN,
SLN196405280,SLN,
SLN196405290,SLN,
SLN196405300,SLN,
SLN196405311,SLN,
SLN196405312,SLN,
SLN196406180,SLN,
SLN196406190,SLN,
SLN196406200,SLN,
SLN196406210,SLN,
SLN196406230,SLN,
SLN196406240,SLN,
SLN196406250,SLN,
SLN196406260,SLN,
SLN196406270,SLN,
SLN196406281,SLN,
SLN196406282,SLN,
SLN196406290,SLN,
SLN196406300,SLN,
SLN196407140,SLN,
SLN196407150,SLN,
SLN196407160,SLN,
SLN196407170,SLN,
SLN196407180,SLN,
SLN196407191,SLN,
SLN196407192,SLN,
SLN196407210,SLN,
SLN196407220,SLN,
SLN196407230,SLN,
SLN196407310,SLN,
SLN196408010,SLN,
SLN196408020,SLN,
SLN196408040,SLN,
SLN196408050,SLN,
SLN196408060,SLN,
SLN196408070,SLN,
SLN196408080,SLN,
SLN196408090,SLN,
SLN196408100,SLN,
SLN196408110,SLN,
SLN196408120,SLN,
SLN196408240,SLN,
SLN196408250,SLN,
SLN196408260,SLN,
SLN196408280,SLN,
SLN196408290,SLN,
SLN196408300,SLN,
SLN196408310,SLN,
SLN196409010,SLN,
SLN196409020,SLN,
