year,travel_diff
2014,-0.005196975526503098
2015,-0.0008757740680922083
2016,0.0037225399459215047
2017,-0.004431722111492592
2018,0.0016056687530840025
2019,0.006034885654377403
2020,0.004677776697166597
2021,-2.7988763486488932e-05
2022,0.0014007590911732093
2023,0.0017084029707440107
2024,-0.003122724035761998
