game_id,home_r1
NYN201407300,0
NYN201408010,0
NYN201408020,0
NYN201408030,0
NYN201408040,2
NYN201408120,0
NYN201408130,0
NYN201408140,0
NYN201408150,0
NYN201408160,0
NYN201408170,0
NYN201408180,0
NYN201408260,0
NYN201408270,0
NYN201408280,0
NYN201408290,0
NYN201408300,0
NYN201408310,0
NYN201409080,1
NYN201409090,0
NYN201409100,0
NYN201409110,0
NYN201409120,2
NYN201409130,0
NYN201409140,0
NYN201409150,2
NYN201409160,0
NYN201409170,0
NYN201409260,0
NYN201409270,0
NYN201409280,1
OAK201403310,0
OAK201404021,1
OAK201404022,2
OAK201404030,0
OAK201404050,0
OAK201404060,0
OAK201404180,7
OAK201404190,0
OAK201404200,2
OAK201404210,0
OAK201404220,2
OAK201404230,0
OAK201405050,0
OAK201405060,0
OAK201405071,0
OAK201405072,0
OAK201405090,1
OAK201405100,0
OAK201405110,4
OAK201405120,0
OAK201405130,1
OAK201405140,1
OAK201405260,0
OAK201405270,0
OAK201405280,0
OAK201405290,0
OAK201405300,5
OAK201405310,0
OAK201406010,0
