game_id,home_r1
OAK201606180,0
OAK201606190,0
OAK201606210,0
OAK201606220,0
OAK201606290,0
OAK201606300,1
OAK201607010,2
OAK201607020,0
OAK201607030,0
OAK201607150,2
OAK201607160,0
OAK201607170,0
OAK201607180,0
OAK201607190,0
OAK201607200,0
OAK201607210,0
OAK201607220,0
OAK201607230,1
OAK201607240,2
OAK201608050,0
OAK201608060,0
OAK201608070,0
OAK201608080,0
OAK201608090,0
OAK201608100,0
OAK201608110,0
OAK201608120,3
OAK201608130,0
OAK201608140,0
OAK201608220,0
OAK201608230,3
OAK201608240,0
OAK201609020,0
OAK201609030,0
OAK201609040,0
OAK201609050,2
OAK201609060,0
OAK201609070,0
OAK201609090,0
OAK201609100,0
OAK201609110,0
OAK201609190,0
OAK201609200,0
OAK201609210,0
OAK201609230,0
OAK201609240,0
OAK201609250,0
PHI201604110,0
PHI201604120,0
PHI201604130,1
PHI201604140,0
PHI201604150,0
PHI201604160,0
PHI201604170,0
PHI201604180,0
PHI201604190,0
PHI201604200,0
PHI201604290,0
PHI201604300,2
PHI201605010,0
PHI201605130,0
PHI201605140,0
PHI201605150,0
PHI201605160,0
PHI201605170,0
PHI201605180,0
PHI201605200,1
PHI201605210,0
PHI201605220,0
PHI201605300,0
PHI201605310,0
PHI201606010,0
PHI201606020,0
PHI201606030,0
PHI201606040,0
PHI201606050,1
PHI201606060,0
PHI201606070,1
PHI201606080,0
PHI201606150,0
PHI201606160,0
PHI201606170,2
PHI201606180,1
PHI201606190,0
PHI201606200,0
PHI201607010,1
PHI201607020,1
PHI201607030,3
PHI201607040,0
PHI201607050,1
PHI201607060,0
PHI201607150,0
PHI201607160,0
PHI201607170,0
PHI201607180,1
PHI201607190,0
PHI201607200,2
PHI201607210,0
PHI201608020,2
PHI201608030,0
PHI201608040,1
PHI201608120,1
PHI201608130,3
PHI201608140,0
PHI201608160,0
PHI201608170,0
PHI201608180,0
PHI201608190,1
PHI201608200,2
PHI201608210,0
PHI201608290,0
PHI201608300,0
PHI201608310,0
PHI201609020,1
PHI201609030,0
PHI201609040,0
PHI201609120,0
PHI201609130,0
PHI201609140,0
PHI201609150,0
PHI201609160,0
PHI201609170,5
PHI201609180,2
PHI201609200,2
PHI201609210,3
PHI201609300,0
PHI201610010,0
PHI201610020,0
PIT201604030,0
PIT201604050,0
PIT201604060,1
PIT201604130,2
PIT201604140,0
PIT201604150,0
PIT201604160,0
PIT201604170,0
PIT201604290,0
PIT201604300,1
PIT201605010,0
PIT201605020,1
PIT201605030,0
PIT201605040,0
PIT201605160,3
PIT201605170,7
PIT201605180,0
PIT201605190,2
PIT201605200,1
PIT201605210,0
PIT201605230,0
PIT201605240,3
PIT201605250,0
PIT201605260,0
PIT201606030,0
PIT201606040,0
PIT201606050,1
PIT201606071,1
PIT201606072,0
PIT201606080,2
PIT201606100,0
PIT201606110,0
PIT201606120,0
PIT201606200,0
PIT201606210,0
PIT201606220,2
PIT201606230,1
PIT201606240,0
PIT201606250,0
PIT201606260,0
PIT201606270,4
PIT201607080,0
PIT201607090,0
PIT201607100,0
PIT201607190,2
PIT201607200,0
PIT201607210,3
PIT201607220,0
PIT201607230,1
PIT201607240,0
PIT201607260,3
PIT201607270,0
PIT201608050,0
PIT201608060,1
PIT201608070,0
PIT201608090,0
PIT201608100,0
PIT201608110,1
PIT201608190,0
PIT201608200,0
PIT201608210,0
PIT201608220,0
PIT201608230,4
PIT201608240,0
PIT201609020,0
PIT201609030,1
PIT201609040,0
PIT201609050,0
PIT201609060,0
PIT201609070,2
PIT201609080,3
PIT201609090,0
PIT201609100,2
PIT201609110,0
PIT201609230,0
PIT201609240,0
PIT201609250,3
PIT201609260,0
PIT201609270,0
PIT201609280,1
PIT201609290,0
SDN201604040,0
SDN201604050,0
SDN201604060,0
SDN201604150,0
SDN201604160,0
SDN201604170,2
SDN201604190,0
SDN201604200,0
SDN201604210,0
SDN201604220,1
SDN201604230,1
SDN201604240,0
SDN201605020,2
SDN201605030,0
SDN201605040,0
SDN201605050,1
SDN201605060,1
SDN201605070,0
SDN201605080,0
SDN201605170,0
SDN201605180,0
SDN201605190,0
SDN201605200,0
SDN201605210,0
SDN201605220,0
SDN201606010,7
SDN201606020,4
SDN201606030,3
SDN201606040,1
SDN201606050,0
SDN201606060,1
SDN201606070,1
SDN201606080,0
SDN201606130,1
SDN201606140,0
SDN201606150,0
SDN201606160,2
SDN201606170,1
SDN201606180,1
SDN201606190,1
SDN201606280,1
SDN201606290,0
SDN201607010,3
SDN201607020,0
SDN201607030,0
SDN201607150,1
SDN201607160,2
SDN201607170,0
SDN201607290,0
SDN201607300,0
SDN201607310,1
SDN201608010,0
SDN201608020,0
SDN201608030,3
SDN201608050,0
SDN201608060,4
SDN201608070,0
SDN201608180,1
SDN201608190,0
SDN201608200,0
SDN201608210,0
SDN201608220,0
SDN201608230,0
SDN201608240,0
SDN201609050,0
SDN201609060,0
SDN201609070,1
SDN201609080,0
SDN201609090,0
SDN201609100,1
SDN201609110,0
SDN201609190,0
SDN201609200,0
SDN201609210,0
SDN201609220,0
SDN201609230,3
SDN201609240,0
SDN201609250,0
SDN201609270,3
SDN201609280,3
SDN201609290,0
SEA201604080,0
SEA201604090,0
SEA201604100,0
SEA201604110,1
SEA201604120,0
SEA201604130,0
SEA201604250,0
SEA201604260,0
SEA201604270,1
SEA201604290,0
SEA201604300,4
SEA201605010,0
SEA201605090,0
SEA201605100,3
SEA201605110,3
SEA201605130,0
SEA201605140,0
SEA201605150,0
SEA201605230,0
SEA201605240,1
SEA201605250,0
SEA201605270,1
SEA201605280,1
SEA201605290,1
SEA201605300,0
SEA201605310,1
SEA201606060,0
SEA201606070,2
SEA201606080,0
SEA201606090,1
SEA201606100,0
SEA201606110,0
SEA201606120,0
SEA201606240,0
SEA201606250,3
SEA201606260,1
SEA201606280,0
SEA201606290,0
SEA201606300,1
SEA201607010,1
SEA201607020,3
SEA201607030,0
SEA201607150,0
SEA201607160,0
SEA201607170,0
SEA201607180,0
SEA201607190,0
SEA201607200,0
SEA201608010,0
SEA201608020,0
SEA201608030,0
SEA201608040,0
SEA201608050,6
SEA201608060,1
SEA201608070,0
SEA201608080,0
SEA201608090,0
SEA201608100,1
SEA201608190,0
SEA201608200,0
SEA201608210,0
SEA201608220,0
SEA201608230,0
SEA201608240,0
SEA201609020,1
SEA201609030,2
SEA201609040,0
SEA201609050,5
SEA201609060,1
SEA201609070,5
SEA201609080,0
SEA201609160,0
SEA201609170,0
SEA201609180,2
SEA201609190,0
SEA201609200,0
SEA201609210,0
SEA201609290,0
SEA201609300,2
SEA201610010,0
SEA201610020,0
SFN201604070,0
SFN201604080,0
SFN201604090,0
SFN201604100,2
SFN201604180,0
SFN201604190,0
SFN201604200,0
SFN201604210,0
SFN201604220,3
SFN201604230,2
SFN201604240,0
SFN201604250,0
SFN201604260,0
SFN201604270,3
SFN201605050,2
SFN201605060,0
SFN201605070,0
SFN201605080,0
SFN201605090,0
SFN201605100,0
SFN201605110,0
SFN201605200,0
SFN201605210,0
SFN201605220,0
SFN201605230,0
SFN201605240,0
SFN201605250,0
SFN201606070,0
SFN201606080,0
SFN201606100,1
SFN201606110,2
SFN201606120,0
SFN201606130,2
SFN201606140,0
SFN201606150,0
SFN201606240,1
SFN201606250,0
SFN201606260,1
SFN201606270,0
SFN201606280,0
SFN201607040,0
SFN201607050,1
SFN201607060,2
SFN201607080,0
SFN201607090,0
SFN201607100,2
SFN201607250,1
SFN201607260,0
SFN201607270,0
SFN201607280,0
SFN201607290,0
SFN201607300,0
SFN201607310,0
SFN201608120,0
SFN201608130,0
SFN201608140,0
SFN201608150,1
SFN201608160,2
SFN201608170,2
SFN201608180,0
SFN201608190,0
SFN201608200,0
SFN201608210,0
SFN201608260,3
SFN201608270,0
SFN201608280,0
SFN201608300,0
SFN201608310,2
SFN201609120,0
SFN201609130,0
SFN201609140,0
SFN201609150,2
SFN201609160,0
SFN201609170,0
SFN201609180,0
SFN201609270,1
SFN201609280,0
SFN201609290,0
SFN201609300,2
SFN201610010,0
SFN201610020,2
SLN201604110,3
SLN201604130,3
SLN201604140,0
SLN201604150,4
SLN201604160,0
SLN201604170,0
SLN201604180,0
SLN201604190,0
SLN201604200,2
SLN201604290,2
SLN201604300,0
SLN201605010,0
SLN201605020,0
SLN201605030,0
SLN201605040,0
SLN201605050,1
SLN201605060,0
SLN201605070,2
SLN201605080,0
SLN201605170,0
SLN201605180,0
SLN201605190,3
SLN201605200,1
SLN201605210,0
SLN201605220,0
SLN201605230,0
SLN201605240,0
SLN201605250,1
SLN201606030,0
SLN201606040,0
SLN201606050,0
SLN201606140,0
SLN201606150,0
SLN201606170,0
SLN201606180,0
SLN201606190,0
SLN201606290,0
SLN201606300,0
SLN201607010,1
SLN201607020,0
SLN201607030,1
SLN201607040,0
SLN201607050,0
SLN201607060,0
SLN201607070,0
SLN201607150,0
SLN201607160,0
SLN201607170,0
SLN201607180,0
SLN201607201,0
SLN201607202,0
SLN201607210,0
SLN201607220,0
SLN201607230,0
SLN201607240,1
SLN201608050,0
SLN201608060,0
SLN201608070,0
SLN201608080,0
SLN201608090,0
SLN201608100,1
SLN201608230,3
SLN201608240,1
SLN201608250,0
SLN201608260,2
SLN201608270,0
SLN201608280,1
SLN201609080,1
SLN201609090,0
SLN201609100,0
SLN201609110,0
SLN201609120,0
SLN201609130,0
SLN201609140,0
SLN201609260,0
SLN201609270,0
SLN201609280,0
SLN201609290,0
SLN201609300,0
SLN201610010,0
SLN201610020,0
TBA201604030,0
TBA201604040,0
TBA201604050,0
TBA201604060,0
TBA201604120,0
TBA201604130,0
TBA201604140,0
TBA201604150,0
TBA201604160,0
TBA201604170,1
TBA201604250,0
TBA201604260,0
TBA201604270,0
TBA201604290,0
TBA201604300,0
TBA201605010,0
TBA201605030,1
TBA201605040,1
TBA201605130,2
TBA201605140,0
TBA201605150,1
TBA201605250,0
TBA201605260,0
TBA201605270,0
TBA201605280,3
TBA201605290,0
TBA201606100,2
TBA201606110,0
TBA201606120,0
TBA201606140,0
TBA201606150,0
TBA201606160,0
TBA201606170,0
TBA201606180,1
TBA201606190,1
TBA201606270,5
TBA201606280,0
TBA201606290,0
TBA201606300,1
TBA201607010,0
TBA201607020,0
TBA201607030,0
TBA201607040,0
TBA201607050,1
TBA201607060,0
TBA201607070,0
TBA201607150,1
TBA201607160,0
TBA201607170,1
TBA201607290,2
TBA201607300,1
TBA201607310,0
TBA201608010,0
TBA201608020,0
TBA201608030,4
TBA201608040,0
TBA201608050,1
TBA201608060,1
TBA201608070,1
TBA201608150,1
TBA201608160,0
TBA201608170,2
TBA201608190,0
TBA201608200,1
TBA201608210,0
TBA201608220,0
TBA201608230,0
TBA201608240,0
TBA201608250,0
TBA201609020,0
TBA201609030,0
TBA201609040,2
TBA201609050,3
TBA201609060,1
TBA201609070,1
TBA201609200,0
TBA201609210,0
TBA201609220,1
TBA201609230,0
TBA201609240,0
TBA201609250,0
TEX201604040,0
TEX201604050,0
TEX201604060,0
TEX201604140,0
TEX201604150,0
TEX201604160,1
TEX201604190,3
TEX201604200,0
TEX201604210,3
TEX201604250,0
TEX201604260,1
TEX201604270,0
TEX201604290,0
TEX201604300,1
TEX201605010,0
TEX201605090,0
TEX201605100,2
TEX201605110,0
TEX201605130,0
TEX201605140,0
TEX201605150,0
TEX201605230,0
TEX201605240,0
TEX201605250,1
TEX201605270,0
TEX201605280,3
TEX201605290,0
TEX201606030,3
TEX201606040,3
TEX201606050,0
TEX201606060,3
TEX201606070,0
TEX201606080,0
TEX201606090,0
TEX201606200,0
TEX201606210,0
TEX201606220,0
TEX201606240,3
TEX201606250,0
TEX201606260,3
TEX201607070,0
TEX201607080,2
TEX201607090,0
TEX201607100,0
TEX201607250,1
TEX201607260,0
TEX201607270,0
TEX201607280,0
TEX201607290,3
TEX201607300,0
TEX201607310,2
TEX201608100,0
TEX201608110,0
TEX201608120,4
TEX201608130,0
TEX201608140,0
TEX201608150,0
TEX201608160,0
TEX201608170,0
TEX201608250,0
TEX201608260,0
TEX201608270,6
TEX201608280,0
TEX201608290,1
TEX201608300,0
TEX201608310,0
TEX201609020,0
TEX201609030,0
TEX201609040,0
TEX201609160,0
TEX201609170,0
TEX201609180,0
TEX201609190,0
TEX201609200,1
TEX201609210,0
TEX201609260,0
TEX201609270,0
TEX201609280,3
TEX201609300,1
TEX201610010,0
TEX201610020,0
TOR201604080,1
TOR201604090,2
TOR201604100,2
TOR201604120,0
TOR201604130,0
TOR201604140,0
TOR201604220,0
TOR201604230,2
TOR201604240,0
TOR201604250,2
TOR201604260,0
TOR201604270,0
TOR201605020,0
TOR201605030,0
TOR201605040,1
TOR201605050,5
TOR201605060,0
TOR201605070,0
TOR201605080,0
TOR201605160,0
TOR201605170,2
TOR201605180,0
TOR201605270,1
TOR201605280,0
TOR201605290,0
TOR201605300,1
TOR201605310,0
TOR201606010,0
TOR201606090,3
TOR201606100,1
TOR201606110,0
TOR201606120,5
TOR201606130,0
TOR201606140,1
TOR201606210,0
TOR201606220,3
TOR201606300,0
TOR201607010,0
TOR201607020,3
TOR201607030,3
TOR201607040,1
TOR201607050,1
TOR201607060,0
TOR201607070,2
TOR201607080,0
TOR201607090,0
TOR201607100,0
TOR201607220,0
TOR201607230,0
TOR201607240,0
TOR201607250,0
TOR201607260,2
TOR201607270,0
TOR201607290,3
TOR201607300,0
TOR201607310,0
TOR201608080,2
TOR201608090,0
TOR201608100,4
TOR201608120,0
TOR201608130,1
TOR201608140,1
TOR201608230,1
TOR201608240,0
TOR201608250,0
TOR201608260,0
TOR201608270,0
TOR201608280,1
TOR201609090,0
TOR201609100,0
TOR201609110,1
TOR201609120,0
TOR201609130,0
TOR201609140,1
TOR201609230,2
TOR201609240,0
TOR201609250,0
TOR201609260,1
TOR201609270,2
TOR201609280,1
TOR201609290,0
WAS201604070,3
WAS201604100,1
WAS201604110,3
WAS201604120,0
WAS201604130,0
WAS201604140,0
WAS201604220,4
WAS201604230,2
WAS201604240,1
WAS201604260,0
WAS201604270,0
WAS201604280,0
WAS201605090,0
WAS201605100,0
WAS201605110,1
WAS201605130,0
WAS201605141,3
WAS201605142,0
WAS201605150,0
WAS201605230,1
WAS201605240,0
WAS201605250,0
WAS201605260,0
WAS201605270,0
WAS201605280,0
WAS201605290,0
WAS201606100,0
WAS201606110,0
WAS201606120,2
WAS201606130,0
WAS201606140,0
WAS201606150,1
WAS201606270,0
WAS201606280,0
WAS201606290,0
WAS201606300,4
WAS201607010,1
WAS201607020,0
WAS201607030,0
WAS201607040,0
WAS201607050,0
WAS201607060,3
WAS201607150,0
WAS201607160,1
WAS201607170,0
WAS201607190,0
WAS201607200,2
WAS201607210,1
WAS201607220,2
WAS201607230,0
WAS201607240,1
WAS201608050,2
WAS201608060,0
WAS201608070,0
WAS201608090,0
WAS201608100,1
WAS201608120,0
WAS201608130,2
WAS201608140,3
WAS201608240,1
WAS201608250,0
WAS201608260,1
WAS201608270,0
WAS201608280,1
WAS201609050,0
WAS201609060,0
WAS201609070,0
WAS201609080,0
WAS201609090,0
WAS201609100,0
WAS201609110,1
WAS201609120,2
WAS201609130,0
WAS201609140,0
WAS201609260,0
WAS201609270,0
WAS201609280,0
WAS201609290,0
WAS201609300,0
WAS201610010,1
WAS201610020,0
ANA201704070,1
ANA201704080,0
ANA201704090,0
ANA201704110,0
ANA201704120,0
ANA201704130,0
ANA201704210,0
ANA201704220,1
ANA201704230,0
ANA201704240,0
ANA201704250,0
ANA201704260,0
ANA201704270,2
ANA201705050,0
ANA201705060,0
ANA201705070,1
ANA201705110,0
ANA201705120,0
ANA201705130,0
ANA201705140,1
ANA201705150,0
ANA201705160,0
ANA201705170,0
ANA201705290,0
ANA201705300,0
ANA201705310,0
ANA201706010,0
ANA201706020,0
ANA201706030,0
ANA201706040,0
ANA201706120,1
ANA201706130,0
ANA201706140,1
ANA201706150,1
ANA201706160,0
ANA201706170,1
ANA201706180,2
ANA201706280,0
ANA201706290,0
ANA201706300,0
ANA201707010,0
ANA201707020,0
ANA201707140,0
ANA201707150,0
ANA201707160,0
ANA201707180,1
ANA201707190,2
ANA201707210,0
ANA201707220,0
ANA201707230,0
ANA201708010,0
ANA201708020,0
ANA201708030,2
ANA201708040,0
ANA201708050,0
ANA201708060,1
ANA201708070,0
ANA201708080,0
ANA201708090,0
ANA201708210,0
ANA201708220,1
ANA201708230,0
ANA201708240,0
ANA201708250,1
ANA201708260,0
ANA201708270,0
ANA201708280,1
ANA201708290,5
ANA201708300,1
ANA201709120,0
ANA201709130,5
ANA201709140,0
ANA201709150,0
ANA201709160,1
ANA201709170,0
ANA201709190,0
ANA201709200,0
ANA201709210,1
ANA201709290,1
ANA201709300,0
ANA201710010,0
ARI201704020,0
ARI201704040,0
ARI201704050,0
ARI201704060,0
ARI201704070,0
ARI201704080,0
ARI201704090,0
ARI201704210,1
ARI201704220,3
ARI201704230,2
ARI201704240,1
ARI201704250,1
ARI201704260,1
ARI201704270,0
ARI201704280,0
ARI201704290,0
ARI201704300,0
ARI201705090,0
ARI201705100,0
ARI201705110,0
ARI201705120,0
ARI201705130,0
ARI201705140,2
ARI201705150,0
ARI201705160,0
ARI201705170,1
ARI201705220,0
ARI201705230,3
ARI201705240,0
ARI201706060,2
ARI201706070,0
ARI201706080,2
ARI201706090,3
ARI201706100,0
ARI201706110,1
ARI201706230,0
ARI201706240,0
ARI201706250,0
ARI201706260,1
ARI201706270,0
ARI201706280,0
ARI201706290,0
ARI201706300,1
ARI201707010,1
ARI201707020,0
ARI201707070,0
ARI201707080,0
ARI201707090,0
ARI201707210,4
ARI201707220,1
ARI201707230,0
ARI201707240,0
ARI201707250,0
ARI201707260,1
ARI201708080,0
ARI201708090,0
ARI201708100,0
ARI201708110,0
ARI201708120,0
ARI201708130,0
ARI201708140,0
ARI201708150,0
ARI201708250,0
ARI201708260,1
ARI201708270,0
ARI201708290,5
ARI201708300,3
ARI201708310,2
ARI201709080,0
ARI201709090,0
ARI201709100,0
ARI201709110,0
ARI201709120,0
ARI201709130,1
ARI201709140,5
ARI201709220,3
ARI201709230,0
ARI201709240,0
ARI201709250,1
ARI201709260,2
ARI201709270,0
ATL201704140,2
ATL201704150,0
ATL201704160,0
ATL201704170,0
ATL201704180,0
ATL201704190,2
ATL201704200,0
ATL201705010,1
ATL201705020,2
ATL201705030,0
ATL201705050,0
ATL201705060,0
ATL201705070,0
ATL201705170,6
ATL201705180,0
ATL201705190,0
ATL201705200,0
ATL201705210,0
ATL201705220,0
ATL201705230,0
ATL201705240,0
ATL201705250,0
ATL201706050,0
ATL201706060,1
ATL201706070,0
ATL201706080,2
ATL201706090,0
ATL201706101,0
ATL201706102,0
ATL201706110,0
ATL201706160,0
ATL201706170,1
ATL201706180,0
ATL201706190,0
ATL201706200,0
ATL201706210,0
ATL201706220,2
ATL201706230,2
ATL201706240,1
ATL201706250,0
ATL201707040,0
ATL201707050,0
ATL201707140,1
ATL201707150,0
ATL201707160,1
ATL201707170,0
ATL201707180,0
ATL201707190,0
ATL201708010,0
ATL201708020,0
ATL201708030,1
ATL201708040,1
ATL201708050,0
ATL201708060,0
ATL201708080,1
ATL201708090,0
ATL201708180,0
ATL201708190,0
ATL201708200,0
ATL201708210,0
ATL201708220,0
ATL201708230,2
ATL201708250,2
ATL201708260,0
ATL201708270,0
ATL201709040,0
ATL201709061,2
ATL201709062,0
ATL201709070,0
ATL201709080,0
ATL201709090,0
ATL201709100,0
ATL201709150,0
ATL201709160,0
ATL201709170,0
ATL201709190,0
ATL201709200,1
ATL201709210,1
ATL201709220,5
ATL201709230,0
ATL201709240,0
BAL201704030,0
BAL201704050,0
BAL201704070,1
BAL201704080,0
BAL201704090,0
BAL201704210,0
BAL201704220,0
BAL201704230,0
BAL201704240,0
BAL201704250,0
BAL201704260,0
BAL201705050,1
BAL201705060,3
BAL201705070,2
BAL201705080,4
BAL201705090,0
BAL201705190,0
BAL201705200,1
BAL201705210,0
BAL201705220,0
BAL201705230,0
BAL201705240,0
BAL201705290,1
BAL201705300,0
BAL201705310,0
BAL201706010,2
BAL201706020,2
BAL201706030,0
BAL201706040,3
BAL201706060,1
BAL201706070,0
BAL201706160,0
BAL201706170,2
BAL201706180,1
BAL201706190,0
BAL201706200,1
BAL201706210,0
BAL201706220,1
BAL201706300,0
BAL201707010,0
BAL201707020,0
BAL201707140,0
BAL201707150,0
BAL201707160,0
BAL201707170,0
BAL201707180,6
BAL201707190,1
BAL201707200,0
BAL201707210,0
BAL201707220,0
BAL201707230,0
BAL201707310,0
BAL201708010,2
BAL201708020,0
BAL201708030,0
BAL201708040,0
BAL201708050,0
BAL201708060,4
BAL201708180,0
BAL201708190,1
BAL201708200,0
BAL201708210,0
BAL201708220,0
BAL201708230,0
BAL201708280,0
BAL201708290,1
BAL201708300,0
BAL201708310,2
BAL201709010,0
BAL201709020,0
BAL201709030,0
BAL201709040,1
BAL201709050,1
BAL201709070,0
BAL201709180,1
BAL201709190,0
BAL201709200,0
BAL201709210,3
BAL201709220,0
BAL201709230,1
BAL201709240,4
BOS201704030,0
BOS201704050,0
BOS201704110,0
BOS201704120,0
BOS201704130,0
BOS201704140,0
BOS201704150,0
BOS201704160,2
BOS201704170,1
BOS201704260,0
BOS201704270,0
BOS201704280,5
BOS201704290,0
BOS201704300,2
BOS201705010,0
BOS201705020,0
BOS201705030,0
BOS201705040,2
BOS201705120,0
BOS201705130,0
BOS201705140,1
BOS201705230,0
BOS201705240,0
BOS201705250,2
BOS201705260,0
BOS201705270,3
BOS201705280,0
BOS201706090,0
BOS201706100,0
BOS201706110,1
BOS201706120,0
BOS201706130,1
BOS201706230,3
BOS201706240,0
BOS201706250,0
BOS201706260,2
BOS201706270,0
BOS201706280,0
BOS201706290,0
BOS201707140,0
BOS201707150,0
BOS201707161,0
BOS201707162,0
BOS201707170,0
BOS201707180,0
BOS201707190,0
BOS201707200,0
BOS201707280,0
BOS201707290,0
BOS201707300,0
BOS201707310,0
BOS201708010,0
BOS201708030,4
BOS201708040,0
BOS201708050,2
BOS201708060,2
BOS201708140,0
BOS201708150,1
BOS201708160,0
BOS201708180,0
BOS201708190,0
BOS201708200,0
BOS201708250,0
BOS201708260,0
BOS201708270,0
BOS201709040,0
BOS201709050,0
BOS201709060,1
BOS201709080,3
BOS201709090,3
BOS201709100,0
BOS201709120,0
BOS201709130,1
BOS201709140,0
BOS201709250,2
BOS201709260,1
BOS201709270,1
BOS201709280,0
BOS201709290,0
BOS201709300,0
BOS201710010,0
CHA201704040,1
CHA201704060,0
CHA201704070,1
CHA201704080,1
CHA201704090,0
CHA201704210,0
CHA201704220,0
CHA201704230,3
CHA201704240,0
CHA201704250,0
CHA201704260,2
CHA201705090,0
CHA201705110,0
CHA201705120,0
CHA201705130,0
CHA201705140,1
CHA201705260,0
CHA201705271,0
CHA201705272,0
CHA201705280,0
CHA201705290,0
CHA201705300,0
CHA201705310,0
CHA201706120,0
CHA201706130,0
CHA201706140,2
CHA201706150,0
CHA201706230,0
CHA201706240,0
CHA201706250,0
CHA201706260,0
CHA201706270,0
CHA201706280,0
CHA201706290,0
CHA201706300,2
CHA201707010,2
CHA201707020,1
CHA201707140,0
CHA201707150,1
CHA201707160,0
CHA201707180,0
CHA201707190,1
CHA201707260,0
CHA201707270,0
CHA201707280,0
CHA201707290,0
CHA201707300,0
CHA201707310,0
CHA201708010,0
CHA201708020,0
CHA201708080,3
CHA201708090,0
CHA201708100,0
CHA201708110,1
CHA201708120,0
CHA201708130,0
CHA201708211,2
CHA201708212,0
CHA201708220,1
CHA201708230,0
CHA201708240,0
CHA201708250,1
CHA201708260,0
CHA201708270,0
CHA201709010,0
CHA201709020,2
CHA201709030,0
CHA201709040,0
CHA201709050,4
CHA201709060,0
CHA201709070,2
CHA201709080,0
CHA201709090,1
CHA201709100,0
CHA201709220,0
CHA201709230,1
CHA201709240,2
CHA201709250,2
CHA201709260,1
CHA201709270,0
CHA201709280,0
CHN201704100,0
CHN201704120,0
CHN201704130,1
CHN201704140,0
CHN201704150,4
CHN201704160,0
CHN201704170,1
CHN201704180,0
CHN201704190,0
CHN201705010,0
CHN201705020,1
CHN201705030,0
CHN201705040,1
CHN201705050,1
CHN201705060,0
CHN201705070,0
CHN201705160,3
CHN201705170,0
CHN201705180,5
CHN201705190,0
CHN201705210,3
CHN201705220,0
CHN201705230,1
CHN201705240,0
CHN201705250,1
CHN201706020,0
CHN201706030,0
CHN201706040,0
CHN201706050,2
CHN201706060,0
CHN201706070,0
CHN201706080,1
CHN201706090,2
CHN201706100,0
CHN201706110,4
CHN201706190,0
CHN201706200,1
CHN201706210,0
CHN201707040,0
CHN201707050,0
CHN201707060,0
CHN201707070,0
CHN201707080,0
CHN201707090,0
CHN201707210,2
CHN201707220,0
CHN201707230,0
CHN201707240,0
CHN201707250,3
CHN201708010,2
CHN201708020,0
CHN201708030,0
CHN201708040,0
CHN201708050,4
CHN201708060,0
CHN201708140,2
CHN201708150,0
CHN201708160,4
CHN201708170,0
CHN201708180,0
CHN201708190,1
CHN201708200,0
CHN201708280,0
CHN201708290,0
CHN201708300,1
CHN201708310,2
CHN201709010,0
CHN201709020,0
CHN201709030,0
CHN201709080,0
CHN201709090,0
CHN201709100,0
CHN201709120,0
CHN201709130,2
CHN201709140,0
CHN201709150,0
CHN201709160,0
CHN201709170,0
CHN201709290,0
CHN201709300,0
CHN201710010,0
CIN201704030,0
CIN201704050,0
CIN201704060,0
CIN201704130,1
CIN201704140,0
CIN201704150,0
CIN201704160,0
CIN201704180,2
CIN201704190,0
CIN201704200,0
CIN201704210,0
CIN201704220,4
CIN201704230,1
CIN201705010,0
CIN201705020,3
CIN201705030,3
CIN201705040,0
CIN201705050,3
CIN201705060,2
CIN201705070,2
CIN201705080,1
CIN201705090,0
CIN201705190,0
CIN201705200,0
CIN201705210,1
CIN201705220,1
CIN201705230,1
CIN201706020,0
CIN201706030,0
CIN201706040,2
CIN201706050,0
CIN201706060,1
CIN201706070,0
CIN201706080,0
CIN201706160,0
CIN201706170,1
CIN201706180,0
CIN201706270,4
CIN201706280,0
CIN201706290,0
CIN201706300,0
CIN201707010,0
CIN201707020,0
CIN201707140,0
CIN201707150,0
CIN201707160,0
CIN201707170,0
CIN201707180,1
CIN201707190,1
CIN201707200,0
CIN201707210,0
CIN201707220,2
CIN201707230,0
CIN201708040,1
CIN201708050,1
CIN201708060,3
CIN201708070,1
CIN201708080,0
CIN201708090,2
CIN201708100,0
CIN201708220,1
CIN201708230,0
CIN201708240,0
CIN201708250,0
CIN201708260,0
CIN201708270,0
CIN201708290,5
CIN201708300,0
CIN201708310,0
CIN201709040,0
CIN201709050,0
CIN201709060,0
CIN201709150,1
CIN201709160,0
CIN201709170,0
CIN201709190,1
CIN201709200,0
CIN201709210,0
CIN201709220,4
CIN201709230,0
CIN201709240,1
CLE201704110,1
CLE201704120,0
CLE201704130,1
CLE201704140,0
CLE201704150,3
CLE201704160,0
CLE201704250,0
CLE201704260,3
CLE201704270,0
CLE201704280,0
CLE201704290,4
CLE201704300,1
CLE201705120,0
CLE201705130,0
CLE201705140,1
CLE201705150,5
CLE201705160,0
CLE201705170,0
CLE201705240,0
CLE201705260,0
CLE201705270,1
CLE201705280,0
CLE201705290,0
CLE201705300,0
CLE201705310,0
CLE201706010,0
CLE201706090,1
CLE201706100,0
CLE201706110,0
CLE201706130,0
CLE201706140,0
CLE201706150,3
CLE201706230,0
CLE201706240,0
CLE201706250,0
CLE201706260,1
CLE201706270,0
CLE201706280,1
CLE201706290,0
CLE201707040,0
CLE201707050,0
CLE201707060,3
CLE201707070,0
CLE201707080,0
CLE201707090,0
CLE201707210,0
CLE201707220,0
CLE201707230,4
CLE201707240,1
