game_id,date,home_team,vis_team,home_score,vis_score,home_travel_km,vis_travel_km,first_game_of_series
BOS201404050,2014-04-05,BOS,MIL,0,1,0.0,0.0,False
OAK201404050,2014-04-05,OAK,SEA,0,0,0.0,0.0,False
HOU201404050,2014-04-05,HOU,ANA,1,0,0.0,0.0,False
PIT201404060,2014-04-06,PIT,SLN,0,0,0.0,0.0,False
BOS201404060,2014-04-06,BOS,MIL,0,0,0.0,0.0,False
CHN201404060,2014-04-06,CHN,PHI,4,0,0.0,0.0,False
TBA201404060,2014-04-06,TBA,TEX,0,0,0.0,0.0,False
NYN201404060,2014-04-06,NYN,CIN,0,0,0.0,0.0,False
LAN201404060,2014-04-06,LAN,SFN,0,0,0.0,0.0,False
OAK201404060,2014-04-06,OAK,SEA,0,0,0.0,0.0,False
MIA201404060,2014-04-06,MIA,SDN,0,0,0.0,0.0,False
CLE201404060,2014-04-06,CLE,MIN,0,0,0.0,0.0,False
DET201404060,2014-04-06,DET,BAL,0,0,0.0,0.0,False
HOU201404060,2014-04-06,HOU,ANA,2,0,0.0,0.0,False
KCA201404060,2014-04-06,KCA,CHA,0,0,0.0,0.0,False
TOR201404060,2014-04-06,TOR,NYA,1,3,0.0,0.0,False
WAS201404060,2014-04-06,WAS,ATL,1,0,0.0,0.0,False
COL201404060,2014-04-06,COL,ARI,0,0,0.0,0.0,False
NYA201404070,2014-04-07,NYA,BAL,0,0,550.2922207550002,773.7548020957365,True
MIN201404070,2014-04-07,MIN,OAK,0,0,1013.2251103855248,2531.5923182792017,True
HOU201404070,2014-04-07,HOU,ANA,0,3,0.0,0.0,False
SLN201404070,2014-04-07,SLN,CIN,3,0,898.8824553980571,1403.0288801452066,True
COL201404070,2014-04-07,COL,CHA,1,0,0.0,896.2397131964761,True
KCA201404070,2014-04-07,KCA,TBA,1,0,0.0,1680.8265106839929,True
BOS201404070,2014-04-07,BOS,TEX,0,0,0.0,1926.694380718032,True
SEA201404080,2014-04-08,SEA,ANA,0,3,1089.6592005072614,3039.1839815945186,True
NYA201404080,2014-04-08,NYA,BAL,1,3,0.0,0.0,False
ATL201404080,2014-04-08,ATL,NYN,0,0,874.0887975860761,1200.4511574455876,True
CHN201404080,2014-04-08,CHN,PIT,0,4,0.0,660.0502257315369,True
SLN201404080,2014-04-08,SLN,CIN,0,3,0.0,0.0,False
KCA201404080,2014-04-08,KCA,TBA,0,0,0.0,0.0,False
WAS201404080,2014-04-08,WAS,MIA,1,0,0.0,1489.628640346009,True
CLE201404080,2014-04-08,CLE,SDN,0,0,0.0,1753.2083103652458,True
LAN201404080,2014-04-08,LAN,DET,1,0,0.0,3185.6713384066293,True
PHI201404080,2014-04-08,PHI,MIL,1,0,1068.017023042746,435.5953159043613,True
SFN201404080,2014-04-08,SFN,ARI,2,0,559.4406185325591,1524.5101937303655,True
COL201404080,2014-04-08,COL,CHA,0,0,0.0,0.0,False
TOR201404080,2014-04-08,TOR,HOU,1,0,0.0,2094.913693918614,True
BOS201404080,2014-04-08,BOS,TEX,0,0,0.0,0.0,False
SLN201404090,2014-04-09,SLN,CIN,0,0,0.0,0.0,False
CHN201404090,2014-04-09,CHN,PIT,1,0,0.0,0.0,False
SFN201404090,2014-04-09,SFN,ARI,0,3,0.0,0.0,False
SEA201404090,2014-04-09,SEA,ANA,0,0,0.0,0.0,False
TOR201404090,2014-04-09,TOR,HOU,2,0,0.0,0.0,False
NYA201404090,2014-04-09,NYA,BAL,0,0,0.0,0.0,False
CLE201404092,2014-04-09,CLE,SDN,0,1,0.0,0.0,False
BOS201404090,2014-04-09,BOS,TEX,0,0,0.0,0.0,False
PHI201404090,2014-04-09,PHI,MIL,3,2,0.0,0.0,False
LAN201404090,2014-04-09,LAN,DET,1,1,0.0,0.0,False
WAS201404090,2014-04-09,WAS,MIA,0,2,0.0,0.0,False
CLE201404091,2014-04-09,CLE,SDN,0,0,0.0,0.0,False
KCA201404090,2014-04-09,KCA,TBA,0,0,0.0,0.0,False
MIN201404090,2014-04-09,MIN,OAK,0,4,0.0,0.0,False
COL201404090,2014-04-09,COL,CHA,1,0,0.0,0.0,False
ATL201404090,2014-04-09,ATL,NYN,1,0,0.0,0.0,False
TOR201404100,2014-04-10,TOR,HOU,0,0,0.0,0.0,False
NYA201404100,2014-04-10,NYA,BOS,0,0,0.0,306.20376572864393,True
MIN201404100,2014-04-10,MIN,OAK,1,0,0.0,0.0,False
ATL201404100,2014-04-10,ATL,NYN,0,1,0.0,0.0,False
SFN201404100,2014-04-10,SFN,ARI,0,0,0.0,0.0,False
CHN201404100,2014-04-10,CHN,PIT,0,0,0.0,0.0,False
PHI201404100,2014-04-10,PHI,MIL,0,0,0.0,0.0,False
CHA201404100,2014-04-10,CHA,CLE,0,2,1477.4507794118158,494.38381864269326,True
WAS201404100,2014-04-10,WAS,MIA,0,0,0.0,0.0,False
MIL201404110,2014-04-11,MIL,PIT,0,0,1117.7982770855817,132.54357694550743,True
CHA201404110,2014-04-11,CHA,CLE,0,0,0.0,0.0,False
ATL201404110,2014-04-11,ATL,WAS,0,0,0.0,874.0887975860761,True
SFN201404110,2014-04-11,SFN,COL,0,1,0.0,1524.5101937303655,True
ARI201404110,2014-04-11,ARI,LAN,0,2,1050.9933932487218,574.8341149449532,True
SLN201404110,2014-04-11,SLN,CHN,0,0,0.0,422.49209020404555,True
MIN201404110,2014-04-11,MIN,KCA,2,1,0.0,662.9211671328137,True
NYA201404110,2014-04-11,NYA,BOS,0,0,0.0,0.0,False
PHI201404110,2014-04-11,PHI,MIA,2,0,0.0,197.2342948595587,True
BAL201404110,2014-04-11,BAL,TOR,0,0,272.81937703481174,537.0332409152472,True
TEX201404110,2014-04-11,TEX,HOU,0,0,2512.5604134030364,1953.6900961659157,True
ANA201404110,2014-04-11,ANA,NYN,1,1,1575.2769725977569,3081.7523311745576,True
SEA201404110,2014-04-11,SEA,OAK,1,0,0.0,2238.408961277553,True
SDN201404110,2014-04-11,SDN,DET,2,0,3267.492472719747,179.52869861196945,True
CIN201404110,2014-04-11,CIN,TBA,0,1,494.9532543693752,868.1617770403714,True
ARI201404120,2014-04-12,ARI,LAN,0,0,0.0,0.0,False
MIL201404120,2014-04-12,MIL,PIT,1,0,0.0,0.0,False
BAL201404120,2014-04-12,BAL,TOR,0,0,0.0,0.0,False
ATL201404120,2014-04-12,ATL,WAS,4,1,0.0,0.0,False
ANA201404120,2014-04-12,ANA,NYN,1,0,0.0,0.0,False
TEX201404120,2014-04-12,TEX,HOU,1,0,0.0,0.0,False
CIN201404120,2014-04-12,CIN,TBA,0,0,0.0,0.0,False
MIN201404120,2014-04-12,MIN,KCA,1,0,0.0,0.0,False
SDN201404120,2014-04-12,SDN,DET,1,1,0.0,0.0,False
PHI201404120,2014-04-12,PHI,MIA,2,0,0.0,0.0,False
SLN201404120,2014-04-12,SLN,CHN,0,1,0.0,0.0,False
SFN201404120,2014-04-12,SFN,COL,0,0,0.0,0.0,False
SEA201404120,2014-04-12,SEA,OAK,1,2,0.0,0.0,False
CHA201404120,2014-04-12,CHA,CLE,4,3,0.0,0.0,False
NYA201404120,2014-04-12,NYA,BOS,2,0,0.0,0.0,False
PHI201404130,2014-04-13,PHI,MIA,0,1,0.0,0.0,False
MIN201404130,2014-04-13,MIN,KCA,0,0,0.0,0.0,False
SEA201404130,2014-04-13,SEA,OAK,0,0,0.0,0.0,False
ANA201404130,2014-04-13,ANA,NYN,4,1,0.0,0.0,False
SDN201404130,2014-04-13,SDN,DET,0,0,0.0,0.0,False
SFN201404130,2014-04-13,SFN,COL,0,0,0.0,0.0,False
BAL201404130,2014-04-13,BAL,TOR,1,1,0.0,0.0,False
NYA201404130,2014-04-13,NYA,BOS,0,0,0.0,0.0,False
CHA201404130,2014-04-13,CHA,CLE,0,0,0.0,0.0,False
SLN201404130,2014-04-13,SLN,CHN,0,2,0.0,0.0,False
TEX201404130,2014-04-13,TEX,HOU,0,0,0.0,0.0,False
ATL201404130,2014-04-13,ATL,WAS,3,0,0.0,0.0,False
MIL201404130,2014-04-13,MIL,PIT,0,0,0.0,0.0,False
CIN201404130,2014-04-13,CIN,TBA,0,0,0.0,0.0,False
ARI201404130,2014-04-13,ARI,LAN,0,0,0.0,0.0,False
ANA201404140,2014-04-14,ANA,OAK,1,0,0.0,1575.2769725977569,True
MIA201404140,2014-04-14,MIA,WAS,0,1,1644.1190974600377,973.3591308981379,True
TEX201404140,2014-04-14,TEX,SEA,0,0,0.0,2688.6235860338206,True
BAL201404140,2014-04-14,BAL,TBA,1,0,0.0,680.6636611509456,True
CIN201404140,2014-04-14,CIN,PIT,2,1,0.0,525.1892228126902,True
PHI201404140,2014-04-14,PHI,ATL,0,0,0.0,1071.2330328826833,True
SDN201404140,2014-04-14,SDN,COL,0,0,0.0,738.1265107326025,True
ARI201404140,2014-04-14,ARI,NYN,1,0,0.0,540.0297051463508,True
MIL201404140,2014-04-14,MIL,SLN,0,0,0.0,526.8349135670746,True
HOU201404150,2014-04-15,HOU,KCA,1,1,368.5990374284446,1702.405630573693,True
SFN201404150,2014-04-15,SFN,LAN,0,0,0.0,1050.9933932487218,True
ARI201404150,2014-04-15,ARI,NYN,0,3,0.0,0.0,False
ANA201404150,2014-04-15,ANA,OAK,2,0,0.0,0.0,False
TEX201404150,2014-04-15,TEX,SEA,0,0,0.0,0.0,False
MIA201404150,2014-04-15,MIA,WAS,3,0,0.0,0.0,False
MIL201404150,2014-04-15,MIL,SLN,0,0,0.0,0.0,False
CHA201404150,2014-04-15,CHA,BOS,0,0,0.0,1144.1299346702406,True
MIN201404150,2014-04-15,MIN,TOR,1,0,0.0,1508.338154320694,True
CIN201404150,2014-04-15,CIN,PIT,0,0,0.0,0.0,False
SDN201404150,2014-04-15,SDN,COL,2,0,0.0,0.0,False
TEX201404160,2014-04-16,TEX,SEA,0,0,0.0,0.0,False
BAL201404160,2014-04-16,BAL,TBA,0,0,0.0,0.0,False
SDN201404160,2014-04-16,SDN,COL,0,0,0.0,0.0,False
PHI201404160,2014-04-16,PHI,ATL,0,0,0.0,0.0,False
ARI201404160,2014-04-16,ARI,NYN,0,0,0.0,0.0,False
DET201404160,2014-04-16,DET,CLE,1,1,3167.6193599527032,380.91206913286544,True
ANA201404160,2014-04-16,ANA,OAK,0,0,0.0,0.0,False
MIL201404160,2014-04-16,MIL,SLN,0,0,0.0,0.0,False
MIA201404160,2014-04-16,MIA,WAS,0,0,0.0,0.0,False
HOU201404160,2014-04-16,HOU,KCA,0,0,0.0,0.0,False
CIN201404160,2014-04-16,CIN,PIT,1,0,0.0,0.0,False
CHA201404160,2014-04-16,CHA,BOS,1,1,0.0,0.0,False
NYA201404161,2014-04-16,NYA,CHN,1,0,0.0,1403.0288801452066,True
NYA201404162,2014-04-16,NYA,CHN,0,0,0.0,0.0,False
SFN201404160,2014-04-16,SFN,LAN,0,0,0.0,0.0,False
HOU201404170,2014-04-17,HOU,KCA,0,1,0.0,0.0,False
SDN201404170,2014-04-17,SDN,COL,0,0,0.0,0.0,False
TEX201404170,2014-04-17,TEX,SEA,3,0,0.0,0.0,False
WAS201404170,2014-04-17,WAS,SLN,0,3,1489.628640346009,1025.9779083655505,True
TBA201404170,2014-04-17,TBA,NYA,0,1,1393.7772057986983,1638.055681455271,True
SFN201404170,2014-04-17,SFN,LAN,0,0,0.0,0.0,False
PHI201404170,2014-04-17,PHI,ATL,0,0,0.0,0.0,False
PIT201404170,2014-04-17,PIT,MIL,2,1,415.25842834625814,722.0054110555708,True
CHA201404170,2014-04-17,CHA,BOS,0,0,0.0,0.0,False
MIN201404172,2014-04-17,MIN,TOR,1,2,0.0,0.0,False
MIN201404171,2014-04-17,MIN,TOR,0,0,0.0,0.0,False
DET201404170,2014-04-17,DET,CLE,0,0,0.0,0.0,False
OAK201404180,2014-04-18,OAK,HOU,7,0,592.0808995913671,2629.6718780568863,True
KCA201404180,2014-04-18,KCA,MIN,0,0,1040.826795667365,662.9211671328137,True
COL201404180,2014-04-18,COL,PHI,4,0,1340.79250826624,2534.0409395234474,True
LAN201404180,2014-04-18,LAN,ARI,0,0,559.4406185325591,574.8341149449532,True
TEX201404180,2014-04-18,TEX,CHA,2,0,0.0,1309.650557347085,True
BOS201404180,2014-04-18,BOS,BAL,0,1,1365.5064961534736,578.81170696599,True
PIT201404180,2014-04-18,PIT,MIL,1,0,0.0,0.0,False
MIA201404180,2014-04-18,MIA,SEA,2,0,0.0,1804.0128591780745,True
CLE201404180,2014-04-18,CLE,TOR,0,0,145.52553401827433,1013.2251103855248,True
TBA201404180,2014-04-18,TBA,NYA,0,0,0.0,0.0,False
SDN201404180,2014-04-18,SDN,SFN,1,0,0.0,738.1265107326025,True
WAS201404180,2014-04-18,WAS,SLN,0,0,0.0,0.0,False
CHN201404180,2014-04-18,CHN,CIN,0,0,1144.1299346702406,406.25273198859213,True
DET201404180,2014-04-18,DET,ANA,0,0,0.0,3167.1614892696225,True
NYN201404180,2014-04-18,NYN,ATL,0,0,3443.682018431773,129.48897428262268,True
TBA201404190,2014-04-19,TBA,NYA,0,0,0.0,0.0,False
CHN201404190,2014-04-19,CHN,CIN,1,0,0.0,0.0,False
DET201404190,2014-04-19,DET,ANA,0,1,0.0,0.0,False
PIT201404190,2014-04-19,PIT,MIL,0,0,0.0,0.0,False
NYN201404190,2014-04-19,NYN,ATL,1,0,0.0,0.0,False
KCA201404190,2014-04-19,KCA,MIN,0,0,0.0,0.0,False
CLE201404190,2014-04-19,CLE,TOR,0,2,0.0,0.0,False
WAS201404190,2014-04-19,WAS,SLN,0,0,0.0,0.0,False
COL201404190,2014-04-19,COL,PHI,0,0,0.0,0.0,False
OAK201404190,2014-04-19,OAK,HOU,0,0,0.0,0.0,False
TEX201404190,2014-04-19,TEX,CHA,1,0,0.0,0.0,False
SDN201404190,2014-04-19,SDN,SFN,0,0,0.0,0.0,False
MIA201404190,2014-04-19,MIA,SEA,0,0,0.0,0.0,False
BOS201404190,2014-04-19,BOS,BAL,1,1,0.0,0.0,False
LAN201404190,2014-04-19,LAN,ARI,0,0,0.0,0.0,False
LAN201404200,2014-04-20,LAN,ARI,0,0,0.0,0.0,False
WAS201404200,2014-04-20,WAS,SLN,0,0,0.0,0.0,False
TBA201404200,2014-04-20,TBA,NYA,0,0,0.0,0.0,False
TEX201404200,2014-04-20,TEX,CHA,0,0,0.0,0.0,False
DET201404200,2014-04-20,DET,ANA,1,1,0.0,0.0,False
PIT201404200,2014-04-20,PIT,MIL,0,0,0.0,0.0,False
CHN201404200,2014-04-20,CHN,CIN,0,0,0.0,0.0,False
BOS201404200,2014-04-20,BOS,BAL,0,3,0.0,0.0,False
CLE201404200,2014-04-20,CLE,TOR,0,0,0.0,0.0,False
MIA201404200,2014-04-20,MIA,SEA,0,0,0.0,0.0,False
NYN201404200,2014-04-20,NYN,ATL,1,0,0.0,0.0,False
OAK201404200,2014-04-20,OAK,HOU,2,0,0.0,0.0,False
SDN201404200,2014-04-20,SDN,SFN,0,2,0.0,0.0,False
COL201404200,2014-04-20,COL,PHI,1,1,0.0,0.0,False
KCA201404200,2014-04-20,KCA,MIN,0,2,0.0,0.0,False
CHN201404210,2014-04-21,CHN,ARI,0,0,0.0,2804.8246792178716,True
OAK201404210,2014-04-21,OAK,TEX,0,1,0.0,2350.5503888425546,True
CLE201404210,2014-04-21,CLE,KCA,0,0,0.0,1123.523030808302,True
NYN201404210,2014-04-21,NYN,SLN,0,0,0.0,326.3648031771951,True
DET201404210,2014-04-21,DET,CHA,0,0,0.0,1624.623075913518,True
LAN201404210,2014-04-21,LAN,PHI,0,2,0.0,1336.559689213104,True
COL201404210,2014-04-21,COL,SFN,4,0,0.0,1340.79250826624,True
MIL201404210,2014-04-21,MIL,SDN,0,0,722.0054110555708,2790.8560522571966,True
BOS201404210,2014-04-21,BOS,BAL,0,0,0.0,0.0,False
SEA201404210,2014-04-21,SEA,HOU,0,0,4393.138062781563,1089.6592005072614,True
WAS201404210,2014-04-21,WAS,ANA,0,0,0.0,635.8759819799529,True
PIT201404210,2014-04-21,PIT,CIN,0,1,0.0,660.0502257315369,True
ATL201404210,2014-04-21,ATL,MIA,0,0,1200.4511574455876,973.3591308981379,True
CHN201404220,2014-04-22,CHN,ARI,0,0,0.0,0.0,False
SEA201404220,2014-04-22,SEA,HOU,0,2,0.0,0.0,False
COL201404220,2014-04-22,COL,SFN,0,0,0.0,0.0,False
WAS201404220,2014-04-22,WAS,ANA,0,4,0.0,0.0,False
BOS201404220,2014-04-22,BOS,NYA,0,2,0.0,1926.694380718032,True
TOR201404220,2014-04-22,TOR,BAL,0,0,305.2632724150024,691.6136241477402,True
OAK201404220,2014-04-22,OAK,TEX,2,2,0.0,0.0,False
NYN201404220,2014-04-22,NYN,SLN,0,0,0.0,0.0,False
MIL201404220,2014-04-22,MIL,SDN,0,0,0.0,0.0,False
ATL201404220,2014-04-22,ATL,MIA,0,0,0.0,0.0,False
CLE201404220,2014-04-22,CLE,KCA,0,0,0.0,0.0,False
DET201404220,2014-04-22,DET,CHA,1,1,0.0,0.0,False
PIT201404220,2014-04-22,PIT,CIN,0,0,0.0,0.0,False
TBA201404220,2014-04-22,TBA,MIN,3,0,0.0,1680.8265106839929,True
LAN201404220,2014-04-22,LAN,PHI,0,0,0.0,0.0,False
TBA201404230,2014-04-23,TBA,MIN,1,0,0.0,0.0,False
COL201404230,2014-04-23,COL,SFN,2,0,0.0,0.0,False
CHN201404230,2014-04-23,CHN,ARI,0,0,0.0,0.0,False
SEA201404230,2014-04-23,SEA,HOU,0,0,0.0,0.0,False
WAS201404230,2014-04-23,WAS,ANA,0,0,0.0,0.0,False
TOR201404230,2014-04-23,TOR,BAL,0,1,0.0,0.0,False
OAK201404230,2014-04-23,OAK,TEX,0,1,0.0,0.0,False
BOS201404230,2014-04-23,BOS,NYA,2,0,0.0,0.0,False
PIT201404230,2014-04-23,PIT,CIN,1,0,0.0,0.0,False
LAN201404230,2014-04-23,LAN,PHI,0,0,0.0,0.0,False
NYN201404230,2014-04-23,NYN,SLN,0,1,0.0,0.0,False
ATL201404230,2014-04-23,ATL,MIA,0,0,0.0,0.0,False
MIL201404230,2014-04-23,MIL,SDN,1,1,0.0,0.0,False
DET201404230,2014-04-23,DET,CHA,0,2,0.0,0.0,False
CLE201404230,2014-04-23,CLE,KCA,0,0,0.0,0.0,False
DET201404240,2014-04-24,DET,CHA,0,0,0.0,0.0,False
TBA201404240,2014-04-24,TBA,MIN,0,3,0.0,0.0,False
CLE201404240,2014-04-24,CLE,KCA,0,0,0.0,0.0,False
WAS201404240,2014-04-24,WAS,SDN,0,0,0.0,1025.9779083655505,True
TOR201404240,2014-04-24,TOR,BAL,0,0,0.0,0.0,False
NYN201404240,2014-04-24,NYN,SLN,0,0,0.0,0.0,False
HOU201404240,2014-04-24,HOU,OAK,1,2,3039.1839815945186,2629.6718780568863,True
LAN201404240,2014-04-24,LAN,PHI,0,0,0.0,0.0,False
PIT201404240,2014-04-24,PIT,CIN,1,0,0.0,0.0,False
BOS201404240,2014-04-24,BOS,NYA,0,1,0.0,0.0,False
CHN201404240,2014-04-24,CHN,ARI,1,1,0.0,0.0,False
NYN201404250,2014-04-25,NYN,MIA,0,0,0.0,1200.4511574455876,True
HOU201404250,2014-04-25,HOU,OAK,0,0,0.0,0.0,False
SEA201404250,2014-04-25,SEA,TEX,0,0,0.0,1089.6592005072614,True
TOR201404250,2014-04-25,TOR,BOS,0,0,0.0,691.6136241477402,True
SFN201404250,2014-04-25,SFN,CLE,2,0,1524.5101937303655,3478.8930485355936,True
CHA201404250,2014-04-25,CHA,TBA,1,0,380.91206913286544,1636.2782792002056,True
MIN201404250,2014-04-25,MIN,DET,0,0,2137.4315302451632,872.516449655481,True
ARI201404250,2014-04-25,ARI,PHI,0,0,2336.6124165783,574.8341149449532,True
MIL201404250,2014-04-25,MIL,CHN,2,0,0.0,132.54357694550743,True
ATL201404250,2014-04-25,ATL,CIN,3,0,0.0,840.3908467621023,True
LAN201404250,2014-04-25,LAN,COL,1,0,0.0,1336.559689213104,True
NYA201404250,2014-04-25,NYA,ANA,0,0,306.20376572864393,326.3648031771951,True
WAS201404250,2014-04-25,WAS,SDN,2,0,0.0,0.0,False
SLN201404250,2014-04-25,SLN,PIT,1,0,1403.0288801452066,898.8824553980571,True
BAL201404250,2014-04-25,BAL,KCA,0,2,537.0332409152472,495.2645954012307,True
ARI201404260,2014-04-26,ARI,PHI,2,0,0.0,0.0,False
MIN201404260,2014-04-26,MIN,DET,0,2,0.0,0.0,False
MIL201404260,2014-04-26,MIL,CHN,1,0,0.0,0.0,False
TOR201404260,2014-04-26,TOR,BOS,3,0,0.0,0.0,False
NYN201404260,2014-04-26,NYN,MIA,3,0,0.0,0.0,False
ATL201404260,2014-04-26,ATL,CIN,2,1,0.0,0.0,False
BAL201404260,2014-04-26,BAL,KCA,2,0,0.0,0.0,False
CHA201404260,2014-04-26,CHA,TBA,0,0,0.0,0.0,False
LAN201404260,2014-04-26,LAN,COL,0,0,0.0,0.0,False
NYA201404260,2014-04-26,NYA,ANA,0,1,0.0,0.0,False
SLN201404260,2014-04-26,SLN,PIT,0,0,0.0,0.0,False
SFN201404260,2014-04-26,SFN,CLE,0,1,0.0,0.0,False
SEA201404260,2014-04-26,SEA,TEX,1,0,0.0,0.0,False
WAS201404260,2014-04-26,WAS,SDN,3,0,0.0,0.0,False
HOU201404260,2014-04-26,HOU,OAK,1,2,0.0,0.0,False
HOU201404270,2014-04-27,HOU,OAK,0,0,0.0,0.0,False
NYA201404270,2014-04-27,NYA,ANA,0,0,0.0,0.0,False
CHA201404270,2014-04-27,CHA,TBA,0,0,0.0,0.0,False
TOR201404270,2014-04-27,TOR,BOS,0,0,0.0,0.0,False
SFN201404270,2014-04-27,SFN,CLE,0,0,0.0,0.0,False
BAL201404270,2014-04-27,BAL,KCA,0,1,0.0,0.0,False
SEA201404270,2014-04-27,SEA,TEX,0,0,0.0,0.0,False
SLN201404270,2014-04-27,SLN,PIT,1,0,0.0,0.0,False
MIL201404270,2014-04-27,MIL,CHN,0,0,0.0,0.0,False
ATL201404270,2014-04-27,ATL,CIN,0,0,0.0,0.0,False
NYN201404270,2014-04-27,NYN,MIA,0,0,0.0,0.0,False
