game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_pitcher,away_pitcher,wp,lp,winner
ATL199304080,ATL,LAN,1,0,,N,glavt001,candt001,ATL
ATL199304090,ATL,LAN,0,0,,N,smitp001,astap001,ATL
ATL199304100,ATL,LAN,0,0,,N,herso001,howej001,LAN
ATL199304110,ATL,LAN,1,0,,D,smolj001,martr002,ATL
ATL199304120,ATL,CHN,0,0,,N,hibbg001,avers001,CHN
ATL199304130,ATL,CHN,0,2,,N,glavt001,castf001,ATL
ATL199304140,ATL,CHN,0,1,,N,harkm001,smitp001,CHN
ATL199304260,ATL,PIT,1,0,,N,minob001,mcmig001,PIT
ATL199304270,ATL,PIT,0,1,,N,waket001,stanm003,PIT
ATL199304280,ATL,FLO,0,0,,N,mcclb001,bedrs001,FLO
ATL199304290,ATL,FLO,0,0,,N,aquil001,smitp001,FLO
ATL199304300,ATL,SLN,0,1,,N,stanm003,murpr001,ATL
ATL199305010,ATL,SLN,1,0,,D,magrj001,smolj001,SLN
ATL199305020,ATL,SLN,1,0,,D,merck001,murpr001,ATL
ATL199305140,ATL,PHI,3,4,,N,glavt001,mulht001,ATL
ATL199305150,ATL,PHI,0,0,,N,maddg002,westd001,ATL
ATL199305160,ATL,PHI,0,1,,D,jackd001,mcmig001,PHI
ATL199305170,ATL,MON,0,0,,N,avers001,martd001,ATL
ATL199305180,ATL,MON,0,0,,N,hereg001,smitp001,MON
ATL199305190,ATL,MON,0,0,,N,glavt001,shawj001,ATL
ATL199305280,ATL,SFN,2,0,,N,avers001,burkj001,ATL
ATL199305290,ATL,SFN,0,2,,D,brumg002,smitp001,SFN
ATL199305300,ATL,SFN,0,0,,D,burbd001,glavt001,SFN
ATL199305310,ATL,SDN,0,0,,N,maddg002,masor001,ATL
ATL199306010,ATL,SDN,0,0,,N,brocd001,smolj001,SDN
ATL199306020,ATL,SDN,0,1,,N,avers001,benea001,ATL
ATL199306030,ATL,SDN,2,2,,D,harrg002,smitp001,SDN
ATL199306100,ATL,CIN,0,1,,N,belct001,glavt001,CIN
ATL199306110,ATL,CIN,0,3,,N,stanm003,pught001,ATL
ATL199306120,ATL,CIN,4,0,,N,smolj001,smilj001,ATL
ATL199306130,ATL,CIN,2,0,,D,avers001,ropej001,ATL
ATL199306140,ATL,NYN,0,1,,N,tanaf001,smitp001,NYN
ATL199306150,ATL,NYN,0,0,,N,glavt001,hille001,ATL
ATL199306160,ATL,NYN,4,0,,N,maddg002,schop001,ATL
ATL199306250,ATL,HOU,0,0,,N,avers001,harnp001,ATL
ATL199306260,ATL,HOU,0,0,,N,stanm003,joned001,ATL
ATL199306270,ATL,HOU,0,0,,D,kiled001,maddg002,HOU
ATL199306290,ATL,COL,0,0,,N,smolj001,ruffb001,ATL
ATL199306300,ATL,COL,0,0,,N,wohlm001,shepk001,ATL
ATL199307010,ATL,COL,1,0,,N,glavt001,reyna001,ATL
ATL199307020,ATL,FLO,0,0,,N,hammc001,maddg002,FLO
ATL199307030,ATL,FLO,1,1,,N,smitp001,aquil001,ATL
ATL199307040,ATL,FLO,0,0,,D,stanm003,turnm001,ATL
ATL199307050,ATL,FLO,3,2,,N,wohlm001,corsj001,ATL
ATL199307150,ATL,PIT,1,0,,N,glavt001,tomlr001,ATL
ATL199307160,ATL,PIT,1,2,,N,maddg002,cooks001,ATL
ATL199307170,ATL,PIT,3,0,,N,wagnp001,smolj001,PIT
ATL199307180,ATL,PIT,0,0,,D,avers001,smitz001,ATL
ATL199307190,ATL,SLN,0,0,,N,osbod001,smitp001,SLN
ATL199307200,ATL,SLN,0,0,,N,wohlm001,cormr001,ATL
ATL199307210,ATL,SLN,4,0,,N,maddg002,magrj001,ATL
ATL199308030,ATL,PHI,0,0,,N,mulht001,avers001,PHI
ATL199308040,ATL,PHI,0,0,,N,howej001,westd001,ATL
ATL199308050,ATL,PHI,4,0,,N,riveb001,maddg002,PHI
ATL199308060,ATL,MON,2,0,,N,ruetk001,smolj001,MON
ATL199308070,ATL,MON,0,0,,N,scott002,stanm003,MON
ATL199308080,ATL,MON,0,1,,D,avers001,fassj001,ATL
ATL199308170,ATL,LAN,0,0,,N,smolj001,martr002,ATL
ATL199308180,ATL,LAN,0,0,,N,bedrs001,mcdor001,ATL
ATL199308190,ATL,LAN,2,4,,N,grosk001,glavt001,LAN
ATL199308270,ATL,CHN,4,1,,N,bosks001,wohlm001,CHN
ATL199308280,ATL,CHN,0,0,,D,avers001,guzmj001,ATL
