game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer
MIL199304120,CAL,MIL,MIL05,1993/04/12,0,1:05,day,true,clara901,morrd901,barnl901,koscg901,pitches,45,torf,10,dry,none,overcast,197,53621,finlc001,eldrc001,valej001,,
MIL199304140,CAL,MIL,MIL05,1993/04/14,0,6:05,night,true,morrd901,barnl901,koscg901,clara901,pitches,41,torf,21,soaked,none,night,201,7948,sands001,orosj001,,,
MIL199304170,OAK,MIL,MIL05,1993/04/17,0,1:05,day,true,joycj901,denkd901,shulj901,tscht901,pitches,44,tocf,8,dry,none,overcast,138,16272,wegmb001,welcb001,,,
MIL199304180,OAK,MIL,MIL05,1993/04/18,0,1:05,day,true,denkd901,shulj901,tscht901,joycj901,pitches,57,rtol,20,dry,none,cloudy,144,13927,eldrc001,hills001,,,
MIL199304230,TEX,MIL,MIL05,1993/04/23,0,6:07,night,true,clara901,morrd901,barnl901,koscg901,pitches,50,fromcf,-1,wet,none,night,138,14778,eldrc001,browk001,orosj001,,
MIL199304240,TEX,MIL,MIL05,1993/04/24,0,1:07,day,true,morrd901,barnl901,koscg901,clara901,pitches,73,ltor,28,dry,none,sunny,190,15928,leibc001,manzj001,,,
MIL199304250,TEX,MIL,MIL05,1993/04/25,0,1:05,day,true,barnl901,koscg901,clara901,morrd901,pitches,58,fromlf,8,dry,none,cloudy,153,14182,rogek001,navaj001,,,
MIL199304260,MIN,MIL,MIL05,1993/04/26,0,6:07,night,true,evanj901,mccol901,hendt901,craft901,pitches,47,torf,9,dry,none,sunny,171,12311,boner001,tapak001,,,
MIL199304270,MIN,MIL,MIL05,1993/04/27,0,1:05,day,true,mccol901,hendt901,craft901,evanj901,pitches,53,fromrf,17,wet,drizzle,cloudy,161,10344,wegmb001,deshj001,henrd002,,
MIL199305040,CHA,MIL,MIL05,1993/05/04,0,7:06,night,true,hirsj901,welkt901,cobld901,merrd901,pitches,56,torf,9,wet,none,night,152,13746,boddm001,mccak001,,,
MIL199305050,CHA,MIL,MIL05,1993/05/05,0,1:06,day,true,welkt901,cobld901,merrd901,hirsj901,pitches,65,ltor,9,dry,none,cloudy,165,16148,radis001,orosj001,hernr001,,
MIL199305070,BOS,MIL,MIL05,1993/05/07,0,7:06,night,true,onorb901,kaisk901,johnm901,mckej901,pitches,61,fromcf,8,dry,none,night,126,15058,darwd001,wegmb001,russj001,,
MIL199305080,BOS,MIL,MIL05,1993/05/08,0,2:06,day,true,kaisk901,johnm901,mckej901,onorb901,pitches,73,fromrf,13,dry,none,sunny,161,25150,eldrc001,quanp001,henrd002,,
MIL199305090,BOS,MIL,MIL05,1993/05/09,0,1:05,day,true,johnm901,mckej901,onorb901,kaisk901,pitches,75,rtol,9,dry,none,cloudy,139,20398,boddm001,heskj001,,,
MIL199305140,CLE,MIL,MIL05,1993/05/14,0,7:07,night,true,cousd901,reedr901,mcclt901,brinj901,pitches,76,tolf,16,dry,none,night,148,14633,boddm001,younc002,henrd002,,
MIL199305150,CLE,MIL,MIL05,1993/05/15,0,1:05,day,true,reedr901,mcclt901,brinj901,cousd901,pitches,62,tolf,20,dry,none,sunny,199,31171,cookd001,boner001,,,
MIL199305160,CLE,MIL,MIL05,1993/05/16,0,1:05,day,true,mcclt901,brinj901,cousd901,reedr901,pitches,59,fromcf,13,unknown,unknown,unknown,176,20028,navaj001,bielm001,henrd002,,
MIL199305180,DET,MIL,MIL05,1993/05/18,0,7:05,night,true,johnm901,hicke901,mckej901,voltv901,pitches,52,ltor,13,wet,none,night,180,13369,leitm001,eldrc001,,,
MIL199305190,DET,MIL,MIL05,1993/05/19,0,7:06,night,true,hicke901,mckej901,voltv901,johnm901,pitches,57,rtol,8,soaked,rain,night,203,12751,dohej001,boddm001,hennm001,,
MIL199305200,DET,MIL,MIL05,1993/05/20,0,1:06,day,true,mckej901,kaisk901,johnm901,hicke901,pitches,54,fromcf,8,dry,none,cloudy,189,21424,welld001,wegmb001,,,
MIL199305280,KCA,MIL,MIL05,1993/05/28,0,7:07,night,true,shulj901,hicke901,craft901,denkd901,pitches,49,fromlf,8,wet,drizzle,night,173,19201,eldrc001,appik001,,,
MIL199305290,KCA,MIL,MIL05,1993/05/29,0,7:06,night,true,hicke901,craft901,denkd901,shulj901,pitches,60,ltor,7,dry,none,night,254,26308,sampb002,austj001,montj002,,
MIL199305300,KCA,MIL,MIL05,1993/05/30,0,1:05,day,true,craft901,denkd901,shulj901,hicke901,pitches,52,fromcf,10,wet,showers,overcast,161,16678,wegmb001,pichh001,,,
MIL199306070,SEA,MIL,MIL05,1993/06/07,0,7:07,night,true,fordd901,younl901,meric901,garcr901,pitches,58,fromlf,15,wet,drizzle,night,167,11896,eldrc001,flemd001,henrd002,,
MIL199306080,SEA,MIL,MIL05,1993/06/08,0,7:06,night,true,younl901,meric901,garcr901,fordd901,pitches,72,fromcf,17,soaked,rain,night,146,15929,austj001,leart001,henrd002,,
MIL199306090,SEA,MIL,MIL05,1993/06/09,0,1:08,day,true,meric901,garcr901,fordd901,younl901,pitches,73,fromrf,24,wet,none,cloudy,160,16598,johnr005,wegmb001,,,
MIL199306100,NYA,MIL,MIL05,1993/06/10,0,7:05,night,true,reedr901,mcclt901,brinj901,cousd901,pitches,75,fromlf,8,wet,none,night,167,23277,wickb001,boner001,farrs001,,
MIL199306110,NYA,MIL,MIL05,1993/06/11,0,7:06,night,true,mcclt901,brinj901,cousd901,reedr901,pitches,0,unknown,-1,dry,none,night,176,20563,perem001,henrd002,farrs001,,
MIL199306120,NYA,MIL,MIL05,1993/06/12,0,7:06,night,true,brinj901,cousd901,reedr901,mcclt901,pitches,74,torf,8,wet,none,night,169,33241,eldrc001,johnj004,,,
MIL199306130,NYA,MIL,MIL05,1993/06/13,0,7:08,night,true,cousd901,reedr901,mcclt901,brinj901,pitches,70,unknown,-1,dry,none,night,190,21932,key-j001,boddm001,howes001,,
MIL199306140,BAL,MIL,MIL05,1993/06/14,0,7:06,night,true,barnl901,koscg901,clara901,morrd901,pitches,76,tolf,16,dry,none,night,167,17000,sutcr001,wegmb001,olsog001,,
MIL199306150,BAL,MIL,MIL05,1993/06/15,0,7:07,night,true,koscg901,clara901,morrd901,barnl901,pitches,64,fromlf,9,dry,none,night,182,23954,moyej001,boner001,pennb001,,
MIL199306160,BAL,MIL,MIL05,1993/06/16,0,1:07,day,true,clara901,morrd901,barnl901,koscg901,pitches,65,fromlf,9,dry,none,overcast,168,20427,navaj001,mussm001,,,
MIL199306250,TOR,MIL,MIL05,1993/06/25,0,7:09,night,true,joycj901,denkd901,hicke901,tscht901,pitches,80,tolf,17,dry,none,night,192,39308,fettm001,cox-d001,,,
MIL199306260,TOR,MIL,MIL05,1993/06/26,0,7:08,night,true,denkd901,hicke901,tscht901,joycj901,pitches,81,unknown,15,dry,none,night,129,45173,guzmj003,eldrc001,wardd001,,
MIL199306270,TOR,MIL,MIL05,1993/06/27,0,1:07,day,true,hicke901,tscht901,joycj901,denkd901,pitches,77,tolf,17,dry,none,sunny,167,45580,morrj001,wegmb001,wardd001,,
MIL199307050,TEX,MIL,MIL05,1993/07/05,0,1:07,day,true,hirsj901,welkt901,reedr901,merrd901,pitches,88,rtol,20,dry,none,overcast,206,22459,schom001,lloyg001,pattb001,,
MIL199307060,TEX,MIL,MIL05,1993/07/06,0,7:06,night,true,welkt901,reedr901,merrd901,hirsj901,pitches,80,rtol,16,dry,none,night,168,26854,leibc001,wegmb001,,,
MIL199307070,TEX,MIL,MIL05,1993/07/07,0,1:06,day,true,reedr901,merrd901,hirsj901,welkt901,pitches,79,fromlf,12,dry,none,cloudy,179,20951,henrd002,leffc001,,,
MIL199307080,MIN,MIL,MIL05,1993/07/08,0,8:37,night,true,johnm901,voltv901,mckej901,kaisk901,pitches,70,fromlf,12,soaked,rain,night,187,14419,boner001,tapak001,,,
MIL199307090,MIN,MIL,MIL05,1993/07/09,0,7:07,night,true,mckej901,johnm901,kaisk901,voltv901,pitches,82,fromcf,12,wet,none,night,189,26969,willc001,navaj001,,,
MIL199307100,MIN,MIL,MIL05,1993/07/10,0,7:05,night,true,johnm901,kaisk901,voltv901,mckej901,pitches,77,fromrf,9,wet,showers,night,189,37769,henrd002,aguir001,,,
MIL199307110,MIN,MIL,MIL05,1993/07/11,0,1:06,day,true,kaisk901,voltv901,mckej901,johnm901,pitches,78,tolf,7,wet,showers,overcast,162,35911,eldrc001,bankw001,henrd002,,
MIL199307150,CHA,MIL,MIL05,1993/07/15,0,7:07,night,true,clara901,morrd901,roe-r901,voltv901,pitches,75,ltor,9,dry,none,night,170,29000,ferna001,fettm001,radis001,,
MIL199307160,CHA,MIL,MIL05,1993/07/16,0,7:07,night,true,morrd901,roe-r901,voltv901,clara901,pitches,0,unknown,-1,dry,none,night,180,29830,radis001,eldrc001,hernr001,,
MIL199307170,CHA,MIL,MIL05,1993/07/17,0,7:30,night,true,roe-r901,voltv901,clara901,morrd901,pitches,76,fromcf,14,dry,none,night,146,49774,mcdoj001,navaj001,,,
MIL199307180,CHA,MIL,MIL05,1993/07/18,0,1:37,day,true,voltv901,clara901,morrd901,roe-r901,pitches,80,fromlf,9,wet,drizzle,cloudy,173,46853,radis001,henrd002,hernr001,,
MIL199307260,BOS,MIL,MIL05,1993/07/26,0,7:09,night,true,hicke901,merrd901,hirsj901,welkt901,pitches,84,tolf,14,dry,none,night,176,24645,lloyg001,russj001,,,
MIL199307270,BOS,MIL,MIL05,1993/07/27,0,7:08,night,true,merrd901,hirsj901,welkt901,hicke901,pitches,81,fromlf,9,dry,none,night,164,18869,navaj001,darwd001,orosj001,,
MIL199307280,BOS,MIL,MIL05,1993/07/28,0,7:08,night,true,hirsj901,welkt901,hicke901,merrd901,pitches,78,tolf,14,dry,none,night,211,26770,harrg001,miraa001,,,
MIL199307290,BOS,MIL,MIL05,1993/07/29,0,1:10,day,true,welkt901,hicke901,merrd901,hirsj901,pitches,75,ltor,15,dry,none,cloudy,194,27105,selea001,boner001,,,
MIL199308100,CLE,MIL,MIL05,1993/08/10,0,7:07,night,true,voltv901,kaisk901,johnm901,hicke901,pitches,84,fromcf,6,dry,none,night,203,20497,henrd002,plune001,,,
MIL199308110,CLE,MIL,MIL05,1993/08/11,0,7:05,night,true,kaisk901,johnm901,hicke901,voltv901,pitches,88,fromcf,9,dry,none,night,198,18173,dipoj001,orosj001,lilld001,,
MIL199308120,CLE,MIL,MIL05,1993/08/12,0,1:08,day,true,hicke901,voltv901,kaisk901,johnm901,pitches,82,fromlf,13,dry,none,unknown,225,20521,dipoj001,maldc002,plune001,,
MIL199308131,DET,MIL,MIL05,1993/08/13,1,5:08,night,true,fordd901,garcr901,meric901,hicke901,pitches,88,fromlf,9,dry,none,sunny,150,0,miraa001,groob001,,,
MIL199308132,DET,MIL,MIL05,1993/08/13,2,8:10,night,true,younl901,meric901,hicke901,garcr901,pitches,81,fromlf,6,dry,none,night,155,27074,boner001,boltt001,,,
MIL199308140,DET,MIL,MIL05,1993/08/14,0,7:07,night,true,meric901,hicke901,fordd901,younl901,pitches,80,fromlf,10,dry,none,night,187,45003,moorm001,higut001,hennm001,,
MIL199308150,DET,MIL,MIL05,1993/08/15,0,1:06,day,true,garcr901,fordd901,younl901,hicke901,pitches,74,rtol,15,wet,none,cloudy,174,26186,eldrc001,dohej001,maldc002,,
MIL199308241,OAK,MIL,MIL05,1993/08/24,1,5:08,night,true,roe-r901,scotd901,phild901,reilm901,pitches,89,tolf,15,dry,none,sunny,181,0,boner001,honer001,,,
MIL199308242,OAK,MIL,MIL05,1993/08/24,2,8:44,night,true,scotd901,phild901,reilm901,roe-r901,pitches,85,rtol,10,dry,none,night,311,16570,maysm001,downk001,,,
MIL199308250,OAK,MIL,MIL05,1993/08/25,0,7:08,night,true,phild901,reilm901,roe-r901,scotd901,pitches,88,rtol,8,dry,none,night,165,15786,eldrc001,wittb001,,,
MIL199308260,OAK,MIL,MIL05,1993/08/26,0,1:06,day,true,reilm901,roe-r901,scotd901,phild901,pitches,86,rtol,14,dry,none,unknown,148,13788,miraa001,mohlm001,orosj001,,
MIL199308271,CAL,MIL,MIL05,1993/08/27,1,5:07,night,true,barnl901,koscg901,morrd901,clara901,pitches,87,rtol,15,dry,none,sunny,176,0,fettm001,holzm001,,,
MIL199308272,CAL,MIL,MIL05,1993/08/27,2,8:39,night,true,koscg901,morrd901,clara901,barnl901,pitches,79,tocf,10,dry,none,night,179,26054,navaj001,nelsg001,orosj001,,
MIL199308280,CAL,MIL,MIL05,1993/08/28,0,12:08,day,true,morrd901,clara901,barnl901,koscg901,pitches,76,fromcf,9,dry,none,overcast,194,21511,finlc001,boner001,butcm001,,
MIL199308290,CAL,MIL,MIL05,1993/08/29,0,1:05,day,true,clara901,barnl901,koscg901,morrd901,pitches,69,fromlf,10,wet,unknown,overcast,195,18057,langm001,novor001,,,
MIL199308300,KCA,MIL,MIL05,1993/08/30,0,7:27,night,true,reedr901,cousd901,brinj901,mcclt901,pitches,71,tolf,15,wet,rain,night,156,10981,eldrc001,gordt001,,,
MIL199308310,KCA,MIL,MIL05,1993/08/31,0,7:08,night,true,cousd901,brinj901,mcclt901,reedr901,pitches,69,torf,8,dry,none,night,156,14723,cadag001,miraa001,montj002,,
MIL199309010,KCA,MIL,MIL05,1993/09/01,0,1:07,day,true,brinj901,mcclt901,reedr901,cousd901,pitches,72,rtol,8,dry,none,sunny,156,10015,navaj001,hanec001,,,
MIL199309100,SEA,MIL,MIL05,1993/09/10,0,7:06,night,true,kaisk901,johnm901,mckej901,voltv901,pitches,59,tocf,10,dry,none,night,183,19807,leart001,higut001,,,
MIL199309110,SEA,MIL,MIL05,1993/09/11,0,1:06,day,true,johnm901,mckej901,voltv901,kaisk901,pitches,69,rtol,10,dry,none,cloudy,177,19782,johnr005,eldrc001,holmb002,,
MIL199309120,SEA,MIL,MIL05,1993/09/12,0,1:07,day,true,mckej901,voltv901,(none),kaisk901,pitches,75,rtol,17,dry,none,cloudy,218,20381,powet001,orosj001,,,
MIL199309130,NYA,MIL,MIL05,1993/09/13,0,8:33,night,true,denkd901,shulj901,tscht901,cedeg901,pitches,74,rtol,21,damp,rain,night,179,11125,key-j001,navaj001,smitl001,,
MIL199309140,NYA,MIL,MIL05,1993/09/14,0,7:13,night,true,shulj901,tscht901,cedeg901,denkd901,pitches,53,tocf,8,wet,drizzle,night,178,10013,gibsp001,boner001,,,
MIL199309150,NYA,MIL,MIL05,1993/09/15,0,1:07,day,true,tscht901,cedeg901,denkd901,shulj901,pitches,51,torf,18,dry,none,overcast,223,10111,higut001,abboj001,,,
MIL199309170,BAL,MIL,MIL05,1993/09/17,0,7:07,night,true,garcr901,fordd901,younl901,meric901,pitches,0,unknown,-1,dry,none,night,147,14014,eldrc001,mcdob001,,,
MIL199309180,BAL,MIL,MIL05,1993/09/18,0,7:07,night,true,fordd901,younl901,meric901,garcr901,none,59,fromlf,7,dry,none,night,164,25735,miraa001,moyej001,orosj001,,
MIL199309190,BAL,MIL,MIL05,1993/09/19,0,1:08,day,true,younl901,meric901,garcr901,fordd901,pitches,61,fromlf,16,dry,drizzle,cloudy,223,19119,rhoda001,navaj001,milla001,,
MIL199309270,TOR,MIL,MIL05,1993/09/27,0,7:07,night,true,kaisk901,johnm901,mckej901,voltv901,pitches,50,tolf,15,wet,showers,night,173,14931,hentp001,eldrc001,wardd001,,
MIL199309280,TOR,MIL,MIL05,1993/09/28,0,7:09,night,true,johnm901,mckej901,voltv901,kaisk901,pitches,48,tocf,14,dry,none,night,180,13182,stewd001,maysm001,wardd001,,
MIL199309290,TOR,MIL,MIL05,1993/09/29,0,7:08,night,true,mckej901,voltv901,kaisk901,johnm901,pitches,45,tocf,12,wet,none,night,195,13508,eichm001,orosj001,wardd001,,
TEX199304090,BOS,TEX,ARL01,1993/04/09,0,7:40,night,true,reedr901,mcclt901,brinj901,cousd901,pitches,60,rtol,-1,dry,none,night,176,40188,ryann001,dopsj001,henkt001,,
TEX199304100,BOS,TEX,ARL01,1993/04/10,0,7:34,night,true,mcclt901,brinj901,cousd901,reedr901,pitches,83,rtol,-1,dry,none,night,174,30610,clemr001,leffc001,,,
TEX199304110,BOS,TEX,ARL01,1993/04/11,0,2:05,day,true,brinj901,cousd901,reedr901,mcclt901,pitches,84,rtol,7,dry,none,sunny,138,22743,browk001,darwd001,henkt001,,
TEX199304120,BAL,TEX,ARL01,1993/04/12,0,7:35,night,true,roe-r901,scotd901,phild901,reilm901,pitches,80,rtol,20,dry,none,night,174,22993,leibc001,mussm001,henkt001,,
TEX199304130,BAL,TEX,ARL01,1993/04/13,0,7:35,night,true,scotd901,phild901,reilm901,roe-r901,pitches,69,fromcf,8,wet,drizzle,night,173,15112,rogek001,valef001,,,
TEX199304140,BAL,TEX,ARL01,1993/04/14,0,7:40,night,true,phild901,reilm901,roe-r901,scotd901,pitches,48,tocf,26,wet,drizzle,night,207,20355,mcdob001,ryann001,olsog001,,
TEX199304280,DET,TEX,ARL01,1993/04/28,0,7:36,night,true,hendt901,craft901,evanj901,mccol901,pitches,74,fromrf,5,dry,none,night,222,17440,henkt001,munom001,,,
TEX199304290,DET,TEX,ARL01,1993/04/29,0,7:35,night,true,craft901,hendt901,evanj901,mccol901,pitches,73,torf,10,wet,none,night,177,17902,dohej001,leibc001,hennm001,,
TEX199304300,MIL,TEX,ARL01,1993/04/30,0,7:36,night,true,hirsj901,welkt901,cobld901,merrd901,pitches,76,unknown,10,dry,none,night,170,34155,lloyg001,pattb001,henrd002,,
TEX199305010,MIL,TEX,ARL01,1993/05/01,0,12:15,day,true,welkt901,cobld901,merrd901,hirsj901,pitches,78,ltor,3,dry,none,unknown,248,28961,lloyg001,pattb001,manzj001,,
TEX199305020,MIL,TEX,ARL01,1993/05/02,0,2:07,day,true,cobld901,merrd901,hirsj901,welkt901,pitches,65,rtol,12,soaked,drizzle,cloudy,166,31957,nen-r001,wegmb001,bronj001,,
TEX199305030,MIL,TEX,ARL01,1993/05/03,0,7:35,night,true,merrd901,hirsj901,welkt901,cobld901,pitches,79,tocf,8,wet,none,night,152,14911,browk001,eldrc001,,,
TEX199305040,TOR,TEX,ARL01,1993/05/04,0,7:35,night,true,cousd901,reedr901,mcclt901,brinj901,pitches,82,fromrf,15,dry,none,night,175,20354,bohab001,wardd001,henkt001,,
TEX199305050,TOR,TEX,ARL01,1993/05/05,0,7:35,night,true,reedr901,mcclt901,brinj901,cousd901,pitches,69,fromcf,8,wet,none,night,162,16159,rogek001,stott001,,,
TEX199305140,CHA,TEX,ARL01,1993/05/14,0,7:35,night,true,johnm901,mckej901,voltv901,kaisk901,pitches,83,unknown,-1,dry,none,night,137,31676,mcdoj001,browk001,,,
TEX199305150,CHA,TEX,ARL01,1993/05/15,0,7:05,night,true,mckej901,voltv901,kaisk901,johnm901,pitches,91,fromrf,16,dry,none,night,184,38053,henkt001,joneb002,,,
TEX199305160,CHA,TEX,ARL01,1993/05/16,0,2:05,day,true,voltv901,kaisk901,johnm901,mckej901,pitches,89,rtol,12,dry,none,sunny,191,33786,ferna001,rogek001,thigb001,,
TEX199305170,SEA,TEX,ARL01,1993/05/17,0,7:36,night,true,craft901,evanj901,mccol901,hendt901,pitches,87,fromrf,13,dry,none,night,197,16194,nelsj001,leffc001,,,
TEX199305180,SEA,TEX,ARL01,1993/05/18,0,7:36,night,true,evanj901,mccol901,hendt901,craft901,pitches,0,unknown,-1,unknown,unknown,unknown,172,17441,bohab001,delur001,henkt001,strad002,
TEX199305190,SEA,TEX,ARL01,1993/05/19,0,7:35,night,true,mccol901,hendt901,craft901,evanj901,pitches,82,torf,6,dry,none,night,160,20054,henkt001,hanse001,,,
TEX199305200,SEA,TEX,ARL01,1993/05/20,0,7:35,night,true,hendt901,craft901,evanj901,mccol901,pitches,77,ltor,8,dry,none,night,152,17119,leart001,leibc001,,,
TEX199305210,CAL,TEX,ARL01,1993/05/21,0,7:36,night,true,scotd901,phild901,reilm901,roe-r901,pitches,71,fromcf,14,dry,none,night,208,35818,henkt001,crimc001,,,
TEX199305220,CAL,TEX,ARL01,1993/05/22,0,12:15,day,true,phild901,reilm901,roe-r901,scotd901,pitches,79,unknown,-1,dry,none,cloudy,173,23026,pavlr001,sands001,henkt001,,
TEX199305230,CAL,TEX,ARL01,1993/05/23,0,2:08,day,true,reilm901,roe-r901,scotd901,phild901,pitches,71,rtol,20,wet,rain,overcast,148,29231,valej001,burnt001,grahj001,,
TEX199306040,NYA,TEX,ARL01,1993/06/04,0,7:35,night,true,shulj901,tscht901,joycj901,denkd901,pitches,0,unknown,-1,dry,none,night,146,29128,browk001,abboj001,henkt001,,
TEX199306050,NYA,TEX,ARL01,1993/06/05,0,7:40,night,true,tscht901,joycj901,denkd901,shulj901,pitches,92,unknown,-1,dry,none,night,192,39413,montr002,leffc001,farrs001,,
TEX199306060,NYA,TEX,ARL01,1993/06/06,0,7:05,night,true,joycj901,denkd901,shulj901,tscht901,pitches,92,rtol,23,dry,none,night,182,26107,rogek001,perem001,henkt001,,
TEX199306070,MIN,TEX,ARL01,1993/06/07,0,7:35,night,true,clara901,morrd901,barnl901,koscg901,pitches,88,fromrf,20,dry,none,night,152,29643,pavlr001,mahop001,,,
TEX199306080,MIN,TEX,ARL01,1993/06/08,0,7:35,night,true,morrd901,barnl901,koscg901,clara901,pitches,86,fromcf,20,dry,none,night,187,22181,willc001,whitm002,aguir001,,
TEX199306100,MIN,TEX,ARL01,1993/06/10,0,7:35,night,true,barnl901,koscg901,clara901,morrd901,pitches,86,rtol,14,wet,none,night,188,32631,tapak001,leibc001,aguir001,,
TEX199306110,CLE,TEX,ARL01,1993/06/11,0,7:35,night,true,hicke901,mckej901,kaisk901,johnm901,pitches,82,unknown,5,wet,rain,night,186,27560,sloch001,browk001,,,
TEX199306120,CLE,TEX,ARL01,1993/06/12,0,7:35,night,true,mckej901,kaisk901,(none),hicke901,pitches,83,fromrf,13,wet,showers,night,234,30111,younm001,rogek001,lilld001,,
TEX199306130,CLE,TEX,ARL01,1993/06/13,0,7:05,night,true,kaisk901,johnm901,hicke901,mckej901,pitches,85,fromrf,0,dry,unknown,night,154,20829,pavlr001,mesaj001,,,
TEX199306260,OAK,TEX,ARL01,1993/06/26,0,7:06,night,true,meric901,garcr901,fordd901,younl901,pitches,88,unknown,-1,wet,none,night,201,40827,whitm002,davis001,henkt001,,
TEX199306270,OAK,TEX,ARL01,1993/06/27,0,7:05,night,true,garcr901,fordd901,younl901,meric901,pitches,93,fromrf,16,wet,none,night,130,30174,browk001,wittb001,,,
TEX199306280,KCA,TEX,ARL01,1993/06/28,0,7:35,night,true,tscht901,joycj901,hicke901,shulj901,pitches,92,tolf,18,dry,none,night,174,21505,hanec001,rogek001,montj002,,
TEX199306290,KCA,TEX,ARL01,1993/06/29,0,7:35,night,true,joycj901,hicke901,shulj901,tscht901,pitches,91,rtol,15,dry,none,night,186,24855,pattb001,sampb002,henkt001,,
TEX199306300,KCA,TEX,ARL01,1993/06/30,0,7:35,night,true,hicke901,shulj901,tscht901,joycj901,pitches,93,fromrf,23,dry,none,night,173,36901,bohab001,gardm001,henkt001,,
TEX199307150,DET,TEX,ARL01,1993/07/15,0,7:37,night,true,craft901,evanj901,mccol901,hendt901,pitches,94,tocf,13,dry,none,night,225,29885,bohab001,knudk001,henkt001,,
TEX199307160,DET,TEX,ARL01,1993/07/16,0,8:37,night,true,evanj901,mccol901,hendt901,craft901,pitches,97,fromcf,15,dry,none,night,206,31974,rogek001,welld001,henkt001,,
TEX199307170,DET,TEX,ARL01,1993/07/17,0,7:38,night,true,mccol901,hendt901,craft901,evanj901,pitches,94,rtol,10,dry,none,night,204,41339,gullb001,pavlr001,hennm001,,
TEX199307180,DET,TEX,ARL01,1993/07/18,0,8:07,night,true,hendt901,craft901,evanj901,mccol901,pitches,96,fromcf,9,dry,none,night,172,25167,dohej001,leibc001,,,
TEX199307190,MIL,TEX,ARL01,1993/07/19,0,7:35,night,true,mckej901,johnm901,voltv901,kaisk901,pitches,96,fromcf,7,dry,none,night,178,40676,ryann001,boner001,henkt001,,
TEX199307200,MIL,TEX,ARL01,1993/07/20,0,7:36,night,true,johnm901,voltv901,kaisk901,mckej901,pitches,95,fromcf,15,dry,none,night,153,25046,browk001,eldrc001,,,
TEX199307220,TOR,TEX,ARL01,1993/07/22,0,7:35,night,true,roe-r901,scotd901,phild901,reilm901,pitches,95,torf,12,dry,none,night,204,38198,timlm001,carpc001,wardd001,,
TEX199307230,TOR,TEX,ARL01,1993/07/23,0,7:37,night,true,scotd901,phild901,reilm901,roe-r901,pitches,95,unknown,-1,dry,none,night,209,38124,leffc001,hentp001,henkt001,,
TEX199307240,TOR,TEX,ARL01,1993/07/24,0,7:35,night,true,phild901,reilm901,roe-r901,scotd901,pitches,98,fromrf,15,dry,none,night,159,38457,stewd001,leibc001,wardd001,,
TEX199307250,TOR,TEX,ARL01,1993/07/25,0,7:08,night,true,reilm901,roe-r901,scotd901,phild901,pitches,78,fromrf,13,dry,none,night,203,40277,timlm001,henkt001,wardd001,,
TEX199308020,CHA,TEX,ARL01,1993/08/02,0,7:35,night,true,meric901,phild901,fordd901,younl901,pitches,93,unknown,-1,dry,none,night,232,28436,henkt001,schwj001,,,
TEX199308030,CHA,TEX,ARL01,1993/08/03,0,7:36,night,true,garcr901,fordd901,younl901,meric901,pitches,88,fromrf,6,dry,none,night,174,29487,mccak001,leibc001,,,
TEX199308040,CHA,TEX,ARL01,1993/08/04,0,7:36,night,true,fordd901,younl901,meric901,garcr901,pitches,85,fromlf,9,dry,none,night,162,32312,ryann001,ferna001,henkt001,,
TEX199308050,CHA,TEX,ARL01,1993/08/05,0,7:37,night,true,younl901,meric901,garcr901,fordd901,pitches,100,fromrf,15,dry,none,night,171,35413,browk001,belct001,carpc001,,
TEX199308060,SEA,TEX,ARL01,1993/08/06,0,7:36,night,true,clara901,morrd901,barnl901,koscg901,pitches,85,unknown,-1,dry,none,night,151,33273,rogek001,bosic001,henkt001,,
TEX199308070,SEA,TEX,ARL01,1993/08/07,0,7:36,night,true,morrd901,barnl901,koscg901,clara901,pitches,86,fromcf,10,dry,none,night,170,39970,hanse001,pavlr001,henrd001,,
TEX199308080,SEA,TEX,ARL01,1993/08/08,0,7:06,night,true,barnl901,koscg901,morrd901,clara901,pitches,96,fromcf,12,dry,none,night,199,24181,dreys001,johnr005,,,
TEX199308100,CAL,TEX,ARL01,1993/08/10,0,7:35,night,true,younl901,meric901,garcr901,fordd901,pitches,99,fromcf,7,dry,none,night,185,33726,ryann001,leftp001,henkt001,,
TEX199308110,CAL,TEX,ARL01,1993/08/11,0,7:35,night,true,meric901,garcr901,fordd901,younl901,pitches,97,fromrf,10,dry,none,night,168,26701,hathh001,browk001,butcm001,,
TEX199308120,CAL,TEX,ARL01,1993/08/12,0,7:37,night,true,garcr901,fordd901,younl901,meric901,pitches,97,fromrf,12,dry,none,night,163,37200,rogek001,farrj001,henkt001,,
TEX199308240,BOS,TEX,ARL01,1993/08/24,0,8:07,night,true,koscg901,morrd901,clara901,barnl901,pitches,87,tocf,9,damp,none,night,160,19465,pavlr001,darwd001,henkt001,,
TEX199308250,BOS,TEX,ARL01,1993/08/25,0,7:38,night,true,morrd901,clara901,barnl901,koscg901,pitches,97,fromcf,13,dry,none,night,174,18381,dreys001,quanp001,,,
TEX199308260,BOS,TEX,ARL01,1993/08/26,0,7:36,night,true,clara901,barnl901,koscg901,morrd901,pitches,94,fromcf,9,dry,none,night,148,21017,violf001,browk001,russj001,,
