game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs
AGS194410150,AGS,BIR,0,5
ASW194408130,ASW,ASE,1,0
BIR194404170,BIR,NY6,0,0
BIR194405141,BIR,KCM,4,0
BIR194405281,BIR,CVB,0,2
BIR194407161,BIR,KCM,0,0
BIR194407301,BIR,CAG,0,1
BIR194408061,BIR,MEM,0,0
BIR194408282,BIR,KCM,0,2
BIR194409170,BIR,HOM,0,1
BIR194409190,BIR,HOM,0,1
BIR194409210,BIR,HOM,0,0
BLG194405130,BLG,HOM,0,0
BLG194405141,BLG,HOM,1,1
BLG194405212,BLG,PH5,3,2
BLG194405270,BLG,NY6,0,0
BLG194406300,BLG,KCM,0,0
BLG194407091,BLG,NW2,1,0
BLG194407100,BLG,NW2,0,0
BLG194407140,BLG,HOM,1,0
BLG194407161,BLG,PH5,1,0
BLG194407162,BLG,PH5,0,0
BLG194407181,BLG,HOM,2,5
BLG194407210,BLG,NY5,6,0
BLG194407231,BLG,NY5,1,0
BLG194407232,BLG,NY5,0,1
BLG194407280,BLG,NW2,0,0
BLG194408061,BLG,NW2,1,0
BLG194408062,BLG,NW2,0,0
BLG194408180,BLG,NY6,0,0
BLG194408271,BLG,PH5,0,1
BLG194408272,BLG,PH5,0,0
BLG194408290,BLG,KCM,0,0
BOS194404180,BOS,NYA,0,0
BOS194404191,BOS,NYA,0,0
BOS194404192,BOS,NYA,0,0
BOS194404280,BOS,PHA,3,0
BOS194404290,BOS,PHA,0,0
BOS194405010,BOS,WS1,0,1
BOS194405020,BOS,WS1,0,0
BOS194405030,BOS,WS1,0,1
BOS194405100,BOS,CLE,0,0
BOS194405130,BOS,DET,0,1
BOS194405141,BOS,DET,0,2
BOS194405160,BOS,SLA,1,0
BOS194405171,BOS,SLA,1,0
BOS194405180,BOS,SLA,2,0
BOS194405200,BOS,CHA,1,1
BOS194405212,BOS,CHA,3,0
BOS194406070,BOS,NYA,0,0
BOS194406080,BOS,NYA,5,0
BOS194406141,BOS,PHA,2,0
BOS194406142,BOS,PHA,2,0
BOS194406150,BOS,PHA,1,0
BOS194406230,BOS,WS1,1,1
BOS194406251,BOS,WS1,0,0
BOS194406252,BOS,WS1,1,0
BOS194406290,BOS,CHA,0,0
BOS194407010,BOS,SLA,0,4
BOS194407021,BOS,SLA,0,0
BOS194407022,BOS,SLA,0,2
BOS194407060,BOS,DET,0,0
BOS194407070,BOS,CLE,0,1
BOS194407080,BOS,CLE,5,6
BOS194407091,BOS,CLE,0,0
BOS194408041,BOS,WS1,0,1
BOS194408050,BOS,WS1,1,0
BOS194408061,BOS,WS1,0,0
BOS194408062,BOS,WS1,2,2
BOS194408090,BOS,CHA,2,0
BOS194408100,BOS,CHA,1,0
BOS194408110,BOS,CHA,0,3
BOS194408120,BOS,CHA,0,2
BOS194408131,BOS,SLA,1,2
BOS194408132,BOS,SLA,0,0
BOS194408140,BOS,SLA,0,0
BOS194408150,BOS,SLA,1,0
BOS194408160,BOS,DET,1,0
BOS194408170,BOS,DET,0,1
BOS194408181,BOS,DET,0,2
BOS194408190,BOS,DET,1,1
BOS194408201,BOS,CLE,0,0
BOS194408202,BOS,CLE,6,0
BOS194408210,BOS,CLE,0,0
BOS194408220,BOS,CLE,1,0
BOS194409010,BOS,PHA,0,1
BOS194409020,BOS,PHA,5,0
BOS194409030,BOS,PHA,1,0
BOS194409080,BOS,NYA,3,2
BOS194409090,BOS,NYA,1,1
BOS194409101,BOS,NYA,0,0
BOS194409102,BOS,NYA,0,0
BRO194404210,BRO,NY1,0,1
BRO194404220,BRO,NY1,0,1
BRO194405020,BRO,BSN,1,0
BRO194405030,BRO,BSN,1,0
BRO194405050,BRO,PHI,0,0
BRO194405060,BRO,PHI,1,0
BRO194405230,BRO,NY1,1,0
BRO194405260,BRO,SLN,0,1
BRO194405270,BRO,CIN,0,0
BRO194405281,BRO,CIN,0,2
BRO194405282,BRO,CIN,1,0
BRO194405290,BRO,CIN,1,3
BRO194405301,BRO,PIT,2,0
BRO194405302,BRO,PIT,0,0
BRO194405310,BRO,PIT,1,0
BRO194406010,BRO,PIT,0,0
BRO194406020,BRO,CHN,0,0
BRO194406030,BRO,CHN,2,0
BRO194406041,BRO,CHN,0,0
BRO194406042,BRO,CHN,2,0
BRO194406070,BRO,PHI,2,0
BRO194406081,BRO,PHI,0,0
BRO194406082,BRO,PHI,2,0
BRO194406090,BRO,BSN,0,1
BRO194406111,BRO,BSN,1,1
BRO194406112,BRO,BSN,4,0
BRO194406190,BRO,NY1,0,0
BRO194406200,BRO,NY1,3,4
BRO194406210,BRO,NY1,0,1
BRO194406220,BRO,NY1,3,1
BRO194406230,BRO,PHI,0,0
BRO194406240,BRO,PHI,3,0
BRO194406251,BRO,PHI,0,0
BRO194406252,BRO,PHI,0,0
BRO194407180,BRO,SLN,0,2
