game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,htbf,gametype,umplf,umprf
BRO191508281,"""version 7RS(19) of 07/07/92""",PIT,BRO,1915/08/28,NYC15,1,0:00PM,day,false,"""154,73""","""Comly/Blau""","""Comly/Blau""",2001/05/06 10:14PM,easom101,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,116,0,ruckn101,harmb101,,,,,,
BRO191508282,"""version 7RS(19) of 07/07/92""",PIT,BRO,1915/08/28,NYC15,2,0:00PM,day,false,"""154,80""","""Comly/Blau""","""Comly/Blau""",2001/05/06 10:43PM,byrol901,easom101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,116,13000,pfefj101,kante101,,,,,,
BRO191508311,"""version 7RS(19) of 07/07/92""",PIT,BRO,1915/08/31,NYC15,1,0:00PM,day,false,"""154,73""","""Comly/Blau""","""Comly/Blau""",2001/05/06 11:17PM,riglc901,ortha101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,125,0,kellh102,coomj101,coopw101,,,,,
BRO191508312,"""version 7RS(19) of 07/07/92""",PIT,BRO,1915/08/31,NYC15,2,0:00PM,day,false,"""154,73""","""Comly/Blau""","""Comly/Blau""",2001/05/06 11:31PM,ortha101,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,7000,marqr102,kante101,,,,,,
BRO191509061,"""version 7RS(19) of 07/07/92""",PHI,BRO,1915/09/06,NYC15,1,0:00PM,day,false,"""270""","""Jim Herdman""","""Jim Herdman""",2014/02/24 10:59AM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,130,0,marqr102,alexg102,,,,,,
BRO191509062,"""version 7RS(19) of 07/07/92""",PHI,BRO,1915/09/06,NYC15,2,0:00PM,day,false,"""80""","""Cliff Blau""","""Cliff Blau""",2007/02/15 7:49PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,112,20000,pfefj101,rixee101,,,,,,
BRO191509070,"""version 7RS(19) of 07/07/92""",PHI,BRO,1915/09/07,NYC15,0,0:00PM,day,false,"""80""","""Cliff Blau""","""Cliff Blau""",2007/02/17 1:12PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,115,6000,dougp101,mcqug103,,,,,,
BRO191509081,"""version 7RS(19) of 07/07/92""",BSN,BRO,1915/09/08,NYC15,1,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2007/02/01 5:40PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,nehfa101,marqr102,hught107,,,,,
BRO191509082,"""version 7RS(19) of 07/07/92""",BSN,BRO,1915/09/08,NYC15,2,0:00PM,day,false,"""80""","""Cliff Blau""","""Cliff Blau""",2007/02/18 11:35AM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,105,20000,barnj102,ruckn101,,,,,,
BRO191509090,"""version 7RS(19) of 07/07/92""",BSN,BRO,1915/09/09,NYC15,0,0:00PM,day,false,"""80""","""Cliff Blau""","""Cliff Blau""",2007/02/19 7:40PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,94,4500,pfefj101,tylel101,,,,,,
BRO191509280,"""version 7RS(19) of 07/07/92""",PHI,BRO,1915/09/28,NYC15,0,0:00PM,day,false,"""73,444""","""Cliff Blau""","""Cliff Blau""",2007/02/06 1:24PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,102,2800,chalg101,chenl101,,,,,,
DET191904250,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/04/25,DET04,0,0:00PM,day,false,"""39""","""J.Costa""","""J.Costa""",1996/11/13 12:17PM,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,103,10000,ehmkh101,coves101,,,,,,
DET191904260,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/04/26,DET04,0,0:00PM,day,false,"""39""","""J.Costa""","""J.Costa""",1996/11/13 12:34PM,chilo901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,112,0,bagbj101,bolab101,,,,,,
DET191904270,"""version 7RS(19) of 07/07/92""",CHA,DET,1919/04/27,DET04,0,0:00PM,day,false,"""56,111""","""Wayne Townsend""","""Wayne Townsend""",2023/01/21 12:32PM,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,114,24000,willl104,daush101,,,,,,
DET191904290,"""version 7RS(19) of 07/07/92""",CHA,DET,1919/04/29,DET04,0,0:00PM,day,false,"""109""","""M. Pankin""","""M. Pankin""",2000/08/01 9:53PM,chilo901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,5000,cicoe101,ehmkh101,,,,,,
DET191904300,"""version 7RS(19) of 07/07/92""",CHA,DET,1919/04/30,DET04,0,0:00PM,day,false,"""109,56,111""","""M.Pankin,Wayne Townsend""","""M.Pankin,Wayne Townsend""",2023/01/22 3:22PM,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,112,0,kerrd101,erice101,,,,,,
DET191905120,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/05/12,DET04,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/01/22 4:45PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,126,0,mortg101,bolab101,coves101,,,,,
DET191905130,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/05/13,DET04,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/01/30 8:35AM,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,147,0,coumf101,daush101,coves101,,,,,
DET191905140,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/05/14,DET04,0,0:00PM,day,false,"""73,56,65,96,395,606""","""DWV/Cliff Blau""","""DWV/Cliff Blau""",2023/01/27 7:51PM,connt901,nalld901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,101,6000,thorh101,ehmkh101,,,,,,
DET191905150,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/05/15,DET04,0,0:00PM,day,false,"""56,96,395,606""","""Cliff Blau""","""Cliff Blau""",2023/01/28 7:59PM,nalld901,connt901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,133,0,shawb102,mitcw101,,,,,,
DET191905170,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/05/17,DET04,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/07/03 4:59PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,0,shawj101,bolab101,,,,,,
DET191905180,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/05/18,DET04,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/08/27 6:54PM,nalld901,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,23000,johnw102,ehmkh101,,,,,,
DET191905190,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/05/19,DET04,0,0:00PM,day,false,"""222""","""Frownfelter""","""Frownfelter""",2016/06/29 6:24PM,connt901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,0,daush101,ayerd101,,,,,,
DET191905210,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/05/21,DET04,0,0:00PM,day,false,"""56,71,163,274""","""Wayne Townsend""","""Wayne Townsend""",2023/01/30 3:01PM,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,129,4900,cunng101,dumog101,,,,,,
DET191905220,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/05/22,DET04,0,0:00PM,day,false,"""276,71,163,274,194,56""","""David W. Smith""","""David W. Smith""",2023/01/30 10:00PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,128,8000,loves101,jones104,,,,,,
DET191905240,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/05/24,DET04,0,0:00PM,day,false,"""56,71,163""","""Jim Herdman""","""Jim Herdman""",2023/01/30 7:58PM,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,11000,ehmkh101,maysc101,,,,,,
DET191905250,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/05/25,DET04,0,0:00PM,day,false,"""56,266""","""David W. Smith""","""David W. Smith""",2023/01/31 9:07PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,107,18000,daush101,roget101,,,,,,
DET191905260,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/05/26,DET04,0,0:00PM,day,false,"""74,56,266""","""Cliff Blau""","""Cliff Blau""",2023/01/31 8:15PM,owenb901,dinnb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,129,0,perrs101,cunng101,kinnw101,,,,,
DET191905270,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/05/27,DET04,0,0:00PM,day,false,"""74,56,266""","""Rob Wood""","""Rob Wood""",2023/01/25 6:45PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,95,0,leond102,johnj102,,,,,,
DET191905301,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/05/30,DET04,1,0:00PM,day,false,"""102,410""","""Rob Wood/RWood""","""Rob Wood/RWood""",2023/01/25 11:17PM,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,93,10000,ehmkh101,weilc101,,,,,,
DET191905302,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/05/30,DET04,2,0:00PM,day,false,"""56,102,128,208""","""Wayne Townsend""","""Wayne Townsend""",2023/02/02 11:07AM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,sunny,90,17000,daush101,shocu101,,,,,,
DET191905310,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/05/31,DET04,0,0:00PM,day,false,"""56,102,208""","""Jim Herdman""","""Jim Herdman""",2023/02/03 1:07AM,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,0,0,koobe101,mitcw101,sotha101,,,,,
DET191906010,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/06/01,DET04,0,0:00PM,day,false,"""56,102,128,208""","""Wayne Townsend""","""Wayne Townsend""",2023/02/02 3:22PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,sunny,113,18000,leond102,koobe101,,,,,,
DET191906021,,CHA,DET,1919/06/02,DET04,1,0:00,day,false,"""109""","""""","""DWV""",,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,96,0,ehmkh101,faber101,,,,,,
DET191906022,"""version 7RS(19) of 07/07/92""",CHA,DET,1919/06/02,DET04,2,0:00PM,day,false,"""109,56,111""","""DWV,Wayne Townsend""","""DWV,Wayne Townsend""",2023/02/04 2:30PM,dinnb101,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,98,12000,bolab101,willl104,,,,,,
DET191906030,,CHA,DET,1919/06/03,DET04,0,0:00,day,false,"""109""","""""","""DWV""",,owenb901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,8600,daush101,lowdg101,,,,,,
DET191906220,"""version 7RS(19) of 07/07/92""",CHA,DET,1919/06/22,DET04,0,0:00PM,day,false,TSN Box,,,,morig101,hildg101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,96,15000,daush101,shelf101,,,,,,
DET191906230,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/06/23,DET04,0,0:00PM,day,false,"""56,102,128,208""","""Cliff Blau""","""Cliff Blau""",2023/02/13 7:38PM,hildg101,morig101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,0,leond102,shocu101,,,,,,
DET191906240,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/06/24,DET04,0,0:00PM,day,false,"""56,102,128,208""","""Wayne Townsend""","""Wayne Townsend""",2023/02/13 2:43PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,100,0,ehmkh101,gallb103,,,,,,
DET191906260,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/06/26,DET04,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/02/09 8:31AM,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,0,bolab101,jasph101,,,,,,
DET191906270,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/06/27,DET04,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/02/05 8:44PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,86,0,daush101,bagbj101,,,,,,
DET191906280,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/06/28,DET04,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/02/09 10:49AM,hildg101,morig101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,18000,leond102,coves101,,,,,,
DET191906290,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/06/29,DET04,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/02/09 10:58PM,morig101,hildg101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,24000,ehmkh101,mortg101,,,,,,
DET191907090,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/07/09,DET04,0,0:00PM,day,false,"""56,222,408a,427""","""Wayne Townsend""","""Wayne Townsend""",2023/02/21 3:14PM,nalld901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,103,5000,bolab101,shawj101,,,,,,
DET191907101,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/07/10,DET04,1,0:00PM,day,false,"""56,222,408,408a,427,212""","""Jim Herdman/RWood""","""Jim Herdman/RWood""",2023/02/23 9:23AM,evanb901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,116,0,daush101,crafm101,,,,,,
DET191907102,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/07/10,DET04,2,0:00PM,day,false,"""56,222,408,408a,427,212""","""Jim Herdman/RWood""","""Jim Herdman/RWood""",2023/02/22 7:15AM,nalld901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,10000,johnw102,leond102,,,,,,
DET191907110,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/07/11,DET04,0,0:00PM,day,false,"""56,222,408a,408,427""","""Cliff Blau""","""Cliff Blau""",2023/02/23 7:51PM,evanb901,nalld901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,loves101,harph101,,,,,,
DET191907120,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/07/12,DET04,0,0:00PM,day,false,"""56,395,606,96""","""David W. Smith""","""David W. Smith""",2023/02/23 6:48PM,nalld901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,130,0,ehmkh101,mogrg101,,,,,,
DET191907130,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/07/13,DET04,0,0:00PM,day,false,"""56,96,395,606""","""Jim Herdman""","""Jim Herdman""",2023/02/24 3:23PM,evanb901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,146,25000,bolab101,shawb102,,,,,,
DET191907140,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/07/14,DET04,0,0:00PM,day,false,"""56,395,606,96""","""David W. Smith""","""David W. Smith""",2023/02/25 2:34PM,nalld901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,104,10000,leond102,quinj102,,,,,,
DET191907151,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/07/15,DET04,1,0:00PM,day,false,"""56,395,606,96,212""","""David W. Smith/RWood""","""David W. Smith/RWood""",2023/02/26 4:28PM,evanb901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,113,0,daush101,shore101,,,,,,
DET191907152,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/07/15,DET04,2,0:00PM,day,false,"""56,395,606,96,212""","""David W. Smith/RWood""","""David W. Smith/RWood""",2023/02/26 4:40PM,nalld901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,65,0,mogrg101,bolab101,,,,,,
DET191907160,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/07/16,DET04,0,0:00PM,day,false,"""56,74,266""","""Jim Herdman""","""Jim Herdman""",2023/02/27 5:36PM,chilo901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,177,0,ehmkh101,perrs101,,,,,,
DET191907170,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/07/17,DET04,0,0:00PM,day,false,"""56,74,266""","""Wayne Townsend""","""Wayne Townsend""",2023/02/27 10:23AM,dinnb101,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,0,loves101,kinnw101,,,,,,
DET191907180,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/07/18,DET04,0,0:00PM,day,false,TSN Box,,,,chilo901,dinnb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,0,leond102,naylr101,,,,,,
DET191907190,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/07/19,DET04,0,0:00PM,day,false,"""56,74,266""","""Jim Herdman""","""Jim Herdman""",2023/02/28 9:46PM,dinnb101,chilo901,(none),(none),park,none,0,unknown,-1,dry,none,unknown,105,10000,daush101,kinnw101,,,,,,
DET191907200,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/07/20,DET04,0,0:00PM,day,false,"""56,71,163,274""","""Wayne Townsend""","""Wayne Townsend""",2023/03/01 12:10PM,chilo901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,125,22000,pennh101,bolab101,,,,,,
DET191907210,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/07/21,DET04,0,0:00PM,day,false,"""71,163,274,56""","""David W,Smith""","""David W. Smith""",2023/03/02 7:00PM,dinnb101,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,140,0,ehmkh101,ruthb101,,,,,,
DET191907220,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/07/22,DET04,0,0:00PM,day,false,"""71,163,274,56""","""David W. Smith""","""David W. Smith""",2023/03/03 4:21PM,chilo901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,8000,leond102,mussp101,,,,,,
DET191907230,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/07/23,DET04,0,0:00PM,day,false,"""71,163,274,56""","""David W. Smith""","""David W. Smith""",2023/03/04 9:27PM,dinnb101,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,10000,jones104,loves101,,,,,,
DET191908140,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/08/14,DET04,0,0:00PM,day,false,"""73,56,96,395,606""","""Cliff Blau""","""Cliff Blau""",2023/03/11 7:19PM,owenb901,chilo901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,210,18000,mogrg101,ayerd101,shawb102,,,,,
DET191908150,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/08/15,DET04,0,0:00PM,day,false,"""73,56,96,395,606,212""","""DWV,Wayne Townsend/RWood""","""DWV,Wayne Townsend/RWood""",2023/03/11 11:39AM,chilo901,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,102,16000,daush101,shawb102,,,,,,
DET191908160,"""version 7RS(19) of 07/07/92""",NYA,DET,1919/08/16,DET04,0,0:00PM,day,false,"""73,56,96,395,606""","""DWV/Cliff Blau""","""DWV/Cliff Blau""",2023/03/12 3:51PM,owenb901,chilo901,(none),(none),unknown,none,0,unknown,-1,soaked,none,unknown,115,10000,ayerd101,thorh101,,,,,,
DET191908170,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/08/17,DET04,0,0:00PM,day,false,"""56,222,408,408a,427""","""Wayne Townsend""","""Wayne Townsend""",2023/03/12 11:32AM,chilo901,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,128,31000,johnw102,leond102,,,,,,
DET191908180,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/08/18,DET04,0,0:00PM,day,false,"""56,408,408a,427,212""","""Jim Herdman/RWood""","""Jim Herdman/RWood""",2023/03/12 3:08PM,owenb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,10000,bolab101,shawj101,,,,,,
DET191908190,"""version 7RS(19) of 07/07/92""",WS1,DET,1919/08/19,DET04,0,0:00PM,day,false,"""222,408,427,56""","""David W. Smith""","""David W. Smith""",2023/03/18 8:05AM,chilo901,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,115,8000,daush101,harph101,,,,,,
DET191908200,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/08/20,DET04,0,0:00PM,day,false,"""56,74,266""","""Cliff Blau""","""Cliff Blau""",2023/03/18 4:18PM,connt901,dinnb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,103,7000,ayerd101,noyew101,,,,,,
DET191908210,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/08/21,DET04,0,0:00PM,day,false,"""74,56,266""","""David W. Smith""","""David W. Smith""",2023/03/18 6:03PM,dinnb101,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,88,5000,leond102,naylr101,,,,,,
DET191908220,"""version 7RS(19) of 07/07/92""",PHA,DET,1919/08/22,DET04,0,0:00PM,day,false,"""56,74,266""","""Wayne Townsend""","""Wayne Townsend""",2023/03/19 2:05PM,connt901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,0,bolab101,kinnw101,,,,,,
DET191908230,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/08/23,DET04,0,0:00PM,day,false,"""71,163,274,56,212""","""David W. Smith/RWood""","""David W. Smith/RWood""",2023/03/19 9:56PM,dinnb101,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,102,22000,daush101,hoytw101,,,,,,
DET191908240,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/08/24,DET04,0,0:00PM,day,false,"""56,71,163,274""","""Wayne Townsend""","""Wayne Townsend""",2023/03/20 3:56PM,connt901,dinnb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,167,25000,pennh101,leond102,russa101,,,,,
DET191908250,"""version 7RS(19) of 07/07/92""",BOS,DET,1919/08/25,DET04,0,0:00PM,day,false,"""71,163,274,56""","""David W. Smith""","""David W. Smith""",2023/03/21 2:53PM,dinnb101,connt901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,120,5000,russa101,leond102,,,,,,
DET191909011,"""version 7RS(19) of 07/07/92""",CHA,DET,1919/09/01,DET04,1,0:00PM,day,false,277,"""Dick Cramer""","""Dick Cramer""",2016/09/05 10:30AM,evanb901,chilo901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,110,24000,willl104,daush101,,,,,,
DET191909012,"""version 7RS(19) of 07/07/92""",CHA,DET,1919/09/01,DET04,2,0:00PM,day,false,277,"""Dick Cramer""","""Dick Cramer""",2016/09/05 4:00PM,chilo901,evanb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,104,21000,cicoe101,bolab101,,,,,,
DET191909020,"""version 7RS(19) of 07/07/92""",CHA,DET,1919/09/02,DET04,0,0:00PM,day,false,"""277,56,111""","""Rob Wood""","""Rob Wood""",2023/04/04 11:33AM,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,175,10000,ehmkh101,kerrd101,,,,,,
DET191909040,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/09/04,DET04,0,0:00PM,day,false,"""56,102,128,208""","""Jim Herdman""","""Jim Herdman""",2023/03/23 2:05PM,chilo901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,107,0,leond102,maper101,,,,,,
DET191909050,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/09/05,DET04,0,0:00PM,day,false,"""208,128,102,56""","""David W. Smith""","""David W. Smith""",2023/03/24 12:26PM,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,103,0,daush101,gallb103,,,,,,
DET191909070,"""version 7RS(19) of 07/07/92""",SLA,DET,1919/09/07,DET04,0,0:00PM,day,false,"""208,128,102,56""","""David W. Smith""","""David W. Smith""",2023/03/25 7:11PM,evanb901,chilo901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,107,16000,sotha101,bolab101,,,,,,
DET191909240,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/09/24,DET04,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/03/25 8:24PM,owenb901,nalld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,101,0,leond102,bagbj101,,,,,,
DET191909250,"""version 7RS(19) of 07/07/92""",CLE,DET,1919/09/25,DET04,0,0:00PM,day,false,"""39""","""Rob Wood""","""Rob Wood""",2023/03/25 9:12PM,nalld901,owenb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,0,0,bolab101,myere101,,,,,,
WS1191504140,"""version 7RS(19) of 07/07/92""",NYA,WS1,1915/04/14,WAS09,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2006/08/25 4:43PM,evanb901,mulld901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,102,15556,johnw102,warhj101,,,,,,
WS1191504150,"""version 7RS(19) of 07/07/92""",NYA,WS1,1915/04/15,WAS09,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2006/08/25 8:00PM,mulld901,evanb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,130,6821,fishr101,ayerd101,,,,,,
WS1191504160,"""version 7RS(19) of 07/07/92""",NYA,WS1,1915/04/16,WAS09,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2006/08/26 10:33AM,evanb901,mulld901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,115,3109,gallb103,browb103,,,,,,
WS1191504170,"""version 7RS(19) of 07/07/92""",BOS,WS1,1915/04/17,WAS09,0,0:00PM,day,false,"""163,222,269,408,408a,427""","""Wayne Townsend""","""Wayne Townsend""",2024/02/24 6:04PM,mulld901,evanb901,(none),(none),park,none,0,fromlf,-1,unknown,unknown,sunny,120,4710,shore101,boehj101,,,,,,
WS1191504190,"""version 7RS(19) of 07/07/92""",BOS,WS1,1915/04/19,WAS09,0,0:00PM,day,false,"""71,163,574,222,408,408a,427""","""David W. Smith""","""David W. Smith""",2024/02/26 5:33PM,evanb901,mulld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,5225,johnw102,collr103,,,,,,
WS1191504200,"""version 7RS(19) of 07/07/92""",BOS,WS1,1915/04/20,WAS09,0,0:00PM,day,false,"""71,163,574,222,408,408a,427""","""David W. Smith""","""David W. Smith""",2024/02/27 1:13PM,mulld901,evanb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,110,1921,fostr103,gallb103,,,,,,
WS1191504210,"""version 7RS(19) of 07/07/92""",BOS,WS1,1915/04/21,WAS09,0,0:00PM,day,false,"""71,163,574,222,408,408a,427""","""David W. Smith""","""David W. Smith""",2024/02/28 4:39PM,evanb901,mulld901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,100,2258,boehj101,collr103,,,,,,
