game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,scorer,translator,inputter,inputtime,umphome,ump1b,ump2b,ump3b,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,htbf,gametype,umplf,umprf
CIN191804160,"""version 7RS(19) of 07/07/92""",PIT,CIN,1918/04/16,CIN07,0,0:00PM,day,false,"""139""","""Cliff Blau""","""Cliff Blau""",2000/12/23 9:57PM,odayh101,byrol901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,80,20000,schnp101,coopw101,,,,,,
CIN191804170,"""version 7RS(19) of 07/07/92""",PIT,CIN,1918/04/17,CIN07,0,0:00PM,day,false,"""139""","""Cliff Blau""","""Cliff Blau""",2000/12/24 3:54PM,byrol901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,127,1500,hamie101,regam101,,,,,,
CIN191804180,"""version 7RS(19) of 07/07/92""",PIT,CIN,1918/04/18,CIN07,0,0:00PM,day,false,"""139""","""Cliff Blau""","""Cliff Blau""",2000/12/24 10:43AM,odayh101,byrol901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,128,1800,conls101,harmb101,,,,,,
CIN191804210,"""version 7RS(19) of 07/07/92""",CHN,CIN,1918/04/21,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/24 7:51PM,quige901,harrp901,(none),(none),park,none,0,unknown,-1,unknown,rain,unknown,110,2000,alexg102,ruetd101,,,,,,
CIN191804220,"""version 7RS(19) of 07/07/92""",CHN,CIN,1918/04/22,CIN07,0,0:00PM,day,false,"""109,487""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/02/20 1:13PM,harrp901,quige901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,120,2200,elleh101,vaugh101,,,,,,
CIN191804230,"""version 7RS(19) of 07/07/92""",CHN,CIN,1918/04/23,CIN07,0,0:00PM,day,false,TSN Box,,,,quige901,harrp901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,100,500,bresr101,tylel101,,,,,,
CIN191804280,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/04/28,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/25 9:09AM,odayh101,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,cloudy,136,4500,sherb101,schnp101,,,,,,
CIN191804300,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/04/30,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/25 1:24PM,byrol901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,cloudy,93,1500,bresr101,packg101,,,,,,
CIN191805010,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/05/01,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/25 8:02PM,byrol901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,124,1000,may-j102,elleh101,,,,,,
CIN191805051,"""version 7RS(19) of 07/07/92""",PIT,CIN,1918/05/05,CIN07,1,0:00PM,day,false,"""139""","""Cliff Blau""","""Cliff Blau""",2000/12/29 8:36PM,odayh101,byrol901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,97,0,tonef101,jacoe101,,,,,,
CIN191805052,"""version 7RS(19) of 07/07/92""",PIT,CIN,1918/05/05,CIN07,2,0:00PM,day,false,"""139""","""Cliff Blau""","""Cliff Blau""",2000/12/30 8:52AM,byrol901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,137,12000,harmb101,schnp101,steeb103,,,,,
CIN191805130,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/05/13,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/26 8:32AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,126,1500,bresr101,grimb101,elleh101,,,,,
CIN191805140,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/05/14,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/26 1:16PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,97,1800,smitg104,grind101,,,,,,
CIN191805150,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/05/15,CIN07,0,0:00PM,day,false,"""73,96,240,395,572,606,610""","""Blau/Herdman""","""Blau/Herdman""",2023/04/30 8:04PM,byrol901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,94,4500,elleh101,bentr102,,,,,,
CIN191805160,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/05/16,CIN07,0,0:00PM,day,false,"""73,487""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/03/20 12:47PM,odayh101,byrol901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,121,2500,tonef101,tesrj101,,,,,,
CIN191805170,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/05/17,CIN07,0,0:00PM,day,false,"""73,487""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/03/20 4:19PM,byrol901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,102,3800,bresr101,perrp101,,,,,,
CIN191805180,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/05/18,CIN07,0,0:00PM,day,false,"""73.487""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/03/20 8:00PM,odayh101,byrol901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,110,5000,salls101,smitg104,,,,,,
CIN191805190,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/05/19,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/26 3:54PM,odayh101,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,overcast,117,6000,elleh101,barnj102,,,,,,
CIN191805200,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/05/20,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/26 7:25PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,96,2000,tonef101,ragap101,,,,,,
CIN191805210,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/05/21,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/27 12:20PM,morac102,riglc901,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,116,8000,bresr101,nehfa101,,,,,,
CIN191805220,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/05/22,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/27 3:59PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,122,3000,filld101,schnp101,,,,,,
CIN191805230,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/05/23,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/27 7:45PM,morac102,riglc901,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,103,2500,hearb102,elleh101,,,,,,
CIN191805240,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/05/24,CIN07,0,0:00PM,day,false,"""119,487""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/04/20 6:22PM,harrp901,quige901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,127,2500,tonef101,watsm102,,,,,,
CIN191805250,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/05/25,CIN07,0,0:00PM,day,false,"""119,240,266,572""","""Doug Burks/RWood""","""Doug Burks/RWood""",2008/03/02 7:07AM,harrp901,quige901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,97,4500,smitg104,oescj101,,,,,,
CIN191805260,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/05/26,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/28 1:38PM,quige901,harrp901,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,112,10000,hoggb102,schnp101,prenm101,,,,,
CIN191805270,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/05/27,CIN07,0,0:00PM,day,false,"""119,240""","""Cliff Blau/Smith/RWood""","""Cliff Blau/Smith/RWood""",2009/06/22 12:30PM,quige901,harrp901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,92,1800,mayee101,elleh101,,,,,,
CIN191806020,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/06/02,CIN07,0,0:00PM,day,false,"""487""","""Cliff Blau""","""Cliff Blau""",2015/04/28 4:34PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,cloudy,108,6000,prenm101,tonef101,,,,,,
CIN191806231,"""version 7RS(19) of 07/07/92""",PIT,CIN,1918/06/23,CIN07,1,0:00PM,day,false,"""139""","""Cliff Blau""","""Cliff Blau""",2001/02/25 5:57PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,82,0,mayee101,tonef101,,,,,,
CIN191806232,"""version 7RS(19) of 07/07/92""",PIT,CIN,1918/06/23,CIN07,2,0:00PM,day,false,"""139""","""Cliff Blau""","""Cliff Blau""",2001/02/25 8:35PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,128,6000,harmb101,tonef101,,,,,,
CIN191806240,"""version 7RS(19) of 07/07/92""",PIT,CIN,1918/06/24,CIN07,0,0:00PM,day,false,"""139""","""Cliff Blau""","""Cliff Blau""",2001/03/01 10:58PM,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,105,600,millf102,schnp101,,,,,,
CIN191806270,"""version 7RS(19) of 07/07/92""",CHN,CIN,1918/06/27,CIN07,0,0:00PM,day,false,"""277,111,240""","""Rob Wood""","""Rob Wood""",2023/04/29 8:15AM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,91,1200,dougp101,regam101,cartp101,,,,,
CIN191806290,"""version 7RS(19) of 07/07/92""",CHN,CIN,1918/06/29,CIN07,0,0:00PM,day,false,TSN Box,,,,klemb901,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,94,3000,vaugh101,tonef101,,,,,,
CIN191806301,"""version 7RS(19) of 07/07/92""",CHN,CIN,1918/06/30,CIN07,1,0:00PM,day,false,"""111,240,572,610""","""Wayne Townsend""","""Wayne Townsend""",2023/05/27 3:57AM,harrp901,quige901,(none),(none),park,none,0,unknown,-1,unknown,none,overcast,141,0,ringj101,hendc101,,,,,,
CIN191806302,"""version 7RS(19) of 07/07/92""",CHN,CIN,1918/06/30,CIN07,2,0:00PM,day,false,"""111,240,572,610""","""Wayne Townsend""","""Wayne Townsend""",2023/05/27 5:06AM,quige901,harrp901,(none),(none),park,none,0,unknown,-1,soaked,unknown,overcast,143,5000,,,,,,,,
CIN191807060,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/07/06,CIN07,0,0:00PM,day,false,"""119,240,266,572""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2009/07/13 3:42PM,morac102,riglc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,135,771,schnp101,jacoe101,tonef101,,,,,
CIN191807071,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/07/07,CIN07,1,0:00PM,day,false,"""240,266""","""Rob Wood""","""Rob Wood""",2023/05/26 12:11PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,112,0,ringj101,hoggb102,,,,,,
CIN191807072,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/07/07,CIN07,2,0:00PM,day,false,"""240,266,572""","""Rob Wood""","""Rob Wood""",2023/05/26 3:53PM,morac102,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,109,3700,watsm102,tonef101,oescj101,,,,,
CIN191807080,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/07/08,CIN07,0,0:00PM,day,false,"""119,240,266,572,610""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2009/07/14 11:42AM,riglc901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,117,1000,elleh101,oescj101,,,,,,
CIN191807101,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/07/10,CIN07,1,0:00PM,day,false,"""141,240,395,572,589,591""","""Rob Wood""","""Rob Wood""",2023/05/29 12:09PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,83,0,ringj101,coomj101,,,,,,
CIN191807102,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/07/10,CIN07,2,0:00PM,day,false,"""141,240,395,572,589,591""","""Rob Wood""","""Rob Wood""",2023/05/29 2:43PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,80,2000,regam101,grimb101,,,,,,
CIN191807110,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/07/11,CIN07,0,0:00PM,day,false,"""141,240,606,591,589,395,572""","""David W. Smith""","""David W. Smith""",2023/05/28 1:42PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,87,800,tonef101,marqr102,,,,,,
CIN191807131,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/07/13,CIN07,1,0:00PM,day,false,"""141,240,395,572,589,591""","""Rob Wood""","""Rob Wood""",2023/06/02 3:56PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,86,0,elleh101,chenl101,,,,,,
CIN191807132,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/07/13,CIN07,2,0:00PM,day,false,"""141,240,395,572,589,591""","""Rob Wood""","""Rob Wood""",2023/06/02 9:43PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,93,2000,schnp101,grimb101,regam101,,,,,
CIN191807140,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/07/14,CIN07,0,0:00PM,day,false,"""96,240,395,572,606""","""Wayne Townsend""","""Wayne Townsend""",2023/05/30 9:06PM,klemb901,emslb101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,107,7000,ringj101,demaa101,,,,,,
CIN191807150,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/07/15,CIN07,0,0:00PM,day,false,"""73,96,240""","""Cliff Blau/Smith""","""Cliff Blau/Smith""",2008/05/04 8:05PM,byrol901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,93,0,salls101,tonef101,,,,,,
CIN191807171,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/07/17,CIN07,1,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2008/05/05 1:11PM,byrol901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,82,0,schnp101,perrp101,,,,,,
CIN191807172,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/07/17,CIN07,2,0:00PM,day,false,"""73,96,240,395,572,606""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2008/05/05 3:33PM,odayh101,byrol901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,93,0,causr101,elleh101,,,,,,
CIN191807190,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/07/19,CIN07,0,0:00PM,day,false,"""71,163,274,572""","""Cliff Blau""","""Cliff Blau""",2023/06/01 4:16PM,byrol901,odayh101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,regam101,rudod101,,,,,,
CIN191807200,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/07/20,CIN07,0,0:00PM,day,false,"""71,163,274,240,572,269""","""David W. Smith/Bill Way""","""David W. Smith/RWood""",2023/06/01 4:24PM,odayh101,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,118,0,nehfa101,schnp101,,,,,,
CIN191807211,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/07/21,CIN07,1,0:00PM,day,false,"""71,163,240,273""","""Rob Wood""","""Rob Wood""",2023/06/06 1:02PM,odayh101,byrol901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,96,0,ragap101,tonef101,,,,,,
CIN191807212,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/07/21,CIN07,2,0:00PM,day,false,"""71,163,240,273""","""Rob Wood""","""Rob Wood""",2023/06/06 5:53PM,byrol901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,94,7500,ringj101,canah101,,,,,,
CIN191808100,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/08/10,CIN07,0,0:00PM,day,false,"""128,102,208,240,572""","""Rob Wood""","""Rob Wood""",2023/06/01 6:07PM,byrol901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,135,0,elleh101,meadl101,,,,,,
CIN191808111,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/08/11,CIN07,1,0:00PM,day,false,"""208,240,572""","""Wayne Townsend""","""Wayne Townsend""",2023/06/15 1:15AM,byrol901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,103,0,elleh101,doakb101,,,,,,
CIN191808112,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/08/11,CIN07,2,0:00PM,day,false,"""208,240,572""","""Wayne Townsend""","""Wayne Townsend""",2023/06/15 3:01AM,byrol901,odayh101,(none),(none),park,none,0,unknown,-1,unknown,none,sunny,126,5000,packg101,luqud101,,,,,,
CIN191808150,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/08/15,CIN07,0,0:00PM,day,false,"""73,96,240,395,572,606""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2008/05/12 3:59PM,riglc901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,139,0,luqud101,causr101,,,,,,
CIN191808160,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/08/16,CIN07,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2008/05/12 7:42PM,morac102,riglc901,(none),(none),unknown,none,0,unknown,-1,unknown,none,sunny,97,0,schnp101,steeb103,,,,,,
CIN191808170,"""version 7RS(19) of 07/07/92""",NY1,CIN,1918/08/17,CIN07,0,0:00PM,day,false,"""73,240,572""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2008/05/13 1:10PM,riglc901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,116,0,elleh101,perrp101,,,,,,
CIN191808190,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/08/19,CIN07,0,0:00PM,day,false,"""141,240,395,572,589,591,606""","""Jim Herdman""","""Jim Herdman""",2023/06/07 7:30PM,morac102,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,113,0,schnp101,marqr102,,,,,,
CIN191808200,"""version 7RS(19) of 07/07/92""",BRO,CIN,1918/08/20,CIN07,0,0:00PM,day,false,"""141,606,592,589,240,572""","""David W. Smith""","""David W. Smith""",2023/06/08 1:44PM,morac102,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,91,0,grimb101,ringj101,,,,,,
CIN191808210,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/08/21,CIN07,0,0:00PM,day,false,"""119,240,266,572""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2009/08/14 3:56PM,morac102,riglc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,134,0,elleh101,hoggb102,,,,,,
CIN191808220,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/08/22,CIN07,0,0:00PM,day,false,"""119,240,266,572""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2009/08/15 9:16AM,riglc901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,109,0,schnp101,fortg101,,,,,,
CIN191808230,"""version 7RS(19) of 07/07/92""",PHI,CIN,1918/08/23,CIN07,0,0:00PM,day,false,"""119,240,266,572""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2009/08/15 1:20PM,morac102,riglc901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,133,0,luqud101,jacoe101,,,,,,
CIN191808240,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/08/24,CIN07,0,0:00PM,day,false,"""71,163,240,572""","""Cliff Blau""","""Cliff Blau""",2023/06/09 4:12PM,riglc901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,134,0,mitcr101,georl101,,,,,,
CIN191808251,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/08/25,CIN07,1,0:00PM,day,false,"""71,163,240,274,572""","""Rob Wood""","""Rob Wood""",2023/06/16 12:15PM,morac102,riglc901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,132,0,nortj102,elleh101,,,,,,
CIN191808252,"""version 7RS(19) of 07/07/92""",BSN,CIN,1918/08/25,CIN07,2,0:00PM,day,false,"""71,163,240,274,572""","""Rob Wood""","""Rob Wood""",2023/06/16 3:35PM,riglc901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,89,7800,ringj101,nehfa101,,,,,,
CIN191809011,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/09/01,CIN07,1,0:00PM,day,false,"""208,240,572""","""Wayne Townsend""","""Wayne Townsend""",2023/06/17 1:28AM,klemb901,morac102,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,108,0,elleh101,meadl101,,,,,,
CIN191809012,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/09/01,CIN07,2,0:00PM,day,false,"""208,240,572""","""Wayne Townsend""","""Wayne Townsend""",2023/06/17 4:52AM,morac102,klemb901,(none),(none),park,none,0,unknown,-1,unknown,unknown,unknown,105,7000,ringj101,amesr101,,,,,,
CIN191809021,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/09/02,CIN07,1,0:00PM,day,false,"""208,240,572""","""Cliff Blau""","""Cliff Blau""",2023/06/16 8:07PM,klemb901,morac102,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,97,0,mitcr101,packg101,,,,,,
CIN191809022,"""version 7RS(19) of 07/07/92""",SLN,CIN,1918/09/02,CIN07,2,0:00PM,day,false,"""208,240,572""","""Cliff Blau""","""Cliff Blau""",2023/06/16 8:15PM,morac102,klemb901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,77,7000,luqud101,tuero101,,,,,,
NY1191304100,"""version 7RS(19) of 07/07/92""",BSN,NY1,1913/04/10,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/07/31 1:16PM,klemb901,ortha101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,110,22000,perdh101,tesrj101,,,,,,
NY1191304140,"""version 7RS(19) of 07/07/92""",BRO,NY1,1913/04/14,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/02 1:14PM,klemb901,ortha101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,105,5000,allef101,tesrj101,,,,,,
NY1191304220,"""version 7RS(19) of 07/07/92""",PHI,NY1,1913/04/22,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/11 7:43PM,riglc901,byrol901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,170,15000,,,,,,,,
NY1191304230,"""version 7RS(19) of 07/07/92""",PHI,NY1,1913/04/23,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/13 7:47PM,riglc901,byrol901,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,86,10000,mathc102,brena101,,,,,,
NY1191304240,"""version 7RS(19) of 07/07/92""",PHI,NY1,1913/04/24,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/14 7:59PM,klemb901,ortha101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,107,12000,amesr101,moore103,,,,,,
NY1191304250,"""version 7RS(19) of 07/07/92""",PHI,NY1,1913/04/25,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/16 1:32PM,klemb901,ortha101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,124,10000,,,,,,,,
NY1191305060,"""version 7RS(19) of 07/07/92""",CIN,NY1,1913/05/06,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/30 7:53PM,brenb901,easom101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,128,3500,tesrj101,suggg101,demaa101,,,,,
NY1191305070,"""version 7RS(19) of 07/07/92""",CIN,NY1,1913/05/07,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/31 7:58PM,brenb901,easom101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,108,3500,mathc102,bentr102,,,,,,
NY1191305080,"""version 7RS(19) of 07/07/92""",CIN,NY1,1913/05/08,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2013/09/02 1:02PM,brenb901,easom101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,115,5000,johnc102,tesrj101,,,,,,
NY1191305090,"""version 7RS(19) of 07/07/92""",CIN,NY1,1913/05/09,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/03 3:51PM,brenb901,easom101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,114,3000,froma101,marqr102,,,,,,
NY1191305100,"""version 7RS(19) of 07/07/92""",CHN,NY1,1913/05/10,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/04 3:37PM,klemb901,ortha101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,107,25000,chenl101,demaa101,,,,,,
NY1191305120,"""version 7RS(19) of 07/07/92""",CHN,NY1,1913/05/12,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/05 3:49PM,klemb901,ortha101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,83,7500,mathc102,richl102,,,,,,
NY1191305130,"""version 7RS(19) of 07/07/92""",CHN,NY1,1913/05/13,NYC14,0,0:00PM,day,false,"""277""","""Cliff Blau""","""Cliff Blau""",2013/09/06 7:47PM,klemb901,ortha101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,122,8000,tesrj101,tonef101,,,,,,
NY1191305140,"""version 7RS(19) of 07/07/92""",CHN,NY1,1913/05/14,NYC14,0,0:00PM,day,false,"""73""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2013/09/07 7:58PM,klemb901,ortha101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,149,11000,marqr102,lavej101,amesr101,,,,,
NY1191305150,"""version 7RS(19) of 07/07/92""",PIT,NY1,1913/05/15,NYC14,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2004/12/27 7:35PM,odayh101,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,105,7000,robih102,demaa101,,,,,,
NY1191305160,"""version 7RS(19) of 07/07/92""",PIT,NY1,1913/05/16,NYC14,0,0:00PM,day,false,"""137""","""Greg Beston""","""Greg Beston""",2005/01/03 5:29PM,odayh101,emslb101,(none),(none),unknown,none,0,unknown,-1,unknown,unknown,unknown,115,7000,mathc102,otoom101,,,,,,
