game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,translator,oscorer
HOU198605150,NYN,HOU,HOU02,1986/05/15,0,0:00PM,night,false,weyel901,rennd901,brocf901,monte901,"""Steve Mattan""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,13856,darlr001,ryann001,,knigr001,,
HOU198605160,CHN,HOU,HOU02,1986/05/16,0,0:00PM,night,false,ripps901,pullf901,westj901,willb901,"""Galbreath""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,17802,solaj001,ballj001,smitd001,thond001,,
HOU198605170,CHN,HOU,HOU02,1986/05/17,0,0:00PM,night,false,pullf901,westj901,willb901,ripps901,"""M.Podrazik""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,160,37483,scotm001,trous001,,hatcb001,,
HOU198605180,CHN,HOU,HOU02,1986/05/18,0,0:00PM,day,false,westj901,willb901,ripps901,pullf901,"""Galbreath""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,176,14483,hoffg002,knepb001,smitl001,sands001,,
HOU198605200,PIT,HOU,HOU02,1986/05/20,0,0:00PM,night,false,davib902,kiblj901,froeb901,marsr901,"""Peter Palmieri Jr""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,8711,walkb001,ryann001,,browm002,,
HOU198605210,PIT,HOU,HOU02,1986/05/21,0,0:00PM,night,false,kiblj901,froeb901,marsr901,davib902,"""Bob Wertzberger""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,142,6990,rhodr001,scotm001,,morrj002,,
HOU198605220,PIT,HOU,HOU02,1986/05/22,0,0:00PM,day,false,froeb901,marsr901,davib902,kiblj901,"""Bob Webb""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,149,4784,knepb001,reusr001,,,,
HOU198605300,MON,HOU,HOU02,1986/05/30,0,0:00PM,night,false,ripps901,pullf901,westj901,willb901,"""B. Mac Innes""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,134,13854,smitb001,scotm001,rearj001,fitzm001,,
HOU198605310,MON,HOU,HOU02,1986/05/31,0,0:00PM,night,false,pullf901,westj901,willb901,ripps901,"""B. Mac Innes""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,25381,dipif001,burkt001,smitd001,davig001,,
HOU198606010,MON,HOU,HOU02,1986/06/01,0,0:00PM,day,false,westj901,willb901,ripps901,pullf901,"""B. Mac Innes""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,13325,knepb001,heskj001,,cruzj001,,
HOU198606020,SLN,HOU,HOU02,1986/06/02,0,0:00PM,night,false,wendh901,tatat901,crawj901,willc901,"""Leeper/Jones/James""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,165,11669,tudoj001,maddm001,,vansa001,,
HOU198606030,SLN,HOU,HOU02,1986/06/03,0,0:00PM,night,false,tatat901,crawj901,willc901,wendh901,"""T. Swindle""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,140,6430,mathg001,deshj001,worrt001,clarj001,,
HOU198606040,SLN,HOU,HOU02,1986/06/04,0,0:00PM,night,false,crawj901,willc901,wendh901,tatat901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,153,11396,scotm001,burrr001,smitd001,dorab001,,
HOU198606120,SFN,HOU,HOU02,1986/06/12,0,0:00PM,night,false,rennd901,monte901,poncl901,weyel901,"""Steven Copley""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,16342,hernm001,krukm001,smitd001,cruzj001,,
HOU198606130,SFN,HOU,HOU02,1986/06/13,0,0:00PM,night,false,monte901,poncl901,weyel901,rennd901,"""Steven Copley""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,142,23532,davim001,scotm001,,davic001,,
HOU198606140,SFN,HOU,HOU02,1986/06/14,0,0:00PM,night,false,poncl901,weyel901,rennd901,monte901,"""Wayne Townsend""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,168,32477,deshj001,mulht001,lopea001,davig001,,
HOU198606150,SFN,HOU,HOU02,1986/06/15,0,0:00PM,day,false,weyel901,rennd901,monte901,poncl901,"""Steven Copley""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,176,22958,bluev001,knepb001,,leonj001,,
HOU198606230,CIN,HOU,HOU02,1986/06/23,0,0:00PM,night,false,ripps901,engeb901,quicj901,rungp901,"""Leeper/Jones""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,177,12953,andel001,powet001,,davig001,,
HOU198606240,CIN,HOU,HOU02,1986/06/24,0,0:00PM,night,false,engeb901,quicj901,rungp901,ripps901,"""Leeper/James/Jones""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,164,17487,ryann001,browt001,,,,
HOU198606250,CIN,HOU,HOU02,1986/06/25,0,0:00PM,night,false,quicj901,rungp901,ripps901,engeb901,"""Leeper/James/Jones""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,180,13313,franj001,lopea001,,parkd001,,
HOU198606270,LAN,HOU,HOU02,1986/06/27,0,0:00PM,night,false,harvd901,poncl901,demud901,davig901,"""Carmen Corica""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,126,25760,scotm001,reusj001,,dorab001,,
HOU198606280,LAN,HOU,HOU02,1986/06/28,0,0:00PM,night,false,poncl901,demud901,davig901,harvd901,"""Carmen Corica""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,34252,deshj001,welcb001,lopea001,bassk001,,
HOU198606290,LAN,HOU,HOU02,1986/06/29,0,0:00PM,day,false,demud901,davig901,harvd901,poncl901,"""Carmen Corica""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,143,32723,hernm001,valef001,dipif001,cruzj001,,
HOU198606300,SDN,HOU,HOU02,1986/06/30,0,0:00PM,night,false,willc901,demud901,tatat901,crawj901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,142,11141,dravd001,knepb001,,gwynt001,,
HOU198607010,SDN,HOU,HOU02,1986/07/01,0,0:00PM,night,false,demud901,tatat901,crawj901,willc901,"""B. Cox""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,166,13866,showe001,knudm001,gossr001,wynnm001,,
HOU198607020,SDN,HOU,HOU02,1986/07/02,0,0:00PM,day,false,tatat901,crawj901,willc901,demud901,"""David Icenogle""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,138,10148,scotm001,hawka001,,walld001,,
HOU198607100,PHI,HOU,HOU02,1986/07/10,0,0:00PM,night,false,pullf901,froeb901,grege901,davig901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,159,18289,knudm001,hudsc001,,bassk001,,
HOU198607110,PHI,HOU,HOU02,1986/07/11,0,0:00PM,night,false,froeb901,grege901,davig901,pullf901,"""Fru Reisser""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,142,18047,carmd001,scotm001,bedrs001,wilsg001,,
HOU198607120,PHI,HOU,HOU02,1986/07/12,0,0:00PM,day,false,grege901,davig901,pullf901,froeb901,"""Marc Bowman,601""","""Don Gunning/Townsend""",unknown,pitches,0,unknown,0,dry,none,dome,171,17491,ryann001,rawls001,smitd001,walkt001,"""Don Gunning/Townsend""",
HOU198607130,PHI,HOU,HOU02,1986/07/13,0,0:00PM,day,false,davig901,pullf901,froeb901,grege901,"""James A. Smith Jr.""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,181,20597,bedrs001,smitd001,,schmm001,,
HOU198607170,NYN,HOU,HOU02,1986/07/17,0,0:00PM,night,false,rungp901,palld901,engeb901,bonig901,"""Ginny Soybel""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,190,21536,ojedb001,ryann001,,dyksl001,,
HOU198607180,NYN,HOU,HOU02,1986/07/18,0,0:00PM,night,false,palld901,engeb901,bonig901,rungp901,"""Leeper/Jones/James""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,145,22906,knepb001,darlr001,,ashba001,,
HOU198607190,NYN,HOU,HOU02,1986/07/19,0,0:00PM,night,false,engeb901,bonig901,rungp901,palld901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,44502,smitd001,mcdor001,,reync001,,
HOU198607200,NYN,HOU,HOU02,1986/07/20,0,0:00PM,day,false,bonig901,rungp901,palld901,engeb901,"""D. Gordon""","""Don Gunning,Wayne Townsend""",unknown,pitches,0,unknown,-1,unknown,unknown,unknown,329,23900,knepb001,mcdor001,,bassk001,"""Don Gunning,Wayne Townsend""",
HOU198607210,MON,HOU,HOU02,1986/07/21,0,0:00PM,night,false,crawj901,willc901,wendh901,bonig901,"""B. MacInnes""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,183,13753,kerfc001,rearj001,,cruzj001,,
HOU198607220,MON,HOU,HOU02,1986/07/22,0,0:00PM,night,false,willc901,wendh901,bonig901,crawj901,"""Leeper/Jones/James""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,163,19271,smitd001,youmf001,,davig001,,
HOU198607230,MON,HOU,HOU02,1986/07/23,0,0:00PM,night,false,wendh901,bonig901,crawj901,willc901,"""B. MacInnes""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,187,15364,lopea001,burkt001,,loped001,,
HOU198607280,ATL,HOU,HOU02,1986/07/28,0,0:00PM,night,false,mcshj901,hallt901,marsr901,davib902,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,139,24597,knepb001,alexd001,smitd001,davig001,,
HOU198607290,ATL,HOU,HOU02,1986/07/29,0,0:00PM,night,false,hallt901,marsr901,davib902,mcshj901,"""Stacy Kaneshiro""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,151,26610,palmd001,scotm001,garbg001,murpd001,,
HOU198607300,ATL,HOU,HOU02,1986/07/30,0,0:00PM,night,false,marsr901,davib902,mcshj901,hallt901,"""Paul Debbas""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,34102,deshj001,ackej001,smitd001,bassk001,,
HOU198608080,SDN,HOU,HOU02,1986/08/08,0,0:00PM,night,false,darlg901,grege901,davig901,harvd901,"""B. Cox""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,135,31142,scotm001,mccul001,,walld001,,
HOU198608090,SDN,HOU,HOU02,1986/08/09,0,0:00PM,night,false,grege901,davig901,harvd901,darlg901,"""B. Cox""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,148,38169,deshj001,hawka001,kerfc001,walld001,,
HOU198608100,SDN,HOU,HOU02,1986/08/10,0,0:00PM,day,false,davig901,harvd901,darlg901,grege901,"""Bob Whitemore""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,20839,dravd001,knepb001,gossr001,garvs001,,
HOU198608110,LAN,HOU,HOU02,1986/08/11,0,0:00PM,night,false,brocf901,ripps901,rennd901,monte901,"""Clint Mueller""","""Don Gunning,Wayne Townsend""",unknown,none,0,unknown,-1,unknown,unknown,unknown,211,23206,smitd001,howek001,,ashba001,"""Don Gunning,Wayne Townsend""",
HOU198608120,LAN,HOU,HOU02,1986/08/12,0,0:00PM,night,false,ripps901,rennd901,monte901,brocf901,"""Carmen Corica""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,145,37973,ryann001,honer001,kerfc001,cruzj001,,
HOU198608130,LAN,HOU,HOU02,1986/08/13,0,0:00PM,night,false,rennd901,monte901,brocf901,ripps901,"""Carmen Corica""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,160,33327,herso001,scotm001,niedt001,brocg001,,
HOU198608140,LAN,HOU,HOU02,1986/08/14,0,0:00PM,night,false,monte901,brocf901,ripps901,rennd901,"""Carmen Corica""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,135,42118,andel001,valef001,smitd001,davig001,,
HOU198608250,CHN,HOU,HOU02,1986/08/25,0,0:00PM,night,false,hallt901,willc901,(none),wendh901,"""Mueller""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,160,24211,kerfc001,smitl001,smitd001,reync001,,
HOU198608260,CHN,HOU,HOU02,1986/08/26,0,0:00PM,night,false,willc901,wendh901,darlg901,hallt901,"""Netter""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,153,22579,lynce001,darwd001,smitl001,,,
HOU198608270,CHN,HOU,HOU02,1986/08/27,0,0:00PM,night,false,wendh901,darlg901,hallt901,willc901,"""Magee""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,159,24198,ryann001,moyej001,kerfc001,garnp001,,
HOU198608290,PIT,HOU,HOU02,1986/08/29,0,0:00PM,night,false,westj901,poncl901,willb901,pullf901,"""Leeper/Jones""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,22801,scotm001,reusr001,smitd001,,,
HOU198608300,PIT,HOU,HOU02,1986/08/30,0,0:00PM,night,false,poncl901,willb901,pullf901,westj901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,166,30598,rhodr001,deshj001,,morrj002,,
HOU198608310,PIT,HOU,HOU02,1986/08/31,0,0:00PM,day,false,willb901,pullf901,westj901,poncl901,"""Pam Tomczak""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,137,25405,walkb001,knepb001,,,,
HOU198609050,SLN,HOU,HOU02,1986/09/05,0,0:00PM,night,false,willc901,hallt901,tatat901,crawj901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,23547,soffr001,lopea001,,herrt001,,
HOU198609060,SLN,HOU,HOU02,1986/09/06,0,0:00PM,day,false,hallt901,tatat901,crawj901,willc901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,178,21802,kerfc001,worrt001,,cruzj001,,
HOU198609070,SLN,HOU,HOU02,1986/09/07,0,0:00PM,day,false,tatat901,crawj901,willc901,hallt901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,20773,calhj001,mathg001,smitd001,pankj001,,
HOU198609080,CIN,HOU,HOU02,1986/09/08,0,0:00PM,night,false,weyel901,monte901,brocf901,rennd901,"""M. Marrero""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,146,26997,ryann001,welsc001,kerfc001,davig001,,
HOU198609090,CIN,HOU,HOU02,1986/09/09,0,0:00PM,night,false,monte901,brocf901,rennd901,weyel901,"""M. Marrero""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,131,22711,scotm001,browt001,,davig001,,
HOU198609190,SDN,HOU,HOU02,1986/09/19,0,0:00PM,night,false,willb901,pullf901,westj901,mcshj901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,167,23805,kerfc001,lapod001,smitd001,bassk001,,
HOU198609200,SDN,HOU,HOU02,1986/09/20,0,0:00PM,night,false,pullf901,westj901,mcshj901,willb901,"""Leeper/Jones""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,153,36878,scotm001,haywr001,,dorab001,,
HOU198609210,SDN,HOU,HOU02,1986/09/21,0,0:00PM,day,false,westj901,mcshj901,willb901,pullf901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,144,23385,jonej002,knepb001,,roysj001,,
HOU198609220,LAN,HOU,HOU02,1986/09/22,0,0:00PM,night,false,rungp901,palld901,ripps901,engeb901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,27641,valef001,darwd001,,bryar001,,
HOU198609230,LAN,HOU,HOU02,1986/09/23,0,0:00PM,night,false,palld901,ripps901,engeb901,rungp901,"""Clint Mueller""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,164,27734,deshj001,powed001,,garnp001,,
HOU198609240,SFN,HOU,HOU02,1986/09/24,0,0:00PM,night,false,ripps901,engeb901,rungp901,palld901,"""Steven Copley""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,159,37611,ryann001,lacom001,,bassk001,,
HOU198609250,SFN,HOU,HOU02,1986/09/25,0,0:00PM,day,false,engeb901,rungp901,palld901,ripps901,"""C. Mueller""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,144,32808,scotm001,berej001,,walld001,,wilsj701
HOU198610030,ATL,HOU,HOU02,1986/10/03,0,0:00PM,night,false,pullf901,westj901,demud901,willb901,"""Don Yeager""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,142,25068,ryann001,ackej001,,reync001,,
HOU198610040,ATL,HOU,HOU02,1986/10/04,0,0:00PM,day,false,westj901,demud901,willb901,pullf901,"""Paul Debbas""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,138,17314,deshj001,smitz001,lopea001,dorab001,,
HOU198610050,ATL,HOU,HOU02,1986/10/05,0,0:00PM,day,false,demud901,willb901,pullf901,westj901,"""Leeper/Jones""","""Don Gunning""",unknown,none,0,unknown,-1,unknown,unknown,unknown,110,37531,knepb001,mahlr001,,cruzj001,,
SLN198604080,CHN,SLN,STL09,1986/04/08,0,0:00PM,night,false,wendh901,tatat901,crawj901,willc901,"""Bretz""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,132,48672,tudoj001,sutcr001,,vansa001,,
SLN198604100,CHN,SLN,STL09,1986/04/10,0,0:00PM,day,false,tatat901,crawj901,willc901,wendh901,"""Bretz""","""Dewan + Nikolay Dudaev""",tv,pitches,0,unknown,-1,unknown,none,sunny,162,32952,ownbr001,ecked001,worrt001,smito001,,
SLN198604110,MON,SLN,STL09,1986/04/11,0,0:00PM,night,false,crawj901,willc901,wendh901,tatat901,"""B. MacInnes""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,171,30307,forsb001,heskj001,,,,
SLN198604120,MON,SLN,STL09,1986/04/12,0,0:00PM,night,false,willc901,wendh901,tatat901,crawj901,"""C. Shanklin""","""C. Shanklin""",unknown,none,0,unknown,-1,unknown,unknown,unknown,199,38362,tudoj001,youmf001,worrt001,,,
SLN198604130,MON,SLN,STL09,1986/04/13,0,0:00PM,day,false,wendh901,tatat901,crawj901,willc901,"""B. MacInnes""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,179,39666,smitb001,kepsk001,rearj001,websm001,,
SLN198604240,NYN,SLN,STL09,1986/04/24,0,0:00PM,night,false,monte901,brocf901,weyel901,rennd901,"""B. MacInnes""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,215,33597,mcdor001,worrt001,,fostg001,,
SLN198604250,NYN,SLN,STL09,1986/04/25,0,0:00PM,night,false,weyel901,rennd901,monte901,brocf901,"""B. MacInnes""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,43721,goodd001,hortr001,,knigr001,,
SLN198604260,NYN,SLN,STL09,1986/04/26,0,0:00PM,night,false,weyel901,rennd901,monte901,brocf901,"""B. MacInnes""","""K. McKusick/Townsend""",unknown,pitches,88,unknown,-1,dry,none,sunny,165,44769,ferns001,cox-d001,orosj001,dyksl001,"""K. McKusick/Townsend""",
SLN198604270,NYN,SLN,STL09,1986/04/27,0,0:00PM,day,false,rennd901,brocf901,monte901,weyel901,"""B. MacInnes""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,135,39193,ojedb001,tudoj001,,strad001,,
SLN198605060,SDN,SLN,STL09,1986/05/06,0,0:00PM,night,false,davib902,marsr901,kiblj901,froeb901,"""B. MacInnes""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,177,21705,waltg001,daylk001,gossr001,roysj001,,
SLN198605070,SDN,SLN,STL09,1986/05/07,0,0:00PM,night,false,marsr901,kiblj901,froeb901,davib902,"""B. MacInnes""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,192,24074,worrt001,gossr001,,oquej001,,
SLN198605080,SDN,SLN,STL09,1986/05/08,0,0:00PM,day,false,kiblj901,froeb901,davib902,marsr901,"""B. MacInnes""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,164,26060,conrt001,dravd001,,smito001,,
SLN198605090,SFN,SLN,STL09,1986/05/09,0,0:00PM,night,false,pullf901,westj901,willb901,ripps901,"""I. Saltz""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,154,37021,lacom001,worrt001,davim001,younj001,,
SLN198605100,SFN,SLN,STL09,1986/05/10,0,0:00PM,night,false,westj901,willb901,ripps901,pullf901,"""L. Kraemer""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,44795,burrr001,masor001,daylk001,burrr001,,
SLN198605110,SFN,SLN,STL09,1986/05/11,0,0:00PM,day,false,willb901,ripps901,pullf901,westj901,"""I. Saltz""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,148,29355,worrt001,krukm001,,landt001,,
SLN198605130,LAN,SLN,STL09,1986/05/13,0,0:00PM,night,false,steld901,grege901,davig901,harvd901,"""C. Corica""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,231,40727,honer001,daylk001,,marsm001,,
SLN198605140,LAN,SLN,STL09,1986/05/14,0,0:00PM,day,false,grege901,davig901,harvd901,steld901,"""C. Corica""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,178,31671,valef001,conrt001,,duncm001,,
SLN198605200,CIN,SLN,STL09,1986/05/20,0,0:00PM,night,false,palld901,engeb901,quicj901,rungp901,"""T. Swindle""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,178,24403,gullb001,bargg001,franj001,parkd001,,
SLN198605210,CIN,SLN,STL09,1986/05/21,0,0:00PM,night,false,engeb901,quicj901,rungp901,palld901,"""B. Holliman""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,160,24160,forsb001,dennj001,daylk001,heatm001,,
SLN198605220,CIN,SLN,STL09,1986/05/22,0,0:00PM,day,false,quicj901,rungp901,palld901,engeb901,"""J.Cook""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,163,26791,sotom001,cox-d001,franj001,jonet001,,
SLN198605230,ATL,SLN,STL09,1986/05/23,0,0:00PM,night,false,marsr901,davib902,kiblj901,froeb901,"""S. Kaneshiro""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,33774,tudoj001,smitz001,worrt001,pendt001,,
SLN198605240,ATL,SLN,STL09,1986/05/24,0,0:00PM,night,false,davib902,kiblj901,froeb901,marsr901,"""S. Kaneshiro""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,167,39352,burrr001,palmd001,worrt001,burrr001,,
SLN198605250,ATL,SLN,STL09,1986/05/25,0,0:00PM,day,false,kiblj901,froeb901,marsr901,davib902,"""S. Kaneshiro""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,94,37966,mahlr001,conrt001,,sampb001,,
SLN198605260,HOU,SLN,STL09,1986/05/26,0,0:00PM,night,false,harvd901,steld901,grege901,davig901,"""C. Mueller""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,163,20099,deshj001,forsb001,dipif001,davig001,,
SLN198605270,HOU,SLN,STL09,1986/05/27,0,0:00PM,night,false,steld901,grege901,davig901,harvd901,"""C. Mueller""","""K. McKusick""",unknown,none,0,unknown,-1,unknown,unknown,unknown,168,20146,smitd001,daylk001,,,,
