game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,oscorer,gwrbi
HOU199404040,MON,HOU,HOU02,1994/04/04,0,1:38,day,false,mcshj901,monte901,willc901,darlg901,pitches,0,unknown,-1,dry,none,dome,237,43440,edent001,shawj001,,,
HOU199404050,MON,HOU,HOU02,1994/04/05,0,7:09,night,false,monte901,willc901,darlg901,mcshj901,pitches,0,unknown,-1,dry,none,dome,188,16227,hillk001,drabd001,,,
HOU199404060,MON,HOU,HOU02,1994/04/06,0,7:05,night,false,willc901,darlg901,mcshj901,monte901,pitches,0,unknown,-1,dry,none,dome,179,17180,ruetk001,kiled001,,,
HOU199404080,NYN,HOU,HOU02,1994/04/08,0,7:07,night,false,laynj901,rungp901,demud901,hallt901,pitches,0,unknown,-1,dry,none,dome,174,31522,swing001,hille001,willm002,,
HOU199404090,NYN,HOU,HOU02,1994/04/09,0,7:07,night,false,rungp901,demud901,hallt901,laynj901,pitches,0,unknown,-1,dry,none,dome,152,23872,sabeb001,harnp001,,,
HOU199404100,NYN,HOU,HOU02,1994/04/10,0,1:05,day,false,demud901,hallt901,laynj901,rungp901,pitches,0,unknown,-1,dry,none,dome,171,17295,drabd001,smitp001,,,
HOU199404250,PIT,HOU,HOU02,1994/04/25,0,7:06,night,false,kellj901,grege901,gormb901,ripps901,pitches,0,unknown,-1,dry,none,dome,144,16007,harnp001,neagd001,,,
HOU199404260,PIT,HOU,HOU02,1994/04/26,0,7:07,night,false,grege901,gormb901,ripps901,kellj901,pitches,0,unknown,-1,dry,none,dome,200,23151,dewem001,jonet003,whitr002,,
HOU199404270,CHN,HOU,HOU02,1994/04/27,0,7:06,night,false,gormb901,ripps901,kellj901,grege901,pitches,0,unknown,-1,dry,none,dome,174,15456,reyns001,bautj001,,,
HOU199404280,CHN,HOU,HOU02,1994/04/28,0,1:35,day,false,ripps901,kellj901,grege901,gormb901,pitches,0,unknown,-1,dry,none,dome,188,13966,crimc001,willm002,myerr001,,
HOU199404290,SLN,HOU,HOU02,1994/04/29,0,7:06,night,false,hirsm901,relic901,herna901,wendh901,pitches,0,unknown,-1,dry,none,dome,178,36090,hampm001,rodrr004,,,
HOU199404300,SLN,HOU,HOU02,1994/04/30,0,7:05,night,false,relic901,herna901,wendh901,hirsm901,pitches,0,unknown,-1,dry,none,dome,190,49927,harnp001,watsa001,,,
HOU199405010,SLN,HOU,HOU02,1994/05/01,0,1:38,day,false,herna901,wendh901,hirsm901,relic901,pitches,0,unknown,-1,dry,none,dome,177,20028,tewkb001,hampm001,murpr001,,
HOU199405130,COL,HOU,HOU02,1994/05/13,0,7:05,night,false,quicj901,davib902,hohnb901,riekr901,pitches,0,unknown,-1,dry,none,dome,160,29962,drabd001,freem001,,,
HOU199405140,COL,HOU,HOU02,1994/05/14,0,7:06,night,false,davib902,hohnb901,riekr901,quicj901,pitches,0,unknown,-1,unknown,unknown,dome,181,23037,niedd001,kiled001,ruffb001,,
HOU199405150,COL,HOU,HOU02,1994/05/15,0,1:35,day,false,hohnb901,riekr901,quicj901,davib902,pitches,0,unknown,-1,unknown,unknown,dome,162,21004,reyna001,swing001,,,
HOU199405160,SFN,HOU,HOU02,1994/05/16,0,7:08,night,false,hirsm901,vanol901,relic901,marsr901,pitches,0,unknown,-1,dry,none,dome,175,13179,vered001,hickb001,willm002,,
HOU199405170,SFN,HOU,HOU02,1994/05/17,0,7:08,night,false,vanol901,relic901,marsr901,hirsm901,pitches,0,unknown,-1,dry,none,dome,163,17458,swifb001,harnp001,beckr001,,
HOU199405180,SFN,HOU,HOU02,1994/05/18,0,7:07,night,false,relic901,marsr901,hirsm901,vanol901,pitches,0,unknown,-1,dry,none,dome,171,15098,drabd001,portm001,hudej001,,
HOU199405190,SDN,HOU,HOU02,1994/05/19,0,7:05,night,false,laynj901,kellj901,demud901,hallt901,pitches,0,unknown,-1,dry,none,night,202,12115,edent001,martj002,,,
HOU199405200,SDN,HOU,HOU02,1994/05/20,0,7:07,night,false,kellj901,demud901,hallt901,laynj901,pitches,0,unknown,-1,dry,none,dome,141,28305,swing001,ashba002,hudej001,,
HOU199405210,SDN,HOU,HOU02,1994/05/21,0,7:05,night,false,demud901,hallt901,laynj901,kellj901,pitches,0,unknown,-1,unknown,unknown,dome,162,21719,reyns001,benea001,willm002,,
HOU199405220,SDN,HOU,HOU02,1994/05/22,0,1:38,day,false,hallt901,laynj901,kellj901,demud901,pitches,0,unknown,-1,dry,none,dome,187,20257,martp002,willm002,hofft001,,
HOU199405300,FLO,HOU,HOU02,1994/05/30,0,1:05,day,false,ripps901,tatat901,grege901,herna901,pitches,0,unknown,-1,dry,none,dome,180,29854,edent001,nen-r001,,,
HOU199405310,FLO,HOU,HOU02,1994/05/31,0,7:07,night,false,tatat901,grege901,herna901,ripps901,pitches,0,unknown,-1,dry,none,dome,147,14173,vered001,lewir001,hudej001,,
HOU199406010,FLO,HOU,HOU02,1994/06/01,0,7:07,night,false,grege901,herna901,ripps901,tatat901,pitches,0,unknown,-1,dry,none,dome,169,17055,weatd001,reyns001,nen-r001,,
HOU199406030,PHI,HOU,HOU02,1994/06/03,0,7:05,night,false,crawj901,wintm901,kellj901,froeb901,pitches,0,unknown,-1,dry,none,dome,162,31280,willb001,westd001,hudej001,,
HOU199406040,PHI,HOU,HOU02,1994/06/04,0,7:05,night,false,wintm901,kellj901,froeb901,crawj901,pitches,0,unknown,-1,dry,none,dome,149,23455,drabd001,munob001,,,
HOU199406050,PHI,HOU,HOU02,1994/06/05,0,1:36,day,false,kellj901,froeb901,crawj901,wintm901,pitches,0,unknown,-1,dry,none,dome,148,20694,kiled001,willm005,hudej001,,
HOU199406100,ATL,HOU,HOU02,1994/06/10,0,7:06,night,false,willc901,mcshj901,monte901,darlg901,pitches,0,unknown,-1,unknown,unknown,dome,158,38435,smolj001,drabd001,mcmig001,,
HOU199406110,ATL,HOU,HOU02,1994/06/11,0,7:06,night,false,mcshj901,monte901,darlg901,willc901,pitches,0,unknown,-1,unknown,unknown,dome,206,37857,jonet003,mcmig001,,,
HOU199406120,ATL,HOU,HOU02,1994/06/12,0,1:35,day,false,monte901,darlg901,willc901,mcshj901,pitches,0,unknown,-1,unknown,unknown,dome,153,36658,maddg002,swing001,,,
HOU199406240,LAN,HOU,HOU02,1994/06/24,0,7:07,night,false,davig901,vanol901,davib902,mealj901,pitches,0,unknown,-1,dry,none,dome,188,34550,reyns001,martr002,,,
HOU199406250,LAN,HOU,HOU02,1994/06/25,0,7:08,night,false,vanol901,davib902,mealj901,davig901,pitches,0,unknown,-1,dry,none,dome,154,28247,astap001,willb001,worrt001,,
HOU199406260,LAN,HOU,HOU02,1994/06/26,0,1:37,day,false,davib902,mealj901,davig901,vanol901,pitches,0,unknown,-1,dry,none,dome,184,27122,grosk001,drabd001,worrt001,,
HOU199406270,CIN,HOU,HOU02,1994/06/27,0,7:07,night,false,rungp901,herna901,hallt901,laynj901,pitches,0,unknown,-1,dry,none,dome,223,21197,jonet003,branj001,,,
HOU199406280,CIN,HOU,HOU02,1994/06/28,0,7:38,night,false,herna901,hallt901,laynj901,rungp901,pitches,0,unknown,-1,dry,none,dome,160,24016,smilj001,swing001,branj001,,
HOU199406290,CIN,HOU,HOU02,1994/06/29,0,12:37,day,false,hallt901,laynj901,rungp901,herna901,pitches,0,unknown,-1,dry,none,dome,161,24477,vered001,mcelc001,hudej001,,
HOU199406300,CHN,HOU,HOU02,1994/06/30,0,7:07,night,false,barnr901,willc901,mcshj901,monte901,pitches,0,unknown,-1,dry,none,dome,159,27552,harnp001,fostk001,jonet003,,
HOU199407010,CHN,HOU,HOU02,1994/07/01,0,7:06,night,false,willc901,mcshj901,monte901,barnr901,pitches,0,unknown,-1,dry,none,dome,151,33323,tracs001,drabd001,myerr001,,
HOU199407020,CHN,HOU,HOU02,1994/07/02,0,7:07,night,false,mcshj901,monte901,barnr901,willc901,pitches,0,unknown,-1,dry,none,dome,181,28423,reyns001,crimc001,,,
HOU199407030,CHN,HOU,HOU02,1994/07/03,0,1:41,day,false,monte901,barnr901,willc901,mcshj901,pitches,0,unknown,-1,dry,none,dome,150,27711,swing001,morgm001,,,
HOU199407180,SLN,HOU,HOU02,1994/07/18,0,7:07,night,false,bonig901,westj901,bellw901,rapue901,pitches,0,unknown,-1,dry,none,dome,200,24012,hampm001,everb001,jonet003,,
HOU199407190,SLN,HOU,HOU02,1994/07/19,0,7:06,night,false,westj901,bellw901,rapue901,bonig901,none,0,unknown,-1,dry,none,dome,150,25338,palav001,kiled001,,,
HOU199407200,SLN,HOU,HOU02,1994/07/20,0,12:38,day,false,bellw901,rapue901,bonig901,westj901,none,0,unknown,-1,dry,none,dome,127,29442,swing001,tewkb001,hudej001,,
HOU199407210,PIT,HOU,HOU02,1994/07/21,0,7:06,night,false,hohnb901,davig901,davib902,quicj901,none,0,unknown,-1,dry,none,dome,176,27659,harnp001,smitz001,,,
HOU199407220,PIT,HOU,HOU02,1994/07/22,0,7:06,night,false,davig901,davib902,quicj901,hohnb901,pitches,0,unknown,-1,dry,none,dome,176,37002,manzr001,drabd001,dyerm001,,
HOU199407230,PIT,HOU,HOU02,1994/07/23,0,7:05,night,false,davib902,quicj901,hohnb901,davig901,none,0,unknown,-1,dry,none,dome,162,41262,reyns001,cooks001,,,
HOU199407240,PIT,HOU,HOU02,1994/07/24,0,2:37,day,false,quicj901,hohnb901,davig901,davib902,pitches,0,unknown,-1,dry,none,dome,162,36874,kiled001,liebj001,,,
HOU199408010,COL,HOU,HOU02,1994/08/01,0,7:14,night,false,laynj901,demud901,hallt901,rungp901,pitches,0,unknown,-1,dry,none,dome,194,22256,painl001,harnp001,,,
HOU199408020,COL,HOU,HOU02,1994/08/02,0,7:07,night,false,demud901,hallt901,rungp901,laynj901,pitches,0,unknown,-1,dry,none,dome,156,22574,drabd001,harrg002,,,
HOU199408030,COL,HOU,HOU02,1994/08/03,0,7:37,night,false,hallt901,rungp901,laynj901,demud901,pitches,0,unknown,-1,dry,none,dome,177,18320,jonet003,ruffb001,,,
HOU199408040,COL,HOU,HOU02,1994/08/04,0,7:07,night,false,rungp901,laynj901,demud901,hallt901,pitches,0,unknown,-1,dry,none,dome,172,30053,kiled001,ritzk001,,,
HOU199408050,SFN,HOU,HOU02,1994/08/05,0,7:06,night,false,bonig901,pullf901,westj901,rapue901,pitches,0,unknown,-1,dry,none,dome,175,44297,swing001,portm001,,,
HOU199408060,SFN,HOU,HOU02,1994/08/06,0,7:05,night,false,pullf901,westj901,rapue901,bonig901,pitches,0,unknown,-1,unknown,unknown,dome,192,48945,harnp001,vanlb001,vered001,,
HOU199408070,SFN,HOU,HOU02,1994/08/07,0,7:08,night,false,westj901,rapue901,bonig901,pullf901,pitches,0,unknown,-1,unknown,unknown,dome,183,28870,drabd001,swifb001,jonet003,,
HOU199408090,SDN,HOU,HOU02,1994/08/09,0,7:06,night,false,grege901,gormb901,ripps901,bellw901,none,0,unknown,-1,dry,none,dome,148,24371,ashba002,reyns001,hofft001,,
HOU199408100,SDN,HOU,HOU02,1994/08/10,0,7:05,night,false,gormb901,ripps901,bellw901,grege901,pitches,0,unknown,-1,dry,none,dome,146,21942,kiled001,benea001,jonet003,,
HOU199408110,SDN,HOU,HOU02,1994/08/11,0,12:37,day,false,ripps901,bellw901,grege901,gormb901,pitches,0,unknown,-1,dry,none,dome,206,25379,hamij002,swing001,hofft001,,
SLN199404120,LAN,SLN,STL09,1994/04/12,0,7:07,night,false,hallt901,laynj901,rungp901,demud901,pitches,58,rtol,20,wet,none,night,162,46947,candt001,arocr001,,,
SLN199404130,LAN,SLN,STL09,1994/04/13,0,7:05,night,false,laynj901,rungp901,demud901,hallt901,pitches,71,tocf,10,dry,none,night,184,21867,sutcr001,martr002,perem002,,
SLN199404140,LAN,SLN,STL09,1994/04/14,0,12:37,day,false,rungp901,demud901,hallt901,laynj901,pitches,81,fromcf,10,dry,none,sunny,195,28565,watsa001,astap001,perem002,,
SLN199404150,SDN,SLN,STL09,1994/04/15,0,7:06,night,false,westj901,bonig901,rapue901,pullf901,pitches,55,tolf,14,wet,none,night,172,25136,tewkb001,sands002,,,
SLN199404160,SDN,SLN,STL09,1994/04/16,0,7:06,night,false,bonig901,rapue901,pullf901,westj901,pitches,0,unknown,-1,dry,none,night,177,37118,whitw001,cormr001,,,
SLN199404170,SDN,SLN,STL09,1994/04/17,0,1:10,day,false,rapue901,pullf901,westj901,bonig901,pitches,73,ltor,7,dry,none,sunny,147,34055,arocr001,ashba002,,,
SLN199404220,HOU,SLN,STL09,1994/04/22,0,7:07,night,false,hirsm901,relic901,wendh901,marsr901,none,66,ltor,14,unknown,none,night,206,30767,murpr001,willm002,,,
SLN199404230,HOU,SLN,STL09,1994/04/23,0,7:05,night,false,relic901,wendh901,marsr901,hirsm901,pitches,70,fromcf,12,dry,none,night,211,40113,kiled001,arocr001,,,
SLN199404240,HOU,SLN,STL09,1994/04/24,0,1:16,day,false,wendh901,marsr901,hirsm901,relic901,none,84,rtol,9,unknown,none,sunny,161,37442,rodrr004,edent001,perem002,,
SLN199404250,COL,SLN,STL09,1994/04/25,0,7:06,night,false,wintm901,froeb901,crawj901,poncl901,pitches,81,rtol,17,dry,none,night,173,23628,freem001,urbat001,holmd001,,
SLN199404260,COL,SLN,STL09,1994/04/26,0,7:05,night,false,froeb901,crawj901,poncl901,wintm901,pitches,88,rtol,15,dry,none,night,126,23094,tewkb001,reyna001,,,
SLN199405050,NYN,SLN,STL09,1994/05/05,0,7:05,night,false,willc901,mcshj901,monte901,kellj901,pitches,80,fromrf,7,dry,none,night,153,26911,sabeb001,watsa001,,,
SLN199405060,NYN,SLN,STL09,1994/05/06,0,7:05,night,false,mcshj901,monte901,kellj901,willc901,pitches,0,unknown,-1,wet,showers,night,149,37542,habyj001,franj001,,,
SLN199405070,NYN,SLN,STL09,1994/05/07,0,7:05,night,false,monte901,kellj901,willc901,mcshj901,pitches,0,unknown,-1,dry,none,night,157,37121,joneb003,urbat001,,,
SLN199405080,NYN,SLN,STL09,1994/05/08,0,1:15,day,false,kellj901,willc901,mcshj901,monte901,pitches,68,rtol,10,dry,none,sunny,162,30601,gozzm001,smitw001,manzj001,,
SLN199405090,CHN,SLN,STL09,1994/05/09,0,7:07,night,false,quicj901,davib902,hohnb901,riekr901,pitches,76,tocf,6,dry,none,night,183,28026,tracs001,arocr001,myerr001,,
SLN199405100,CHN,SLN,STL09,1994/05/10,0,7:06,night,false,davib902,hohnb901,riekr901,quicj901,pitches,78,fromrf,5,dry,none,night,218,32075,arocr001,bautj001,,,
SLN199405110,CHN,SLN,STL09,1994/05/11,0,7:07,night,false,hohnb901,riekr901,quicj901,davib902,pitches,83,rtol,18,dry,none,night,150,34665,tewkb001,youna001,habyj001,,
SLN199405120,CHN,SLN,STL09,1994/05/12,0,12:37,day,false,riekr901,quicj901,davib902,hohnb901,pitches,75,ltor,10,dry,none,sunny,197,48526,crimc001,murpr001,myerr001,,
SLN199405230,PHI,SLN,STL09,1994/05/23,0,7:07,night,false,grege901,gormb901,ripps901,tatat901,pitches,86,tolf,10,dry,none,night,163,30648,jackd001,urbat001,,,
SLN199405240,PHI,SLN,STL09,1994/05/24,0,7:05,night,false,gormb901,ripps901,tatat901,grege901,none,84,rtol,14,unknown,none,night,189,25618,sloch001,perem002,,,
SLN199405250,PHI,SLN,STL09,1994/05/25,0,7:05,night,false,ripps901,tatat901,grege901,gormb901,pitches,85,tocf,13,dry,none,night,217,24123,everb001,willm005,,,
SLN199406030,SFN,SLN,STL09,1994/06/03,0,7:38,night,false,hohnb901,quicj901,davib902,davig901,pitches,76,ltor,7,wet,none,night,150,35460,watsa001,hickb001,perem002,,
SLN199406040,SFN,SLN,STL09,1994/06/04,0,7:07,night,false,quicj901,davib902,davig901,hohnb901,pitches,84,rtol,8,dry,none,night,142,49526,arocr001,jackm001,,,
SLN199406050,SFN,SLN,STL09,1994/06/05,0,1:06,day,false,davib902,davig901,hohnb901,quicj901,pitches,89,fromrf,14,dry,none,sunny,169,40148,portm001,sutcr001,,,
SLN199406070,CIN,SLN,STL09,1994/06/07,0,7:37,night,false,froeb901,crawj901,wintm901,kellj901,pitches,84,rtol,8,wet,none,night,145,28353,hanse001,tewkb001,,,
SLN199406080,CIN,SLN,STL09,1994/06/08,0,12:45,day,false,crawj901,wintm901,kellj901,froeb901,pitches,73,ltor,12,damp,drizzle,overcast,173,32500,watsa001,smilj001,,,
SLN199406130,FLO,SLN,STL09,1994/06/13,0,7:37,night,false,relic901,riekr901,barrm901,bellw901,pitches,87,rtol,15,dry,none,night,183,25307,perem002,nen-r001,,,
SLN199406140,FLO,SLN,STL09,1994/06/14,0,7:37,night,false,riekr901,barrm901,bellw901,relic901,pitches,96,rtol,16,dry,none,night,139,24540,hougc001,palav001,,,
SLN199406150,FLO,SLN,STL09,1994/06/15,0,12:37,day,false,barrm901,bellw901,relic901,riekr901,pitches,93,fromrf,14,dry,none,sunny,193,30921,matht001,sutcr001,,,
SLN199406160,PIT,SLN,STL09,1994/06/16,0,7:37,night,false,demud901,hallt901,rungp901,herna901,pitches,92,ltor,6,dry,none,night,192,28011,penaa001,perem002,whitr002,,
SLN199406170,PIT,SLN,STL09,1994/06/17,0,7:37,night,false,hallt901,rungp901,herna901,demud901,pitches,90,unknown,-1,dry,none,night,184,34177,liebj001,tewkb001,penaa001,,
SLN199406180,PIT,SLN,STL09,1994/06/18,0,7:06,night,false,rungp901,herna901,demud901,hallt901,none,96,tocf,7,unknown,rain,night,154,42050,arocr001,neagd001,,,
SLN199406190,PIT,SLN,STL09,1994/06/19,0,1:37,day,false,herna901,demud901,hallt901,rungp901,pitches,98,fromlf,7,dry,none,sunny,158,36152,smitz001,palav001,penaa001,,
SLN199406200,MON,SLN,STL09,1994/06/20,0,7:37,night,false,bonig901,westj901,rapue901,pullf901,pitches,91,tocf,5,dry,none,night,203,27658,shawj001,murpr001,rojam001,,
SLN199406210,MON,SLN,STL09,1994/06/21,0,7:37,night,false,westj901,rapue901,pullf901,bonig901,pitches,96,tocf,15,dry,none,night,183,30940,murpr001,wettj001,,,
SLN199406220,MON,SLN,STL09,1994/06/22,0,12:37,day,false,rapue901,pullf901,bonig901,westj901,pitches,93,fromlf,6,damp,showers,cloudy,150,30257,ruetk001,tewkb001,wettj001,,
SLN199406300,COL,SLN,STL09,1994/06/30,0,7:37,night,false,westj901,rapue901,pullf901,bellw901,pitches,85,fromcf,6,dry,none,night,182,35648,murpr001,munom001,olivo001,,
SLN199407010,COL,SLN,STL09,1994/07/01,0,7:37,night,false,rapue901,pullf901,bellw901,westj901,pitches,92,fromrf,9,dry,none,night,171,25284,sutcr001,harrg002,cimof001,,
SLN199407020,COL,SLN,STL09,1994/07/02,0,7:07,night,false,pullf901,bellw901,westj901,rapue901,pitches,79,ltor,12,dry,none,night,173,39785,munom001,rodrr004,ruffb001,,
SLN199407030,COL,SLN,STL09,1994/07/03,0,1:15,day,false,bellw901,westj901,rapue901,pullf901,pitches,88,rtol,10,dry,none,sunny,161,35093,reeds001,arocr001,ruffb001,,
SLN199407040,HOU,SLN,STL09,1994/07/04,0,1:16,day,false,barnr901,willc901,mcshj901,monte901,none,95,fromrf,14,unknown,none,unknown,191,24627,willb001,watsa001,,,
SLN199407050,HOU,SLN,STL09,1994/07/05,0,7:34,night,false,willc901,mcshj901,monte901,barnr901,pitches,95,tolf,-1,dry,none,night,152,26840,harnp001,palav001,hudej001,,
SLN199407060,HOU,SLN,STL09,1994/07/06,0,7:36,night,false,mcshj901,monte901,barnr901,willc901,none,94,fromrf,10,unknown,none,sunny,196,32036,jonet003,rodrr004,hudej001,,
SLN199407211,ATL,SLN,STL09,1994/07/21,1,5:37,night,false,riekr901,demud901,hallt901,herna901,pitches,89,tolf,10,dry,none,night,156,0,olivo001,smolj001,,,
SLN199407212,ATL,SLN,STL09,1994/07/21,2,8:38,night,false,demud901,hallt901,herna901,riekr901,pitches,85,tolf,10,dry,none,night,127,38199,maddg002,frasj001,,,
SLN199407221,ATL,SLN,STL09,1994/07/22,1,5:07,night,false,hallt901,herna901,riekr901,laynj901,pitches,84,unknown,-1,dry,none,sunny,165,0,urbat001,merck001,,,
SLN199407222,ATL,SLN,STL09,1994/07/22,2,8:20,night,false,herna901,riekr901,laynj901,hallt901,pitches,0,unknown,-1,dry,none,night,151,52657,sutcr001,woodb002,arocr001,,
SLN199407230,ATL,SLN,STL09,1994/07/23,0,2:15,day,false,riekr901,laynj901,hallt901,demud901,pitches,89,unknown,-1,dry,none,sunny,221,52052,wohlm001,everb001,,,
SLN199407240,ATL,SLN,STL09,1994/07/24,0,7:07,night,false,laynj901,herna901,demud901,riekr901,pitches,82,tocf,7,dry,none,night,174,38166,glavt001,tewkb001,olsog001,,
SLN199407250,NYN,SLN,STL09,1994/07/25,0,7:10,night,false,kellj901,mcshj901,monte901,darlg901,pitches,89,tocf,8,dry,none,night,168,25828,sabeb001,olivo001,,,
SLN199407260,NYN,SLN,STL09,1994/07/26,0,7:37,night,false,mcshj901,monte901,darlg901,kellj901,pitches,72,rtol,8,dry,none,night,246,28000,maddm002,buckg001,franj001,,
SLN199407270,NYN,SLN,STL09,1994/07/27,0,7:37,night,false,monte901,darlg901,kellj901,mcshj901,pitches,0,unknown,-1,dry,none,night,157,35730,jacoj001,urbat001,franj001,,
SLN199407290,CHN,SLN,STL09,1994/07/29,0,7:37,night,false,marsr901,vanol901,relic901,hirsm901,pitches,0,unknown,-1,dry,none,night,164,46229,bullj001,watsa001,,,
SLN199407300,CHN,SLN,STL09,1994/07/30,0,7:13,night,false,vanol901,relic901,hirsm901,marsr901,pitches,0,unknown,-1,dry,none,night,185,53415,tewkb001,bankw001,arocr001,,
SLN199407310,CHN,SLN,STL09,1994/07/31,0,1:20,day,false,relic901,hirsm901,marsr901,vanol901,pitches,86,rtol,9,dry,none,sunny,166,48921,castf001,olivo001,,,
LAN199404050,FLO,LAN,LOS03,1994/04/05,0,1:05,day,false,wendh901,marsr901,hirsm901,relic901,pitches,74,tocf,12,dry,none,sunny,161,53761,gottj001,hernj002,worrt001,,
LAN199404060,FLO,LAN,LOS03,1994/04/06,0,7:36,night,false,marsr901,hirsm901,relic901,wendh901,pitches,65,torf,8,dry,none,night,130,44393,candt001,bower001,,,
LAN199404070,FLO,LAN,LOS03,1994/04/07,0,7:06,night,false,hirsm901,relic901,wendh901,marsr901,none,62,tocf,10,unknown,none,night,153,30027,hammc001,martr002,harvb001,,
LAN199404080,ATL,LAN,LOS03,1994/04/08,0,7:06,night,false,rapue901,pullf901,westj901,bonig901,pitches,0,unknown,-1,dry,none,night,148,36546,merck001,astap001,,balet701,
LAN199404090,ATL,LAN,LOS03,1994/04/09,0,7:09,night,false,pullf901,westj901,bonig901,rapue901,pitches,62,unknown,-1,dry,none,night,174,42996,maddg002,worrt001,mcmig001,,
LAN199404100,ATL,LAN,LOS03,1994/04/10,0,1:07,day,false,westj901,bonig901,rapue901,pullf901,pitches,68,torf,15,dry,none,cloudy,185,49294,wohlm001,gottj001,mcmig001,,
LAN199404200,NYN,LAN,LOS03,1994/04/20,0,7:37,night,false,davib902,hohnb901,davig901,quicj901,pitches,66,unknown,0,dry,none,night,232,34350,worrt001,telgd001,,,
LAN199404210,NYN,LAN,LOS03,1994/04/21,0,7:05,night,false,hohnb901,davig901,quicj901,davib902,pitches,65,tocf,5,dry,none,night,186,34717,herso001,goodd001,,,
LAN199404220,MON,LAN,LOS03,1994/04/22,0,7:07,night,false,tatat901,gormb901,ripps901,kellj901,pitches,0,unknown,-1,dry,none,night,194,36434,shawj001,candt001,rojam001,,
LAN199404230,MON,LAN,LOS03,1994/04/23,0,7:06,night,false,gormb901,ripps901,kellj901,tatat901,pitches,54,unknown,15,wet,showers,night,271,39157,scott002,mcdor001,rojam001,,
LAN199404240,MON,LAN,LOS03,1994/04/24,0,6:10,night,false,ripps901,kellj901,tatat901,gormb901,pitches,64,rtol,15,wet,none,night,143,38817,astap001,martp001,,,
LAN199404260,PHI,LAN,LOS03,1994/04/26,0,7:10,night,false,laynj901,rungp901,vanol901,hallt901,pitches,57,rtol,6,damp,none,night,205,28194,wayng001,westd001,worrt001,,
LAN199404270,PHI,LAN,LOS03,1994/04/27,0,7:38,night,false,rungp901,vanol901,hallt901,laynj901,pitches,54,ltor,3,damp,rain,night,198,30065,gottj001,andel001,,,
LAN199405090,HOU,LAN,LOS03,1994/05/09,0,7:06,night,false,relic901,marsr901,hirsm901,vanol901,none,60,ltor,8,unknown,none,night,193,36260,osuna001,willm002,,,
LAN199405100,HOU,LAN,LOS03,1994/05/10,0,7:06,night,false,marsr901,hirsm901,vanol901,relic901,none,63,ltor,7,unknown,none,night,202,36766,gottj001,vered001,,,
LAN199405110,HOU,LAN,LOS03,1994/05/11,0,7:35,night,false,hirsm901,vanol901,relic901,marsr901,pitches,62,ltor,3,dry,none,night,128,35587,astap001,reyns001,,,
LAN199405130,SDN,LAN,LOS03,1994/05/13,0,7:07,night,false,darlg901,willc901,barnr901,monte901,pitches,0,unknown,-1,dry,none,night,176,54374,grosk001,whitw001,dreid001,,
LAN199405140,SDN,LAN,LOS03,1994/05/14,0,7:07,night,false,willc901,barnr901,monte901,darlg901,pitches,0,torf,-1,dry,none,night,147,46137,gottj001,hofft001,,,
LAN199405150,SDN,LAN,LOS03,1994/05/15,0,1:06,day,false,barnr901,monte901,darlg901,willc901,pitches,63,tocf,2,dry,none,overcast,162,45917,candt001,sagea001,,,
LAN199405230,CHN,LAN,LOS03,1994/05/23,0,7:07,night,false,davig901,hohnb901,quicj901,herna901,pitches,68,tocf,10,dry,none,night,172,37569,guzmj001,grosk001,myerr001,,
LAN199405240,CHN,LAN,LOS03,1994/05/24,0,7:06,night,false,hohnb901,quicj901,herna901,davig901,pitches,66,ltor,2,dry,none,night,142,31912,bankw001,herso001,,,
LAN199405250,CHN,LAN,LOS03,1994/05/25,0,7:36,night,false,quicj901,herna901,davig901,hohnb901,pitches,65,ltor,2,dry,none,night,203,54709,worrt001,plesd001,,,
LAN199405270,PIT,LAN,LOS03,1994/05/27,0,7:06,night,false,wintm901,froeb901,crawj901,poncl901,pitches,68,torf,12,dry,none,night,196,44145,osuna001,whitr002,,,
LAN199405280,PIT,LAN,LOS03,1994/05/28,0,7:05,night,false,froeb901,crawj901,poncl901,wintm901,pitches,71,ltor,8,dry,none,night,191,47771,neagd001,astap001,,,
LAN199405290,PIT,LAN,LOS03,1994/05/29,0,1:05,day,false,crawj901,poncl901,wintm901,froeb901,pitches,95,tocf,5,dry,none,sunny,183,44622,grosk001,smitz001,dreid001,,
LAN199405300,SLN,LAN,LOS03,1994/05/30,0,5:09,night,false,demud901,hallt901,laynj901,rungp901,none,74,ltor,7,unknown,none,night,177,33628,palav001,herso001,perem002,,
LAN199405310,SLN,LAN,LOS03,1994/05/31,0,7:06,night,false,hallt901,laynj901,rungp901,demud901,none,71,ltor,9,unknown,none,night,175,36689,sutcr001,candt001,,,
LAN199406010,SLN,LAN,LOS03,1994/06/01,0,7:37,night,false,laynj901,rungp901,demud901,hallt901,pitches,74,ltor,4,dry,none,night,150,53325,martr002,tewkb001,,,
LAN199406130,CIN,LAN,LOS03,1994/06/13,0,7:05,night,false,ripps901,tatat901,grege901,gormb901,pitches,73,ltor,8,dry,none,night,193,39535,martr002,jarvk001,worrt001,,
LAN199406140,CIN,LAN,LOS03,1994/06/14,0,7:07,night,false,tatat901,grege901,gormb901,ripps901,pitches,70,tolf,5,dry,none,night,170,31826,astap001,rijoj001,,,
