game_id,inputprogvers,visteam,hometeam,site,date,number,gametype,starttime,daynight,usedh,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,umphome,ump1b,innings,ump2b,ump3b,edittime
ASW193808210,"""version 7RS(19) of 07/07/92""",ASE,ASW,CHI10,1938/08/21,0,allstar,0:00PM,day,false,"""Chicago Defender""","""Tom Thress""","""Tom Thress""",2020/09/03 12:03AM,park,none,0,unknown,-1,unknown,unknown,unknown,0,30000,smith111,walke103,,,,,,,,
ATN193804240,"""version 7RS(19) of 07/07/92""",HOM,ATN,ATL04,1938/04/24,0,exhibition,0:00PM,day,false,"""Atlanta Daily World""","""Tom Thress""","""Tom Thress""",2020/08/30 5:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,0,5000,browr103,mitcb104,,,,,,,,
ATN193804250,"""version 7RS(19) of 07/07/92""",HOM,ATN,ATL04,1938/04/25,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/14 1:11AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,500,partr102,fernb101,,,,,,,,
ATN193804260,"""version 7RS(19) of 07/07/92""",HOM,ATN,ATL04,1938/04/26,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/14 11:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,walke103,dixoe101,browr103,,harvu901,doylj901,,,,
ATN193805081,"""version 7RS(19) of 07/07/92""",CAG,ATN,ATL04,1938/05/08,1,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/15 12:14AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,johnt108,mitcb104,housj103,,harvu901,doylj901,,,,
ATN193805082,"""version 7RS(19) of 07/07/92""",CAG,ATN,ATL04,1938/05/08,2,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/15 12:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,cornw101,howat101,,,doylj901,harvu901,,,,
ATN193805120,"""version 7RS(19) of 07/07/92""",BIR,ATN,ATL04,1938/05/12,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/15 1:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2500,howat101,blacc103,dixoe101,,,,,,,
ATN193805151,"""version 7RS(19) of 07/07/92""",BIR,ATN,ATL04,1938/05/15,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/18 11:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3500,mitcb104,armsj101,,,,,,,,
ATN193805152,"""version 7RS(19) of 07/07/92""",BIR,ATN,ATL04,1938/05/15,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/18 12:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3500,eatme101,howar101,,,,,7,,,
ATN193805170,"""version 7RS(19) of 07/07/92""",BIR,ATN,ATL04,1938/05/17,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/06/19 11:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1500,mitcb104,burtd101,,,,,,,,
ATN193805280,"""version 7RS(19) of 07/07/92""",JAX,ATN,ATL06,1938/05/28,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/07/03 11:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,400,cox-a101,duncs101,,,,,,,,
ATN193806100,"""version 7RS(19) of 07/07/92""",IN7,ATN,ATL04,1938/06/10,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/09/18 10:50AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,4000,andef103,mitcb104,,,,,,,,
ATN193806121,"""version 7RS(19) of 07/07/92""",IN7,ATN,ATL04,1938/06/12,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/11 12:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,4567,calhl101,howat101,,,,,,,,
ATN193806122,"""version 7RS(19) of 07/07/92""",IN7,ATN,ATL04,1938/06/12,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/11 1:13AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,4567,dixoe101,deanr101,,,,,,,,
ATN193806140,"""version 7RS(19) of 07/07/92""",IN7,ATN,ATL04,1938/06/14,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/24 12:43AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,1675,mcalf101,mitcb104,calhl101,,,,,,,
ATN193807010,"""version 7RS(19) of 07/07/92""",JAX,ATN,ATL04,1938/07/01,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/24 1:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2000,ferrw102,mitcb104,,,,,,,,
ATN193807020,"""version 7RS(19) of 07/07/92""",JAX,ATN,ATL04,1938/07/02,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/26 12:51AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,evanf101,howat101,,,,,,,,
ATN193807031,"""version 7RS(19) of 07/07/92""",JAX,ATN,ATL04,1938/07/03,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/26 1:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,henrp101,dixoe101,,,,,,,,
ATN193807032,"""version 7RS(19) of 07/07/92""",JAX,ATN,ATL04,1938/07/03,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/26 1:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,mitcb104,hayeb104,,,,,7,,,
ATN193807101,"""version 7RS(19) of 07/07/92""",IN7,ATN,ATL04,1938/07/10,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/27 2:06AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2500,howat101,deanr101,,,harvu901,meanu901,,,,
ATN193807102,"""version 7RS(19) of 07/07/92""",IN7,ATN,ATL04,1938/07/10,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/27 1:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2500,mitcb104,browj116,,,,,7,,,
ATN193808250,"""version 7RS(19) of 07/07/92""",MEM,ATN,ATL04,1938/08/25,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/19 11:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1500,dixoe101,jeffw101,,,,,,,,
ATN193808260,"""version 7RS(19) of 07/07/92""",MEM,ATN,ATL04,1938/08/26,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/20 1:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,evanf101,radct101,,,,,,,,
ATN193808281,"""version 7RS(19) of 07/07/92""",MEM,ATN,ATL04,1938/08/28,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/20 2:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,dixoe101,mossp101,,,harvu901,meanu901,,,,
ATN193808282,"""version 7RS(19) of 07/07/92""",MEM,ATN,ATL04,1938/08/28,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/20 2:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,howat101,radct101,,,harvu901,meanu901,7,,,
ATN193808310,"""version 7RS(19) of 07/07/92""",KCM,ATN,ATL04,1938/08/31,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/19 1:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,evanf101,jackb102,,,,,,,,
ATN193809010,"""version 7RS(19) of 07/07/92""",KCM,ATN,ATL04,1938/09/01,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/30 5:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3000,howat101,markj101,,,harvu901,meanu901,,,,
ATN193809251,"""version 7RS(19) of 07/07/92""",BIR,ATN,ATL04,1938/09/25,1,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/19 12:24AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3500,evanf101,carts102,,,harvu901,meanu901,,,,
ATN193809252,"""version 7RS(19) of 07/07/92""",BIR,ATN,ATL04,1938/09/25,2,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/19 12:43AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,3500,dixoe101,litte101,,,,,7,,,
BFA193805290,"""version 7RS(19) of 07/07/92""",NW2,BFA,BUF06,1938/05/29,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/17 11:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,0,robir102,johnj110,,,blaku901,newmu901,,,,
BIR193805221,"""version 7RS(19) of 07/07/92""",ATN,BIR,BIR01,1938/05/22,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/24 12:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,mitcb104,blacc103,dixoe101,,,,,,,
BIR193805222,"""version 7RS(19) of 07/07/92""",ATN,BIR,BIR01,1938/05/22,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/24 12:52AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,eatme101,howat101,,,,,7,,,
BIR193805260,"""version 7RS(19) of 07/07/92""",ATN,BIR,BIR01,1938/05/26,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/07/03 12:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,mitcb104,oslej101,,,mooru901,meicl901,,,,
BIR193806190,"""version 7RS(19) of 07/07/92""",MEM,BIR,BIR01,1938/06/19,0,regular,0:00PM,day,false,,"""Wes Tervo""","""Tom Thress""",2024/10/18 10:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,mossp101,oslej101,,,mooru901,,,,,
BIR193807140,"""version 7RS(19) of 07/07/92""",ATN,BIR,BIR01,1938/07/14,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/28 10:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,duncs101,burtd101,dixoe101,,mooru901,meicl901,,,,
BIR193808072,"""version 7RS(19) of 07/07/92""",BLG,BIR,BIR01,1938/08/07,2,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/29 12:17AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,porta103,mitcb104,,,,,,,,
BLG193804170,"""version 7RS(19) of 07/07/92""",BFA,BLG,JAC02,1938/04/17,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/11 11:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,willw105,haysc101,,,mccrf901,,,,,
BLG193804240,"""version 7RS(19) of 07/07/92""",PH5,BLG,CHT01,1938/04/24,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/13 12:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,porta103,missj102,,,,,,,,
BLG193805291,"""version 7RS(19) of 07/07/92""",NY5,BLG,BAL14,1938/05/29,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/07/08 1:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,grifb102,hollb106,,,crumj101,cromu901,,,,
BLG193805292,"""version 7RS(19) of 07/07/92""",NY5,BLG,BAL14,1938/05/29,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/07/08 1:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,byrdb101,browb107,,,cromu901,crumj101,7,,,
BLG193807311,"""version 7RS(19) of 07/07/92""",PH5,BLG,WAS09,1938/07/31,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/30 12:27AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,10791,byrdb101,mcdow101,grifb102,,craij901,kempe101,,lee-u901,mccrf901,
BLG193808112,"""version 7RS(19) of 07/07/92""",PTC,BLG,YOR03,1938/08/11,2,exhibition,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/30 12:59AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,500,porta103,morrb104,byrdb101,,,,,,,
BLG193808142,"""version 7RS(19) of 07/07/92""",PH5,BLG,NYC29,1938/08/14,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/27 8:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,15000,mcheh101,gainj102,,,,,,,,
BLG193808211,"""version 7RS(19) of 07/07/92""",PTC,BLG,WAS09,1938/08/21,1,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/31 11:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,3500,grifb102,harvb101,,,kempe101,turnu901,,(none),lee-u901,
BLG193808212,"""version 7RS(19) of 07/07/92""",PTC,BLG,WAS09,1938/08/21,2,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/31 11:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,109,3500,morrb104,byrdb101,,,turnu901,kempe101,7,(none),lee-u901,
BLG193809110,"""version 7RS(19) of 07/07/92""",PTC,BLG,BAL10,1938/09/11,0,lcs,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/10/31 11:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,porta103,smitt105,,,,,,,,
CAG193804240,"""version 7RS(19) of 07/07/92""",KCM,CAG,DAL02,1938/04/24,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/13 11:44AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,4000,johnt108,smith111,cornw101,,mccrf901,marsu902,,,,
CAG193805221,"""version 7RS(19) of 07/07/92""",MEM,CAG,CHI09,1938/05/22,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/25 11:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6750,radct101,housj103,,,younr901,,,,,
CAG193805222,"""version 7RS(19) of 07/07/92""",MEM,CAG,CHI09,1938/05/22,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/26 12:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6750,mossp101,trent101,,,,,7,,,
CAG193805280,"""version 7RS(19) of 07/07/92""",KCM,CAG,CHI09,1938/05/28,0,regular,0:00PM,day,false,,,,2024/07/04 12:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,bradf104,cornw101,,,,,,,,
CAG193805291,"""version 7RS(19) of 07/07/92""",KCM,CAG,CHI09,1938/05/29,1,regular,0:00PM,day,false,,,,2024/07/04 1:24AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,kranf101,housj103,,,,,,,,
CAG193805292,"""version 7RS(19) of 07/07/92""",KCM,CAG,CHI09,1938/05/29,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/07/04 11:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,smith111,trent101,,,,,,,,
CAG193806040,"""version 7RS(19) of 07/07/92""",JAX,CAG,CHI09,1938/06/04,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/05 5:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,davil102,ferrw102,,,,,,,,
CAG193807031,"""version 7RS(19) of 07/07/92""",BIR,CAG,CHI09,1938/07/03,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/07 1:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,cornw101,thuru102,,,,,,,,
CAG193807080,"""version 7RS(19) of 07/07/92""",MEM,CAG,MIL03,1938/07/08,0,exhibition,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/11/07 11:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,2000,radct101,johnt108,,,bluev901,younr901,,,,
CAG193807101,"""version 7RS(19) of 07/07/92""",MEM,CAG,CHI09,1938/07/10,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/08 1:38AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,cornw101,breme101,,,,,,,,
CAG193807102,"""version 7RS(19) of 07/07/92""",MEM,CAG,CHI09,1938/07/10,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/08 1:43AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,housj103,wilsl102,,,,,,,,
CAG193807110,"""version 7RS(19) of 07/07/92""",MEM,CAG,CHI16,1938/07/11,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/11/08 1:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,trent101,allec101,,,,,,,,
CAG193807210,"""version 7RS(19) of 07/07/92""",KCM,CAG,REG01,1938/07/21,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/10/30 10:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,2000,trent101,mosel101,,,morou901,mcdou902,,,,
CAG193807242,"""version 7RS(19) of 07/07/92""",KCM,CAG,BIS01,1938/07/24,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/01 9:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1200,barnv103,trent101,,,shipu901,cavou901,,,,
CAG193807311,"""version 7RS(19) of 07/07/92""",KCM,CAG,CHI09,1938/07/31,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/03 9:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,cornw101,kranf101,,,,,,,,
CAG193807312,"""version 7RS(19) of 07/07/92""",KCM,CAG,CHI09,1938/07/31,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/03 9:59AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,coopa101,johnt108,,,,,,,,
CAG193808060,"""version 7RS(19) of 07/07/92""",IN7,CAG,CHI09,1938/08/06,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/15 11:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,browj116,trent101,mcalf101,,,,,,,
CAG193808071,"""version 7RS(19) of 07/07/92""",IN7,CAG,CHI09,1938/08/07,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/16 12:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,cornw101,calhl101,,,,,,,,
CAG193808072,"""version 7RS(19) of 07/07/92""",IN7,CAG,CHI09,1938/08/07,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/16 12:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,trent101,armsj101,,,,,,,,
CAG193808110,"""version 7RS(19) of 07/07/92""",ATN,CAG,MIL03,1938/08/11,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/11/16 12:36AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,3954,cornw101,dixoe101,,,bluev901,armsm901,,,,
CAG193808141,"""version 7RS(19) of 07/07/92""",ATN,CAG,CHI09,1938/08/14,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/16 12:49AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,cornw101,dixoe101,,,,,,,,
CAG193808142,"""version 7RS(19) of 07/07/92""",ATN,CAG,CHI09,1938/08/14,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/16 12:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,trent101,duncs101,,,,,,,,
HOM193804171,"""version 7RS(19) of 07/07/92""",KCM,HOM,NOL01,1938/04/17,1,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/12 12:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,3000,browr103,parku101,,,pullu901,benju901,,(none),pipku901,
HOM193804172,"""version 7RS(19) of 07/07/92""",KCM,HOM,NOL01,1938/04/17,2,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/11 11:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,3000,kranf101,partr102,,,pullu901,benju901,6,(none),pipku901,
HOM193805120,"""version 7RS(19) of 07/07/92""",NY5,HOM,BEC01,1938/05/12,0,exhibition,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/06/16 12:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,700,hannl102,davir103,,,,,,,,
HOM193805150,"""version 7RS(19) of 07/07/92""",NY5,HOM,CUM01,1938/05/15,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/16 12:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,browr103,browb107,,,,,,,,
HOM193805160,"""version 7RS(19) of 07/07/92""",NY5,HOM,MSN01,1938/05/16,0,exhibition,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/06/16 10:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,1000,hollb106,parkt101,,,harrm103,craij901,,,,
HOM193805170,"""version 7RS(19) of 07/07/92""",NY5,HOM,SCP01,1938/05/17,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/16 11:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,500,walke103,stann101,,,,,,,,
HOM193805280,"""version 7RS(19) of 07/07/92""",WBS,HOM,PPB01,1938/05/28,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/07/04 11:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,partr102,yokel101,browr103,,harrm103,mccrf901,,,,
HOM193805310,"""version 7RS(19) of 07/07/92""",WBS,HOM,CAN03,1938/05/31,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/07/09 12:54AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,browr103,britg103,,,,,,,,
HOM193807250,"""version 7RS(19) of 07/07/92""",MEM,HOM,IND10,1938/07/25,0,exhibition,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/11/18 6:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1500,parkt101,mossp101,,,,,,,,
HOM193807260,"""version 7RS(19) of 07/07/92""",MEM,HOM,DAY03,1938/07/26,0,exhibition,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/11/18 8:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,browr103,hannl102,,,kirbl901,sladu901,,,,
HOM193807312,"""version 7RS(19) of 07/07/92""",MEM,HOM,NYC16,1938/07/31,2,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/19 1:12AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,15000,browr103,radct101,,,,,,,,
HOM193808020,"""version 7RS(19) of 07/07/92""",NW2,HOM,ROC04,1938/08/02,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/11/21 11:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,robes104,mcdut101,,,,,,,,
HOM193808070,"""version 7RS(19) of 07/07/92""",NW2,HOM,PIT06,1938/08/07,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/22 12:44AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,5000,walke103,mcdut101,browr103,,harrm103,harrb901,,(none),turnu901,
HOM193808281,"""version 7RS(19) of 07/07/92""",PTC,HOM,NWK04,1938/08/28,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/22 6:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,10000,browr103,smitt105,,,,,,,,
IN7193805291,"""version 7RS(19) of 07/07/92""",BIR,IN7,MOU01,1938/05/29,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/07/08 3:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,deanr101,blacc103,,,,,,,,
IN7193807180,"""version 7RS(19) of 07/07/92""",ATN,IN7,SBD01,1938/07/18,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/11/01 12:18AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1200,mcalf101,reesj103,,,finku901,kolou901,,,,
JAX193804080,"""version 7RS(19) of 07/07/92""",CAG,JAX,DTB01,1938/04/08,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/09 11:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,davil102,mcdut101,,,,,,,,
JAX193804100,"""version 7RS(19) of 07/07/92""",CAG,JAX,JKV01,1938/04/10,0,exhibition,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/09 11:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,johnt108,cox-a101,,,,,,,,
JAX193805240,"""version 7RS(19) of 07/07/92""",ATN,JAX,JKV01,1938/05/24,0,regular,0:00PM,night,false,,"""Tom Thress""","""Tom Thress""",2024/06/27 11:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,dixoe101,henrp101,,,,,,,,
JAX193806220,"""version 7RS(19) of 07/07/92""",MEM,JAX,JKV01,1938/06/22,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/02 11:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,henrp101,jeffw101,,,,,,,,
JAX193808020,"""version 7RS(19) of 07/07/92""",ATN,JAX,JKV01,1938/08/02,0,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/11/03 12:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,2958,evanf101,howat101,,,,,,,,
KCM193805151,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1938/05/15,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/17 12:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6000,housj103,markj101,,,sheru901,walla901,,,,
KCM193805152,"""version 7RS(19) of 07/07/92""",CAG,KCM,KAN05,1938/05/15,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/17 1:03AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,6000,kranf101,trent101,,,walla901,sheru901,7,,,
KCM193805221,"""version 7RS(19) of 07/07/92""",IN7,KCM,KAN05,1938/05/22,1,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/26 11:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,0,smith111,alext101,,,mcdou901,walla901,,,,
KCM193805222,"""version 7RS(19) of 07/07/92""",IN7,KCM,KAN05,1938/05/22,2,regular,0:00PM,day,false,,"""Tom Thress""","""Tom Thress""",2024/06/27 12:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,0,1400,markj101,mcalf101,,,walla901,mcdou901,7,,,
