game_id,inputprogvers,visteam,hometeam,site,date,number,gametype,starttime,daynight,usedh,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,umphome,ump1b,innings,ump2b,ump3b,edittime
NYA193807020,"""version 7RS(19) of 07/07/92""",WS1,NYA,NYC16,1938/07/02,0,,0:00PM,day,false,"""375,270""","""Dick Cramer""","""Dick Cramer""",2012/07/21 12:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,10514,pearm101,ferrw101,,,quinj901,grieb901,,(none),mcgob901,
NYA193807030,"""version 7RS(19) of 07/07/92""",BOS,NYA,NYC16,1938/07/03,0,,0:00PM,day,false,"""96,104,163,210,269,274""","""Jim Herdman""","""Jim Herdman""",2018/07/13 9:09AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,23876,gomel102,wilsj103,,,grieb901,mcgob901,,(none),quinj901,
NYA193807121,"""version 7RS(19) of 07/07/92""",SLA,NYA,NYC16,1938/07/12,1,,0:00PM,day,false,"""375,270,412""","""Dick Cramer""","""Dick Cramer""",2012/07/21 12:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,ruffr101,hildo101,,,quinj901,hubbc901,,(none),romme101,
NYA193807122,"""version 7RS(19) of 07/07/92""",SLA,NYA,NYC16,1938/07/12,2,,0:00PM,day,false,"""375,412""","""Dick Cramer""","""Dick Cramer""",2012/07/22 6:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,13703,hadlb101,milll102,murpj103,,hubbc901,romme101,,(none),quinj901,
NYA193807130,"""version 7RS(19) of 07/07/92""",SLA,NYA,NYC16,1938/07/13,0,,0:00PM,day,false,"""375,412""","""Dick Cramer""","""Dick Cramer""",2012/07/24 10:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,175,3651,murpj103,walkj102,,,romme101,quinj901,,(none),hubbc901,
NYA193807140,"""version 7RS(19) of 07/07/92""",SLA,NYA,NYC16,1938/07/14,0,,0:00PM,day,false,"""375,412""","""Dick Cramer""","""Dick Cramer""",2012/07/26 9:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,2269,pearm101,newsb101,,,hubbc901,romme101,,(none),(none),
NYA193807150,"""version 7RS(19) of 07/07/92""",DET,NYA,NYC16,1938/07/15,0,,0:00PM,day,false,"""270,375""","""Dick Cramer""","""Dick Cramer""",2012/07/27 7:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,69,17039,gomel102,poffb101,,,hubbc901,romme101,,(none),quinj901,
NYA193807160,"""version 7RS(19) of 07/07/92""",DET,NYA,NYC16,1938/07/16,0,,0:00PM,day,false,"""270,375""","""Dick Cramer""","""Dick Cramer""",2012/07/27 9:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,17796,ruffr101,eiseh101,,,romme101,quinj901,,(none),hubbc901,
NYA193807170,"""version 7RS(19) of 07/07/92""",DET,NYA,NYC16,1938/07/17,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/07/28 12:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,24000,chans101,aukee101,,,quinj901,hubbc901,,(none),romme101,
NYA193807190,"""version 7RS(19) of 07/07/92""",CLE,NYA,NYC16,1938/07/19,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/04/14 7:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,7528,hardm101,hadlb101,,,morig101,kolll901,,(none),rue-j901,
NYA193807241,"""version 7RS(19) of 07/07/92""",CHA,NYA,NYC16,1938/07/24,1,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/07/29 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,96,0,gomel102,lee-t101,,,kolll901,grieb901,,(none),morig101,
NYA193807242,"""version 7RS(19) of 07/07/92""",CHA,NYA,NYC16,1938/07/24,2,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/07/29 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,35946,stram102,murpj103,whitj101,,grieb901,morig101,,(none),kolll901,
NYA193808090,"""version 7RS(19) of 07/07/92""",WS1,NYA,NYC16,1938/08/09,0,,0:00PM,day,false,"""376,270""","""Dick Cramer""","""Dick Cramer""",2012/09/16 8:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,7167,chask101,chans101,,,kolll901,basis901,,(none),romme101,
NYA193808100,"""version 7RS(19) of 07/07/92""",WS1,NYA,NYC16,1938/08/10,0,,0:00PM,day,false,"""376,270""","""Dick Cramer""","""Dick Cramer""",2012/09/17 7:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,185,8100,murpj103,kellh101,,,basis901,romme101,,(none),kolll901,
NYA193808110,"""version 7RS(19) of 07/07/92""",WS1,NYA,NYC16,1938/08/11,0,,0:00PM,day,false,"""376,270""","""Dick Cramer""","""Dick Cramer""",2012/09/17 3:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,5965,gomel102,krakj101,murpj103,,romme101,kolll901,,(none),basis901,
NYA193808121,"""version 7RS(19) of 07/07/92""",PHA,NYA,NYC16,1938/08/12,1,,0:00PM,day,false,TSN Box,"""Dick Cramer""","""Dick Cramer""",2012/09/17 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,0,smite105,ruffr101,,,kolll901,basis901,,(none),romme101,
NYA193808122,"""version 7RS(19) of 07/07/92""",PHA,NYA,NYC16,1938/08/12,2,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/17 6:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,25864,hadlb101,rossb102,,,basis901,romme101,,(none),kolll901,
NYA193808130,"""version 7RS(19) of 07/07/92""",PHA,NYA,NYC16,1938/08/13,0,,0:00PM,day,false,376,"""Dick Cramer""","""Dick Cramer""",2012/09/17 8:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,9232,sunds101,pottn102,,,romme101,kolll901,,(none),basis901,
NYA193808141,"""version 7RS(19) of 07/07/92""",PHA,NYA,NYC16,1938/08/14,1,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/17 9:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,0,chans101,smite105,,,basis901,kolll901,,(none),romme101,
NYA193808142,"""version 7RS(19) of 07/07/92""",PHA,NYA,NYC16,1938/08/14,2,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/18 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,33922,pearm101,castg101,,,basis901,romme101,,(none),kolll901,
NYA193808231,"""version 7RS(19) of 07/07/92""",CHA,NYA,NYC16,1938/08/23,1,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/19 7:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,0,lee-t101,ferrw101,,,kolll901,hubbc901,,(none),rue-j901,
NYA193808232,"""version 7RS(19) of 07/07/92""",CHA,NYA,NYC16,1938/08/23,2,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/19 5:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,17184,hadlb101,rignj101,,,hubbc901,rue-j901,,(none),kolll901,
NYA193808241,"""version 7RS(19) of 07/07/92""",CHA,NYA,NYC16,1938/08/24,1,,0:00PM,day,false,"""270,376,277""","""Dick Cramer""","""Dick Cramer""",2012/09/20 10:20AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,stram102,chans101,lee-t101,,rue-j901,kolll901,,(none),hubbc901,
NYA193808242,"""version 7RS(19) of 07/07/92""",CHA,NYA,NYC16,1938/08/24,2,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/20 2:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,13781,pearm101,gablf101,,,kolll901,hubbc901,,(none),rue-j901,
NYA193808251,"""version 7RS(19) of 07/07/92""",CLE,NYA,NYC16,1938/08/25,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/04/22 4:10PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,0,gomel102,white102,,,hubbc901,rue-j901,,(none),kolll901,
NYA193808252,"""version 7RS(19) of 07/07/92""",CLE,NYA,NYC16,1938/08/25,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/04/22 4:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,40692,ruffr101,allej102,,,rue-j901,kolll901,,(none),hubbc901,
NYA193808261,"""version 7RS(19) of 07/07/92""",CLE,NYA,NYC16,1938/08/26,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/04/22 4:28PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,0,ferrw101,fellb101,murpj103,,kolll901,hubbc901,,(none),rue-j901,
NYA193808262,"""version 7RS(19) of 07/07/92""",CLE,NYA,NYC16,1938/08/26,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/04/22 4:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,37139,hudlw101,sunds101,,,hubbc901,rue-j901,,(none),kolll901,
NYA193808271,"""version 7RS(19) of 07/07/92""",CLE,NYA,NYC16,1938/08/27,1,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/04/22 4:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,0,andri101,allej102,,,rue-j901,kolll901,,(none),hubbc901,
NYA193808272,"""version 7RS(19) of 07/07/92""",CLE,NYA,NYC16,1938/08/27,2,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/04/22 4:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,40959,pearm101,humpj101,,,kolll901,hubbc901,,(none),rue-j901,
NYA193808280,"""version 7RS(19) of 07/07/92""",SLA,NYA,NYC16,1938/08/28,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/20 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,12879,ruffr101,newsb101,,,mcgob901,summb901,,(none),grieb901,
NYA193808290,"""version 7RS(19) of 07/07/92""",SLA,NYA,NYC16,1938/08/29,0,,0:00PM,day,false,"""270,375,412""","""Dick Cramer""","""Dick Cramer""",2012/09/20 8:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,134,3456,gomel102,hildo101,,,summb901,grieb901,,(none),mcgob901,
NYA193808300,"""version 7RS(19) of 07/07/92""",DET,NYA,NYC16,1938/08/30,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/19 8:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,8465,chans101,gillg103,,,grieb901,mcgob901,,(none),summb901,
NYA193808310,"""version 7RS(19) of 07/07/92""",DET,NYA,NYC16,1938/08/31,0,,0:00PM,day,false,"""270,376,NYT""","""Dick Cramer""","""Dick Cramer""",2012/09/19 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,7854,kennv101,sunds101,,,mcgob901,summb901,,(none),grieb901,
NYA193809010,"""version 7RS(19) of 07/07/92""",DET,NYA,NYC16,1938/09/01,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/19 6:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,6946,coffs101,pearm101,eiseh101,,summb901,grieb901,,(none),mcgob901,
NYA193809020,"""version 7RS(19) of 07/07/92""",BOS,NYA,NYC16,1938/09/02,0,,0:00PM,day,false,"""115,376""","""Bob Kistler""","""D Lamoureaux""",2004/05/18 3:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,133,9039,ruffr101,wilsj103,,,basis901,pipgg101,,(none),morig101,
NYA193809030,"""version 7RS(19) of 07/07/92""",BOS,NYA,NYC16,1938/09/03,0,,0:00PM,day,false,"""115,270,376""","""Bob Kistler""","""D Lamoureaux""",2004/05/18 5:22AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,13722,hevij101,gomel102,,,pipgg101,morig101,,(none),basis901,
NYA193809040,"""version 7RS(19) of 07/07/92""",WS1,NYA,NYC16,1938/09/04,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/19 6:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,94,14107,hadlb101,hogsc101,,,morig101,basis901,,(none),pipgg101,
NYA193809051,"""version 7RS(19) of 07/07/92""",PHA,NYA,NYC16,1938/09/05,1,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/21 7:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,0,chans101,rossb102,,,basis901,pipgg101,,(none),morig101,
NYA193809052,"""version 7RS(19) of 07/07/92""",PHA,NYA,NYC16,1938/09/05,2,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/21 5:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,35567,pearm101,smite105,,,pipgg101,basis901,,(none),morig101,
NYA193809240,"""version 7RS(19) of 07/07/92""",BOS,NYA,NYC16,1938/09/24,0,,0:00PM,day,false,"""115,583""","""Bob Kistler,Wayne Townsend""","""D Lamoureaux,Wayne Townsend""",2004/05/18 5:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,6144,bagbj102,ruffr101,,,summb901,basis901,,(none),rue-j901,
NYA193809251,"""version 7RS(19) of 07/07/92""",BOS,NYA,NYC16,1938/09/25,1,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/21 8:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,0,wilsj103,hadlb101,,,basis901,rue-j901,,(none),summb901,
NYA193809252,"""version 7RS(19) of 07/07/92""",BOS,NYA,NYC16,1938/09/25,2,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/22 7:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,70,22783,,,,,rue-j901,summb901,,(none),basis901,
NYA193809260,"""version 7RS(19) of 07/07/92""",BOS,NYA,NYC16,1938/09/26,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/24 5:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,4492,sunds101,bagbj102,,,summb901,basis901,,(none),rue-j901,
NYA193809270,"""version 7RS(19) of 07/07/92""",WS1,NYA,NYC16,1938/09/27,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/25 7:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,2773,gomel102,leond103,,,summb901,basis901,,(none),(none),
NYA193809280,"""version 7RS(19) of 07/07/92""",WS1,NYA,NYC16,1938/09/28,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/09/24 8:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,2195,krakj101,andri101,,,summb901,basis901,,(none),(none),
BOS193804180,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1938/04/18,0,,0:00PM,day,false,"""115,270,277""","""Lamoureaux/Comly""","""Comly""",2004/05/12 4:11PM,unknown,none,0,unknown,-1,unknown,drizzle,unknown,130,10500,bagbj102,ruffr101,mckaa101,,summb901,quinj901,,(none),rue-j901,
BOS193804191,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1938/04/19,1,,10:15AM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/05/12 4:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,10000,gomel102,wagnc101,murpj103,,quinj901,rue-j901,,(none),summb901,
BOS193804192,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1938/04/19,2,,3:30PM,day,false,"""270,611""","""Comly,Wayne Townsend""","""Comly,Wayne Townsend""",2012/11/27 9:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,33000,ostef101,pearm101,,,rue-j901,summb901,,(none),quinj901,
BOS193804210,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1938/04/21,0,,0:00PM,day,false,"""115,270,286""","""Bob Kistler""","""D Lamoureaux""",2004/05/12 4:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,9000,marcj101,donaa101,,,summb901,rue-j901,,(none),quinj901,
BOS193805010,"""version 7RS(19) of 07/07/92""",PHA,BOS,BOS07,1938/05/01,0,,0:00PM,day,false,"""276""",,"""Comly""",2012/12/25 4:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,17200,thomb102,bagbj102,nelsl101,,summb901,quinj901,,(none),rue-j901,
BOS193805020,"""version 7RS(19) of 07/07/92""",PHA,BOS,BOS07,1938/05/02,0,,0:00PM,day,false,"""115,163,266,269,274""","""Jim Herdman""","""Jim Herdman""",2018/07/07 8:10AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,4000,marcj101,kellh101,,,quinj901,rue-j901,,(none),summb901,
BOS193805030,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/05/03,0,,0:00PM,day,false,"""115,56,71,163,274,212""","""Bob Kistler/Smith/RWood""","""D Lamoureaux/Smith/RWood""",2004/05/12 6:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,4500,grovl101,lawsr101,,,morig101,kolll901,,(none),rue-j901,
BOS193805040,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/05/04,0,,0:00PM,day,false,"""115,212""","""""","""Lamoureaux/Comly""",2004/05/12 6:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,6600,poffb101,wilsj103,,,kolll901,rue-j901,,(none),morig101,
BOS193805050,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/05/05,0,,0:00PM,day,false,"""115,212(7.5),212""","""Bob Kistler/RWood""","""D Lamoureaux/RWood""",2004/05/12 6:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,157,5500,kennv101,mckaa101,coffs101,,rue-j901,morig101,,(none),kolll901,
BOS193805060,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1938/05/06,0,,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/05/12 6:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,1700,marcj101,newsb101,,,morig101,kolll901,,(none),rue-j901,
BOS193805070,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1938/05/07,0,,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/05/12 6:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,106,4500,grovl101,walkj102,,,kolll901,rue-j901,,(none),morig101,
BOS193805080,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1938/05/08,0,,0:00PM,day,false,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/03/29 2:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,33100,wilsj103,fellb101,,,rue-j901,geish901,,(none),basis901,
BOS193805090,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1938/05/09,0,,0:00PM,day,false,"""138""","""Ron Fisher""","""Ron Fisher""",2000/09/11 1:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,6500,bagbj102,galed101,,,geish901,basis901,,(none),rue-j901,
BOS193805110,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1938/05/11,0,,0:00PM,day,false,"""277""",,"""Comly""",2013/02/09 1:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,95,5700,grovl101,gablf101,,,basis901,grieb901,,(none),geish901,
BOS193805130,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1938/05/13,0,,0:00PM,day,false,"""270,115(3.5)""","""Comly""","""Comly""",2012/11/28 12:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,6800,wilsj103,ferrw101,,,hubbc901,mcgob901,,(none),(none),
BOS193805140,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1938/05/14,0,,0:00PM,day,false,"""280,71,163,274,222""","""Dick Cramer""","""Dick Cramer""",2018/07/06 4:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,170,15000,rogel101,hogsc101,,,mcgob901,hubbc901,,(none),(none),
BOS193805150,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1938/05/15,0,,0:00PM,day,false,"""227,71,163,274,222""","""Rob Wood""","""David W. Smith""",2018/07/07 1:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,26000,grovl101,weavm101,,,hubbc901,mcgob901,,(none),(none),
BOS193806010,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1938/06/01,0,,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/05/13 5:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,3400,wagnc101,walkj102,,,summb901,quinj901,,(none),grieb901,
BOS193806020,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1938/06/02,0,,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/05/13 5:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,3000,bagbj102,hildo101,,,quinj901,grieb901,,(none),summb901,
BOS193806040,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/06/04,0,,0:00PM,day,false,"""276,115,271""",,"""Comly""",2012/12/30 3:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,101,9700,grovl101,bridt101,,,grieb901,summb901,,(none),quinj901,
BOS193806050,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/06/05,0,,0:00PM,day,false,"""276""",,"""Comly""",2013/12/04 12:23AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,29000,kennv101,wilsj103,,,summb901,quinj901,,(none),grieb901,
BOS193806060,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/06/06,0,,0:00PM,day,false,"""115,71,163,274,56,212""","""Dick Cramer/RWood""","""Dick Cramer/RWood""",2018/07/08 4:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,4000,wilsj103,coffs101,,,quinj901,grieb901,,(none),summb901,
BOS193806070,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1938/06/07,0,,0:00PM,day,false,"""115,39""","""Bob Kistler/RWood""","""D Lamoureaux/RWood""",2004/05/13 5:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,7000,humpj101,bagbj102,,,mcgob901,romme101,,(none),hubbc901,
BOS193806080,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1938/06/08,0,,0:00PM,day,false,"""115,71,163,274,39""","""Tom Thress/RWood""","""Tom Thress/RWood""",2018/07/09 11:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,156,5000,mckaa101,galed101,,,romme101,hubbc901,,(none),mcgob901,
BOS193806090,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1938/06/09,0,,0:00PM,day,false,"""270""","""Comly""","""Comly""",2012/11/28 12:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,12000,grovl101,hardm101,,,hubbc901,mcgob901,,(none),romme101,
BOS193806100,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1938/06/10,0,,0:00PM,day,false,"""115,71,163,274,111,276""","""Rob Wood,Wayne Townsend""","""David W. Smith,Wayne Townsend""",2018/07/19 4:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,7000,stram102,wagnc101,,,mcgob901,romme101,,(none),grieb901,
BOS193806121,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1938/06/12,1,,0:00PM,day,false,"""71,163,274,111,611""","""Rob Wood/RWood""","""David W. Smith/RWood""",2018/07/19 5:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,0,wilsj103,lyont102,bagbj102,,romme101,grieb901,,(none),mcgob901,
BOS193806290,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1938/06/29,0,,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/05/14 2:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,3500,marcj101,leond103,,,summb901,hubbc901,,(none),rue-j901,
BOS193806300,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1938/06/30,0,,0:00PM,day,false,"""115,271""","""Bob Kistler""","""D Lamoureaux""",2004/05/14 2:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,4400,bagbj102,deshj101,,,hubbc901,rue-j901,,(none),summb901,
BOS193807080,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1938/07/08,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/07/13 7:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,26000,dicke101,chans101,bagbj102,,rue-j901,summb901,,(none),hubbc901,
BOS193807090,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1938/07/09,0,,0:00PM,day,false,"""375,270""","""Dick Cramer""","""Dick Cramer""",2012/07/13 7:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,147,17000,murpj103,ostef101,,,summb901,hubbc901,,(none),rue-j901,
BOS193807100,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1938/07/10,0,,0:00PM,day,false,375,"""Dick Cramer""","""Dick Cramer""",2012/07/13 8:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,27000,grovl101,gomel102,,,hubbc901,rue-j901,,(none),summb901,
BOS193807131,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/07/13,1,,0:00PM,day,false,"""56,269,289""","""Jim Herdman,Wayne Townsend""","""Jim Herdman,Wayne Townsend""",2018/07/03 6:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,0,dicke101,kennv101,mckaa101,,morig101,kolll901,,(none),grieb901,
BOS193807132,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/07/13,2,,0:00PM,day,false,"""209,289""","""Comly,Wayne Townsend""","""Comly,Wayne Townsend""",2013/03/18 3:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,21000,aukee101,bagbj102,,,kolll901,grieb901,,(none),morig101,
BOS193807140,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1938/07/14,0,,0:00PM,day,false,"""115,271""","""""","""Comly""",2004/05/14 3:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,4200,grovl101,gillg103,wilsj103,,grieb901,morig101,,(none),kolll901,
BOS193807150,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1938/07/15,0,,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/05/14 3:12PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,3200,mckaa101,milll102,,,morig101,kolll901,,(none),(none),
BOS193807160,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1938/07/16,0,,0:00PM,day,false,"""115""","""Bob Kistler""","""D Lamoureaux""",2004/05/14 3:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,4900,hildo101,midkd101,,,kolll901,morig101,,(none),(none),
BOS193807171,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1938/07/17,1,,0:00PM,day,false,"""210,208,128,71,163,274""","""Rob Wood""","""David W. Smith""",2018/07/19 7:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,129,0,dicke101,newsb101,,,morig101,kolll901,,(none),(none),
